actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
269,PT04M37.00S,2022-03-06T00:52:48.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626179,94.1688567674113,53.18627450980392,1610612766,56,46,2022-03-06T00:52:52Z,2650000,16.0,2.0,1,right,T. Rozier cutting Layup (8 PTS) (M. Plumlee 3 AST),"[1626179, 203486]",1610612766.0,CHA,cutting,,,Rozier,T. Rozier,,,,,,,1.61,Made,,,,,,,,,8.0,M. Plumlee,203486.0,3.0,,,,,
271,PT04M27.00S,2022-03-06T00:52:59.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,13.222733245729303,42.64705882352941,1610612759,56,48,2022-03-06T00:53:05Z,2670000,37.0,72.0,1,left,J. Poeltl 8' floating Jump Shot (3 PTS) (T. Jones 4 AST),"[1627751, 1630200]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,,,8.07,Made,,,,,,,,,3.0,T. Jones,1630200.0,4.0,,,,,
273,PT04M11.00S,2022-03-06T00:53:15.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,94.1688567674113,51.71568627450981,1610612766,58,48,2022-03-06T00:53:19Z,2690000,9.0,2.0,1,right,M. Bridges driving Layup (2 PTS) (T. Rozier 4 AST),"[1628970, 1626179]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,,,0.89,Made,,,,,,,,,2.0,T. Rozier,1626179.0,4.0,,,,,
275,PT03M54.00S,2022-03-06T00:53:31.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,7.30946123521682,41.911764705882355,1610612759,58,48,2022-03-06T01:58:25Z,2710000,40.0,16.0,1,left,MISS J. Poeltl floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,,,4.35,Missed,,,,,,,,,,,,,,,,,
276,PT03M49.00S,2022-03-06T00:53:36.7Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,58,48,2022-03-06T01:58:25Z,2720000,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,275.0,4.0,3.0,1.0,,,,,,,,,,,,,
277,PT03M49.00S,2022-03-06T00:53:37.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,5.590000152587891,50.0,1610612759,58,48,2022-03-06T00:53:37Z,2730000,0.0,0.0,1,left,MISS K. Johnson tip Layup,[1629640],1610612759.0,SAS,tip,,,Johnson,K. Johnson,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
278,PT03M46.00S,2022-03-06T00:53:40.1Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,58,48,2022-03-06T00:53:40Z,2740000,,,0,,K. Johnson REBOUND (Off:2 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,277.0,5.0,3.0,2.0,,,,,,,,,,,,,
279,PT03M46.00S,2022-03-06T00:53:40.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,5.590000152587891,50.0,1610612759,58,50,2022-03-06T00:53:40Z,2750000,0.0,0.0,1,left,K. Johnson tip Layup (23 PTS),[1629640],1610612759.0,SAS,tip,,,Johnson,K. Johnson,,,,,,,0.0,Made,,,,,,,,,23.0,,,,,,,,
280,PT03M41.00S,2022-03-06T00:53:48.8Z,2,REGULAR,violation,kicked ball,[],1627751,,,1610612766,58,50,2022-03-06T00:53:56Z,2760000,,,0,,J. Poeltl kicked ball VIOLATION,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,1363.0,,,,,,,,,,,,,,,,,,,,
281,PT03M41.00S,2022-03-06T00:53:53.8Z,2,REGULAR,substitution,out,[],1630170,,,1610612766,58,50,2022-03-06T00:53:58Z,2770000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M41.00S,2022-03-06T00:53:53.8Z,2,REGULAR,substitution,in,[],1627749,,,1610612766,58,50,2022-03-06T00:53:58Z,2780000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M29.00S,2022-03-06T00:54:20.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,82.21090670170827,42.8921568627451,1610612766,58,50,2022-03-06T00:54:24Z,2790000,-36.0,115.0,1,right,MISS K. Oubre Jr. 12' step back Shot,[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,,,12.01,Missed,,,,,,,,,,,,,,,,,
284,PT03M25.00S,2022-03-06T00:54:24.1Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,58,50,2022-03-06T00:54:24Z,2800000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,283.0,2.0,2.0,0.0,,,,,,,,,,,,,
285,PT03M14.00S,2022-03-06T00:54:35.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,5.601182654402102,51.9607843137255,1610612759,58,50,2022-03-06T00:54:44Z,2810000,-10.0,0.0,1,left,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,,,0.98,Missed,,,,,,,,,,,,,,,,,
286,PT03M11.00S,2022-03-06T00:54:38.6Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,58,50,2022-03-06T00:54:44Z,2820000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,285.0,2.0,2.0,0.0,,,,,,,,,,,,,
287,PT03M07.00S,2022-03-06T00:54:41.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628998,93.64323258869908,97.79411764705883,1610612766,58,50,2022-03-06T00:54:55Z,2830000,239.0,7.0,1,right,MISS C. Martin 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,23.91,Missed,,,,,,,,,,,,,,,,,
288,PT03M07.00S,2022-03-06T00:54:41.8Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,58,50,2022-03-06T00:54:55Z,2840000,,,0,,T. Jones REBOUND (Off:0 Def:3),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,287.0,3.0,3.0,0.0,,,,,,,,,,,,,
289,PT03M03.00S,2022-03-06T00:54:51.1Z,2,REGULAR,foul,personal,[],1628970,,,1610612759,58,50,2022-03-06T00:56:11Z,2850000,,,0,,M. Bridges take personal FOUL (1 PF),"[1628970, 1630200]",1610612766.0,CHA,take,,,Bridges,M. Bridges,,,,,1363.0,,,,,,,,1.0,0.0,Jones,1630200.0,,,,,,,,,
291,PT02M51.00S,2022-03-06T00:55:22.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,5.469776609724048,52.69607843137255,1610612759,58,52,2022-03-06T00:55:31Z,2870000,-13.0,-1.0,1,left,J. Poeltl reverse Layup (5 PTS) (K. Johnson 2 AST),"[1627751, 1629640]",1610612759.0,SAS,reverse,,,Poeltl,J. Poeltl,,,,,,,1.35,Made,,,,,,,,,5.0,K. Johnson,1629640.0,2.0,,,,,
293,PT02M38.00S,2022-03-06T00:55:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,93.38042049934296,55.63725490196079,1610612766,60,52,2022-03-06T00:55:39Z,2890000,28.0,10.0,1,right,M. Plumlee driving Layup (4 PTS) (T. Rozier 5 AST),"[203486, 1626179]",1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,,,2.98,Made,,,,,,,,,4.0,T. Rozier,1626179.0,5.0,,,,,
295,PT02M27.00S,2022-03-06T00:55:45.7Z,2,REGULAR,3pt,Jump Shot,[],203926,20.18725361366623,91.91176470588235,1610612759,60,52,2022-03-06T00:55:50Z,2910000,-210.0,137.0,1,left,MISS D. McDermott 25' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,25.06,Missed,,,,,,,,,,,,,,,,,
296,PT02M24.00S,2022-03-06T00:55:48.7Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,60,52,2022-03-06T00:55:50Z,2920000,,,0,,M. Plumlee REBOUND (Off:0 Def:5),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,295.0,5.0,5.0,0.0,,,,,,,,,,,,,
297,PT02M12.00S,2022-03-06T00:56:00.8Z,2,REGULAR,3pt,Jump Shot,[],1626162,93.51182654402102,95.83333333333334,1610612766,60,52,2022-03-06T00:56:04Z,2930000,229.0,8.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,22.94,Missed,,,,,,,,,,,,,,,,,
298,PT02M09.00S,2022-03-06T00:56:03.8Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,60,52,2022-03-06T00:56:04Z,2940000,,,0,,D. Murray REBOUND (Off:1 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,297.0,4.0,3.0,1.0,,,,,,,,,,,,,
299,PT02M05.00S,2022-03-06T00:56:08.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626179,,,1610612759,60,52,2022-03-06T00:56:20Z,2950000,,,0,,T. Rozier shooting personal FOUL (1 PF) (McDermott 2 FT),"[1626179, 203926]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,1363.0,,,,,,,,1.0,0.0,McDermott,203926.0,,,,,,,,,
301,PT02M05.00S,2022-03-06T00:56:46.8Z,2,REGULAR,freethrow,1 of 2,[],203926,,,1610612759,60,53,2022-03-06T00:56:46Z,2970000,,,0,,D. McDermott Free Throw 1 of 2 (3 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,
302,PT02M05.00S,2022-03-06T00:56:47.7Z,2,REGULAR,substitution,out,[],1626162,,,1610612759,60,53,2022-03-06T00:56:51Z,2980000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M05.00S,2022-03-06T00:56:47.7Z,2,REGULAR,substitution,in,[],1629023,,,1610612759,60,53,2022-03-06T00:56:51Z,2990000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M05.00S,2022-03-06T00:57:06.8Z,2,REGULAR,freethrow,2 of 2,[],203926,,,1610612759,60,54,2022-03-06T00:57:06Z,3000000,,,0,,D. McDermott Free Throw 2 of 2 (4 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,
305,PT01M48.00S,2022-03-06T00:57:24.9Z,2,REGULAR,3pt,Jump Shot,[],1629023,88.25558475689881,4.411764705882353,1610612766,60,54,2022-03-06T00:57:29Z,3010000,-228.0,58.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,23.51,Missed,,,,,,,,,,,,,,,,,
306,PT01M46.00S,2022-03-06T00:57:26.9Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,60,54,2022-03-06T00:57:29Z,3020000,,,0,,D. McDermott REBOUND (Off:1 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,305.0,3.0,2.0,1.0,,,,,,,,,,,,,
307,PT01M40.00S,2022-03-06T00:57:33.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,17.0335085413929,50.49019607843137,1610612759,60,56,2022-03-06T00:57:37Z,3030000,-2.0,108.0,1,left,T. Jones 10' floating Jump Shot (2 PTS),[1630200],1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,,,10.76,Made,,,,,,,,,2.0,,,,,,,,
308,PT01M26.00S,2022-03-06T00:57:47.3Z,2,REGULAR,3pt,Jump Shot,[],1628998,79.05716162943496,93.62745098039215,1610612766,60,56,2022-03-06T00:57:51Z,3040000,218.0,144.0,1,right,MISS C. Martin 26' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,26.16,Missed,,,,,,,,,,,,,,,,,
309,PT01M23.00S,2022-03-06T00:57:50.3Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,60,56,2022-03-06T00:57:51Z,3050000,,,0,,D. McDermott REBOUND (Off:1 Def:3),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,308.0,4.0,3.0,1.0,,,,,,,,,,,,,
310,PT01M15.00S,2022-03-06T00:58:01.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,10.068988173455978,51.9607843137255,1610612759,60,58,2022-03-06T00:58:06Z,3060000,-10.0,42.0,1,left,J. Poeltl turnaround Hook (7 PTS) (T. Jones 5 AST),"[1627751, 1630200]",1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,,,4.32,Made,,,,,,,,,7.0,T. Jones,1630200.0,5.0,,,,,
312,PT01M15.00S,2022-03-06T00:58:04.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203486,,,1610612759,60,58,2022-03-06T00:58:30Z,3080000,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Poeltl 1 FT),"[203486, 1627751]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,202049.0,,,,,,,,1.0,0.0,Poeltl,1627751.0,,,,,,,,,
314,PT01M15.00S,2022-03-06T00:58:12.5Z,2,REGULAR,substitution,out,[],1628998,,,1610612759,60,58,2022-03-06T00:58:20Z,3100000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M15.00S,2022-03-06T00:58:12.5Z,2,REGULAR,substitution,out,[],203926,,,1610612759,60,58,2022-03-06T00:58:20Z,3110000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT01M15.00S,2022-03-06T00:58:12.5Z,2,REGULAR,substitution,in,[],1630163,,,1610612759,60,58,2022-03-06T00:58:20Z,3120000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M15.00S,2022-03-06T00:58:12.5Z,2,REGULAR,substitution,in,[],1629022,,,1610612759,60,58,2022-03-06T00:58:20Z,3130000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M15.00S,2022-03-06T00:58:38.4Z,2,REGULAR,freethrow,1 of 1,[],1627751,,,1610612759,60,59,2022-03-06T00:58:38Z,3140000,,,0,,J. Poeltl Free Throw 1 of 1 (8 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,
319,PT01M02.00S,2022-03-06T00:58:53.0Z,2,REGULAR,turnover,bad pass,[],1629023,,,1610612766,60,59,2022-03-06T00:58:57Z,3150000,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 1627749]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,1.0,,,,,,,,,,,,,,,,,Murray,1627749.0,
320,PT01M02.00S,2022-03-06T00:58:53.0Z,2,REGULAR,steal,,[],1627749,,,1610612759,60,59,2022-03-06T00:58:55Z,3160000,,,0,,D. Murray STEAL (2 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M59.80S,2022-03-06T00:58:56.3Z,2,REGULAR,turnover,lost ball,[],1627751,,,1610612759,60,59,2022-03-06T00:59:01Z,3170000,,,0,,J. Poeltl lost ball TURNOVER (3 TO),"[1627751, 1629023]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,3.0,,,,,,,,,,,,,,,,,Washington,1629023.0,
322,PT00M59.80S,2022-03-06T00:58:56.3Z,2,REGULAR,steal,,[],1629023,,,1610612766,60,59,2022-03-06T00:58:59Z,3180000,,,0,,P. Washington STEAL (2 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M54.00S,2022-03-06T00:59:05.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,95.22010512483574,98.0392156862745,1610612766,60,59,2022-03-06T00:59:14Z,3200000,240.0,-8.0,1,right,MISS L. Ball 24' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,24.03,Missed,,,,,,,,,,,,,,,,,
325,PT00M48.40S,2022-03-06T00:59:10.9Z,2,REGULAR,rebound,offensive,[],1626179,,,1610612766,60,59,2022-03-06T00:59:10Z,3210000,,,0,,T. Rozier REBOUND (Off:1 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,324.0,3.0,2.0,1.0,,,,,,,,,,,,,
326,PT00M48.40S,2022-03-06T00:59:10.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626179,94.40999984741211,50.0,1610612766,62,59,2022-03-06T00:59:10Z,3220000,0.0,0.0,1,right,T. Rozier putback Layup (10 PTS),[1626179],1610612766.0,CHA,putback,,,Rozier,T. Rozier,,,,,,,0.0,Made,,,,,,,,,10.0,,,,,,,,
327,PT00M38.40S,2022-03-06T00:59:23.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203486,,,1610612759,62,59,2022-03-06T00:59:35Z,3230000,,,0,,M. Plumlee shooting personal FOUL (2 PF) (Poeltl 2 FT),"[203486, 1627751]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,201638.0,,,,,,,,2.0,0.0,Poeltl,1627751.0,,,,,,,,,
329,PT00M38.40S,2022-03-06T00:59:52.4Z,2,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,62,60,2022-03-06T00:59:52Z,3250000,,,0,,J. Poeltl Free Throw 1 of 2 (9 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,
330,PT00M38.40S,2022-03-06T00:59:52.4Z,2,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,62,60,2022-03-06T01:00:19Z,3260000,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,
331,PT00M36.40S,2022-03-06T00:59:54.4Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,62,60,2022-03-06T01:00:19Z,3270000,,,0,,P. Washington REBOUND (Off:1 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,330.0,4.0,3.0,1.0,,,,,,,,,,,,,
332,PT00M32.20S,2022-03-06T01:00:16.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628970,71.96123521681997,21.07843137254902,1610612766,62,60,2022-03-06T01:00:26Z,3280000,-145.0,211.0,1,right,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,25.59,Missed,,,,,,,,,,,,,,,,,
333,PT00M29.40S,2022-03-06T01:00:19.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,62,60,2022-03-06T01:00:26Z,3290000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,332.0,,,,,,,,,,,,,,,,
334,PT00M29.40S,2022-03-06T01:00:22.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,62,60,2022-03-06T01:00:22Z,3300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M10.60S,2022-03-06T01:00:49.5Z,2,REGULAR,3pt,Jump Shot,[],1629640,7.440867279894875,3.6764705882352944,1610612759,62,60,2022-03-06T01:00:56Z,3310000,232.0,17.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,23.23,Missed,,,,,,,,,,,,,,,,,
336,PT00M07.60S,2022-03-06T01:00:52.6Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,62,60,2022-03-06T01:00:52Z,3320000,,,0,,M. Plumlee REBOUND (Off:0 Def:6),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,335.0,6.0,6.0,0.0,,,,,,,,,,,,,
337,PT00M04.00S,2022-03-06T01:00:57.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,62,60,2022-03-06T01:00:57Z,3330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M04.00S,2022-03-06T01:01:07.0Z,2,REGULAR,substitution,out,[],1629640,,,1610612766,62,60,2022-03-06T01:01:12Z,3340000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M04.00S,2022-03-06T01:01:07.0Z,2,REGULAR,substitution,in,[],1628966,,,1610612766,62,60,2022-03-06T01:01:12Z,3350000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M02.50S,2022-03-06T01:01:24.6Z,2,REGULAR,3pt,Jump Shot,[],1629023,89.70105124835742,97.79411764705883,1610612766,62,60,2022-03-06T01:01:30Z,3360000,239.0,44.0,1,right,MISS P. Washington 24' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,24.31,Missed,,,,,,,,,,,,,,,,,
341,PT00M02.50S,2022-03-06T01:01:24.6Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,62,60,2022-03-06T01:01:30Z,3370000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,340.0,1.0,1.0,0.0,,,,,,,,,,,,,
342,PT00M00.00S,2022-03-06T01:01:32.1Z,2,REGULAR,period,end,[],0,,,1610612759,62,60,2022-03-06T01:01:32Z,3380000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-03-06T01:15:22.1Z,3,REGULAR,substitution,out,['startperiod'],1629022,,,1610612759,62,60,2022-03-06T01:16:44Z,3390000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-03-06T01:15:22.1Z,3,REGULAR,substitution,out,['startperiod'],1630200,,,1610612759,62,60,2022-03-06T01:16:44Z,3400000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-03-06T01:15:22.1Z,3,REGULAR,substitution,out,['startperiod'],1628966,,,1610612759,62,60,2022-03-06T01:16:44Z,3410000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-03-06T01:15:22.1Z,3,REGULAR,substitution,in,['startperiod'],1629640,,,1610612759,62,60,2022-03-06T01:16:44Z,3420000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-03-06T01:15:22.1Z,3,REGULAR,substitution,in,['startperiod'],203926,,,1610612759,62,60,2022-03-06T01:16:44Z,3430000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-03-06T01:15:22.1Z,3,REGULAR,substitution,in,['startperiod'],1630170,,,1610612759,62,60,2022-03-06T01:16:44Z,3440000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-03-06T01:16:48.4Z,3,REGULAR,period,start,[],0,,,1610612759,62,60,2022-03-06T01:16:48Z,3450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M51.00S,2022-03-06T01:16:58.7Z,3,REGULAR,foul,personal,[],203486,,,1610612759,62,60,2022-03-06T01:17:06Z,3460000,,,0,,M. Plumlee personal FOUL (3 PF),"[203486, 1627751]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,202049.0,,,,,,,,3.0,0.0,Poeltl,1627751.0,,,,,,,,,
352,PT11M39.00S,2022-03-06T01:17:22.6Z,3,REGULAR,3pt,Jump Shot,[],1629640,74.58935611038108,85.04901960784314,1610612759,62,63,2022-03-06T01:17:27Z,3480000,175.0,186.0,1,right,K. Johnson 25' 3PT  (26 PTS) (D. Murray 5 AST),"[1629640, 1627749]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,25.58,Made,,,,,,,,,26.0,D. Murray,1627749.0,5.0,,,,,
354,PT11M26.00S,2022-03-06T01:17:41.6Z,3,REGULAR,turnover,out-of-bounds,[],1629023,,,1610612766,62,63,2022-03-06T01:23:28Z,3500000,,,0,,P. Washington bad pass out-of-bounds TURNOVER (2 TO),[1629023],1610612766.0,CHA,bad pass,,,Washington,P. Washington,,,,,1363.0,2.0,,,,,,,,,,,,,,,,,,,
355,PT11M05.00S,2022-03-06T01:18:06.4Z,3,REGULAR,turnover,lost ball,[],1627749,,,1610612759,62,63,2022-03-06T01:18:11Z,3510000,,,0,,D. Murray lost ball TURNOVER (1 TO),"[1627749, 203486]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,1.0,,,,,,,,,,,,,,,,,Plumlee,203486.0,
356,PT11M05.00S,2022-03-06T01:18:06.4Z,3,REGULAR,steal,,[],203486,,,1610612766,62,63,2022-03-06T01:18:08Z,3520000,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT10M58.00S,2022-03-06T01:18:12.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,3.630091984231275,95.58823529411765,1610612766,65,63,2022-03-06T01:18:17Z,3530000,-228.0,-18.0,1,left,T. Rozier 3PT  (13 PTS) (L. Ball 5 AST),"[1626179, 1630163]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,22.86,Made,,,,,,,,,13.0,L. Ball,1630163.0,5.0,,,,,
