actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
631,PT00M49.10S,2021-12-07T02:18:38.2Z,4,REGULAR,substitution,out,[],1630550,,,1610612755,119,116,2021-12-07T02:18:58Z,6180000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT00M49.10S,2021-12-07T02:18:38.2Z,4,REGULAR,substitution,out,[],1629003,,,1610612755,119,116,2021-12-07T02:18:58Z,6190000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT00M49.10S,2021-12-07T02:18:38.2Z,4,REGULAR,substitution,in,[],1630547,,,1610612755,119,116,2021-12-07T02:18:58Z,6200000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M49.10S,2021-12-07T02:18:38.2Z,4,REGULAR,substitution,in,[],1629680,,,1610612755,119,116,2021-12-07T02:18:58Z,6210000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M49.10S,2021-12-07T02:19:07.7Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,119,117,2021-12-07T02:19:07Z,6220000,,,0,,J. Embiid Free Throw 2 of 2 (35 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,35.0,,,,,,,,,,,,,,,,,,
636,PT00M40.90S,2021-12-07T02:19:18.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,8.886333771353483,1.9607843137254901,1610612766,119,117,2021-12-07T02:19:26Z,6230000,240.0,31.0,1,left,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,24.22,Missed,,,,,,,,,,,,,,,,,,,
637,PT00M38.20S,2021-12-07T02:19:21.4Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,119,117,2021-12-07T02:19:26Z,6240000,,,0,,J. Embiid REBOUND (Off:0 Def:12),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,636.0,12.0,12.0,0.0,,,,,,,,,,,,,,
638,PT00M30.00S,2021-12-07T02:19:29.5Z,4,REGULAR,2pt,Jump Shot,[],203954,79.97700394218134,25.0,1610612755,119,119,2021-12-07T02:20:32Z,6250000,-125.0,136.0,1,right,J. Embiid 18' pullup Jump Shot (37 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,18.45,Made,37.0,,,,,,,,,,,,,,,,,,
639,PT00M29.40S,2021-12-07T02:19:35.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,119,119,2021-12-07T02:19:35Z,6260000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M29.40S,2021-12-07T02:20:08.0Z,4,REGULAR,substitution,out,[],1630547,,,1610612766,119,119,2021-12-07T02:20:59Z,6270000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M29.40S,2021-12-07T02:20:08.0Z,4,REGULAR,substitution,out,[],203552,,,1610612766,119,119,2021-12-07T02:20:59Z,6280000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M29.40S,2021-12-07T02:20:08.0Z,4,REGULAR,substitution,in,[],1628998,,,1610612766,119,119,2021-12-07T02:20:59Z,6290000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M29.40S,2021-12-07T02:20:08.0Z,4,REGULAR,substitution,in,[],1627777,,,1610612766,119,119,2021-12-07T02:20:59Z,6300000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M10.70S,2021-12-07T02:21:37.5Z,4,REGULAR,3pt,Jump Shot,[],1628970,30.305519053876477,25.49019607843137,1610612766,119,119,2021-12-07T02:22:13Z,6310000,123.0,232.0,1,left,MISS M. Bridges 26' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,,
645,PT00M08.00S,2021-12-07T02:21:40.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,119,119,2021-12-07T02:22:42Z,6320000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,644.0,,,,,,,,,,,,,,,,,
646,PT00M08.00S,2021-12-07T02:22:05.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,119,119,2021-12-07T02:22:46Z,6330000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M08.00S,2021-12-07T02:22:55.1Z,4,REGULAR,substitution,out,[],1629680,,,1610612755,119,119,2021-12-07T02:23:06Z,6340000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M08.00S,2021-12-07T02:22:55.1Z,4,REGULAR,substitution,in,[],203552,,,1610612755,119,119,2021-12-07T02:23:06Z,6350000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M00.50S,2021-12-07T02:24:13.0Z,4,REGULAR,2pt,Jump Shot,[],203954,75.90341655716163,45.588235294117645,1610612755,119,119,2021-12-07T02:24:24Z,6360000,-22.0,174.0,1,right,MISS J. Embiid 17' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,17.54,Missed,,,,,,,,,,,,,,,,,,,
650,PT00M00.50S,2021-12-07T02:24:13.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,119,119,2021-12-07T02:24:24Z,6370000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,649.0,,,,,,,,,,,,,,,,,
651,PT00M00.00S,2021-12-07T02:24:28.5Z,4,REGULAR,period,end,[],0,,,1610612755,119,119,2021-12-07T02:24:28Z,6380000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT05M00.00S,2021-12-07T02:24:43.2Z,5,OVERTIME,substitution,out,['startperiod'],1627777,,,1610612755,119,119,2021-12-07T02:26:40Z,6390000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT05M00.00S,2021-12-07T02:24:43.2Z,5,OVERTIME,substitution,in,['startperiod'],1629003,,,1610612755,119,119,2021-12-07T02:26:40Z,6400000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT05M00.00S,2021-12-07T02:27:08.7Z,5,OVERTIME,period,start,[],0,,,0,119,119,2021-12-07T02:27:08Z,6410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT04M56.00S,2021-12-07T02:27:11.3Z,5,OVERTIME,jumpball,recovered,[],1626162,,,1610612766,119,119,2021-12-07T02:27:11Z,6430000,,,0,,Jump Ball M. Bridges vs. J. Embiid: Tip to K. Oubre Jr.,"[1626162, 1628970, 203954]",1610612766.0,CHA,startperiod,K. Oubre Jr.,1626162.0,Oubre Jr.,K. Oubre Jr.,Bridges,1628970.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,
659,PT04M55.00S,2021-12-07T02:27:13.0Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1626162,9.674770039421814,50.73529411764706,1610612766,119,119,2021-12-07T02:28:05Z,6460000,-4.0,38.0,1,left,MISS K. Oubre Jr. finger roll Layup,[1626162],1610612766.0,CHA,finger roll,,,Oubre Jr.,K. Oubre Jr.,,,,,3.86,Missed,,,,,,,,,,,,,,,,,,,
660,PT04M52.00S,2021-12-07T02:27:15.3Z,5,OVERTIME,rebound,defensive,[],202699,,,1610612755,119,119,2021-12-07T02:27:15Z,6470000,,,0,,T. Harris REBOUND (Off:2 Def:7),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,659.0,9.0,7.0,2.0,,,,,,,,,,,,,,
661,PT04M35.00S,2021-12-07T02:27:32.5Z,5,OVERTIME,2pt,Jump Shot,[],203954,88.91261498028909,20.833333333333336,1610612755,119,121,2021-12-07T02:28:31Z,6480000,-146.0,52.0,1,right,J. Embiid 15' step back Jump Shot (39 PTS),[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,15.47,Made,39.0,,,,,,,,,,,,,,,,,,
662,PT04M16.00S,2021-12-07T02:27:50.9Z,5,OVERTIME,2pt,Jump Shot,[],202330,21.50131406044678,48.529411764705884,1610612766,119,121,2021-12-07T02:27:56Z,6490000,7.0,150.0,1,left,MISS G. Hayward 14' Jump Shot,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,14.98,Missed,,,,,,,,,,,,,,,,,,,
663,PT04M14.00S,2021-12-07T02:27:52.9Z,5,OVERTIME,rebound,defensive,[],203954,,,1610612755,119,121,2021-12-07T02:27:56Z,6500000,,,0,,J. Embiid REBOUND (Off:0 Def:13),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,662.0,13.0,13.0,0.0,,,,,,,,,,,,,,
664,PT03M56.00S,2021-12-07T02:28:26.3Z,5,OVERTIME,stoppage,out-of-bounds,[],0,,,1610612755,119,121,2021-12-07T02:28:26Z,6510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT03M52.00S,2021-12-07T02:28:29.8Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],202699,85.89027595269383,41.911764705882355,1610612755,119,121,2021-12-07T02:29:14Z,6520000,-40.0,80.0,1,right,MISS T. Harris 8' driving floating Shot,[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,8.97,Missed,,,,,,,,,,,,,,,,,,,
666,PT03M46.00S,2021-12-07T02:28:35.8Z,5,OVERTIME,rebound,offensive,[],203954,,,1610612755,119,121,2021-12-07T02:28:38Z,6530000,,,0,,J. Embiid REBOUND (Off:1 Def:13),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,665.0,14.0,13.0,1.0,,,,,,,,,,,,,,
667,PT03M46.00S,2021-12-07T02:28:36.1Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,94.40999984741211,50.0,1610612755,119,123,2021-12-07T02:28:36Z,6540000,0.0,0.0,1,right,J. Embiid tip Layup (41 PTS),[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,0.0,Made,41.0,,,,,,,,,,,,,,,,,,
668,PT03M26.00S,2021-12-07T02:28:55.5Z,5,OVERTIME,3pt,Jump Shot,[],1626162,29.38567674113009,75.49019607843137,1610612766,122,123,2021-12-07T02:29:01Z,6550000,-127.0,224.0,1,left,K. Oubre Jr. 25' 3PT  (33 PTS) (G. Hayward 9 AST),"[1626162, 202330]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.75,Made,33.0,,,,,G. Hayward,202330.0,9.0,,,,,,,,,,,
670,PT03M03.00S,2021-12-07T02:29:18.9Z,5,OVERTIME,2pt,Jump Shot,[],203954,75.90341655716163,49.26470588235294,1610612755,122,125,2021-12-07T02:29:24Z,6570000,-4.0,174.0,1,right,J. Embiid 17' Jump Shot (43 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,17.4,Made,43.0,,,,,,,,,,,,,,,,,,
671,PT02M42.00S,2021-12-07T02:29:40.1Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1626162,5.995400788436268,52.69607843137255,1610612766,124,125,2021-12-07T02:29:46Z,6580000,-13.0,4.0,1,left,K. Oubre Jr. driving Layup (35 PTS) (C. Martin 4 AST),"[1626162, 1628998]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,1.41,Made,35.0,,,,,C. Martin,1628998.0,4.0,,,,,,,,,,,
673,PT02M21.00S,2021-12-07T02:30:01.2Z,5,OVERTIME,2pt,Jump Shot,[],203954,79.58278580814718,41.17647058823529,1610612755,124,125,2021-12-07T02:30:51Z,6600000,-44.0,139.0,1,right,MISS J. Embiid 14' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,14.62,Missed,,,,,,,,,,,,,,,,,,,
674,PT02M19.00S,2021-12-07T02:30:03.2Z,5,OVERTIME,rebound,defensive,[],1629023,,,1610612766,124,125,2021-12-07T02:30:07Z,6610000,,,0,,P. Washington REBOUND (Off:1 Def:7),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,673.0,8.0,7.0,1.0,,,,,,,,,,,,,,
675,PT02M11.00S,2021-12-07T02:30:11.6Z,5,OVERTIME,3pt,Jump Shot,[],1629023,26.363337713534822,83.57843137254902,1610612766,124,125,2021-12-07T02:30:16Z,6620000,-168.0,195.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
676,PT02M08.00S,2021-12-07T02:30:14.6Z,5,OVERTIME,rebound,defensive,[],203552,,,1610612755,124,125,2021-12-07T02:30:16Z,6630000,,,0,,S. Curry REBOUND (Off:2 Def:2),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,675.0,4.0,2.0,2.0,,,,,,,,,,,,,,
677,PT01M46.00S,2021-12-07T02:30:39.5Z,5,OVERTIME,foul,offensive,[],203552,,,1610612755,124,125,2021-12-07T02:30:53Z,6640000,,,0,,S. Curry charge offensive FOUL (2 PF),"[203552, 1628998]",1610612755.0,PHI,charge,,,Curry,S. Curry,,,,,,,,,,,,,,,1627961.0,,,,2.0,0.0,Martin,1628998.0,,,
679,PT01M46.00S,2021-12-07T02:30:39.5Z,5,OVERTIME,turnover,offensive foul,[],203552,,,1610612755,124,125,2021-12-07T02:30:39Z,6660000,,,0,,S. Curry offensive foul TURNOVER (4 TO),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,1627961.0,4.0,,,,,,,,,
680,PT01M27.00S,2021-12-07T02:31:19.1Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629023,7.835085413929041,53.92156862745098,1610612766,124,125,2021-12-07T02:32:05Z,6670000,-20.0,21.0,1,left,MISS P. Washington driving Layup,[1629023],1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,2.88,Missed,,,,,,,,,,,,,,,,,,,
681,PT01M25.00S,2021-12-07T02:31:21.1Z,5,OVERTIME,rebound,defensive,[],202699,,,1610612755,124,125,2021-12-07T02:31:24Z,6680000,,,0,,T. Harris REBOUND (Off:2 Def:8),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,680.0,10.0,8.0,2.0,,,,,,,,,,,,,,
682,PT01M10.00S,2021-12-07T02:31:36.7Z,5,OVERTIME,2pt,DUNK,['pointsinthepaint'],202699,94.43166885676742,51.225490196078425,1610612755,124,127,2021-12-07T02:31:42Z,6690000,6.0,0.0,1,right,T. Harris DUNK (21 PTS) (J. Embiid 7 AST),"[202699, 203954]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,0.61,Made,21.0,,,,,J. Embiid,203954.0,7.0,,,,,,,,,,,
684,PT01M10.00S,2021-12-07T02:31:40.7Z,5,OVERTIME,timeout,full,['team'],0,,,1610612766,124,127,2021-12-07T02:31:40Z,6710000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M55.80S,2021-12-07T02:33:42.8Z,5,OVERTIME,3pt,Jump Shot,[],1629023,31.488173455978973,64.70588235294117,1610612766,124,127,2021-12-07T02:33:48Z,6720000,-74.0,243.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
686,PT00M52.80S,2021-12-07T02:33:45.8Z,5,OVERTIME,rebound,defensive,[],202699,,,1610612755,124,127,2021-12-07T02:33:48Z,6730000,,,0,,T. Harris REBOUND (Off:2 Def:9),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,685.0,11.0,9.0,2.0,,,,,,,,,,,,,,
687,PT00M31.10S,2021-12-07T02:34:11.1Z,5,OVERTIME,stoppage,out-of-bounds,[],0,,,1610612755,124,127,2021-12-07T02:34:11Z,6740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M31.10S,2021-12-07T02:34:16.1Z,5,OVERTIME,timeout,full,['team'],0,,,1610612755,124,127,2021-12-07T02:34:16Z,6750000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,PT00M29.30S,2021-12-07T02:35:52.9Z,5,OVERTIME,3pt,Jump Shot,[],203954,89.96386333771353,3.431372549019608,1610612755,124,127,2021-12-07T02:35:58Z,6760000,-233.0,42.0,1,right,MISS J. Embiid 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,,
690,PT00M26.30S,2021-12-07T02:35:56.0Z,5,OVERTIME,rebound,defensive,[],1626162,,,1610612766,124,127,2021-12-07T02:35:56Z,6770000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:4),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,689.0,5.0,4.0,1.0,,,,,,,,,,,,,,
691,PT00M18.50S,2021-12-07T02:36:03.6Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1628970,6.521024967148489,54.41176470588235,1610612766,124,127,2021-12-07T02:37:13Z,6780000,-22.0,9.0,1,left,MISS M. Bridges driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,2.38,Missed,,,,,,,,,,,,,,,,,,,
692,PT00M16.60S,2021-12-07T02:36:05.6Z,5,OVERTIME,rebound,defensive,[],1629003,,,1610612755,124,127,2021-12-07T02:36:05Z,6790000,,,0,,S. Milton REBOUND (Off:0 Def:4),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,691.0,4.0,4.0,0.0,,,,,,,,,,,,,,
693,PT00M14.30S,2021-12-07T02:36:12.5Z,5,OVERTIME,foul,personal,[],1628998,,,1610612755,124,127,2021-12-07T02:36:26Z,6800000,,,0,,C. Martin take personal FOUL (2 PF),"[1628998, 1629003]",1610612766.0,CHA,take,,,Martin,C. Martin,,,,,,,,,,,,,,,1627961.0,,,,2.0,0.0,Milton,1629003.0,,,
695,PT00M12.70S,2021-12-07T02:36:40.4Z,5,OVERTIME,turnover,out-of-bounds,[],1629003,,,1610612755,124,127,2021-12-07T02:38:17Z,6820000,,,0,,S. Milton bad pass out-of-bounds TURNOVER (1 TO),[1629003],1610612755.0,PHI,bad pass,,,Milton,S. Milton,,,,,,,,,,,,,,,,1.0,,,,,,,,,
696,PT00M12.70S,2021-12-07T02:37:06.4Z,5,OVERTIME,substitution,out,[],203552,,,1610612766,124,127,2021-12-07T02:37:13Z,6830000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT00M12.70S,2021-12-07T02:37:06.4Z,5,OVERTIME,substitution,in,[],1629680,,,1610612766,124,127,2021-12-07T02:37:13Z,6840000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT00M10.10S,2021-12-07T02:37:29.7Z,5,OVERTIME,timeout,full,['team'],0,,,1610612766,124,127,2021-12-07T02:37:29Z,6850000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,PT00M10.10S,2021-12-07T02:38:28.8Z,5,OVERTIME,substitution,out,[],1629003,,,1610612766,124,127,2021-12-07T02:38:49Z,6860000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT00M10.10S,2021-12-07T02:38:28.8Z,5,OVERTIME,substitution,in,[],1627777,,,1610612766,124,127,2021-12-07T02:38:49Z,6870000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
701,PT00M06.40S,2021-12-07T02:39:14.0Z,5,OVERTIME,stoppage,out-of-bounds,[],0,,,1610612766,124,127,2021-12-07T02:39:14Z,6880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,PT00M04.80S,2021-12-07T02:39:34.2Z,5,OVERTIME,3pt,Jump Shot,['fromturnover'],1626162,33.196452036793694,69.6078431372549,1610612766,124,127,2021-12-07T02:39:45Z,6890000,-98.0,260.0,1,left,MISS K. Oubre Jr. 27' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,27.74,Missed,,,,,,,,,,,,,,,,,,,
703,PT00M00.10S,2021-12-07T02:39:38.9Z,5,OVERTIME,rebound,defensive,[],203954,,,1610612755,124,127,2021-12-07T02:39:38Z,6900000,,,0,,J. Embiid REBOUND (Off:1 Def:14),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,702.0,15.0,14.0,1.0,,,,,,,,,,,,,,
704,PT00M00.00S,2021-12-07T02:39:48.4Z,5,OVERTIME,period,end,[],0,,,1610612755,124,127,2021-12-07T02:39:48Z,6910000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,PT00M00.00S,2021-12-07T02:39:53.8Z,5,OVERTIME,game,end,[],0,,,0,124,127,2021-12-07T02:39:53Z,6920000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
