actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
275,PT05M59.00S,2022-03-04T01:28:36.8Z,2,REGULAR,rebound,defensive,[],201988,,,1610612751,49,38,2022-03-04T01:28:38Z,2670000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,274.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
276,PT05M54.00S,2022-03-04T01:28:42.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,92.19776609724047,49.26470588235294,1610612751,51,38,2022-03-04T01:28:51Z,2680000,-4.0,21.0,1,right,A. Drummond DUNK (6 PTS) (B. Brown 2 AST),"[203083, 1628971]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,2.11,Made,,,,,,,6.0,B. Brown,1628971.0,2.0,,,,,,,,,
278,PT05M37.00S,2022-03-04T01:29:01.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201988,,,1610612748,51,38,2022-03-04T01:29:25Z,2700000,,,0,,P. Mills personal FOUL (1 PF) (Strus 2 FT),"[201988, 1629622]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,202049.0,,,,,,1.0,0.0,Strus,1629622.0,,,,,
280,PT05M37.00S,2022-03-04T01:29:28.5Z,2,REGULAR,freethrow,1 of 2,[],1629622,,,1610612748,51,38,2022-03-04T01:29:28Z,2720000,,,0,,MISS M. Strus Free Throw 1 of 2,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,Missed,,,,,,,,,,,,,,,,,,,
281,PT05M37.00S,2022-03-04T01:29:28.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,51,38,2022-03-04T01:29:28Z,2730000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,
282,PT05M37.00S,2022-03-04T01:29:41.4Z,2,REGULAR,freethrow,2 of 2,[],1629622,,,1610612748,51,39,2022-03-04T01:29:41Z,2740000,,,0,,M. Strus Free Throw 2 of 2 (4 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
283,PT05M26.00S,2022-03-04T01:30:00.6Z,2,REGULAR,foul,personal,[],1629622,,,1610612751,51,39,2022-03-04T01:30:21Z,2750000,,,0,,M. Strus personal FOUL (1 PF),"[1629622, 203083]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,202037.0,,,,,,1.0,1.0,Drummond,203083.0,,,,,
285,PT05M15.00S,2022-03-04T01:30:24.7Z,2,REGULAR,3pt,Jump Shot,[],201988,87.72996057818659,3.6764705882352944,1610612751,54,39,2022-03-04T01:30:29Z,2770000,-232.0,63.0,1,right,P. Mills 24' 3PT  (14 PTS) (B. Brown 3 AST),"[201988, 1628971]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,24.0,Made,,,,,,,14.0,B. Brown,1628971.0,3.0,,,,,,,,,
287,PT05M02.00S,2022-03-04T01:30:39.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612748,54,39,2022-03-04T01:30:48Z,2790000,,,0,,K. Durant shooting personal FOUL (2 PF) (Adebayo 2 FT),"[201142, 1628389]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,,,,,,,2715.0,,,,,,2.0,0.0,Adebayo,1628389.0,,,,,
289,PT05M02.00S,2022-03-04T01:31:03.3Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203552,,,1610612748,54,39,2022-03-04T01:31:10Z,2810000,,,0,,S. Curry technical FOUL (1 Tech),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,2715.0,,,,,,1.0,1.0,,,,,,,
290,PT05M02.00S,2022-03-04T01:31:24.5Z,2,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,54,40,2022-03-04T01:31:24Z,2820000,,,0,,T. Herro technical Free Throw 1 of 1 (13 PTS),[1629639],1610612748.0,MIA,technical,,,Herro,T. Herro,,,,,,Made,,,,,,,13.0,,,,,,,,,,,,
291,PT05M02.00S,2022-03-04T01:31:52.1Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,54,41,2022-03-04T01:32:19Z,2830000,,,0,,B. Adebayo Free Throw 1 of 2 (15 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,15.0,,,,,,,,,,,,
292,PT05M02.00S,2022-03-04T01:31:52.1Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,54,41,2022-03-04T01:32:19Z,2840000,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
293,PT04M59.00S,2022-03-04T01:31:55.1Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,54,41,2022-03-04T01:32:19Z,2850000,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,292.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
297,PT04M38.00S,2022-03-04T01:32:35.7Z,2,REGULAR,3pt,Jump Shot,[],1628971,66.96780551905388,31.127450980392158,1610612751,57,41,2022-03-04T03:02:48Z,2890000,-94.0,258.0,1,right,B. Brown 27' 3PT  (9 PTS) (K. Durant 3 AST),"[1628971, 201142]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,27.47,Made,,,,,,,9.0,K. Durant,201142.0,3.0,,,,,,,,,
299,PT04M26.00S,2022-03-04T01:32:48.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,11.251642575558476,47.794117647058826,1610612748,57,41,2022-03-04T03:03:46Z,2910000,11.0,53.0,1,left,MISS T. Herro Layup,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,5.44,Missed,,,,,,,,,,,,,,,,,,,
300,PT04M26.00S,2022-03-04T01:32:48.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,57,41,2022-03-04T01:32:58Z,2920000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,299.0,,,,,,,,,,,,,,,,,,
301,PT04M26.00S,2022-03-04T01:32:52.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,57,41,2022-03-04T01:32:52Z,2930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M23.00S,2022-03-04T01:33:08.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629639,8.360709592641262,62.00980392156863,1610612748,57,43,2022-03-04T01:33:12Z,2940000,-60.0,26.0,1,left,T. Herro 6' pullup Jump Shot (15 PTS) (C. Martin 1 AST),"[1629639, 1628997]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,6.54,Made,,,,,,,15.0,C. Martin,1628997.0,1.0,,,,,,,,,
304,PT04M07.00S,2022-03-04T01:33:23.5Z,2,REGULAR,3pt,Jump Shot,[],1628971,92.46057818659659,4.166666666666666,1610612751,57,43,2022-03-04T01:33:28Z,2960000,-229.0,18.0,1,right,MISS B. Brown 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,22.99,Missed,,,,,,,,,,,,,,,,,,,
305,PT04M03.00S,2022-03-04T01:33:27.5Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,57,43,2022-03-04T01:33:28Z,2970000,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,304.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
306,PT03M51.00S,2022-03-04T01:33:39.5Z,2,REGULAR,3pt,Jump Shot,[],1629622,28.728646517739815,74.50980392156863,1610612748,57,46,2022-03-04T01:33:43Z,2980000,-123.0,218.0,1,left,M. Strus 24' 3PT  (7 PTS) (B. Adebayo 2 AST),"[1629622, 1628389]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,24.96,Made,,,,,,,7.0,B. Adebayo,1628389.0,2.0,,,,,,,,,
308,PT03M50.00S,2022-03-04T01:33:45.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,57,46,2022-03-04T01:33:45Z,3000000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M50.00S,2022-03-04T01:33:46.8Z,2,REGULAR,substitution,out,[],1628971,,,1610612751,57,46,2022-03-04T01:36:30Z,3010000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M50.00S,2022-03-04T01:33:46.8Z,2,REGULAR,substitution,out,[],203552,,,1610612751,57,46,2022-03-04T01:36:30Z,3020000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M50.00S,2022-03-04T01:33:46.8Z,2,REGULAR,substitution,in,[],1630560,,,1610612751,57,46,2022-03-04T01:36:30Z,3030000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M50.00S,2022-03-04T01:33:46.8Z,2,REGULAR,substitution,in,[],201609,,,1610612751,57,46,2022-03-04T01:36:30Z,3040000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M29.00S,2022-03-04T01:37:01.8Z,2,REGULAR,turnover,bad pass,[],201142,,,1610612751,57,46,2022-03-04T01:37:05Z,3050000,,,0,,K. Durant bad pass TURNOVER (3 TO),"[201142, 1628997]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,3.0,,,,,,,,,,,Martin,1628997.0,
314,PT03M29.00S,2022-03-04T01:37:01.8Z,2,REGULAR,steal,,[],1628997,,,1610612748,57,46,2022-03-04T01:37:04Z,3060000,,,0,,C. Martin STEAL (2 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT03M24.00S,2022-03-04T01:37:05.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,5.995400788436268,46.32352941176471,1610612748,57,48,2022-03-04T01:37:28Z,3070000,18.0,4.0,1,left,C. Martin running DUNK (6 PTS) (D. Robinson 3 AST),"[1628997, 1629130]",1610612748.0,MIA,running,,,Martin,C. Martin,,,,,1.88,Made,,,,,,,6.0,D. Robinson,1629130.0,3.0,,,,,,,,,
317,PT03M03.00S,2022-03-04T01:37:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201609,91.01511169513797,42.8921568627451,1610612751,57,48,2022-03-04T01:37:34Z,3090000,-36.0,32.0,1,right,MISS G. Dragic driving Layup,[201609],1610612751.0,BKN,driving,,,Dragic,G. Dragic,,,,,4.78,Missed,,,,,,,,,,,,,,,,,,,
318,PT03M01.00S,2022-03-04T01:37:31.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,57,48,2022-03-04T01:37:31Z,3100000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,317.0,,,,,,,,,,,,,,,,,,
319,PT03M01.00S,2022-03-04T01:37:33.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,57,48,2022-03-04T01:37:33Z,3110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M44.00S,2022-03-04T01:37:51.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,18.2161629434954,41.17647058823529,1610612748,57,50,2022-03-04T01:38:00Z,3120000,44.0,119.0,1,left,B. Adebayo 12' turnaround Hook (17 PTS) (T. Herro 3 AST),"[1628389, 1629639]",1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,12.66,Made,,,,,,,17.0,T. Herro,1629639.0,3.0,,,,,,,,,
322,PT02M27.00S,2022-03-04T01:38:08.8Z,2,REGULAR,2pt,Jump Shot,[],201142,79.31997371879106,62.254901960784316,1610612751,59,50,2022-03-04T01:38:27Z,3140000,61.0,142.0,1,right,K. Durant 15' pullup Jump Shot (11 PTS) (C. Thomas 2 AST),"[201142, 1630560]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,15.46,Made,,,,,,,11.0,C. Thomas,1630560.0,2.0,,,,,,,,,
324,PT02M27.00S,2022-03-04T01:38:12.7Z,2,REGULAR,foul,personal,['1freethrow'],1629130,,,1610612751,59,50,2022-03-04T01:38:22Z,3160000,,,0,,D. Robinson shooting personal FOUL (2 PF) (Durant 1 FT),"[1629130, 201142]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,202049.0,,,,,,2.0,0.0,Durant,201142.0,,,,,
326,PT02M27.00S,2022-03-04T01:38:37.5Z,2,REGULAR,freethrow,1 of 1,[],201142,,,1610612751,60,50,2022-03-04T01:38:37Z,3180000,,,0,,K. Durant Free Throw 1 of 1 (12 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,12.0,,,,,,,,,,,,
327,PT02M07.00S,2022-03-04T01:39:02.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201609,,,1610612748,60,50,2022-03-04T01:39:13Z,3190000,,,0,,G. Dragic personal FOUL (2 PF) (Martin 2 FT),"[201609, 1628997]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,202049.0,,,,,,2.0,0.0,Martin,1628997.0,,,,,
329,PT02M07.00S,2022-03-04T01:39:35.9Z,2,REGULAR,freethrow,1 of 2,[],1628997,,,1610612748,60,50,2022-03-04T01:39:35Z,3210000,,,0,,MISS C. Martin Free Throw 1 of 2,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,Missed,,,,,,,,,,,,,,,,,,,
330,PT02M07.00S,2022-03-04T01:39:35.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,60,50,2022-03-04T01:39:35Z,3220000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,,
331,PT02M07.00S,2022-03-04T01:39:36.7Z,2,REGULAR,substitution,out,[],203083,,,1610612748,60,50,2022-03-04T01:39:44Z,3230000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT02M07.00S,2022-03-04T01:39:36.7Z,2,REGULAR,substitution,in,[],200746,,,1610612748,60,50,2022-03-04T01:39:44Z,3240000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT02M07.00S,2022-03-04T01:40:02.5Z,2,REGULAR,freethrow,2 of 2,[],1628997,,,1610612748,60,51,2022-03-04T01:40:02Z,3250000,,,0,,C. Martin Free Throw 2 of 2 (7 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
334,PT01M52.00S,2022-03-04T01:40:19.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,82.21090670170827,36.27450980392157,1610612751,62,51,2022-03-04T01:40:23Z,3260000,-69.0,115.0,1,right,K. Durant 13' fadeaway Jump Shot (14 PTS),[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,13.36,Made,,,,,,,14.0,,,,,,,,,,,,
335,PT01M38.00S,2022-03-04T01:40:32.7Z,2,REGULAR,3pt,Jump Shot,[],1629622,2.8416557161629434,96.07843137254902,1610612748,62,51,2022-03-04T01:40:37Z,3270000,-230.0,-26.0,1,left,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
336,PT01M35.00S,2022-03-04T01:40:35.7Z,2,REGULAR,rebound,defensive,[],200746,,,1610612751,62,51,2022-03-04T01:40:58Z,3280000,,,0,,L. Aldridge REBOUND (Off:0 Def:2),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,335.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
337,PT01M28.00S,2022-03-04T01:40:43.1Z,2,REGULAR,3pt,Jump Shot,[],201142,68.28186596583443,32.35294117647059,1610612751,65,51,2022-03-04T01:40:47Z,3290000,-88.0,246.0,1,right,K. Durant 26' 3PT pullup (17 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,26.11,Made,,,,,,,17.0,,,,,,,,,,,,
338,PT01M14.00S,2022-03-04T01:40:56.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,10.726018396846255,57.59803921568627,1610612748,65,53,2022-03-04T01:41:18Z,3300000,-38.0,48.0,1,left,B. Adebayo 6' pullup Jump Shot (19 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,6.15,Made,,,,,,,19.0,,,,,,,,,,,,
339,PT00M56.80S,2022-03-04T01:41:14.6Z,2,REGULAR,2pt,Jump Shot,[],201142,78.40013140604468,41.42156862745098,1610612751,65,53,2022-03-04T01:41:20Z,3310000,-43.0,151.0,1,right,MISS K. Durant 15' turnaround Shot,[201142],1610612751.0,BKN,turnaround,,,Durant,K. Durant,,,,,15.65,Missed,,,,,,,,,,,,,,,,,,,
340,PT00M56.80S,2022-03-04T01:41:14.6Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,65,53,2022-03-04T01:41:20Z,3320000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,339.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
341,PT00M49.10S,2022-03-04T01:41:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,10.200394218134035,48.529411764705884,1610612748,65,53,2022-03-04T01:41:29Z,3330000,7.0,43.0,1,left,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,4.4,Missed,,,,,,,,,,,,,,,,,,,
342,PT00M47.00S,2022-03-04T01:41:25.2Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,65,53,2022-03-04T01:41:25Z,3340000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,341.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
343,PT00M44.90S,2022-03-04T01:41:27.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,31.882391590013142,43.38235294117647,1610612748,65,56,2022-03-04T01:41:32Z,3350000,33.0,247.0,1,left,M. Strus 24' 3PT  (10 PTS) (C. Martin 2 AST),"[1629622, 1628997]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,24.94,Made,,,,,,,10.0,C. Martin,1628997.0,2.0,,,,,,,,,
345,PT00M44.60S,2022-03-04T01:41:39.0Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",201142,,,1610612751,65,56,2022-03-04T01:41:45Z,3370000,,,0,,K. Durant technical FOUL (1 Tech),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,2715.0,,,,,,2.0,1.0,,,,,,,
346,PT00M44.60S,2022-03-04T01:41:53.7Z,2,REGULAR,freethrow,1 of 1,[],1629639,,,1610612751,65,57,2022-03-04T01:41:53Z,3380000,,,0,,T. Herro technical Free Throw 1 of 1 (16 PTS),[1629639],1610612748.0,MIA,technical,,,Herro,T. Herro,,,,,,Made,,,,,,,16.0,,,,,,,,,,,,
347,PT00M44.60S,2022-03-04T01:41:54.9Z,2,REGULAR,substitution,out,[],1629130,,,1610612751,65,57,2022-03-04T01:42:02Z,3390000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M44.60S,2022-03-04T01:41:54.9Z,2,REGULAR,substitution,in,[],1629216,,,1610612751,65,57,2022-03-04T01:42:02Z,3400000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M25.20S,2022-03-04T01:42:31.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,92.85479632063075,49.26470588235294,1610612751,67,57,2022-03-04T01:42:36Z,3410000,-4.0,15.0,1,right,C. Thomas driving finger roll Layup (4 PTS) (K. Durant 4 AST),"[1630560, 201142]",1610612751.0,BKN,driving finger roll,,,Thomas,C. Thomas,,,,,1.52,Made,,,,,,,4.0,K. Durant,201142.0,4.0,,,,,,,,,
351,PT00M02.50S,2022-03-04T01:42:56.4Z,2,REGULAR,3pt,Jump Shot,[],1628997,9.543363994743759,2.696078431372549,1610612748,67,60,2022-03-04T01:43:01Z,3430000,237.0,37.0,1,left,C. Martin 3PT step back (10 PTS) (B. Adebayo 3 AST),"[1628997, 1628389]",1610612748.0,MIA,step back,,,Martin,C. Martin,,,,,23.94,Made,,,,,,,10.0,B. Adebayo,1628389.0,3.0,,,,,,,,,
353,PT00M00.00S,2022-03-04T01:43:08.5Z,2,REGULAR,period,end,[],0,,,1610612751,67,60,2022-03-04T01:43:08Z,3450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-03-04T01:57:28.5Z,3,REGULAR,substitution,out,['startperiod'],201988,,,1610612751,67,60,2022-03-04T01:58:25Z,3460000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-03-04T01:57:28.5Z,3,REGULAR,substitution,out,['startperiod'],200746,,,1610612751,67,60,2022-03-04T01:58:25Z,3470000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-03-04T01:57:28.5Z,3,REGULAR,substitution,out,['startperiod'],1630560,,,1610612751,67,60,2022-03-04T01:58:25Z,3480000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-03-04T01:57:28.5Z,3,REGULAR,substitution,out,['startperiod'],1629639,,,1610612751,67,60,2022-03-04T01:58:25Z,3490000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-03-04T01:57:28.5Z,3,REGULAR,substitution,in,['startperiod'],1628971,,,1610612751,67,60,2022-03-04T01:58:25Z,3500000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-03-04T01:57:28.5Z,3,REGULAR,substitution,in,['startperiod'],203083,,,1610612751,67,60,2022-03-04T01:58:25Z,3510000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-03-04T01:57:28.5Z,3,REGULAR,substitution,in,['startperiod'],203552,,,1610612751,67,60,2022-03-04T01:58:25Z,3520000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-03-04T01:57:28.5Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612751,67,60,2022-03-04T01:58:25Z,3530000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-03-04T01:58:39.8Z,3,REGULAR,period,start,[],0,,,1610612748,67,60,2022-03-04T01:58:39Z,3540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT11M45.00S,2022-03-04T01:58:59.7Z,3,REGULAR,foul,personal,[],201142,,,1610612748,67,60,2022-03-04T01:59:10Z,3550000,,,0,,K. Durant personal FOUL (3 PF),"[201142, 1628389]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,202049.0,,,,,,3.0,1.0,Adebayo,1628389.0,,,,,
365,PT11M40.00S,2022-03-04T01:59:19.4Z,3,REGULAR,foul,offensive,[],1628389,,,1610612748,67,60,2022-03-04T01:59:33Z,3570000,,,0,,B. Adebayo offensive FOUL (1 PF),"[1628389, 1628971]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,202049.0,,,,,,1.0,0.0,Brown,1628971.0,,,,,
367,PT11M40.00S,2022-03-04T01:59:19.4Z,3,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,67,60,2022-03-04T01:59:19Z,3590000,,,0,,B. Adebayo offensive foul TURNOVER (1 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,202049.0,1.0,,,,,,,,,,,,,
368,PT11M29.00S,2022-03-04T01:59:48.5Z,3,REGULAR,foul,personal,[],1629622,,,1610612751,67,60,2022-03-04T02:00:06Z,3600000,,,0,,M. Strus personal FOUL (2 PF),"[1629622, 201142]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,202049.0,,,,,,2.0,1.0,Durant,201142.0,,,,,
370,PT11M21.00S,2022-03-04T02:00:10.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,19.92444152431012,45.588235294117645,1610612751,67,60,2022-03-04T02:00:14Z,3620000,22.0,135.0,1,left,MISS K. Durant 13' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,13.66,Missed,,,,,,,,,,,,,,,,,,,
371,PT11M18.00S,2022-03-04T02:00:13.6Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,67,60,2022-03-04T02:00:14Z,3630000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,370.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
372,PT11M09.00S,2022-03-04T02:00:22.8Z,3,REGULAR,3pt,Jump Shot,[],1628997,96.00854139290408,95.34313725490196,1610612748,67,63,2022-03-04T02:00:29Z,3640000,227.0,-15.0,1,right,C. Martin 3PT  (13 PTS) (D. Robinson 4 AST),"[1628997, 1629130]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,22.72,Made,,,,,,,13.0,D. Robinson,1629130.0,4.0,,,,,,,,,
