actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
262,PT04M52.00S,2022-01-08T01:30:37.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203114,70.38436268068331,25.245098039215684,1610612749,36,47,2022-01-08T01:30:56Z,2590000,-124.0,226.0,1,right,K. Middleton 25' 3PT running pullup (5 PTS) (W. Matthews 1 AST),"[203114, 202083]",1610612749.0,MIL,running pullup,,,Middleton,K. Middleton,,,,,25.76,Made,,,,,5.0,,,,,,,,,W. Matthews,202083.0,1.0,,,
263,PT04M34.00S,2022-01-08T01:30:54.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,10.988830486202366,41.17647058823529,1610612751,38,47,2022-01-08T01:30:59Z,2600000,44.0,51.0,1,left,C. Thomas 6' driving floating bank Jump Shot (9 PTS) (K. Durant 3 AST),"[1630560, 201142]",1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,6.73,Made,,,,,9.0,,,,,,,,,K. Durant,201142.0,3.0,,,
265,PT04M24.00S,2022-01-08T01:31:12.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,38,47,2022-01-08T01:31:12Z,2620000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M24.00S,2022-01-08T01:31:17.4Z,2,REGULAR,substitution,out,[],201935,,,1610612749,38,47,2022-01-08T01:34:19Z,2630000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M24.00S,2022-01-08T01:31:17.4Z,2,REGULAR,substitution,out,[],1629651,,,1610612749,38,47,2022-01-08T01:34:19Z,2640000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M24.00S,2022-01-08T01:31:17.4Z,2,REGULAR,substitution,out,[],1627761,,,1610612749,38,47,2022-01-08T01:34:19Z,2650000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M24.00S,2022-01-08T01:31:17.4Z,2,REGULAR,substitution,out,[],203114,,,1610612749,38,47,2022-01-08T01:34:19Z,2660000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M24.00S,2022-01-08T01:31:17.4Z,2,REGULAR,substitution,out,[],202083,,,1610612749,38,47,2022-01-08T01:34:19Z,2670000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M24.00S,2022-01-08T01:31:17.4Z,2,REGULAR,substitution,in,[],200746,,,1610612749,38,47,2022-01-08T01:34:19Z,2680000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M24.00S,2022-01-08T01:31:17.4Z,2,REGULAR,substitution,in,[],1630561,,,1610612749,38,47,2022-01-08T01:34:19Z,2690000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M24.00S,2022-01-08T01:31:17.4Z,2,REGULAR,substitution,in,[],201988,,,1610612749,38,47,2022-01-08T01:34:19Z,2700000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M24.00S,2022-01-08T01:31:17.4Z,2,REGULAR,substitution,in,[],203648,,,1610612749,38,47,2022-01-08T01:34:19Z,2710000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M24.00S,2022-01-08T01:31:17.4Z,2,REGULAR,substitution,in,[],1629670,,,1610612749,38,47,2022-01-08T01:34:19Z,2720000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M13.00S,2022-01-08T01:34:45.6Z,2,REGULAR,2pt,Jump Shot,[],1629670,77.21747700394218,68.13725490196079,1610612749,38,49,2022-01-08T01:34:50Z,2730000,91.0,162.0,1,right,J. Nwora 18' pullup bank Jump Shot (5 PTS),[1629670],1610612749.0,MIL,pullup bank,,,Nwora,J. Nwora,,,,,18.54,Made,,,,,5.0,,,,,,,,,,,,,,
279,PT03M58.00S,2022-01-08T01:35:00.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201142,10.726018396846255,45.83333333333333,1610612751,38,49,2022-01-08T01:36:31Z,2740000,21.0,48.0,1,left,MISS K. Durant driving finger roll Layup,[201142],1610612751.0,BKN,driving finger roll,,,Durant,K. Durant,,,,,5.26,Missed,,,,,,,,,,,,,,,,,,,
280,PT03M56.00S,2022-01-08T01:35:02.8Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,38,49,2022-01-08T01:35:05Z,2750000,,,0,,B. Portis REBOUND (Off:3 Def:6),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,279.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
281,PT03M46.00S,2022-01-08T01:35:12.5Z,2,REGULAR,2pt,Jump Shot,[],203918,86.67871222076215,28.676470588235293,1610612749,38,51,2022-01-08T01:35:18Z,2760000,-107.0,73.0,1,right,R. Hood 12' driving floating bank Jump Shot (5 PTS) (L. Galloway 3 AST),"[203918, 204038]",1610612749.0,MIL,driving floating bank,,,Hood,R. Hood,,,,,12.9,Made,,,,,5.0,,,,,,,,,L. Galloway,204038.0,3.0,,,
283,PT03M30.00S,2022-01-08T01:35:33.6Z,2,REGULAR,foul,personal,[],203648,,,1610612751,38,51,2022-01-08T01:35:48Z,2780000,,,0,,T. Antetokounmpo personal FOUL (1 PF),"[203648, 201142]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,202053.0,1.0,0.0,Durant,201142.0,,,,,,,,,
285,PT03M30.00S,2022-01-08T01:35:41.8Z,2,REGULAR,substitution,out,[],1630560,,,1610612751,38,51,2022-01-08T01:35:49Z,2800000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M30.00S,2022-01-08T01:35:41.8Z,2,REGULAR,substitution,out,[],1626171,,,1610612751,38,51,2022-01-08T01:35:49Z,2810000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M30.00S,2022-01-08T01:35:41.8Z,2,REGULAR,substitution,in,[],201935,,,1610612751,38,51,2022-01-08T01:35:49Z,2820000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M30.00S,2022-01-08T01:35:41.8Z,2,REGULAR,substitution,in,[],1630572,,,1610612751,38,51,2022-01-08T01:35:49Z,2830000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M26.00S,2022-01-08T01:36:01.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201142,6.389618922470433,47.05882352941176,1610612751,40,51,2022-01-08T01:36:07Z,2840000,15.0,8.0,1,left,K. Durant driving Layup (12 PTS) (J. Harden 3 AST),"[201142, 201935]",1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,1.65,Made,,,,,12.0,,,,,,,,,J. Harden,201935.0,3.0,,,
300,PT03M09.00S,2022-01-08T01:36:13.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203648,92.32917214191852,50.49019607843137,1610612749,40,51,2022-01-08T01:37:38Z,2855000,2.0,20.0,1,right,MISS T. Antetokounmpo driving Layup - blocked,"[203648, 200746]",1610612749.0,MIL,driving,,,Antetokounmpo,T. Antetokounmpo,,,,,1.98,Missed,,,,,,,,,,,,,,,,,Aldridge,200746.0,
301,PT03M09.00S,2022-01-08T01:36:13.7Z,2,REGULAR,block,,[],200746,,,1610612749,40,51,2022-01-08T01:37:38Z,2857500,,,0,,L. Aldridge BLOCK (1 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M09.00S,2022-01-08T01:36:13.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,40,51,2022-01-08T01:37:38Z,2858750,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,
291,PT03M09.00S,2022-01-08T01:36:26.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,40,51,2022-01-08T01:36:26Z,2860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M04.00S,2022-01-08T01:36:41.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],204038,76.69185282522996,32.35294117647059,1610612749,40,51,2022-01-08T01:37:38Z,2870000,-88.0,167.0,1,right,MISS L. Galloway 18' fadeaway Shot,[204038],1610612749.0,MIL,fadeaway,,,Galloway,L. Galloway,,,,,18.85,Missed,,,,,,,,,,,,,,,,,,,
293,PT03M00.00S,2022-01-08T01:36:46.3Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,40,51,2022-01-08T01:36:46Z,2880000,,,0,,K. Durant REBOUND (Off:1 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,292.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
294,PT02M55.00S,2022-01-08T01:36:50.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201142,30.305519053876477,29.901960784313726,1610612751,43,51,2022-01-08T01:37:11Z,2890000,100.0,232.0,1,left,K. Durant 25' 3PT pullup (15 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,25.32,Made,,,,,15.0,,,,,,,,,,,,,,
295,PT02M39.00S,2022-01-08T01:37:07.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203918,93.9060446780552,46.32352941176471,1610612749,43,53,2022-01-08T01:37:14Z,2900000,-18.0,5.0,1,right,R. Hood driving reverse Layup (7 PTS) (L. Galloway 4 AST),"[203918, 204038]",1610612749.0,MIL,driving reverse,,,Hood,R. Hood,,,,,1.9,Made,,,,,7.0,,,,,,,,,L. Galloway,204038.0,4.0,,,
297,PT02M34.00S,2022-01-08T01:37:17.6Z,2,REGULAR,foul,offensive,[],201142,,,1610612751,43,53,2022-01-08T01:37:52Z,2920000,,,0,,K. Durant offensive FOUL (3 PF),"[201142, 203648]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,202053.0,3.0,0.0,Antetokounmpo,203648.0,,,,,,,,,
299,PT02M34.00S,2022-01-08T01:37:17.6Z,2,REGULAR,turnover,offensive foul,[],201142,,,1610612751,43,53,2022-01-08T01:37:17Z,2940000,,,0,,K. Durant offensive foul TURNOVER (1 TO),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,202053.0,,,,,1.0,,,,,,,,
303,PT02M17.00S,2022-01-08T01:37:52.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629670,72.88107752956637,80.3921568627451,1610612749,43,56,2022-01-08T01:44:59Z,2950000,152.0,202.0,1,right,J. Nwora 25' 3PT step back (8 PTS),[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,25.31,Made,,,,,8.0,,,,,,,,,,,,,,
304,PT02M02.00S,2022-01-08T01:38:06.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,5.469776609724048,51.71568627450981,1610612751,45,56,2022-01-08T01:40:51Z,2960000,-9.0,-1.0,1,left,J. Harden driving finger roll Layup (6 PTS),[201935],1610612751.0,BKN,driving finger roll,,,Harden,J. Harden,,,,,0.87,Made,,,,,6.0,,,,,,,,,,,,,,
305,PT01M49.00S,2022-01-08T01:38:19.4Z,2,REGULAR,2pt,Jump Shot,[],1629670,89.04402102496715,68.87254901960785,1610612749,45,56,2022-01-08T01:38:25Z,2970000,94.0,50.0,1,right,MISS J. Nwora 10' driving floating bank Shot,[1629670],1610612749.0,MIL,driving floating bank,,,Nwora,J. Nwora,,,,,10.71,Missed,,,,,,,,,,,,,,,,,,,
306,PT01M47.00S,2022-01-08T01:38:21.4Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,45,56,2022-01-08T01:38:25Z,2980000,,,0,,K. Durant REBOUND (Off:1 Def:5),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,305.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
307,PT01M41.00S,2022-01-08T01:38:28.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630561,5.995400788436268,47.794117647058826,1610612751,45,56,2022-01-08T01:41:47Z,2990000,11.0,4.0,1,left,MISS D. Duke Jr. reverse Layup,[1630561],1610612751.0,BKN,reverse,,,Duke Jr.,D. Duke Jr.,,,,,1.17,Missed,,,,,,,,,,,,,,,,,,,
308,PT01M39.00S,2022-01-08T01:38:30.1Z,2,REGULAR,rebound,offensive,[],201142,,,1610612751,45,56,2022-01-08T01:38:32Z,3000000,,,0,,K. Durant REBOUND (Off:2 Def:5),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,307.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
309,PT01M38.00S,2022-01-08T01:38:30.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201142,6.1268068331143235,49.754901960784316,1610612751,47,56,2022-01-08T01:38:35Z,3010000,1.0,5.0,1,left,K. Durant putback Layup (17 PTS),[201142],1610612751.0,BKN,putback,,,Durant,K. Durant,,,,,0.52,Made,,,,,17.0,,,,,,,,,,,,,,
310,PT01M18.00S,2022-01-08T01:38:50.0Z,2,REGULAR,2pt,Jump Shot,[],204038,73.80091984231275,51.225490196078425,1610612749,47,58,2022-01-08T01:39:07Z,3020000,6.0,194.0,1,right,L. Galloway 19' pullup Jump Shot (2 PTS),[204038],1610612749.0,MIL,pullup,,,Galloway,L. Galloway,,,,,19.39,Made,,,,,2.0,,,,,,,,,,,,,,
311,PT00M56.40S,2022-01-08T01:39:15.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203648,,,1610612751,47,58,2022-01-08T01:39:26Z,3030000,,,0,,T. Antetokounmpo shooting personal FOUL (2 PF) (Durant 2 FT),"[203648, 201142]",1610612749.0,MIL,shooting,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,201245.0,2.0,0.0,Durant,201142.0,,,,,,,,,
313,PT00M56.40S,2022-01-08T01:39:42.4Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,48,58,2022-01-08T01:39:42Z,3050000,,,0,,K. Durant Free Throw 1 of 2 (18 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
314,PT00M56.40S,2022-01-08T01:39:49.0Z,2,REGULAR,substitution,out,[],203648,,,1610612751,48,58,2022-01-08T01:39:53Z,3060000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M56.40S,2022-01-08T01:39:49.0Z,2,REGULAR,substitution,in,[],203114,,,1610612751,48,58,2022-01-08T01:39:53Z,3070000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M56.40S,2022-01-08T01:40:09.1Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,49,58,2022-01-08T01:40:09Z,3080000,,,0,,K. Durant Free Throw 2 of 2 (19 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,19.0,,,,,,,,,,,,,,
317,PT00M37.30S,2022-01-08T01:40:29.4Z,2,REGULAR,3pt,Jump Shot,[],1629670,92.06636005256242,95.83333333333334,1610612749,49,58,2022-01-08T01:42:58Z,3090000,229.0,22.0,1,right,MISS J. Nwora fadeaway 3PT,[1629670],1610612749.0,MIL,fadeaway,,,Nwora,J. Nwora,,,,,23.03,Missed,,,,,,,,,,,,,,,,,,,
318,PT00M35.40S,2022-01-08T01:40:31.3Z,2,REGULAR,rebound,offensive,[],1630572,,,1610612749,49,58,2022-01-08T01:40:35Z,3100000,,,0,,S. Mamukelashvili REBOUND (Off:2 Def:1),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,317.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
319,PT00M35.40S,2022-01-08T01:40:34.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630572,94.40999984741211,50.0,1610612749,49,60,2022-01-08T01:40:34Z,3110000,0.0,0.0,1,right,S. Mamukelashvili tip Layup (2 PTS),[1630572],1610612749.0,MIL,tip,,,Mamukelashvili,S. Mamukelashvili,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
320,PT00M14.90S,2022-01-08T01:40:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,7.5722733245729295,52.94117647058824,1610612751,49,60,2022-01-08T01:40:59Z,3120000,-15.0,19.0,1,left,MISS J. Harden driving Layup,[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,2.38,Missed,,,,,,,,,,,,,,,,,,,
321,PT00M11.50S,2022-01-08T01:40:58.9Z,2,REGULAR,rebound,defensive,[],204038,,,1610612749,49,60,2022-01-08T01:40:59Z,3130000,,,0,,L. Galloway REBOUND (Off:0 Def:2),[204038],1610612749.0,MIL,,,,Galloway,L. Galloway,,,,,,,320.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
322,PT00M04.90S,2022-01-08T01:41:05.5Z,2,REGULAR,3pt,Jump Shot,[],204038,70.51576872536137,74.26470588235294,1610612749,49,60,2022-01-08T01:41:10Z,3140000,121.0,225.0,1,right,MISS L. Galloway 25' 3PT,[204038],1610612749.0,MIL,,,,Galloway,L. Galloway,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
323,PT00M01.70S,2022-01-08T01:41:08.9Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,49,60,2022-01-08T01:41:08Z,3150000,,,0,,K. Durant REBOUND (Off:2 Def:6),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,322.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
324,PT00M00.00S,2022-01-08T01:41:12.7Z,2,REGULAR,period,end,[],0,,,1610612751,49,60,2022-01-08T01:41:12Z,3160000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2022-01-08T01:55:19.8Z,3,REGULAR,substitution,out,['startperiod'],200746,,,1610612751,49,60,2022-01-08T01:56:38Z,3170000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2022-01-08T01:55:19.8Z,3,REGULAR,substitution,out,['startperiod'],203918,,,1610612751,49,60,2022-01-08T01:56:38Z,3180000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2022-01-08T01:55:19.8Z,3,REGULAR,substitution,out,['startperiod'],204038,,,1610612751,49,60,2022-01-08T01:56:38Z,3190000,,,0,,SUB out: L. Galloway,[204038],1610612749.0,MIL,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2022-01-08T01:55:19.8Z,3,REGULAR,substitution,out,['startperiod'],1630572,,,1610612751,49,60,2022-01-08T01:56:38Z,3200000,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2022-01-08T01:55:19.8Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,49,60,2022-01-08T01:56:38Z,3210000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-01-08T01:55:19.8Z,3,REGULAR,substitution,in,['startperiod'],202083,,,1610612751,49,60,2022-01-08T01:56:38Z,3220000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2022-01-08T01:55:19.8Z,3,REGULAR,substitution,in,['startperiod'],1626171,,,1610612751,49,60,2022-01-08T01:56:38Z,3230000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-01-08T01:55:19.8Z,3,REGULAR,substitution,in,['startperiod'],203507,,,1610612751,49,60,2022-01-08T01:56:38Z,3240000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-01-08T01:56:41.1Z,3,REGULAR,period,start,[],0,,,1610612749,49,60,2022-01-08T01:56:41Z,3250000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT11M46.00S,2022-01-08T01:56:57.2Z,3,REGULAR,foul,personal,['2freethrow'],1630561,,,1610612749,49,60,2022-01-08T01:57:13Z,3260000,,,0,,D. Duke Jr. shooting personal FOUL (2 PF) (Middleton 2 FT),"[1630561, 203114]",1610612751.0,BKN,shooting,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,202053.0,2.0,0.0,Middleton,203114.0,,,,,,,,,
336,PT11M46.00S,2022-01-08T01:57:21.2Z,3,REGULAR,freethrow,1 of 2,[],203114,,,1610612749,49,61,2022-01-08T01:57:21Z,3280000,,,0,,K. Middleton Free Throw 1 of 2 (6 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
337,PT11M46.00S,2022-01-08T01:57:36.0Z,3,REGULAR,freethrow,2 of 2,[],203114,,,1610612749,49,62,2022-01-08T01:57:36Z,3290000,,,0,,K. Middleton Free Throw 2 of 2 (7 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
338,PT11M30.00S,2022-01-08T01:57:54.0Z,3,REGULAR,3pt,Jump Shot,[],201935,69.59592641261499,22.54901960784314,1610612751,49,62,2022-01-08T01:57:59Z,3300000,-137.0,233.0,1,right,MISS J. Harden 27' 3PT,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,,
339,PT11M25.00S,2022-01-08T01:57:59.0Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,49,62,2022-01-08T01:57:59Z,3310000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,338.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
340,PT11M18.00S,2022-01-08T01:58:05.4Z,3,REGULAR,3pt,Jump Shot,[],203114,30.831143232588698,63.725490196078425,1610612749,49,65,2022-01-08T01:58:09Z,3320000,-69.0,237.0,1,left,K. Middleton 24' 3PT  (10 PTS) (G. Antetokounmpo 4 AST),"[203114, 203507]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,24.7,Made,,,,,10.0,,,,,,,,,G. Antetokounmpo,203507.0,4.0,,,
342,PT11M05.00S,2022-01-08T01:58:18.1Z,3,REGULAR,3pt,Jump Shot,[],1630561,94.69448094612353,4.411764705882353,1610612751,49,65,2022-01-08T01:58:23Z,3340000,-228.0,-3.0,1,right,MISS D. Duke Jr. 3PT,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
343,PT11M01.00S,2022-01-08T01:58:22.5Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,49,65,2022-01-08T01:58:22Z,3350000,,,0,,N. Claxton REBOUND (Off:4 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,342.0,4.0,0.0,4.0,,,,,,,,,,,,,,,
344,PT10M58.00S,2022-01-08T01:58:24.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201935,69.20170827858082,65.19607843137256,1610612751,52,65,2022-01-08T01:59:09Z,3360000,76.0,237.0,1,right,J. Harden 24' 3PT pullup (9 PTS) (N. Claxton 1 AST),"[201935, 1629651]",1610612751.0,BKN,pullup,,,Harden,J. Harden,,,,,24.89,Made,,,,,9.0,,,,,,,,,N. Claxton,1629651.0,1.0,,,
346,PT10M39.00S,2022-01-08T01:58:44.4Z,3,REGULAR,3pt,Jump Shot,[],202083,29.517082785808146,27.696078431372552,1610612749,52,65,2022-01-08T01:58:51Z,3380000,112.0,225.0,1,left,MISS W. Matthews 25' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
347,PT10M33.00S,2022-01-08T01:58:50.4Z,3,REGULAR,rebound,defensive,[],1630561,,,1610612751,52,65,2022-01-08T01:58:51Z,3390000,,,0,,D. Duke Jr. REBOUND (Off:0 Def:1),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,346.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
348,PT10M29.00S,2022-01-08T01:58:53.9Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],201988,83.65637319316689,77.69607843137256,1610612751,52,65,2022-01-08T01:58:59Z,3400000,138.0,101.0,1,right,MISS P. Mills 17' pullup Shot,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,17.15,Missed,,,,,,,,,,,,,,,,,,,
349,PT10M27.00S,2022-01-08T01:58:55.9Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,52,65,2022-01-08T01:58:59Z,3410000,,,0,,B. Portis REBOUND (Off:3 Def:7),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,348.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
