actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
280,PT05M10.00S,2021-11-17T01:24:04.5Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,43,44,2021-11-17T01:24:06Z,2790000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M10.00S,2021-11-17T01:24:04.5Z,2,REGULAR,substitution,in,[],1630541,,,1610612744,43,44,2021-11-17T01:24:06Z,2800000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M10.00S,2021-11-17T01:24:25.0Z,2,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,43,45,2021-11-17T01:24:25Z,2810000,,,0,,A. Wiggins Free Throw 2 of 2 (2 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
283,PT04M56.00S,2021-11-17T01:24:40.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,92.9862023653088,53.18627450980392,1610612751,45,45,2021-11-17T01:24:45Z,2820000,16.0,13.0,1,right,B. Brown floating Jump Shot (12 PTS) (D. Bembry 1 AST),"[1628971, 1627761]",1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,,,,,,2.08,Made,12.0,D. Bembry,1627761.0,1.0,,,,,,,,,,
285,PT04M44.00S,2021-11-17T01:24:53.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,6.652431011826544,53.431372549019606,1610612744,45,47,2021-11-17T01:25:19Z,2840000,-17.0,10.0,1,left,A. Wiggins cutting Layup (4 PTS) (A. Iguodala 2 AST),"[203952, 2738]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,,,,,,1.99,Made,4.0,A. Iguodala,2738.0,2.0,,,,,,,,,,
287,PT04M44.00S,2021-11-17T01:25:00.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627761,,,1610612744,45,47,2021-11-17T01:25:12Z,2860000,,,0,,D. Bembry shooting personal FOUL (2 PF) (Wiggins 1 FT),"[1627761, 203952]",1610612751.0,BKN,shooting,,,Bembry,D. Bembry,,,,,2715.0,2.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,,
289,PT04M44.00S,2021-11-17T01:25:21.2Z,2,REGULAR,freethrow,1 of 1,[],203952,,,1610612744,45,48,2021-11-17T01:25:21Z,2880000,,,0,,A. Wiggins Free Throw 1 of 1 (5 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
290,PT04M33.00S,2021-11-17T01:25:33.4Z,2,REGULAR,3pt,Jump Shot,[],1627761,77.21747700394218,9.313725490196079,1610612751,45,48,2021-11-17T01:25:38Z,2890000,-203.0,162.0,1,right,MISS D. Bembry 25' 3PT,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,25.98,Missed,,,,,,,,,,,,,,
291,PT04M29.00S,2021-11-17T01:25:37.3Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612751,45,48,2021-11-17T01:25:37Z,2900000,,,0,,B. Brown REBOUND (Off:2 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,290.0,4.0,2.0,2.0,,,,,
292,PT04M27.00S,2021-11-17T01:25:40.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628971,88.91261498028909,49.26470588235294,1610612751,45,48,2021-11-17T01:27:02Z,2910000,-4.0,52.0,1,right,MISS B. Brown driving floating Shot,[1628971],1610612751.0,BKN,driving floating,,,Brown,B. Brown,,,,,,,,,,5.18,Missed,,,,,,,,,,,,,,
293,PT04M23.00S,2021-11-17T01:25:43.2Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,45,48,2021-11-17T01:25:43Z,2920000,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,292.0,1.0,1.0,0.0,,,,,
294,PT04M17.00S,2021-11-17T01:25:49.1Z,2,REGULAR,3pt,Jump Shot,[],1630541,5.338370565045992,96.07843137254902,1610612744,45,48,2021-11-17T01:26:05Z,2930000,-230.0,-2.0,1,left,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,23.04,Missed,,,,,,,,,,,,,,
295,PT04M12.00S,2021-11-17T01:25:54.1Z,2,REGULAR,rebound,offensive,[],2738,,,1610612744,45,48,2021-11-17T01:26:05Z,2940000,,,0,,A. Iguodala REBOUND (Off:1 Def:0),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,294.0,1.0,0.0,1.0,,,,,
296,PT04M12.00S,2021-11-17T01:25:54.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627814,28.203022339027594,82.35294117647058,1610612744,45,48,2021-11-17T01:26:07Z,2950000,-162.0,213.0,1,left,MISS D. Lee 26' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,26.72,Missed,,,,,,,,,,,,,,
297,PT04M09.00S,2021-11-17T01:25:57.9Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,45,48,2021-11-17T01:26:07Z,2960000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,296.0,2.0,2.0,0.0,,,,,
310,PT04M00.00S,2021-11-17T01:26:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,90.62089356110381,65.44117647058823,1610612751,45,48,2021-11-17T01:29:18Z,2965000,77.0,36.0,1,right,MISS D. Bembry 8' driving Layup - blocked,"[1627761, 1630541]",1610612751.0,BKN,driving,,,Bembry,D. Bembry,,,,,,,,,,8.51,Missed,,,,,,,,,,,,Moody,1630541.0,
311,PT04M00.00S,2021-11-17T01:26:01.7Z,2,REGULAR,block,,[],1630541,,,1610612751,45,48,2021-11-17T01:29:18Z,2967500,,,0,,M. Moody BLOCK (1 BLK),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT04M00.00S,2021-11-17T01:26:01.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,45,48,2021-11-17T01:29:18Z,2968750,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,
313,PT04M00.00S,2021-11-17T01:26:05.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,45,48,2021-11-17T01:29:29Z,2969375,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M00.00S,2021-11-17T01:26:22.1Z,2,REGULAR,substitution,out,[],1627814,,,1610612744,45,48,2021-11-17T01:26:25Z,2980000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M00.00S,2021-11-17T01:26:22.1Z,2,REGULAR,substitution,in,[],201939,,,1610612744,45,48,2021-11-17T01:26:25Z,2990000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M43.00S,2021-11-17T01:26:42.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2738,6.1268068331143235,44.6078431372549,1610612744,45,48,2021-11-17T01:29:33Z,3000000,27.0,5.0,1,left,MISS A. Iguodala cutting Layup,[2738],1610612744.0,GSW,cutting,,,Iguodala,A. Iguodala,,,,,,,,,,2.75,Missed,,,,,,,,,,,,,,
302,PT03M41.00S,2021-11-17T01:26:44.8Z,2,REGULAR,rebound,offensive,[],2738,,,1610612744,45,48,2021-11-17T01:26:47Z,3010000,,,0,,A. Iguodala REBOUND (Off:2 Def:0),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,301.0,2.0,0.0,2.0,,,,,
303,PT03M41.00S,2021-11-17T01:26:45.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2738,5.590000152587891,50.0,1610612744,45,50,2021-11-17T01:29:33Z,3020000,0.0,0.0,1,left,A. Iguodala tip Layup (2 PTS),[2738],1610612744.0,GSW,tip,,,Iguodala,A. Iguodala,,,,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,
304,PT03M25.00S,2021-11-17T01:27:01.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,93.64323258869908,52.94117647058824,1610612751,47,50,2021-11-17T01:27:06Z,3030000,15.0,7.0,1,right,B. Brown cutting Layup (14 PTS) (K. Durant 1 AST),"[1628971, 201142]",1610612751.0,BKN,cutting,,,Brown,B. Brown,,,,,,,,,,1.64,Made,14.0,K. Durant,201142.0,1.0,,,,,,,,,,
306,PT03M14.00S,2021-11-17T01:27:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,5.206964520367937,44.6078431372549,1610612744,47,50,2021-11-17T01:32:09Z,3050000,27.0,-4.0,1,left,MISS A. Wiggins driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,,,,,,2.72,Missed,,,,,,,,,,,,,,
307,PT03M12.00S,2021-11-17T01:27:15.2Z,2,REGULAR,rebound,defensive,[],201988,,,1610612751,47,50,2021-11-17T01:27:15Z,3060000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,306.0,1.0,1.0,0.0,,,,,
308,PT03M09.00S,2021-11-17T01:27:18.9Z,2,REGULAR,3pt,Jump Shot,[],201988,73.27529566360053,15.441176470588236,1610612751,50,50,2021-11-17T01:27:27Z,3070000,-173.0,199.0,1,right,P. Mills 26' 3PT pullup (6 PTS),[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,,,,,,26.33,Made,6.0,,,,,,,,,,,,,
309,PT03M09.00S,2021-11-17T01:27:36.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,50,50,2021-11-17T01:27:36Z,3080000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT03M09.00S,2021-11-17T01:27:38.4Z,2,REGULAR,substitution,out,[],1627761,,,1610612744,50,50,2021-11-17T01:30:17Z,3090000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT03M09.00S,2021-11-17T01:27:38.4Z,2,REGULAR,substitution,out,[],1630541,,,1610612744,50,50,2021-11-17T01:30:17Z,3100000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT03M09.00S,2021-11-17T01:27:38.4Z,2,REGULAR,substitution,out,[],2738,,,1610612744,50,50,2021-11-17T01:30:17Z,3110000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT03M09.00S,2021-11-17T01:27:38.4Z,2,REGULAR,substitution,in,[],201935,,,1610612744,50,50,2021-11-17T01:30:17Z,3120000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT03M09.00S,2021-11-17T01:27:38.4Z,2,REGULAR,substitution,in,[],1627780,,,1610612744,50,50,2021-11-17T01:30:17Z,3130000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT03M09.00S,2021-11-17T01:27:38.4Z,2,REGULAR,substitution,in,[],203490,,,1610612744,50,50,2021-11-17T01:30:17Z,3140000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M48.00S,2021-11-17T01:31:09.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203952,6.389618922470433,50.245098039215684,1610612744,50,52,2021-11-17T01:31:14Z,3150000,-1.0,8.0,1,left,A. Wiggins driving DUNK (7 PTS),[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,,,,,,0.77,Made,7.0,,,,,,,,,,,,,
321,PT02M22.00S,2021-11-17T01:31:35.3Z,2,REGULAR,2pt,Jump Shot,[],201142,75.64060446780552,65.93137254901961,1610612751,50,52,2021-11-17T01:31:40Z,3160000,80.0,176.0,1,right,MISS K. Durant 19' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,19.37,Missed,,,,,,,,,,,,,,
322,PT02M18.00S,2021-11-17T01:31:39.3Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,50,52,2021-11-17T01:34:54Z,3170000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,321.0,2.0,2.0,0.0,,,,,
323,PT02M06.00S,2021-11-17T01:31:53.3Z,2,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,50,52,2021-11-17T01:37:46Z,3180000,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (1 TO),[203952],1610612744.0,GSW,lost ball,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,1.0,,,,,,,,,
324,PT01M56.00S,2021-11-17T01:32:13.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201142,93.77463863337714,50.73529411764706,1610612751,52,52,2021-11-17T01:32:20Z,3190000,4.0,6.0,1,right,K. Durant alley-oop Layup (14 PTS) (J. Harden 3 AST),"[201142, 201935]",1610612751.0,BKN,alley-oop,,,Durant,K. Durant,,,,,,,,,,0.7,Made,14.0,J. Harden,201935.0,3.0,,,,,,,,,,
326,PT01M46.00S,2021-11-17T01:32:23.0Z,2,REGULAR,3pt,Jump Shot,[],201939,38.84691195795006,53.18627450980392,1610612744,52,55,2021-11-17T01:32:27Z,3210000,-16.0,313.0,1,left,S. Curry 31' 3PT pullup (17 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,31.31,Made,17.0,,,,,,,,,,,,,
327,PT01M35.00S,2021-11-17T01:32:35.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,88.91261498028909,35.78431372549019,1610612751,54,55,2021-11-17T01:32:38Z,3220000,-71.0,52.0,1,right,K. Durant 8' turnaround Jump Shot (16 PTS) (P. Mills 4 AST),"[201142, 201988]",1610612751.0,BKN,turnaround,,,Durant,K. Durant,,,,,,,,,,8.79,Made,16.0,P. Mills,201988.0,4.0,,,,,,,,,,
328,PT01M18.00S,2021-11-17T01:32:51.3Z,2,REGULAR,3pt,Jump Shot,[],201939,20.45006570302234,89.4607843137255,1610612744,54,55,2021-11-17T01:32:55Z,3230000,-197.0,140.0,1,left,MISS S. Curry 24' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,24.18,Missed,,,,,,,,,,,,,,
329,PT01M15.00S,2021-11-17T01:32:54.3Z,2,REGULAR,rebound,defensive,[],201933,,,1610612751,54,55,2021-11-17T01:32:55Z,3240000,,,0,,B. Griffin REBOUND (Off:0 Def:2),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,328.0,2.0,2.0,0.0,,,,,
330,PT01M07.00S,2021-11-17T01:33:04.8Z,2,REGULAR,foul,personal,['2freethrow'],203952,,,1610612751,54,55,2021-11-17T01:33:15Z,3250000,,,0,,A. Wiggins shooting personal FOUL (2 PF) (Harden 2 FT),"[203952, 201935]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,2715.0,2.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,,
332,PT01M07.00S,2021-11-17T01:33:38.6Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,55,55,2021-11-17T01:33:38Z,3270000,,,0,,J. Harden Free Throw 1 of 2 (13 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
333,PT01M07.00S,2021-11-17T01:33:39.4Z,2,REGULAR,substitution,out,[],201988,,,1610612751,55,55,2021-11-17T01:33:43Z,3280000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT01M07.00S,2021-11-17T01:33:39.4Z,2,REGULAR,substitution,in,[],1627761,,,1610612751,55,55,2021-11-17T01:33:43Z,3290000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT01M07.00S,2021-11-17T01:34:01.1Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,56,55,2021-11-17T01:34:01Z,3300000,,,0,,J. Harden Free Throw 2 of 2 (14 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
336,PT00M50.20S,2021-11-17T01:34:22.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.835085413929041,45.34313725490196,1610612744,56,57,2021-11-17T01:34:26Z,3310000,23.0,21.0,1,left,S. Curry driving Layup (19 PTS) (A. Wiggins 1 AST),"[201939, 203952]",1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,3.14,Made,19.0,A. Wiggins,203952.0,1.0,,,,,,,,,,
337,PT00M33.20S,2021-11-17T01:34:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,93.77463863337714,54.166666666666664,1610612751,58,57,2021-11-17T01:34:46Z,3320000,21.0,6.0,1,right,D. Bembry cutting Layup (4 PTS) (K. Durant 2 AST),"[1627761, 201142]",1610612751.0,BKN,cutting,,,Bembry,D. Bembry,,,,,,,,,,2.16,Made,4.0,K. Durant,201142.0,2.0,,,,,,,,,,
339,PT00M26.60S,2021-11-17T01:34:50.7Z,2,REGULAR,3pt,Jump Shot,[],203952,32.670827858081466,35.78431372549019,1610612744,58,60,2021-11-17T01:35:02Z,3340000,71.0,255.0,1,left,A. Wiggins 26' 3PT  (10 PTS) (D. Green 4 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,26.43,Made,10.0,D. Green,203110.0,4.0,,,,,,,,,,
341,PT00M04.70S,2021-11-17T01:35:22.5Z,2,REGULAR,2pt,Jump Shot,[],201933,91.01511169513797,31.127450980392158,1610612751,58,60,2021-11-17T01:35:45Z,3360000,-94.0,32.0,1,right,MISS B. Griffin 9' turnaround fadeaway Shot,[201933],1610612751.0,BKN,turnaround fadeaway,,,Griffin,B. Griffin,,,,,,,,,,9.97,Missed,,,,,,,,,,,,,,
342,PT00M02.90S,2021-11-17T01:35:24.3Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,58,60,2021-11-17T01:35:24Z,3370000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,341.0,2.0,2.0,0.0,,,,,
343,PT00M00.00S,2021-11-17T01:35:27.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203952,25.969119579500656,13.970588235294118,1610612744,58,63,2021-11-17T01:35:46Z,3380000,180.0,192.0,1,left,A. Wiggins 26' 3PT running (13 PTS) (D. Green 5 AST),"[203952, 203110]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,,,,,,26.3,Made,13.0,D. Green,203110.0,5.0,,,,,,,,,,
346,PT00M00.00S,2021-11-17T01:35:52.1Z,2,REGULAR,period,end,[],0,,,1610612751,58,63,2021-11-17T01:35:52Z,3410000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M00.00S,2021-11-17T01:36:19.6Z,2,REGULAR,instantreplay,request,[],0,,,1610612751,58,63,2021-11-17T01:36:28Z,3420000,,,0,,,[],,,support,,,,,,,,,2715.0,,,,,,,,,,,,,,,,,,,,End Period - Good Basket
350,PT12M00.00S,2021-11-17T01:51:45.4Z,3,REGULAR,substitution,out,['startperiod'],1627761,,,1610612751,58,63,2021-11-17T01:52:10Z,3430000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-11-17T01:51:45.4Z,3,REGULAR,substitution,out,['startperiod'],1627780,,,1610612751,58,63,2021-11-17T01:52:10Z,3440000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-11-17T01:51:45.4Z,3,REGULAR,substitution,out,['startperiod'],203490,,,1610612751,58,63,2021-11-17T01:52:10Z,3450000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-11-17T01:51:45.4Z,3,REGULAR,substitution,in,['startperiod'],201988,,,1610612751,58,63,2021-11-17T01:52:10Z,3460000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-11-17T01:51:45.4Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612751,58,63,2021-11-17T01:52:10Z,3470000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-11-17T01:51:45.4Z,3,REGULAR,substitution,in,['startperiod'],1629673,,,1610612751,58,63,2021-11-17T01:52:10Z,3480000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2021-11-17T01:52:09.8Z,3,REGULAR,period,start,[],0,,,1610612744,58,63,2021-11-17T01:52:10Z,3490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT11M47.00S,2021-11-17T01:52:24.8Z,3,REGULAR,foul,personal,[],1628971,,,1610612744,58,63,2021-11-17T01:52:30Z,3500000,,,0,,B. Brown personal FOUL (2 PF),"[1628971, 1626172]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,2715.0,2.0,0.0,Looney,1626172.0,,,,,,,,,,,,,,,,
359,PT11M42.00S,2021-11-17T01:52:45.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,93.64323258869908,49.26470588235294,1610612744,58,65,2021-11-17T01:52:49Z,3520000,-4.0,7.0,1,right,A. Wiggins cutting Layup (15 PTS) (D. Green 6 AST),"[203952, 203110]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,,,,,,0.82,Made,15.0,D. Green,203110.0,6.0,,,,,,,,,,
361,PT11M23.00S,2021-11-17T01:53:03.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201933,5.601182654402102,51.9607843137255,1610612751,58,65,2021-11-17T01:53:11Z,3540000,-10.0,0.0,1,left,MISS B. Griffin cutting Layup - blocked,"[201933, 1626172]",1610612751.0,BKN,cutting,,,Griffin,B. Griffin,,,,,,,,,,0.98,Missed,,,,,,,,,,,,Looney,1626172.0,
362,PT11M23.00S,2021-11-17T01:53:03.6Z,3,REGULAR,block,,[],1626172,,,1610612751,58,65,2021-11-17T01:53:06Z,3550000,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT11M19.00S,2021-11-17T01:53:07.6Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,58,65,2021-11-17T01:53:11Z,3560000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,361.0,3.0,3.0,0.0,,,,,
364,PT11M17.00S,2021-11-17T01:53:09.8Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],203952,82.65440210249672,13.503370098039216,1610612744,58,67,2021-11-17T01:53:25Z,3570000,-182.0,111.0,1,right,A. Wiggins 21' pullup Jump Shot (17 PTS) (S. Curry 3 AST),"[203952, 201939]",1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,,,,,,21.33,Made,17.0,S. Curry,201939.0,3.0,,,,,,,,,,
365,PT10M58.00S,2021-11-17T01:53:29.2Z,3,REGULAR,2pt,Jump Shot,[],201142,22.683968462549277,38.970588235294116,1610612751,58,67,2021-11-17T01:53:39Z,3580000,55.0,161.0,1,left,MISS K. Durant 16' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,16.99,Missed,,,,,,,,,,,,,,
366,PT10M56.00S,2021-11-17T01:53:31.2Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,58,67,2021-11-17T01:53:39Z,3590000,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,365.0,4.0,4.0,0.0,,,,,
367,PT10M49.00S,2021-11-17T01:53:39.7Z,3,REGULAR,foul,offensive,[],203952,,,1610612744,58,67,2021-11-17T01:53:46Z,3600000,,,0,,A. Wiggins offensive FOUL (3 PF),"[203952, 201933]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,2715.0,3.0,0.0,Griffin,201933.0,,,,,,,,,,,,,,,,
370,PT10M49.00S,2021-11-17T01:53:39.7Z,3,REGULAR,turnover,offensive foul,[],203952,,,1610612744,58,67,2021-11-17T01:53:39Z,3620000,,,0,,A. Wiggins offensive foul TURNOVER (2 TO),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,2715.0,,,,,,,,,,,2.0,,,,,,,,,
371,PT10M39.00S,2021-11-17T01:54:05.6Z,3,REGULAR,foul,personal,[],203110,,,1610612751,58,67,2021-11-17T01:54:17Z,3630000,,,0,,D. Green personal FOUL (2 PF),"[203110, 201142]",1610612744.0,GSW,,,,Green,D. Green,,,,,2715.0,2.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,,
