actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
549,PT03M59.00S,2021-11-01T01:36:23.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628402,93.64323258869908,47.30392156862745,1610612765,112,85,2021-11-01T01:36:29Z,5430000,-13.0,7.0,1,right,F. Jackson driving reverse Layup (6 PTS) (S. Lee 2 AST),"[1628402, 1630240]",1610612765.0,DET,driving reverse,,,Jackson,F. Jackson,,,,,,,,,,Made,,6.0,1.53,,,,S. Lee,1630240.0,2.0,,,,,,
551,PT03M58.00S,2021-11-01T01:36:29.1Z,4,REGULAR,turnover,traveling,[],1628975,,,1610612751,112,85,2021-11-01T01:36:34Z,5450000,,,0,,J. Carter traveling TURNOVER (1 TO),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,1626302.0,,,,,,,,,,,,,,,1.0,,,,,
552,PT03M58.00S,2021-11-01T01:36:32.5Z,4,REGULAR,substitution,out,[],1628402,,,1610612765,112,85,2021-11-01T01:36:37Z,5460000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT03M58.00S,2021-11-01T01:36:32.5Z,4,REGULAR,substitution,in,[],1630691,,,1610612765,112,85,2021-11-01T01:36:37Z,5470000,,,0,,SUB in: J. Pickett,[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT03M44.00S,2021-11-01T01:36:58.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630691,71.56701708278581,22.54901960784314,1610612765,112,88,2021-11-01T01:37:06Z,5480000,-137.0,215.0,1,right,J. Pickett 25' 3PT  (3 PTS) (S. Lee 3 AST),"[1630691, 1630240]",1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,,,,Made,,3.0,25.49,,,,S. Lee,1630240.0,3.0,,,,,,
556,PT03M26.00S,2021-11-01T01:37:19.3Z,4,REGULAR,turnover,out-of-bounds,[],201949,,,1610612751,112,88,2021-11-01T01:38:07Z,5500000,,,0,,J. Johnson bad pass out-of-bounds TURNOVER (3 TO),[201949],1610612751.0,BKN,bad pass,,,Johnson,J. Johnson,,,,,200834.0,,,,,,,,,,,,,,,3.0,,,,,
557,PT03M12.00S,2021-11-01T01:37:39.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630568,67.23061760840999,48.03921568627451,1610612765,112,88,2021-11-01T01:37:44Z,5510000,-10.0,256.0,1,right,MISS L. Garza 25' 3PT,[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,Missed,,,25.57,,,,,,,,,,,,
558,PT03M08.00S,2021-11-01T01:37:43.8Z,4,REGULAR,rebound,defensive,[],1627761,,,1610612751,112,88,2021-11-01T01:37:44Z,5520000,,,0,,D. Bembry REBOUND (Off:0 Def:6),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,557.0,,,6.0,6.0,0.0,,,,,,,,,
559,PT02M55.00S,2021-11-01T01:37:56.8Z,4,REGULAR,3pt,Jump Shot,[],1630549,31.882391590013142,49.26470588235294,1610612751,115,88,2021-11-01T01:38:02Z,5530000,4.0,247.0,1,left,D. Sharpe 24' 3PT  (3 PTS) (J. Carter 2 AST),"[1630549, 1628975]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,Made,,3.0,24.72,,,,J. Carter,1628975.0,2.0,,,,,,
561,PT02M32.00S,2021-11-01T01:38:20.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203585,93.24901445466492,49.50980392156863,1610612765,115,88,2021-11-01T01:38:50Z,5550000,-2.0,11.0,1,right,MISS R. McGruder Layup,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,Missed,,,1.13,,,,,,,,,,,,
562,PT02M30.00S,2021-11-01T01:38:22.8Z,4,REGULAR,rebound,defensive,[],201949,,,1610612751,115,88,2021-11-01T01:38:22Z,5560000,,,0,,J. Johnson REBOUND (Off:0 Def:4),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,561.0,,,4.0,4.0,0.0,,,,,,,,,
563,PT02M24.00S,2021-11-01T01:38:30.2Z,4,REGULAR,foul,personal,['2freethrow'],1628977,,,1610612751,115,88,2021-11-01T01:41:20Z,5570000,,,0,,H. Diallo shooting personal FOUL (1 PF) (Sharpe 2 FT),"[1628977, 1630549]",1610612765.0,DET,shooting,,,Diallo,H. Diallo,,,,,1626302.0,1.0,0.0,Sharpe,1630549.0,,,,,,,,,,,,,,,,
565,PT02M24.00S,2021-11-01T01:38:49.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,115,88,2021-11-01T01:39:55Z,5590000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT02M24.00S,2021-11-01T01:41:39.9Z,4,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,115,88,2021-11-01T01:41:58Z,5600000,,,0,,MISS D. Sharpe Free Throw 1 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,Missed,,,,,,,,,,,,,,,
567,PT02M24.00S,2021-11-01T01:41:39.9Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,115,88,2021-11-01T01:41:58Z,5610000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,566.0,,,,,,,,,,,,,,
568,PT02M24.00S,2021-11-01T01:41:39.9Z,4,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,115,88,2021-11-01T01:41:58Z,5620000,,,0,,MISS D. Sharpe Free Throw 2 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,Missed,,,,,,,,,,,,,,,
569,PT02M21.00S,2021-11-01T01:41:42.9Z,4,REGULAR,rebound,defensive,[],1628977,,,1610612765,115,88,2021-11-01T01:41:58Z,5630000,,,0,,H. Diallo REBOUND (Off:1 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,568.0,,,3.0,2.0,1.0,,,,,,,,,
570,PT02M07.00S,2021-11-01T01:42:13.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630549,,,1610612765,115,88,2021-11-01T01:42:27Z,5640000,,,0,,D. Sharpe personal FOUL (2 PF) (Garza 2 FT),"[1630549, 1630568]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,202053.0,2.0,0.0,Garza,1630568.0,,,,,,,,,,,,,,,,
572,PT02M07.00S,2021-11-01T01:42:35.8Z,4,REGULAR,freethrow,1 of 2,[],1630568,,,1610612765,115,89,2021-11-01T01:42:35Z,5660000,,,0,,L. Garza Free Throw 1 of 2 (1 PTS),[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
573,PT02M07.00S,2021-11-01T01:42:51.1Z,4,REGULAR,freethrow,2 of 2,[],1630568,,,1610612765,115,90,2021-11-01T01:42:51Z,5670000,,,0,,L. Garza Free Throw 2 of 2 (2 PTS),[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
574,PT01M56.00S,2021-11-01T01:43:03.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,5.601182654402102,51.225490196078425,1610612751,115,90,2021-11-01T01:43:08Z,5680000,-6.0,0.0,1,left,MISS C. Thomas driving Layup - blocked,"[1630560, 203585]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,,,,,,Missed,,,0.61,,,,,,,,,,McGruder,203585.0,
575,PT01M56.00S,2021-11-01T01:43:03.9Z,4,REGULAR,block,,[],203585,,,1610612751,115,90,2021-11-01T01:43:06Z,5690000,,,0,,R. McGruder BLOCK (1 BLK),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT01M53.00S,2021-11-01T01:43:06.9Z,4,REGULAR,rebound,defensive,[],1630240,,,1610612765,115,90,2021-11-01T01:43:08Z,5700000,,,0,,S. Lee REBOUND (Off:0 Def:1),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,574.0,,,1.0,1.0,0.0,,,,,,,,,
577,PT01M50.00S,2021-11-01T01:43:12.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628975,,,1610612765,115,90,2021-11-01T01:43:19Z,5710000,,,0,,J. Carter shooting personal FOUL (2 PF) (Lee 2 FT),"[1628975, 1630240]",1610612751.0,BKN,shooting,,,Carter,J. Carter,,,,,200834.0,2.0,0.0,Lee,1630240.0,,,,,,,,,,,,,,,,
579,PT01M50.00S,2021-11-01T01:43:33.9Z,4,REGULAR,freethrow,1 of 2,[],1630240,,,1610612765,115,90,2021-11-01T01:43:33Z,5730000,,,0,,MISS S. Lee Free Throw 1 of 2,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,Missed,,,,,,,,,,,,,,,
580,PT01M50.00S,2021-11-01T01:43:33.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,115,90,2021-11-01T01:43:33Z,5740000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,579.0,,,,,,,,,,,,,,
581,PT01M50.00S,2021-11-01T01:43:47.4Z,4,REGULAR,freethrow,2 of 2,[],1630240,,,1610612765,115,91,2021-11-01T01:43:47Z,5750000,,,0,,S. Lee Free Throw 2 of 2 (1 PTS),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
582,PT01M37.00S,2021-11-01T01:44:00.7Z,4,REGULAR,3pt,Jump Shot,[],1628975,29.122864651773984,28.186274509803923,1610612751,115,91,2021-11-01T01:44:05Z,5760000,109.0,221.0,1,left,MISS J. Carter 24' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,Missed,,,24.67,,,,,,,,,,,,
583,PT01M34.00S,2021-11-01T01:44:03.7Z,4,REGULAR,rebound,defensive,[],1628977,,,1610612765,115,91,2021-11-01T01:44:05Z,5770000,,,0,,H. Diallo REBOUND (Off:1 Def:3),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,582.0,,,4.0,3.0,1.0,,,,,,,,,
584,PT01M29.00S,2021-11-01T01:44:11.7Z,4,REGULAR,turnover,out-of-bounds,[],1628977,,,1610612765,115,91,2021-11-01T01:44:16Z,5780000,,,0,,H. Diallo lost ball out-of-bounds TURNOVER (1 TO),[1628977],1610612765.0,DET,lost ball,,,Diallo,H. Diallo,,,,,1626302.0,,,,,,,,,,,,,,,1.0,,,,,
585,PT01M10.00S,2021-11-01T01:44:36.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630549,4.418528252299605,49.26470588235294,1610612751,117,91,2021-11-01T01:44:41Z,5790000,4.0,-11.0,1,left,D. Sharpe cutting DUNK (5 PTS) (C. Thomas 1 AST),"[1630549, 1630560]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,,,,,,Made,,5.0,1.16,,,,C. Thomas,1630560.0,1.0,,,,,,
587,PT00M59.80S,2021-11-01T01:44:49.1Z,4,REGULAR,turnover,bad pass,[],1630240,,,1610612765,117,91,2021-11-01T01:44:54Z,5810000,,,0,,S. Lee bad pass TURNOVER (1 TO),"[1630240, 201949]",1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,1.0,Johnson,201949.0,,,
588,PT00M59.80S,2021-11-01T01:44:49.1Z,4,REGULAR,steal,,[],201949,,,1610612751,117,91,2021-11-01T01:46:41Z,5820000,,,0,,J. Johnson STEAL (1 STL),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT00M56.30S,2021-11-01T01:44:55.6Z,4,REGULAR,foul,offensive,['inpenalty'],1627761,,,1610612751,117,91,2021-11-01T01:45:23Z,5830000,,,0,,D. Bembry charge offensive FOUL (4 PF),"[1627761, 1630568]",1610612751.0,BKN,charge,,,Bembry,D. Bembry,,,,,200834.0,4.0,0.0,Garza,1630568.0,,,,,,,,,,,,,,,,
591,PT00M56.30S,2021-11-01T01:44:55.6Z,4,REGULAR,turnover,offensive foul,[],1627761,,,1610612751,117,91,2021-11-01T01:44:55Z,5850000,,,0,,D. Bembry offensive foul TURNOVER (2 TO),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,200834.0,,,,,,,,,,,,,,,2.0,,,,,
592,PT00M33.40S,2021-11-01T01:45:32.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630240,71.56701708278581,21.323529411764707,1610612765,117,91,2021-11-01T01:45:37Z,5860000,-143.0,215.0,1,right,MISS S. Lee 25' 3PT,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,Missed,,,25.83,,,,,,,,,,,,
593,PT00M29.10S,2021-11-01T01:45:36.7Z,4,REGULAR,rebound,defensive,[],1627761,,,1610612751,117,91,2021-11-01T01:45:37Z,5870000,,,0,,D. Bembry REBOUND (Off:0 Def:7),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,592.0,,,7.0,7.0,0.0,,,,,,,,,
594,PT00M06.00S,2021-11-01T01:46:00.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612751,117,91,2021-11-01T01:46:06Z,5880000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,1626302.0,,,,,,,,,,,,,,,,,,,,
595,PT00M00.00S,2021-11-01T01:46:20.5Z,4,REGULAR,period,end,[],0,,,1610612765,117,91,2021-11-01T01:46:20Z,5890000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT00M00.00S,2021-11-01T01:46:24.2Z,4,REGULAR,game,end,[],0,,,0,117,91,2021-11-01T01:46:24Z,5900000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
