actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
274,PT05M28.00S,2021-10-24T20:53:27.8Z,2,REGULAR,rebound,defensive,[],202397,,,1610612766,41,41,2021-10-24T20:53:31Z,2670000,,,0,,I. Smith REBOUND (Off:0 Def:2),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,273.0,2.0,2.0,0.0,,,,,,,,,,,,
275,PT05M25.00S,2021-10-24T20:53:29.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202330,25.04927726675427,15.686274509803921,1610612766,41,41,2021-10-24T20:53:37Z,2680000,172.0,183.0,1,left,MISS G. Hayward 25' running 3PT,[202330],1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,
276,PT05M25.00S,2021-10-24T20:53:29.8Z,2,REGULAR,rebound,defensive,[],200794,,,1610612751,41,41,2021-10-24T20:53:37Z,2690000,,,0,,P. Millsap REBOUND (Off:0 Def:2),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,275.0,2.0,2.0,0.0,,,,,,,,,,,,
277,PT05M19.00S,2021-10-24T20:53:36.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201988,95.48291721419186,2.941176470588235,1610612751,41,41,2021-10-24T20:53:45Z,2700000,-235.0,-10.0,1,right,MISS P. Mills running 3PT,[201988],1610612751.0,BKN,running,,,Mills,P. Mills,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,
278,PT05M15.00S,2021-10-24T20:53:40.7Z,2,REGULAR,rebound,defensive,[],202397,,,1610612766,41,41,2021-10-24T20:53:45Z,2710000,,,0,,I. Smith REBOUND (Off:0 Def:3),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,277.0,3.0,3.0,0.0,,,,,,,,,,,,
279,PT05M10.00S,2021-10-24T20:53:51.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,41,41,2021-10-24T20:53:51Z,2720000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M10.00S,2021-10-24T20:53:52.6Z,2,REGULAR,substitution,out,[],1628970,,,1610612766,41,41,2021-10-24T20:56:34Z,2730000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M10.00S,2021-10-24T20:53:52.6Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,41,41,2021-10-24T20:56:34Z,2740000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M10.00S,2021-10-24T20:57:14.0Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612766,41,41,2021-10-24T20:57:21Z,2750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M58.00S,2021-10-24T20:57:51.0Z,2,REGULAR,turnover,lost ball,[],1628998,,,1610612766,41,41,2021-10-24T20:57:54Z,2760000,,,0,,C. Martin lost ball TURNOVER (1 TO),"[1628998, 200746]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,1.0,Aldridge,200746.0
284,PT04M58.00S,2021-10-24T20:57:51.0Z,2,REGULAR,steal,,[],200746,,,1610612751,41,41,2021-10-24T22:00:40Z,2770000,,,0,,L. Aldridge STEAL (1 STL),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M50.00S,2021-10-24T20:57:58.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201142,92.9862023653088,51.470588235294116,1610612751,43,41,2021-10-24T20:58:17Z,2780000,7.0,13.0,1,right,K. Durant running Layup (14 PTS) (P. Millsap 3 AST),"[201142, 200794]",1610612751.0,BKN,running,,,Durant,K. Durant,,,,,1.53,Made,,,,,,,,,,,,14.0,P. Millsap,200794.0,3.0,,,
287,PT04M34.00S,2021-10-24T20:58:14.1Z,2,REGULAR,3pt,Jump Shot,[],202330,23.73521681997372,85.29411764705883,1610612766,43,41,2021-10-24T20:58:21Z,2800000,-176.0,171.0,1,left,MISS G. Hayward 24' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,24.55,Missed,,,,,,,,,,,,,,,,,,
288,PT04M34.00S,2021-10-24T20:58:14.1Z,2,REGULAR,rebound,defensive,[],200794,,,1610612751,43,41,2021-10-24T20:58:21Z,2810000,,,0,,P. Millsap REBOUND (Off:0 Def:3),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,287.0,3.0,3.0,0.0,,,,,,,,,,,,
289,PT04M26.00S,2021-10-24T20:58:22.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201142,68.54467805519053,36.27450980392157,1610612751,43,41,2021-10-24T20:58:29Z,2820000,-69.0,243.0,1,right,MISS K. Durant 25' running pullup 3PT,[201142],1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
290,PT04M23.00S,2021-10-24T20:58:25.5Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,43,41,2021-10-24T20:58:29Z,2830000,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,289.0,3.0,3.0,0.0,,,,,,,,,,,,
291,PT04M15.00S,2021-10-24T20:58:33.7Z,2,REGULAR,2pt,Jump Shot,[],1628998,22.946780551905388,70.09803921568627,1610612766,43,41,2021-10-24T20:58:39Z,2840000,-100.0,163.0,1,left,MISS C. Martin 19' Jump Shot,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,19.17,Missed,,,,,,,,,,,,,,,,,,
292,PT04M12.00S,2021-10-24T20:58:36.7Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,43,41,2021-10-24T20:58:39Z,2850000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,291.0,1.0,1.0,0.0,,,,,,,,,,,,
293,PT04M06.00S,2021-10-24T20:58:43.6Z,2,REGULAR,turnover,lost ball,[],201142,,,1610612751,43,41,2021-10-24T20:58:49Z,2860000,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 202397]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,1.0,Smith,202397.0
294,PT04M06.00S,2021-10-24T20:58:43.6Z,2,REGULAR,steal,,[],202397,,,1610612766,43,41,2021-10-24T20:58:45Z,2870000,,,0,,I. Smith STEAL (1 STL),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M02.00S,2021-10-24T20:58:47.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629667,5.601182654402102,48.77450980392157,1610612766,43,43,2021-10-24T20:58:53Z,2880000,6.0,0.0,1,left,J. McDaniels running Layup (7 PTS) (G. Hayward 4 AST),"[1629667, 202330]",1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,0.61,Made,,,,,,,,,,,,7.0,G. Hayward,202330.0,4.0,,,
297,PT03M46.00S,2021-10-24T20:59:05.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,43,43,2021-10-24T20:59:31Z,2900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M46.00S,2021-10-24T20:59:05.4Z,2,REGULAR,substitution,out,[],201988,,,1610612751,43,43,2021-10-24T20:59:20Z,2910000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M46.00S,2021-10-24T20:59:05.4Z,2,REGULAR,substitution,out,[],200794,,,1610612751,43,43,2021-10-24T20:59:20Z,2920000,,,0,,SUB out: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M46.00S,2021-10-24T20:59:05.4Z,2,REGULAR,substitution,out,[],202397,,,1610612751,43,43,2021-10-24T20:59:20Z,2930000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M46.00S,2021-10-24T20:59:05.4Z,2,REGULAR,substitution,in,[],203925,,,1610612751,43,43,2021-10-24T20:59:20Z,2940000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M46.00S,2021-10-24T20:59:05.4Z,2,REGULAR,substitution,in,[],201935,,,1610612751,43,43,2021-10-24T20:59:20Z,2950000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M46.00S,2021-10-24T20:59:05.4Z,2,REGULAR,substitution,in,[],1630163,,,1610612751,43,43,2021-10-24T20:59:20Z,2960000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M37.00S,2021-10-24T20:59:36.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,82.60512483574244,64.95098039215686,1610612751,45,43,2021-10-24T20:59:40Z,2970000,75.0,111.0,1,right,K. Durant 13' turnaround fadeaway Jump Shot (16 PTS),[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,13.39,Made,,,,,,,,,,,,16.0,,,,,,
305,PT03M31.00S,2021-10-24T20:59:45.3Z,2,REGULAR,foul,personal,[],201935,,,1610612766,45,43,2021-10-24T20:59:52Z,2980000,,,0,,J. Harden personal FOUL (2 PF),"[201935, 1629667]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,1204.0,2.0,0.0,McDaniels,1629667.0,,,,,,,
307,PT03M31.00S,2021-10-24T20:59:55.8Z,2,REGULAR,substitution,out,[],1628975,,,1610612766,45,43,2021-10-24T21:00:00Z,3000000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M31.00S,2021-10-24T20:59:55.8Z,2,REGULAR,substitution,in,[],1628971,,,1610612766,45,43,2021-10-24T21:00:00Z,3010000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M15.00S,2021-10-24T21:00:25.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202330,12.302890932982917,48.77450980392157,1610612766,45,43,2021-10-24T21:01:48Z,3020000,6.0,63.0,1,left,MISS G. Hayward 6' driving Layup - blocked,"[202330, 1628971]",1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,6.34,Missed,Brown,1628971.0,,,,,,,,,,,,,,,,
320,PT03M15.00S,2021-10-24T21:00:25.8Z,2,REGULAR,block,,[],1628971,,,1610612766,45,43,2021-10-24T21:01:31Z,3025000,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M14.00S,2021-10-24T21:00:26.8Z,2,REGULAR,rebound,offensive,[],1629667,,,1610612766,45,43,2021-10-24T21:01:48Z,3030000,,,0,,J. McDaniels REBOUND (Off:2 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,309.0,3.0,1.0,2.0,,,,,,,,,,,,
311,PT03M11.00S,2021-10-24T21:00:33.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630163,14.536793692509855,42.15686274509804,1610612766,45,43,2021-10-24T21:01:31Z,3040000,39.0,84.0,1,left,MISS L. Ball 9' pullup Shot - blocked,"[1630163, 201935]",1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,9.28,Missed,Harden,201935.0,,,,,,,,,,,,,,,,
316,PT03M11.00S,2021-10-24T21:00:33.3Z,2,REGULAR,block,,[],201935,,,1610612766,45,43,2021-10-24T21:01:01Z,3045000,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M11.00S,2021-10-24T21:00:33.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,45,43,2021-10-24T21:01:01Z,3050000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,
313,PT03M05.00S,2021-10-24T21:00:48.3Z,2,REGULAR,foul,personal,[],1630163,,,1610612751,45,43,2021-10-24T21:01:05Z,3060000,,,0,,L. Ball loose ball personal FOUL (1 PF),"[1630163, 201935]",1610612766.0,CHA,loose ball,,,Ball,L. Ball,,,,,,,,,,,,,1204.0,1.0,0.0,Harden,201935.0,,,,,,,
315,PT02M54.00S,2021-10-24T21:00:59.6Z,2,REGULAR,3pt,Jump Shot,[],203925,68.9388961892247,74.26470588235294,1610612751,48,43,2021-10-24T21:01:08Z,3080000,121.0,239.0,1,right,J. Harris 26' 3PT  (5 PTS) (J. Harden 3 AST),"[203925, 201935]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,26.85,Made,,,,,,,,,,,,5.0,J. Harden,201935.0,3.0,,,
318,PT02M49.00S,2021-10-24T21:01:07.3Z,2,REGULAR,foul,personal,['2freethrow'],203925,,,1610612766,48,43,2021-10-24T21:01:27Z,3100000,,,0,,J. Harris shooting personal FOUL (3 PF) (Plumlee 2 FT),"[203925, 203486]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,,,,,,,,,1148.0,3.0,0.0,Plumlee,203486.0,,,,,,,
321,PT02M49.00S,2021-10-24T21:01:36.0Z,2,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,48,43,2021-10-24T21:02:15Z,3120000,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Missed,,,,,,,,,,,,,,,,,,
322,PT02M49.00S,2021-10-24T21:01:36.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,48,43,2021-10-24T21:02:15Z,3130000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,,,
323,PT02M49.00S,2021-10-24T21:01:37.8Z,2,REGULAR,substitution,out,[],203925,,,1610612766,48,43,2021-10-24T21:01:44Z,3140000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M49.00S,2021-10-24T21:01:37.8Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,48,43,2021-10-24T21:01:44Z,3150000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M49.00S,2021-10-24T21:01:37.8Z,2,REGULAR,substitution,in,[],201988,,,1610612766,48,43,2021-10-24T21:01:44Z,3160000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M49.00S,2021-10-24T21:01:37.8Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,48,43,2021-10-24T21:01:44Z,3170000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M49.00S,2021-10-24T21:01:36.0Z,2,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,48,43,2021-10-24T21:02:15Z,3180000,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Missed,,,,,,,,,,,,,,,,,,
328,PT02M46.00S,2021-10-24T21:01:39.0Z,2,REGULAR,rebound,defensive,[],200746,,,1610612751,48,43,2021-10-24T21:02:15Z,3190000,,,0,,L. Aldridge REBOUND (Off:1 Def:2),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,327.0,3.0,2.0,1.0,,,,,,,,,,,,
329,PT02M33.00S,2021-10-24T21:02:11.2Z,2,REGULAR,3pt,Jump Shot,[],1628971,96.40275952693824,3.6764705882352944,1610612751,48,43,2021-10-24T21:02:17Z,3200000,-232.0,-19.0,1,right,MISS B. Brown 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,23.24,Missed,,,,,,,,,,,,,,,,,,
330,PT02M29.00S,2021-10-24T21:02:14.6Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,48,43,2021-10-24T21:02:14Z,3210000,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,329.0,2.0,1.0,1.0,,,,,,,,,,,,
331,PT02M23.00S,2021-10-24T21:02:20.0Z,2,REGULAR,3pt,Jump Shot,[],1630163,28.07161629434954,78.92156862745098,1610612766,48,43,2021-10-24T21:02:25Z,3220000,-145.0,211.0,1,left,MISS L. Ball 25' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,
332,PT02M18.00S,2021-10-24T21:02:25.0Z,2,REGULAR,rebound,defensive,[],200746,,,1610612751,48,43,2021-10-24T21:02:25Z,3230000,,,0,,L. Aldridge REBOUND (Off:1 Def:3),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,331.0,4.0,3.0,1.0,,,,,,,,,,,,
333,PT02M07.00S,2021-10-24T21:02:36.5Z,2,REGULAR,2pt,Jump Shot,[],200746,72.22404730617609,49.01960784313725,1610612751,50,43,2021-10-24T21:02:41Z,3240000,-5.0,209.0,1,right,L. Aldridge 20' Jump Shot (4 PTS) (J. Harden 4 AST),"[200746, 201935]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,20.87,Made,,,,,,,,,,,,4.0,J. Harden,201935.0,4.0,,,
335,PT01M40.00S,2021-10-24T21:03:02.6Z,2,REGULAR,2pt,Jump Shot,[],1630163,10.068988173455978,23.52941176470588,1610612766,50,43,2021-10-24T21:03:06Z,3260000,132.0,42.0,1,left,MISS L. Ball 13' Jump Shot,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,13.89,Missed,,,,,,,,,,,,,,,,,,
336,PT01M38.00S,2021-10-24T21:03:04.6Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,50,43,2021-10-24T21:03:06Z,3270000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,335.0,2.0,2.0,0.0,,,,,,,,,,,,
337,PT01M21.00S,2021-10-24T21:03:22.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,91.80354796320631,44.85294117647059,1610612751,50,43,2021-10-24T21:03:30Z,3280000,-26.0,25.0,1,right,MISS B. Brown Layup - blocked,"[1628971, 203486]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,3.55,Missed,Plumlee,203486.0,,,,,,,,,,,,,,,,
338,PT01M21.00S,2021-10-24T21:03:22.8Z,2,REGULAR,block,,[],203486,,,1610612751,50,43,2021-10-24T21:04:41Z,3290000,,,0,,M. Plumlee BLOCK (2 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
339,PT01M19.00S,2021-10-24T21:03:24.8Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,50,43,2021-10-24T22:01:06Z,3300000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,337.0,1.0,1.0,0.0,,,,,,,,,,,,
340,PT01M19.00S,2021-10-24T21:03:30.6Z,2,REGULAR,turnover,out-of-bounds,[],202330,,,1610612766,50,43,2021-10-24T21:03:40Z,3310000,,,0,,G. Hayward lost ball out-of-bounds TURNOVER (4 TO),[202330],1610612766.0,CHA,lost ball,,,Hayward,G. Hayward,,,,,,,,,,,,,1627529.0,,,,,,,,,4.0,,
341,PT01M07.00S,2021-10-24T21:03:59.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200746,93.9060446780552,49.01960784313725,1610612751,52,43,2021-10-24T21:04:35Z,3320000,-5.0,5.0,1,right,L. Aldridge cutting Layup (6 PTS) (K. Durant 3 AST),"[200746, 201142]",1610612751.0,BKN,cutting,,,Aldridge,L. Aldridge,,,,,0.69,Made,,,,,,,,,,,,6.0,K. Durant,201142.0,3.0,,,
343,PT01M07.00S,2021-10-24T21:04:02.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203486,,,1610612751,52,43,2021-10-24T21:04:16Z,3340000,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Aldridge 1 FT),"[203486, 200746]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,,,,,,,,,1148.0,1.0,0.0,Aldridge,200746.0,,,,,,,
345,PT01M07.00S,2021-10-24T21:04:27.5Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],200746,,,1610612751,53,43,2021-10-24T21:04:27Z,3360000,,,0,,L. Aldridge Free Throw 1 of 1 (7 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
346,PT01M00.00S,2021-10-24T21:04:39.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.258212877792378,47.549019607843135,1610612766,53,45,2021-10-24T21:04:44Z,3370000,12.0,6.0,1,left,L. Ball driving finger roll Layup (13 PTS),[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,1.38,Made,,,,,,,,,,,,13.0,,,,,,
347,PT00M46.10S,2021-10-24T21:04:57.0Z,2,REGULAR,2pt,Jump Shot,[],201142,96.13994743758212,72.54901960784314,1610612751,55,45,2021-10-24T21:05:02Z,3380000,113.0,-16.0,1,right,K. Durant 11' fadeaway Jump Shot (18 PTS),[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,11.39,Made,,,,,,,,,,,,18.0,,,,,,
348,PT00M43.50S,2021-10-24T21:05:05.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201935,,,1610612766,55,45,2021-10-24T21:05:24Z,3390000,,,0,,J. Harden personal FOUL (3 PF) (Bridges 2 FT),"[201935, 1628970]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,1627529.0,3.0,0.0,Bridges,1628970.0,,,,,,,
350,PT00M43.50S,2021-10-24T21:05:35.3Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,55,46,2021-10-24T21:05:35Z,3410000,,,0,,M. Bridges Free Throw 1 of 2 (17 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,,,17.0,,,,,,
351,PT00M43.50S,2021-10-24T21:05:55.6Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,55,47,2021-10-24T21:05:55Z,3420000,,,0,,M. Bridges Free Throw 2 of 2 (18 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,,,18.0,,,,,,
352,PT00M36.10S,2021-10-24T21:06:06.2Z,2,REGULAR,2pt,Jump Shot,[],201142,75.97322601839684,75.26807598039215,1610612751,57,47,2021-10-24T21:06:11Z,3430000,126.0,173.0,1,right,K. Durant 21' pullup Jump Shot (20 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,21.45,Made,,,,,,,,,,,,20.0,,,,,,
353,PT00M25.70S,2021-10-24T21:06:20.8Z,2,REGULAR,3pt,Jump Shot,[],1628970,26.49474375821288,81.86274509803921,1610612766,57,50,2021-10-24T21:06:29Z,3440000,-159.0,197.0,1,left,M. Bridges 25' 3PT step back (21 PTS) (L. Ball 2 AST),"[1628970, 1630163]",1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,25.3,Made,,,,,,,,,,,,21.0,L. Ball,1630163.0,2.0,,,
355,PT00M05.20S,2021-10-24T21:06:48.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630163,,,1610612751,57,50,2021-10-24T21:07:05Z,3460000,,,0,,L. Ball shooting personal FOUL (2 PF) (Brown 2 FT),"[1630163, 1628971]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,,,,,,,,,1627529.0,2.0,0.0,Brown,1628971.0,,,,,,,
357,PT00M05.20S,2021-10-24T21:07:16.2Z,2,REGULAR,freethrow,1 of 2,[],1628971,,,1610612751,58,50,2021-10-24T21:07:16Z,3480000,,,0,,B. Brown Free Throw 1 of 2 (6 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,,,,,,,,,,,,6.0,,,,,,
358,PT00M05.20S,2021-10-24T21:07:17.0Z,2,REGULAR,substitution,out,[],201935,,,1610612751,58,50,2021-10-24T21:07:21Z,3490000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
359,PT00M05.20S,2021-10-24T21:07:17.0Z,2,REGULAR,substitution,out,[],200746,,,1610612751,58,50,2021-10-24T21:07:21Z,3500000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
360,PT00M05.20S,2021-10-24T21:07:17.0Z,2,REGULAR,substitution,in,[],1628975,,,1610612751,58,50,2021-10-24T21:07:21Z,3510000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
361,PT00M05.20S,2021-10-24T21:07:17.0Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,58,50,2021-10-24T21:07:21Z,3520000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
362,PT00M05.20S,2021-10-24T21:07:23.2Z,2,REGULAR,substitution,out,[],1628998,,,1610612751,58,50,2021-10-24T21:07:29Z,3530000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
363,PT00M05.20S,2021-10-24T21:07:23.2Z,2,REGULAR,substitution,out,[],203486,,,1610612751,58,50,2021-10-24T21:07:29Z,3540000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
