actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
277,PT04M08.00S,2022-04-09T00:25:52.5Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,46,40,2022-04-09T00:25:52Z,2770000,,,0,,K. Irving REBOUND (Off:0 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,276.0,4.0,4.0,0.0,,,,,,,,
278,PT03M59.00S,2022-04-09T00:26:04.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628374,,,1610612751,46,40,2022-04-09T00:26:17Z,2780000,,,0,,L. Markkanen personal FOUL (3 PF) (Durant 2 FT),"[1628374, 201142]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,1198.0,3.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
280,PT03M59.00S,2022-04-09T00:26:40.5Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,47,40,2022-04-09T00:26:40Z,2800000,,,0,,K. Durant Free Throw 1 of 2 (19 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,Made,,,,,,,19.0,,,,,
281,PT03M59.00S,2022-04-09T00:26:41.0Z,2,REGULAR,substitution,out,[],1628374,,,1610612751,47,40,2022-04-09T00:26:43Z,2810000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M59.00S,2022-04-09T00:26:41.0Z,2,REGULAR,substitution,in,[],1630205,,,1610612751,47,40,2022-04-09T00:26:43Z,2820000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M59.00S,2022-04-09T00:27:01.4Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,48,40,2022-04-09T00:27:01Z,2830000,,,0,,K. Durant Free Throw 2 of 2 (20 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,Made,,,,,,,20.0,,,,,
284,PT03M51.00S,2022-04-09T00:27:16.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612739,48,40,2022-04-09T00:27:34Z,2840000,,,0,,N. Claxton personal FOUL (3 PF) (Mobley 2 FT),"[1629651, 1630596]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,1198.0,3.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
286,PT03M51.00S,2022-04-09T00:27:42.9Z,2,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,48,41,2022-04-09T00:27:42Z,2860000,,,0,,E. Mobley Free Throw 1 of 2 (9 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Made,,,,,,,9.0,,,,,
287,PT03M51.00S,2022-04-09T00:27:44.5Z,2,REGULAR,substitution,out,[],1629651,,,1610612739,48,41,2022-04-09T00:27:47Z,2870000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M51.00S,2022-04-09T00:27:44.5Z,2,REGULAR,substitution,in,[],1628971,,,1610612739,48,41,2022-04-09T00:27:47Z,2880000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M51.00S,2022-04-09T00:28:03.6Z,2,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,48,42,2022-04-09T00:28:03Z,2890000,,,0,,E. Mobley Free Throw 2 of 2 (10 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Made,,,,,,,10.0,,,,,
290,PT03M43.00S,2022-04-09T00:28:13.2Z,2,REGULAR,3pt,Jump Shot,[],202681,90.88370565045992,3.9215686274509802,1610612751,51,42,2022-04-09T00:28:17Z,2900000,-230.0,33.0,1,right,K. Irving 3PT  (9 PTS) (B. Brown 5 AST),"[202681, 1628971]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,23.28,Made,,,,,,,9.0,B. Brown,1628971.0,5.0,,
292,PT03M42.00S,2022-04-09T00:28:19.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,51,42,2022-04-09T00:28:19Z,2920000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M33.00S,2022-04-09T00:31:24.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,8.804204993429693,53.89859068627451,1610612739,51,44,2022-04-09T00:32:47Z,2930000,-19.0,30.0,1,left,C. Osman cutting Layup (5 PTS) (E. Mobley 1 AST),"[1626224, 1630596]",1610612739.0,CLE,cutting,,,Osman,C. Osman,,,,,,,,,,,3.6,Made,,,,,,,5.0,E. Mobley,1630596.0,1.0,,
295,PT03M06.00S,2022-04-09T00:31:49.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,82.7365308804205,47.30392156862745,1610612751,53,44,2022-04-09T00:31:53Z,2950000,-13.0,110.0,1,right,B. Brown 11' floating Jump Shot (9 PTS) (K. Durant 3 AST),"[1628971, 201142]",1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,,,,,,,11.06,Made,,,,,,,9.0,K. Durant,201142.0,3.0,,
297,PT02M52.00S,2022-04-09T00:32:05.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612739,53,44,2022-04-09T00:32:25Z,2970000,,,0,,K. Irving shooting personal FOUL (1 PF) (LeVert 2 FT),"[202681, 1627747]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,202049.0,1.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,
299,PT02M52.00S,2022-04-09T00:32:28.4Z,2,REGULAR,freethrow,1 of 2,[],1627747,,,1610612739,53,45,2022-04-09T00:32:28Z,2990000,,,0,,C. LeVert Free Throw 1 of 2 (7 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,Made,,,,,,,7.0,,,,,
300,PT02M52.00S,2022-04-09T00:32:42.7Z,2,REGULAR,freethrow,2 of 2,[],1627747,,,1610612739,53,46,2022-04-09T00:32:42Z,3000000,,,0,,C. LeVert Free Throw 2 of 2 (8 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,Made,,,,,,,8.0,,,,,
301,PT02M42.00S,2022-04-09T00:32:57.6Z,2,REGULAR,turnover,out-of-bounds,[],202681,,,1610612751,53,46,2022-04-09T00:33:28Z,3010000,,,0,,K. Irving bad pass out-of-bounds TURNOVER (1 TO),[202681],1610612751.0,BKN,bad pass,,,Irving,K. Irving,,,,,202049.0,,,,,1.0,,,,,,,,,,,,,,
302,PT02M33.00S,2022-04-09T00:33:10.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627747,7.440867279894875,55.392156862745104,1610612739,53,48,2022-04-09T00:33:14Z,3020000,-27.0,17.0,1,left,C. LeVert driving Layup (10 PTS),[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,,,,,,,3.21,Made,,,,,,,10.0,,,,,
303,PT02M17.00S,2022-04-09T00:33:25.2Z,2,REGULAR,3pt,Jump Shot,[],202681,75.24638633377135,12.5,1610612751,53,48,2022-04-09T00:40:22Z,3030000,-188.0,180.0,1,right,MISS K. Irving 26' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,26.01,Missed,,,,,,,,,,,,
304,PT02M14.00S,2022-04-09T00:33:28.2Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,53,48,2022-04-09T00:33:28Z,3040000,,,0,,E. Mobley REBOUND (Off:1 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,303.0,4.0,3.0,1.0,,,,,,,,
305,PT01M57.00S,2022-04-09T00:33:45.8Z,2,REGULAR,3pt,Jump Shot,[],1626224,8.09789750328515,4.6568627450980395,1610612739,53,48,2022-04-09T00:33:50Z,3050000,227.0,24.0,1,left,MISS C. Osman 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,22.79,Missed,,,,,,,,,,,,
306,PT01M52.00S,2022-04-09T00:33:50.8Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,53,48,2022-04-09T00:33:50Z,3060000,,,0,,B. Brown REBOUND (Off:3 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,305.0,6.0,3.0,3.0,,,,,,,,
307,PT01M41.00S,2022-04-09T00:34:00.9Z,2,REGULAR,3pt,Jump Shot,[],201988,76.82325886990802,11.76470588235294,1610612751,53,48,2022-04-09T00:34:06Z,3070000,-191.0,165.0,1,right,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,25.28,Missed,,,,,,,,,,,,
308,PT01M38.00S,2022-04-09T00:34:03.9Z,2,REGULAR,rebound,offensive,[],1630556,,,1610612751,53,48,2022-04-09T00:34:06Z,3080000,,,0,,K. Edwards REBOUND (Off:1 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,307.0,2.0,1.0,1.0,,,,,,,,
309,PT01M38.00S,2022-04-09T00:34:04.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630556,91.80354796320631,43.627450980392155,1610612751,55,48,2022-04-09T00:40:30Z,3090000,-32.0,25.0,1,right,K. Edwards putback Layup (5 PTS),[1630556],1610612751.0,BKN,putback,,,Edwards,K. Edwards,,,,,,,,,,,4.02,Made,,,,,,,5.0,,,,,
310,PT01M28.00S,2022-04-09T00:34:16.5Z,2,REGULAR,foul,offensive,['inpenalty'],1627747,,,1610612739,55,48,2022-04-09T00:34:26Z,3100000,,,0,,C. LeVert offensive FOUL (2 PF),"[1627747, 201988]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,1198.0,2.0,0.0,Mills,201988.0,,,,,,,,,,,,,,,
312,PT01M28.00S,2022-04-09T00:34:16.5Z,2,REGULAR,turnover,offensive foul,[],1627747,,,1610612739,55,48,2022-04-09T00:34:16Z,3120000,,,0,,C. LeVert offensive foul TURNOVER (1 TO),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,1198.0,,,,,1.0,,,,,,,,,,,,,,
313,PT01M09.00S,2022-04-09T00:34:49.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202681,67.62483574244416,58.08823529411765,1610612751,55,48,2022-04-09T00:34:55Z,3130000,40.0,252.0,1,right,MISS K. Irving 25' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,,,,25.5,Missed,,,,,,,,,,,,
314,PT01M05.00S,2022-04-09T00:34:53.0Z,2,REGULAR,rebound,offensive,[],1630556,,,1610612751,55,48,2022-04-09T00:34:55Z,3140000,,,0,,K. Edwards REBOUND (Off:2 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,313.0,3.0,1.0,2.0,,,,,,,,
315,PT01M01.00S,2022-04-09T00:34:56.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201988,86.5473061760841,4.166666666666666,1610612751,58,48,2022-04-09T00:35:01Z,3150000,-229.0,74.0,1,right,P. Mills 24' 3PT  (3 PTS) (K. Durant 4 AST),"[201988, 201142]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,24.08,Made,,,,,,,3.0,K. Durant,201142.0,4.0,,
317,PT00M46.00S,2022-04-09T00:35:15.8Z,2,REGULAR,3pt,Jump Shot,[],1629636,32.14520367936925,64.4607843137255,1610612739,58,51,2022-04-09T00:35:19Z,3170000,-72.0,250.0,1,left,D. Garland 26' 3PT step back (13 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,,,,,26.0,Made,,,,,,,13.0,,,,,
318,PT00M38.10S,2022-04-09T00:35:28.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627747,,,1610612751,58,51,2022-04-09T00:35:37Z,3180000,,,0,,C. LeVert shooting personal FOUL (3 PF) (Durant 2 FT),"[1627747, 201142]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,2715.0,3.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
320,PT00M38.10S,2022-04-09T00:35:52.8Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,59,51,2022-04-09T00:35:52Z,3200000,,,0,,K. Durant Free Throw 1 of 2 (21 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,Made,,,,,,,21.0,,,,,
321,PT00M38.10S,2022-04-09T00:36:02.0Z,2,REGULAR,substitution,out,[],1627747,,,1610612751,59,51,2022-04-09T00:36:07Z,3210000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M38.10S,2022-04-09T00:36:02.0Z,2,REGULAR,substitution,in,[],1630171,,,1610612751,59,51,2022-04-09T00:36:07Z,3220000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M38.10S,2022-04-09T00:36:18.2Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,60,51,2022-04-09T00:36:18Z,3230000,,,0,,K. Durant Free Throw 2 of 2 (22 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,Made,,,,,,,22.0,,,,,
324,PT00M26.60S,2022-04-09T00:36:31.5Z,2,REGULAR,3pt,Jump Shot,[],1629636,20.45006570302234,89.4607843137255,1610612739,60,54,2022-04-09T00:36:35Z,3240000,-197.0,140.0,1,left,D. Garland 24' 3PT step back (16 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,,,,,24.18,Made,,,,,,,16.0,,,,,
325,PT00M06.70S,2022-04-09T00:36:53.8Z,2,REGULAR,2pt,Jump Shot,[],202681,88.64980289093299,71.56862745098039,1610612751,62,54,2022-04-09T00:40:42Z,3250000,108.0,54.0,1,right,K. Irving 12' pullup bank Jump Shot (11 PTS),[202681],1610612751.0,BKN,pullup bank,,,Irving,K. Irving,,,,,,,,,,,12.07,Made,,,,,,,11.0,,,,,
326,PT00M01.50S,2022-04-09T00:37:00.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629636,10.068988173455978,36.27450980392157,1610612739,62,54,2022-04-09T00:37:05Z,3260000,69.0,42.0,1,left,MISS D. Garland 8' driving Layup - blocked,"[1629636, 201142]",1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,,,,,8.05,Missed,,,,,Durant,201142.0,,,,,,
327,PT00M01.50S,2022-04-09T00:37:00.2Z,2,REGULAR,block,,[],201142,,,1610612739,62,54,2022-04-09T00:37:01Z,3270000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M00.30S,2022-04-09T00:37:01.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,62,54,2022-04-09T00:37:05Z,3280000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,326.0,,,,,,,,,,,
329,PT00M00.30S,2022-04-09T00:37:05.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,62,54,2022-04-09T00:37:05Z,3290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M00.30S,2022-04-09T00:37:24.8Z,2,REGULAR,substitution,out,[],201988,,,1610612739,62,54,2022-04-09T00:37:31Z,3300000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M00.30S,2022-04-09T00:37:24.8Z,2,REGULAR,substitution,in,[],1629651,,,1610612739,62,54,2022-04-09T00:37:31Z,3310000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M00.00S,2022-04-09T00:37:47.1Z,2,REGULAR,period,end,[],0,,,1610612739,62,54,2022-04-09T00:37:47Z,3320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-04-09T00:50:56.5Z,3,REGULAR,substitution,out,['startperiod'],1630556,,,1610612739,62,54,2022-04-09T00:52:51Z,3330000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-04-09T00:50:56.5Z,3,REGULAR,substitution,out,['startperiod'],1629651,,,1610612739,62,54,2022-04-09T00:52:51Z,3340000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-04-09T00:50:56.5Z,3,REGULAR,substitution,out,['startperiod'],1630205,,,1610612739,62,54,2022-04-09T00:52:51Z,3350000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-04-09T00:50:56.5Z,3,REGULAR,substitution,out,['startperiod'],1626224,,,1610612739,62,54,2022-04-09T00:52:51Z,3360000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-04-09T00:50:56.5Z,3,REGULAR,substitution,in,['startperiod'],203552,,,1610612739,62,54,2022-04-09T00:52:51Z,3370000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-04-09T00:50:56.5Z,3,REGULAR,substitution,in,['startperiod'],203083,,,1610612739,62,54,2022-04-09T00:52:51Z,3380000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-04-09T00:50:56.5Z,3,REGULAR,substitution,in,['startperiod'],1628374,,,1610612739,62,54,2022-04-09T00:52:51Z,3390000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-04-09T00:50:56.5Z,3,REGULAR,substitution,in,['startperiod'],1627747,,,1610612739,62,54,2022-04-09T00:52:51Z,3400000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-04-09T00:53:35.3Z,3,REGULAR,period,start,[],0,,,1610612739,62,54,2022-04-09T00:53:35Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M52.00S,2022-04-09T00:53:44.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,91.93495400788436,54.65686274509803,1610612739,62,56,2022-04-09T00:54:10Z,3420000,23.0,23.0,1,right,L. Markkanen cutting Layup (8 PTS) (E. Mobley 2 AST),"[1628374, 1630596]",1610612739.0,CLE,cutting,,,Markkanen,L. Markkanen,,,,,,,,,,,3.3,Made,,,,,,,8.0,E. Mobley,1630596.0,2.0,,
344,PT11M52.00S,2022-04-09T00:53:46.5Z,3,REGULAR,foul,personal,['1freethrow'],201142,,,1610612739,62,56,2022-04-09T00:53:57Z,3440000,,,0,,K. Durant shooting personal FOUL (2 PF) (Markkanen 1 FT),"[201142, 1628374]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,1198.0,2.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,
346,PT11M52.00S,2022-04-09T00:54:09.1Z,3,REGULAR,freethrow,1 of 1,[],1628374,,,1610612739,62,57,2022-04-09T00:54:09Z,3460000,,,0,,L. Markkanen Free Throw 1 of 1 (9 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,Made,,,,,,,9.0,,,,,
347,PT11M40.00S,2022-04-09T00:54:22.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201142,6.258212877792378,55.63725490196079,1610612751,64,57,2022-04-09T00:54:47Z,3470000,-28.0,6.0,1,left,K. Durant driving reverse Layup (24 PTS) (B. Brown 6 AST),"[201142, 1628971]",1610612751.0,BKN,driving reverse,,,Durant,K. Durant,,,,,,,,,,,2.89,Made,,,,,,,24.0,B. Brown,1628971.0,6.0,,
349,PT11M24.00S,2022-04-09T00:54:37.8Z,3,REGULAR,3pt,Jump Shot,[],1627747,66.5735873850197,53.431372549019606,1610612739,64,57,2022-04-09T00:54:43Z,3490000,17.0,262.0,1,right,MISS C. LeVert 26' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,26.23,Missed,,,,,,,,,,,,
350,PT11M21.00S,2022-04-09T00:54:40.8Z,3,REGULAR,rebound,defensive,[],203083,,,1610612751,64,57,2022-04-09T00:54:43Z,3500000,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,349.0,5.0,4.0,1.0,,,,,,,,
351,PT11M06.00S,2022-04-09T00:54:56.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203083,9.806176084099869,48.529411764705884,1610612751,66,57,2022-04-09T00:54:59Z,3510000,7.0,40.0,1,left,A. Drummond Layup (5 PTS) (S. Curry 2 AST),"[203083, 203552]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,4.04,Made,,,,,,,5.0,S. Curry,203552.0,2.0,,
353,PT10M49.00S,2022-04-09T00:55:13.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,92.59198423127464,39.950980392156865,1610612739,66,57,2022-04-09T00:55:17Z,3530000,-50.0,17.0,1,right,MISS L. Markkanen cutting Layup - blocked,"[1628374, 201142]",1610612739.0,CLE,cutting,,,Markkanen,L. Markkanen,,,,,,,,,,,5.3,Missed,,,,,Durant,201142.0,,,,,,
354,PT10M49.00S,2022-04-09T00:55:13.0Z,3,REGULAR,block,,[],201142,,,1610612739,66,57,2022-04-09T00:55:15Z,3540000,,,0,,K. Durant BLOCK (2 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
355,PT10M48.00S,2022-04-09T00:55:14.0Z,3,REGULAR,rebound,defensive,[],203552,,,1610612751,66,57,2022-04-09T00:55:17Z,3550000,,,0,,S. Curry REBOUND (Off:1 Def:2),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,353.0,3.0,2.0,1.0,,,,,,,,
356,PT10M42.00S,2022-04-09T00:55:20.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,18.478975032851512,40.931372549019606,1610612751,68,57,2022-04-09T00:55:41Z,3560000,45.0,121.0,1,left,K. Irving 12' fadeaway Jump Shot (13 PTS) (S. Curry 3 AST),"[202681, 203552]",1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,,,,,,,12.94,Made,,,,,,,13.0,S. Curry,203552.0,3.0,,
358,PT10M24.00S,2022-04-09T00:55:38.9Z,3,REGULAR,3pt,Jump Shot,[],1628374,74.72076215505913,10.049019607843137,1610612739,68,60,2022-04-09T00:55:44Z,3580000,-200.0,185.0,1,right,L. Markkanen 27' 3PT  (12 PTS) (E. Mobley 3 AST),"[1628374, 1630596]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,27.24,Made,,,,,,,12.0,E. Mobley,1630596.0,3.0,,
360,PT10M07.00S,2022-04-09T00:55:55.9Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612751,68,60,2022-04-09T00:56:01Z,3600000,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1629636]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,1.0,,,,,,,,,,,,,Garland,1629636.0
361,PT10M07.00S,2022-04-09T00:55:55.9Z,3,REGULAR,steal,,[],1629636,,,1610612739,68,60,2022-04-09T00:55:57Z,3610000,,,0,,D. Garland STEAL (2 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
362,PT09M58.00S,2022-04-09T00:56:04.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630596,92.59198423127464,41.42156862745098,1610612739,68,60,2022-04-09T00:56:07Z,3620000,-43.0,17.0,1,right,MISS E. Mobley Layup - blocked,"[1630596, 1628971]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,4.62,Missed,,,,,Brown,1628971.0,,,,,,
363,PT09M58.00S,2022-04-09T00:56:04.5Z,3,REGULAR,block,,[],1628971,,,1610612739,68,60,2022-04-09T00:56:06Z,3630000,,,0,,B. Brown BLOCK (3 BLK),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
364,PT09M55.00S,2022-04-09T00:56:07.5Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612751,68,60,2022-04-09T00:56:07Z,3640000,,,0,,B. Brown REBOUND (Off:3 Def:4),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,362.0,7.0,4.0,3.0,,,,,,,,
365,PT09M53.00S,2022-04-09T00:56:10.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,8.754927726675426,42.40196078431372,1610612751,70,60,2022-04-09T00:56:14Z,3650000,38.0,30.0,1,left,B. Brown running Layup (11 PTS),[1628971],1610612751.0,BKN,running,,,Brown,B. Brown,,,,,,,,,,,4.83,Made,,,,,,,11.0,,,,,
366,PT09M50.00S,2022-04-09T00:56:20.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,70,60,2022-04-09T00:56:20Z,3660000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT09M39.00S,2022-04-09T00:59:17.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627747,92.32917214191852,51.9607843137255,1610612739,70,62,2022-04-09T00:59:22Z,3670000,10.0,20.0,1,right,C. LeVert driving DUNK (12 PTS),[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,,,,,,,2.19,Made,,,,,,,12.0,,,,,
