actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
278,PT03M30.00S,2021-11-04T00:29:28.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",201933,94.40999984741211,50.0,1610612751,49,46,2021-11-04T00:29:31Z,2700000,0.0,0.0,1,right,MISS B. Griffin tip Layup,[201933],1610612751.0,BKN,tip,,,,,,0.0,Missed,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,
279,PT03M30.00S,2021-11-04T00:29:28.2Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,49,46,2021-11-04T00:29:31Z,2710000,,,0,,J. Collins REBOUND (Off:1 Def:3),[1628381],1610612737.0,ATL,,,,,,,,,Collins,J. Collins,278.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
280,PT03M22.00S,2021-11-04T00:29:38.5Z,2,REGULAR,foul,personal,['2freethrow'],201933,,,1610612737,49,46,2021-11-04T00:29:54Z,2720000,,,0,,B. Griffin shooting personal FOUL (2 PF) (Collins 2 FT),"[201933, 1628381]",1610612751.0,BKN,shooting,,,,,,,,Griffin,B. Griffin,,,,,,,,,201639.0,2.0,0.0,Collins,1628381.0,,,,,,
282,PT03M22.00S,2021-11-04T00:30:22.4Z,2,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,49,47,2021-11-04T00:30:22Z,2740000,,,0,,J. Collins Free Throw 1 of 2 (3 PTS),[1628381],1610612737.0,ATL,,,,,,,,Made,Collins,J. Collins,,,,,3.0,,,,,,,,,,,,,,
283,PT03M22.00S,2021-11-04T00:30:35.6Z,2,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,49,48,2021-11-04T00:30:35Z,2750000,,,0,,J. Collins Free Throw 2 of 2 (4 PTS),[1628381],1610612737.0,ATL,,,,,,,,Made,Collins,J. Collins,,,,,4.0,,,,,,,,,,,,,,
284,PT03M02.00S,2021-11-04T00:30:58.1Z,2,REGULAR,turnover,lost ball,[],1628971,,,1610612751,49,48,2021-11-04T00:31:05Z,2760000,,,0,,B. Brown lost ball TURNOVER (1 TO),"[1628971, 1629631]",1610612751.0,BKN,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,1.0,Hunter,1629631.0,,,
285,PT03M02.00S,2021-11-04T00:30:58.1Z,2,REGULAR,steal,,[],1629631,,,1610612737,49,48,2021-11-04T00:31:00Z,2770000,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,
286,PT02M58.00S,2021-11-04T00:31:02.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203991,5.732588699080158,49.26470588235294,1610612737,49,50,2021-11-04T00:31:10Z,2780000,4.0,1.0,1,left,C. Capela running alley-oop DUNK (4 PTS) (J. Collins 1 AST),"[203991, 1628381]",1610612737.0,ATL,running alley-oop,,,,,,0.4,Made,Capela,C. Capela,,,,,4.0,J. Collins,1628381.0,1.0,,,,,,,,,,,
288,PT02M41.00S,2021-11-04T00:31:19.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,93.11760840998686,49.50980392156863,1610612751,51,50,2021-11-04T00:38:10Z,2800000,-2.0,12.0,1,right,K. Durant cutting DUNK (14 PTS) (B. Griffin 2 AST),"[201142, 201933]",1610612751.0,BKN,cutting,,,,,,1.25,Made,Durant,K. Durant,,,,,14.0,B. Griffin,201933.0,2.0,,,,,,,,,,,
290,PT02M28.00S,2021-11-04T00:31:32.4Z,2,REGULAR,3pt,Jump Shot,[],1629631,32.670827858081466,46.81372549019608,1610612737,51,53,2021-11-04T00:38:39Z,2820000,16.0,255.0,1,left,D. Hunter 25' 3PT pullup (11 PTS) (T. Young 6 AST),"[1629631, 1629027]",1610612737.0,ATL,pullup,,,,,,25.51,Made,Hunter,D. Hunter,,,,,11.0,T. Young,1629027.0,6.0,,,,,,,,,,,
292,PT02M05.00S,2021-11-04T00:31:54.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,91.5407358738502,50.98039215686274,1610612751,51,53,2021-11-04T00:31:59Z,2840000,5.0,27.0,1,right,MISS B. Brown driving Layup - blocked,"[1628971, 1628381]",1610612751.0,BKN,driving,,,,,,2.74,Missed,Brown,B. Brown,,,,,,,,,,,,,,,,,Collins,1628381.0,
293,PT02M05.00S,2021-11-04T00:31:54.9Z,2,REGULAR,block,,[],1628381,,,1610612751,51,53,2021-11-04T00:39:52Z,2850000,,,0,,J. Collins BLOCK (2 BLK),[1628381],1610612737.0,ATL,,,,,,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,
294,PT02M02.00S,2021-11-04T00:31:57.9Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,51,53,2021-11-04T00:31:59Z,2860000,,,0,,T. Young REBOUND (Off:1 Def:3),[1629027],1610612737.0,ATL,,,,,,,,,Young,T. Young,292.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
295,PT02M00.00S,2021-11-04T00:32:00.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629631,2.9730617608409986,94.85294117647058,1610612737,51,56,2021-11-04T00:32:05Z,2870000,-224.0,-25.0,1,left,D. Hunter 3PT  (14 PTS) (T. Young 7 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,,,,22.56,Made,Hunter,D. Hunter,,,,,14.0,T. Young,1629027.0,7.0,,,,,,,,,,,
297,PT01M51.00S,2021-11-04T00:32:14.1Z,2,REGULAR,foul,personal,[],203992,,,1610612751,51,56,2021-11-04T00:32:23Z,2890000,,,0,,B. Bogdanovic personal FOUL (2 PF),"[203992, 201935]",1610612737.0,ATL,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,2005.0,2.0,0.0,Harden,201935.0,,,,,,
299,PT01M51.00S,2021-11-04T00:32:33.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,51,56,2021-11-04T00:32:33Z,2910000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M44.00S,2021-11-04T00:36:12.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.94809461235218,51.225490196078425,1610612751,53,56,2021-11-04T00:36:21Z,2920000,6.0,117.0,1,right,K. Durant 11' pullup Jump Shot (16 PTS) (J. Harden 8 AST),"[201142, 201935]",1610612751.0,BKN,pullup,,,,,,11.74,Made,Durant,K. Durant,,,,,16.0,J. Harden,201935.0,8.0,,,,,,,,,,,
303,PT01M24.00S,2021-11-04T00:36:32.0Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,53,56,2021-11-04T00:36:37Z,2940000,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1628971]",1610612737.0,ATL,,,,,,,,,Young,T. Young,,,,,,,,,,,,,,2.0,Brown,1628971.0,,,
304,PT01M24.00S,2021-11-04T00:36:32.0Z,2,REGULAR,steal,,[],1628971,,,1610612751,53,56,2021-11-04T00:36:35Z,2950000,,,0,,B. Brown STEAL (1 STL),[1628971],1610612751.0,BKN,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
305,PT01M20.00S,2021-11-04T00:36:36.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628971,94.30026281208936,53.431372549019606,1610612751,55,56,2021-11-04T00:42:34Z,2960000,17.0,1.0,1,right,B. Brown running finger roll Layup (8 PTS),[1628971],1610612751.0,BKN,running finger roll,,,,,,1.72,Made,Brown,B. Brown,,,,,8.0,,,,,,,,,,,,,,
306,PT01M07.00S,2021-11-04T00:36:49.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,14.536793692509855,35.294117647058826,1610612737,55,56,2021-11-04T00:36:55Z,2970000,74.0,84.0,1,left,MISS T. Young 11' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,,,,11.17,Missed,Young,T. Young,,,,,,,,,,,,,,,,,,,
307,PT01M06.00S,2021-11-04T00:36:50.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,55,56,2021-11-04T00:36:55Z,2980000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,306.0,,,,,,,,,,,,,,,,,,
308,PT01M06.00S,2021-11-04T00:36:55.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,55,56,2021-11-04T00:36:55Z,2990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M55.00S,2021-11-04T00:37:15.2Z,2,REGULAR,3pt,Jump Shot,[],203925,93.51182654402102,96.32352941176471,1610612751,58,56,2021-11-04T00:37:20Z,3000000,232.0,8.0,1,right,J. Harris 3PT  (15 PTS) (K. Durant 3 AST),"[203925, 201142]",1610612751.0,BKN,,,,,,,23.18,Made,Harris,J. Harris,,,,,15.0,K. Durant,201142.0,3.0,,,,,,,,,,,
311,PT00M39.30S,2021-11-04T00:37:35.4Z,2,REGULAR,3pt,Jump Shot,[],1629631,28.465834428383708,23.52941176470588,1610612737,58,59,2021-11-04T00:37:40Z,3020000,132.0,215.0,1,left,D. Hunter 25' 3PT  (17 PTS) (B. Bogdanovic 1 AST),"[1629631, 203992]",1610612737.0,ATL,,,,,,,25.26,Made,Hunter,D. Hunter,,,,,17.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,
313,PT00M32.30S,2021-11-04T00:37:51.3Z,2,REGULAR,foul,offensive,[],203925,,,1610612751,58,59,2021-11-04T00:37:58Z,3040000,,,0,,J. Harris offensive FOUL (1 PF),"[203925, 1629631]",1610612751.0,BKN,,,,,,,,,Harris,J. Harris,,,,,,,,,201639.0,1.0,0.0,Hunter,1629631.0,,,,,,
315,PT00M32.30S,2021-11-04T00:37:51.3Z,2,REGULAR,turnover,offensive foul,[],203925,,,1610612751,58,59,2021-11-04T00:37:51Z,3060000,,,0,,J. Harris offensive foul TURNOVER (1 TO),[203925],1610612751.0,BKN,,,,,,,,,Harris,J. Harris,,,,,,,,,201639.0,,,,,1.0,,,,,
316,PT00M14.30S,2021-11-04T00:38:28.8Z,2,REGULAR,foul,offensive,[],1629631,,,1610612737,58,59,2021-11-04T00:38:51Z,3070000,,,0,,D. Hunter charge offensive FOUL (1 PF),"[1629631, 201933]",1610612737.0,ATL,charge,,,,,,,,Hunter,D. Hunter,,,,,,,,,2005.0,1.0,0.0,Griffin,201933.0,,,,,,
318,PT00M14.30S,2021-11-04T00:38:28.8Z,2,REGULAR,turnover,offensive foul,[],1629631,,,1610612737,58,59,2021-11-04T00:38:28Z,3090000,,,0,,D. Hunter offensive foul TURNOVER (3 TO),[1629631],1610612737.0,ATL,,,,,,,,,Hunter,D. Hunter,,,,,,,,,2005.0,,,,,3.0,,,,,
319,PT00M14.30S,2021-11-04T00:38:37.1Z,2,REGULAR,substitution,out,[],1628971,,,1610612751,58,59,2021-11-04T00:38:40Z,3100000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
320,PT00M14.30S,2021-11-04T00:38:37.1Z,2,REGULAR,substitution,in,[],201988,,,1610612751,58,59,2021-11-04T00:38:40Z,3110000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,,,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
321,PT00M14.30S,2021-11-04T00:38:48.0Z,2,REGULAR,substitution,out,[],1629027,,,1610612751,58,59,2021-11-04T00:38:51Z,3120000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,,,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,
322,PT00M14.30S,2021-11-04T00:38:48.0Z,2,REGULAR,substitution,in,[],1629629,,,1610612751,58,59,2021-11-04T00:38:51Z,3130000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,,,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,
323,PT00M03.10S,2021-11-04T00:39:09.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,67.23061760840999,50.245098039215684,1610612751,61,59,2021-11-04T00:44:51Z,3140000,1.0,256.0,1,right,J. Harden 25' 3PT step back (3 PTS),[201935],1610612751.0,BKN,step back,,,,,,25.55,Made,Harden,J. Harden,,,,,3.0,,,,,,,,,,,,,,
324,PT00M00.80S,2021-11-04T00:39:21.4Z,2,REGULAR,foul,personal,[],201988,,,1610612737,61,59,2021-11-04T00:45:22Z,3150000,,,0,,P. Mills take personal FOUL (2 PF),"[201988, 203992]",1610612751.0,BKN,take,,,,,,,,Mills,P. Mills,,,,,,,,,201638.0,2.0,0.0,Bogdanovic,203992.0,,,,,,
326,PT00M00.80S,2021-11-04T00:39:28.9Z,2,REGULAR,substitution,out,[],201988,,,1610612737,61,59,2021-11-04T00:39:44Z,3170000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,,,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
327,PT00M00.80S,2021-11-04T00:39:28.9Z,2,REGULAR,substitution,out,[],203925,,,1610612737,61,59,2021-11-04T00:39:44Z,3180000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,,,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,
328,PT00M00.80S,2021-11-04T00:39:28.9Z,2,REGULAR,substitution,in,[],1628971,,,1610612737,61,59,2021-11-04T00:39:44Z,3190000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
329,PT00M00.80S,2021-11-04T00:39:28.9Z,2,REGULAR,substitution,in,[],1627761,,,1610612737,61,59,2021-11-04T00:39:44Z,3200000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,,,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,
330,PT00M00.00S,2021-11-04T00:39:54.2Z,2,REGULAR,2pt,Jump Shot,[],1628381,15.325229960578188,71.32352941176471,1610612737,61,59,2021-11-04T00:40:00Z,3210000,-107.0,92.0,1,left,MISS J. Collins 14' turnaround Shot,[1628381],1610612737.0,ATL,turnaround,,,,,,14.05,Missed,Collins,J. Collins,,,,,,,,,,,,,,,,,,,
331,PT00M00.00S,2021-11-04T00:39:54.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,61,59,2021-11-04T00:40:00Z,3220000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,
332,PT00M00.00S,2021-11-04T00:39:58.9Z,2,REGULAR,period,end,[],0,,,1610612737,61,59,2021-11-04T00:39:58Z,3230000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2021-11-04T00:54:34.3Z,3,REGULAR,substitution,out,['startperiod'],1627761,,,1610612737,61,59,2021-11-04T00:55:21Z,3240000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,,,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2021-11-04T00:54:34.3Z,3,REGULAR,substitution,out,['startperiod'],1629629,,,1610612737,61,59,2021-11-04T00:55:21Z,3250000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,,,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2021-11-04T00:54:34.3Z,3,REGULAR,substitution,in,['startperiod'],203925,,,1610612737,61,59,2021-11-04T00:55:21Z,3260000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,,,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2021-11-04T00:54:34.3Z,3,REGULAR,substitution,in,['startperiod'],1629027,,,1610612737,61,59,2021-11-04T00:55:21Z,3270000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,,,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2021-11-04T00:55:24.0Z,3,REGULAR,period,start,[],0,,,1610612751,61,59,2021-11-04T00:55:24Z,3280000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT11M47.00S,2021-11-04T00:55:39.9Z,3,REGULAR,turnover,out-of-bounds,[],201935,,,1610612751,61,59,2021-11-04T00:55:46Z,3290000,,,0,,J. Harden step out-of-bounds TURNOVER (3 TO),[201935],1610612751.0,BKN,step,,,,,,,,Harden,J. Harden,,,,,,,,,201638.0,,,,,3.0,,,,,
339,PT11M27.00S,2021-11-04T00:56:05.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,85.75886990801577,59.31372549019608,1610612737,61,59,2021-11-04T00:56:14Z,3300000,47.0,81.0,1,right,MISS T. Young 9' floating Shot,[1629027],1610612737.0,ATL,floating,,,,,,9.38,Missed,Young,T. Young,,,,,,,,,,,,,,,,,,,
340,PT11M26.00S,2021-11-04T00:56:06.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,61,59,2021-11-04T00:56:14Z,3310000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,339.0,,,,,,,,,,,,,,,,,,
341,PT11M26.00S,2021-11-04T00:56:13.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,61,59,2021-11-04T00:56:13Z,3320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M18.00S,2021-11-04T00:56:22.1Z,3,REGULAR,3pt,Jump Shot,[],201935,31.750985545335087,30.637254901960787,1610612751,61,59,2021-11-04T00:56:26Z,3330000,97.0,246.0,1,left,MISS J. Harden 26' pullup 3PT,[201935],1610612751.0,BKN,pullup,,,,,,26.44,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
343,PT11M15.00S,2021-11-04T00:56:25.1Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,61,59,2021-11-04T00:56:26Z,3340000,,,0,,C. Capela REBOUND (Off:3 Def:4),[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,342.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
344,PT11M08.00S,2021-11-04T00:56:32.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203992,88.25558475689881,47.30392156862745,1610612737,61,61,2021-11-04T00:56:36Z,3350000,-13.0,58.0,1,right,B. Bogdanovic driving Layup (8 PTS),[203992],1610612737.0,ATL,driving,,,,,,5.95,Made,Bogdanovic,B. Bogdanovic,,,,,8.0,,,,,,,,,,,,,,
345,PT10M50.00S,2021-11-04T00:56:49.7Z,3,REGULAR,3pt,Jump Shot,[],201142,32.276609724047304,50.0,1610612751,61,61,2021-11-04T00:56:55Z,3360000,0.0,251.0,1,left,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,,,,25.09,Missed,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
346,PT10M46.00S,2021-11-04T00:56:53.7Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,61,61,2021-11-04T00:56:55Z,3370000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:4),[203992],1610612737.0,ATL,,,,,,,,,Bogdanovic,B. Bogdanovic,345.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
347,PT10M34.00S,2021-11-04T00:57:06.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,94.1688567674113,50.98039215686274,1610612737,61,63,2021-11-04T00:57:10Z,3380000,5.0,2.0,1,right,T. Young driving Layup (13 PTS),[1629027],1610612737.0,ATL,driving,,,,,,0.54,Made,Young,T. Young,,,,,13.0,,,,,,,,,,,,,,
348,PT10M16.00S,2021-11-04T00:57:24.4Z,3,REGULAR,3pt,Jump Shot,[],201933,19.136005256241788,92.64705882352942,1610612751,64,63,2021-11-04T00:57:30Z,3390000,-213.0,127.0,1,left,B. Griffin 24' 3PT  (4 PTS) (J. Harden 9 AST),"[201933, 201935]",1610612751.0,BKN,,,,,,,24.84,Made,Griffin,B. Griffin,,,,,4.0,J. Harden,201935.0,9.0,,,,,,,,,,,
350,PT09M50.00S,2021-11-04T00:57:51.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629631,93.9060446780552,50.245098039215684,1610612737,64,65,2021-11-04T00:58:14Z,3410000,1.0,5.0,1,right,D. Hunter driving DUNK (19 PTS),[1629631],1610612737.0,ATL,driving,,,,,,0.49,Made,Hunter,D. Hunter,,,,,19.0,,,,,,,,,,,,,,
351,PT09M50.00S,2021-11-04T00:57:58.0Z,3,REGULAR,foul,personal,['1freethrow'],201933,,,1610612737,64,65,2021-11-04T00:58:07Z,3420000,,,0,,B. Griffin shooting personal FOUL (3 PF) (Hunter 1 FT),"[201933, 1629631]",1610612751.0,BKN,shooting,,,,,,,,Griffin,B. Griffin,,,,,,,,,201638.0,3.0,0.0,Hunter,1629631.0,,,,,,
353,PT09M50.00S,2021-11-04T00:58:16.8Z,3,REGULAR,freethrow,1 of 1,[],1629631,,,1610612737,64,65,2021-11-04T00:58:24Z,3440000,,,0,,MISS D. Hunter Free Throw 1 of 1,[1629631],1610612737.0,ATL,,,,,,,,Missed,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,
354,PT09M48.00S,2021-11-04T00:58:18.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,64,65,2021-11-04T00:58:24Z,3450000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,353.0,,,,,,,,,,,,,,,,,,
355,PT09M48.00S,2021-11-04T00:58:24.7Z,3,REGULAR,foul,personal,[],1628381,,,1610612751,64,65,2021-11-04T00:58:57Z,3460000,,,0,,J. Collins loose ball personal FOUL (2 PF),"[1628381, 201933]",1610612737.0,ATL,loose ball,,,,,,,,Collins,J. Collins,,,,,,,,,201639.0,2.0,0.0,Griffin,201933.0,,,,,,
357,PT09M38.00S,2021-11-04T00:58:46.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,15.719448094612352,45.34313725490196,1610612751,64,65,2021-11-04T00:59:14Z,3480000,23.0,95.0,1,left,MISS K. Durant 9' pullup Shot - blocked,"[201142, 1629631]",1610612751.0,BKN,pullup,,,,,,9.81,Missed,Durant,K. Durant,,,,,,,,,,,,,,,,,Hunter,1629631.0,
358,PT09M38.00S,2021-11-04T00:58:46.9Z,3,REGULAR,block,,[],1629631,,,1610612751,64,65,2021-11-04T00:58:49Z,3490000,,,0,,D. Hunter BLOCK (1 BLK),[1629631],1610612737.0,ATL,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,
359,PT09M35.00S,2021-11-04T00:58:49.9Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,64,65,2021-11-04T00:58:53Z,3500000,,,0,,C. Capela REBOUND (Off:3 Def:5),[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,357.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
360,PT09M22.00S,2021-11-04T00:59:02.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,93.77463863337714,48.77450980392157,1610612737,64,67,2021-11-04T00:59:06Z,3510000,-6.0,6.0,1,right,C. Capela alley-oop DUNK (6 PTS) (T. Young 8 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,,,,0.86,Made,Capela,C. Capela,,,,,6.0,T. Young,1629027.0,8.0,,,,,,,,,,,
362,PT09M06.00S,2021-11-04T00:59:18.8Z,3,REGULAR,3pt,Jump Shot,[],201935,23.603810775295663,13.480392156862745,1610612751,67,67,2021-11-04T00:59:23Z,3530000,183.0,169.0,1,left,J. Harden 24' 3PT  (6 PTS) (K. Durant 4 AST),"[201935, 201142]",1610612751.0,BKN,,,,,,,24.91,Made,Harden,J. Harden,,,,,6.0,K. Durant,201142.0,4.0,,,,,,,,,,,
364,PT08M54.00S,2021-11-04T00:59:31.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,93.11760840998686,54.41176470588235,1610612737,67,67,2021-11-04T00:59:36Z,3550000,22.0,12.0,1,right,MISS J. Collins turnaround Hook,[1628381],1610612737.0,ATL,turnaround,,,,,,2.52,Missed,Collins,J. Collins,,,,,,,,,,,,,,,,,,,
365,PT08M51.00S,2021-11-04T00:59:34.9Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,67,67,2021-11-04T00:59:36Z,3560000,,,0,,J. Harris REBOUND (Off:0 Def:2),[203925],1610612751.0,BKN,,,,,,,,,Harris,J. Harris,364.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
366,PT08M40.00S,2021-11-04T00:59:45.8Z,3,REGULAR,3pt,Jump Shot,[],201935,27.808804204993432,20.588235294117645,1610612751,67,67,2021-11-04T01:02:28Z,3570000,147.0,209.0,1,left,MISS J. Harden 25' step back 3PT,[201935],1610612751.0,BKN,step back,,,,,,25.55,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
367,PT08M36.00S,2021-11-04T00:59:49.0Z,3,REGULAR,rebound,offensive,[],201933,,,1610612751,67,67,2021-11-04T00:59:49Z,3580000,,,0,,B. Griffin REBOUND (Off:4 Def:1),[201933],1610612751.0,BKN,,,,,,,,,Griffin,B. Griffin,366.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
368,PT08M32.00S,2021-11-04T00:59:52.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201933,25.706307490144546,82.1078431372549,1610612751,67,67,2021-11-04T01:00:04Z,3590000,-161.0,189.0,1,left,MISS B. Griffin 24' 3PT,[201933],1610612751.0,BKN,,,,,,,24.8,Missed,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,
369,PT08M28.00S,2021-11-04T00:59:56.8Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,67,67,2021-11-04T01:00:04Z,3600000,,,0,,C. Capela REBOUND (Off:3 Def:6),[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,368.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
370,PT08M18.00S,2021-11-04T01:00:06.7Z,3,REGULAR,3pt,Jump Shot,[],1628381,79.31997371879106,90.68627450980392,1610612737,67,70,2021-11-04T01:00:10Z,3610000,203.0,142.0,1,right,J. Collins 24' 3PT  (7 PTS) (T. Young 9 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,,,,24.8,Made,Collins,J. Collins,,,,,7.0,T. Young,1629027.0,9.0,,,,,,,,,,,
372,PT07M52.00S,2021-11-04T01:00:33.1Z,3,REGULAR,2pt,Jump Shot,[],201935,1.3961892247043364,24.264705882352942,1610612751,67,70,2021-11-04T01:00:40Z,3630000,129.0,-39.0,1,left,MISS J. Harden 13' step back Shot,[201935],1610612751.0,BKN,step back,,,,,,13.46,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
