actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
250,PT06M37.00S,2025-12-28T00:51:12.7Z,2,REGULAR,substitution,out,[],1642877,,,1610612756,44,51,2025-12-28T00:51:47Z,2480000,False,,,0,,SUB out: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M37.00S,2025-12-28T00:51:12.7Z,2,REGULAR,substitution,out,[],1631123,,,1610612756,44,51,2025-12-28T00:51:47Z,2490000,False,,,0,,SUB out: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M37.00S,2025-12-28T00:51:12.7Z,2,REGULAR,substitution,out,[],1642853,,,1610612756,44,51,2025-12-28T00:51:47Z,2500000,False,,,0,,SUB out: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M37.00S,2025-12-28T00:51:12.7Z,2,REGULAR,substitution,in,[],1631121,,,1610612756,44,51,2025-12-28T00:51:47Z,2510000,False,,,0,,SUB in: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M37.00S,2025-12-28T00:51:12.7Z,2,REGULAR,substitution,in,[],1630530,,,1610612756,44,51,2025-12-28T00:51:47Z,2520000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M37.00S,2025-12-28T00:51:12.7Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,44,51,2025-12-28T00:51:47Z,2530000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M37.00S,2025-12-28T00:51:12.7Z,2,REGULAR,substitution,in,[],1628415,,,1610612756,44,51,2025-12-28T00:51:47Z,2540000,False,,,0,,SUB in: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M20.00S,2025-12-28T00:51:57.3Z,2,REGULAR,2pt,Jump Shot,[],1628415,27.283180026281208,43.627450980392155,1610612756,44,51,2025-12-28T00:52:03Z,2550000,False,32.0,204.0,1,left,MISS D. Brooks 20' step back Shot,[1628415],1610612756.0,PHX,step back,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,20.65,,,,,,,,,,,
258,PT06M16.00S,2025-12-28T00:52:01.3Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,44,51,2025-12-28T00:52:03Z,2560000,False,,,0,,Y. Missi REBOUND (Off:3 Def:3),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Mid-Range,16-24 Center,,,,,,,,257.0,,6.0,3.0,3.0,,,,,,,,
259,PT06M12.00S,2025-12-28T00:52:06.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642847,93.51182654402102,46.81372549019608,1610612740,44,51,2025-12-28T00:56:35Z,2570000,False,-16.0,8.0,1,right,MISS J. Fears running finger roll Layup,[1642847],1610612740.0,NOP,running finger roll,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.8,,,,,,,,,,,
260,PT06M11.00S,2025-12-28T00:52:07.9Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,44,51,2025-12-28T01:01:31Z,2580000,False,,,0,,Y. Missi REBOUND (Off:4 Def:3),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,259.0,,7.0,3.0,4.0,,,,,,,,
312,PT06M11.00S,2025-12-28T00:52:11.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642274,93.74178712220763,49.754901960784316,1610612740,44,51,2025-12-28T01:01:21Z,2585000,False,-1.0,6.0,1,right,MISS Y. Missi tip Layup,[1642274],1610612740.0,NOP,tip,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.64,,,,,,,,,,,
313,PT06M09.00S,2025-12-28T00:52:13.7Z,2,REGULAR,rebound,offensive,[],1642847,,,1610612740,44,51,2025-12-28T01:01:21Z,2587500,False,,,0,,J. Fears REBOUND (Off:2 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,,,312.0,,3.0,1.0,2.0,,,,,,,,
261,PT06M01.00S,2025-12-28T00:52:16.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630530,90.22667542706965,42.8921568627451,1610612740,44,51,2025-12-28T01:01:21Z,2590000,False,-36.0,39.0,1,right,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.3,,,,,,,,,,,
262,PT05M59.00S,2025-12-28T00:52:18.6Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612756,44,51,2025-12-28T01:01:44Z,2600000,False,,,0,,D. Brooks REBOUND (Off:1 Def:3),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,261.0,,4.0,3.0,1.0,,,,,,,,
263,PT05M53.00S,2025-12-28T00:52:25.0Z,2,REGULAR,3pt,Jump Shot,[],1626220,9.806176084099869,3.6764705882352944,1610612756,44,54,2025-12-28T00:52:30Z,2610000,False,232.0,40.0,1,left,R. O'Neale 3PT  (9 PTS) (C. Gillespie 5 AST),"[1626220, 1631221]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,,,Made,9.0,,23.5,,,,,,C. Gillespie,1631221.0,5.0,,,
265,PT05M41.00S,2025-12-28T00:52:44.0Z,2,REGULAR,foul,technical,['1freethrow'],202435,,,1610612740,44,54,2025-12-28T00:53:01Z,2630000,False,,,0,,TEAM foul technical,[202435],1610612740.0,NOP,,,,,,,,,,,,1627529.0,,,,,,,,,,,,,,,,,,,
266,PT05M41.00S,2025-12-28T00:53:09.4Z,2,REGULAR,freethrow,1 of 1,[],1626164,,,1610612740,44,54,2025-12-28T00:53:09Z,2640000,False,,,0,,MISS D. Booker technical Free Throw 1 of 1,[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
267,PT05M41.00S,2025-12-28T00:53:09.4Z,2,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612740,44,54,2025-12-28T00:53:09Z,2650000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,266.0,,,,,,,,,,,,
268,PT05M41.00S,2025-12-28T00:53:14.9Z,2,REGULAR,substitution,out,[],1642274,,,1610612740,44,54,2025-12-28T00:53:20Z,2660000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M41.00S,2025-12-28T00:53:14.9Z,2,REGULAR,substitution,out,[],1631221,,,1610612740,44,54,2025-12-28T00:53:20Z,2670000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M41.00S,2025-12-28T00:53:14.9Z,2,REGULAR,substitution,in,[],1642852,,,1610612740,44,54,2025-12-28T00:53:20Z,2680000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M41.00S,2025-12-28T00:53:14.9Z,2,REGULAR,substitution,in,[],1630692,,,1610612740,44,54,2025-12-28T00:53:20Z,2690000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M28.00S,2025-12-28T00:53:41.6Z,2,REGULAR,2pt,Jump Shot,[],1642852,80.3712220762155,30.637254901960787,1610612740,44,54,2025-12-28T00:53:45Z,2700000,False,-97.0,132.0,1,right,MISS D. Queen 16' pullup Shot,[1642852],1610612740.0,NOP,pullup,,,Queen,D. Queen,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,16.37,,,,,,,,,,,
273,PT05M26.00S,2025-12-28T00:53:43.6Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,44,54,2025-12-28T00:53:45Z,2710000,False,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,,,,,,,,272.0,,2.0,2.0,0.0,,,,,,,,
274,PT05M22.00S,2025-12-28T00:53:50.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,6.389618922470433,50.245098039215684,1610612756,44,54,2025-12-28T00:54:00Z,2720000,False,-1.0,8.0,1,left,MISS D. Booker driving Layup - blocked,"[1626164, 1642852]",1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.77,,,,Queen,1642852.0,,,,,,
275,PT05M22.00S,2025-12-28T00:53:50.1Z,2,REGULAR,block,,[],1642852,,,1610612756,44,54,2025-12-28T00:53:52Z,2730000,False,,,0,,D. Queen BLOCK (1 BLK),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
276,PT05M21.00S,2025-12-28T00:53:51.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,44,54,2025-12-28T00:54:00Z,2740000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,274.0,,,,,,,,,,,,
278,PT05M17.00S,2025-12-28T00:54:12.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642345,6.652431011826544,47.30392156862745,1610612756,44,56,2025-12-28T00:54:17Z,2760000,False,13.0,10.0,1,left,O. Ighodaro cutting DUNK (6 PTS) (D. Brooks 1 AST),"[1642345, 1628415]",1610612756.0,PHX,cutting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,1.68,,,,,,D. Brooks,1628415.0,1.0,,,
280,PT05M07.00S,2025-12-28T00:54:23.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,93.64323258869908,53.67647058823529,1610612740,46,56,2025-12-28T00:54:28Z,2780000,False,18.0,7.0,1,right,J. Fears cutting Layup (6 PTS) (D. Queen 3 AST),"[1642847, 1642852]",1610612740.0,NOP,cutting,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,1.98,,,,,,D. Queen,1642852.0,3.0,,,
282,PT04M57.00S,2025-12-28T00:54:33.8Z,2,REGULAR,foul,personal,[],1631121,,,1610612756,46,56,2025-12-28T00:55:00Z,2800000,False,,,0,,B. McGowens personal FOUL (1 PF),"[1631121, 1626164]",1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Mid-Range,16-24 Left Center,201639.0,1.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
284,PT04M57.00S,2025-12-28T00:54:44.4Z,2,REGULAR,substitution,out,[],1642345,,,1610612756,46,56,2025-12-28T00:54:54Z,2820000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M57.00S,2025-12-28T00:54:44.4Z,2,REGULAR,substitution,in,[],1631109,,,1610612756,46,56,2025-12-28T00:54:54Z,2830000,False,,,0,,SUB in: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M52.00S,2025-12-28T00:55:06.1Z,2,REGULAR,foul,personal,[],1642852,,,1610612756,46,56,2025-12-28T00:55:17Z,2840000,False,,,0,,D. Queen personal FOUL (2 PF),"[1642852, 1628415]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Right,202007.0,2.0,0.0,Brooks,1628415.0,,,,,,,,,,,,,,,
288,PT04M37.00S,2025-12-28T00:55:42.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612756,46,56,2025-12-28T00:55:50Z,2860000,False,,,0,,PHX shot clock Team TURNOVER,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,1627529.0,,,,,,,,,,,,,,,,,,,
289,PT04M21.00S,2025-12-28T00:56:09.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642852,93.38042049934296,52.69607843137255,1610612740,48,56,2025-12-28T00:56:13Z,2870000,False,13.0,10.0,1,right,D. Queen driving Layup (4 PTS),[1642852],1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,1.66,,,,,,,,,,,
290,PT04M11.00S,2025-12-28T00:56:20.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631121,,,1610612756,48,56,2025-12-28T00:56:26Z,2880000,False,,,0,,B. McGowens personal FOUL (2 PF) (Booker 2 FT),"[1631121, 1626164]",1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Mid-Range,8-16 Center,1627529.0,2.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
292,PT04M11.00S,2025-12-28T00:56:45.5Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,48,56,2025-12-28T00:56:45Z,2900000,False,,,0,,MISS D. Booker Free Throw 1 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
293,PT04M11.00S,2025-12-28T00:56:45.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,48,56,2025-12-28T00:56:45Z,2910000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,292.0,,,,,,,,,,,,
294,PT04M11.00S,2025-12-28T00:57:03.0Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,48,57,2025-12-28T00:57:03Z,2920000,False,,,0,,D. Booker Free Throw 2 of 2 (6 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
295,PT04M01.00S,2025-12-28T00:57:17.2Z,2,REGULAR,turnover,out-of-bounds,[],1642852,,,1610612740,48,57,2025-12-28T01:04:47Z,2930000,False,,,0,,D. Queen bad pass out-of-bounds TURNOVER (1 TO),[1642852],1610612740.0,NOP,bad pass,,,Queen,D. Queen,,,,,Mid-Range,8-16 Left,1627529.0,,,,,,,,,,,,,,,,,1.0,,
296,PT03M46.00S,2025-12-28T00:57:34.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631109,11.908672798948752,49.754901960784316,1610612756,48,59,2025-12-28T00:57:39Z,2940000,False,1.0,59.0,1,left,M. Williams Jump Shot (6 PTS) (D. Booker 2 AST),"[1631109, 1626164]",1610612756.0,PHX,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,6.0,,5.94,,,,,,D. Booker,1626164.0,2.0,,,
298,PT03M32.00S,2025-12-28T00:57:48.4Z,2,REGULAR,3pt,Jump Shot,[],1642852,70.64717477003943,22.30392156862745,1610612740,51,59,2025-12-28T00:57:53Z,2960000,False,-138.0,223.0,1,right,D. Queen 26' 3PT  (7 PTS) (S. Bey 1 AST),"[1642852, 1630180]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Left Center,,,,,,Made,7.0,,26.28,,,,,,S. Bey,1630180.0,1.0,,,
300,PT03M14.00S,2025-12-28T00:58:06.3Z,2,REGULAR,3pt,Jump Shot,[],1628415,22.158344283837057,12.990196078431374,1610612756,51,59,2025-12-28T00:58:12Z,2980000,False,185.0,156.0,1,left,MISS D. Brooks 24' 3PT,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,24.19,,,,,,,,,,,
301,PT03M12.00S,2025-12-28T00:58:08.3Z,2,REGULAR,rebound,offensive,[],1630692,,,1610612756,51,59,2025-12-28T00:58:12Z,2990000,False,,,0,,J. Goodwin REBOUND (Off:3 Def:1),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,,,,,300.0,,4.0,1.0,3.0,,,,,,,,
302,PT03M09.00S,2025-12-28T00:58:10.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630692,16.507884362680684,56.86274509803921,1610612756,51,61,2025-12-28T00:58:14Z,3000000,False,-34.0,103.0,1,left,J. Goodwin 10' pullup Jump Shot (4 PTS),[1630692],1610612756.0,PHX,pullup,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,,10.83,,,,,,,,,,,
303,PT02M54.00S,2025-12-28T00:58:26.2Z,2,REGULAR,3pt,Jump Shot,[],1631121,80.1084099868594,7.598039215686274,1610612740,51,61,2025-12-28T00:58:32Z,3010000,False,-212.0,134.0,1,right,MISS B. McGowens 25' 3PT,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.11,,,,,,,,,,,
304,PT02M50.00S,2025-12-28T00:58:30.2Z,2,REGULAR,rebound,offensive,[],1642852,,,1610612740,51,61,2025-12-28T00:58:32Z,3020000,False,,,0,,D. Queen REBOUND (Off:1 Def:4),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Left Center,,,,,,,,303.0,,5.0,4.0,1.0,,,,,,,,
305,PT02M46.00S,2025-12-28T00:59:08.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,51,61,2025-12-28T00:59:08Z,3030000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M46.00S,2025-12-28T01:01:06.7Z,2,REGULAR,substitution,out,[],1642847,,,1610612740,51,61,2025-12-28T01:01:16Z,3040000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M46.00S,2025-12-28T01:01:06.7Z,2,REGULAR,substitution,out,[],1631121,,,1610612740,51,61,2025-12-28T01:01:16Z,3050000,False,,,0,,SUB out: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M46.00S,2025-12-28T01:01:06.7Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,51,61,2025-12-28T01:01:16Z,3060000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M46.00S,2025-12-28T01:01:06.7Z,2,REGULAR,substitution,in,[],1629627,,,1610612740,51,61,2025-12-28T01:01:16Z,3070000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M46.00S,2025-12-28T01:01:41.5Z,2,REGULAR,jumpball,recovered,[],1631109,,,1610612740,51,61,2025-12-28T01:06:49Z,3080000,False,,,0,,Jump Ball D. Brooks vs. D. Queen: Tip to M. Williams,"[1631109, 1628415, 1642852]",1610612756.0,PHX,heldball,M. Williams,1631109.0,Williams,M. Williams,Brooks,1628415.0,Queen,1642852.0,,,,,,,,,,,,,,,,,,,,,,
317,PT02M41.00S,2025-12-28T01:01:41.5Z,2,REGULAR,turnover,lost ball,[],1642852,,,1610612740,51,61,2025-12-28T01:01:41Z,3110000,False,,,0,,D. Queen lost ball TURNOVER (2 TO),"[1642852, 1628415]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,2.0,Brooks,1628415.0
318,PT02M41.00S,2025-12-28T01:01:41.5Z,2,REGULAR,steal,,[],1628415,,,1610612756,51,61,2025-12-28T01:01:41Z,3120000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M36.00S,2025-12-28T01:01:47.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631109,6.389618922470433,46.81372549019608,1610612756,51,61,2025-12-28T01:07:30Z,3130000,False,16.0,8.0,1,left,MISS M. Williams alley-oop Layup,[1631109],1610612756.0,PHX,alley-oop,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.76,,,,,,,,,,,
320,PT02M35.00S,2025-12-28T01:01:48.5Z,2,REGULAR,rebound,offensive,[],1631109,,,1610612756,51,61,2025-12-28T01:07:50Z,3140000,False,,,0,,M. Williams REBOUND (Off:4 Def:0),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,319.0,,4.0,0.0,4.0,,,,,,,,
321,PT02M35.00S,2025-12-28T01:01:51.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631109,6.915243101182654,47.05882352941176,1610612756,51,63,2025-12-28T01:07:59Z,3150000,False,15.0,13.0,1,left,M. Williams tip DUNK (8 PTS),[1631109],1610612756.0,PHX,tip,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,1.93,,,,,,,,,,,
322,PT02M18.00S,2025-12-28T01:02:06.7Z,2,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612740,51,63,2025-12-28T01:02:11Z,3160000,False,,,0,,D. Booker shooting personal FOUL (2 PF) (Bey 2 FT),"[1626164, 1630180]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,201639.0,2.0,0.0,Bey,1630180.0,,,,,,,,,,,,,,,
324,PT02M18.00S,2025-12-28T01:02:26.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,51,63,2025-12-28T01:02:26Z,3180000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M18.00S,2025-12-28T01:04:54.7Z,2,REGULAR,substitution,out,[],1642852,,,1610612740,51,63,2025-12-28T01:05:08Z,3200000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M18.00S,2025-12-28T01:04:54.7Z,2,REGULAR,substitution,in,[],1642274,,,1610612740,51,63,2025-12-28T01:05:08Z,3210000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT02M18.00S,2025-12-28T01:05:23.2Z,2,REGULAR,freethrow,1 of 2,[],1630180,,,1610612740,52,63,2025-12-28T01:05:23Z,3220000,False,,,0,,S. Bey Free Throw 1 of 2 (6 PTS),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
329,PT02M18.00S,2025-12-28T01:05:38.6Z,2,REGULAR,freethrow,2 of 2,[],1630180,,,1610612740,53,63,2025-12-28T01:05:38Z,3230000,False,,,0,,S. Bey Free Throw 2 of 2 (7 PTS),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
330,PT02M02.00S,2025-12-28T01:05:58.6Z,2,REGULAR,3pt,Jump Shot,[],1628415,14.011169513797633,3.6764705882352944,1610612756,53,63,2025-12-28T01:09:08Z,3240000,False,232.0,79.0,1,left,MISS D. Brooks 24' pullup 3PT,[1628415],1610612756.0,PHX,pullup,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,24.48,,,,,,,,,,,
331,PT02M00.00S,2025-12-28T01:06:00.6Z,2,REGULAR,rebound,offensive,[],1631109,,,1610612756,53,63,2025-12-28T01:09:22Z,3250000,False,,,0,,M. Williams REBOUND (Off:5 Def:0),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,330.0,,5.0,0.0,5.0,,,,,,,,
332,PT02M00.00S,2025-12-28T01:06:01.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,6.1268068331143235,47.30392156862745,1610612756,53,65,2025-12-28T01:09:27Z,3260000,False,13.0,5.0,1,left,M. Williams tip Layup (10 PTS),[1631109],1610612756.0,PHX,tip,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,,1.44,,,,,,,,,,,
333,PT01M34.00S,2025-12-28T01:06:26.0Z,2,REGULAR,3pt,Jump Shot,[],1630631,69.85873850197109,68.38235294117648,1610612740,53,65,2025-12-28T01:06:32Z,3270000,False,92.0,231.0,1,right,MISS J. Alvarado 24' step back 3PT,[1630631],1610612740.0,NOP,step back,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,24.84,,,,,,,,,,,
334,PT01M31.00S,2025-12-28T01:06:29.0Z,2,REGULAR,rebound,defensive,[],1630692,,,1610612756,53,65,2025-12-28T01:10:05Z,3280000,False,,,0,,J. Goodwin REBOUND (Off:3 Def:2),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,,,,,333.0,,5.0,2.0,3.0,,,,,,,,
335,PT01M21.00S,2025-12-28T01:06:38.5Z,2,REGULAR,3pt,Jump Shot,[],1626220,29.6484888304862,11.519607843137255,1610612756,53,65,2025-12-28T01:06:45Z,3290000,False,192.0,226.0,1,left,MISS R. O'Neale 29' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,29.7,,,,,,,,,,,
336,PT01M16.00S,2025-12-28T01:06:43.5Z,2,REGULAR,rebound,offensive,[],1630692,,,1610612756,53,65,2025-12-28T01:21:03Z,3300000,False,,,0,,J. Goodwin REBOUND (Off:4 Def:2),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,,,,,335.0,,6.0,2.0,4.0,,,,,,,,
