actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
265,PT07M06.00S,2021-12-18T03:52:22.9Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,45,33,2021-12-18T03:52:23Z,2630000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,264.0,3.0,3.0,0.0,,,,,,,,,,,,,,
266,PT07M03.00S,2021-12-18T03:52:26.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,30.962549277266753,65.68627450980392,1610612763,45,33,2021-12-18T03:52:38Z,2640000,-78.0,239.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,
267,PT06M58.00S,2021-12-18T03:52:31.0Z,2,REGULAR,rebound,defensive,[],203090,,,1610612758,45,33,2021-12-18T03:52:38Z,2650000,,,0,,M. Harkless REBOUND (Off:0 Def:3),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,266.0,3.0,3.0,0.0,,,,,,,,,,,,,,
268,PT06M43.00S,2021-12-18T03:52:45.3Z,2,REGULAR,3pt,Jump Shot,[],203084,76.03482260183968,87.5,1610612758,45,33,2021-12-18T03:52:56Z,2660000,188.0,173.0,1,right,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,
269,PT06M41.00S,2021-12-18T03:52:47.3Z,2,REGULAR,rebound,offensive,[],202684,,,1610612758,45,33,2021-12-18T03:52:56Z,2670000,,,0,,T. Thompson REBOUND (Off:2 Def:0),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,268.0,2.0,0.0,2.0,,,,,,,,,,,,,,
270,PT06M35.00S,2021-12-18T03:52:53.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203090,93.77463863337714,40.931372549019606,1610612758,47,33,2021-12-18T03:52:59Z,2680000,-45.0,6.0,1,right,M. Harkless DUNK (5 PTS) (T. Thompson 3 AST),"[203090, 202684]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,4.57,Made,,,,,5.0,,,,,,T. Thompson,202684.0,3.0,,,,,
272,PT06M17.00S,2021-12-18T03:53:11.0Z,2,REGULAR,2pt,Jump Shot,[],1630217,24.129434954007884,32.84313725490196,1610612763,47,35,2021-12-18T04:07:55Z,2700000,86.0,174.0,1,left,D. Bane 19' pullup Jump Shot (5 PTS) (S. Adams 1 AST),"[1630217, 203500]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,19.43,Made,,,,,5.0,,,,,,S. Adams,203500.0,1.0,,,,,
274,PT05M57.00S,2021-12-18T03:53:31.3Z,2,REGULAR,3pt,Jump Shot,[],1630169,68.9388961892247,24.509803921568626,1610612758,50,35,2021-12-18T04:08:40Z,2720000,-127.0,239.0,1,right,T. Haliburton 27' 3PT pullup (10 PTS) (H. Barnes 3 AST),"[1630169, 203084]",1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,27.13,Made,,,,,10.0,,,,,,H. Barnes,203084.0,3.0,,,,,
275,PT05M45.00S,2021-12-18T03:53:42.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,17.16491458607096,42.8921568627451,1610612763,50,35,2021-12-18T03:53:49Z,2730000,36.0,109.0,1,left,MISS D. Brooks 11' fadeaway Shot,[1628415],1610612763.0,MEM,fadeaway,,,Brooks,D. Brooks,,,,,11.45,Missed,,,,,,,,,,,,,,,,,,
276,PT05M41.00S,2021-12-18T03:53:46.5Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,50,35,2021-12-18T03:53:49Z,2740000,,,0,,S. Adams REBOUND (Off:2 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,275.0,5.0,3.0,2.0,,,,,,,,,,,,,,
277,PT05M41.00S,2021-12-18T03:53:47.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,5.590000152587891,50.0,1610612763,50,35,2021-12-18T03:53:47Z,2750000,0.0,0.0,1,left,MISS S. Adams tip Layup,[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
278,PT05M40.00S,2021-12-18T03:53:48.2Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612758,50,35,2021-12-18T03:53:48Z,2760000,,,0,,T. Haliburton REBOUND (Off:0 Def:5),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,277.0,5.0,5.0,0.0,,,,,,,,,,,,,,
279,PT05M38.00S,2021-12-18T03:53:50.6Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612758,50,35,2021-12-18T03:53:55Z,2770000,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 1630217]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,2.0,Bane,1630217.0
281,PT05M38.00S,2021-12-18T03:53:50.6Z,2,REGULAR,steal,,[],1630217,,,1610612763,50,35,2021-12-18T03:53:53Z,2780000,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M34.00S,2021-12-18T03:53:54.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,6.258212877792378,47.30392156862745,1610612763,50,37,2021-12-18T03:54:06Z,2790000,13.0,6.0,1,left,D. Bane running Layup (7 PTS),[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,1.49,Made,,,,,7.0,,,,,,,,,,,,,
283,PT05M23.00S,2021-12-18T03:54:09.3Z,2,REGULAR,turnover,palming,[],1630169,,,1610612758,50,37,2021-12-18T03:54:37Z,2800000,,,0,,T. Haliburton palming TURNOVER (3 TO),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,2534.0,,,,,,,,,,3.0,,
284,PT05M23.00S,2021-12-18T03:54:13.3Z,2,REGULAR,substitution,out,[],203090,,,1610612763,50,37,2021-12-18T03:54:23Z,2810000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
285,PT05M23.00S,2021-12-18T03:54:13.3Z,2,REGULAR,substitution,out,[],1628991,,,1610612763,50,37,2021-12-18T03:54:23Z,2820000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
286,PT05M23.00S,2021-12-18T03:54:13.3Z,2,REGULAR,substitution,out,[],1630217,,,1610612763,50,37,2021-12-18T03:54:23Z,2830000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
287,PT05M23.00S,2021-12-18T03:54:13.3Z,2,REGULAR,substitution,in,[],1629002,,,1610612763,50,37,2021-12-18T03:54:23Z,2840000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
288,PT05M23.00S,2021-12-18T03:54:13.3Z,2,REGULAR,substitution,in,[],203937,,,1610612763,50,37,2021-12-18T03:54:23Z,2850000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
289,PT05M23.00S,2021-12-18T03:54:13.3Z,2,REGULAR,substitution,in,[],1629001,,,1610612763,50,37,2021-12-18T03:54:23Z,2860000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
290,PT05M07.00S,2021-12-18T03:54:42.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628415,8.492115637319317,52.69607843137255,1610612763,50,37,2021-12-18T03:54:51Z,2870000,-13.0,27.0,1,left,MISS D. Brooks Layup - blocked,"[1628415, 1629002]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,3.05,Missed,,,,,,,,,,,,,,Metu,1629002.0,,,
291,PT05M07.00S,2021-12-18T03:54:42.3Z,2,REGULAR,block,,[],1629002,,,1610612763,50,37,2021-12-18T03:54:46Z,2880000,,,0,,C. Metu BLOCK (2 BLK),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
292,PT05M07.00S,2021-12-18T03:54:42.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,50,37,2021-12-18T03:54:51Z,2890000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,290.0,,,,,,,,,,,,,,,,,
293,PT05M07.00S,2021-12-18T03:54:49.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,50,37,2021-12-18T03:54:49Z,2900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT05M04.00S,2021-12-18T03:55:06.0Z,2,REGULAR,foul,personal,['2freethrow'],202684,,,1610612763,50,37,2021-12-18T03:55:16Z,2910000,,,0,,T. Thompson shooting personal FOUL (3 PF) (Adams 2 FT),"[202684, 203500]",1610612758.0,SAC,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,200833.0,3.0,0.0,Adams,203500.0,,,,,,,,
296,PT05M04.00S,2021-12-18T03:55:33.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203500,,,1610612763,50,37,2021-12-18T03:55:33Z,2930000,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,
297,PT05M04.00S,2021-12-18T03:55:33.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,50,37,2021-12-18T03:55:33Z,2940000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,296.0,,,,,,,,,,,,,,,,,
298,PT05M04.00S,2021-12-18T03:55:36.3Z,2,REGULAR,substitution,out,[],202684,,,1610612763,50,37,2021-12-18T03:55:39Z,2950000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
299,PT05M04.00S,2021-12-18T03:55:36.3Z,2,REGULAR,substitution,in,[],1627745,,,1610612763,50,37,2021-12-18T03:55:39Z,2960000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
300,PT05M04.00S,2021-12-18T03:55:53.1Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203500,,,1610612763,50,38,2021-12-18T03:55:53Z,2970000,,,0,,S. Adams Free Throw 2 of 2 (2 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
301,PT04M47.00S,2021-12-18T03:56:11.4Z,2,REGULAR,turnover,bad pass,[],203084,,,1610612758,50,38,2021-12-18T03:56:16Z,2980000,,,0,,H. Barnes bad pass TURNOVER (1 TO),"[203084, 1629001]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,1.0,Melton,1629001.0
302,PT04M47.00S,2021-12-18T03:56:11.4Z,2,REGULAR,steal,,[],1629001,,,1610612763,50,38,2021-12-18T03:56:14Z,2990000,,,0,,D. Melton STEAL (2 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
303,PT04M41.00S,2021-12-18T03:56:17.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628415,9.149145860709593,51.71568627450981,1610612763,50,38,2021-12-18T03:56:28Z,3000000,-9.0,34.0,1,left,MISS D. Brooks finger roll Layup,[1628415],1610612763.0,MEM,finger roll,,,Brooks,D. Brooks,,,,,3.46,Missed,,,,,,,,,,,,,,,,,,
304,PT04M36.00S,2021-12-18T03:56:22.2Z,2,REGULAR,rebound,offensive,[],1628415,,,1610612763,50,38,2021-12-18T03:56:28Z,3010000,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,303.0,1.0,0.0,1.0,,,,,,,,,,,,,,
305,PT04M36.00S,2021-12-18T03:56:22.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628415,5.590000152587891,50.0,1610612763,50,40,2021-12-18T03:56:22Z,3020000,0.0,0.0,1,left,D. Brooks tip Layup (7 PTS),[1628415],1610612763.0,MEM,tip,,,Brooks,D. Brooks,,,,,0.0,Made,,,,,7.0,,,,,,,,,,,,,
306,PT04M33.00S,2021-12-18T03:56:24.9Z,2,REGULAR,turnover,lost ball,[],1627741,,,1610612758,50,40,2021-12-18T03:56:32Z,3030000,,,0,,B. Hield lost ball TURNOVER (2 TO),"[1627741, 1629001]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,2.0,Melton,1629001.0
307,PT04M33.00S,2021-12-18T03:56:24.9Z,2,REGULAR,steal,,[],1629001,,,1610612763,50,40,2021-12-18T03:56:27Z,3040000,,,0,,D. Melton STEAL (3 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
308,PT04M26.00S,2021-12-18T03:56:32.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629001,11.514454664914586,36.51960784313725,1610612763,50,42,2021-12-18T03:56:54Z,3050000,67.0,56.0,1,left,D. Melton 8' driving floating Jump Shot (8 PTS),[1629001],1610612763.0,MEM,driving floating,,,Melton,D. Melton,,,,,8.74,Made,,,,,8.0,,,,,,,,,,,,,
309,PT04M25.00S,2021-12-18T03:56:42.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,50,42,2021-12-18T03:56:42Z,3060000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT04M06.00S,2021-12-18T03:59:52.3Z,2,REGULAR,3pt,Jump Shot,[],1630169,92.9862023653088,2.696078431372549,1610612758,50,42,2021-12-18T03:59:57Z,3070000,-237.0,13.0,1,right,MISS T. Haliburton 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,23.69,Missed,,,,,,,,,,,,,,,,,,
314,PT04M02.00S,2021-12-18T03:59:56.3Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,50,42,2021-12-18T03:59:57Z,3080000,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,313.0,2.0,2.0,0.0,,,,,,,,,,,,,,
315,PT03M56.00S,2021-12-18T04:00:02.2Z,2,REGULAR,3pt,Jump Shot,[],203937,27.283180026281208,77.20588235294117,1610612763,50,45,2021-12-18T04:00:07Z,3090000,-136.0,204.0,1,left,K. Anderson 24' 3PT  (5 PTS) (T. Jones 2 AST),"[203937, 1626145]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,24.52,Made,,,,,5.0,,,,,,T. Jones,1626145.0,2.0,,,,,
317,PT03M41.00S,2021-12-18T04:00:22.8Z,2,REGULAR,turnover,out-of-bounds,[],1627745,,,1610612758,50,45,2021-12-18T04:00:32Z,3110000,,,0,,D. Jones step out-of-bounds TURNOVER (1 TO),[1627745],1610612758.0,SAC,step,,,Jones,D. Jones,,,,,,,,,,,,200833.0,,,,,,,,,,1.0,,
318,PT03M27.00S,2021-12-18T04:00:43.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628415,31.61957950065703,42.40196078431372,1610612763,50,48,2021-12-18T04:13:21Z,3120000,38.0,245.0,1,left,D. Brooks 24' 3PT pullup (10 PTS) (S. Adams 2 AST),"[1628415, 203500]",1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,24.76,Made,,,,,10.0,,,,,,S. Adams,203500.0,2.0,,,,,
320,PT03M13.00S,2021-12-18T04:00:58.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,93.64323258869908,52.69607843137255,1610612758,52,48,2021-12-18T04:01:03Z,3140000,13.0,7.0,1,right,D. Jones cutting Layup (6 PTS) (T. Haliburton 6 AST),"[1627745, 1630169]",1610612758.0,SAC,cutting,,,Jones,D. Jones,,,,,1.53,Made,,,,,6.0,,,,,,T. Haliburton,1630169.0,6.0,,,,,
322,PT03M02.00S,2021-12-18T04:01:09.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203937,6.521024967148489,58.57843137254902,1610612763,52,48,2021-12-18T04:01:52Z,3160000,-43.0,9.0,1,left,MISS K. Anderson driving Layup,[203937],1610612763.0,MEM,driving,,,Anderson,K. Anderson,,,,,4.38,Missed,,,,,,,,,,,,,,,,,,
323,PT03M02.00S,2021-12-18T04:01:09.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,52,48,2021-12-18T04:01:52Z,3170000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,322.0,,,,,,,,,,,,,,,,,
324,PT03M02.00S,2021-12-18T04:01:16.1Z,2,REGULAR,foul,personal,[],1627745,,,1610612763,52,48,2021-12-18T04:01:40Z,3180000,,,0,,D. Jones loose ball personal FOUL (1 PF),"[1627745, 203500]",1610612758.0,SAC,loose ball,,,Jones,D. Jones,,,,,,,,,,,,1363.0,1.0,0.0,Adams,203500.0,,,,,,,,
326,PT02M58.00S,2021-12-18T04:01:39.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627745,,,1610612763,52,48,2021-12-18T04:01:57Z,3200000,,,0,,D. Jones shooting personal FOUL (2 PF) (Adams 2 FT),"[1627745, 203500]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,,,,,,,,2534.0,2.0,0.0,Adams,203500.0,,,,,,,,
328,PT02M58.00S,2021-12-18T04:02:05.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203500,,,1610612763,52,48,2021-12-18T04:02:05Z,3220000,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,
329,PT02M58.00S,2021-12-18T04:02:05.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,52,48,2021-12-18T04:02:05Z,3230000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,328.0,,,,,,,,,,,,,,,,,
330,PT02M58.00S,2021-12-18T04:02:42.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203500,,,1610612763,52,49,2021-12-18T04:02:42Z,3240000,,,0,,S. Adams Free Throw 2 of 2 (3 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
331,PT02M40.00S,2021-12-18T04:03:04.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,90.22667542706965,57.59803921568627,1610612758,52,49,2021-12-18T04:03:10Z,3250000,38.0,39.0,1,right,MISS H. Barnes floating Shot,[203084],1610612758.0,SAC,floating,,,Barnes,H. Barnes,,,,,5.47,Missed,,,,,,,,,,,,,,,,,,
332,PT02M36.00S,2021-12-18T04:03:08.6Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,52,49,2021-12-18T04:03:10Z,3260000,,,0,,S. Adams REBOUND (Off:2 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,331.0,6.0,4.0,2.0,,,,,,,,,,,,,,
333,PT02M32.00S,2021-12-18T04:03:11.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203500,6.389618922470433,47.549019607843135,1610612763,52,51,2021-12-18T04:15:01Z,3270000,12.0,8.0,1,left,S. Adams cutting Layup (5 PTS) (K. Anderson 2 AST),"[203500, 203937]",1610612763.0,MEM,cutting,,,Adams,S. Adams,,,,,1.45,Made,,,,,5.0,,,,,,K. Anderson,203937.0,2.0,,,,,
335,PT02M27.00S,2021-12-18T04:03:23.0Z,2,REGULAR,foul,personal,[],1628415,,,1610612758,52,51,2021-12-18T04:03:46Z,3290000,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 203084]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,2534.0,1.0,1.0,Barnes,203084.0,,,,,,,,
337,PT02M27.00S,2021-12-18T04:03:47.3Z,2,REGULAR,substitution,out,[],203500,,,1610612758,52,51,2021-12-18T04:03:50Z,3310000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
338,PT02M27.00S,2021-12-18T04:03:47.3Z,2,REGULAR,substitution,in,[],1628991,,,1610612758,52,51,2021-12-18T04:03:50Z,3320000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
339,PT02M18.00S,2021-12-18T04:04:06.4Z,2,REGULAR,turnover,out-of-bounds,[],1627745,,,1610612758,52,51,2021-12-18T04:04:14Z,3330000,,,0,,D. Jones bad pass out-of-bounds TURNOVER (2 TO),[1627745],1610612758.0,SAC,bad pass,,,Jones,D. Jones,,,,,,,,,,,,1363.0,,,,,,,,,,2.0,,
340,PT02M10.00S,2021-12-18T04:04:20.7Z,2,REGULAR,turnover,bad pass,[],1629001,,,1610612763,52,51,2021-12-18T04:04:31Z,3340000,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1627741]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,1.0,Hield,1627741.0
341,PT02M10.00S,2021-12-18T04:04:20.7Z,2,REGULAR,steal,,[],1627741,,,1610612758,52,51,2021-12-18T04:04:22Z,3350000,,,0,,B. Hield STEAL (2 STL),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
342,PT02M07.00S,2021-12-18T04:04:25.6Z,2,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612758,52,51,2021-12-18T04:04:40Z,3360000,,,0,,B. Hield bad pass out-of-bounds TURNOVER (3 TO),[1627741],1610612758.0,SAC,bad pass,,,Hield,B. Hield,,,,,,,,,,,,1363.0,,,,,,,,,,3.0,,
343,PT02M00.00S,2021-12-18T04:04:38.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,8.623521681997373,61.029411764705884,1610612763,52,53,2021-12-18T04:16:05Z,3370000,-55.0,29.0,1,left,J. Jackson Jr. 6' driving Layup (8 PTS) (K. Anderson 3 AST),"[1628991, 203937]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,6.21,Made,,,,,8.0,,,,,,K. Anderson,203937.0,3.0,,,,,
345,PT01M45.00S,2021-12-18T04:04:52.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629002,91.93495400788436,43.13725490196079,1610612758,54,53,2021-12-18T04:05:02Z,3390000,-34.0,23.0,1,right,C. Metu pullup bank Jump Shot (7 PTS) (T. Haliburton 7 AST),"[1629002, 1630169]",1610612758.0,SAC,pullup bank,,,Metu,C. Metu,,,,,4.15,Made,,,,,7.0,,,,,,T. Haliburton,1630169.0,7.0,,,,,
347,PT01M35.00S,2021-12-18T04:05:03.5Z,2,REGULAR,3pt,Jump Shot,[],1628415,30.962549277266753,30.637254901960787,1610612763,54,56,2021-12-18T04:16:58Z,3410000,97.0,239.0,1,left,D. Brooks 25' 3PT pullup (13 PTS) (K. Anderson 4 AST),"[1628415, 203937]",1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,25.74,Made,,,,,13.0,,,,,,K. Anderson,203937.0,4.0,,,,,
349,PT01M18.00S,2021-12-18T04:05:21.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628991,,,1610612758,54,56,2021-12-18T04:05:30Z,3430000,,,0,,J. Jackson Jr. shooting personal FOUL (3 PF) (Barnes 2 FT),"[1628991, 203084]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,200833.0,3.0,0.0,Barnes,203084.0,,,,,,,,
351,PT01M18.00S,2021-12-18T04:05:56.9Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,55,56,2021-12-18T04:05:56Z,3450000,,,0,,H. Barnes Free Throw 1 of 2 (14 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
352,PT01M18.00S,2021-12-18T04:05:57.8Z,2,REGULAR,substitution,out,[],1628991,,,1610612758,55,56,2021-12-18T04:06:01Z,3460000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
353,PT01M18.00S,2021-12-18T04:05:57.8Z,2,REGULAR,substitution,in,[],203500,,,1610612758,55,56,2021-12-18T04:06:01Z,3470000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
354,PT01M18.00S,2021-12-18T04:06:04.2Z,2,REGULAR,substitution,out,[],1627745,,,1610612758,55,56,2021-12-18T04:06:11Z,3480000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
355,PT01M18.00S,2021-12-18T04:06:04.2Z,2,REGULAR,substitution,in,[],203090,,,1610612758,55,56,2021-12-18T04:06:11Z,3490000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
356,PT01M18.00S,2021-12-18T04:06:18.3Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,56,56,2021-12-18T04:06:18Z,3500000,,,0,,H. Barnes Free Throw 2 of 2 (15 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
357,PT01M07.00S,2021-12-18T04:06:33.5Z,2,REGULAR,2pt,Jump Shot,[],1629001,16.90210249671485,24.754901960784316,1610612763,56,56,2021-12-18T04:18:02Z,3510000,126.0,106.0,1,left,MISS D. Melton 16' pullup Shot,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,16.51,Missed,,,,,,,,,,,,,,,,,,
