actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
280,PT00M34.20S,2022-03-19T03:00:04.1Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,47,64,2022-03-19T03:00:04Z,2750000,,,0,,D. Sabonis Free Throw 1 of 2 (16 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
281,PT00M34.20S,2022-03-19T03:00:24.8Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,48,64,2022-03-19T03:00:24Z,2760000,,,0,,D. Sabonis Free Throw 2 of 2 (17 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
282,PT00M29.40S,2022-03-19T03:00:32.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203935,29.122864651773984,75.98039215686273,1610612738,48,67,2022-03-19T03:01:15Z,2770000,-130.0,221.0,1,left,M. Smart 25' 3PT running pullup (9 PTS),[203935],1610612738.0,BOS,running pullup,,,Smart,M. Smart,,,,,25.66,Made,9.0,,,,,,,,,,,,,,,,,
284,PT00M13.60S,2022-03-19T03:00:52.9Z,2,REGULAR,turnover,lost ball,[],1627734,,,1610612758,48,67,2022-03-19T03:00:59Z,2790000,,,0,,D. Sabonis lost ball TURNOVER (3 TO),"[1627734, 203935]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,3.0,,,,,,,,,Smart,203935.0,,
285,PT00M13.60S,2022-03-19T03:00:52.9Z,2,REGULAR,steal,,[],203935,,,1610612738,48,67,2022-03-19T03:00:55Z,2800000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
286,PT00M08.30S,2022-03-19T03:00:59.9Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,48,67,2022-03-19T03:01:08Z,2810000,,,0,,J. Brown bad pass out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,,,,,,,201245.0,2.0,,,,,,,,,,,,
287,PT00M08.30S,2022-03-19T03:01:07.9Z,2,REGULAR,substitution,out,[],1626168,,,1610612758,48,67,2022-03-19T03:01:25Z,2820000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
288,PT00M08.30S,2022-03-19T03:01:07.9Z,2,REGULAR,substitution,out,[],1629057,,,1610612758,48,67,2022-03-19T03:01:25Z,2830000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
289,PT00M08.30S,2022-03-19T03:01:07.9Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,48,67,2022-03-19T03:01:25Z,2840000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
290,PT00M08.30S,2022-03-19T03:01:07.9Z,2,REGULAR,substitution,in,[],201143,,,1610612758,48,67,2022-03-19T03:01:25Z,2850000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
291,PT00M00.00S,2022-03-19T03:01:38.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630558,81.15965834428384,38.970588235294116,1610612758,48,67,2022-03-19T03:04:59Z,2860000,-55.0,125.0,1,right,MISS D. Mitchell 13' step back Shot,[1630558],1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,13.62,Missed,,,,,,,,,,,,,,,,,,
292,PT00M00.00S,2022-03-19T03:01:38.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,48,67,2022-03-19T03:04:59Z,2870000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,291.0,,,,,,,
293,PT00M00.00S,2022-03-19T03:01:42.4Z,2,REGULAR,period,end,[],0,,,1610612758,48,67,2022-03-19T03:01:42Z,2880000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT12M00.00S,2022-03-19T03:16:08.8Z,3,REGULAR,substitution,out,['startperiod'],1628978,,,1610612758,48,67,2022-03-19T03:16:50Z,2890000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
296,PT12M00.00S,2022-03-19T03:16:08.8Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612758,48,67,2022-03-19T03:16:50Z,2900000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2022-03-19T03:16:08.8Z,3,REGULAR,substitution,in,['startperiod'],1626168,,,1610612758,48,67,2022-03-19T03:16:50Z,2910000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2022-03-19T03:16:08.8Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612758,48,67,2022-03-19T03:16:50Z,2920000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2022-03-19T03:17:00.2Z,3,REGULAR,period,start,[],0,,,1610612758,48,67,2022-03-19T03:17:00Z,2930000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT11M47.00S,2022-03-19T03:17:12.5Z,3,REGULAR,3pt,Jump Shot,[],203200,28.597240473061763,75.24509803921569,1610612758,51,67,2022-03-19T03:17:26Z,2940000,-126.0,216.0,1,left,J. Holiday 25' 3PT  (15 PTS) (D. Sabonis 5 AST),"[203200, 1627734]",1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,25.04,Made,15.0,D. Sabonis,1627734.0,5.0,,,,,,,,,,,,,,
302,PT11M23.00S,2022-03-19T03:17:35.5Z,3,REGULAR,3pt,Jump Shot,[],1627759,66.5735873850197,43.872549019607845,1610612738,51,70,2022-03-19T03:19:45Z,2960000,-31.0,262.0,1,right,J. Brown 26' 3PT step back (23 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,26.35,Made,23.0,,,,,,,,,,,,,,,,,
303,PT11M09.00S,2022-03-19T03:17:49.4Z,3,REGULAR,3pt,Jump Shot,[],203200,29.77989487516426,70.83333333333334,1610612758,54,70,2022-03-19T03:20:27Z,2970000,-104.0,227.0,1,left,J. Holiday 25' 3PT step back (18 PTS),[203200],1610612758.0,SAC,step back,,,Holiday,J. Holiday,,,,,25.01,Made,18.0,,,,,,,,,,,,,,,,,
304,PT10M44.00S,2022-03-19T03:18:15.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,93.11760840998686,54.65686274509803,1610612738,54,70,2022-03-19T03:18:19Z,2980000,23.0,12.0,1,right,MISS R. Williams III Layup,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,2.63,Missed,,,,,,,,,,,,,,,,,,
305,PT10M41.00S,2022-03-19T03:18:18.1Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,54,70,2022-03-19T03:18:18Z,2990000,,,0,,D. Sabonis REBOUND (Off:4 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,304.0,9.0,5.0,4.0,,,,
327,PT10M35.00S,2022-03-19T03:18:23.2Z,3,REGULAR,violation,kicked ball,[],201143,,,1610612758,54,70,2022-03-19T03:21:46Z,2995000,,,0,,A. Horford kicked ball VIOLATION,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
306,PT10M35.00S,2022-03-19T03:18:31.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,54,70,2022-03-19T03:18:31Z,3000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT10M29.00S,2022-03-19T03:18:51.7Z,3,REGULAR,3pt,Jump Shot,[],203200,30.699737187910642,67.8921568627451,1610612758,54,70,2022-03-19T03:18:55Z,3010000,-89.0,236.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,
308,PT10M26.00S,2022-03-19T03:18:54.0Z,3,REGULAR,rebound,offensive,[],203084,,,1610612758,54,70,2022-03-19T03:18:54Z,3020000,,,0,,H. Barnes REBOUND (Off:1 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,307.0,2.0,1.0,1.0,,,,
309,PT10M20.00S,2022-03-19T03:19:02.8Z,3,REGULAR,foul,personal,[],1629057,,,1610612758,54,70,2022-03-19T03:19:15Z,3030000,,,0,,R. Williams III personal FOUL (3 PF),"[1629057, 1627734]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,2530.0,,3.0,0.0,Sabonis,1627734.0,,,,,,,,
311,PT10M06.00S,2022-03-19T03:19:36.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203200,24.392247043363994,61.51960784313726,1610612758,56,70,2022-03-19T03:22:53Z,3050000,-58.0,177.0,1,left,J. Holiday 18' step back Jump Shot (20 PTS),[203200],1610612758.0,SAC,step back,,,Holiday,J. Holiday,,,,,18.59,Made,20.0,,,,,,,,,,,,,,,,,
312,PT09M50.00S,2022-03-19T03:19:52.0Z,3,REGULAR,3pt,Jump Shot,[],1627759,75.1149802890933,87.5,1610612738,56,73,2022-03-19T03:19:57Z,3060000,188.0,181.0,1,right,J. Brown 26' 3PT  (26 PTS) (R. Williams III 1 AST),"[1627759, 1629057]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.09,Made,26.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,,
314,PT09M35.00S,2022-03-19T03:20:07.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,8.229303547963205,44.11764705882353,1610612758,56,73,2022-03-19T03:20:15Z,3080000,29.0,25.0,1,left,MISS H. Barnes turnaround bank Shot,[203084],1610612758.0,SAC,turnaround bank,,,Barnes,H. Barnes,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,
315,PT09M33.00S,2022-03-19T03:20:09.6Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,56,73,2022-03-19T03:20:15Z,3090000,,,0,,A. Horford REBOUND (Off:0 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,314.0,8.0,8.0,0.0,,,,
316,PT09M31.00S,2022-03-19T03:20:14.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,90.3580814717477,55.88235294117647,1610612738,56,73,2022-03-19T03:20:35Z,3100000,29.0,38.0,1,right,MISS J. Brown running Layup - blocked,"[1627759, 1630558]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,4.81,Missed,,,,,,,,,,,,,,,,,Mitchell,1630558.0
317,PT09M31.00S,2022-03-19T03:20:14.4Z,3,REGULAR,block,,[],1630558,,,1610612738,56,73,2022-03-19T03:20:19Z,3110000,,,0,,D. Mitchell BLOCK (1 BLK),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
318,PT09M31.00S,2022-03-19T03:20:14.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,56,73,2022-03-19T03:20:35Z,3120000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,316.0,,,,,,,
319,PT09M31.00S,2022-03-19T03:20:22.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,56,73,2022-03-19T03:20:22Z,3130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT09M29.00S,2022-03-19T03:20:33.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,73.14388961892247,17.892156862745097,1610612738,56,76,2022-03-19T03:20:38Z,3140000,-161.0,200.0,1,right,J. Tatum 25' 3PT  (25 PTS) (M. Smart 6 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.64,Made,25.0,M. Smart,203935.0,6.0,,,,,,,,,,,,,,
322,PT09M13.00S,2022-03-19T03:20:47.7Z,3,REGULAR,3pt,Jump Shot,[],1626168,30.436925098554536,66.66666666666666,1610612758,59,76,2022-03-19T03:20:55Z,3160000,-83.0,234.0,1,left,T. Lyles 24' 3PT  (6 PTS) (H. Barnes 1 AST),"[1626168, 203084]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,24.8,Made,6.0,H. Barnes,203084.0,1.0,,,,,,,,,,,,,,
324,PT08M48.00S,2022-03-19T03:21:15.2Z,3,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612738,59,76,2022-03-19T03:21:43Z,3180000,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Brown 2 FT),"[1627734, 1627759]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,1627541.0,,2.0,0.0,Brown,1627759.0,,,,,,,,
326,PT08M48.00S,2022-03-19T03:21:44.5Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,59,77,2022-03-19T03:21:44Z,3200000,,,0,,J. Brown Free Throw 1 of 2 (27 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
328,PT08M48.00S,2022-03-19T03:21:56.4Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,59,78,2022-03-19T03:21:56Z,3210000,,,0,,J. Brown Free Throw 2 of 2 (28 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
329,PT08M34.00S,2022-03-19T03:22:11.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.783837056504599,54.90196078431373,1610612758,59,78,2022-03-19T03:22:17Z,3220000,-25.0,11.0,1,left,MISS D. Mitchell driving Layup,[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,2.7,Missed,,,,,,,,,,,,,,,,,,
330,PT08M30.00S,2022-03-19T03:22:15.8Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,59,78,2022-03-19T03:22:17Z,3230000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,329.0,2.0,2.0,0.0,,,,
331,PT08M27.00S,2022-03-19T03:22:19.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,93.51182654402102,53.92156862745098,1610612738,59,80,2022-03-19T03:26:38Z,3240000,20.0,8.0,1,right,J. Tatum driving finger roll Layup (27 PTS) (M. Smart 7 AST),"[1628369, 203935]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,2.14,Made,27.0,M. Smart,203935.0,7.0,,,,,,,,,,,,,,
333,PT08M11.00S,2022-03-19T03:22:35.7Z,3,REGULAR,turnover,bad pass,[],1627734,,,1610612758,59,80,2022-03-19T03:22:41Z,3260000,,,0,,D. Sabonis bad pass TURNOVER (4 TO),"[1627734, 203935]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,4.0,,,,,,,,,Smart,203935.0,,
334,PT08M11.00S,2022-03-19T03:22:35.7Z,3,REGULAR,steal,,[],203935,,,1610612738,59,80,2022-03-19T03:22:39Z,3270000,,,0,,M. Smart STEAL (3 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
335,PT07M56.00S,2022-03-19T03:22:50.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,93.9060446780552,48.529411764705884,1610612738,59,82,2022-03-19T03:22:55Z,3280000,-7.0,5.0,1,right,R. Williams III alley-oop DUNK (2 PTS) (A. Horford 2 AST),"[1629057, 201143]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,0.88,Made,2.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,
337,PT07M46.00S,2022-03-19T03:23:06.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,59,82,2022-03-19T03:23:06Z,3300000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT07M38.00S,2022-03-19T03:26:16.7Z,3,REGULAR,2pt,Jump Shot,[],1627734,9.149145860709593,80.88235294117648,1610612758,61,82,2022-03-19T03:26:27Z,3310000,-154.0,34.0,1,left,D. Sabonis 15' Jump Shot (19 PTS) (J. Holiday 1 AST),"[1627734, 203200]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,15.8,Made,19.0,J. Holiday,203200.0,1.0,,,,,,,,,,,,,,
340,PT07M09.00S,2022-03-19T03:26:45.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,93.51182654402102,52.450980392156865,1610612738,61,84,2022-03-19T03:26:49Z,3330000,12.0,8.0,1,right,R. Williams III alley-oop DUNK (4 PTS) (M. Smart 8 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.5,Made,4.0,M. Smart,203935.0,8.0,,,,,,,,,,,,,,
342,PT06M57.00S,2022-03-19T03:26:56.9Z,3,REGULAR,3pt,Jump Shot,[],203084,29.38567674113009,74.01960784313727,1610612758,61,84,2022-03-19T03:28:28Z,3350000,-120.0,224.0,1,left,MISS H. Barnes 25' step back 3PT,[203084],1610612758.0,SAC,step back,,,Barnes,H. Barnes,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,
343,PT06M54.00S,2022-03-19T03:26:59.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,61,84,2022-03-19T03:27:02Z,3360000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,342.0,4.0,3.0,1.0,,,,
344,PT06M46.00S,2022-03-19T03:27:09.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,67.23061760840999,44.36274509803921,1610612738,61,84,2022-03-19T03:27:13Z,3370000,-28.0,256.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
345,PT06M43.00S,2022-03-19T03:27:12.0Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,61,84,2022-03-19T03:27:13Z,3380000,,,0,,D. Sabonis REBOUND (Off:4 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,344.0,10.0,6.0,4.0,,,,
346,PT06M39.00S,2022-03-19T03:27:20.2Z,3,REGULAR,foul,personal,[],201143,,,1610612758,61,84,2022-03-19T03:27:30Z,3390000,,,0,,A. Horford personal FOUL (2 PF),"[201143, 1627734]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,201245.0,,2.0,0.0,Sabonis,1627734.0,,,,,,,,
348,PT06M29.00S,2022-03-19T03:27:56.4Z,3,REGULAR,foul,personal,[],1627759,,,1610612758,61,84,2022-03-19T03:28:11Z,3410000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1626168]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,2530.0,,2.0,0.0,Lyles,1626168.0,,,,,,,,
350,PT06M29.00S,2022-03-19T03:28:13.4Z,3,REGULAR,substitution,out,[],203084,,,1610612758,61,84,2022-03-19T03:28:20Z,3430000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
351,PT06M29.00S,2022-03-19T03:28:13.4Z,3,REGULAR,substitution,in,[],1629002,,,1610612758,61,84,2022-03-19T03:28:20Z,3440000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
352,PT06M20.00S,2022-03-19T03:28:31.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,18.74178712220762,48.28431372549019,1610612758,61,84,2022-03-19T03:29:41Z,3450000,9.0,124.0,1,left,MISS D. Mitchell 12' driving floating Shot,[1630558],1610612758.0,SAC,driving floating,,,Mitchell,D. Mitchell,,,,,12.4,Missed,,,,,,,,,,,,,,,,,,
353,PT06M17.00S,2022-03-19T03:28:34.6Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,61,84,2022-03-19T03:28:40Z,3460000,,,0,,D. Sabonis REBOUND (Off:5 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,352.0,11.0,6.0,5.0,,,,
354,PT06M17.00S,2022-03-19T03:28:35.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,8.09789750328515,44.6078431372549,1610612758,61,84,2022-03-19T03:30:10Z,3470000,27.0,24.0,1,left,MISS D. Sabonis putback Layup,[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,3.59,Missed,,,,,,,,,,,,,,,,,,
355,PT06M15.00S,2022-03-19T03:28:37.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,61,84,2022-03-19T03:28:42Z,3480000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,354.0,3.0,3.0,0.0,,,,
356,PT06M06.00S,2022-03-19T03:28:45.9Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,61,84,2022-03-19T03:28:50Z,3490000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 203200]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,1.0,,,,,,,,,Holiday,203200.0,,
357,PT06M06.00S,2022-03-19T03:28:45.9Z,3,REGULAR,steal,,[],203200,,,1610612758,61,84,2022-03-19T03:28:48Z,3500000,,,0,,J. Holiday STEAL (1 STL),[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
358,PT05M54.00S,2022-03-19T03:28:57.9Z,3,REGULAR,turnover,bad pass,[],203200,,,1610612758,61,84,2022-03-19T03:29:07Z,3510000,,,0,,J. Holiday bad pass TURNOVER (2 TO),"[203200, 203935]",1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,2.0,,,,,,,,,Smart,203935.0,,
359,PT05M54.00S,2022-03-19T03:28:57.9Z,3,REGULAR,steal,,[],203935,,,1610612738,61,84,2022-03-19T03:29:01Z,3520000,,,0,,M. Smart STEAL (4 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
360,PT05M49.00S,2022-03-19T03:29:03.3Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,61,84,2022-03-19T03:29:52Z,3530000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1629002]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,1.0,,,,,,,,,Metu,1629002.0,,
361,PT05M49.00S,2022-03-19T03:29:03.3Z,3,REGULAR,steal,,[],1629002,,,1610612758,61,84,2022-03-19T03:29:22Z,3540000,,,0,,C. Metu STEAL (1 STL),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
362,PT05M49.00S,2022-03-19T03:29:07.1Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612758,61,84,2022-03-19T03:29:20Z,3550000,,,0,,M. Smart shooting personal FOUL (2 PF) (Lyles 2 FT),"[203935, 1626168]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,1627541.0,,2.0,0.0,Lyles,1626168.0,,,,,,,,
364,PT05M49.00S,2022-03-19T03:29:34.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626168,,,1610612758,62,84,2022-03-19T03:29:34Z,3570000,,,0,,T. Lyles Free Throw 1 of 2 (7 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
365,PT05M49.00S,2022-03-19T03:29:37.2Z,3,REGULAR,substitution,out,[],1630558,,,1610612758,62,84,2022-03-19T03:30:00Z,3580000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
366,PT05M49.00S,2022-03-19T03:29:37.2Z,3,REGULAR,substitution,out,[],1628369,,,1610612758,62,84,2022-03-19T03:30:00Z,3590000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
367,PT05M49.00S,2022-03-19T03:29:37.2Z,3,REGULAR,substitution,out,[],1629057,,,1610612758,62,84,2022-03-19T03:30:00Z,3600000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
368,PT05M49.00S,2022-03-19T03:29:37.2Z,3,REGULAR,substitution,in,[],1628978,,,1610612758,62,84,2022-03-19T03:30:00Z,3610000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
369,PT05M49.00S,2022-03-19T03:29:37.2Z,3,REGULAR,substitution,in,[],1628401,,,1610612758,62,84,2022-03-19T03:30:00Z,3620000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
370,PT05M49.00S,2022-03-19T03:29:37.2Z,3,REGULAR,substitution,in,[],1629684,,,1610612758,62,84,2022-03-19T03:30:00Z,3630000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
371,PT05M49.00S,2022-03-19T03:30:01.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626168,,,1610612758,63,84,2022-03-19T03:30:01Z,3640000,,,0,,T. Lyles Free Throw 2 of 2 (8 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
