actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
357,PT09M04.00S,2021-12-09T04:30:10.5Z,3,REGULAR,instantreplay,request,[],0,,,1610612753,81,74,2021-12-09T04:30:33Z,3530000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,,Changed to 3-pt FG
359,PT08M55.00S,2021-12-09T04:31:31.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203914,92.72339027595268,59.068627450980394,1610612753,81,74,2021-12-09T04:31:37Z,3540000,45.0,16.0,1,right,MISS G. Harris driving Layup - blocked,"[203914, 1628368]",1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,4.8,Missed,,,,,,,,,,,,,,,,,Fox,1628368.0,
360,PT08M55.00S,2021-12-09T04:31:31.3Z,3,REGULAR,block,,[],1628368,,,1610612753,81,74,2021-12-09T04:31:34Z,3550000,,,0,,D. Fox BLOCK (1 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT08M52.00S,2021-12-09T04:31:34.3Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612758,81,74,2021-12-09T04:31:37Z,3560000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,359.0,1.0,1.0,0.0,,,,,,,
362,PT08M42.00S,2021-12-09T04:31:42.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,15.850854139290407,52.20588235294118,1610612758,83,74,2021-12-09T04:35:59Z,3570000,-11.0,96.0,1,left,D. Fox 9' fadeaway Jump Shot (18 PTS),[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,9.71,Made,18.0,,,,,,,,,,,,,,,,,,
363,PT08M12.00S,2021-12-09T04:32:16.6Z,3,REGULAR,3pt,Jump Shot,[],203914,97.32260183968464,3.1862745098039214,1610612753,83,74,2021-12-09T04:35:45Z,3580000,-234.0,-27.0,1,right,MISS G. Harris fadeaway 3PT,[203914],1610612753.0,ORL,fadeaway,,,Harris,G. Harris,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,,
364,PT08M09.00S,2021-12-09T04:32:19.6Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,83,74,2021-12-09T04:35:45Z,3590000,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,363.0,4.0,3.0,1.0,,,,,,,
365,PT08M01.00S,2021-12-09T04:32:25.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629056,6.652431011826544,53.67647058823529,1610612758,85,74,2021-12-09T04:32:33Z,3600000,-18.0,10.0,1,left,T. Davis cutting Layup (16 PTS) (H. Barnes 3 AST),"[1629056, 203084]",1610612758.0,SAC,cutting,,,Davis,T. Davis,,,,,2.09,Made,16.0,,,,H. Barnes,203084.0,3.0,,,,,,,,,,,,
367,PT07M48.00S,2021-12-09T04:32:43.4Z,3,REGULAR,foul,personal,[],1629056,,,1610612753,85,74,2021-12-09T04:33:13Z,3620000,,,0,,T. Davis personal FOUL (3 PF),"[1629056, 1630532]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,202049.0,,,,,3.0,0.0,Wagner,1630532.0,,,
369,PT07M32.00S,2021-12-09T04:33:13.7Z,3,REGULAR,turnover,bad pass,[],203914,,,1610612753,85,74,2021-12-09T04:41:26Z,3640000,,,0,,G. Harris bad pass TURNOVER (1 TO),"[203914, 203084]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,1.0,Barnes,203084.0,,,,,,,,,,,,,,,
370,PT07M32.00S,2021-12-09T04:33:13.7Z,3,REGULAR,steal,,[],203084,,,1610612758,85,74,2021-12-09T04:33:15Z,3650000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT07M23.00S,2021-12-09T04:33:23.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203084,7.440867279894875,55.392156862745104,1610612758,85,74,2021-12-09T04:33:29Z,3660000,-27.0,17.0,1,left,MISS H. Barnes driving Layup,[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,,
372,PT07M20.00S,2021-12-09T04:33:26.1Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,85,74,2021-12-09T04:33:29Z,3670000,,,0,,F. Wagner REBOUND (Off:0 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,371.0,4.0,4.0,0.0,,,,,,,
373,PT07M10.00S,2021-12-09T04:33:35.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,94.03745072273325,55.88235294117647,1610612753,85,74,2021-12-09T04:33:44Z,3680000,29.0,4.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,2.96,Missed,,,,,,,,,,,,,,,,,,,
374,PT07M06.00S,2021-12-09T04:33:39.4Z,3,REGULAR,rebound,offensive,[],203914,,,1610612753,85,74,2021-12-09T04:33:39Z,3690000,,,0,,G. Harris REBOUND (Off:1 Def:0),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,373.0,1.0,0.0,1.0,,,,,,,
375,PT06M59.00S,2021-12-09T04:33:46.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628976,94.56307490144546,28.186274509803923,1610612753,85,74,2021-12-09T04:33:55Z,3700000,-109.0,-1.0,1,right,MISS W. Carter Jr. 10' turnaround fadeaway Shot,[1628976],1610612753.0,ORL,turnaround fadeaway,,,Carter Jr.,W. Carter Jr.,,,,,10.91,Missed,,,,,,,,,,,,,,,,,,,
376,PT06M56.00S,2021-12-09T04:33:49.8Z,3,REGULAR,rebound,defensive,[],202684,,,1610612758,85,74,2021-12-09T04:33:55Z,3710000,,,0,,T. Thompson REBOUND (Off:4 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,375.0,5.0,1.0,4.0,,,,,,,
377,PT06M53.00S,2021-12-09T04:33:57.3Z,3,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612758,85,74,2021-12-09T04:34:06Z,3720000,,,0,,W. Carter Jr. shooting personal FOUL (3 PF) (Fox 2 FT),"[1628976, 1628368]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,202049.0,,,,,3.0,0.0,Fox,1628368.0,,,
379,PT06M53.00S,2021-12-09T04:34:20.4Z,3,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,86,74,2021-12-09T04:35:14Z,3740000,,,0,,D. Fox Free Throw 1 of 2 (19 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
380,PT06M53.00S,2021-12-09T04:34:25.0Z,3,REGULAR,substitution,out,[],1630532,,,1610612758,86,74,2021-12-09T04:34:31Z,3750000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M53.00S,2021-12-09T04:34:25.0Z,3,REGULAR,substitution,in,[],203082,,,1610612758,86,74,2021-12-09T04:34:31Z,3760000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M53.00S,2021-12-09T04:34:20.4Z,3,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,86,74,2021-12-09T04:35:14Z,3770000,,,0,,MISS D. Fox Free Throw 2 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Missed,,,,,,,,,,,,,,,,,,,
383,PT06M49.00S,2021-12-09T04:34:24.4Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,86,74,2021-12-09T04:35:14Z,3780000,,,0,,M. Bamba REBOUND (Off:3 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,382.0,6.0,3.0,3.0,,,,,,,
384,PT06M38.00S,2021-12-09T04:35:00.1Z,3,REGULAR,foul,personal,[],1628368,,,1610612753,86,74,2021-12-09T04:35:06Z,3790000,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1630175]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,202037.0,,,,,1.0,0.0,Anthony,1630175.0,,,
386,PT06M36.00S,2021-12-09T04:35:22.1Z,3,REGULAR,foul,personal,[],1629056,,,1610612753,86,74,2021-12-09T04:35:48Z,3810000,,,0,,T. Davis personal FOUL (4 PF),"[1629056, 203082]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,202037.0,,,,,4.0,0.0,Ross,203082.0,,,
388,PT06M36.00S,2021-12-09T04:35:33.1Z,3,REGULAR,substitution,out,[],1629056,,,1610612753,86,74,2021-12-09T04:35:39Z,3830000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M36.00S,2021-12-09T04:35:33.1Z,3,REGULAR,substitution,in,[],1627741,,,1610612753,86,74,2021-12-09T04:35:39Z,3840000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M36.00S,2021-12-09T04:35:44.1Z,3,REGULAR,substitution,out,[],1630169,,,1610612753,86,74,2021-12-09T04:35:48Z,3850000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M36.00S,2021-12-09T04:35:44.1Z,3,REGULAR,substitution,in,[],1630558,,,1610612753,86,74,2021-12-09T04:35:48Z,3860000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M30.00S,2021-12-09T04:35:59.3Z,3,REGULAR,2pt,Jump Shot,[],1628964,73.53810775295663,45.09803921568628,1610612753,86,76,2021-12-09T04:36:13Z,3870000,-25.0,196.0,1,right,M. Bamba 19' Jump Shot (9 PTS) (T. Ross 2 AST),"[1628964, 203082]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,19.77,Made,9.0,,,,T. Ross,203082.0,2.0,,,,,,,,,,,,
394,PT06M08.00S,2021-12-09T04:36:20.7Z,3,REGULAR,3pt,Jump Shot,[],203084,29.77989487516426,68.87254901960785,1610612758,89,76,2021-12-09T04:36:26Z,3890000,-94.0,227.0,1,left,H. Barnes 24' 3PT  (11 PTS) (B. Hield 1 AST),"[203084, 1627741]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,24.62,Made,11.0,,,,B. Hield,1627741.0,1.0,,,,,,,,,,,,
396,PT05M54.00S,2021-12-09T04:36:35.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,92.19776609724047,41.66666666666667,1610612753,89,76,2021-12-09T04:36:44Z,3910000,-42.0,21.0,1,right,MISS C. Anthony driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,4.66,Missed,,,,,,,,,,,,,,,,,,,
397,PT05M52.00S,2021-12-09T04:36:37.7Z,3,REGULAR,rebound,offensive,[],1628964,,,1610612753,89,76,2021-12-09T04:36:37Z,3920000,,,0,,M. Bamba REBOUND (Off:4 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,396.0,7.0,3.0,4.0,,,,,,,
398,PT05M50.00S,2021-12-09T04:36:39.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628964,92.59198423127464,49.26470588235294,1610612753,89,78,2021-12-09T04:36:47Z,3930000,-4.0,17.0,1,right,M. Bamba DUNK (11 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,1.75,Made,11.0,,,,,,,,,,,,,,,,,,
399,PT05M39.00S,2021-12-09T04:36:51.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,5.469776609724048,52.94117647058824,1610612758,91,78,2021-12-09T04:36:56Z,3940000,-15.0,-1.0,1,left,D. Fox driving Layup (21 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,1.47,Made,21.0,,,,,,,,,,,,,,,,,,
400,PT05M24.00S,2021-12-09T04:37:05.2Z,3,REGULAR,2pt,Jump Shot,[],1628976,78.13731931668858,66.91176470588235,1610612753,91,78,2021-12-09T04:37:10Z,3950000,85.0,153.0,1,right,MISS W. Carter Jr. 17' Jump Shot,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,17.48,Missed,,,,,,,,,,,,,,,,,,,
401,PT05M21.00S,2021-12-09T04:37:08.2Z,3,REGULAR,rebound,defensive,[],202684,,,1610612758,91,78,2021-12-09T04:37:10Z,3960000,,,0,,T. Thompson REBOUND (Off:4 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,400.0,6.0,2.0,4.0,,,,,,,
402,PT05M10.00S,2021-12-09T04:37:20.0Z,3,REGULAR,3pt,Jump Shot,[],1630558,29.122864651773984,70.83333333333334,1610612758,94,78,2021-12-09T04:37:26Z,3970000,-104.0,221.0,1,left,D. Mitchell 24' 3PT  (11 PTS),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,24.46,Made,11.0,,,,,,,,,,,,,,,,,,
403,PT05M09.00S,2021-12-09T04:37:33.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,94,78,2021-12-09T04:37:33Z,3980000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M09.00S,2021-12-09T04:39:47.8Z,3,REGULAR,substitution,out,[],202684,,,1610612753,94,78,2021-12-09T04:40:26Z,3990000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M09.00S,2021-12-09T04:39:47.8Z,3,REGULAR,substitution,out,[],203084,,,1610612753,94,78,2021-12-09T04:40:26Z,4000000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M09.00S,2021-12-09T04:39:47.8Z,3,REGULAR,substitution,out,[],1628964,,,1610612753,94,78,2021-12-09T04:40:26Z,4010000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M09.00S,2021-12-09T04:39:47.8Z,3,REGULAR,substitution,out,[],203914,,,1610612753,94,78,2021-12-09T04:40:26Z,4020000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M09.00S,2021-12-09T04:39:47.8Z,3,REGULAR,substitution,in,[],203458,,,1610612753,94,78,2021-12-09T04:40:26Z,4030000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M09.00S,2021-12-09T04:39:47.8Z,3,REGULAR,substitution,in,[],1628963,,,1610612753,94,78,2021-12-09T04:40:26Z,4040000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M09.00S,2021-12-09T04:39:47.8Z,3,REGULAR,substitution,in,[],1630532,,,1610612753,94,78,2021-12-09T04:40:26Z,4050000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M09.00S,2021-12-09T04:39:47.8Z,3,REGULAR,substitution,in,[],201577,,,1610612753,94,78,2021-12-09T04:40:26Z,4060000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M52.00S,2021-12-09T04:40:41.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628368,,,1610612753,94,78,2021-12-09T04:41:03Z,4070000,,,0,,D. Fox personal FOUL (2 PF) (Wagner 2 FT),"[1628368, 1630532]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,1627529.0,,,,,2.0,0.0,Wagner,1630532.0,,,
416,PT04M52.00S,2021-12-09T04:41:18.3Z,3,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,94,79,2021-12-09T04:41:18Z,4090000,,,0,,F. Wagner Free Throw 1 of 2 (10 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
417,PT04M52.00S,2021-12-09T04:41:33.2Z,3,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,94,80,2021-12-09T04:41:33Z,4100000,,,0,,F. Wagner Free Throw 2 of 2 (11 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
418,PT04M37.00S,2021-12-09T04:41:49.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,16.245072273324574,49.754901960784316,1610612758,94,80,2021-12-09T04:41:53Z,4110000,1.0,100.0,1,left,MISS B. Hield 10' floating Shot,[1627741],1610612758.0,SAC,floating,,,Hield,B. Hield,,,,,10.02,Missed,,,,,,,,,,,,,,,,,,,
419,PT04M35.00S,2021-12-09T04:41:51.0Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,94,80,2021-12-09T04:41:53Z,4120000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,418.0,7.0,6.0,1.0,,,,,,,
420,PT04M29.00S,2021-12-09T04:41:58.5Z,3,REGULAR,3pt,Jump Shot,[],203082,67.09921156373193,41.911764705882355,1610612753,94,83,2021-12-09T04:42:43Z,4130000,-40.0,257.0,1,right,T. Ross 26' 3PT  (10 PTS) (C. Anthony 5 AST),"[203082, 1630175]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.0,Made,10.0,,,,C. Anthony,1630175.0,5.0,,,,,,,,,,,,
422,PT04M29.00S,2021-12-09T04:42:03.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627741,,,1610612753,94,83,2021-12-09T04:42:29Z,4150000,,,0,,B. Hield shooting personal FOUL (1 PF) (Ross 1 FT),"[1627741, 203082]",1610612758.0,SAC,shooting,,,Hield,B. Hield,,,,,,,,,,,,,,202037.0,,,,,1.0,0.0,Ross,203082.0,,,
424,PT04M29.00S,2021-12-09T04:42:37.8Z,3,REGULAR,freethrow,1 of 1,[],203082,,,1610612753,94,84,2021-12-09T04:42:37Z,4170000,,,0,,T. Ross Free Throw 1 of 1 (11 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
425,PT04M21.00S,2021-12-09T04:42:49.4Z,3,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612758,94,84,2021-12-09T04:42:59Z,4180000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Fox 2 FT),"[1630175, 1628368]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,202037.0,,,,,1.0,0.0,Fox,1628368.0,,,
427,PT04M21.00S,2021-12-09T04:43:13.0Z,3,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,95,84,2021-12-09T04:43:13Z,4200000,,,0,,D. Fox Free Throw 1 of 2 (22 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
428,PT04M21.00S,2021-12-09T04:43:27.1Z,3,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,96,84,2021-12-09T04:43:27Z,4210000,,,0,,D. Fox Free Throw 2 of 2 (23 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
429,PT04M10.00S,2021-12-09T04:43:38.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,92.06636005256242,58.333333333333336,1610612753,96,84,2021-12-09T04:43:43Z,4220000,42.0,22.0,1,right,MISS C. Anthony driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,4.72,Missed,,,,,,,,,,,,,,,,,,,
430,PT04M06.00S,2021-12-09T04:43:42.4Z,3,REGULAR,rebound,defensive,[],203458,,,1610612758,96,84,2021-12-09T04:43:43Z,4230000,,,0,,A. Len REBOUND (Off:0 Def:2),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,429.0,2.0,2.0,0.0,,,,,,,
431,PT03M47.00S,2021-12-09T04:44:00.6Z,3,REGULAR,3pt,Jump Shot,[],1630558,24.26084099868594,13.23529411764706,1610612758,96,84,2021-12-09T04:44:06Z,4240000,184.0,176.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
432,PT03M43.00S,2021-12-09T04:44:04.6Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,96,84,2021-12-09T04:44:06Z,4250000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:7),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,431.0,8.0,7.0,1.0,,,,,,,
433,PT03M37.00S,2021-12-09T04:44:10.9Z,3,REGULAR,3pt,Jump Shot,[],1630175,78.13731931668858,8.333333333333332,1610612753,96,87,2021-12-09T04:44:18Z,4260000,-208.0,153.0,1,right,C. Anthony 25' 3PT pullup (22 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,25.85,Made,22.0,,,,,,,,,,,,,,,,,,
434,PT03M26.00S,2021-12-09T04:44:21.1Z,3,REGULAR,3pt,Jump Shot,[],1628963,31.09395532194481,65.93137254901961,1610612758,96,87,2021-12-09T04:44:27Z,4270000,-80.0,240.0,1,left,MISS M. Bagley III 25' 3PT,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
435,PT03M23.00S,2021-12-09T04:44:24.1Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,96,87,2021-12-09T04:44:27Z,4280000,,,0,,F. Wagner REBOUND (Off:0 Def:5),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,434.0,5.0,5.0,0.0,,,,,,,
436,PT03M18.00S,2021-12-09T04:44:30.3Z,3,REGULAR,3pt,Jump Shot,[],1630175,73.9323258869908,84.80392156862744,1610612753,96,87,2021-12-09T04:44:37Z,4290000,174.0,193.0,1,right,MISS C. Anthony 25' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,,
437,PT03M13.00S,2021-12-09T04:44:35.3Z,3,REGULAR,rebound,defensive,[],203458,,,1610612758,96,87,2021-12-09T04:44:37Z,4300000,,,0,,A. Len REBOUND (Off:0 Def:3),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,436.0,3.0,3.0,0.0,,,,,,,
438,PT03M11.00S,2021-12-09T04:44:39.9Z,3,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612758,96,87,2021-12-09T04:44:52Z,4310000,,,0,,W. Carter Jr. shooting personal FOUL (4 PF) (Bagley III 2 FT),"[1628976, 1628963]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,1627529.0,,,,,4.0,0.0,Bagley III,1628963.0,,,
440,PT03M11.00S,2021-12-09T04:45:10.5Z,3,REGULAR,freethrow,1 of 2,[],1628963,,,1610612758,97,87,2021-12-09T04:45:10Z,4330000,,,0,,M. Bagley III Free Throw 1 of 2 (9 PTS),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
441,PT03M11.00S,2021-12-09T04:45:12.9Z,3,REGULAR,substitution,out,[],1628368,,,1610612758,97,87,2021-12-09T04:45:28Z,4340000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M11.00S,2021-12-09T04:45:12.9Z,3,REGULAR,substitution,in,[],1630169,,,1610612758,97,87,2021-12-09T04:45:28Z,4350000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M11.00S,2021-12-09T04:45:37.0Z,3,REGULAR,freethrow,2 of 2,[],1628963,,,1610612758,98,87,2021-12-09T04:45:37Z,4360000,,,0,,M. Bagley III Free Throw 2 of 2 (10 PTS),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
444,PT03M02.00S,2021-12-09T04:45:47.9Z,3,REGULAR,2pt,Jump Shot,[],203082,81.42247043363994,30.392156862745097,1610612753,98,87,2021-12-09T04:48:38Z,4370000,-98.0,122.0,1,right,MISS T. Ross 15' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,15.66,Missed,,,,,,,,,,,,,,,,,,,
445,PT02M56.00S,2021-12-09T04:45:53.4Z,3,REGULAR,rebound,offensive,[],201577,,,1610612753,98,87,2021-12-09T04:45:53Z,4380000,,,0,,R. Lopez REBOUND (Off:3 Def:0),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,444.0,3.0,0.0,3.0,,,,,,,
446,PT02M56.00S,2021-12-09T04:45:55.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203082,93.51182654402102,49.01960784313725,1610612753,98,89,2021-12-09T04:46:06Z,4390000,-5.0,8.0,1,right,T. Ross driving DUNK (13 PTS) (R. Lopez 1 AST),"[203082, 201577]",1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,0.98,Made,13.0,,,,R. Lopez,201577.0,1.0,,,,,,,,,,,,
