actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
247,PT08M50.00S,2025-11-04T00:52:55.9Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],1631245,,,1610612754,27,33,2025-11-04T00:53:27Z,2470000,False,,,0,,MISS Q. Jackson Free Throw 3 of 3,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
248,PT08M49.00S,2025-11-04T00:52:56.9Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,27,33,2025-11-04T00:53:27Z,2480000,False,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,247.0,2.0,1.0,1.0,,,,,,,,,,,,
249,PT08M45.00S,2025-11-04T00:53:30.5Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1631157,15.588042049934298,73.52941176470588,1610612749,27,33,2025-11-04T00:53:35Z,2490000,False,-118.0,94.0,1,left,MISS R. Rollins 15' running pullup Shot,[1631157],1610612749.0,MIL,running pullup,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Left,15.06,Missed,,,,,,,,,,,,,,,,,,
250,PT08M42.00S,2025-11-04T00:53:33.5Z,2,REGULAR,rebound,defensive,[],1642277,,,1610612754,27,33,2025-11-04T00:53:35Z,2500000,False,,,0,,J. Furphy REBOUND (Off:1 Def:2),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Mid-Range,8-16 Left,,,,,249.0,3.0,2.0,1.0,,,,,,,,,,,,
251,PT08M31.00S,2025-11-04T00:53:44.4Z,2,REGULAR,3pt,Jump Shot,[],1641716,66.5735873850197,39.950980392156865,1610612754,27,33,2025-11-04T00:53:48Z,2510000,False,-50.0,262.0,1,right,MISS J. Walker 26' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,26.65,Missed,,,,,,,,,,,,,,,,,,
252,PT08M28.00S,2025-11-04T00:53:47.4Z,2,REGULAR,rebound,offensive,[],1630174,,,1610612754,27,33,2025-11-04T00:53:48Z,2520000,False,,,0,,A. Nesmith REBOUND (Off:2 Def:3),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,,251.0,5.0,3.0,2.0,,,,,,,,,,,,
253,PT08M23.00S,2025-11-04T00:53:52.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642277,93.11760840998686,97.05882352941177,1610612754,30,33,2025-11-04T00:53:56Z,2530000,False,235.0,12.0,1,right,J. Furphy 3PT  (3 PTS) (A. Nesmith 1 AST),"[1642277, 1630174]",1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Right Corner 3,24+ Right,23.56,Made,,,,,,,,,,,,,,,3.0,A. Nesmith,1630174.0,1.0
255,PT08M21.00S,2025-11-04T00:53:57.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,30,33,2025-11-04T00:53:57Z,2550000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT08M21.00S,2025-11-04T00:56:23.1Z,2,REGULAR,substitution,out,[],1630579,,,1610612749,30,33,2025-11-04T00:56:35Z,2560000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT08M21.00S,2025-11-04T00:56:23.1Z,2,REGULAR,substitution,out,[],1628398,,,1610612749,30,33,2025-11-04T00:56:35Z,2570000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT08M21.00S,2025-11-04T00:56:23.1Z,2,REGULAR,substitution,out,[],1630175,,,1610612749,30,33,2025-11-04T00:56:35Z,2580000,False,,,0,,SUB out: C. Anthony,[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT08M21.00S,2025-11-04T00:56:23.1Z,2,REGULAR,substitution,in,[],1629018,,,1610612749,30,33,2025-11-04T00:56:35Z,2590000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT08M21.00S,2025-11-04T00:56:23.1Z,2,REGULAR,substitution,in,[],203507,,,1610612749,30,33,2025-11-04T00:56:35Z,2600000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT08M21.00S,2025-11-04T00:56:23.1Z,2,REGULAR,substitution,in,[],1631260,,,1610612749,30,33,2025-11-04T00:56:35Z,2610000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT08M09.00S,2025-11-04T00:57:09.8Z,2,REGULAR,3pt,Jump Shot,[],1629018,22.946780551905388,90.68627450980392,1610612749,30,33,2025-11-04T00:57:13Z,2620000,False,-203.0,163.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.08,Missed,,,,,,,,,,,,,,,,,,
263,PT08M05.00S,2025-11-04T00:57:13.8Z,2,REGULAR,rebound,defensive,[],1631245,,,1610612754,30,33,2025-11-04T00:57:13Z,2630000,False,,,0,,Q. Jackson REBOUND (Off:0 Def:1),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,262.0,1.0,1.0,0.0,,,,,,,,,,,,
264,PT07M51.00S,2025-11-04T00:57:29.6Z,2,REGULAR,foul,personal,['2freethrow'],1631260,,,1610612754,30,33,2025-11-04T00:57:37Z,2640000,False,,,0,,A. Green shooting personal FOUL (3 PF) (Nesmith 2 FT),"[1631260, 1630174]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,203054.0,3.0,0.0,Nesmith,1630174.0,,,,,,,
266,PT07M51.00S,2025-11-04T00:57:59.3Z,2,REGULAR,freethrow,1 of 2,[],1630174,,,1610612754,31,33,2025-11-04T00:57:59Z,2660000,False,,,0,,A. Nesmith Free Throw 1 of 2 (5 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
267,PT07M51.00S,2025-11-04T00:57:59.8Z,2,REGULAR,substitution,out,[],1626171,,,1610612754,31,33,2025-11-04T00:58:06Z,2670000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT07M51.00S,2025-11-04T00:57:59.8Z,2,REGULAR,substitution,out,[],1631260,,,1610612754,31,33,2025-11-04T00:58:06Z,2680000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT07M51.00S,2025-11-04T00:57:59.8Z,2,REGULAR,substitution,in,[],1626167,,,1610612754,31,33,2025-11-04T00:58:06Z,2690000,False,,,0,,SUB in: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT07M51.00S,2025-11-04T00:57:59.8Z,2,REGULAR,substitution,in,[],1629599,,,1610612754,31,33,2025-11-04T00:58:06Z,2700000,False,,,0,,SUB in: A. Coffey,[1629599],1610612749.0,MIL,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT07M51.00S,2025-11-04T00:58:23.3Z,2,REGULAR,freethrow,2 of 2,[],1630174,,,1610612754,32,33,2025-11-04T00:58:23Z,2710000,False,,,0,,A. Nesmith Free Throw 2 of 2 (6 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
272,PT07M32.00S,2025-11-04T00:58:46.2Z,2,REGULAR,turnover,out-of-bounds,[],1631157,,,1610612749,32,33,2025-11-04T00:59:21Z,2720000,False,,,0,,R. Rollins bad pass out-of-bounds TURNOVER (4 TO),[1631157],1610612749.0,MIL,bad pass,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,101284.0,,,,,4.0,,,,,,
273,PT07M17.00S,2025-11-04T00:59:07.0Z,2,REGULAR,turnover,lost ball,[],1631245,,,1610612754,32,33,2025-11-04T00:59:10Z,2730000,False,,,0,,Q. Jackson lost ball TURNOVER (1 TO),"[1631245, 203507]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,Antetokounmpo,203507.0,,,,
274,PT07M17.00S,2025-11-04T00:59:07.0Z,2,REGULAR,steal,,[],203507,,,1610612749,32,33,2025-11-04T01:01:14Z,2740000,False,,,0,,G. Antetokounmpo STEAL (2 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
275,PT07M14.00S,2025-11-04T00:59:10.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,7.440867279894875,44.11764705882353,1610612749,32,35,2025-11-04T00:59:14Z,2750000,False,29.0,17.0,1,left,G. Antetokounmpo running finger roll Layup (8 PTS) (R. Rollins 2 AST),"[203507, 1631157]",1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.42,Made,,,,,,,,,,,,,,,8.0,R. Rollins,1631157.0,2.0
277,PT07M06.00S,2025-11-04T00:59:23.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,32,35,2025-11-04T00:59:23Z,2770000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT07M06.00S,2025-11-04T01:01:44.5Z,2,REGULAR,substitution,out,[],1641716,,,1610612754,32,35,2025-11-04T01:02:05Z,2780000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT07M06.00S,2025-11-04T01:01:44.5Z,2,REGULAR,substitution,out,[],1630174,,,1610612754,32,35,2025-11-04T01:02:05Z,2790000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT07M06.00S,2025-11-04T01:01:44.5Z,2,REGULAR,substitution,out,[],1630643,,,1610612754,32,35,2025-11-04T01:02:05Z,2800000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT07M06.00S,2025-11-04T01:01:44.5Z,2,REGULAR,substitution,in,[],1627783,,,1610612754,32,35,2025-11-04T01:02:05Z,2810000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT07M06.00S,2025-11-04T01:01:44.5Z,2,REGULAR,substitution,in,[],1630543,,,1610612754,32,35,2025-11-04T01:02:05Z,2820000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT07M06.00S,2025-11-04T01:01:44.5Z,2,REGULAR,substitution,in,[],1641767,,,1610612754,32,35,2025-11-04T01:02:05Z,2830000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT06M56.00S,2025-11-04T01:02:36.4Z,2,REGULAR,foul,personal,['2freethrow'],1629599,,,1610612754,32,35,2025-11-04T01:02:43Z,2840000,False,,,0,,A. Coffey shooting personal FOUL (1 PF) (Jackson 2 FT),"[1629599, 1630543]",1610612749.0,MIL,shooting,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101284.0,1.0,0.0,Jackson,1630543.0,,,,,,,
286,PT06M56.00S,2025-11-04T01:03:06.9Z,2,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,33,35,2025-11-04T01:03:06Z,2860000,False,,,0,,I. Jackson Free Throw 1 of 2 (7 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
287,PT06M56.00S,2025-11-04T01:03:27.1Z,2,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,34,35,2025-11-04T01:03:27Z,2870000,False,,,0,,I. Jackson Free Throw 2 of 2 (8 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,,,,,,,,,,,8.0,,,
288,PT06M45.00S,2025-11-04T01:03:45.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.886333771353483,57.35294117647059,1610612749,34,37,2025-11-04T01:03:50Z,2880000,False,-37.0,31.0,1,left,G. Antetokounmpo driving Layup (10 PTS) (A. Coffey 1 AST),"[203507, 1629599]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,4.81,Made,,,,,,,,,,,,,,,10.0,A. Coffey,1629599.0,1.0
290,PT06M45.00S,2025-11-04T01:03:48.3Z,2,REGULAR,foul,personal,['1freethrow'],1641767,,,1610612749,34,37,2025-11-04T01:03:55Z,2900000,False,,,0,,B. Sheppard shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1641767, 203507]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101284.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,
292,PT06M45.00S,2025-11-04T01:04:24.5Z,2,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,34,38,2025-11-04T01:04:24Z,2920000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (11 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,,,,,,,11.0,,,
293,PT06M35.00S,2025-11-04T01:04:34.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630543,91.40932982917214,59.068627450980394,1610612754,36,38,2025-11-04T01:04:39Z,2930000,False,45.0,28.0,1,right,I. Jackson turnaround Hook (10 PTS) (Q. Jackson 2 AST),"[1630543, 1631245]",1610612754.0,IND,turnaround,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,5.34,Made,,,,,,,,,,,,,,,10.0,Q. Jackson,1631245.0,2.0
295,PT06M23.00S,2025-11-04T01:04:49.6Z,2,REGULAR,foul,personal,[],1627783,,,1610612749,36,38,2025-11-04T01:04:54Z,2950000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 203507]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,,,,,,,,,101284.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,
297,PT06M18.00S,2025-11-04T01:05:09.6Z,2,REGULAR,3pt,Jump Shot,[],1631157,19.92444152431012,92.64705882352942,1610612749,36,38,2025-11-04T01:05:14Z,2970000,False,-213.0,135.0,1,left,MISS R. Rollins 25' 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
298,PT06M14.00S,2025-11-04T01:05:13.6Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,36,38,2025-11-04T01:05:14Z,2980000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,297.0,1.0,1.0,0.0,,,,,,,,,,,,
299,PT06M09.00S,2025-11-04T01:05:19.2Z,2,REGULAR,3pt,Jump Shot,[],1641767,70.25295663600527,79.90196078431373,1610612754,39,38,2025-11-04T01:06:33Z,2990000,False,150.0,227.0,1,right,B. Sheppard 27' 3PT  (3 PTS) (Q. Jackson 3 AST),"[1641767, 1631245]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,27.19,Made,,,,,,,,,,,,,,,3.0,Q. Jackson,1631245.0,3.0
301,PT05M49.00S,2025-11-04T01:05:39.0Z,2,REGULAR,3pt,Jump Shot,[],1629018,31.488173455978973,40.44117647058824,1610612749,39,38,2025-11-04T01:05:43Z,3010000,False,48.0,243.0,1,left,MISS G. Trent Jr. 24' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,24.81,Missed,,,,,,,,,,,,,,,,,,
302,PT05M45.00S,2025-11-04T01:05:43.0Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,39,38,2025-11-04T01:05:43Z,3020000,False,,,0,,I. Jackson REBOUND (Off:2 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,,301.0,4.0,2.0,2.0,,,,,,,,,,,,
303,PT05M40.00S,2025-11-04T01:05:48.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627783,89.17542706964521,54.65686274509803,1610612754,41,38,2025-11-04T01:07:19Z,3030000,False,23.0,49.0,1,right,P. Siakam driving floating bank Jump Shot (10 PTS) (Q. Jackson 4 AST),"[1627783, 1631245]",1610612754.0,IND,driving floating bank,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.45,Made,,,,,,,,,,,,,,,10.0,Q. Jackson,1631245.0,4.0
305,PT05M27.00S,2025-11-04T01:06:01.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,8.229303547963205,58.57843137254902,1610612749,41,40,2025-11-04T01:06:06Z,3050000,False,-43.0,25.0,1,left,R. Rollins driving Layup (2 PTS),[1631157],1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,4.96,Made,,,,,,,,,,,,,,,2.0,,,
306,PT05M16.00S,2025-11-04T01:06:11.5Z,2,REGULAR,3pt,Jump Shot,[],1627783,69.85873850197109,22.794117647058822,1610612754,41,40,2025-11-04T01:06:17Z,3060000,False,-136.0,231.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
307,PT05M12.00S,2025-11-04T01:06:15.5Z,2,REGULAR,rebound,defensive,[],1631157,,,1610612749,41,40,2025-11-04T01:06:17Z,3070000,False,,,0,,R. Rollins REBOUND (Off:0 Def:2),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,,306.0,2.0,2.0,0.0,,,,,,,,,,,,
308,PT05M10.00S,2025-11-04T01:06:17.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203507,5.601182654402102,50.245098039215684,1610612749,41,42,2025-11-04T01:06:23Z,3080000,False,-1.0,0.0,1,left,G. Antetokounmpo running DUNK (13 PTS) (R. Rollins 3 AST),"[203507, 1631157]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.12,Made,,,,,,,,,,,,,,,13.0,R. Rollins,1631157.0,3.0
310,PT04M58.00S,2025-11-04T01:06:31.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629018,,,1610612754,41,42,2025-11-04T01:06:36Z,3100000,False,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (Siakam 2 FT),"[1629018, 1627783]",1610612749.0,MIL,shooting,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,203054.0,1.0,0.0,Siakam,1627783.0,,,,,,,
312,PT04M58.00S,2025-11-04T01:07:03.6Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,42,42,2025-11-04T01:07:03Z,3120000,False,,,0,,P. Siakam Free Throw 1 of 2 (11 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,,,,,,11.0,,,
313,PT04M58.00S,2025-11-04T01:07:04.1Z,2,REGULAR,substitution,out,[],1642277,,,1610612754,42,42,2025-11-04T01:07:11Z,3130000,False,,,0,,SUB out: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT04M58.00S,2025-11-04T01:07:04.1Z,2,REGULAR,substitution,out,[],1641767,,,1610612754,42,42,2025-11-04T01:07:11Z,3140000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT04M58.00S,2025-11-04T01:07:04.1Z,2,REGULAR,substitution,in,[],1641716,,,1610612754,42,42,2025-11-04T01:07:11Z,3150000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT04M58.00S,2025-11-04T01:07:04.1Z,2,REGULAR,substitution,in,[],1630174,,,1610612754,42,42,2025-11-04T01:07:11Z,3160000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT04M58.00S,2025-11-04T01:07:30.6Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,43,42,2025-11-04T01:07:30Z,3170000,False,,,0,,P. Siakam Free Throw 2 of 2 (12 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,,,,,,12.0,,,
318,PT04M42.00S,2025-11-04T01:07:56.0Z,2,REGULAR,3pt,Jump Shot,[],1629599,10.33180026281209,1.9607843137254901,1610612749,43,42,2025-11-04T01:08:00Z,3180000,False,240.0,45.0,1,left,MISS A. Coffey 24' 3PT,[1629599],1610612749.0,MIL,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,24.43,Missed,,,,,,,,,,,,,,,,,,
319,PT04M41.00S,2025-11-04T01:07:57.0Z,2,REGULAR,rebound,defensive,[],1641716,,,1610612754,43,42,2025-11-04T01:08:00Z,3190000,False,,,0,,J. Walker REBOUND (Off:0 Def:4),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,,,,318.0,4.0,4.0,0.0,,,,,,,,,,,,
320,PT04M35.00S,2025-11-04T01:08:04.6Z,2,REGULAR,3pt,Jump Shot,[],1641716,67.23061760840999,42.64705882352941,1610612754,43,42,2025-11-04T01:08:58Z,3200000,False,-37.0,256.0,1,right,MISS J. Walker 25' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
321,PT04M32.00S,2025-11-04T01:08:07.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,43,42,2025-11-04T01:08:58Z,3210000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,320.0,,,,,,,,,,,,,,,
322,PT04M32.00S,2025-11-04T01:08:10.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629018,,,1610612754,43,42,2025-11-04T01:08:20Z,3220000,False,,,0,,G. Trent Jr. loose ball personal FOUL (2 PF) (Jackson 2 FT),"[1629018, 1631245]",1610612749.0,MIL,loose ball,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101284.0,2.0,0.0,Jackson,1631245.0,,,,,,,
324,PT04M32.00S,2025-11-04T01:08:31.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631245,,,1610612754,44,42,2025-11-04T01:08:31Z,3240000,False,,,0,,Q. Jackson Free Throw 1 of 2 (4 PTS),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
325,PT04M32.00S,2025-11-04T01:08:51.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631245,,,1610612754,45,42,2025-11-04T01:08:51Z,3250000,False,,,0,,Q. Jackson Free Throw 2 of 2 (5 PTS),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
326,PT04M10.00S,2025-11-04T01:09:14.7Z,2,REGULAR,3pt,Jump Shot,[],1629018,32.40801576872536,39.950980392156865,1610612749,45,42,2025-11-04T01:09:20Z,3260000,False,50.0,252.0,1,left,MISS G. Trent Jr. 25' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,25.7,Missed,,,,,,,,,,,,,,,,,,
327,PT04M08.00S,2025-11-04T01:09:16.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,45,42,2025-11-04T01:09:20Z,3270000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,326.0,,,,,,,,,,,,,,,
329,PT04M08.00S,2025-11-04T01:09:20.5Z,2,REGULAR,substitution,out,[],1631157,,,1610612754,45,42,2025-11-04T01:09:25Z,3290000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT04M08.00S,2025-11-04T01:09:20.5Z,2,REGULAR,substitution,out,[],1629599,,,1610612754,45,42,2025-11-04T01:09:25Z,3300000,False,,,0,,SUB out: A. Coffey,[1629599],1610612749.0,MIL,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT04M08.00S,2025-11-04T01:09:20.5Z,2,REGULAR,substitution,in,[],1627752,,,1610612754,45,42,2025-11-04T01:09:25Z,3310000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT04M08.00S,2025-11-04T01:09:20.5Z,2,REGULAR,substitution,in,[],1630175,,,1610612754,45,42,2025-11-04T01:09:25Z,3320000,False,,,0,,SUB in: C. Anthony,[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
