actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
518,PT00M40.90S,2026-03-01T23:47:54.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,83,87,2026-03-01T23:47:57Z,5070000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,517.0,,,,,,,,,,,,,,,
520,PT00M33.80S,2026-03-01T23:48:12.4Z,3,REGULAR,2pt,Jump Shot,[],1642285,76.5604467805519,57.59803921568627,1610612763,83,89,2026-03-01T23:48:17Z,5090000,False,38.0,168.0,1,right,C. Spencer 17' pullup Jump Shot (8 PTS) (W. Clayton Jr. 8 AST),"[1642285, 1642383]",1610612763.0,MEM,pullup,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Center,17.2,Made,,,,8.0,W. Clayton Jr.,1642383.0,8.0,,,,,,,,,,,
522,PT00M15.10S,2026-03-01T23:48:33.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642880,7.178055190538765,53.431372549019606,1610612754,83,89,2026-03-01T23:48:38Z,5110000,False,-17.0,15.0,1,left,MISS K. Jones driving reverse Layup,[1642880],1610612754.0,IND,driving reverse,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
523,PT00M13.20S,2026-03-01T23:48:35.7Z,3,REGULAR,rebound,defensive,[],1642285,,,1610612763,83,89,2026-03-01T23:48:35Z,5120000,False,,,0,,C. Spencer REBOUND (Off:0 Def:3),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Restricted Area,0-8 Center,,,,,522.0,,,,,,,,,,,,,3.0,3.0,0.0
524,PT00M03.00S,2026-03-01T23:48:48.2Z,3,REGULAR,foul,personal,[],204456,,,1610612763,83,89,2026-03-01T23:49:11Z,5130000,False,,,0,,T. McConnell personal FOUL (3 PF),"[204456, 1642285]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1628951.0,3.0,0.0,Spencer,1642285.0,,,
526,PT00M00.40S,2026-03-01T23:49:16.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641712,92.19776609724047,51.470588235294116,1610612763,83,91,2026-03-01T23:49:20Z,5150000,False,7.0,21.0,1,right,R. Rupert driving DUNK (6 PTS) (W. Clayton Jr. 9 AST),"[1641712, 1642383]",1610612763.0,MEM,driving,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,2.21,Made,,,,6.0,W. Clayton Jr.,1642383.0,9.0,,,,,,,,,,,
529,PT00M00.30S,2026-03-01T23:50:03.9Z,3,REGULAR,heave,,[],0,,,1610612754,83,91,2026-03-01T23:56:01Z,5180000,False,,,0,,IND Heave,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,69.07,,,,,,,,,,,,,,,,,,,
530,PT00M00.10S,2026-03-01T23:50:04.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,83,91,2026-03-01T23:56:01Z,5190000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,529.0,,,,,,,,,,,,,,,
531,PT00M00.00S,2026-03-01T23:50:06.8Z,3,REGULAR,period,end,[],0,,,1610612754,83,91,2026-03-01T23:50:06Z,5200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2026-03-01T23:52:12.3Z,4,REGULAR,substitution,out,['startperiod'],1642880,,,1610612754,83,91,2026-03-01T23:52:37Z,5210000,False,,,0,,SUB out: K. Jones,[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2026-03-01T23:52:12.3Z,4,REGULAR,substitution,out,['startperiod'],1642942,,,1610612754,83,91,2026-03-01T23:52:37Z,5220000,False,,,0,,SUB out: J. Mashack,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2026-03-01T23:52:12.3Z,4,REGULAR,substitution,out,['startperiod'],1641707,,,1610612754,83,91,2026-03-01T23:52:37Z,5230000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2026-03-01T23:52:12.3Z,4,REGULAR,substitution,out,['startperiod'],1641712,,,1610612754,83,91,2026-03-01T23:52:37Z,5240000,False,,,0,,SUB out: R. Rupert,[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2026-03-01T23:52:12.3Z,4,REGULAR,substitution,in,['startperiod'],1643007,,,1610612754,83,91,2026-03-01T23:52:37Z,5250000,False,,,0,,SUB in: T. Peter,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2026-03-01T23:52:12.3Z,4,REGULAR,substitution,in,['startperiod'],1642377,,,1610612754,83,91,2026-03-01T23:52:37Z,5260000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT12M00.00S,2026-03-01T23:52:12.3Z,4,REGULAR,substitution,in,['startperiod'],1641713,,,1610612754,83,91,2026-03-01T23:52:37Z,5270000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT12M00.00S,2026-03-01T23:52:12.3Z,4,REGULAR,substitution,in,['startperiod'],1641765,,,1610612754,83,91,2026-03-01T23:52:37Z,5280000,False,,,0,,SUB in: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT12M00.00S,2026-03-01T23:52:46.2Z,4,REGULAR,period,start,[],0,,,1610612754,83,91,2026-03-01T23:52:46Z,5290000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT11M45.00S,2026-03-01T23:53:00.8Z,4,REGULAR,2pt,Jump Shot,[],204456,8.360709592641262,22.794117647058822,1610612754,85,91,2026-03-01T23:53:05Z,5300000,False,136.0,26.0,1,left,T. McConnell 13' pullup Jump Shot (8 PTS) (B. Sheppard 1 AST),"[204456, 1641767]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,13.85,Made,,,,8.0,B. Sheppard,1641767.0,1.0,,,,,,,,,,,
543,PT11M25.00S,2026-03-01T23:53:19.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641765,89.83245729303549,47.05882352941176,1610612763,85,93,2026-03-01T23:56:47Z,5320000,False,-15.0,43.0,1,right,O. Prosper driving finger roll Layup (15 PTS) (W. Clayton Jr. 10 AST),"[1641765, 1642383]",1610612763.0,MEM,driving finger roll,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,4.55,Made,,,,15.0,W. Clayton Jr.,1642383.0,10.0,,,,,,,,,,,
545,PT11M06.00S,2026-03-01T23:53:40.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641738,8.229303547963205,43.627450980392155,1610612754,85,93,2026-03-01T23:53:47Z,5340000,False,32.0,25.0,1,left,MISS K. Brown driving Layup - blocked,"[1641738, 1641713]",1610612754.0,IND,driving,,,Brown,K. Brown,,,,,Restricted Area,0-8 Center,4.05,Missed,Jackson,1641713.0,,,,,,,,,,,,,,,,
546,PT11M06.00S,2026-03-01T23:53:40.4Z,4,REGULAR,block,,[],1641713,,,1610612754,85,93,2026-03-01T23:53:42Z,5350000,False,,,0,,G. Jackson BLOCK (3 BLK),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
547,PT11M05.00S,2026-03-01T23:53:41.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,85,93,2026-03-01T23:53:47Z,5360000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,545.0,,,,,,,,,,,,,,,
549,PT11M05.00S,2026-03-01T23:53:50.8Z,4,REGULAR,substitution,out,[],204456,,,1610612754,85,93,2026-03-01T23:53:59Z,5380000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT11M05.00S,2026-03-01T23:53:50.8Z,4,REGULAR,substitution,in,[],1641716,,,1610612754,85,93,2026-03-01T23:53:59Z,5390000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT11M01.00S,2026-03-01T23:54:18.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1643007,34.37910643889619,27.450980392156865,1610612754,85,93,2026-03-01T23:54:28Z,5400000,False,113.0,271.0,1,left,MISS T. Peter 29' 3PT,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,Above the Break 3,24+ Right Center,29.32,Missed,,,,,,,,,,,,,,,,,,
552,PT11M00.00S,2026-03-01T23:54:19.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,85,93,2026-03-01T23:54:28Z,5410000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,551.0,,,,,,,,,,,,,,,
553,PT11M00.00S,2026-03-01T23:54:23.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612754,85,93,2026-03-01T23:54:26Z,5420000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628951.0,,,,,,,
554,PT10M47.00S,2026-03-01T23:54:46.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1642285,71.04139290407359,56.86274509803921,1610612763,85,93,2026-03-01T23:54:50Z,5430000,False,34.0,220.0,1,right,MISS C. Spencer 22' step back Shot,[1642285],1610612763.0,MEM,step back,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Center,22.24,Missed,,,,,,,,,,,,,,,,,,
555,PT10M45.00S,2026-03-01T23:54:48.7Z,4,REGULAR,rebound,defensive,[],1630695,,,1610612754,85,93,2026-03-01T23:54:50Z,5440000,False,,,0,,M. Potter REBOUND (Off:2 Def:4),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Mid-Range,16-24 Center,,,,,554.0,,,,,,,,,,,,,6.0,4.0,2.0
556,PT10M33.00S,2026-03-01T23:55:00.9Z,4,REGULAR,3pt,Jump Shot,[],1641716,29.517082785808146,28.186274509803923,1610612754,88,93,2026-03-01T23:55:04Z,5450000,False,109.0,225.0,1,left,J. Walker 25' 3PT  (16 PTS) (T. Peter 2 AST),"[1641716, 1643007]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,25.01,Made,,,,16.0,T. Peter,1643007.0,2.0,,,,,,,,,,,
558,PT10M13.00S,2026-03-01T23:55:19.9Z,4,REGULAR,3pt,Jump Shot,[],1642377,92.85479632063075,2.941176470588235,1610612763,88,96,2026-03-01T23:55:25Z,5470000,False,-235.0,15.0,1,right,J. Wells 3PT  (18 PTS) (O. Prosper 3 AST),"[1642377, 1641765]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Left Corner 3,24+ Left,23.58,Made,,,,18.0,O. Prosper,1641765.0,3.0,,,,,,,,,,,
560,PT09M58.00S,2026-03-01T23:55:36.0Z,4,REGULAR,3pt,Jump Shot,[],1641767,31.750985545335087,61.029411764705884,1610612754,88,96,2026-03-01T23:55:39Z,5490000,False,-55.0,246.0,1,left,MISS B. Sheppard 25' step back 3PT,[1641767],1610612754.0,IND,step back,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
561,PT09M56.00S,2026-03-01T23:55:38.0Z,4,REGULAR,rebound,defensive,[],1642383,,,1610612763,88,96,2026-03-01T23:55:39Z,5500000,False,,,0,,W. Clayton Jr. REBOUND (Off:0 Def:2),[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Center,,,,,560.0,,,,,,,,,,,,,2.0,2.0,0.0
562,PT09M37.00S,2026-03-01T23:55:56.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641765,91.93495400788436,44.11764705882353,1610612763,88,98,2026-03-02T00:00:18Z,5510000,False,-29.0,23.0,1,right,O. Prosper driving reverse Layup (17 PTS) (G. Jackson 2 AST),"[1641765, 1641713]",1610612763.0,MEM,driving reverse,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,3.75,Made,,,,17.0,G. Jackson,1641713.0,2.0,,,,,,,,,,,
564,PT09M22.00S,2026-03-01T23:56:11.8Z,4,REGULAR,3pt,Jump Shot,[],1641738,25.706307490144546,87.74509803921569,1610612754,88,98,2026-03-01T23:56:16Z,5530000,False,-189.0,189.0,1,left,MISS K. Brown 26' 3PT,[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,Above the Break 3,24+ Left Center,26.71,Missed,,,,,,,,,,,,,,,,,,
565,PT09M21.00S,2026-03-01T23:56:12.8Z,4,REGULAR,rebound,defensive,[],1641713,,,1610612763,88,98,2026-03-01T23:56:34Z,5540000,False,,,0,,G. Jackson REBOUND (Off:3 Def:6),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,564.0,,,,,,,,,,,,,9.0,6.0,3.0
566,PT09M14.00S,2026-03-01T23:56:21.7Z,4,REGULAR,foul,personal,['2freethrow'],1630695,,,1610612763,88,98,2026-03-01T23:56:30Z,5550000,False,,,0,,M. Potter shooting personal FOUL (2 PF) (Jackson 2 FT),"[1630695, 1641713]",1610612754.0,IND,shooting,,,Potter,M. Potter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628951.0,2.0,0.0,Jackson,1641713.0,,,
568,PT09M14.00S,2026-03-01T23:56:51.0Z,4,REGULAR,freethrow,1 of 2,[],1641713,,,1610612763,88,99,2026-03-01T23:56:51Z,5570000,False,,,0,,G. Jackson Free Throw 1 of 2 (10 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Made,,,,10.0,,,,,,,,,,,,,,
569,PT09M14.00S,2026-03-01T23:56:51.4Z,4,REGULAR,substitution,out,[],1630695,,,1610612763,88,99,2026-03-01T23:57:25Z,5580000,False,,,0,,SUB out: M. Potter,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT09M14.00S,2026-03-01T23:56:51.4Z,4,REGULAR,substitution,out,[],1641738,,,1610612763,88,99,2026-03-01T23:57:25Z,5590000,False,,,0,,SUB out: K. Brown,[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT09M14.00S,2026-03-01T23:56:51.4Z,4,REGULAR,substitution,out,[],1641767,,,1610612763,88,99,2026-03-01T23:57:25Z,5600000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT09M14.00S,2026-03-01T23:56:51.4Z,4,REGULAR,substitution,out,[],1642377,,,1610612763,88,99,2026-03-01T23:57:25Z,5610000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT09M14.00S,2026-03-01T23:56:51.4Z,4,REGULAR,substitution,out,[],1642383,,,1610612763,88,99,2026-03-01T23:57:25Z,5620000,False,,,0,,SUB out: W. Clayton Jr.,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT09M14.00S,2026-03-01T23:56:51.4Z,4,REGULAR,substitution,out,[],1642285,,,1610612763,88,99,2026-03-01T23:57:25Z,5630000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT09M14.00S,2026-03-01T23:56:51.4Z,4,REGULAR,substitution,in,[],1630643,,,1610612763,88,99,2026-03-01T23:57:25Z,5640000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT09M14.00S,2026-03-01T23:56:51.4Z,4,REGULAR,substitution,in,[],1642880,,,1610612763,88,99,2026-03-01T23:57:25Z,5650000,False,,,0,,SUB in: K. Jones,[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT09M14.00S,2026-03-01T23:56:51.4Z,4,REGULAR,substitution,in,[],1631245,,,1610612763,88,99,2026-03-01T23:57:25Z,5660000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT09M14.00S,2026-03-01T23:56:51.4Z,4,REGULAR,substitution,in,[],1630590,,,1610612763,88,99,2026-03-01T23:57:25Z,5670000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT09M14.00S,2026-03-01T23:56:51.4Z,4,REGULAR,substitution,in,[],1642942,,,1610612763,88,99,2026-03-01T23:57:25Z,5680000,False,,,0,,SUB in: J. Mashack,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT09M14.00S,2026-03-01T23:56:51.4Z,4,REGULAR,substitution,in,[],1641712,,,1610612763,88,99,2026-03-01T23:57:25Z,5690000,False,,,0,,SUB in: R. Rupert,[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT09M14.00S,2026-03-01T23:57:39.7Z,4,REGULAR,freethrow,2 of 2,[],1641713,,,1610612763,88,100,2026-03-01T23:57:39Z,5700000,False,,,0,,G. Jackson Free Throw 2 of 2 (11 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Made,,,,11.0,,,,,,,,,,,,,,
582,PT08M56.00S,2026-03-01T23:57:58.8Z,4,REGULAR,3pt,Jump Shot,[],1642880,30.699737187910642,76.47058823529412,1610612754,88,100,2026-03-01T23:58:02Z,5710000,False,-132.0,236.0,1,left,MISS K. Jones 27' 3PT,[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Left Center,27.07,Missed,,,,,,,,,,,,,,,,,,
583,PT08M54.00S,2026-03-01T23:58:00.8Z,4,REGULAR,rebound,defensive,[],1642942,,,1610612763,88,100,2026-03-01T23:58:05Z,5720000,False,,,0,,J. Mashack REBOUND (Off:1 Def:1),[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Above the Break 3,24+ Left Center,,,,,582.0,,,,,,,,,,,,,2.0,1.0,1.0
584,PT08M45.00S,2026-03-01T23:58:09.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642942,84.97043363994744,35.049019607843135,1610612763,88,102,2026-03-02T00:02:40Z,5730000,False,-75.0,89.0,1,right,J. Mashack 11' driving floating Jump Shot (2 PTS),[1642942],1610612763.0,MEM,driving floating,,,Mashack,J. Mashack,,,,,In The Paint (Non-RA),8-16 Left,11.61,Made,,,,2.0,,,,,,,,,,,,,,
585,PT08M24.00S,2026-03-01T23:58:30.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630643,11.251642575558476,38.23529411764706,1610612754,90,102,2026-03-02T00:03:27Z,5740000,False,59.0,53.0,1,left,J. Huff 7' turnaround Hook (11 PTS) (J. Walker 2 AST),"[1630643, 1641716]",1610612754.0,IND,turnaround,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,7.94,Made,,,,11.0,J. Walker,1641716.0,2.0,,,,,,,,,,,
587,PT08M10.00S,2026-03-01T23:58:44.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,82.7365308804205,50.73529411764706,1610612763,90,102,2026-03-01T23:58:48Z,5760000,False,4.0,110.0,1,right,MISS S. Pippen Jr. 10' driving floating Shot - blocked,"[1630590, 1630643]",1610612763.0,MEM,driving floating,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.99,Missed,Huff,1630643.0,,,,,,,,,,,,,,,,
588,PT08M10.00S,2026-03-01T23:58:44.0Z,4,REGULAR,block,,[],1630643,,,1610612763,90,102,2026-03-01T23:58:46Z,5770000,False,,,0,,J. Huff BLOCK (3 BLK),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
589,PT08M08.00S,2026-03-01T23:58:46.0Z,4,REGULAR,rebound,defensive,[],1631245,,,1610612754,90,102,2026-03-01T23:58:48Z,5780000,False,,,0,,Q. Jackson REBOUND (Off:0 Def:5),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,587.0,,,,,,,,,,,,,5.0,5.0,0.0
590,PT08M05.00S,2026-03-01T23:58:49.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1643007,6.783837056504599,50.245098039215684,1610612754,92,102,2026-03-01T23:58:56Z,5790000,False,-1.0,11.0,1,left,T. Peter running DUNK (11 PTS) (Q. Jackson 3 AST),"[1643007, 1631245]",1610612754.0,IND,running,,,Peter,T. Peter,,,,,Restricted Area,0-8 Center,1.14,Made,,,,11.0,Q. Jackson,1631245.0,3.0,,,,,,,,,,,
592,PT07M50.00S,2026-03-01T23:59:04.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,92.85479632063075,54.41176470588235,1610612763,92,102,2026-03-01T23:59:10Z,5810000,False,22.0,15.0,1,right,MISS G. Jackson driving finger roll Layup,[1641713],1610612763.0,MEM,driving finger roll,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,2.65,Missed,,,,,,,,,,,,,,,,,,
593,PT07M45.00S,2026-03-01T23:59:09.5Z,4,REGULAR,rebound,offensive,[],1641712,,,1610612763,92,102,2026-03-01T23:59:09Z,5820000,False,,,0,,R. Rupert REBOUND (Off:2 Def:3),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,,,,,592.0,,,,,,,,,,,,,5.0,3.0,2.0
594,PT07M37.00S,2026-03-01T23:59:17.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641713,92.06636005256242,1.4705882352941175,1610612763,92,102,2026-03-01T23:59:21Z,5830000,False,-243.0,22.0,1,right,MISS G. Jackson 24' step back 3PT,[1641713],1610612763.0,MEM,step back,,,Jackson,G. Jackson,,,,,Left Corner 3,24+ Left,24.36,Missed,,,,,,,,,,,,,,,,,,
595,PT07M35.00S,2026-03-01T23:59:20.0Z,4,REGULAR,rebound,defensive,[],1642880,,,1610612754,92,102,2026-03-01T23:59:20Z,5840000,False,,,0,,K. Jones REBOUND (Off:0 Def:2),[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,Left Corner 3,24+ Left,,,,,594.0,,,,,,,,,,,,,2.0,2.0,0.0
596,PT07M21.00S,2026-03-01T23:59:33.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641716,7.178055190538765,45.588235294117645,1610612754,94,102,2026-03-01T23:59:36Z,5850000,False,22.0,15.0,1,left,J. Walker driving Layup (18 PTS),[1641716],1610612754.0,IND,driving,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,2.67,Made,,,,18.0,,,,,,,,,,,,,,
597,PT07M01.00S,2026-03-01T23:59:57.2Z,4,REGULAR,turnover,out-of-bounds,[],1630590,,,1610612763,94,102,2026-03-02T00:00:02Z,5860000,False,,,0,,S. Pippen Jr. lost ball out-of-bounds TURNOVER (2 TO),[1630590],1610612763.0,MEM,lost ball,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,2.0,,,2004.0,,,,,,,
598,PT07M01.00S,2026-03-01T23:59:59.7Z,4,REGULAR,substitution,out,[],1641765,,,1610612754,94,102,2026-03-02T00:00:05Z,5870000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT07M01.00S,2026-03-01T23:59:59.7Z,4,REGULAR,substitution,in,[],1641707,,,1610612754,94,102,2026-03-02T00:00:05Z,5880000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT07M01.00S,2026-03-02T00:00:12.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,94,102,2026-03-02T00:00:12Z,5890000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT07M01.00S,2026-03-02T00:02:34.7Z,4,REGULAR,substitution,out,[],1641713,,,1610612754,94,102,2026-03-02T00:02:51Z,5900000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT07M01.00S,2026-03-02T00:02:34.7Z,4,REGULAR,substitution,in,[],1642383,,,1610612754,94,102,2026-03-02T00:02:51Z,5910000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT06M48.00S,2026-03-02T00:03:23.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1643007,6.521024967148489,97.30392156862744,1610612754,94,102,2026-03-02T00:03:27Z,5920000,False,-237.0,9.0,1,left,MISS T. Peter 3PT,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,Left Corner 3,24+ Left,23.67,Missed,,,,,,,,,,,,,,,,,,
604,PT06M46.00S,2026-03-02T00:03:25.5Z,4,REGULAR,rebound,offensive,[],1630643,,,1610612754,94,102,2026-03-02T00:03:35Z,5930000,False,,,0,,J. Huff REBOUND (Off:2 Def:2),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Left Corner 3,24+ Left,,,,,603.0,,,,,,,,,,,,,4.0,2.0,2.0
