actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
344,PT01M43.00S,2025-11-01T00:10:05.2Z,2,REGULAR,foul,personal,['2freethrow'],1628396,,,1610612737,56,58,2025-11-01T00:10:10Z,3350000,False,,,0,,T. Bradley shooting personal FOUL (1 PF) (Porziņģis 2 FT),"[1628396, 204001]",1610612754.0,IND,shooting,,,Bradley,T. Bradley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Porziņģis,204001.0
346,PT01M43.00S,2025-11-01T00:10:37.1Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612737,56,58,2025-11-01T00:10:37Z,3370000,False,,,0,,MISS K. Porziņģis Free Throw 1 of 2,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
347,PT01M43.00S,2025-11-01T00:10:37.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,56,58,2025-11-01T00:10:37Z,3380000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,346.0,,,,,,,,,,,,,,
348,PT01M43.00S,2025-11-01T00:10:37.7Z,2,REGULAR,substitution,out,[],1641767,,,1610612737,56,58,2025-11-01T00:10:40Z,3390000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT01M43.00S,2025-11-01T00:10:37.7Z,2,REGULAR,substitution,in,[],1641716,,,1610612737,56,58,2025-11-01T00:10:40Z,3400000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT01M43.00S,2025-11-01T00:10:58.3Z,2,REGULAR,freethrow,2 of 2,[],204001,,,1610612737,56,59,2025-11-01T00:10:58Z,3410000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (8 PTS),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
351,PT01M19.00S,2025-11-01T00:11:24.4Z,2,REGULAR,turnover,bad pass,[],1627783,,,1610612754,56,59,2025-11-01T00:11:27Z,3420000,False,,,0,,P. Siakam bad pass TURNOVER (2 TO),"[1627783, 1629638]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,,,,,,,,2.0,Alexander-Walker,1629638.0,,,,,,,,
352,PT01M19.00S,2025-11-01T00:11:24.4Z,2,REGULAR,steal,,[],1629638,,,1610612737,56,59,2025-11-01T00:11:26Z,3430000,False,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
353,PT01M15.00S,2025-11-01T00:11:28.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630552,6.783837056504599,49.26470588235294,1610612737,56,59,2025-11-01T00:11:31Z,3440000,False,4.0,11.0,1,left,MISS J. Johnson running Layup,[1630552],1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.19,Missed,,,,,,,,,,,,,,,,,,
354,PT01M14.00S,2025-11-01T00:11:29.8Z,2,REGULAR,rebound,offensive,[],1628379,,,1610612737,56,59,2025-11-01T00:11:29Z,3450000,False,,,0,,L. Kennard REBOUND (Off:1 Def:0),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,,,353.0,1.0,0.0,1.0,,,,,,,,,,,
355,PT01M13.00S,2025-11-01T00:11:30.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance', 'fastbreak']",1628379,6.389618922470433,48.529411764705884,1610612737,56,61,2025-11-01T00:11:39Z,3460000,False,7.0,8.0,1,left,L. Kennard putback Layup (6 PTS),[1628379],1610612737.0,ATL,putback,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,1.06,Made,6.0,,,,,,,,,,,,,,,,,
356,PT00M55.80S,2025-11-01T00:11:49.0Z,2,REGULAR,3pt,Jump Shot,[],1641716,77.4802890932983,91.17647058823529,1610612754,59,61,2025-11-01T00:11:52Z,3470000,False,206.0,159.0,1,right,J. Walker 26' 3PT  (11 PTS) (P. Siakam 4 AST),"[1641716, 1627783]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,26.03,Made,11.0,,,,,,,,,,P. Siakam,1627783.0,4.0,,,,,
358,PT00M46.10S,2025-11-01T00:12:01.1Z,2,REGULAR,3pt,Jump Shot,[],204001,33.722076215505915,64.95098039215686,1610612737,59,61,2025-11-01T00:12:06Z,3490000,False,-75.0,264.0,1,left,MISS K. Porziņģis 27' 3PT,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,27.49,Missed,,,,,,,,,,,,,,,,,,
359,PT00M42.30S,2025-11-01T00:12:04.9Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,59,61,2025-11-01T00:12:06Z,3500000,False,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,358.0,4.0,4.0,0.0,,,,,,,,,,,
360,PT00M34.00S,2025-11-01T00:12:13.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642484,85.49605781865965,46.07843137254902,1610612754,59,61,2025-11-01T00:12:16Z,3510000,False,-20.0,84.0,1,right,MISS R. Dennis 8' driving floating Shot,[1642484],1610612754.0,IND,driving floating,,,Dennis,R. Dennis,,,,,In The Paint (Non-RA),8-16 Center,8.61,Missed,,,,,,,,,,,,,,,,,,
361,PT00M32.70S,2025-11-01T00:12:14.4Z,2,REGULAR,rebound,offensive,[],1628396,,,1610612754,59,61,2025-11-01T00:12:14Z,3520000,False,,,0,,T. Bradley REBOUND (Off:3 Def:0),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,360.0,3.0,0.0,3.0,,,,,,,,,,,
362,PT00M30.80S,2025-11-01T00:12:16.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,66.96780551905388,70.34313725490196,1610612754,59,61,2025-11-01T00:12:21Z,3530000,False,102.0,258.0,1,right,MISS P. Siakam 27' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,27.73,Missed,,,,,,,,,,,,,,,,,,
363,PT00M27.30S,2025-11-01T00:12:19.9Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,59,61,2025-11-01T00:12:21Z,3540000,False,,,0,,J. Johnson REBOUND (Off:1 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,362.0,5.0,4.0,1.0,,,,,,,,,,,
364,PT00M09.90S,2025-11-01T00:12:37.2Z,2,REGULAR,3pt,Jump Shot,[],1628379,10.5946123521682,1.715686274509804,1610612737,59,61,2025-11-01T00:16:01Z,3550000,False,241.0,47.0,1,left,MISS L. Kennard 24' pullup 3PT,[1628379],1610612737.0,ATL,pullup,,,Kennard,L. Kennard,,,,,Right Corner 3,24+ Right,24.6,Missed,,,,,,,,,,,,,,,,,,
365,PT00M07.20S,2025-11-01T00:12:39.9Z,2,REGULAR,rebound,offensive,[],204001,,,1610612737,59,61,2025-11-01T00:16:01Z,3560000,False,,,0,,K. Porziņģis REBOUND (Off:3 Def:2),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Right Corner 3,24+ Right,,,,,,364.0,5.0,2.0,3.0,,,,,,,,,,,
366,PT00M01.00S,2025-11-01T00:12:46.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,3.7614980289093296,48.77450980392157,1610612737,59,63,2025-11-01T00:12:49Z,3570000,False,6.0,-17.0,1,left,N. Alexander-Walker driving finger roll Layup (13 PTS),[1629638],1610612737.0,ATL,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,1.82,Made,13.0,,,,,,,,,,,,,,,,,
367,PT00M00.00S,2025-11-01T00:12:59.5Z,2,REGULAR,turnover,bad pass,[],1642484,,,1610612754,59,63,2025-11-01T00:13:04Z,3580000,False,,,0,,R. Dennis bad pass TURNOVER (1 TO),"[1642484, 1629638]",1610612754.0,IND,,,,Dennis,R. Dennis,,,,,Above the Break 3,24+ Center,,,,,,,,,,1.0,Alexander-Walker,1629638.0,,,,,,,,
368,PT00M00.00S,2025-11-01T00:12:59.5Z,2,REGULAR,steal,,[],1629638,,,1610612737,59,63,2025-11-01T00:13:02Z,3590000,False,,,0,,N. Alexander-Walker STEAL (2 STL),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
369,PT00M00.00S,2025-11-01T00:13:02.7Z,2,REGULAR,period,end,[],0,,,1610612737,59,63,2025-11-01T00:13:02Z,3600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2025-11-01T00:27:06.7Z,3,REGULAR,substitution,out,['startperiod'],1642484,,,1610612737,59,63,2025-11-01T00:28:07Z,3610000,False,,,0,,SUB out: R. Dennis,[1642484],1610612754.0,IND,,,,Dennis,R. Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2025-11-01T00:27:06.7Z,3,REGULAR,substitution,out,['startperiod'],1628396,,,1610612737,59,63,2025-11-01T00:28:07Z,3620000,False,,,0,,SUB out: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2025-11-01T00:27:06.7Z,3,REGULAR,substitution,out,['startperiod'],1628379,,,1610612737,59,63,2025-11-01T00:28:07Z,3630000,False,,,0,,SUB out: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2025-11-01T00:27:06.7Z,3,REGULAR,substitution,in,['startperiod'],1630543,,,1610612737,59,63,2025-11-01T00:28:07Z,3640000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2025-11-01T00:27:06.7Z,3,REGULAR,substitution,in,['startperiod'],1631245,,,1610612737,59,63,2025-11-01T00:28:07Z,3650000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2025-11-01T00:27:06.7Z,3,REGULAR,substitution,in,['startperiod'],1642258,,,1610612737,59,63,2025-11-01T00:28:07Z,3660000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2025-11-01T00:28:16.8Z,3,REGULAR,period,start,[],0,,,1610612754,59,63,2025-11-01T00:28:16Z,3670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT11M44.00S,2025-11-01T00:28:33.7Z,3,REGULAR,turnover,out-of-bounds,[],1631245,,,1610612754,59,63,2025-11-01T00:28:38Z,3680000,False,,,0,,Q. Jackson step out-of-bounds TURNOVER (2 TO),[1631245],1610612754.0,IND,step,,,Jackson,Q. Jackson,,,,,Right Corner 3,24+ Right,,,,,,,,,,2.0,,,,,,204059.0,,,,
378,PT11M31.00S,2025-11-01T00:29:00.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],204001,88.78120893561103,17.401960784313726,1610612737,59,63,2025-11-01T00:29:06Z,3690000,False,-163.0,53.0,1,right,MISS K. Porziņģis 17' pullup bank Shot,[204001],1610612737.0,ATL,pullup bank,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Left,17.14,Missed,,,,,,,,,,,,,,,,,,
379,PT11M28.00S,2025-11-01T00:29:03.7Z,3,REGULAR,rebound,defensive,[],1630543,,,1610612754,59,63,2025-11-01T00:29:06Z,3700000,False,,,0,,I. Jackson REBOUND (Off:2 Def:4),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,16-24 Left,,,,,,378.0,6.0,4.0,2.0,,,,,,,,,,,
380,PT11M20.00S,2025-11-01T00:29:12.2Z,3,REGULAR,3pt,Jump Shot,[],1627783,7.046649145860711,5.392156862745098,1610612754,59,63,2025-11-01T00:29:19Z,3710000,False,223.0,14.0,1,left,MISS P. Siakam 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,22.34,Missed,,,,,,,,,,,,,,,,,,
381,PT11M17.00S,2025-11-01T00:29:15.2Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,59,63,2025-11-01T00:29:34Z,3720000,False,,,0,,J. Johnson REBOUND (Off:1 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,,,,,,380.0,6.0,5.0,1.0,,,,,,,,,,,
382,PT11M07.00S,2025-11-01T00:29:25.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,93.11760840998686,51.9607843137255,1610612737,59,63,2025-11-01T00:30:02Z,3730000,False,10.0,12.0,1,right,MISS Z. Risacher finger roll Layup,[1642258],1610612737.0,ATL,finger roll,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
383,PT11M02.00S,2025-11-01T00:29:30.4Z,3,REGULAR,rebound,offensive,[],204001,,,1610612737,59,63,2025-11-01T00:29:29Z,3740000,False,,,0,,K. Porziņģis REBOUND (Off:4 Def:2),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,382.0,6.0,2.0,4.0,,,,,,,,,,,
384,PT11M02.00S,2025-11-01T00:29:29.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,94.40999984741211,50.0,1610612737,59,65,2025-11-01T00:29:29Z,3750000,False,0.0,0.0,1,right,K. Porziņģis tip Layup (10 PTS),[204001],1610612737.0,ATL,tip,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Left,0.0,Made,10.0,,,,,,,,,,,,,,,,,
385,PT10M51.00S,2025-11-01T00:29:41.5Z,3,REGULAR,3pt,Jump Shot,[],1630174,15.062417871222076,2.2058823529411766,1610612754,59,65,2025-11-01T00:29:45Z,3760000,False,239.0,89.0,1,left,MISS A. Nesmith 25' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,25.51,Missed,,,,,,,,,,,,,,,,,,
386,PT10M48.00S,2025-11-01T00:29:44.5Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,59,65,2025-11-01T00:29:45Z,3770000,False,,,0,,D. Daniels REBOUND (Off:0 Def:5),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,,,,385.0,5.0,5.0,0.0,,,,,,,,,,,
387,PT10M40.00S,2025-11-01T00:29:52.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],204001,89.17542706964521,49.50980392156863,1610612737,59,67,2025-11-01T00:29:55Z,3780000,False,-2.0,49.0,1,right,K. Porziņģis Hook (12 PTS) (Z. Risacher 1 AST),"[204001, 1642258]",1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,4.94,Made,12.0,,,,,,,,,,Z. Risacher,1642258.0,1.0,,,,,
389,PT10M39.00S,2025-11-01T00:29:57.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,59,67,2025-11-01T00:29:57Z,3800000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT10M28.00S,2025-11-01T00:33:02.2Z,3,REGULAR,3pt,Jump Shot,[],1630174,27.414586070959263,8.823529411764707,1610612754,59,67,2025-11-01T00:33:06Z,3810000,False,206.0,205.0,1,left,MISS A. Nesmith 29' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,29.07,Missed,,,,,,,,,,,,,,,,,,
391,PT10M23.00S,2025-11-01T00:33:07.2Z,3,REGULAR,rebound,defensive,[],204001,,,1610612737,59,67,2025-11-01T00:34:23Z,3820000,False,,,0,,K. Porziņģis REBOUND (Off:4 Def:3),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,,,,,,390.0,7.0,3.0,4.0,,,,,,,,,,,
392,PT10M16.00S,2025-11-01T00:33:12.8Z,3,REGULAR,2pt,Jump Shot,[],1630552,92.9862023653088,33.57843137254902,1610612737,59,67,2025-11-01T00:33:17Z,3830000,False,-82.0,13.0,1,right,MISS J. Johnson 8' fadeaway Shot,[1630552],1610612737.0,ATL,fadeaway,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,8.32,Missed,,,,,,,,,,,,,,,,,,
393,PT10M13.00S,2025-11-01T00:33:15.8Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612754,59,67,2025-11-01T00:33:17Z,3840000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Left,,,,,,392.0,2.0,2.0,0.0,,,,,,,,,,,
394,PT10M03.00S,2025-11-01T00:33:24.8Z,3,REGULAR,3pt,Jump Shot,[],1627783,33.590670170827856,19.852941176470587,1610612754,59,67,2025-11-01T00:33:28Z,3850000,False,151.0,263.0,1,left,MISS P. Siakam 30' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,30.34,Missed,,,,,,,,,,,,,,,,,,
395,PT10M02.00S,2025-11-01T00:33:25.8Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,59,67,2025-11-01T00:33:28Z,3860000,False,,,0,,J. Johnson REBOUND (Off:1 Def:6),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,394.0,7.0,6.0,1.0,,,,,,,,,,,
396,PT09M57.00S,2025-11-01T00:33:31.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642258,93.24901445466492,52.94117647058824,1610612737,59,69,2025-11-01T00:33:38Z,3870000,False,15.0,11.0,1,right,Z. Risacher running DUNK (2 PTS) (J. Johnson 4 AST),"[1642258, 1630552]",1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,,,,,,,,,,J. Johnson,1630552.0,4.0,,,,,
398,PT09M40.00S,2025-11-01T00:33:48.9Z,3,REGULAR,2pt,Jump Shot,[],1627783,9.937582128777924,18.872549019607842,1610612754,59,69,2025-11-01T00:33:53Z,3890000,False,156.0,41.0,1,left,MISS P. Siakam 16' turnaround fadeaway Shot,[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,16.09,Missed,,,,,,,,,,,,,,,,,,
399,PT09M37.00S,2025-11-01T00:33:51.9Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,59,69,2025-11-01T00:33:53Z,3900000,False,,,0,,J. Johnson REBOUND (Off:1 Def:7),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,,,,,,398.0,8.0,7.0,1.0,,,,,,,,,,,
400,PT09M31.00S,2025-11-01T00:33:57.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,69.20170827858082,11.029411764705882,1610612737,59,69,2025-11-01T00:34:02Z,3910000,False,-195.0,237.0,1,right,MISS N. Alexander-Walker 30' running 3PT,[1629638],1610612737.0,ATL,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,30.68,Missed,,,,,,,,,,,,,,,,,,
401,PT09M29.00S,2025-11-01T00:33:59.1Z,3,REGULAR,rebound,defensive,[],1630543,,,1610612754,59,69,2025-11-01T00:34:02Z,3920000,False,,,0,,I. Jackson REBOUND (Off:2 Def:5),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,400.0,7.0,5.0,2.0,,,,,,,,,,,
402,PT09M09.00S,2025-11-01T00:34:20.6Z,3,REGULAR,foul,personal,[],1629638,,,1610612754,59,69,2025-11-01T00:34:28Z,3930000,False,,,0,,N. Alexander-Walker personal FOUL (1 PF),"[1629638, 1631245]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Jackson,1631245.0
404,PT09M09.00S,2025-11-01T00:34:28.0Z,3,REGULAR,substitution,out,[],1630543,,,1610612754,59,69,2025-11-01T00:34:42Z,3950000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT09M09.00S,2025-11-01T00:34:28.0Z,3,REGULAR,substitution,out,[],1631245,,,1610612754,59,69,2025-11-01T00:34:42Z,3960000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT09M09.00S,2025-11-01T00:34:28.0Z,3,REGULAR,substitution,in,[],1642484,,,1610612754,59,69,2025-11-01T00:34:42Z,3970000,False,,,0,,SUB in: R. Dennis,[1642484],1610612754.0,IND,,,,Dennis,R. Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT09M09.00S,2025-11-01T00:34:28.0Z,3,REGULAR,substitution,in,[],1641767,,,1610612754,59,69,2025-11-01T00:34:42Z,3980000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT09M01.00S,2025-11-01T00:34:58.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,10.463206307490145,40.68627450980392,1610612754,59,69,2025-11-01T00:35:02Z,3990000,False,47.0,46.0,1,left,MISS J. Walker 6' driving floating Shot,[1641716],1610612754.0,IND,driving floating,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,6.54,Missed,,,,,,,,,,,,,,,,,,
409,PT09M00.00S,2025-11-01T00:34:59.6Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,59,69,2025-11-01T00:35:02Z,4000000,False,,,0,,D. Daniels REBOUND (Off:0 Def:6),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,408.0,6.0,6.0,0.0,,,,,,,,,,,
410,PT08M52.00S,2025-11-01T00:35:07.9Z,3,REGULAR,3pt,Jump Shot,[],1642258,92.72339027595268,97.05882352941177,1610612737,59,72,2025-11-01T00:35:11Z,4010000,False,235.0,16.0,1,right,Z. Risacher 3PT  (5 PTS) (N. Alexander-Walker 1 AST),"[1642258, 1629638]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,23.58,Made,5.0,,,,,,,,,,N. Alexander-Walker,1629638.0,1.0,,,,,
412,PT08M38.00S,2025-11-01T00:35:22.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642484,7.5722733245729295,47.549019607843135,1610612754,61,72,2025-11-01T00:35:26Z,4030000,False,12.0,19.0,1,left,R. Dennis driving finger roll Layup (2 PTS) (J. Walker 2 AST),"[1642484, 1641716]",1610612754.0,IND,driving finger roll,,,Dennis,R. Dennis,,,,,Restricted Area,0-8 Center,2.24,Made,2.0,,,,,,,,,,J. Walker,1641716.0,2.0,,,,,
413,PT08M25.00S,2025-11-01T00:35:36.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,86.81011826544021,50.98039215686274,1610612737,61,74,2025-11-01T00:38:19Z,4040000,False,5.0,71.0,1,right,K. Porziņģis 7' floating Jump Shot (14 PTS) (J. Johnson 5 AST),"[204001, 1630552]",1610612737.0,ATL,floating,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,7.17,Made,14.0,,,,,,,,,,J. Johnson,1630552.0,5.0,,,,,
415,PT08M25.00S,2025-11-01T00:35:43.6Z,3,REGULAR,foul,personal,['1freethrow'],1641716,,,1610612737,61,74,2025-11-01T00:35:47Z,4060000,False,,,0,,J. Walker shooting personal FOUL (2 PF) (Porziņģis 1 FT),"[1641716, 204001]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Porziņģis,204001.0
417,PT08M25.00S,2025-11-01T00:36:03.7Z,3,REGULAR,freethrow,1 of 1,[],204001,,,1610612737,61,75,2025-11-01T00:36:03Z,4080000,False,,,0,,K. Porziņģis Free Throw 1 of 1 (15 PTS),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
418,PT08M10.00S,2025-11-01T00:36:21.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,6.652431011826544,46.568627450980394,1610612754,61,75,2025-11-01T00:36:26Z,4090000,False,17.0,10.0,1,left,MISS A. Nesmith driving Layup - blocked,"[1630174, 204001]",1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,1.99,Missed,,Porziņģis,204001.0,,,,,,,,,,,,,,,
419,PT08M10.00S,2025-11-01T00:36:21.0Z,3,REGULAR,block,,[],204001,,,1610612754,61,75,2025-11-01T00:36:23Z,4100000,False,,,0,,K. Porziņģis BLOCK (1 BLK),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
420,PT08M08.00S,2025-11-01T00:36:23.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,61,75,2025-11-01T00:36:26Z,4110000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,418.0,,,,,,,,,,,,,,
