actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
88,PT06M39.00S,2025-10-22T23:57:09.8Z,1,REGULAR,substitution,out,[],1629628,,,1610612737,12,16,2025-10-22T23:57:56Z,880000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M39.00S,2025-10-22T23:57:09.8Z,1,REGULAR,substitution,out,[],1627751,,,1610612737,12,16,2025-10-22T23:57:56Z,890000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M39.00S,2025-10-22T23:57:09.8Z,1,REGULAR,substitution,in,[],1630811,,,1610612737,12,16,2025-10-22T23:57:56Z,900000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M39.00S,2025-10-22T23:57:09.8Z,1,REGULAR,substitution,in,[],1628379,,,1610612737,12,16,2025-10-22T23:57:56Z,910000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M39.00S,2025-10-22T23:57:09.8Z,1,REGULAR,substitution,in,[],1630534,,,1610612737,12,16,2025-10-22T23:57:56Z,920000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT06M39.00S,2025-10-22T23:57:09.8Z,1,REGULAR,substitution,in,[],1630572,,,1610612737,12,16,2025-10-22T23:57:56Z,930000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT06M39.00S,2025-10-22T23:57:09.8Z,1,REGULAR,substitution,in,[],1641711,,,1610612737,12,16,2025-10-22T23:57:56Z,940000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT06M39.00S,2025-10-22T23:58:04.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],204001,,,1610612737,13,16,2025-10-22T23:58:04Z,950000,False,,,0,,K. Porziņģis Free Throw 1 of 2 (3 PTS),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
96,PT06M39.00S,2025-10-22T23:58:20.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],204001,,,1610612737,14,16,2025-10-22T23:58:20Z,960000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (4 PTS),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
97,PT06M17.00S,2025-10-22T23:58:44.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,82.47371879106439,52.20588235294118,1610612761,14,18,2025-10-22T23:58:52Z,970000,False,11.0,112.0,1,right,B. Ingram 11' step back Jump Shot (6 PTS),[1627742],1610612761.0,TOR,step back,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,11.27,Made,,,,,,,,,,,6.0,,,,,,,
98,PT05M57.00S,2025-10-22T23:59:07.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627742,,,1610612737,14,18,2025-10-22T23:59:26Z,980000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Alexander-Walker 2 FT),"[1627742, 1629638]",1610612761.0,TOR,shooting,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627541.0,,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,
100,PT05M57.00S,2025-10-22T23:59:32.2Z,1,REGULAR,freethrow,1 of 2,[],1629638,,,1610612737,14,18,2025-10-22T23:59:32Z,1000000,False,,,0,,MISS N. Alexander-Walker Free Throw 1 of 2,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
101,PT05M57.00S,2025-10-22T23:59:32.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,14,18,2025-10-22T23:59:32Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
102,PT05M57.00S,2025-10-22T23:59:34.4Z,1,REGULAR,substitution,out,[],204001,,,1610612737,14,18,2025-10-22T23:59:38Z,1020000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M57.00S,2025-10-22T23:59:34.4Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,14,18,2025-10-22T23:59:38Z,1030000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M57.00S,2025-10-23T00:00:02.2Z,1,REGULAR,freethrow,2 of 2,[],1629638,,,1610612737,15,18,2025-10-23T00:00:02Z,1040000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (1 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
105,PT05M43.00S,2025-10-23T00:00:18.7Z,1,REGULAR,3pt,Jump Shot,[],1630534,81.2910643889619,93.62745098039215,1610612761,15,18,2025-10-23T00:00:25Z,1050000,False,218.0,123.0,1,right,MISS O. Agbaji 25' 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
106,PT05M39.00S,2025-10-23T00:00:22.7Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,15,18,2025-10-23T00:00:25Z,1060000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,,
107,PT05M27.00S,2025-10-23T00:00:34.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,6.521024967148489,47.794117647058826,1610612737,17,18,2025-10-23T00:00:38Z,1070000,False,11.0,9.0,1,left,O. Okongwu DUNK (2 PTS) (J. Johnson 2 AST),"[1630168, 1630552]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.41,Made,,,,,,,,,,,2.0,J. Johnson,1630552.0,2.0,,,,
109,PT05M21.00S,2025-10-23T00:00:43.8Z,1,REGULAR,foul,offensive,['inpenalty'],1630572,,,1610612761,17,18,2025-10-23T00:00:54Z,1090000,False,,,0,,S. Mamukelashvili off-the-ball offensive FOUL (1 PF),"[1630572, 1629638]",1610612761.0,TOR,off-the-ball,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,,,,,201638.0,,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,
111,PT05M21.00S,2025-10-23T00:00:43.8Z,1,REGULAR,turnover,offensive foul,[],1630572,,,1610612761,17,18,2025-10-23T00:00:43Z,1110000,False,,,0,,S. Mamukelashvili offensive foul TURNOVER (1 TO),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,,,,,201638.0,1.0,,,,,,,,,,,,
112,PT05M12.00S,2025-10-23T00:01:05.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,31.35676741130092,32.1078431372549,1610612737,17,18,2025-10-23T00:01:47Z,1120000,False,89.0,242.0,1,left,MISS L. Kennard 25' step back 3PT,[1628379],1610612737.0,ATL,step back,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
113,PT05M08.00S,2025-10-23T00:01:09.2Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,17,18,2025-10-23T00:01:11Z,1130000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT04M49.00S,2025-10-23T00:01:28.1Z,1,REGULAR,3pt,Jump Shot,[],1641711,92.72339027595268,4.166666666666666,1610612761,17,18,2025-10-23T00:01:32Z,1140000,False,-229.0,16.0,1,right,MISS G. Dick 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,22.98,Missed,,,,,,,,,,,,,,,,,,
115,PT04M46.00S,2025-10-23T00:01:31.1Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612737,17,18,2025-10-23T00:01:32Z,1150000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,
116,PT04M42.00S,2025-10-23T00:01:35.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630552,32.53942181340342,47.05882352941176,1610612737,17,18,2025-10-23T00:01:41Z,1160000,False,15.0,253.0,1,left,MISS J. Johnson 25' running pullup 3PT,[1630552],1610612737.0,ATL,running pullup,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
117,PT04M37.00S,2025-10-23T00:01:40.5Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,17,18,2025-10-23T00:01:41Z,1170000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,
118,PT04M18.00S,2025-10-23T00:01:58.1Z,1,REGULAR,3pt,Jump Shot,[],1641711,71.17279894875165,74.01960784313727,1610612761,17,21,2025-10-23T00:02:04Z,1180000,False,120.0,218.0,1,right,G. Dick 24' 3PT  (3 PTS) (I. Quickley 2 AST),"[1641711, 1630193]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,24.93,Made,,,,,,,,,,,3.0,I. Quickley,1630193.0,2.0,,,,
120,PT04M07.00S,2025-10-23T00:02:10.6Z,1,REGULAR,turnover,lost ball,[],1628379,,,1610612737,17,21,2025-10-23T00:02:14Z,1200000,False,,,0,,L. Kennard lost ball TURNOVER (1 TO),"[1628379, 1627742]",1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,Ingram,1627742.0
121,PT04M07.00S,2025-10-23T00:02:10.6Z,1,REGULAR,steal,,[],1627742,,,1610612761,17,21,2025-10-23T00:02:12Z,1210000,False,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
122,PT03M59.00S,2025-10-23T00:02:17.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630572,93.11760840998686,51.225490196078425,1610612761,17,23,2025-10-23T00:03:43Z,1220000,False,6.0,12.0,1,right,S. Mamukelashvili running DUNK (2 PTS) (I. Quickley 3 AST),"[1630572, 1630193]",1610612761.0,TOR,running,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,,,,,2.0,I. Quickley,1630193.0,3.0,,,,
124,PT03M59.00S,2025-10-23T00:02:22.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,17,23,2025-10-23T00:02:22Z,1240000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M59.00S,2025-10-23T00:04:26.7Z,1,REGULAR,substitution,out,[],1630811,,,1610612737,17,23,2025-10-23T00:05:07Z,1250000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M59.00S,2025-10-23T00:04:26.7Z,1,REGULAR,substitution,out,[],1630193,,,1610612737,17,23,2025-10-23T00:05:07Z,1260000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M59.00S,2025-10-23T00:04:26.7Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,17,23,2025-10-23T00:05:07Z,1270000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M59.00S,2025-10-23T00:04:26.7Z,1,REGULAR,substitution,in,[],1642347,,,1610612737,17,23,2025-10-23T00:05:07Z,1280000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M44.00S,2025-10-23T00:05:34.8Z,1,REGULAR,3pt,Jump Shot,[],1629638,14.14257555847569,95.09803921568627,1610612737,17,23,2025-10-23T00:05:39Z,1290000,False,-225.0,80.0,1,left,MISS N. Alexander-Walker 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,23.94,Missed,,,,,,,,,,,,,,,,,,
130,PT03M42.00S,2025-10-23T00:05:37.4Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,17,23,2025-10-23T00:05:37Z,1300000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,,,
131,PT03M37.00S,2025-10-23T00:05:42.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630572,73.53810775295663,82.84313725490196,1610612761,17,26,2025-10-23T00:05:48Z,1310000,False,164.0,196.0,1,right,S. Mamukelashvili 25' 3PT running (5 PTS) (B. Ingram 1 AST),"[1630572, 1627742]",1610612761.0,TOR,running,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,25.58,Made,,,,,,,,,,,5.0,B. Ingram,1627742.0,1.0,,,,
133,PT03M26.00S,2025-10-23T00:05:56.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630572,,,1610612737,17,26,2025-10-23T00:06:17Z,1330000,False,,,0,,S. Mamukelashvili personal FOUL (2 PF) (Johnson 2 FT),"[1630572, 1630552]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201638.0,,2.0,0.0,Johnson,1630552.0,,,,,,,,
135,PT03M26.00S,2025-10-23T00:06:20.8Z,1,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,18,26,2025-10-23T00:06:53Z,1350000,False,,,0,,J. Johnson Free Throw 1 of 2 (7 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
136,PT03M26.00S,2025-10-23T00:06:23.6Z,1,REGULAR,substitution,out,[],1627742,,,1610612737,18,26,2025-10-23T00:06:34Z,1360000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M26.00S,2025-10-23T00:06:23.6Z,1,REGULAR,substitution,out,[],1630534,,,1610612737,18,26,2025-10-23T00:06:34Z,1370000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M26.00S,2025-10-23T00:06:23.6Z,1,REGULAR,substitution,in,[],1629628,,,1610612737,18,26,2025-10-23T00:06:34Z,1380000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M26.00S,2025-10-23T00:06:23.6Z,1,REGULAR,substitution,in,[],1630567,,,1610612737,18,26,2025-10-23T00:06:34Z,1390000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M26.00S,2025-10-23T00:06:20.8Z,1,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,18,26,2025-10-23T00:06:53Z,1400000,False,,,0,,MISS J. Johnson Free Throw 2 of 2,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
141,PT03M24.00S,2025-10-23T00:06:22.8Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,18,26,2025-10-23T00:06:53Z,1410000,False,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,140.0,2.0,1.0,1.0,,,,,,,,,,,,,,
142,PT03M16.00S,2025-10-23T00:06:59.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,93.51182654402102,48.28431372549019,1610612761,18,28,2025-10-23T00:07:06Z,1420000,False,-9.0,8.0,1,right,J. Shead driving finger roll Layup (2 PTS),[1642347],1610612761.0,TOR,driving finger roll,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,1.21,Made,,,,,,,,,,,2.0,,,,,,,
143,PT03M06.00S,2025-10-23T00:07:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,8.492115637319317,49.50980392156863,1610612737,20,28,2025-10-23T00:07:15Z,1430000,False,2.0,27.0,1,left,J. Johnson driving finger roll Layup (9 PTS),[1630552],1610612737.0,ATL,driving finger roll,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,2.74,Made,,,,,,,,,,,9.0,,,,,,,
144,PT02M43.00S,2025-10-23T00:07:32.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,83.65637319316689,51.225490196078425,1610612761,20,30,2025-10-23T00:07:38Z,1440000,False,6.0,101.0,1,right,R. Barrett 10' floating Jump Shot (10 PTS),[1629628],1610612761.0,TOR,floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,10.13,Made,,,,,,,,,,,10.0,,,,,,,
145,PT02M31.00S,2025-10-23T00:07:44.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,8.229303547963205,45.34313725490196,1610612737,22,30,2025-10-23T00:08:03Z,1450000,False,23.0,25.0,1,left,J. Johnson driving finger roll Layup (11 PTS) (T. Young 1 AST),"[1630552, 1629027]",1610612737.0,ATL,driving finger roll,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.41,Made,,,,,,,,,,,11.0,T. Young,1629027.0,1.0,,,,
147,PT02M31.00S,2025-10-23T00:07:50.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630572,,,1610612737,22,30,2025-10-23T00:08:09Z,1470000,False,,,0,,S. Mamukelashvili shooting personal FOUL (3 PF) (Johnson 1 FT),"[1630572, 1630552]",1610612761.0,TOR,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,3.0,0.0,Johnson,1630552.0,,,,,,,,
149,PT02M31.00S,2025-10-23T00:08:15.5Z,1,REGULAR,freethrow,1 of 1,[],1630552,,,1610612737,23,30,2025-10-23T00:08:15Z,1490000,False,,,0,,J. Johnson Free Throw 1 of 1 (12 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,,12.0,,,,,,,
150,PT02M09.00S,2025-10-23T00:08:39.7Z,1,REGULAR,3pt,Jump Shot,[],1641711,68.15045992115637,34.068627450980394,1610612761,23,30,2025-10-23T00:08:47Z,1500000,False,-80.0,247.0,1,right,MISS G. Dick 25' step back 3PT,[1641711],1610612761.0,TOR,step back,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,25.94,Missed,,,,,,,,,,,,,,,,,,
151,PT02M06.00S,2025-10-23T00:08:42.7Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612737,23,30,2025-10-23T00:08:47Z,1510000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,,
152,PT01M58.00S,2025-10-23T00:08:50.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,7.30946123521682,49.754901960784316,1610612737,23,30,2025-10-23T00:08:55Z,1520000,False,1.0,16.0,1,left,MISS O. Okongwu cutting Layup,[1630168],1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,,,,,,
153,PT01M56.00S,2025-10-23T00:08:52.4Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,23,30,2025-10-23T00:08:55Z,1530000,False,,,0,,G. Dick REBOUND (Off:0 Def:2),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,152.0,2.0,2.0,0.0,,,,,,,,,,,,,,
154,PT01M52.00S,2025-10-23T00:08:56.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,92.85479632063075,49.754901960784316,1610612761,23,32,2025-10-23T00:09:05Z,1540000,False,-1.0,15.0,1,right,S. Barnes running Layup (4 PTS) (R. Barrett 1 AST),"[1630567, 1629628]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,,4.0,R. Barrett,1629628.0,1.0,,,,
156,PT01M40.00S,2025-10-23T00:09:07.9Z,1,REGULAR,3pt,Jump Shot,[],1629638,31.750985545335087,64.4607843137255,1610612737,26,32,2025-10-23T00:09:12Z,1560000,False,-72.0,246.0,1,left,N. Alexander-Walker 25' 3PT  (4 PTS) (L. Kennard 1 AST),"[1629638, 1628379]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,25.64,Made,,,,,,,,,,,4.0,L. Kennard,1628379.0,1.0,,,,
158,PT01M23.00S,2025-10-23T00:09:25.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630572,93.11760840998686,64.2156862745098,1610612761,26,32,2025-10-23T00:09:32Z,1580000,False,71.0,12.0,1,right,MISS S. Mamukelashvili 7' floating Shot,[1630572],1610612761.0,TOR,floating,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
159,PT01M23.00S,2025-10-23T00:09:25.1Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,26,32,2025-10-23T00:09:32Z,1590000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
160,PT01M23.00S,2025-10-23T00:09:31.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642347,,,1610612737,26,32,2025-10-23T00:10:10Z,1600000,False,,,0,,J. Shead personal FOUL (1 PF) (Young 2 FT),"[1642347, 1629027]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,8-16 Right,,,,,,,2882.0,,1.0,0.0,Young,1629027.0,,,,,,,,
162,PT01M23.00S,2025-10-23T00:10:11.7Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,27,32,2025-10-23T00:10:11Z,1620000,False,,,0,,T. Young Free Throw 1 of 2 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
163,PT01M23.00S,2025-10-23T00:10:12.3Z,1,REGULAR,substitution,out,[],1630552,,,1610612737,27,32,2025-10-23T00:10:20Z,1630000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M23.00S,2025-10-23T00:10:12.3Z,1,REGULAR,substitution,out,[],1630572,,,1610612737,27,32,2025-10-23T00:10:20Z,1640000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT01M23.00S,2025-10-23T00:10:12.3Z,1,REGULAR,substitution,in,[],204001,,,1610612737,27,32,2025-10-23T00:10:20Z,1650000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT01M23.00S,2025-10-23T00:10:12.3Z,1,REGULAR,substitution,in,[],1642367,,,1610612737,27,32,2025-10-23T00:10:20Z,1660000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT01M23.00S,2025-10-23T00:10:34.2Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,28,32,2025-10-23T00:10:34Z,1670000,False,,,0,,T. Young Free Throw 2 of 2 (4 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
168,PT01M03.00S,2025-10-23T00:10:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642367,88.64980289093299,48.529411764705884,1610612761,28,32,2025-10-23T00:11:01Z,1680000,False,-7.0,54.0,1,right,MISS J. Mogbo cutting Layup,[1642367],1610612761.0,TOR,cutting,,,Mogbo,J. Mogbo,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
169,PT00M58.70S,2025-10-23T00:10:58.9Z,1,REGULAR,rebound,offensive,[],1642367,,,1610612761,28,32,2025-10-23T00:10:58Z,1690000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:0),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,In The Paint (Non-RA),0-8 Center,,,168.0,1.0,0.0,1.0,,,,,,,,,,,,,,
