actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
260,PT04M11.00S,2025-12-06T01:26:56.5Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,61,40,2025-12-06T01:26:58Z,2560000,False,,,0,,J. Johnson REBOUND (Off:0 Def:7),[1630552],1610612737.0,ATL,,,,,,,Left Corner 3,24+ Left,,,Johnson,J. Johnson,259.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
261,PT04M04.00S,2025-12-06T01:27:04.0Z,2,REGULAR,turnover,bad pass,[],1630552,,,1610612737,61,40,2025-12-06T01:27:10Z,2570000,False,,,0,,J. Johnson bad pass TURNOVER (2 TO),"[1630552, 1627750]",1610612737.0,ATL,,,,,,,Mid-Range,16-24 Left Center,,,Johnson,J. Johnson,,,,,,,,,,2.0,Murray,1627750.0,,,,,,,
262,PT04M04.00S,2025-12-06T01:27:04.0Z,2,REGULAR,steal,,[],1627750,,,1610612743,61,40,2025-12-06T01:27:06Z,2580000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Left Center,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,
263,PT03M59.00S,2025-12-06T01:27:08.6Z,2,REGULAR,turnover,bad pass,[],1627750,,,1610612743,61,40,2025-12-06T01:27:14Z,2590000,False,,,0,,J. Murray bad pass TURNOVER (2 TO),"[1627750, 1630700]",1610612743.0,DEN,,,,,,,Mid-Range,8-16 Left,,,Murray,J. Murray,,,,,,,,,,2.0,Daniels,1630700.0,,,,,,,
264,PT03M59.00S,2025-12-06T01:27:08.6Z,2,REGULAR,steal,,[],1630700,,,1610612737,61,40,2025-12-06T01:27:10Z,2600000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,,,,Mid-Range,8-16 Left,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
265,PT03M53.00S,2025-12-06T01:27:14.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630552,9.280551905387648,46.568627450980394,1610612737,63,40,2025-12-06T01:27:23Z,2610000,False,17.0,35.0,1,left,J. Johnson running DUNK (9 PTS) (D. Daniels 3 AST),"[1630552, 1630700]",1610612737.0,ATL,running,,,,,,Restricted Area,0-8 Center,3.87,Made,Johnson,J. Johnson,,,,,9.0,D. Daniels,1630700.0,3.0,,,,,,,,,,,
267,PT03M36.00S,2025-12-06T01:27:31.5Z,2,REGULAR,turnover,lost ball,[],203999,,,1610612743,63,40,2025-12-06T01:27:39Z,2630000,False,,,0,,N. Jokić lost ball TURNOVER (1 TO),"[203999, 1630700]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Jokić,N. Jokić,,,,,,,,,,1.0,Daniels,1630700.0,,,,,,,
268,PT03M36.00S,2025-12-06T01:27:31.5Z,2,REGULAR,steal,,[],1630700,,,1610612737,63,40,2025-12-06T01:39:51Z,2640000,False,,,0,,D. Daniels STEAL (2 STL),[1630700],1610612737.0,ATL,,,,,,,In The Paint (Non-RA),8-16 Center,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
269,PT03M31.00S,2025-12-06T01:27:36.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630552,30.17411300919842,33.57843137254902,1610612737,63,40,2025-12-06T01:27:45Z,2650000,False,82.0,231.0,1,left,MISS J. Johnson 24' running pullup 3PT,[1630552],1610612737.0,ATL,running pullup,,,,,,Above the Break 3,24+ Right Center,24.53,Missed,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
270,PT03M28.00S,2025-12-06T01:27:39.1Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612737,63,40,2025-12-06T01:27:45Z,2660000,False,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,,,Daniels,D. Daniels,269.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
271,PT03M27.00S,2025-12-06T01:27:41.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630700,7.966491458607096,47.30392156862745,1610612737,63,40,2025-12-06T01:27:49Z,2670000,False,13.0,22.0,1,left,MISS D. Daniels Layup - blocked,"[1630700, 1628971]",1610612737.0,ATL,,,,,,,Restricted Area,0-8 Center,2.62,Missed,Daniels,D. Daniels,,,,,,,,,,,,,,,,,Brown,1628971.0,
272,PT03M27.00S,2025-12-06T01:27:41.0Z,2,REGULAR,block,,[],1628971,,,1610612737,63,40,2025-12-06T01:27:43Z,2680000,False,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
273,PT03M24.00S,2025-12-06T01:27:44.0Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,63,40,2025-12-06T01:27:49Z,2690000,False,,,0,,J. Murray REBOUND (Off:1 Def:1),[1627750],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Murray,J. Murray,271.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
274,PT03M22.00S,2025-12-06T01:27:45.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627750,93.38042049934296,51.470588235294116,1610612743,63,40,2025-12-06T01:39:56Z,2700000,False,7.0,10.0,1,right,MISS J. Murray running Layup,[1627750],1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,1.22,Missed,Murray,J. Murray,,,,,,,,,,,,,,,,,,,
275,PT03M22.00S,2025-12-06T01:27:45.8Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,63,40,2025-12-06T01:28:10Z,2710000,False,,,0,,N. Jokić REBOUND (Off:3 Def:1),[203999],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Jokić,N. Jokić,274.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
276,PT03M21.00S,2025-12-06T01:27:51.8Z,2,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612743,63,40,2025-12-06T01:28:08Z,2720000,False,,,0,,J. Johnson shooting personal FOUL (1 PF) (Jokić 2 FT),"[1630552, 203999]",1610612737.0,ATL,shooting,,,,,,Restricted Area,0-8 Center,,,Johnson,J. Johnson,,,,,,,,,1629183.0,,,,1.0,0.0,Jokić,203999.0,,,
278,PT03M21.00S,2025-12-06T01:28:30.1Z,2,REGULAR,freethrow,1 of 2,"['2ndchance', 'fastbreak']",203999,,,1610612743,63,41,2025-12-06T01:29:29Z,2740000,False,,,0,,N. Jokić Free Throw 1 of 2 (5 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Made,Jokić,N. Jokić,,,,,5.0,,,,,,,,,,,,,,
279,PT03M21.00S,2025-12-06T01:28:31.8Z,2,REGULAR,substitution,out,[],1630168,,,1610612743,63,41,2025-12-06T01:28:45Z,2750000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,,,,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,
280,PT03M21.00S,2025-12-06T01:28:31.8Z,2,REGULAR,substitution,out,[],1630249,,,1610612743,63,41,2025-12-06T01:28:45Z,2760000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,,,,,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,
281,PT03M21.00S,2025-12-06T01:28:31.8Z,2,REGULAR,substitution,in,[],204001,,,1610612743,63,41,2025-12-06T01:28:45Z,2770000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612737.0,ATL,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
282,PT03M21.00S,2025-12-06T01:28:31.8Z,2,REGULAR,substitution,in,[],1642258,,,1610612743,63,41,2025-12-06T01:28:45Z,2780000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,,,,,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,
283,PT03M21.00S,2025-12-06T01:28:30.1Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', '2ndchance']",203999,,,1610612743,63,42,2025-12-06T01:29:29Z,2790000,False,,,0,,N. Jokić Free Throw 2 of 2 (6 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Made,Jokić,N. Jokić,,,,,6.0,,,,,,,,,,,,,,
284,PT03M04.00S,2025-12-06T01:29:06.7Z,2,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612737,63,42,2025-12-06T01:29:15Z,2800000,False,,,0,,P. Watson shooting personal FOUL (2 PF) (Porziņģis 2 FT),"[1631212, 204001]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,,,Watson,P. Watson,,,,,,,,,1629183.0,,,,2.0,0.0,Porziņģis,204001.0,,,
286,PT03M04.00S,2025-12-06T01:29:41.4Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612737,64,42,2025-12-06T01:30:07Z,2820000,False,,,0,,K. Porziņģis Free Throw 1 of 2 (8 PTS),[204001],1610612737.0,ATL,,,,,,,,,,Made,Porziņģis,K. Porziņģis,,,,,8.0,,,,,,,,,,,,,,
287,PT03M04.00S,2025-12-06T01:29:41.4Z,2,REGULAR,freethrow,2 of 2,[],204001,,,1610612737,64,42,2025-12-06T01:30:07Z,2830000,False,,,0,,MISS K. Porziņģis Free Throw 2 of 2,[204001],1610612737.0,ATL,,,,,,,,,,Missed,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
288,PT03M02.00S,2025-12-06T01:29:43.4Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,64,42,2025-12-06T01:30:07Z,2840000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,,,,,,,,Watson,P. Watson,287.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
289,PT02M51.00S,2025-12-06T01:30:17.2Z,2,REGULAR,3pt,Jump Shot,[],203999,66.5735873850197,56.61764705882353,1610612743,64,42,2025-12-06T01:30:22Z,2850000,False,33.0,262.0,1,right,MISS N. Jokić 26' 3PT,[203999],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,26.38,Missed,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
290,PT02M48.00S,2025-12-06T01:30:20.2Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,64,42,2025-12-06T01:30:22Z,2860000,False,,,0,,J. Johnson REBOUND (Off:0 Def:8),[1630552],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,,,Johnson,J. Johnson,289.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
291,PT02M42.00S,2025-12-06T01:30:26.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,7.178055190538765,57.84313725490197,1610612737,64,42,2025-12-06T01:30:35Z,2870000,False,-39.0,15.0,1,left,MISS J. Johnson driving floating bank Shot,[1630552],1610612737.0,ATL,driving floating bank,,,,,,Restricted Area,0-8 Center,4.2,Missed,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
292,PT02M38.00S,2025-12-06T01:30:30.4Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,64,42,2025-12-06T01:30:30Z,2880000,False,,,0,,J. Murray REBOUND (Off:1 Def:2),[1627750],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Murray,J. Murray,291.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
293,PT02M31.00S,2025-12-06T01:30:39.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642258,,,1610612743,64,42,2025-12-06T01:31:04Z,2890000,False,,,0,,Z. Risacher shooting personal FOUL (2 PF) (Brown 2 FT),"[1642258, 1628971]",1610612737.0,ATL,shooting,,,,,,Restricted Area,0-8 Center,,,Risacher,Z. Risacher,,,,,,,,,1629183.0,,,,2.0,0.0,Brown,1628971.0,,,
295,PT02M31.00S,2025-12-06T01:31:05.7Z,2,REGULAR,freethrow,1 of 2,[],1628971,,,1610612743,64,43,2025-12-06T01:31:05Z,2910000,False,,,0,,B. Brown Free Throw 1 of 2 (8 PTS),[1628971],1610612743.0,DEN,,,,,,,,,,Made,Brown,B. Brown,,,,,8.0,,,,,,,,,,,,,,
296,PT02M31.00S,2025-12-06T01:31:19.4Z,2,REGULAR,freethrow,2 of 2,[],1628971,,,1610612743,64,44,2025-12-06T01:31:19Z,2920000,False,,,0,,B. Brown Free Throw 2 of 2 (9 PTS),[1628971],1610612743.0,DEN,,,,,,,,,,Made,Brown,B. Brown,,,,,9.0,,,,,,,,,,,,,,
297,PT02M20.00S,2025-12-06T01:31:31.8Z,2,REGULAR,3pt,Jump Shot,[],1629638,28.597240473061763,26.715686274509803,1610612737,67,44,2025-12-06T01:31:37Z,2930000,False,116.0,216.0,1,left,N. Alexander-Walker 24' 3PT  (15 PTS) (J. Johnson 11 AST),"[1629638, 1630552]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,24.56,Made,Alexander-Walker,N. Alexander-Walker,,,,,15.0,J. Johnson,1630552.0,11.0,,,,,,,,,,,
299,PT02M00.00S,2025-12-06T01:31:53.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612743,67,44,2025-12-06T01:32:13Z,2950000,False,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Jokić 2 FT),"[1629638, 203999]",1610612737.0,ATL,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,1626301.0,,,,2.0,0.0,Jokić,203999.0,,,
301,PT02M00.00S,2025-12-06T01:32:16.6Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,67,45,2025-12-06T01:32:16Z,2970000,False,,,0,,N. Jokić Free Throw 1 of 2 (7 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Made,Jokić,N. Jokić,,,,,7.0,,,,,,,,,,,,,,
302,PT02M00.00S,2025-12-06T01:32:31.2Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,67,46,2025-12-06T01:32:31Z,2980000,False,,,0,,N. Jokić Free Throw 2 of 2 (8 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Made,Jokić,N. Jokić,,,,,8.0,,,,,,,,,,,,,,
303,PT01M51.00S,2025-12-06T01:32:40.9Z,2,REGULAR,turnover,bad pass,[],1629638,,,1610612737,67,46,2025-12-06T01:32:47Z,2990000,False,,,0,,N. Alexander-Walker bad pass TURNOVER (1 TO),"[1629638, 1642461]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,1.0,Jones,1642461.0,,,,,,,
304,PT01M51.00S,2025-12-06T01:32:40.9Z,2,REGULAR,steal,,[],1642461,,,1610612743,67,46,2025-12-06T01:32:44Z,3000000,False,,,0,,S. Jones STEAL (1 STL),[1642461],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,
305,PT01M47.00S,2025-12-06T01:32:45.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642461,92.72339027595268,50.98039215686274,1610612743,67,48,2025-12-06T01:32:52Z,3010000,False,5.0,16.0,1,right,S. Jones running Layup (2 PTS),[1642461],1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,1.66,Made,Jones,S. Jones,,,,,2.0,,,,,,,,,,,,,,
307,PT01M35.00S,2025-12-06T01:33:16.4Z,2,REGULAR,3pt,Jump Shot,[],1642258,27.414586070959263,23.284313725490197,1610612737,67,48,2025-12-06T01:45:01Z,3030000,False,134.0,205.0,1,left,MISS Z. Risacher 24' step back 3PT,[1642258],1610612737.0,ATL,step back,,,,,,Above the Break 3,24+ Right Center,24.49,Missed,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,
308,PT01M32.00S,2025-12-06T01:33:19.4Z,2,REGULAR,rebound,offensive,[],1630552,,,1610612737,67,48,2025-12-06T01:45:01Z,3040000,False,,,0,,J. Johnson REBOUND (Off:1 Def:8),[1630552],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,,,Johnson,J. Johnson,307.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
309,PT01M32.00S,2025-12-06T01:33:23.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630552,5.590000152587891,50.0,1610612737,67,48,2025-12-06T01:45:15Z,3050000,False,0.0,0.0,1,left,MISS J. Johnson putback Layup - blocked,"[1630552, 1631212]",1610612737.0,ATL,putback,,,,,,Restricted Area,0-8 Center,0.0,Missed,Johnson,J. Johnson,,,,,,,,,,,,,,,,,Watson,1631212.0,
310,PT01M32.00S,2025-12-06T01:33:23.4Z,2,REGULAR,block,,[],1631212,,,1610612737,67,48,2025-12-06T01:33:25Z,3060000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
311,PT01M31.00S,2025-12-06T01:33:24.4Z,2,REGULAR,rebound,offensive,[],1630552,,,1610612737,67,48,2025-12-06T01:45:15Z,3070000,False,,,0,,J. Johnson REBOUND (Off:2 Def:8),[1630552],1610612737.0,ATL,,,,,,,Restricted Area,0-8 Center,,,Johnson,J. Johnson,309.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
312,PT01M30.00S,2025-12-06T01:33:27.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630552,5.590000152587891,50.0,1610612737,69,48,2025-12-06T01:45:29Z,3080000,False,0.0,0.0,1,left,J. Johnson tip Layup (11 PTS),[1630552],1610612737.0,ATL,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Johnson,J. Johnson,,,,,11.0,,,,,,,,,,,,,,
313,PT01M21.00S,2025-12-06T01:33:28.7Z,2,REGULAR,turnover,bad pass,[],1628971,,,1610612743,69,48,2025-12-06T01:33:43Z,3090000,False,,,0,,B. Brown bad pass TURNOVER (2 TO),"[1628971, 204001]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,Brown,B. Brown,,,,,,,,,,2.0,Porziņģis,204001.0,,,,,,,
314,PT01M21.00S,2025-12-06T01:33:28.7Z,2,REGULAR,steal,,[],204001,,,1610612737,69,48,2025-12-06T01:33:30Z,3100000,False,,,0,,K. Porziņģis STEAL (1 STL),[204001],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
315,PT01M18.00S,2025-12-06T01:33:31.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",204001,5.075558475689881,52.20588235294118,1610612737,71,48,2025-12-06T01:33:49Z,3110000,False,-11.0,-5.0,1,left,K. Porziņģis running DUNK (10 PTS),[204001],1610612737.0,ATL,running,,,,,,Restricted Area,0-8 Center,1.2,Made,Porziņģis,K. Porziņģis,,,,,10.0,,,,,,,,,,,,,,
316,PT00M58.90S,2025-12-06T01:33:51.9Z,2,REGULAR,3pt,Jump Shot,[],1631212,93.11760840998686,3.9215686274509802,1610612743,71,51,2025-12-06T01:33:56Z,3120000,False,-230.0,12.0,1,right,P. Watson 3PT  (7 PTS) (N. Jokić 5 AST),"[1631212, 203999]",1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,23.07,Made,Watson,P. Watson,,,,,7.0,N. Jokić,203999.0,5.0,,,,,,,,,,,
318,PT00M48.20S,2025-12-06T01:34:05.5Z,2,REGULAR,3pt,Jump Shot,[],1642258,23.866622864651774,14.460784313725492,1610612737,71,51,2025-12-06T01:34:11Z,3140000,False,178.0,172.0,1,left,MISS Z. Risacher 24' 3PT - blocked,"[1642258, 1631212]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,24.72,Missed,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,Watson,1631212.0,
374,PT00M48.20S,2025-12-06T01:34:05.5Z,2,REGULAR,block,,[],1631212,,,1610612737,71,51,2025-12-06T01:58:04Z,3145000,False,,,0,,P. Watson BLOCK (2 BLK),[1631212],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
319,PT00M44.70S,2025-12-06T01:34:09.0Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612737,71,51,2025-12-06T01:34:11Z,3150000,False,,,0,,D. Daniels REBOUND (Off:2 Def:1),[1630700],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,,,Daniels,D. Daniels,318.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
320,PT00M44.70S,2025-12-06T01:34:10.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630700,5.590000152587891,50.0,1610612737,71,51,2025-12-06T01:34:13Z,3160000,False,0.0,0.0,1,left,MISS D. Daniels putback Layup,[1630700],1610612737.0,ATL,putback,,,,,,Restricted Area,0-8 Center,0.0,Missed,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
321,PT00M44.70S,2025-12-06T01:34:10.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,71,51,2025-12-06T01:34:35Z,3170000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,,320.0,,,,,,,,,,,,,,,,,,
322,PT00M44.70S,2025-12-06T01:34:13.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612743,71,51,2025-12-06T01:34:26Z,3180000,False,,,0,,N. Alexander-Walker loose ball personal FOUL (3 PF) (Jokić 2 FT),"[1629638, 203999]",1610612737.0,ATL,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,1626301.0,,,,3.0,0.0,Jokić,203999.0,,,
324,PT00M44.70S,2025-12-06T01:34:41.9Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,71,52,2025-12-06T01:34:41Z,3200000,False,,,0,,N. Jokić Free Throw 1 of 2 (9 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Made,Jokić,N. Jokić,,,,,9.0,,,,,,,,,,,,,,
325,PT00M44.70S,2025-12-06T01:34:43.2Z,2,REGULAR,substitution,out,[],1629638,,,1610612743,71,52,2025-12-06T01:34:47Z,3210000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,,,,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
326,PT00M44.70S,2025-12-06T01:34:43.2Z,2,REGULAR,substitution,in,[],1630249,,,1610612743,71,52,2025-12-06T01:34:47Z,3220000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,,,,,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,
327,PT00M44.70S,2025-12-06T01:35:02.0Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,71,53,2025-12-06T01:35:02Z,3230000,False,,,0,,N. Jokić Free Throw 2 of 2 (10 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Made,Jokić,N. Jokić,,,,,10.0,,,,,,,,,,,,,,
329,PT00M31.00S,2025-12-06T01:35:36.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,4.28712220762155,52.94117647058824,1610612737,73,53,2025-12-06T01:35:44Z,3250000,False,-15.0,-12.0,1,left,D. Daniels driving Layup (11 PTS) (J. Johnson 12 AST),"[1630700, 1630552]",1610612737.0,ATL,driving,,,,,,Restricted Area,0-8 Center,1.91,Made,Daniels,D. Daniels,,,,,11.0,J. Johnson,1630552.0,12.0,,,,,,,,,,,
331,PT00M22.70S,2025-12-06T01:35:49.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204001,,,1610612743,73,53,2025-12-06T01:36:13Z,3270000,False,,,0,,K. Porziņģis personal FOUL (1 PF) (Brown 2 FT),"[204001, 1628971]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,,,Porziņģis,K. Porziņģis,,,,,,,,,1629183.0,,,,1.0,0.0,Brown,1628971.0,,,
333,PT00M22.70S,2025-12-06T01:36:19.8Z,2,REGULAR,freethrow,1 of 2,[],1628971,,,1610612743,73,53,2025-12-06T01:36:19Z,3290000,False,,,0,,MISS B. Brown Free Throw 1 of 2,[1628971],1610612743.0,DEN,,,,,,,,,,Missed,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
334,PT00M22.70S,2025-12-06T01:36:19.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,73,53,2025-12-06T01:36:19Z,3300000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,,,,
335,PT00M22.70S,2025-12-06T01:36:30.1Z,2,REGULAR,substitution,out,[],203999,,,1610612743,73,53,2025-12-06T01:36:43Z,3310000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,,,,,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
336,PT00M22.70S,2025-12-06T01:36:30.1Z,2,REGULAR,substitution,in,[],1630192,,,1610612743,73,53,2025-12-06T01:36:43Z,3320000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,,,,,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,
337,PT00M22.70S,2025-12-06T01:36:49.4Z,2,REGULAR,freethrow,2 of 2,[],1628971,,,1610612743,73,54,2025-12-06T01:36:49Z,3330000,False,,,0,,B. Brown Free Throw 2 of 2 (10 PTS),[1628971],1610612743.0,DEN,,,,,,,,,,Made,Brown,B. Brown,,,,,10.0,,,,,,,,,,,,,,
338,PT00M01.50S,2025-12-06T01:37:12.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642258,18.347568988173457,38.72549019607843,1610612737,73,54,2025-12-06T01:37:20Z,3340000,False,56.0,120.0,1,left,MISS Z. Risacher 13' turnaround fadeaway Shot,[1642258],1610612737.0,ATL,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,13.26,Missed,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,
339,PT00M00.50S,2025-12-06T01:37:13.1Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,73,54,2025-12-06T01:37:29Z,3350000,False,,,0,,P. Watson REBOUND (Off:0 Def:3),[1631212],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Watson,P. Watson,338.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
340,PT00M00.00S,2025-12-06T01:37:20.2Z,2,REGULAR,period,end,[],0,,,1610612743,73,54,2025-12-06T01:37:20Z,3360000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
