actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
246,PT06M01.00S,2025-11-08T01:25:33.1Z,2,REGULAR,rebound,offensive,[],1642867,,,1610612761,41,30,2025-11-08T01:25:37Z,2450000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:1),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Right Corner 3,24+ Right,,,,245.0,2.0,1.0,1.0,,,,,,,,,,,,,
247,PT05M51.00S,2025-11-08T01:25:43.6Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627742,87.72996057818659,21.323529411764707,1610612761,41,30,2025-11-08T01:25:49Z,2460000,False,-143.0,63.0,1,right,MISS B. Ingram 15' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,15.65,Missed,,,,,,,,,,,,,,,,,,
248,PT05M48.00S,2025-11-08T01:25:46.6Z,2,REGULAR,rebound,defensive,[],1631243,,,1610612737,41,30,2025-11-08T01:25:49Z,2470000,False,,,0,,M. Gueye REBOUND (Off:0 Def:3),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Mid-Range,8-16 Left,,,,247.0,3.0,3.0,0.0,,,,,,,,,,,,,
249,PT05M34.00S,2025-11-08T01:26:00.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631243,7.440867279894875,47.794117647058826,1610612737,43,30,2025-11-08T01:26:05Z,2480000,False,11.0,17.0,1,left,M. Gueye DUNK (2 PTS) (J. Johnson 2 AST),"[1631243, 1630552]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,2.06,Made,2.0,,,,,,,,,,,,,,,J. Johnson,1630552.0,2.0
251,PT05M15.00S,2025-11-08T01:26:20.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,81.42247043363994,37.00980392156863,1610612761,43,30,2025-11-08T01:26:25Z,2500000,False,-65.0,122.0,1,right,MISS B. Ingram 13' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,13.83,Missed,,,,,,,,,,,,,,,,,,
252,PT05M12.00S,2025-11-08T01:26:23.0Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,43,30,2025-11-08T01:26:25Z,2510000,False,,,0,,J. Johnson REBOUND (Off:0 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,251.0,5.0,5.0,0.0,,,,,,,,,,,,,
253,PT05M01.00S,2025-11-08T01:26:33.9Z,2,REGULAR,turnover,bad pass,[],1630552,,,1610612737,43,30,2025-11-08T01:26:41Z,2520000,False,,,0,,J. Johnson bad pass TURNOVER (3 TO),"[1630552, 1642266]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,,,3.0,Walter,1642266.0,,,,,,,,,,
254,PT05M01.00S,2025-11-08T01:26:33.9Z,2,REGULAR,steal,,[],1642266,,,1610612761,43,30,2025-11-08T01:26:36Z,2530000,False,,,0,,J. Walter STEAL (1 STL),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
255,PT04M57.00S,2025-11-08T01:26:38.3Z,2,REGULAR,foul,personal,['2freethrow'],1630249,,,1610612761,43,30,2025-11-08T01:27:05Z,2540000,False,,,0,,V. Krejčí shooting personal FOUL (1 PF) (Quickley 2 FT),"[1630249, 1630193]",1610612737.0,ATL,shooting,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202053.0,1.0,0.0,Quickley,1630193.0,,,
257,PT04M57.00S,2025-11-08T01:27:13.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630193,,,1610612761,43,31,2025-11-08T01:27:13Z,2560000,False,,,0,,I. Quickley Free Throw 1 of 2 (9 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
258,PT04M57.00S,2025-11-08T01:27:15.1Z,2,REGULAR,substitution,out,[],1630811,,,1610612761,43,31,2025-11-08T01:27:23Z,2570000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M57.00S,2025-11-08T01:27:15.1Z,2,REGULAR,substitution,out,[],1630168,,,1610612761,43,31,2025-11-08T01:27:23Z,2580000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M57.00S,2025-11-08T01:27:15.1Z,2,REGULAR,substitution,out,[],1642266,,,1610612761,43,31,2025-11-08T01:27:23Z,2590000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M57.00S,2025-11-08T01:27:15.1Z,2,REGULAR,substitution,in,[],204001,,,1610612761,43,31,2025-11-08T01:27:23Z,2600000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M57.00S,2025-11-08T01:27:15.1Z,2,REGULAR,substitution,in,[],1629638,,,1610612761,43,31,2025-11-08T01:27:23Z,2610000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M57.00S,2025-11-08T01:27:15.1Z,2,REGULAR,substitution,in,[],1629628,,,1610612761,43,31,2025-11-08T01:27:23Z,2620000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M57.00S,2025-11-08T01:27:37.4Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630193,,,1610612761,43,32,2025-11-08T01:27:37Z,2630000,False,,,0,,I. Quickley Free Throw 2 of 2 (10 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
265,PT04M45.00S,2025-11-08T01:27:54.5Z,2,REGULAR,turnover,out-of-bounds,[],1630552,,,1610612737,43,32,2025-11-08T01:28:02Z,2640000,False,,,0,,J. Johnson bad pass out-of-bounds TURNOVER (4 TO),[1630552],1610612737.0,ATL,bad pass,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,4.0,,,,,202053.0,,,,,,,
266,PT04M45.00S,2025-11-08T01:27:58.9Z,2,REGULAR,substitution,out,[],1630193,,,1610612761,43,32,2025-11-08T01:28:03Z,2650000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M45.00S,2025-11-08T01:27:58.9Z,2,REGULAR,substitution,in,[],1642347,,,1610612761,43,32,2025-11-08T01:28:03Z,2660000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M29.00S,2025-11-08T01:28:18.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630572,93.24901445466492,50.0,1610612761,43,34,2025-11-08T01:28:26Z,2670000,False,0.0,11.0,1,right,S. Mamukelashvili reverse Layup (7 PTS) (R. Barrett 2 AST),"[1630572, 1629628]",1610612761.0,TOR,reverse,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,1.1,Made,7.0,,,,,,,,,,,,,,,R. Barrett,1629628.0,2.0
270,PT04M29.00S,2025-11-08T01:28:23.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,43,34,2025-11-08T01:28:23Z,2690000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M06.00S,2025-11-08T01:31:50.2Z,2,REGULAR,3pt,Jump Shot,[],1630249,29.122864651773984,74.75490196078431,1610612737,43,34,2025-11-08T01:32:07Z,2700000,False,-124.0,221.0,1,left,MISS V. Krejčí 25' pullup 3PT,[1630249],1610612737.0,ATL,pullup,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
272,PT04M05.00S,2025-11-08T01:31:51.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,43,34,2025-11-08T01:32:07Z,2710000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,271.0,,,,,,,,,,,,,,,,
273,PT04M05.00S,2025-11-08T01:31:54.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612737,43,34,2025-11-08T01:32:08Z,2720000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627529.0,,,,,,,
274,PT03M54.00S,2025-11-08T01:32:12.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,69.33311432325887,69.36274509803921,1610612761,43,34,2025-11-08T01:32:18Z,2730000,False,97.0,236.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
275,PT03M51.00S,2025-11-08T01:32:15.8Z,2,REGULAR,rebound,offensive,[],1642867,,,1610612761,43,34,2025-11-08T01:32:15Z,2740000,False,,,0,,C. Murray-Boyles REBOUND (Off:2 Def:1),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Right Center,,,,274.0,3.0,1.0,2.0,,,,,,,,,,,,,
276,PT03M47.00S,2025-11-08T01:32:19.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642347,87.33574244415243,3.9215686274509802,1610612761,43,34,2025-11-08T01:32:24Z,2750000,False,-230.0,67.0,1,right,MISS J. Shead 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Left Corner 3,24+ Left,23.98,Missed,,,,,,,,,,,,,,,,,,
277,PT03M44.00S,2025-11-08T01:32:22.5Z,2,REGULAR,rebound,defensive,[],204001,,,1610612737,43,34,2025-11-08T01:32:24Z,2760000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:2),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Left Corner 3,24+ Left,,,,276.0,2.0,2.0,0.0,,,,,,,,,,,,,
278,PT03M36.00S,2025-11-08T01:32:31.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,15.456636005256241,47.794117647058826,1610612737,43,34,2025-11-08T01:32:38Z,2770000,False,11.0,93.0,1,left,MISS J. Johnson 9' turnaround fadeaway Shot,[1630552],1610612737.0,ATL,turnaround fadeaway,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,9.34,Missed,,,,,,,,,,,,,,,,,,
279,PT03M33.00S,2025-11-08T01:32:33.5Z,2,REGULAR,rebound,offensive,[],1631243,,,1610612737,43,34,2025-11-08T01:32:33Z,2780000,False,,,0,,M. Gueye REBOUND (Off:1 Def:3),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),8-16 Center,,,,278.0,4.0,3.0,1.0,,,,,,,,,,,,,
280,PT03M32.00S,2025-11-08T01:32:34.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,28.465834428383708,79.90196078431373,1610612737,46,34,2025-11-08T01:32:41Z,2790000,False,-150.0,215.0,1,left,N. Alexander-Walker 26' 3PT  (9 PTS) (M. Gueye 1 AST),"[1629638, 1631243]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,26.2,Made,9.0,,,,,,,,,,,,,,,M. Gueye,1631243.0,1.0
282,PT03M07.00S,2025-11-08T01:32:59.0Z,2,REGULAR,3pt,Jump Shot,[],1627742,72.22404730617609,18.38235294117647,1610612761,46,34,2025-11-08T01:49:16Z,2810000,False,-158.0,209.0,1,right,MISS B. Ingram 26' 3PT - blocked,"[1627742, 204001]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,26.17,Missed,,,,,,,,,Porziņģis,204001.0,,,,,,,,
283,PT03M07.00S,2025-11-08T01:32:59.0Z,2,REGULAR,block,,[],204001,,,1610612761,46,34,2025-11-08T01:33:02Z,2820000,False,,,0,,K. Porziņģis BLOCK (1 BLK),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
284,PT03M03.00S,2025-11-08T01:33:03.0Z,2,REGULAR,rebound,offensive,[],1630572,,,1610612761,46,34,2025-11-08T01:33:05Z,2830000,False,,,0,,S. Mamukelashvili REBOUND (Off:2 Def:2),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,282.0,4.0,2.0,2.0,,,,,,,,,,,,,
285,PT03M03.00S,2025-11-08T01:33:04.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630572,94.40999984741211,50.0,1610612761,46,36,2025-11-08T01:33:04Z,2840000,False,0.0,0.0,1,right,S. Mamukelashvili putback Layup (9 PTS),[1630572],1610612761.0,TOR,putback,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Left,0.0,Made,9.0,,,,,,,,,,,,,,,,,
286,PT03M00.00S,2025-11-08T01:33:11.1Z,2,REGULAR,foul,personal,[],1627742,,,1610612737,46,36,2025-11-08T01:33:19Z,2850000,False,,,0,,B. Ingram personal FOUL (1 PF),"[1627742, 204001]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2534.0,1.0,0.0,Porziņģis,204001.0,,,
288,PT03M00.00S,2025-11-08T01:33:19.4Z,2,REGULAR,substitution,out,[],1631243,,,1610612737,46,36,2025-11-08T01:33:33Z,2870000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M00.00S,2025-11-08T01:33:19.4Z,2,REGULAR,substitution,out,[],1630249,,,1610612737,46,36,2025-11-08T01:33:33Z,2880000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M00.00S,2025-11-08T01:33:19.4Z,2,REGULAR,substitution,out,[],1642867,,,1610612737,46,36,2025-11-08T01:33:33Z,2890000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M00.00S,2025-11-08T01:33:19.4Z,2,REGULAR,substitution,out,[],1630572,,,1610612737,46,36,2025-11-08T01:33:33Z,2900000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M00.00S,2025-11-08T01:33:19.4Z,2,REGULAR,substitution,in,[],1630700,,,1610612737,46,36,2025-11-08T01:33:33Z,2910000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M00.00S,2025-11-08T01:33:19.4Z,2,REGULAR,substitution,in,[],1642258,,,1610612737,46,36,2025-11-08T01:33:33Z,2920000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M00.00S,2025-11-08T01:33:19.4Z,2,REGULAR,substitution,in,[],1630567,,,1610612737,46,36,2025-11-08T01:33:33Z,2930000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M00.00S,2025-11-08T01:33:19.4Z,2,REGULAR,substitution,in,[],1627751,,,1610612737,46,36,2025-11-08T01:33:33Z,2940000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M54.00S,2025-11-08T01:33:50.2Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1627742,,,1610612737,46,36,2025-11-08T01:35:00Z,2970000,False,,,0,,B. Ingram shooting personal FOUL (2 PF) (Risacher 3 FT),"[1627742, 1642258]",1610612761.0,TOR,shooting,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Risacher,1642258.0,,,
300,PT02M54.00S,2025-11-08T01:34:06.3Z,2,REGULAR,freethrow,1 of 3,[],1642258,,,1610612737,47,36,2025-11-08T01:34:06Z,2990000,False,,,0,,Z. Risacher Free Throw 1 of 3 (10 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
301,PT02M54.00S,2025-11-08T01:34:16.5Z,2,REGULAR,freethrow,2 of 3,[],1642258,,,1610612737,48,36,2025-11-08T01:34:16Z,3000000,False,,,0,,Z. Risacher Free Throw 2 of 3 (11 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
302,PT02M54.00S,2025-11-08T01:34:27.4Z,2,REGULAR,freethrow,3 of 3,[],1642258,,,1610612737,49,36,2025-11-08T01:34:27Z,3010000,False,,,0,,Z. Risacher Free Throw 3 of 3 (12 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
303,PT02M33.00S,2025-11-08T01:34:49.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,83.13074901445466,50.245098039215684,1610612761,49,38,2025-11-08T01:35:00Z,3020000,False,1.0,106.0,1,right,J. Poeltl 10' Hook (4 PTS) (R. Barrett 3 AST),"[1627751, 1629628]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,10.61,Made,4.0,,,,,,,,,,,,,,,R. Barrett,1629628.0,3.0
305,PT02M21.00S,2025-11-08T01:35:02.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,7.440867279894875,50.73529411764706,1610612737,49,38,2025-11-08T01:35:12Z,3040000,False,-4.0,17.0,1,left,MISS Z. Risacher Layup,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,,,,,,,,,,
306,PT02M18.00S,2025-11-08T01:35:05.2Z,2,REGULAR,rebound,offensive,[],1642258,,,1610612737,49,38,2025-11-08T01:35:41Z,3050000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,305.0,1.0,0.0,1.0,,,,,,,,,,,,,
307,PT02M18.00S,2025-11-08T01:35:09.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642258,5.590000152587891,50.0,1610612737,51,38,2025-11-08T01:35:46Z,3060000,False,0.0,0.0,1,left,Z. Risacher tip Layup (14 PTS),[1642258],1610612737.0,ATL,tip,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,0.0,Made,14.0,,,,,,,,,,,,,,,,,
308,PT02M04.00S,2025-11-08T01:35:20.3Z,2,REGULAR,foul,personal,['2freethrow'],1642258,,,1610612761,51,38,2025-11-08T01:35:33Z,3070000,False,,,0,,Z. Risacher shooting personal FOUL (2 PF) (Ingram 2 FT),"[1642258, 1627742]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2534.0,2.0,0.0,Ingram,1627742.0,,,
310,PT02M04.00S,2025-11-08T01:35:48.7Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,51,39,2025-11-08T01:35:48Z,3090000,False,,,0,,B. Ingram Free Throw 1 of 2 (11 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
311,PT02M04.00S,2025-11-08T01:35:49.5Z,2,REGULAR,substitution,out,[],1642347,,,1610612761,51,39,2025-11-08T01:35:52Z,3100000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M04.00S,2025-11-08T01:35:49.5Z,2,REGULAR,substitution,in,[],1630193,,,1610612761,51,39,2025-11-08T01:35:52Z,3110000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M04.00S,2025-11-08T01:36:04.6Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612761,51,40,2025-11-08T01:36:04Z,3120000,False,,,0,,B. Ingram Free Throw 2 of 2 (12 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
314,PT01M50.00S,2025-11-08T01:36:23.7Z,2,REGULAR,2pt,Jump Shot,[],1642258,5.338370565045992,12.009803921568627,1610612737,51,40,2025-11-08T01:36:28Z,3130000,False,190.0,-2.0,1,left,MISS Z. Risacher 19' Jump Shot,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Right,19.0,Missed,,,,,,,,,,,,,,,,,,
315,PT01M48.00S,2025-11-08T01:36:25.7Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,51,40,2025-11-08T01:36:28Z,3140000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Right,,,,314.0,2.0,1.0,1.0,,,,,,,,,,,,,
316,PT01M38.00S,2025-11-08T01:36:36.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,85.89027595269383,51.9607843137255,1610612761,51,42,2025-11-08T01:53:07Z,3150000,False,10.0,80.0,1,right,S. Barnes 8' turnaround Hook (2 PTS),[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,8.07,Made,2.0,,,,,,,,,,,,,,,,,
319,PT01M12.00S,2025-11-08T01:37:39.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,7.30946123521682,49.01960784313725,1610612737,53,42,2025-11-08T01:37:46Z,3180000,False,5.0,16.0,1,left,N. Alexander-Walker reverse Layup (11 PTS) (K. Porziņģis 1 AST),"[1629638, 204001]",1610612737.0,ATL,reverse,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,1.69,Made,11.0,,,,,,,,,,,,,,,K. Porziņģis,204001.0,1.0
321,PT00M50.40S,2025-11-08T01:38:01.4Z,2,REGULAR,3pt,Jump Shot,[],1629628,68.80749014454665,31.862745098039213,1610612761,53,42,2025-11-08T01:38:09Z,3200000,False,-91.0,241.0,1,right,MISS R. Barrett 25' step back 3PT - blocked,"[1629628, 204001]",1610612761.0,TOR,step back,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,Porziņģis,204001.0,,,,,,,,
322,PT00M50.40S,2025-11-08T01:38:01.4Z,2,REGULAR,block,,[],204001,,,1610612761,53,42,2025-11-08T01:38:04Z,3210000,False,,,0,,K. Porziņģis BLOCK (2 BLK),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
323,PT00M48.10S,2025-11-08T01:38:03.7Z,2,REGULAR,rebound,offensive,[],1629628,,,1610612761,53,42,2025-11-08T01:38:09Z,3220000,False,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,321.0,2.0,1.0,1.0,,,,,,,,,,,,,
324,PT00M47.40S,2025-11-08T01:38:05.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629628,87.86136662286465,47.30392156862745,1610612761,53,42,2025-11-08T01:55:08Z,3230000,False,-13.0,62.0,1,right,MISS R. Barrett 6' floating Shot,[1629628],1610612761.0,TOR,floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
325,PT00M45.30S,2025-11-08T01:38:07.4Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,53,42,2025-11-08T01:38:07Z,3240000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,324.0,3.0,1.0,2.0,,,,,,,,,,,,,
326,PT00M42.20S,2025-11-08T01:38:10.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,92.85479632063075,3.431372549019608,1610612761,53,42,2025-11-08T01:38:36Z,3250000,False,-233.0,15.0,1,right,MISS R. Barrett 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,23.33,Missed,,,,,,,,,,,,,,,,,,
327,PT00M40.00S,2025-11-08T01:38:12.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,53,42,2025-11-08T01:38:36Z,3260000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Left Corner 3,24+ Left,,,,326.0,,,,,,,,,,,,,,,,
328,PT00M40.00S,2025-11-08T01:38:19.1Z,2,REGULAR,foul,personal,[],1630552,,,1610612761,53,42,2025-11-08T01:38:23Z,3270000,False,,,0,,J. Johnson loose ball personal FOUL (1 PF),"[1630552, 1627751]",1610612737.0,ATL,loose ball,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627529.0,1.0,0.0,Poeltl,1627751.0,,,
