actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
347,PT12M00.00S,2026-02-06T01:51:22.5Z,3,REGULAR,substitution,in,['startperiod'],1642271,,,1610612737,61,60,2026-02-06T01:51:54Z,3450000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2026-02-06T01:52:06.4Z,3,REGULAR,period,start,[],0,,,1610612762,61,60,2026-02-06T01:52:06Z,3460000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M48.00S,2026-02-06T01:52:18.0Z,3,REGULAR,turnover,bad pass,[],1642271,,,1610612762,61,60,2026-02-06T01:52:27Z,3470000,False,,,0,,K. Filipowski bad pass TURNOVER (2 TO),"[1642271, 1642258]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,,,2.0,,,,,,,,,,,Risacher,1642258.0
350,PT11M48.00S,2026-02-06T01:52:18.0Z,3,REGULAR,steal,,[],1642258,,,1610612737,61,60,2026-02-06T01:52:20Z,3480000,False,,,0,,Z. Risacher STEAL (1 STL),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
351,PT11M34.00S,2026-02-06T01:52:31.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630700,90.62089356110381,54.166666666666664,1610612737,63,60,2026-02-06T01:52:38Z,3490000,False,21.0,36.0,1,right,D. Daniels cutting Layup (9 PTS) (J. Johnson 9 AST),"[1630700, 1630552]",1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,4.13,Made,,,,,,,,,,,9.0,,,J. Johnson,1630552.0,9.0,,
353,PT11M22.00S,2026-02-06T01:52:43.5Z,3,REGULAR,2pt,Jump Shot,[],1642846,23.340998685939553,35.294117647058826,1610612762,63,60,2026-02-06T01:52:48Z,3510000,False,74.0,167.0,1,left,MISS A. Bailey 18' pullup Shot,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Right Center,18.24,Missed,,,,,,,,,,,,,,,,,,
354,PT11M19.00S,2026-02-06T01:52:46.5Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,63,60,2026-02-06T01:52:48Z,3520000,False,,,0,,J. Johnson REBOUND (Off:1 Def:6),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,,,353.0,7.0,6.0,1.0,,,,,,,,,,,,,,
355,PT11M14.00S,2026-02-06T01:52:51.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642258,92.85479632063075,96.32352941176471,1610612737,63,60,2026-02-06T01:53:02Z,3530000,False,232.0,15.0,1,right,MISS Z. Risacher running 3PT,[1642258],1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,23.21,Missed,,,,,,,,,,,,,,,,,,
356,PT11M10.00S,2026-02-06T01:52:55.7Z,3,REGULAR,rebound,defensive,[],1642271,,,1610612762,63,60,2026-02-06T01:53:02Z,3540000,False,,,0,,K. Filipowski REBOUND (Off:3 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,,,355.0,6.0,3.0,3.0,,,,,,,,,,,,,,
357,PT11M02.00S,2026-02-06T01:53:03.1Z,3,REGULAR,3pt,Jump Shot,[],1642262,7.703679369250986,3.431372549019608,1610612762,63,60,2026-02-06T01:53:08Z,3550000,False,233.0,20.0,1,left,MISS C. Williams 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Right Corner 3,24+ Right,23.36,Missed,,,,,,,,,,,,,,,,,,
358,PT10M59.00S,2026-02-06T01:53:06.1Z,3,REGULAR,rebound,defensive,[],1642258,,,1610612737,63,60,2026-02-06T01:53:08Z,3560000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:4),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,,,357.0,5.0,4.0,1.0,,,,,,,,,,,,,,
359,PT10M48.00S,2026-02-06T01:53:18.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629111,93.24901445466492,50.245098039215684,1610612737,65,60,2026-02-06T01:53:22Z,3570000,False,1.0,11.0,1,right,J. Landale DUNK (19 PTS) (N. Alexander-Walker 4 AST),"[1629111, 1629638]",1610612737.0,ATL,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,,,19.0,,,N. Alexander-Walker,1629638.0,4.0,,
361,PT10M27.00S,2026-02-06T01:53:37.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,10.463206307490145,58.333333333333336,1610612762,65,62,2026-02-06T01:53:44Z,3590000,False,-42.0,46.0,1,left,I. Collier 6' fadeaway Jump Shot (13 PTS),[1642268],1610612762.0,UTA,fadeaway,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,6.2,Made,,,,,,,,,,,13.0,,,,,,,
362,PT10M21.00S,2026-02-06T01:53:44.1Z,3,REGULAR,3pt,Jump Shot,[],1629638,75.3777923784494,13.725490196078432,1610612737,65,62,2026-02-06T01:53:49Z,3600000,False,-181.0,179.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
363,PT10M17.00S,2026-02-06T01:53:48.1Z,3,REGULAR,rebound,defensive,[],1642271,,,1610612762,65,62,2026-02-06T01:53:49Z,3610000,False,,,0,,K. Filipowski REBOUND (Off:3 Def:4),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,362.0,7.0,4.0,3.0,,,,,,,,,,,,,,
364,PT10M11.00S,2026-02-06T01:53:53.9Z,3,REGULAR,3pt,Jump Shot,[],1642846,10.068988173455978,3.9215686274509802,1610612762,65,62,2026-02-06T01:53:58Z,3620000,False,230.0,42.0,1,left,MISS A. Bailey 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Right Corner 3,24+ Right,23.42,Missed,,,,,,,,,,,,,,,,,,
365,PT10M08.00S,2026-02-06T01:53:56.9Z,3,REGULAR,rebound,defensive,[],1629111,,,1610612737,65,62,2026-02-06T01:53:58Z,3630000,False,,,0,,J. Landale REBOUND (Off:3 Def:3),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Right Corner 3,24+ Right,,,364.0,6.0,3.0,3.0,,,,,,,,,,,,,,
366,PT10M05.00S,2026-02-06T01:54:00.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629638,92.59198423127464,50.245098039215684,1610612737,67,62,2026-02-06T01:54:10Z,3640000,False,1.0,17.0,1,right,N. Alexander-Walker running Layup (12 PTS),[1629638],1610612737.0,ATL,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,,,,,,,12.0,,,,,,,
367,PT10M04.00S,2026-02-06T01:54:06.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,67,62,2026-02-06T01:54:06Z,3650000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT09M51.00S,2026-02-06T01:57:11.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,12.565703022339028,46.32352941176471,1610612762,67,62,2026-02-06T01:57:18Z,3660000,False,18.0,66.0,1,left,MISS L. Markkanen 6' turnaround Shot - blocked,"[1628374, 1629111]",1610612762.0,UTA,turnaround,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,6.81,Missed,,,,,,,,,,,,Landale,1629111.0,,,,,
369,PT09M51.00S,2026-02-06T01:57:11.1Z,3,REGULAR,block,,[],1629111,,,1610612762,67,62,2026-02-06T01:57:13Z,3670000,False,,,0,,J. Landale BLOCK (3 BLK),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
370,PT09M48.00S,2026-02-06T01:57:14.1Z,3,REGULAR,rebound,offensive,[],1628374,,,1610612762,67,62,2026-02-06T01:57:18Z,3680000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,368.0,4.0,2.0,2.0,,,,,,,,,,,,,,
371,PT09M41.00S,2026-02-06T01:57:21.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642268,7.835085413929041,42.15686274509804,1610612762,67,62,2026-02-06T01:57:30Z,3690000,False,39.0,21.0,1,left,MISS I. Collier driving floating bank Shot,[1642268],1610612762.0,UTA,driving floating bank,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,,,,,,,,,,,,,
372,PT09M36.00S,2026-02-06T01:57:26.8Z,3,REGULAR,rebound,offensive,[],1642271,,,1610612762,67,62,2026-02-06T01:57:30Z,3700000,False,,,0,,K. Filipowski REBOUND (Off:4 Def:4),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,371.0,8.0,4.0,4.0,,,,,,,,,,,,,,
373,PT09M36.00S,2026-02-06T01:57:26.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642271,5.590000152587891,50.0,1610612762,67,64,2026-02-06T01:57:26Z,3710000,False,0.0,0.0,1,left,K. Filipowski tip DUNK (12 PTS),[1642271],1610612762.0,UTA,tip,,,Filipowski,K. Filipowski,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,12.0,,,,,,,
374,PT09M20.00S,2026-02-06T01:57:41.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,81.68528252299606,48.77450980392157,1610612737,67,64,2026-02-06T01:57:48Z,3720000,False,-6.0,120.0,1,right,MISS J. Johnson 11' turnaround fadeaway Shot,[1630552],1610612737.0,ATL,turnaround fadeaway,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,11.99,Missed,,,,,,,,,,,,,,,,,,
375,PT09M18.00S,2026-02-06T01:57:43.5Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,67,64,2026-02-06T01:57:48Z,3730000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,,,374.0,5.0,3.0,2.0,,,,,,,,,,,,,,
376,PT09M07.00S,2026-02-06T01:57:55.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642846,17.559132720105126,44.85294117647059,1610612762,67,64,2026-02-06T01:58:57Z,3740000,False,26.0,113.0,1,left,MISS A. Bailey 11' Jump Shot,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Center,11.55,Missed,,,,,,,,,,,,,,,,,,
377,PT09M04.00S,2026-02-06T01:57:58.0Z,3,REGULAR,rebound,offensive,[],1642846,,,1610612762,67,64,2026-02-06T01:58:00Z,3750000,False,,,0,,A. Bailey REBOUND (Off:2 Def:2),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Center,,,376.0,4.0,2.0,2.0,,,,,,,,,,,,,,
378,PT09M04.00S,2026-02-06T01:57:59.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642846,5.590000152587891,50.0,1610612762,67,66,2026-02-06T01:57:59Z,3760000,False,0.0,0.0,1,left,A. Bailey putback Layup (6 PTS),[1642846],1610612762.0,UTA,putback,,,Bailey,A. Bailey,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,6.0,,,,,,,
380,PT08M58.00S,2026-02-06T01:58:21.6Z,3,REGULAR,foul,personal,[],1628374,,,1610612737,67,66,2026-02-06T01:58:27Z,3780000,False,,,0,,L. Markkanen personal FOUL (2 PF),"[1628374, 1629111]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628172.0,,2.0,0.0,Landale,1629111.0,,,,,,,,
382,PT08M48.00S,2026-02-06T01:58:50.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,84.31340341655716,45.83333333333333,1610612737,69,66,2026-02-06T01:58:56Z,3800000,False,-21.0,95.0,1,right,J. Johnson 9' driving floating Jump Shot (7 PTS),[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,9.73,Made,,,,,,,,,,,7.0,,,,,,,
383,PT08M37.00S,2026-02-06T01:59:05.4Z,3,REGULAR,foul,personal,[],1642258,,,1610612762,69,66,2026-02-06T01:59:14Z,3810000,False,,,0,,Z. Risacher personal FOUL (3 PF),"[1642258, 1642262]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Center,,,,,,,101284.0,,3.0,0.0,Williams,1642262.0,,,,,,,,
385,PT08M29.00S,2026-02-06T01:59:30.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642846,7.835085413929041,38.23529411764706,1610612762,69,68,2026-02-06T02:00:35Z,3830000,False,59.0,21.0,1,left,A. Bailey 6' turnaround Jump Shot (8 PTS) (K. Filipowski 1 AST),"[1642846, 1642271]",1610612762.0,UTA,turnaround,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),0-8 Center,6.25,Made,,,,,,,,,,,8.0,,,K. Filipowski,1642271.0,1.0,,
387,PT08M20.00S,2026-02-06T01:59:39.4Z,3,REGULAR,3pt,Jump Shot,[],1642258,76.16622864651774,12.5,1610612737,69,68,2026-02-06T01:59:45Z,3850000,False,-188.0,172.0,1,right,MISS Z. Risacher 25' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,
388,PT08M16.00S,2026-02-06T01:59:43.4Z,3,REGULAR,rebound,offensive,[],1629111,,,1610612737,69,68,2026-02-06T01:59:45Z,3860000,False,,,0,,J. Landale REBOUND (Off:4 Def:3),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,,,387.0,7.0,3.0,4.0,,,,,,,,,,,,,,
389,PT08M09.00S,2026-02-06T01:59:49.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630552,71.82982917214193,21.323529411764707,1610612737,69,68,2026-02-06T01:59:56Z,3870000,False,-143.0,212.0,1,right,MISS J. Johnson 25' step back 3PT,[1630552],1610612737.0,ATL,step back,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
390,PT08M07.00S,2026-02-06T01:59:51.8Z,3,REGULAR,rebound,defensive,[],1642271,,,1610612762,69,68,2026-02-06T01:59:56Z,3880000,False,,,0,,K. Filipowski REBOUND (Off:4 Def:5),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,389.0,9.0,5.0,4.0,,,,,,,,,,,,,,
391,PT07M58.00S,2026-02-06T02:00:01.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642271,5.601182654402102,49.754901960784316,1610612762,69,70,2026-02-06T02:00:07Z,3890000,False,1.0,0.0,1,left,K. Filipowski cutting DUNK (14 PTS) (I. Collier 8 AST),"[1642271, 1642268]",1610612762.0,UTA,cutting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,0.12,Made,,,,,,,,,,,14.0,,,I. Collier,1642268.0,8.0,,
393,PT07M48.00S,2026-02-06T02:00:14.8Z,3,REGULAR,foul,personal,[],1642846,,,1610612737,69,70,2026-02-06T02:00:24Z,3910000,False,,,0,,A. Bailey personal FOUL (3 PF),"[1642846, 1629638]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,101284.0,,3.0,0.0,Alexander-Walker,1629638.0,,,,,,,,
395,PT07M39.00S,2026-02-06T02:00:41.8Z,3,REGULAR,foul,personal,['2freethrow'],1642271,,,1610612737,69,70,2026-02-06T02:01:09Z,3930000,False,,,0,,K. Filipowski shooting personal FOUL (3 PF) (Alexander-Walker 2 FT),"[1642271, 1629638]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,204058.0,,3.0,0.0,Alexander-Walker,1629638.0,,,,,,,,
397,PT07M39.00S,2026-02-06T02:01:09.9Z,3,REGULAR,freethrow,1 of 2,[],1629638,,,1610612737,70,70,2026-02-06T02:01:09Z,3950000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (13 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,,,,,13.0,,,,,,,
398,PT07M39.00S,2026-02-06T02:01:26.3Z,3,REGULAR,freethrow,2 of 2,[],1629638,,,1610612737,71,70,2026-02-06T02:01:26Z,3960000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (14 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,,,,,14.0,,,,,,,
399,PT07M19.00S,2026-02-06T02:01:49.4Z,3,REGULAR,3pt,Jump Shot,[],1642846,28.86005256241787,25.245098039215684,1610612762,71,70,2026-02-06T02:01:55Z,3970000,False,124.0,219.0,1,left,MISS A. Bailey 25' 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
400,PT07M16.00S,2026-02-06T02:01:52.4Z,3,REGULAR,rebound,defensive,[],1629111,,,1610612737,71,70,2026-02-06T02:01:55Z,3980000,False,,,0,,J. Landale REBOUND (Off:4 Def:4),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,399.0,8.0,4.0,4.0,,,,,,,,,,,,,,
401,PT07M08.00S,2026-02-06T02:01:59.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642258,87.46714848883047,55.88235294117647,1610612737,71,70,2026-02-06T02:02:06Z,3990000,False,29.0,65.0,1,right,MISS Z. Risacher 7' floating Shot,[1642258],1610612737.0,ATL,floating,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,7.16,Missed,,,,,,,,,,,,,,,,,,
402,PT07M06.00S,2026-02-06T02:02:01.9Z,3,REGULAR,rebound,defensive,[],1642271,,,1610612762,71,70,2026-02-06T02:02:06Z,4000000,False,,,0,,K. Filipowski REBOUND (Off:4 Def:6),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,401.0,10.0,6.0,4.0,,,,,,,,,,,,,,
403,PT06M47.00S,2026-02-06T02:02:21.0Z,3,REGULAR,3pt,Jump Shot,[],1642262,31.488173455978973,56.61764705882353,1610612762,71,70,2026-02-06T02:02:28Z,4010000,False,-33.0,243.0,1,left,MISS C. Williams 24' 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Center,24.57,Missed,,,,,,,,,,,,,,,,,,
404,PT06M44.00S,2026-02-06T02:02:24.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,71,70,2026-02-06T02:02:28Z,4020000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,403.0,,,,,,,,,,,,,,,,,
406,PT06M44.00S,2026-02-06T02:02:30.4Z,3,REGULAR,substitution,out,[],1629638,,,1610612762,71,70,2026-02-06T02:02:39Z,4040000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M44.00S,2026-02-06T02:02:30.4Z,3,REGULAR,substitution,in,[],203468,,,1610612762,71,70,2026-02-06T02:02:39Z,4050000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M40.00S,2026-02-06T02:02:54.0Z,3,REGULAR,foul,offensive,[],1642271,,,1610612762,71,70,2026-02-06T02:03:06Z,4060000,False,,,0,,K. Filipowski off-the-ball offensive FOUL (4 PF),"[1642271, 1630700]",1610612762.0,UTA,off-the-ball,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Right Center,,,,,,,101284.0,,4.0,0.0,Daniels,1630700.0,,,,,,,,
410,PT06M40.00S,2026-02-06T02:02:54.0Z,3,REGULAR,turnover,offensive foul,[],1642271,,,1610612762,71,70,2026-02-06T02:02:54Z,4080000,False,,,0,,K. Filipowski offensive foul TURNOVER (3 TO),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Right Center,,,,,,,101284.0,3.0,,,,,,,,,,,,
411,PT06M40.00S,2026-02-06T02:03:07.0Z,3,REGULAR,substitution,out,[],1642271,,,1610612737,71,70,2026-02-06T02:03:13Z,4090000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M40.00S,2026-02-06T02:03:07.0Z,3,REGULAR,substitution,in,[],1641729,,,1610612737,71,70,2026-02-06T02:03:13Z,4100000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M30.00S,2026-02-06T02:03:28.3Z,3,REGULAR,turnover,bad pass,[],1630552,,,1610612737,71,70,2026-02-06T02:03:34Z,4110000,False,,,0,,J. Johnson bad pass TURNOVER (3 TO),"[1630552, 1628374]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,3.0,,,,,,,,,,,Markkanen,1628374.0
414,PT06M30.00S,2026-02-06T02:03:28.3Z,3,REGULAR,steal,,[],1628374,,,1610612762,71,70,2026-02-06T02:03:30Z,4120000,False,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
415,PT06M26.00S,2026-02-06T02:03:33.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628374,7.835085413929041,44.85294117647059,1610612762,71,70,2026-02-06T02:04:57Z,4130000,False,26.0,21.0,1,left,MISS L. Markkanen running Layup,[1628374],1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,,,,,,,,,,,,,,
416,PT06M22.00S,2026-02-06T02:03:37.4Z,3,REGULAR,rebound,offensive,[],1642262,,,1610612762,71,70,2026-02-06T02:04:57Z,4140000,False,,,0,,C. Williams REBOUND (Off:2 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,,,415.0,3.0,1.0,2.0,,,,,,,,,,,,,,
417,PT06M22.00S,2026-02-06T02:03:36.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642262,5.590000152587891,50.0,1610612762,71,70,2026-02-06T02:03:36Z,4150000,False,0.0,0.0,1,left,MISS C. Williams tip Layup,[1642262],1610612762.0,UTA,tip,,,Williams,C. Williams,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
418,PT06M20.00S,2026-02-06T02:03:38.3Z,3,REGULAR,rebound,offensive,[],1642846,,,1610612762,71,70,2026-02-06T02:03:38Z,4160000,False,,,0,,A. Bailey REBOUND (Off:3 Def:2),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Mid-Range,8-16 Left,,,417.0,5.0,2.0,3.0,,,,,,,,,,,,,,
419,PT06M20.00S,2026-02-06T02:03:38.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1642846,5.590000152587891,50.0,1610612762,71,70,2026-02-06T02:05:49Z,4170000,False,0.0,0.0,1,left,MISS A. Bailey tip Layup - blocked,"[1642846, 1629111]",1610612762.0,UTA,tip,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,Landale,1629111.0,,,,,
420,PT06M20.00S,2026-02-06T02:03:38.3Z,3,REGULAR,block,,[],1629111,,,1610612762,71,70,2026-02-06T02:03:39Z,4180000,False,,,0,,J. Landale BLOCK (4 BLK),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
421,PT06M19.00S,2026-02-06T02:03:39.3Z,3,REGULAR,rebound,defensive,[],1642258,,,1610612737,71,70,2026-02-06T02:05:49Z,4190000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:5),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,419.0,6.0,5.0,1.0,,,,,,,,,,,,,,
422,PT06M18.00S,2026-02-06T02:03:40.8Z,3,REGULAR,turnover,bad pass,[],1642258,,,1610612737,71,70,2026-02-06T02:03:46Z,4200000,False,,,0,,Z. Risacher bad pass TURNOVER (2 TO),"[1642258, 1642268]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,,,,,,,,,,,Collier,1642268.0
423,PT06M18.00S,2026-02-06T02:03:40.8Z,3,REGULAR,steal,,[],1642268,,,1610612762,71,70,2026-02-06T02:03:42Z,4210000,False,,,0,,I. Collier STEAL (3 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
424,PT06M14.00S,2026-02-06T02:03:44.8Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642846,5.338370565045992,48.77450980392157,1610612762,71,72,2026-02-06T02:06:48Z,4220000,False,6.0,-2.0,1,left,A. Bailey running alley-oop DUNK (10 PTS) (I. Collier 9 AST),"[1642846, 1642268]",1610612762.0,UTA,running alley-oop,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,,,,,,,10.0,,,I. Collier,1642268.0,9.0,,
