actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
339,PT02M34.00S,2025-12-21T01:07:31.6Z,2,REGULAR,steal,,[],1631230,,,1610612755,61,54,2025-12-21T01:07:33Z,3340000,False,,,0,,D. Barlow STEAL (2 STL),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
340,PT02M30.00S,2025-12-21T01:07:35.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,6.783837056504599,45.09803921568628,1610612755,63,54,2025-12-21T01:07:41Z,3350000,False,25.0,11.0,1,left,T. Maxey running finger roll Layup (22 PTS) (J. McCain 2 AST),"[1630178, 1642272]",1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,,,22.0,,,,,,,J. McCain,1642272.0,2.0,,
342,PT02M25.00S,2025-12-21T01:07:40.8Z,2,REGULAR,3pt,Jump Shot,[],202691,77.87450722733246,90.44117647058823,1610612742,63,54,2025-12-21T01:07:45Z,3370000,False,202.0,155.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
343,PT02M21.00S,2025-12-21T01:07:44.8Z,2,REGULAR,rebound,defensive,[],1642272,,,1610612755,63,54,2025-12-21T01:07:45Z,3380000,False,,,0,,J. McCain REBOUND (Off:0 Def:3),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Right Center,,,342.0,3.0,3.0,0.0,,,,,,,,,,,,,,
344,PT02M02.00S,2025-12-21T01:08:08.2Z,2,REGULAR,turnover,traveling,[],1642272,,,1610612755,63,54,2025-12-21T01:08:13Z,3390000,False,,,0,,J. McCain traveling TURNOVER (1 TO),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1626301.0,1.0,,,,,,,,,,,,
345,PT02M02.00S,2025-12-21T01:08:12.1Z,2,REGULAR,substitution,out,[],1629655,,,1610612742,63,54,2025-12-21T01:08:17Z,3400000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT02M02.00S,2025-12-21T01:08:12.1Z,2,REGULAR,substitution,in,[],203076,,,1610612742,63,54,2025-12-21T01:08:17Z,3420000,False,,,0,,SUB in: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT02M02.00S,2025-12-21T01:08:12.1Z,2,REGULAR,substitution,in,[],1630230,,,1610612742,63,54,2025-12-21T01:08:17Z,3430000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT02M02.00S,2025-12-21T01:08:12.1Z,2,REGULAR,substitution,out,[],202691,,,1610612742,63,54,2025-12-21T01:08:32Z,3440000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT01M38.00S,2025-12-21T01:08:56.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630230,88.12417871222075,51.470588235294116,1610612742,63,56,2025-12-21T01:09:00Z,3450000,False,7.0,59.0,1,right,N. Marshall pullup Jump Shot (12 PTS),[1630230],1610612742.0,DAL,pullup,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,5.96,Made,,,,,,,12.0,,,,,,,,,,,
351,PT01M16.00S,2025-12-21T01:09:17.9Z,2,REGULAR,2pt,Jump Shot,[],1631230,4.418528252299605,66.66666666666666,1610612755,65,56,2025-12-21T01:09:22Z,3460000,False,-83.0,-11.0,1,left,D. Barlow 8' pullup Jump Shot (14 PTS) (T. Maxey 3 AST),"[1631230, 1630178]",1610612755.0,PHI,pullup,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Left,8.4,Made,,,,,,,14.0,,,,,,,T. Maxey,1630178.0,3.0,,
353,PT00M57.60S,2025-12-21T01:09:39.1Z,2,REGULAR,2pt,Jump Shot,[],203076,76.42904073587385,51.9607843137255,1610612742,65,58,2025-12-21T01:09:43Z,3480000,False,10.0,169.0,1,right,A. Davis 16' step back Jump Shot (12 PTS),[203076],1610612742.0,DAL,step back,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,16.94,Made,,,,,,,12.0,,,,,,,,,,,
354,PT00M40.50S,2025-12-21T01:09:59.2Z,2,REGULAR,foul,personal,['2freethrow'],1630230,,,1610612755,65,58,2025-12-21T01:10:09Z,3490000,False,,,0,,N. Marshall shooting personal FOUL (2 PF) (McCain 2 FT),"[1630230, 1642272]",1610612742.0,DAL,shooting,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627519.0,,,,,2.0,0.0,McCain,1642272.0,,,,,
356,PT00M40.50S,2025-12-21T01:10:28.3Z,2,REGULAR,freethrow,1 of 2,[],1642272,,,1610612755,65,58,2025-12-21T01:10:28Z,3510000,False,,,0,,MISS J. McCain Free Throw 1 of 2,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
357,PT00M40.50S,2025-12-21T01:10:28.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,65,58,2025-12-21T01:10:28Z,3520000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,356.0,,,,,,,,,,,,,,,,,
358,PT00M40.50S,2025-12-21T01:10:56.0Z,2,REGULAR,freethrow,2 of 2,[],1642272,,,1610612755,66,58,2025-12-21T01:10:56Z,3530000,False,,,0,,J. McCain Free Throw 2 of 2 (5 PTS),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
359,PT00M35.30S,2025-12-21T01:11:02.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,94.43166885676742,49.754901960784316,1610612742,66,60,2025-12-21T01:11:06Z,3540000,False,-1.0,0.0,1,right,B. Williams driving Layup (8 PTS),[1630314],1610612742.0,DAL,driving,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,0.12,Made,,,,,,,8.0,,,,,,,,,,,
360,PT00M24.50S,2025-12-21T01:11:16.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,7.440867279894875,43.13725490196079,1610612755,66,60,2025-12-21T01:11:21Z,3550000,False,34.0,17.0,1,left,MISS J. McCain driving finger roll Layup - blocked,"[1642272, 1642843]",1610612755.0,PHI,driving finger roll,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,Flagg,1642843.0
361,PT00M24.50S,2025-12-21T01:11:16.1Z,2,REGULAR,block,,[],1642843,,,1610612755,66,60,2025-12-21T01:11:18Z,3560000,False,,,0,,C. Flagg BLOCK (1 BLK),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
362,PT00M21.70S,2025-12-21T01:11:18.9Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,66,60,2025-12-21T01:11:21Z,3570000,False,,,0,,A. Drummond REBOUND (Off:6 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,360.0,9.0,3.0,6.0,,,,,,,,,,,,,,
363,PT00M21.70S,2025-12-21T01:11:20.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631230,6.783837056504599,47.794117647058826,1610612755,68,60,2025-12-21T01:11:30Z,3580000,False,11.0,11.0,1,left,D. Barlow cutting DUNK (16 PTS) (A. Drummond 3 AST),"[1631230, 203083]",1610612755.0,PHI,cutting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,,,16.0,,,,,,,A. Drummond,203083.0,3.0,,
365,PT00M01.20S,2025-12-21T01:11:43.6Z,2,REGULAR,2pt,Jump Shot,[],1642843,77.7431011826544,56.372549019607845,1610612742,68,60,2025-12-21T01:13:08Z,3600000,False,32.0,157.0,1,right,MISS C. Flagg 15' step back Shot,[1642843],1610612742.0,DAL,step back,,,Flagg,C. Flagg,,,,,Mid-Range,8-16 Center,15.99,Missed,,,,,,,,,,,,,,,,,,
366,PT00M01.20S,2025-12-21T01:11:43.6Z,2,REGULAR,rebound,offensive,[],203076,,,1610612742,68,60,2025-12-21T01:13:35Z,3610000,False,,,0,,A. Davis REBOUND (Off:3 Def:5),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Center,,,365.0,8.0,5.0,3.0,,,,,,,,,,,,,,
367,PT00M00.20S,2025-12-21T01:11:48.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203076,94.40999984741211,50.0,1610612742,68,62,2025-12-21T01:13:44Z,3620000,False,0.0,0.0,1,right,A. Davis tip Layup (14 PTS),[203076],1610612742.0,DAL,tip,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,14.0,,,,,,,,,,,
369,PT00M00.00S,2025-12-21T01:13:41.1Z,2,REGULAR,period,end,[],0,,,1610612755,68,62,2025-12-21T01:13:41Z,3640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2025-12-21T01:24:36.7Z,3,REGULAR,substitution,out,['startperiod'],1642348,,,1610612755,68,62,2025-12-21T01:27:04Z,3650000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2025-12-21T01:24:36.7Z,3,REGULAR,substitution,out,['startperiod'],1642272,,,1610612755,68,62,2025-12-21T01:27:04Z,3660000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2025-12-21T01:24:36.7Z,3,REGULAR,substitution,out,['startperiod'],1630314,,,1610612755,68,62,2025-12-21T01:27:04Z,3670000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2025-12-21T01:24:36.7Z,3,REGULAR,substitution,in,['startperiod'],1629656,,,1610612755,68,62,2025-12-21T01:27:04Z,3680000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2025-12-21T01:24:36.7Z,3,REGULAR,substitution,in,['startperiod'],1642845,,,1610612755,68,62,2025-12-21T01:27:04Z,3690000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2025-12-21T01:24:36.7Z,3,REGULAR,substitution,in,['startperiod'],1642948,,,1610612755,68,62,2025-12-21T01:27:04Z,3700000,False,,,0,,SUB in: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2025-12-21T01:27:17.7Z,3,REGULAR,period,start,[],0,,,1610612742,68,62,2025-12-21T01:27:17Z,3710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT11M47.00S,2025-12-21T01:27:30.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642948,17.559132720105126,65.44117647058823,1610612742,68,64,2025-12-21T01:27:36Z,3720000,False,-77.0,113.0,1,left,R. Nembhard 13' step back Jump Shot (7 PTS),[1642948],1610612742.0,DAL,step back,,,Nembhard,R. Nembhard,,,,,In The Paint (Non-RA),8-16 Left,13.65,Made,,,,,,,7.0,,,,,,,,,,,
378,PT11M28.00S,2025-12-21T01:27:48.8Z,3,REGULAR,2pt,Jump Shot,[],1630178,74.98357424441524,43.627450980392155,1610612755,68,64,2025-12-21T01:27:53Z,3730000,False,-32.0,183.0,1,right,MISS T. Maxey 18' turnaround fadeaway Shot,[1630178],1610612755.0,PHI,turnaround fadeaway,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,18.55,Missed,,,,,,,,,,,,,,,,,,
379,PT11M25.00S,2025-12-21T01:27:51.8Z,3,REGULAR,rebound,defensive,[],1630230,,,1610612742,68,64,2025-12-21T01:27:53Z,3740000,False,,,0,,N. Marshall REBOUND (Off:1 Def:5),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Center,,,378.0,6.0,5.0,1.0,,,,,,,,,,,,,,
380,PT11M16.00S,2025-12-21T01:28:00.8Z,3,REGULAR,2pt,Jump Shot,[],203076,25.706307490144546,60.29411764705882,1610612742,68,66,2025-12-21T01:28:16Z,3750000,False,-51.0,189.0,1,left,A. Davis 19' pullup Jump Shot (16 PTS),[203076],1610612742.0,DAL,pullup,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,19.6,Made,,,,,,,16.0,,,,,,,,,,,
381,PT10M58.00S,2025-12-21T01:28:18.4Z,3,REGULAR,3pt,Jump Shot,[],1642845,67.62483574244416,36.27450980392157,1610612755,68,66,2025-12-21T01:28:24Z,3760000,False,-69.0,252.0,1,right,MISS V. Edgecombe 26' pullup 3PT,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,26.1,Missed,,,,,,,,,,,,,,,,,,
382,PT10M54.00S,2025-12-21T01:28:22.4Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,68,66,2025-12-21T01:28:24Z,3770000,False,,,0,,P. Washington REBOUND (Off:0 Def:4),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,381.0,4.0,4.0,0.0,,,,,,,,,,,,,,
383,PT10M49.00S,2025-12-21T01:28:28.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642843,7.5722733245729295,48.529411764705884,1610612742,68,68,2025-12-21T01:28:34Z,3780000,False,7.0,19.0,1,left,C. Flagg running finger roll Layup (14 PTS),[1642843],1610612742.0,DAL,running finger roll,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,,,14.0,,,,,,,,,,,
384,PT10M21.00S,2025-12-21T01:28:55.0Z,3,REGULAR,3pt,Jump Shot,[],1642845,72.22404730617609,15.441176470588236,1610612755,68,68,2025-12-21T01:28:59Z,3790000,False,-173.0,209.0,1,right,MISS V. Edgecombe 27' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,27.09,Missed,,,,,,,,,,,,,,,,,,
385,PT10M19.00S,2025-12-21T01:28:58.1Z,3,REGULAR,rebound,defensive,[],1630230,,,1610612742,68,68,2025-12-21T01:28:58Z,3800000,False,,,0,,N. Marshall REBOUND (Off:1 Def:6),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,384.0,7.0,6.0,1.0,,,,,,,,,,,,,,
386,PT10M15.00S,2025-12-21T01:29:02.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629023,7.30946123521682,48.28431372549019,1610612742,68,70,2025-12-21T01:29:07Z,3810000,False,9.0,16.0,1,left,P. Washington running Layup (7 PTS) (N. Marshall 3 AST),"[1629023, 1630230]",1610612742.0,DAL,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.83,Made,,,,,,,7.0,,,,,,,N. Marshall,1630230.0,3.0,,
388,PT09M52.00S,2025-12-21T01:29:24.5Z,3,REGULAR,3pt,Jump Shot,[],1631230,88.78120893561103,4.411764705882353,1610612755,68,70,2025-12-21T01:29:28Z,3830000,False,-228.0,53.0,1,right,MISS D. Barlow 3PT,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,23.4,Missed,,,,,,,,,,,,,,,,,,
389,PT09M50.00S,2025-12-21T01:29:26.5Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,68,70,2025-12-21T01:29:28Z,3840000,False,,,0,,P. Washington REBOUND (Off:0 Def:5),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,388.0,5.0,5.0,0.0,,,,,,,,,,,,,,
390,PT09M38.00S,2025-12-21T01:29:38.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,7.30946123521682,50.73529411764706,1610612742,68,72,2025-12-21T01:29:43Z,3850000,False,-4.0,16.0,1,left,P. Washington driving Layup (9 PTS) (C. Flagg 2 AST),"[1629023, 1642843]",1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,9.0,,,,,,,C. Flagg,1642843.0,2.0,,
392,PT09M38.00S,2025-12-21T01:29:42.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,68,72,2025-12-21T01:29:42Z,3870000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT09M13.00S,2025-12-21T01:32:56.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642845,93.24901445466492,54.65686274509803,1610612755,70,72,2025-12-21T01:33:02Z,3880000,False,23.0,11.0,1,right,V. Edgecombe driving finger roll Layup (16 PTS),[1642845],1610612755.0,PHI,driving finger roll,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,,,16.0,,,,,,,,,,,
394,PT08M51.00S,2025-12-21T01:33:19.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,7.046649145860711,52.69607843137255,1610612742,70,72,2025-12-21T01:33:23Z,3890000,False,-13.0,14.0,1,left,MISS A. Davis driving floating Shot,[203076],1610612742.0,DAL,driving floating,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,,,,,,,
395,PT08M49.00S,2025-12-21T01:33:21.4Z,3,REGULAR,rebound,defensive,[],1631230,,,1610612755,70,72,2025-12-21T01:33:23Z,3900000,False,,,0,,D. Barlow REBOUND (Off:1 Def:3),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,394.0,4.0,3.0,1.0,,,,,,,,,,,,,,
413,PT08M27.00S,2025-12-21T01:33:40.6Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612755,70,72,2025-12-21T01:38:55Z,3910000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,1627519.0,,,,,,,,,,,,,
397,PT08M15.00S,2025-12-21T01:34:01.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642948,7.046649145860711,48.28431372549019,1610612742,70,72,2025-12-21T01:35:59Z,3920000,False,9.0,14.0,1,left,MISS R. Nembhard driving finger roll Layup - blocked,"[1642948, 1630178]",1610612742.0,DAL,driving finger roll,,,Nembhard,R. Nembhard,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,,,,,Maxey,1630178.0
398,PT08M15.00S,2025-12-21T01:34:01.8Z,3,REGULAR,block,,[],1630178,,,1610612742,70,72,2025-12-21T01:34:04Z,3930000,False,,,0,,T. Maxey BLOCK (1 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
399,PT08M12.00S,2025-12-21T01:34:04.8Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,70,72,2025-12-21T01:34:16Z,3940000,False,,,0,,A. Drummond REBOUND (Off:6 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,397.0,10.0,4.0,6.0,,,,,,,,,,,,,,
400,PT08M03.00S,2025-12-21T01:34:13.6Z,3,REGULAR,3pt,Jump Shot,[],1631230,87.59855453350855,94.85294117647058,1610612755,73,72,2025-12-21T01:34:21Z,3950000,False,224.0,64.0,1,right,D. Barlow 3PT  (19 PTS) (T. Maxey 4 AST),"[1631230, 1630178]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Right Corner 3,24+ Right,23.33,Made,,,,,,,19.0,,,,,,,T. Maxey,1630178.0,4.0,,
402,PT07M46.00S,2025-12-21T01:34:30.7Z,3,REGULAR,3pt,Jump Shot,[],1642843,27.94021024967148,81.37254901960785,1610612742,73,72,2025-12-21T01:34:44Z,3970000,False,-157.0,210.0,1,left,MISS C. Flagg 26' pullup 3PT,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
403,PT07M44.00S,2025-12-21T01:34:33.9Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,73,72,2025-12-21T01:34:33Z,3980000,False,,,0,,A. Drummond REBOUND (Off:6 Def:5),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,402.0,11.0,5.0,6.0,,,,,,,,,,,,,,
404,PT07M35.00S,2025-12-21T01:34:42.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,92.59198423127464,51.9607843137255,1610612755,73,72,2025-12-21T01:34:49Z,3990000,False,10.0,17.0,1,right,MISS T. Maxey driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,,
405,PT07M35.00S,2025-12-21T01:34:42.4Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,73,72,2025-12-21T01:34:49Z,4000000,False,,,0,,A. Drummond REBOUND (Off:7 Def:5),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,404.0,12.0,5.0,7.0,,,,,,,,,,,,,,
406,PT07M35.00S,2025-12-21T01:34:48.7Z,3,REGULAR,foul,personal,['2freethrow'],1642843,,,1610612755,73,72,2025-12-21T01:34:54Z,4010000,False,,,0,,C. Flagg shooting personal FOUL (2 PF) (Drummond 2 FT),"[1642843, 203083]",1610612742.0,DAL,shooting,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,,,,2534.0,,,,,2.0,0.0,Drummond,203083.0,,,,,
408,PT07M35.00S,2025-12-21T01:35:10.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203083,,,1610612755,73,72,2025-12-21T01:35:10Z,4030000,False,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
409,PT07M35.00S,2025-12-21T01:35:10.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,73,72,2025-12-21T01:35:10Z,4040000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,408.0,,,,,,,,,,,,,,,,,
410,PT07M35.00S,2025-12-21T01:35:26.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203083,,,1610612755,74,72,2025-12-21T01:35:26Z,4050000,False,,,0,,A. Drummond Free Throw 2 of 2 (6 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
411,PT07M21.00S,2025-12-21T01:35:43.6Z,3,REGULAR,foul,personal,['2freethrow'],203083,,,1610612742,74,72,2025-12-21T01:36:21Z,4060000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Davis 2 FT),"[203083, 203076]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,1627519.0,,,,,1.0,0.0,Davis,203076.0,,,,,
414,PT07M21.00S,2025-12-21T01:36:28.2Z,3,REGULAR,freethrow,1 of 2,[],203076,,,1610612742,74,73,2025-12-21T01:36:28Z,4080000,False,,,0,,A. Davis Free Throw 1 of 2 (17 PTS),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,
415,PT07M21.00S,2025-12-21T01:36:48.2Z,3,REGULAR,freethrow,2 of 2,[],203076,,,1610612742,74,74,2025-12-21T01:36:48Z,4090000,False,,,0,,A. Davis Free Throw 2 of 2 (18 PTS),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
416,PT07M11.00S,2025-12-21T01:37:01.1Z,3,REGULAR,2pt,Jump Shot,[],1642845,84.70762155059133,66.42156862745098,1610612755,74,74,2025-12-21T01:37:21Z,4100000,False,82.0,91.0,1,right,MISS V. Edgecombe 12' pullup Shot,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Right,12.27,Missed,,,,,,,,,,,,,,,,,,
417,PT07M09.00S,2025-12-21T01:37:03.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,74,74,2025-12-21T01:37:08Z,4110000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,8-16 Right,,,416.0,,,,,,,,,,,,,,,,,
419,PT07M04.00S,2025-12-21T01:37:14.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,7.966491458607096,51.470588235294116,1610612742,74,76,2025-12-21T01:37:18Z,4130000,False,-7.0,22.0,1,left,N. Marshall driving finger roll Layup (14 PTS) (R. Nembhard 5 AST),"[1630230, 1642948]",1610612742.0,DAL,driving finger roll,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,,,14.0,,,,,,,R. Nembhard,1642948.0,5.0,,
421,PT06M39.00S,2025-12-21T01:37:39.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,87.72996057818659,48.77450980392157,1610612755,74,76,2025-12-21T01:37:43Z,4150000,False,-6.0,63.0,1,right,MISS T. Maxey 6' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
