actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
262,PT04M31.00S,2026-04-05T00:00:02.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642450,84.97043363994744,47.549019607843135,1610612765,53,56,2026-04-05T00:00:11Z,2580000,False,-12.0,89.0,1,right,D. Jenkins 8' pullup Jump Shot (10 PTS) (A. Thompson 1 AST),"[1642450, 1641709]",1610612765.0,DET,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,Jenkins,D. Jenkins,,,,,Made,10.0,8.96,A. Thompson,1641709.0,1.0,,,,,,,,
263,PT04M07.00S,2026-04-05T00:00:26.5Z,2,REGULAR,3pt,Jump Shot,[],1626162,5.601182654402102,4.901960784313726,1610612755,56,56,2026-04-05T00:00:31Z,2590000,False,225.0,0.0,1,left,K. Oubre Jr. 3PT  (3 PTS) (T. Maxey 1 AST),"[1626162, 1630178]",1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,Oubre Jr.,K. Oubre Jr.,,,,,Made,3.0,22.55,T. Maxey,1630178.0,1.0,,,,,,,,
265,PT03M59.00S,2026-04-05T00:00:39.1Z,2,REGULAR,foul,personal,[],1642348,,,1610612765,56,56,2026-04-05T00:00:47Z,2610000,False,,,0,,J. Edwards personal FOUL (1 PF),"[1642348, 1642450]",1610612755.0,PHI,,,,,,,Mid-Range,8-16 Center,1830.0,,Edwards,J. Edwards,1.0,0.0,Jenkins,1642450.0,,,,,,,,,,,,,,
267,PT03M52.00S,2026-04-05T00:01:06.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,88.78120893561103,50.73529411764706,1610612765,56,58,2026-04-05T00:02:49Z,2630000,False,4.0,53.0,1,right,P. Reed turnaround Hook (6 PTS) (D. Jenkins 6 AST),"[1630194, 1642450]",1610612765.0,DET,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,,Reed,P. Reed,,,,,Made,6.0,5.31,D. Jenkins,1642450.0,6.0,,,,,,,,
269,PT03M41.00S,2026-04-05T00:01:16.9Z,2,REGULAR,turnover,lost ball,[],1642845,,,1610612755,56,58,2026-04-05T00:01:21Z,2650000,False,,,0,,V. Edgecombe lost ball TURNOVER (2 TO),"[1642845, 1630194]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,2.0,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,Reed,1630194.0,,
270,PT03M41.00S,2026-04-05T00:01:16.9Z,2,REGULAR,steal,,[],1630194,,,1610612765,56,58,2026-04-05T00:03:55Z,2660000,False,,,0,,P. Reed STEAL (2 STL),[1630194],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
271,PT03M36.00S,2026-04-05T00:01:22.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630194,93.11760840998686,45.34313725490196,1610612765,56,60,2026-04-05T00:01:29Z,2670000,False,-23.0,12.0,1,right,P. Reed running reverse Layup (8 PTS) (D. Jenkins 7 AST),"[1630194, 1642450]",1610612765.0,DET,running reverse,,,,,,Restricted Area,0-8 Center,,,Reed,P. Reed,,,,,Made,8.0,2.63,D. Jenkins,1642450.0,7.0,,,,,,,,
273,PT03M11.00S,2026-04-05T00:01:45.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,16.770696452036795,63.970588235294116,1610612755,56,60,2026-04-05T00:01:50Z,2690000,False,-70.0,105.0,1,left,MISS T. Maxey 12' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,,,,In The Paint (Non-RA),8-16 Left,,,Maxey,T. Maxey,,,,,Missed,,12.62,,,,,,,,,,,
274,PT03M09.00S,2026-04-05T00:01:47.9Z,2,REGULAR,rebound,defensive,[],202699,,,1610612765,56,60,2026-04-05T00:01:50Z,2700000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Left,,,Harris,T. Harris,,,,,,,,,,,273.0,2.0,2.0,0.0,,,,
275,PT03M06.00S,2026-04-05T00:01:56.9Z,2,REGULAR,foul,personal,[],1626162,,,1610612765,56,60,2026-04-05T00:02:06Z,2710000,False,,,0,,K. Oubre Jr. personal FOUL (2 PF),"[1626162, 1642450]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,200834.0,,Oubre Jr.,K. Oubre Jr.,2.0,0.0,Jenkins,1642450.0,,,,,,,,,,,,,,
277,PT03M06.00S,2026-04-05T00:02:08.0Z,2,REGULAR,substitution,out,[],1630194,,,1610612765,56,60,2026-04-05T00:02:16Z,2730000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
278,PT03M06.00S,2026-04-05T00:02:08.0Z,2,REGULAR,substitution,in,[],1631105,,,1610612765,56,60,2026-04-05T00:02:16Z,2740000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
279,PT02M56.00S,2026-04-05T00:02:37.9Z,2,REGULAR,3pt,Jump Shot,[],1629130,66.70499342969777,65.44117647058823,1610612765,56,63,2026-04-05T00:04:57Z,2750000,False,77.0,260.0,1,right,D. Robinson 27' 3PT pullup (5 PTS) (J. Duren 2 AST),"[1629130, 1631105]",1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Center,,,Robinson,D. Robinson,,,,,Made,5.0,27.17,J. Duren,1631105.0,2.0,,,,,,,,
282,PT02M35.00S,2026-04-05T00:02:58.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,11.12023653088042,55.63725490196079,1610612755,58,63,2026-04-05T00:05:27Z,2770000,False,-28.0,52.0,1,left,V. Edgecombe turnaround fadeaway Jump Shot (11 PTS),[1642845],1610612755.0,PHI,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,,,Edgecombe,V. Edgecombe,,,,,Made,11.0,5.92,,,,,,,,,,,
283,PT02M21.00S,2026-04-05T00:03:13.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,92.32917214191852,49.754901960784316,1610612765,58,63,2026-04-05T00:03:18Z,2780000,False,-1.0,20.0,1,right,MISS A. Thompson reverse Layup,[1641709],1610612765.0,DET,reverse,,,,,,Restricted Area,0-8 Center,,,Thompson,A. Thompson,,,,,Missed,,1.96,,,,,,,,,,,
284,PT02M21.00S,2026-04-05T00:03:13.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,58,63,2026-04-05T00:03:18Z,2790000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,283.0,,,,,,,
286,PT02M03.00S,2026-04-05T00:03:40.0Z,2,REGULAR,3pt,Jump Shot,[],1630178,26.49474375821288,12.5,1610612755,58,63,2026-04-05T00:07:24Z,2810000,False,188.0,197.0,1,left,MISS T. Maxey 27' step back 3PT,[1630178],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Right Center,,,Maxey,T. Maxey,,,,,Missed,,27.17,,,,,,,,,,,
287,PT02M00.00S,2026-04-05T00:03:43.0Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612765,58,63,2026-04-05T00:03:45Z,2820000,False,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Robinson,D. Robinson,,,,,,,,,,,286.0,2.0,2.0,0.0,,,,
288,PT01M42.00S,2026-04-05T00:04:02.2Z,2,REGULAR,3pt,Jump Shot,[],1642450,95.87713534822602,0.9803921568627451,1610612765,58,66,2026-04-05T00:04:06Z,2830000,False,-245.0,-14.0,1,right,D. Jenkins 24' 3PT  (13 PTS) (J. Duren 3 AST),"[1642450, 1631105]",1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,Jenkins,D. Jenkins,,,,,Made,13.0,24.55,J. Duren,1631105.0,3.0,,,,,,,,
290,PT01M25.00S,2026-04-05T00:04:18.7Z,2,REGULAR,turnover,lost ball,[],1626162,,,1610612755,58,66,2026-04-05T00:04:23Z,2850000,False,,,0,,K. Oubre Jr. lost ball TURNOVER (1 TO),"[1626162, 202699]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,1.0,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,Harris,202699.0,,
291,PT01M25.00S,2026-04-05T00:04:18.7Z,2,REGULAR,steal,,[],202699,,,1610612765,58,66,2026-04-05T00:04:23Z,2860000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
292,PT01M18.00S,2026-04-05T00:04:26.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202699,91.67214191852825,47.30392156862745,1610612765,58,68,2026-04-05T00:04:31Z,2870000,False,-13.0,26.0,1,right,T. Harris Layup (8 PTS) (D. Robinson 2 AST),"[202699, 1629130]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Harris,T. Harris,,,,,Made,8.0,2.91,D. Robinson,1629130.0,2.0,,,,,,,,
294,PT00M58.70S,2026-04-05T00:04:44.8Z,2,REGULAR,3pt,Jump Shot,[],203083,6.521024967148489,1.715686274509804,1610612755,58,68,2026-04-05T00:04:49Z,2890000,False,241.0,9.0,1,left,MISS A. Drummond 24' 3PT,[203083],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,Drummond,A. Drummond,,,,,Missed,,24.16,,,,,,,,,,,
295,PT00M56.40S,2026-04-05T00:04:47.1Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,58,68,2026-04-05T00:04:49Z,2900000,False,,,0,,J. Duren REBOUND (Off:0 Def:3),[1631105],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,Duren,J. Duren,,,,,,,,,,,294.0,3.0,3.0,0.0,,,,
311,PT00M48.10S,2026-04-05T00:04:57.9Z,2,REGULAR,turnover,out-of-bounds,[],202699,,,1610612765,58,68,2026-04-05T00:08:25Z,2925000,False,,,0,,T. Harris lost ball out-of-bounds TURNOVER (1 TO),[202699],1610612765.0,DET,lost ball,,,,,,Restricted Area,0-8 Center,1830.0,1.0,Harris,T. Harris,,,,,,,,,,,,,,,,,,
300,PT00M48.10S,2026-04-05T00:05:11.1Z,2,REGULAR,substitution,out,[],1642348,,,1610612755,58,68,2026-04-05T00:08:00Z,2950000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,,,,,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,
301,PT00M48.10S,2026-04-05T00:05:11.1Z,2,REGULAR,substitution,in,[],202331,,,1610612755,58,68,2026-04-05T00:08:00Z,2960000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,,,
305,PT00M25.60S,2026-04-05T00:06:43.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1642845,4.812746386333772,66.91176470588235,1610612755,60,68,2026-04-05T00:08:00Z,3000000,False,-85.0,-7.0,1,left,V. Edgecombe 8' turnaround Jump Shot (13 PTS),[1642845],1610612755.0,PHI,turnaround,,,,,,Mid-Range,8-16 Left,,,Edgecombe,V. Edgecombe,,,,,Made,13.0,8.49,,,,,,,,,,,
306,PT00M09.20S,2026-04-05T00:06:55.8Z,2,REGULAR,3pt,Jump Shot,[],1629130,71.56701708278581,14.215686274509803,1610612765,60,71,2026-04-05T00:09:44Z,3010000,False,-179.0,215.0,1,right,D. Robinson 27' 3PT pullup (8 PTS) (D. Jenkins 8 AST),"[1629130, 1642450]",1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Left Center,,,Robinson,D. Robinson,,,,,Made,8.0,27.95,D. Jenkins,1642450.0,8.0,,,,,,,,
308,PT00M01.10S,2026-04-05T00:07:07.8Z,2,REGULAR,3pt,Jump Shot,[],203083,5.338370565045992,98.0392156862745,1610612755,60,71,2026-04-05T00:07:16Z,3030000,False,-240.0,-2.0,1,left,MISS A. Drummond 24' 3PT,[203083],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,Drummond,A. Drummond,,,,,Missed,,24.02,,,,,,,,,,,
309,PT00M00.10S,2026-04-05T00:07:08.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,60,71,2026-04-05T00:23:25Z,3040000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,308.0,,,,,,,
310,PT00M00.00S,2026-04-05T00:07:19.5Z,2,REGULAR,period,end,[],0,,,1610612755,60,71,2026-04-05T00:23:25Z,3050000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2026-04-05T00:22:37.6Z,3,REGULAR,period,start,[],0,,,1610612755,60,71,2026-04-05T00:22:37Z,3060000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT11M45.00S,2026-04-05T00:22:51.8Z,3,REGULAR,2pt,Jump Shot,[],202331,83.78777923784494,29.411764705882355,1610612755,60,71,2026-04-05T00:23:45Z,3070000,False,-103.0,100.0,1,right,MISS P. George 14' fadeaway Shot,[202331],1610612755.0,PHI,fadeaway,,,,,,Mid-Range,8-16 Left,,,George,P. George,,,,,Missed,,14.34,,,,,,,,,,,
314,PT11M43.00S,2026-04-05T00:22:53.8Z,3,REGULAR,rebound,defensive,[],202699,,,1610612765,60,71,2026-04-05T00:23:23Z,3080000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,Harris,T. Harris,,,,,,,,,,,313.0,3.0,3.0,0.0,,,,
315,PT11M32.00S,2026-04-05T00:23:06.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642450,5.732588699080158,48.28431372549019,1610612765,60,71,2026-04-05T00:24:02Z,3090000,False,9.0,1.0,1,left,MISS D. Jenkins driving finger roll Layup,[1642450],1610612765.0,DET,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Jenkins,D. Jenkins,,,,,Missed,,0.87,,,,,,,,,,,
316,PT11M31.00S,2026-04-05T00:23:07.8Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,60,71,2026-04-05T00:24:02Z,3100000,False,,,0,,J. Duren REBOUND (Off:1 Def:3),[1631105],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Duren,J. Duren,,,,,,,,,,,315.0,4.0,3.0,1.0,,,,
317,PT11M30.00S,2026-04-05T00:23:15.3Z,3,REGULAR,foul,personal,['2freethrow'],202331,,,1610612765,60,71,2026-04-05T00:23:22Z,3110000,False,,,0,,P. George shooting personal FOUL (3 PF) (Duren 2 FT),"[202331, 1631105]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,200834.0,,George,P. George,3.0,0.0,Duren,1631105.0,,,,,,,,,,,,,,
319,PT11M30.00S,2026-04-05T00:23:40.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,60,72,2026-04-05T00:23:40Z,3130000,False,,,0,,J. Duren Free Throw 1 of 2 (10 PTS),[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,Made,10.0,,,,,,,,,,,,
320,PT11M30.00S,2026-04-05T00:23:57.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,60,73,2026-04-05T00:23:57Z,3140000,False,,,0,,J. Duren Free Throw 2 of 2 (11 PTS),[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,Made,11.0,,,,,,,,,,,,
321,PT11M16.00S,2026-04-05T00:24:13.0Z,3,REGULAR,turnover,bad pass,[],202331,,,1610612755,60,73,2026-04-05T00:24:42Z,3150000,False,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 1641709]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,1.0,George,P. George,,,,,,,,,,,,,,,Thompson,1641709.0,,
322,PT11M16.00S,2026-04-05T00:24:13.0Z,3,REGULAR,steal,,[],1641709,,,1610612765,60,73,2026-04-05T00:24:14Z,3160000,False,,,0,,A. Thompson STEAL (2 STL),[1641709],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
323,PT11M09.00S,2026-04-05T00:24:19.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,28.33442838370565,18.627450980392158,1610612765,60,73,2026-04-05T00:25:31Z,3170000,False,157.0,214.0,1,left,MISS D. Robinson 26' pullup 3PT,[1629130],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Right Center,,,Robinson,D. Robinson,,,,,Missed,,26.52,,,,,,,,,,,
324,PT11M06.00S,2026-04-05T00:24:22.2Z,3,REGULAR,rebound,defensive,[],202331,,,1610612755,60,73,2026-04-05T00:24:27Z,3180000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,George,P. George,,,,,,,,,,,323.0,2.0,2.0,0.0,,,,
325,PT10M57.00S,2026-04-05T00:24:31.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,93.24901445466492,45.34313725490196,1610612755,62,73,2026-04-05T00:24:38Z,3190000,False,-23.0,11.0,1,right,A. Drummond cutting DUNK (4 PTS) (V. Edgecombe 1 AST),"[203083, 1642845]",1610612755.0,PHI,cutting,,,,,,Restricted Area,0-8 Center,,,Drummond,A. Drummond,,,,,Made,4.0,2.58,V. Edgecombe,1642845.0,1.0,,,,,,,,
327,PT10M36.00S,2026-04-05T00:24:51.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,5.732588699080158,50.73529411764706,1610612765,62,75,2026-04-05T00:24:56Z,3210000,False,-4.0,1.0,1,left,A. Thompson alley-oop DUNK (8 PTS) (D. Jenkins 9 AST),"[1641709, 1642450]",1610612765.0,DET,alley-oop,,,,,,Restricted Area,0-8 Center,,,Thompson,A. Thompson,,,,,Made,8.0,0.4,D. Jenkins,1642450.0,9.0,,,,,,,,
329,PT10M25.00S,2026-04-05T00:25:02.6Z,3,REGULAR,3pt,Jump Shot,[],1630178,79.58278580814718,5.392156862745098,1610612755,65,75,2026-04-05T00:25:07Z,3230000,False,-223.0,139.0,1,right,T. Maxey 26' 3PT  (17 PTS) (P. George 3 AST),"[1630178, 202331]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,Maxey,T. Maxey,,,,,Made,17.0,26.3,P. George,202331.0,3.0,,,,,,,,
332,PT10M06.00S,2026-04-05T00:25:21.4Z,3,REGULAR,3pt,Jump Shot,[],1629130,6.915243101182654,4.6568627450980395,1610612765,65,75,2026-04-05T00:25:28Z,3260000,False,227.0,13.0,1,left,MISS D. Robinson 3PT,[1629130],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,Robinson,D. Robinson,,,,,Missed,,22.7,,,,,,,,,,,
333,PT10M04.00S,2026-04-05T00:25:23.4Z,3,REGULAR,rebound,offensive,[],1642450,,,1610612765,65,75,2026-04-05T00:28:10Z,3270000,False,,,0,,D. Jenkins REBOUND (Off:3 Def:0),[1642450],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,Jenkins,D. Jenkins,,,,,,,,,,,332.0,3.0,0.0,3.0,,,,
357,PT10M02.00S,2026-04-05T00:25:26.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642450,7.178055190538765,47.30392156862745,1610612765,65,75,2026-04-05T00:29:22Z,3275000,False,13.0,15.0,1,left,MISS D. Jenkins tip Layup,[1642450],1610612765.0,DET,tip,,,,,,Restricted Area,0-8 Center,,,Jenkins,D. Jenkins,,,,,Missed,,2.02,,,,,,,,,,,
360,PT10M02.00S,2026-04-05T00:25:26.2Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612755,65,75,2026-04-05T00:29:22Z,3278750,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,357.0,2.0,2.0,0.0,,,,
334,PT09M57.00S,2026-04-05T00:25:31.1Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630178,91.80354796320631,48.03921568627451,1610612755,67,75,2026-04-05T00:28:23Z,3280000,False,-10.0,25.0,1,right,T. Maxey running pullup Jump Shot (19 PTS) (K. Oubre Jr. 1 AST),"[1630178, 1626162]",1610612755.0,PHI,running pullup,,,,,,Restricted Area,0-8 Center,,,Maxey,T. Maxey,,,,,Made,19.0,2.64,K. Oubre Jr.,1626162.0,1.0,,,,,,,,
335,PT09M40.00S,2026-04-05T00:25:51.7Z,3,REGULAR,violation,kicked ball,[],203083,,,1610612765,67,75,2026-04-05T00:26:00Z,3290000,False,,,0,,A. Drummond kicked ball VIOLATION,[203083],1610612755.0,PHI,,,,,,,,,200834.0,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
336,PT09M26.00S,2026-04-05T00:26:23.1Z,3,REGULAR,2pt,Jump Shot,[],1641709,21.23850197109067,47.794117647058826,1610612765,67,75,2026-04-05T00:26:31Z,3300000,False,11.0,147.0,1,left,MISS A. Thompson 14' driving floating Shot,[1641709],1610612765.0,DET,driving floating,,,,,,Mid-Range,8-16 Center,,,Thompson,A. Thompson,,,,,Missed,,14.75,,,,,,,,,,,
337,PT09M23.00S,2026-04-05T00:26:26.1Z,3,REGULAR,rebound,offensive,[],1641709,,,1610612765,67,75,2026-04-05T00:26:31Z,3310000,False,,,0,,A. Thompson REBOUND (Off:3 Def:0),[1641709],1610612765.0,DET,,,,,,,Mid-Range,8-16 Center,,,Thompson,A. Thompson,,,,,,,,,,,336.0,3.0,0.0,3.0,,,,
338,PT09M23.00S,2026-04-05T00:26:27.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641709,5.590000152587891,50.0,1610612765,67,75,2026-04-05T00:26:27Z,3320000,False,0.0,0.0,1,left,MISS A. Thompson tip Layup,[1641709],1610612765.0,DET,tip,,,,,,Mid-Range,8-16 Left,,,Thompson,A. Thompson,,,,,Missed,,0.0,,,,,,,,,,,
339,PT09M23.00S,2026-04-05T00:26:27.9Z,3,REGULAR,rebound,offensive,[],1641709,,,1610612765,67,75,2026-04-05T00:26:27Z,3330000,False,,,0,,A. Thompson REBOUND (Off:4 Def:0),[1641709],1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,Thompson,A. Thompson,,,,,,,,,,,338.0,4.0,0.0,4.0,,,,
340,PT09M23.00S,2026-04-05T00:26:29.6Z,3,REGULAR,turnover,out-of-bounds,[],1641709,,,1610612765,67,75,2026-04-05T00:26:38Z,3340000,False,,,0,,A. Thompson bad pass out-of-bounds TURNOVER (3 TO),[1641709],1610612765.0,DET,bad pass,,,,,,Mid-Range,16-24 Right,1830.0,3.0,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
341,PT09M16.00S,2026-04-05T00:26:37.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202331,73.53810775295663,81.12745098039215,1610612755,67,75,2026-04-05T00:31:35Z,3350000,False,156.0,196.0,1,right,MISS P. George 25' step back 3PT,[202331],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Right Center,,,George,P. George,,,,,Missed,,25.04,,,,,,,,,,,
342,PT09M14.00S,2026-04-05T00:26:39.8Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,67,75,2026-04-05T00:26:42Z,3360000,False,,,0,,J. Duren REBOUND (Off:1 Def:4),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Duren,J. Duren,,,,,,,,,,,341.0,5.0,4.0,1.0,,,,
343,PT09M05.00S,2026-04-05T00:26:49.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202699,9.543363994743759,48.28431372549019,1610612765,67,75,2026-04-05T00:32:17Z,3370000,False,9.0,37.0,1,left,MISS T. Harris driving Layup - blocked,"[202699, 1642845]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,,,Harris,T. Harris,,,,,Missed,,3.82,,,,,,,,,,Edgecombe,1642845.0
344,PT09M05.00S,2026-04-05T00:26:49.1Z,3,REGULAR,block,,[],1642845,,,1610612765,67,75,2026-04-05T00:26:51Z,3380000,False,,,0,,V. Edgecombe BLOCK (1 BLK),[1642845],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,
345,PT09M00.00S,2026-04-05T00:26:54.1Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,67,75,2026-04-05T00:26:57Z,3390000,False,,,0,,J. Duren REBOUND (Off:2 Def:4),[1631105],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Duren,J. Duren,,,,,,,,,,,343.0,6.0,4.0,2.0,,,,
346,PT09M00.00S,2026-04-05T00:26:53.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,5.590000152587891,50.0,1610612765,67,77,2026-04-05T00:26:53Z,3400000,False,0.0,0.0,1,left,J. Duren putback Layup (13 PTS),[1631105],1610612765.0,DET,putback,,,,,,Mid-Range,8-16 Left,,,Duren,J. Duren,,,,,Made,13.0,0.0,,,,,,,,,,,
347,PT08M45.00S,2026-04-05T00:27:08.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,92.32917214191852,45.588235294117645,1610612755,67,77,2026-04-05T00:33:04Z,3410000,False,-22.0,20.0,1,right,MISS T. Maxey driving Layup - blocked,"[1630178, 1642450]",1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,Maxey,T. Maxey,,,,,Missed,,2.95,,,,,,,,,,Jenkins,1642450.0
348,PT08M45.00S,2026-04-05T00:27:08.3Z,3,REGULAR,block,,[],1642450,,,1610612755,67,77,2026-04-05T00:27:10Z,3420000,False,,,0,,D. Jenkins BLOCK (1 BLK),[1642450],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
349,PT08M42.00S,2026-04-05T00:27:11.3Z,3,REGULAR,rebound,offensive,[],1630178,,,1610612755,67,77,2026-04-05T00:27:14Z,3430000,False,,,0,,T. Maxey REBOUND (Off:1 Def:0),[1630178],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,Maxey,T. Maxey,,,,,,,,,,,347.0,1.0,0.0,1.0,,,,
