actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
257,PT06M03.00S,2025-12-24T01:00:33.1Z,2,REGULAR,2pt,Jump Shot,[],1629008,74.58935611038108,52.69607843137255,1610612751,41,43,2025-12-24T01:00:37Z,2530000,False,13.0,186.0,1,right,MISS M. Porter Jr. 18' step back Shot,[1629008],1610612751.0,BKN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,18.69,Missed,,,,,,,,,,,,,,,,,,
258,PT05M59.00S,2025-12-24T01:00:37.1Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612755,41,43,2025-12-24T01:00:37Z,2540000,False,,,0,,J. Walker REBOUND (Off:1 Def:2),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Center,,,257.0,,,,,,,,,,,,,3.0,2.0,1.0,,
259,PT05M53.00S,2025-12-24T01:00:42.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630178,7.835085413929041,49.26470588235294,1610612755,41,43,2025-12-24T01:01:41Z,2550000,False,4.0,21.0,1,left,MISS T. Maxey running Layup,[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
260,PT05M51.00S,2025-12-24T01:00:44.3Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,41,43,2025-12-24T01:00:48Z,2560000,False,,,0,,N. Claxton REBOUND (Off:2 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,259.0,,,,,,,,,,,,,4.0,2.0,2.0,,
261,PT05M45.00S,2025-12-24T01:00:51.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629651,94.30026281208936,50.0,1610612751,41,45,2025-12-24T01:00:56Z,2570000,False,0.0,1.0,1,right,N. Claxton running Layup (9 PTS),[1629651],1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.11,Made,,,,,,,9.0,,,,,,,,,,,
263,PT05M41.00S,2025-12-24T01:01:22.3Z,2,REGULAR,foul,technical,['1freethrow'],1629651,,,1610612755,41,45,2025-12-24T01:01:28Z,2590000,False,,,0,,N. Claxton technical FOUL (1 Tech),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,1626300.0,2.0,1.0,,,,,,,,,,,,,,
264,PT05M41.00S,2025-12-24T01:01:29.3Z,2,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,42,45,2025-12-24T01:01:29Z,2600000,False,,,0,,T. Maxey technical Free Throw 1 of 1 (1 PTS),[1630178],1610612755.0,PHI,technical,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
265,PT05M25.00S,2025-12-24T01:01:56.5Z,2,REGULAR,3pt,Jump Shot,[],1630178,33.196452036793694,37.00980392156863,1610612755,42,45,2025-12-24T01:02:01Z,2610000,False,65.0,260.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.75,Missed,,,,,,,,,,,,,,,,,,
266,PT05M25.00S,2025-12-24T01:01:56.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,42,45,2025-12-24T01:02:01Z,2620000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,265.0,,,,,,,,,,,,,,,,,
267,PT05M25.00S,2025-12-24T01:02:05.5Z,2,REGULAR,foul,personal,[],203954,,,1610612751,42,45,2025-12-24T01:02:11Z,2630000,False,,,0,,J. Embiid loose ball personal FOUL (2 PF),"[203954, 1642856]",1610612755.0,PHI,loose ball,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,1627539.0,2.0,0.0,Dëmin,1642856.0,,,,,,,,,,,,
269,PT05M12.00S,2025-12-24T01:02:32.8Z,2,REGULAR,turnover,lost ball,[],1629008,,,1610612751,42,45,2025-12-24T01:02:37Z,2650000,False,,,0,,M. Porter Jr. lost ball TURNOVER (1 TO),"[1629008, 1642348]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Edwards,1642348.0,,,,,
270,PT05M12.00S,2025-12-24T01:02:32.8Z,2,REGULAR,steal,,[],1642348,,,1610612755,42,45,2025-12-24T01:02:35Z,2660000,False,,,0,,J. Edwards STEAL (1 STL),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
271,PT04M59.00S,2025-12-24T01:02:44.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630178,11.251642575558476,42.40196078431372,1610612755,42,45,2025-12-24T01:02:53Z,2670000,False,38.0,53.0,1,left,MISS T. Maxey 6' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,6.55,Missed,,,,,,,,,,,,,,,,,,
272,PT04M57.00S,2025-12-24T01:02:46.6Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612755,42,45,2025-12-24T01:02:46Z,2680000,False,,,0,,J. Walker REBOUND (Off:2 Def:2),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,271.0,,,,,,,,,,,,,4.0,2.0,2.0,,
276,PT04M56.00S,2025-12-24T01:03:28.4Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612755,42,45,2025-12-24T01:05:30Z,2720000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M56.00S,2025-12-24T01:05:09.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203954,10.463206307490145,53.18627450980392,1610612755,42,45,2025-12-24T01:05:18Z,2740000,False,-16.0,46.0,1,left,MISS J. Embiid cutting DUNK - blocked,"[203954, 1629611]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,4.86,Missed,,,,,,,,,,,,,,,,,Mann,1629611.0
279,PT04M56.00S,2025-12-24T01:05:09.3Z,2,REGULAR,block,,[],1629611,,,1610612755,42,45,2025-12-24T01:05:12Z,2750000,False,,,0,,T. Mann BLOCK (1 BLK),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
280,PT04M56.00S,2025-12-24T01:05:09.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,42,45,2025-12-24T01:15:51Z,2760000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,278.0,,,,,,,,,,,,,,,,,
281,PT04M46.00S,2025-12-24T01:06:12.2Z,2,REGULAR,3pt,Jump Shot,[],1629008,66.96780551905388,42.8921568627451,1610612751,42,48,2025-12-24T01:06:46Z,2770000,False,-36.0,258.0,1,right,M. Porter Jr. 26' 3PT  (17 PTS) (E. Dëmin 3 AST),"[1629008, 1642856]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,26.04,Made,,,,,,,17.0,E. Dëmin,1642856.0,3.0,,,,,,,,
283,PT04M46.00S,2025-12-24T01:06:16.9Z,2,REGULAR,foul,personal,['1freethrow'],1642348,,,1610612751,42,48,2025-12-24T01:06:33Z,2790000,False,,,0,,J. Edwards shooting personal FOUL (2 PF) (Porter Jr. 1 FT),"[1642348, 1629008]",1610612755.0,PHI,shooting,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Center,,,,1626300.0,2.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,
285,PT04M46.00S,2025-12-24T01:06:34.4Z,2,REGULAR,freethrow,1 of 1,[],1629008,,,1610612751,42,49,2025-12-24T01:06:34Z,2810000,False,,,0,,M. Porter Jr. Free Throw 1 of 1 (18 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
287,PT04M32.00S,2025-12-24T01:06:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,7.440867279894875,47.30392156862745,1610612755,44,49,2025-12-24T01:08:08Z,2820000,False,13.0,17.0,1,left,J. Embiid reverse Layup (12 PTS) (J. Walker 1 AST),"[203954, 1631133]",1610612755.0,PHI,reverse,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,12.0,J. Walker,1631133.0,1.0,,,,,,,,
288,PT04M32.00S,2025-12-24T01:07:04.8Z,2,REGULAR,foul,personal,['1freethrow'],1641730,,,1610612755,44,49,2025-12-24T01:07:11Z,2830000,False,,,0,,N. Clowney shooting personal FOUL (2 PF) (Embiid 1 FT),"[1641730, 203954]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,1626300.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,
290,PT04M32.00S,2025-12-24T01:07:22.4Z,2,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,44,49,2025-12-24T01:07:24Z,2850000,False,,,0,,MISS J. Embiid Free Throw 1 of 1,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
291,PT04M30.00S,2025-12-24T01:07:24.4Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,44,49,2025-12-24T01:07:24Z,2860000,False,,,0,,N. Claxton REBOUND (Off:2 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,290.0,,,,,,,,,,,,,5.0,3.0,2.0,,
292,PT04M20.00S,2025-12-24T01:07:34.0Z,2,REGULAR,3pt,Jump Shot,[],1642856,68.41327201051249,19.11764705882353,1610612751,44,49,2025-12-24T01:07:38Z,2870000,False,-154.0,244.0,1,right,MISS E. Dëmin 28' pullup 3PT,[1642856],1610612751.0,BKN,pullup,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,28.91,Missed,,,,,,,,,,,,,,,,,,
293,PT04M17.00S,2025-12-24T01:07:37.0Z,2,REGULAR,rebound,defensive,[],200768,,,1610612755,44,49,2025-12-24T01:07:38Z,2880000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,292.0,,,,,,,,,,,,,1.0,1.0,0.0,,
294,PT04M10.00S,2025-12-24T01:07:43.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,33.327858081471746,28.431372549019606,1610612755,44,49,2025-12-24T01:10:09Z,2890000,False,108.0,261.0,1,left,MISS T. Maxey 28' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,28.22,Missed,,,,,,,,,,,,,,,,,,
295,PT04M10.00S,2025-12-24T01:07:43.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,44,49,2025-12-24T01:07:49Z,2900000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,294.0,,,,,,,,,,,,,,,,,
296,PT03M52.00S,2025-12-24T01:08:15.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641730,93.64323258869908,60.5392156862745,1610612751,44,49,2025-12-24T01:08:32Z,2910000,False,53.0,7.0,1,right,MISS N. Clowney driving floating bank Shot,[1641730],1610612751.0,BKN,driving floating bank,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,,,,,
298,PT03M52.00S,2025-12-24T01:08:15.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,44,49,2025-12-24T01:08:32Z,2920000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,296.0,,,,,,,,,,,,,,,,,
299,PT03M52.00S,2025-12-24T01:08:33.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631133,,,1610612751,44,49,2025-12-24T01:08:42Z,2930000,False,,,0,,J. Walker shooting personal FOUL (3 PF) (Claxton 2 FT),"[1631133, 1629651]",1610612755.0,PHI,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,3.0,0.0,Claxton,1629651.0,,,,,,,,,,,,
301,PT03M52.00S,2025-12-24T01:08:42.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629651,,,1610612751,44,50,2025-12-24T01:08:42Z,2950000,False,,,0,,N. Claxton Free Throw 1 of 2 (10 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
302,PT03M52.00S,2025-12-24T01:08:53.5Z,2,REGULAR,substitution,out,[],1631133,,,1610612751,44,50,2025-12-24T01:09:01Z,2960000,False,,,0,,SUB out: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M52.00S,2025-12-24T01:08:53.5Z,2,REGULAR,substitution,in,[],1641737,,,1610612751,44,50,2025-12-24T01:09:01Z,2970000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M52.00S,2025-12-24T01:09:12.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629651,,,1610612751,44,51,2025-12-24T01:09:12Z,2980000,False,,,0,,N. Claxton Free Throw 2 of 2 (11 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
305,PT03M39.00S,2025-12-24T01:09:27.8Z,2,REGULAR,3pt,Jump Shot,[],203954,15.062417871222076,97.54901960784314,1610612755,47,51,2025-12-24T01:09:31Z,2990000,False,-238.0,89.0,1,left,J. Embiid 25' 3PT  (15 PTS) (T. Maxey 2 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,25.39,Made,,,,,,,15.0,T. Maxey,1630178.0,2.0,,,,,,,,
307,PT03M21.00S,2025-12-24T01:09:45.7Z,2,REGULAR,3pt,Jump Shot,[],1641730,77.4802890932983,87.5,1610612751,47,51,2025-12-24T01:09:49Z,3010000,False,188.0,159.0,1,right,MISS N. Clowney 24' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,24.6,Missed,,,,,,,,,,,,,,,,,,
308,PT03M18.00S,2025-12-24T01:09:48.7Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,47,51,2025-12-24T01:09:49Z,3020000,False,,,0,,A. Bona REBOUND (Off:0 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Right Center,,,307.0,,,,,,,,,,,,,1.0,1.0,0.0,,
309,PT03M15.00S,2025-12-24T01:10:00.5Z,2,REGULAR,foul,personal,[],1641730,,,1610612755,47,51,2025-12-24T01:10:18Z,3030000,False,,,0,,N. Clowney personal FOUL (3 PF),"[1641730, 203954]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,1626300.0,3.0,0.0,Embiid,203954.0,,,,,,,,,,,,
311,PT03M15.00S,2025-12-24T01:10:12.2Z,2,REGULAR,substitution,out,[],1629651,,,1610612755,47,51,2025-12-24T01:10:22Z,3050000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M15.00S,2025-12-24T01:10:12.2Z,2,REGULAR,substitution,in,[],1630549,,,1610612755,47,51,2025-12-24T01:10:22Z,3060000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M15.00S,2025-12-24T01:10:12.2Z,2,REGULAR,substitution,out,[],1641730,,,1610612755,47,51,2025-12-24T01:10:27Z,3070000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT03M15.00S,2025-12-24T01:10:12.2Z,2,REGULAR,substitution,in,[],1642874,,,1610612755,47,51,2025-12-24T01:10:27Z,3080000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT03M02.00S,2025-12-24T01:10:48.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.30946123521682,52.94117647058824,1610612755,47,51,2025-12-24T01:10:53Z,3090000,False,-15.0,16.0,1,left,MISS T. Maxey driving reverse Layup,[1630178],1610612755.0,PHI,driving reverse,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,,,,,,,,,,,,,
317,PT02M59.00S,2025-12-24T01:10:51.7Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612751,47,51,2025-12-24T01:10:53Z,3110000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:2),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,315.0,,,,,,,,,,,,,3.0,2.0,1.0,,
318,PT02M54.00S,2025-12-24T01:10:56.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,66.83639947437582,29.166666666666668,1610612751,47,54,2025-12-24T01:16:51Z,3120000,False,-104.0,259.0,1,right,M. Porter Jr. 27' 3PT running pullup (21 PTS),[1629008],1610612751.0,BKN,running pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,27.94,Made,,,,,,,21.0,,,,,,,,,,,
319,PT02M32.00S,2025-12-24T01:11:22.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630549,,,1610612755,47,54,2025-12-24T01:11:34Z,3130000,False,,,0,,D. Sharpe shooting personal FOUL (2 PF) (Embiid 2 FT),"[1630549, 203954]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,1627539.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,
321,PT02M32.00S,2025-12-24T01:11:55.6Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,48,54,2025-12-24T01:11:55Z,3150000,False,,,0,,J. Embiid Free Throw 1 of 2 (16 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
322,PT02M32.00S,2025-12-24T01:11:56.8Z,2,REGULAR,substitution,out,[],200768,,,1610612755,48,54,2025-12-24T01:12:05Z,3160000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M32.00S,2025-12-24T01:11:56.8Z,2,REGULAR,substitution,out,[],1642348,,,1610612755,48,54,2025-12-24T01:12:05Z,3170000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M32.00S,2025-12-24T01:11:56.8Z,2,REGULAR,substitution,in,[],202331,,,1610612755,48,54,2025-12-24T01:12:05Z,3180000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M32.00S,2025-12-24T01:11:56.8Z,2,REGULAR,substitution,in,[],1642272,,,1610612755,48,54,2025-12-24T01:12:05Z,3190000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M32.00S,2025-12-24T01:12:22.3Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,49,54,2025-12-24T01:12:22Z,3200000,False,,,0,,J. Embiid Free Throw 2 of 2 (17 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,
327,PT02M18.00S,2025-12-24T01:12:41.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641737,,,1610612751,49,54,2025-12-24T01:12:53Z,3210000,False,,,0,,A. Bona personal FOUL (1 PF) (Porter Jr. 2 FT),"[1641737, 1629008]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Left Center,,,,2004.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,
329,PT02M18.00S,2025-12-24T01:13:06.1Z,2,REGULAR,freethrow,1 of 2,[],1629008,,,1610612751,49,55,2025-12-24T01:13:06Z,3230000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (22 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
330,PT02M18.00S,2025-12-24T01:13:32.7Z,2,REGULAR,freethrow,2 of 2,[],1629008,,,1610612751,49,56,2025-12-24T01:13:32Z,3240000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (23 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,,
331,PT02M08.00S,2025-12-24T01:13:50.8Z,2,REGULAR,violation,kicked ball,[],1642856,,,1610612755,49,56,2025-12-24T01:13:57Z,3250000,False,,,0,,E. Dëmin kicked ball VIOLATION,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,1626300.0,,,,,,,,,,,,,,,,
332,PT02M01.00S,2025-12-24T01:14:10.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.915243101182654,48.529411764705884,1610612755,51,56,2025-12-24T01:14:14Z,3260000,False,7.0,13.0,1,left,T. Maxey driving finger roll Layup (3 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,,,3.0,,,,,,,,,,,
333,PT01M54.00S,2025-12-24T01:14:18.0Z,2,REGULAR,2pt,Jump Shot,[],1629008,82.9993429697766,12.745098039215685,1610612751,51,56,2025-12-24T01:24:00Z,3270000,False,-186.0,107.0,1,right,MISS M. Porter Jr. 21' Jump Shot,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left,21.5,Missed,,,,,,,,,,,,,,,,,,
334,PT01M54.00S,2025-12-24T01:14:18.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,51,56,2025-12-24T01:24:00Z,3280000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Left,,,333.0,,,,,,,,,,,,,,,,,
335,PT01M54.00S,2025-12-24T01:14:28.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641737,,,1610612751,51,56,2025-12-24T01:14:38Z,3290000,False,,,0,,A. Bona loose ball personal FOUL (2 PF) (Sharpe 2 FT),"[1641737, 1630549]",1610612755.0,PHI,loose ball,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,1627539.0,2.0,0.0,Sharpe,1630549.0,,,,,,,,,,,,
337,PT01M54.00S,2025-12-24T01:14:49.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630549,,,1610612751,51,57,2025-12-24T01:14:49Z,3310000,False,,,0,,D. Sharpe Free Throw 1 of 2 (5 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
338,PT01M54.00S,2025-12-24T01:15:06.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630549,,,1610612751,51,58,2025-12-24T01:15:06Z,3320000,False,,,0,,D. Sharpe Free Throw 2 of 2 (6 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
339,PT01M35.00S,2025-12-24T01:15:27.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.521024967148489,50.73529411764706,1610612755,53,58,2025-12-24T01:15:32Z,3330000,False,-4.0,9.0,1,left,J. Embiid driving reverse Layup (19 PTS) (P. George 2 AST),"[203954, 202331]",1610612755.0,PHI,driving reverse,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,19.0,P. George,202331.0,2.0,,,,,,,,
341,PT01M20.00S,2025-12-24T01:15:43.7Z,2,REGULAR,3pt,Jump Shot,[],1629008,73.66951379763469,84.06862745098039,1610612751,53,58,2025-12-24T01:15:55Z,3350000,False,170.0,195.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
342,PT01M17.00S,2025-12-24T01:15:46.4Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,53,58,2025-12-24T01:15:46Z,3360000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,341.0,,,,,,,,,,,,,2.0,2.0,0.0,,
343,PT01M17.00S,2025-12-24T01:15:51.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612755,53,58,2025-12-24T01:15:57Z,3370000,False,,,0,,T. Mann personal FOUL (1 PF) (Maxey 2 FT),"[1629611, 1630178]",1610612751.0,BKN,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,1626300.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
345,PT01M17.00S,2025-12-24T01:16:38.4Z,2,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,54,58,2025-12-24T01:16:38Z,3390000,False,,,0,,T. Maxey Free Throw 1 of 2 (4 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
346,PT01M17.00S,2025-12-24T01:16:53.3Z,2,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,55,58,2025-12-24T01:16:53Z,3400000,False,,,0,,T. Maxey Free Throw 2 of 2 (5 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
