actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
418,PT05M44.00S,2025-12-03T01:32:41.4Z,3,REGULAR,steal,,[],1630178,,,1610612755,79,65,2025-12-03T01:37:55Z,4130000,False,,,0,,T. Maxey STEAL (3 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
419,PT05M40.00S,2025-12-03T01:32:44.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,91.67214191852825,47.794117647058826,1610612755,79,65,2025-12-03T01:32:53Z,4140000,False,-11.0,26.0,1,right,MISS T. Maxey running Layup - blocked,"[1630178, 1641731]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,Coulibaly,1641731.0
420,PT05M40.00S,2025-12-03T01:32:44.9Z,3,REGULAR,block,,[],1641731,,,1610612755,79,65,2025-12-03T01:32:48Z,4150000,False,,,0,,B. Coulibaly BLOCK (1 BLK),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
421,PT05M37.00S,2025-12-03T01:32:47.9Z,3,REGULAR,rebound,defensive,[],203468,,,1610612764,79,65,2025-12-03T01:32:53Z,4160000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,419.0,2.0,2.0,0.0,,,,,,,,,,,,,,
422,PT05M26.00S,2025-12-03T01:32:59.4Z,3,REGULAR,3pt,Jump Shot,[],1641731,27.677398160315374,83.08823529411765,1610612764,79,65,2025-12-03T01:36:06Z,4170000,False,-165.0,208.0,1,left,MISS B. Coulibaly 26' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,26.55,Missed,,,,,,,,,,,,,,,,,,
423,PT05M22.00S,2025-12-03T01:33:03.4Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,79,65,2025-12-03T01:33:15Z,4180000,False,,,0,,T. Maxey REBOUND (Off:0 Def:4),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,422.0,4.0,4.0,0.0,,,,,,,,,,,,,,
424,PT05M11.00S,2025-12-03T01:33:14.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.38042049934296,52.20588235294118,1610612755,79,65,2025-12-03T01:33:43Z,4190000,False,11.0,10.0,1,right,MISS T. Maxey driving finger roll Layup - blocked,"[1630178, 1628963]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,Bagley III,1628963.0
425,PT05M11.00S,2025-12-03T01:33:14.4Z,3,REGULAR,block,,[],1628963,,,1610612755,79,65,2025-12-03T01:33:16Z,4200000,False,,,0,,M. Bagley III BLOCK (3 BLK),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
426,PT05M11.00S,2025-12-03T01:33:14.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,79,65,2025-12-03T01:33:43Z,4210000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,424.0,,,,,,,,,,,,,,,,,
428,PT05M11.00S,2025-12-03T01:33:23.4Z,3,REGULAR,substitution,out,[],1642845,,,1610612755,79,65,2025-12-03T01:33:25Z,4230000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M11.00S,2025-12-03T01:33:23.4Z,3,REGULAR,substitution,in,[],1642272,,,1610612755,79,65,2025-12-03T01:33:25Z,4240000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M11.00S,2025-12-03T01:33:31.7Z,3,REGULAR,substitution,out,[],1630551,,,1610612755,79,65,2025-12-03T01:33:41Z,4250000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M11.00S,2025-12-03T01:33:31.7Z,3,REGULAR,substitution,out,[],1642273,,,1610612755,79,65,2025-12-03T01:33:41Z,4260000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M11.00S,2025-12-03T01:33:31.7Z,3,REGULAR,substitution,in,[],1642267,,,1610612755,79,65,2025-12-03T01:33:41Z,4270000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M11.00S,2025-12-03T01:33:31.7Z,3,REGULAR,substitution,in,[],1641715,,,1610612755,79,65,2025-12-03T01:33:41Z,4280000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M05.00S,2025-12-03T01:33:54.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630178,94.95729303547962,53.18627450980392,1610612755,79,65,2025-12-03T01:33:59Z,4290000,False,16.0,-5.0,1,right,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
435,PT05M03.00S,2025-12-03T01:33:56.5Z,3,REGULAR,rebound,defensive,[],203468,,,1610612764,79,65,2025-12-03T01:33:59Z,4300000,False,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,434.0,3.0,3.0,0.0,,,,,,,,,,,,,,
436,PT05M02.00S,2025-12-03T01:33:59.3Z,3,REGULAR,violation,kicked ball,[],1642348,,,1610612764,79,65,2025-12-03T01:34:08Z,4310000,False,,,0,,J. Edwards kicked ball VIOLATION,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,1628951.0,,,,,,,,,,,,
437,PT05M02.00S,2025-12-03T01:34:16.4Z,3,REGULAR,substitution,out,[],1628963,,,1610612764,79,65,2025-12-03T01:34:18Z,4320000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M02.00S,2025-12-03T01:34:16.4Z,3,REGULAR,substitution,in,[],1641774,,,1610612764,79,65,2025-12-03T01:34:18Z,4330000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M00.00S,2025-12-03T01:34:28.1Z,3,REGULAR,turnover,bad pass,[],1642267,,,1610612764,79,65,2025-12-03T01:34:31Z,4340000,False,,,0,,B. Carrington bad pass TURNOVER (3 TO),"[1642267, 1631230]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,Barlow,1631230.0,,
440,PT05M00.00S,2025-12-03T01:34:28.1Z,3,REGULAR,steal,,[],1631230,,,1610612755,79,65,2025-12-03T01:34:29Z,4350000,False,,,0,,D. Barlow STEAL (2 STL),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
441,PT04M46.00S,2025-12-03T01:34:43.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,92.59198423127464,50.73529411764706,1610612755,81,65,2025-12-03T01:41:12Z,4360000,False,4.0,17.0,1,right,T. Maxey driving reverse Layup (20 PTS),[1630178],1610612755.0,PHI,driving reverse,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,20.0,,,,,,,,,,,,,
442,PT04M46.00S,2025-12-03T01:34:46.1Z,3,REGULAR,foul,personal,['1freethrow'],1642267,,,1610612755,81,65,2025-12-03T01:34:57Z,4370000,False,,,0,,B. Carrington shooting personal FOUL (1 PF) (Maxey 1 FT),"[1642267, 1630178]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,,,,,1628951.0,,,,1.0,0.0,Maxey,1630178.0,,,,,
444,PT04M46.00S,2025-12-03T01:35:14.1Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1630178,,,1610612755,82,65,2025-12-03T01:35:14Z,4390000,False,,,0,,T. Maxey Free Throw 1 of 1 (21 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
445,PT04M31.00S,2025-12-03T01:35:31.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,9.806176084099869,42.15686274509804,1610612764,82,67,2025-12-03T01:35:35Z,4400000,False,39.0,40.0,1,left,C. McCollum driving Layup (10 PTS),[203468],1610612764.0,WAS,driving,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,5.58,Made,,,,,10.0,,,,,,,,,,,,,
446,PT04M15.00S,2025-12-03T01:35:47.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631230,87.46714848883047,50.245098039215684,1610612755,84,67,2025-12-03T01:35:54Z,4410000,False,1.0,65.0,1,right,D. Barlow 6' driving Hook (11 PTS) (J. Edwards 1 AST),"[1631230, 1642348]",1610612755.0,PHI,driving,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,6.53,Made,,,,,11.0,,J. Edwards,1642348.0,1.0,,,,,,,,,
447,PT04M00.00S,2025-12-03T01:36:02.2Z,3,REGULAR,3pt,Jump Shot,[],203468,28.07161629434954,20.098039215686274,1610612764,84,67,2025-12-03T01:36:08Z,4420000,False,150.0,211.0,1,left,MISS C. McCollum 25' step back 3PT,[203468],1610612764.0,WAS,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
448,PT03M56.00S,2025-12-03T01:36:06.2Z,3,REGULAR,rebound,offensive,[],1641715,,,1610612764,84,67,2025-12-03T01:36:08Z,4430000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:1),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,,,447.0,2.0,1.0,1.0,,,,,,,,,,,,,,
449,PT03M51.00S,2025-12-03T01:36:11.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641715,7.440867279894875,47.30392156862745,1610612764,84,67,2025-12-03T01:36:15Z,4440000,False,13.0,17.0,1,left,MISS C. Whitmore alley-oop Layup,[1641715],1610612764.0,WAS,alley-oop,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
450,PT03M49.00S,2025-12-03T01:36:13.2Z,3,REGULAR,rebound,defensive,[],1642272,,,1610612755,84,67,2025-12-03T01:36:17Z,4450000,False,,,0,,J. McCain REBOUND (Off:0 Def:2),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,449.0,2.0,2.0,0.0,,,,,,,,,,,,,,
451,PT03M44.00S,2025-12-03T01:36:18.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642272,71.04139290407359,21.568627450980394,1610612755,87,67,2025-12-03T01:36:36Z,4460000,False,-142.0,220.0,1,right,J. McCain 26' 3PT running (14 PTS) (T. Maxey 6 AST),"[1642272, 1630178]",1610612755.0,PHI,running,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,26.17,Made,,,,,14.0,,T. Maxey,1630178.0,6.0,,,,,,,,,
453,PT03M44.00S,2025-12-03T01:36:26.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,87,67,2025-12-03T01:36:26Z,4480000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M44.00S,2025-12-03T01:38:45.7Z,3,REGULAR,substitution,out,[],1641731,,,1610612764,87,67,2025-12-03T01:39:04Z,4490000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M44.00S,2025-12-03T01:38:45.7Z,3,REGULAR,substitution,out,[],203468,,,1610612764,87,67,2025-12-03T01:39:04Z,4500000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M44.00S,2025-12-03T01:38:45.7Z,3,REGULAR,substitution,in,[],1642273,,,1610612764,87,67,2025-12-03T01:39:04Z,4510000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M44.00S,2025-12-03T01:38:45.7Z,3,REGULAR,substitution,in,[],1642860,,,1610612764,87,67,2025-12-03T01:39:04Z,4520000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M26.00S,2025-12-03T01:39:30.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641774,5.995400788436268,53.67647058823529,1610612764,87,69,2025-12-03T01:46:29Z,4530000,False,-18.0,4.0,1,left,T. Vukcevic cutting Layup (11 PTS) (K. George 4 AST),"[1641774, 1642273]",1610612764.0,WAS,cutting,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,11.0,,K. George,1642273.0,4.0,,,,,,,,,
461,PT03M10.00S,2025-12-03T01:39:45.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,94.1688567674113,47.30392156862745,1610612755,89,69,2025-12-03T01:39:50Z,4550000,False,-13.0,2.0,1,right,T. Maxey driving finger roll Layup (23 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,23.0,,,,,,,,,,,,,
462,PT02M58.00S,2025-12-03T01:40:02.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612764,89,69,2025-12-03T01:40:23Z,4560000,False,,,0,,T. Maxey personal FOUL (2 PF) (Vukcevic 2 FT),"[1630178, 1641774]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627541.0,,,,2.0,0.0,Vukcevic,1641774.0,,,,,
464,PT02M58.00S,2025-12-03T01:40:31.7Z,3,REGULAR,freethrow,1 of 2,[],1641774,,,1610612764,89,69,2025-12-03T01:40:31Z,4580000,False,,,0,,MISS T. Vukcevic Free Throw 1 of 2,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
465,PT02M58.00S,2025-12-03T01:40:31.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,89,69,2025-12-03T01:40:31Z,4590000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,464.0,,,,,,,,,,,,,,,,,
466,PT02M58.00S,2025-12-03T01:40:45.3Z,3,REGULAR,freethrow,2 of 2,[],1641774,,,1610612764,89,70,2025-12-03T01:40:45Z,4600000,False,,,0,,T. Vukcevic Free Throw 2 of 2 (12 PTS),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
467,PT02M46.00S,2025-12-03T01:40:59.8Z,3,REGULAR,3pt,Jump Shot,[],1630178,68.9388961892247,25.735294117647058,1610612755,92,70,2025-12-03T01:41:04Z,4610000,False,-121.0,239.0,1,right,T. Maxey 26' 3PT step back (26 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,26.85,Made,,,,,26.0,,,,,,,,,,,,,
468,PT02M34.00S,2025-12-03T01:41:12.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641715,7.5722733245729295,52.69607843137255,1610612764,92,72,2025-12-03T01:41:16Z,4620000,False,-13.0,19.0,1,left,C. Whitmore driving finger roll Layup (4 PTS) (K. George 5 AST),"[1641715, 1642273]",1610612764.0,WAS,driving finger roll,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,2.31,Made,,,,,4.0,,K. George,1642273.0,5.0,,,,,,,,,
470,PT02M19.00S,2025-12-03T01:41:26.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,90.09526938239159,48.28431372549019,1610612755,92,72,2025-12-03T01:41:31Z,4640000,False,-9.0,41.0,1,right,MISS T. Maxey driving finger roll Layup - blocked,"[1630178, 1641715]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,4.15,Missed,,,,,,,,,,,,,,,,,Whitmore,1641715.0
471,PT02M19.00S,2025-12-03T01:41:26.6Z,3,REGULAR,block,,[],1641715,,,1610612755,92,72,2025-12-03T01:41:29Z,4650000,False,,,0,,C. Whitmore BLOCK (1 BLK),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
472,PT02M16.00S,2025-12-03T01:41:29.6Z,3,REGULAR,rebound,defensive,[],1642267,,,1610612764,92,72,2025-12-03T01:41:31Z,4660000,False,,,0,,B. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,470.0,2.0,2.0,0.0,,,,,,,,,,,,,,
473,PT02M14.00S,2025-12-03T01:41:32.2Z,3,REGULAR,turnover,bad pass,[],1642267,,,1610612764,92,72,2025-12-03T01:41:37Z,4670000,False,,,0,,B. Carrington bad pass TURNOVER (4 TO),"[1642267, 1642348]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,4.0,Edwards,1642348.0,,
474,PT02M14.00S,2025-12-03T01:41:32.2Z,3,REGULAR,steal,,[],1642348,,,1610612755,92,72,2025-12-03T01:41:33Z,4680000,False,,,0,,J. Edwards STEAL (1 STL),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
475,PT02M11.00S,2025-12-03T01:41:35.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,93.38042049934296,51.9607843137255,1610612755,94,72,2025-12-03T01:41:42Z,4690000,False,10.0,10.0,1,right,T. Maxey running Layup (28 PTS) (J. Edwards 2 AST),"[1630178, 1642348]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,28.0,,J. Edwards,1642348.0,2.0,,,,,,,,,
477,PT01M55.00S,2025-12-03T01:41:52.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641737,,,1610612764,94,72,2025-12-03T01:41:57Z,4710000,False,,,0,,A. Bona shooting personal FOUL (3 PF) (Vukcevic 2 FT),"[1641737, 1641774]",1610612755.0,PHI,shooting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,,,,3.0,0.0,Vukcevic,1641774.0,,,,,
479,PT01M55.00S,2025-12-03T01:42:15.5Z,3,REGULAR,freethrow,1 of 2,[],1641774,,,1610612764,94,73,2025-12-03T01:42:34Z,4730000,False,,,0,,T. Vukcevic Free Throw 1 of 2 (13 PTS),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
480,PT01M55.00S,2025-12-03T01:42:16.5Z,3,REGULAR,substitution,out,[],1631230,,,1610612764,94,73,2025-12-03T01:42:20Z,4740000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT01M55.00S,2025-12-03T01:42:16.5Z,3,REGULAR,substitution,in,[],1631133,,,1610612764,94,73,2025-12-03T01:42:20Z,4750000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT01M55.00S,2025-12-03T01:42:15.5Z,3,REGULAR,freethrow,2 of 2,[],1641774,,,1610612764,94,73,2025-12-03T01:42:34Z,4760000,False,,,0,,MISS T. Vukcevic Free Throw 2 of 2,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
483,PT01M53.00S,2025-12-03T01:42:17.5Z,3,REGULAR,rebound,defensive,[],1631133,,,1610612755,94,73,2025-12-03T01:42:34Z,4770000,False,,,0,,J. Walker REBOUND (Off:2 Def:4),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,482.0,6.0,4.0,2.0,,,,,,,,,,,,,,
484,PT01M41.00S,2025-12-03T01:42:44.8Z,3,REGULAR,3pt,Jump Shot,[],1630178,68.54467805519053,70.83333333333334,1610612755,97,73,2025-12-03T01:42:50Z,4780000,False,104.0,243.0,1,right,T. Maxey 26' 3PT step back (31 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.46,Made,,,,,31.0,,,,,,,,,,,,,
489,PT01M19.00S,2025-12-03T01:43:31.2Z,3,REGULAR,turnover,lost ball,[],1641774,,,1610612764,97,73,2025-12-03T01:43:37Z,4830000,False,,,0,,T. Vukcevic lost ball TURNOVER (3 TO),"[1641774, 1630178]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,3.0,Maxey,1630178.0,,
490,PT01M19.00S,2025-12-03T01:43:31.2Z,3,REGULAR,steal,,[],1630178,,,1610612755,97,73,2025-12-03T01:43:33Z,4840000,False,,,0,,T. Maxey STEAL (4 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
491,PT01M16.00S,2025-12-03T01:43:34.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,93.77463863337714,50.0,1610612755,99,73,2025-12-03T01:43:43Z,4850000,False,0.0,6.0,1,right,T. Maxey running DUNK (33 PTS),[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,33.0,,,,,,,,,,,,,
492,PT01M16.00S,2025-12-03T01:43:41.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612764,99,73,2025-12-03T01:43:41Z,4860000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M59.50S,2025-12-03T01:45:32.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641715,17.559132720105126,53.18627450980392,1610612764,99,73,2025-12-03T01:52:54Z,4870000,False,-16.0,113.0,1,left,MISS C. Whitmore 11' driving floating Shot,[1641715],1610612764.0,WAS,driving floating,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Center,11.37,Missed,,,,,,,,,,,,,,,,,,
494,PT00M58.20S,2025-12-03T01:45:34.2Z,3,REGULAR,rebound,offensive,[],1641715,,,1610612764,99,73,2025-12-03T01:45:37Z,4880000,False,,,0,,C. Whitmore REBOUND (Off:2 Def:1),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Center,,,493.0,3.0,1.0,2.0,,,,,,,,,,,,,,
495,PT00M56.30S,2025-12-03T01:45:37.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641715,11.251642575558476,50.245098039215684,1610612764,99,73,2025-12-03T01:45:41Z,4890000,False,-1.0,53.0,1,left,MISS C. Whitmore floating Shot - blocked,"[1641715, 1641737]",1610612764.0,WAS,floating,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,Bona,1641737.0
496,PT00M56.30S,2025-12-03T01:45:37.1Z,3,REGULAR,block,,[],1641737,,,1610612764,99,73,2025-12-03T01:45:39Z,4900000,False,,,0,,A. Bona BLOCK (1 BLK),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
497,PT00M53.50S,2025-12-03T01:45:39.9Z,3,REGULAR,rebound,defensive,[],1631133,,,1610612755,99,73,2025-12-03T01:45:41Z,4910000,False,,,0,,J. Walker REBOUND (Off:2 Def:5),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,495.0,7.0,5.0,2.0,,,,,,,,,,,,,,
498,PT00M50.50S,2025-12-03T01:45:42.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642348,89.56964520367937,3.6764705882352944,1610612755,99,73,2025-12-03T01:45:55Z,4920000,False,-232.0,46.0,1,right,MISS J. Edwards running 3PT,[1642348],1610612755.0,PHI,running,,,Edwards,J. Edwards,,,,,Left Corner 3,24+ Left,23.6,Missed,,,,,,,,,,,,,,,,,,
499,PT00M49.30S,2025-12-03T01:45:43.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,99,73,2025-12-03T01:45:55Z,4930000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Left Corner 3,24+ Left,,,498.0,,,,,,,,,,,,,,,,,
500,PT00M49.30S,2025-12-03T01:45:48.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641737,,,1610612764,99,73,2025-12-03T01:46:02Z,4940000,False,,,0,,A. Bona loose ball personal FOUL (4 PF) (Carrington 2 FT),"[1641737, 1642267]",1610612755.0,PHI,loose ball,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,1627541.0,,,,4.0,0.0,Carrington,1642267.0,,,,,
502,PT00M49.30S,2025-12-03T01:46:27.0Z,3,REGULAR,freethrow,1 of 2,[],1642267,,,1610612764,99,74,2025-12-03T01:46:27Z,4960000,False,,,0,,B. Carrington Free Throw 1 of 2 (3 PTS),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
