actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
88,PT04M16.00S,2023-12-07T00:23:47.1Z,1,REGULAR,2pt,Jump Shot,[],1630217,75.50919842312747,35.294117647058826,1610612763,21,18,2023-12-07T00:23:51Z,880000,False,-74.0,178.0,1,right,D. Bane 19' pullup Jump Shot (9 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left Center,19.23,Made,,,,,,,9.0,,,,,,,,,,,
89,PT04M00.00S,2023-12-07T00:24:02.9Z,1,REGULAR,3pt,Jump Shot,[],202692,30.56833114323259,72.30392156862744,1610612765,21,18,2023-12-07T00:24:07Z,890000,False,-112.0,235.0,1,left,MISS A. Burks 25' 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
90,PT03M57.00S,2023-12-07T00:24:05.9Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,21,18,2023-12-07T00:24:07Z,900000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT03M46.00S,2023-12-07T00:24:20.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,89.43823915900131,53.431372549019606,1610612763,21,18,2023-12-07T00:24:41Z,910000,False,17.0,47.0,1,right,MISS S. Aldama driving floating bank Shot,[1630583],1610612763.0,MEM,driving floating bank,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,4.99,Missed,,,,,,,,,,,,,,,,,,
92,PT03M45.00S,2023-12-07T00:24:21.0Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,21,18,2023-12-07T00:24:41Z,920000,False,,,0,,S. Aldama REBOUND (Off:1 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,91.0,1.0,0.0,1.0,,,,,,,,,,,,,,
93,PT03M43.00S,2023-12-07T00:24:23.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,92.32917214191852,51.225490196078425,1610612763,21,20,2023-12-07T00:24:51Z,930000,False,6.0,20.0,1,right,S. Aldama tip Layup (2 PTS),[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,,,2.0,,,,,,,,,,,
94,PT03M43.00S,2023-12-07T00:24:26.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,21,20,2023-12-07T00:24:26Z,940000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M43.00S,2023-12-07T00:26:44.6Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,21,20,2023-12-07T00:27:10Z,950000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M43.00S,2023-12-07T00:26:44.6Z,1,REGULAR,substitution,in,[],1630164,,,1610612765,21,20,2023-12-07T00:27:10Z,960000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M20.00S,2023-12-07T00:27:40.2Z,1,REGULAR,3pt,Jump Shot,[],202692,26.62614980289093,82.84313725490196,1610612765,24,20,2023-12-07T00:27:52Z,970000,False,-164.0,198.0,1,left,A. Burks 25' 3PT  (3 PTS) (M. Sasser 1 AST),"[202692, 1631204]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,25.71,Made,,,,,,,3.0,,,M. Sasser,1631204.0,1.0,,,,,,
99,PT02M59.00S,2023-12-07T00:28:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,90.09526938239159,50.49019607843137,1610612763,24,22,2023-12-07T00:28:07Z,990000,False,2.0,41.0,1,right,D. Bane driving finger roll Layup (11 PTS) (V. Williams Jr. 1 AST),"[1630217, 1631246]",1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,4.07,Made,,,,,,,11.0,,,V. Williams Jr.,1631246.0,1.0,,,,,,
100,PT02M45.00S,2023-12-07T00:28:15.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630164,5.206964520367937,48.77450980392157,1610612765,26,22,2023-12-07T00:28:19Z,1000000,False,6.0,-4.0,1,left,J. Wiseman DUNK (2 PTS) (M. Sasser 2 AST),"[1630164, 1631204]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,0.71,Made,,,,,,,2.0,,,M. Sasser,1631204.0,2.0,,,,,,
102,PT02M33.00S,2023-12-07T00:28:26.3Z,1,REGULAR,2pt,Jump Shot,[],1629669,93.11760840998686,71.07843137254902,1610612763,26,24,2023-12-07T00:30:07Z,1020000,False,105.0,12.0,1,right,J. Nowell 10' pullup Jump Shot (4 PTS),[1629669],1610612763.0,MEM,pullup,,,Nowell,J. Nowell,,,,,Mid-Range,8-16 Right,10.61,Made,,,,,,,4.0,,,,,,,,,,,
103,PT02M22.00S,2023-12-07T00:28:39.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202692,6.783837056504599,42.64705882352941,1610612765,26,24,2023-12-07T00:30:46Z,1030000,False,37.0,11.0,1,left,MISS A. Burks driving finger roll Layup,[202692],1610612765.0,DET,driving finger roll,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
104,PT02M21.00S,2023-12-07T00:28:40.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,26,24,2023-12-07T00:30:32Z,1040000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,103.0,,,,,,,,,,,,,,,,,
106,PT02M21.00S,2023-12-07T00:28:45.0Z,1,REGULAR,substitution,out,[],202687,,,1610612765,26,24,2023-12-07T00:28:58Z,1060000,False,,,0,,SUB out: B. Biyombo,[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M21.00S,2023-12-07T00:28:45.0Z,1,REGULAR,substitution,out,[],1630217,,,1610612765,26,24,2023-12-07T00:28:58Z,1070000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M21.00S,2023-12-07T00:28:45.0Z,1,REGULAR,substitution,in,[],1629723,,,1610612765,26,24,2023-12-07T00:28:58Z,1080000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M21.00S,2023-12-07T00:28:45.0Z,1,REGULAR,substitution,in,[],1628991,,,1610612765,26,24,2023-12-07T00:28:58Z,1090000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M15.00S,2023-12-07T00:29:02.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202692,29.122864651773984,27.450980392156865,1610612765,26,24,2023-12-07T00:29:12Z,1100000,False,113.0,221.0,1,left,MISS A. Burks 24' 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,24.83,Missed,,,,,,,,,,,,,,,,,,
111,PT02M15.00S,2023-12-07T00:29:02.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,26,24,2023-12-07T00:29:12Z,1110000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,110.0,,,,,,,,,,,,,,,,,
112,PT02M15.00S,2023-12-07T00:29:09.4Z,1,REGULAR,foul,personal,[],1630164,,,1610612763,26,24,2023-12-07T00:29:35Z,1120000,False,,,0,,J. Wiseman loose ball personal FOUL (1 PF),"[1630164, 1628991]",1610612765.0,DET,loose ball,,,Wiseman,J. Wiseman,,,,,Mid-Range,16-24 Center,,,,,,,1626301.0,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0
114,PT02M03.00S,2023-12-07T00:29:33.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,88.51839684625493,51.9607843137255,1610612763,26,26,2023-12-07T00:32:07Z,1140000,False,10.0,55.0,1,right,J. Jackson Jr. driving floating Jump Shot (9 PTS) (J. Nowell 1 AST),"[1628991, 1629669]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.63,Made,,,,,,,9.0,,,J. Nowell,1629669.0,1.0,,,,,,
116,PT02M03.00S,2023-12-07T00:29:36.8Z,1,REGULAR,foul,personal,['1freethrow'],1631204,,,1610612763,26,26,2023-12-07T00:29:44Z,1160000,False,,,0,,M. Sasser shooting personal FOUL (1 PF) (Jackson Jr. 1 FT),"[1631204, 1628991]",1610612765.0,DET,shooting,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628954.0,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0
118,PT02M03.00S,2023-12-07T00:29:54.1Z,1,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,26,27,2023-12-07T00:29:54Z,1180000,False,,,0,,J. Jackson Jr. Free Throw 1 of 1 (10 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
119,PT01M51.00S,2023-12-07T00:30:06.8Z,1,REGULAR,3pt,Jump Shot,[],1630587,28.465834428383708,24.264705882352942,1610612765,26,27,2023-12-07T00:30:13Z,1190000,False,129.0,215.0,1,left,MISS I. Livers 25' step back 3PT,[1630587],1610612765.0,DET,step back,,,Livers,I. Livers,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
120,PT01M47.00S,2023-12-07T00:30:10.8Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,26,27,2023-12-07T00:37:13Z,1200000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,119.0,1.0,0.0,1.0,,,,,,,,,,,,,,
121,PT01M38.00S,2023-12-07T00:30:19.3Z,1,REGULAR,turnover,bad pass,[],202692,,,1610612765,26,27,2023-12-07T00:30:28Z,1210000,False,,,0,,A. Burks bad pass TURNOVER (1 TO),"[202692, 1630583]",1610612765.0,DET,,,,Burks,A. Burks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,Aldama,1630583.0,,,,
122,PT01M38.00S,2023-12-07T00:30:19.3Z,1,REGULAR,steal,,[],1630583,,,1610612763,26,27,2023-12-07T00:30:21Z,1220000,False,,,0,,S. Aldama STEAL (1 STL),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
123,PT01M30.00S,2023-12-07T00:30:29.9Z,1,REGULAR,turnover,out-of-bounds,[],1630583,,,1610612763,26,27,2023-12-07T00:30:37Z,1230000,False,,,0,,S. Aldama bad pass out-of-bounds TURNOVER (1 TO),[1630583],1610612763.0,MEM,bad pass,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,,2004.0,1.0,,,,,,,,,,,,
124,PT01M22.00S,2023-12-07T00:31:03.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631204,23.078186596583443,28.186274509803923,1610612765,26,27,2023-12-07T00:33:59Z,1240000,False,109.0,164.0,1,left,MISS M. Sasser 19' step back Shot,[1631204],1610612765.0,DET,step back,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Right Center,19.73,Missed,,,,,,,,,,,,,,,,,,
125,PT01M18.00S,2023-12-07T00:31:07.2Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,26,27,2023-12-07T00:31:08Z,1250000,False,,,0,,A. Thompson REBOUND (Off:2 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right Center,,,124.0,2.0,0.0,2.0,,,,,,,,,,,,,,
126,PT01M17.00S,2023-12-07T00:31:07.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641709,4.681340341655716,49.50980392156863,1610612765,26,27,2023-12-07T00:34:18Z,1260000,False,2.0,-8.0,1,left,MISS A. Thompson putback DUNK,[1641709],1610612765.0,DET,putback,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.89,Missed,,,,,,,,,,,,,,,,,,
127,PT01M14.00S,2023-12-07T00:31:10.8Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,26,27,2023-12-07T00:31:12Z,1270000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:2),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,,,
128,PT01M08.00S,2023-12-07T00:31:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,86.28449408672799,45.83333333333333,1610612763,26,29,2023-12-07T00:31:29Z,1280000,False,-21.0,76.0,1,right,J. Jackson Jr. 7' driving floating Jump Shot (12 PTS),[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,,,,,,,12.0,,,,,,,,,,,
129,PT00M50.00S,2023-12-07T00:31:35.7Z,1,REGULAR,3pt,Jump Shot,[],1641709,6.915243101182654,95.34313725490196,1610612765,29,29,2023-12-07T00:31:45Z,1290000,False,-227.0,13.0,1,left,A. Thompson 3PT  (3 PTS) (A. Burks 1 AST),"[1641709, 202692]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,22.7,Made,,,,,,,3.0,,,A. Burks,202692.0,1.0,,,,,,
131,PT00M31.30S,2023-12-07T00:31:57.5Z,1,REGULAR,3pt,Jump Shot,[],1628991,65.52233902759527,73.0392156862745,1610612763,29,29,2023-12-07T00:32:02Z,1310000,False,115.0,272.0,1,right,MISS J. Jackson Jr. 29' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,29.5,Missed,,,,,,,,,,,,,,,,,,
132,PT00M28.00S,2023-12-07T00:32:00.8Z,1,REGULAR,rebound,defensive,[],1631204,,,1610612765,29,29,2023-12-07T00:32:02Z,1320000,False,,,0,,M. Sasser REBOUND (Off:0 Def:1),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,,
133,PT00M11.90S,2023-12-07T00:32:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,17.16491458607096,45.09803921568628,1610612765,29,29,2023-12-07T00:32:21Z,1330000,False,25.0,109.0,1,left,MISS M. Sasser 11' floating Shot,[1631204],1610612765.0,DET,floating,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,11.16,Missed,,,,,,,,,,,,,,,,,,
134,PT00M08.30S,2023-12-07T00:32:20.4Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,29,29,2023-12-07T00:32:20Z,1340000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT00M02.70S,2023-12-07T00:32:28.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,92.06636005256242,60.29411764705882,1610612763,29,29,2023-12-07T00:35:36Z,1350000,False,51.0,22.0,1,right,MISS J. Jackson Jr. turnaround bank Hook,[1628991],1610612763.0,MEM,turnaround bank,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.6,Missed,,,,,,,,,,,,,,,,,,
136,PT00M01.70S,2023-12-07T00:32:29.8Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,29,29,2023-12-07T00:32:48Z,1360000,False,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,,,135.0,2.0,1.0,1.0,,,,,,,,,,,,,,
137,PT00M00.70S,2023-12-07T00:32:36.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629723,94.40999984741211,50.0,1610612763,29,31,2023-12-07T00:32:53Z,1370000,False,0.0,0.0,1,right,J. Konchar tip Layup (2 PTS),[1629723],1610612763.0,MEM,tip,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
138,PT00M00.00S,2023-12-07T00:32:37.0Z,1,REGULAR,period,end,[],0,,,1610612765,29,31,2023-12-07T00:32:37Z,1380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2023-12-07T00:34:40.5Z,2,REGULAR,substitution,out,['startperiod'],1630164,,,1610612765,29,31,2023-12-07T00:35:06Z,1390000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2023-12-07T00:34:40.5Z,2,REGULAR,substitution,out,['startperiod'],202692,,,1610612765,29,31,2023-12-07T00:35:06Z,1400000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2023-12-07T00:34:40.5Z,2,REGULAR,substitution,out,['startperiod'],1631204,,,1610612765,29,31,2023-12-07T00:35:06Z,1410000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2023-12-07T00:34:40.5Z,2,REGULAR,substitution,out,['startperiod'],1630583,,,1610612765,29,31,2023-12-07T00:35:06Z,1420000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2023-12-07T00:34:40.5Z,2,REGULAR,substitution,out,['startperiod'],1629669,,,1610612765,29,31,2023-12-07T00:35:06Z,1430000,False,,,0,,SUB out: J. Nowell,[1629669],1610612763.0,MEM,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2023-12-07T00:34:40.5Z,2,REGULAR,substitution,in,['startperiod'],1630191,,,1610612765,29,31,2023-12-07T00:35:06Z,1440000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2023-12-07T00:34:40.5Z,2,REGULAR,substitution,in,['startperiod'],1630165,,,1610612765,29,31,2023-12-07T00:35:06Z,1450000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-12-07T00:34:40.5Z,2,REGULAR,substitution,in,['startperiod'],1631093,,,1610612765,29,31,2023-12-07T00:35:06Z,1460000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-12-07T00:34:40.5Z,2,REGULAR,substitution,in,['startperiod'],1630214,,,1610612765,29,31,2023-12-07T00:35:06Z,1470000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-12-07T00:34:40.5Z,2,REGULAR,substitution,in,['startperiod'],201565,,,1610612765,29,31,2023-12-07T00:35:06Z,1480000,False,,,0,,SUB in: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-12-07T00:35:13.8Z,2,REGULAR,period,start,[],0,,,1610612765,29,31,2023-12-07T00:35:13Z,1490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M46.00S,2023-12-07T00:35:27.7Z,2,REGULAR,turnover,bad pass,[],1630165,,,1610612765,29,31,2023-12-07T00:35:31Z,1500000,False,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 201565]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,,,Rose,201565.0,,,,
151,PT11M46.00S,2023-12-07T00:35:27.7Z,2,REGULAR,steal,,[],201565,,,1610612763,29,31,2023-12-07T00:35:29Z,1510000,False,,,0,,D. Rose STEAL (1 STL),[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
152,PT11M42.00S,2023-12-07T00:35:34.3Z,2,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612763,29,31,2023-12-07T00:35:59Z,1520000,False,,,0,,K. Hayes shooting personal FOUL (1 PF) (Konchar 2 FT),"[1630165, 1629723]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,1626301.0,,,,,,,,,,1.0,0.0,Konchar,1629723.0
154,PT11M42.00S,2023-12-07T00:36:03.1Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629723,,,1610612763,29,31,2023-12-07T00:38:04Z,1540000,False,,,0,,MISS J. Konchar Free Throw 1 of 2,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
155,PT11M42.00S,2023-12-07T00:36:03.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,29,31,2023-12-07T00:38:04Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,
157,PT11M42.00S,2023-12-07T00:36:03.1Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629723,,,1610612763,29,32,2023-12-07T00:38:04Z,1560000,False,,,0,,J. Konchar Free Throw 2 of 2 (3 PTS),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
158,PT11M30.00S,2023-12-07T00:36:29.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,14.273981603153747,48.03921568627451,1610612765,31,32,2023-12-07T00:36:36Z,1570000,False,10.0,82.0,1,left,K. Hayes 8' pullup Jump Shot (7 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,8.23,Made,,,,,,,7.0,,,,,,,,,,,
159,PT11M19.00S,2023-12-07T00:36:40.5Z,2,REGULAR,turnover,bad pass,[],201565,,,1610612763,31,32,2023-12-07T00:36:46Z,1580000,False,,,0,,D. Rose bad pass TURNOVER (3 TO),"[201565, 1631093]",1610612763.0,MEM,,,,Rose,D. Rose,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,,,,,,,Ivey,1631093.0,,,,
160,PT11M19.00S,2023-12-07T00:36:40.5Z,2,REGULAR,steal,,[],1631093,,,1610612765,31,32,2023-12-07T00:36:42Z,1590000,False,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
161,PT11M12.00S,2023-12-07T00:36:47.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630191,32.14520367936925,46.07843137254902,1610612765,31,32,2023-12-07T00:36:53Z,1600000,False,20.0,250.0,1,left,MISS I. Stewart 25' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,25.05,Missed,,,,,,,,,,,,,,,,,,
162,PT11M06.00S,2023-12-07T00:36:53.1Z,2,REGULAR,rebound,defensive,[],201565,,,1610612763,31,32,2023-12-07T00:36:53Z,1610000,False,,,0,,D. Rose REBOUND (Off:0 Def:1),[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,Above the Break 3,24+ Center,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,
163,PT11M00.00S,2023-12-07T00:36:58.3Z,2,REGULAR,3pt,Jump Shot,[],1629723,89.43823915900131,2.941176470588235,1610612763,31,35,2023-12-07T00:37:02Z,1620000,False,-235.0,47.0,1,right,J. Konchar 3PT  (6 PTS) (X. Tillman 1 AST),"[1629723, 1630214]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,23.99,Made,,,,,,,6.0,,,X. Tillman,1630214.0,1.0,,,,,,
165,PT10M36.00S,2023-12-07T00:37:22.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,7.440867279894875,47.794117647058826,1610612765,31,35,2023-12-07T00:37:27Z,1640000,False,11.0,17.0,1,left,MISS J. Ivey driving Layup,[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,,,,,
166,PT10M35.00S,2023-12-07T00:37:23.7Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,31,35,2023-12-07T00:37:27Z,1650000,False,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,165.0,3.0,2.0,1.0,,,,,,,,,,,,,,
167,PT10M26.00S,2023-12-07T00:37:33.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,83.13074901445466,45.34313725490196,1610612763,31,35,2023-12-07T00:37:36Z,1660000,False,-23.0,106.0,1,right,MISS D. Rose 10' floating Shot,[201565],1610612763.0,MEM,floating,,,Rose,D. Rose,,,,,In The Paint (Non-RA),8-16 Center,10.86,Missed,,,,,,,,,,,,,,,,,,
