actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
252,PT05M46.00S,2023-11-28T00:52:35.0Z,2,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,42,47,2023-11-28T00:52:39Z,2510000,False,,,0,,C. Cunningham bad pass out-of-bounds TURNOVER (1 TO),[1630595],1610612765.0,DET,bad pass,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202007.0,1.0,,,,,,
253,PT05M46.00S,2023-11-28T00:52:37.5Z,2,REGULAR,substitution,out,[],1641731,,,1610612764,42,47,2023-11-28T00:52:42Z,2520000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M46.00S,2023-11-28T00:52:37.5Z,2,REGULAR,substitution,in,[],1629673,,,1610612764,42,47,2023-11-28T00:52:42Z,2530000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M35.00S,2023-11-28T00:52:54.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628398,87.33574244415243,56.61764705882353,1610612764,42,47,2023-11-28T00:53:01Z,2540000,False,33.0,67.0,1,right,MISS K. Kuzma 7' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,7.43,Missed,,,,,,,,,,,,,,,,,,
256,PT05M32.00S,2023-11-28T00:52:57.1Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,42,47,2023-11-28T00:53:00Z,2550000,False,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,255.0,4.0,2.0,2.0,,,,,,,,,,,,,,
257,PT05M27.00S,2023-11-28T00:53:02.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641709,6.1268068331143235,50.245098039215684,1610612765,44,47,2023-11-28T00:55:01Z,2560000,False,-1.0,5.0,1,left,A. Thompson running reverse Layup (10 PTS) (C. Cunningham 3 AST),"[1641709, 1630595]",1610612765.0,DET,running reverse,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.52,Made,,,,,10.0,,,C. Cunningham,1630595.0,3.0,,,,,,,,
259,PT05M19.00S,2023-11-28T00:53:10.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,92.59198423127464,51.225490196078425,1610612764,44,49,2023-11-28T00:53:19Z,2580000,False,6.0,17.0,1,right,K. Kuzma cutting DUNK (7 PTS) (D. Gafford 1 AST),"[1628398, 1629655]",1610612764.0,WAS,cutting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,7.0,,,D. Gafford,1629655.0,1.0,,,,,,,,
261,PT05M08.00S,2023-11-28T00:53:39.1Z,2,REGULAR,foul,personal,[],1629673,,,1610612765,44,49,2023-11-28T00:53:53Z,2600000,False,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1631105]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,202007.0,,,,1.0,0.0,Duren,1631105.0
263,PT05M01.00S,2023-11-28T00:53:58.3Z,2,REGULAR,3pt,Jump Shot,[],1630191,24.52365308804205,82.35294117647058,1610612765,44,49,2023-11-28T00:54:03Z,2620000,False,-162.0,178.0,1,left,MISS I. Stewart 24' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,24.05,Missed,,,,,,,,,,,,,,,,,,
264,PT04M57.00S,2023-11-28T00:54:02.3Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,44,49,2023-11-28T00:54:03Z,2630000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,263.0,2.0,2.0,0.0,,,,,,,,,,,,,,
265,PT04M53.00S,2023-11-28T00:54:12.0Z,2,REGULAR,foul,personal,['2freethrow'],1641709,,,1610612764,44,49,2023-11-28T00:54:22Z,2640000,False,,,0,,A. Thompson shooting personal FOUL (2 PF) (Poole 2 FT),"[1641709, 1629673]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,203054.0,,,,2.0,0.0,Poole,1629673.0
267,PT04M53.00S,2023-11-28T00:54:34.0Z,2,REGULAR,freethrow,1 of 2,[],1629673,,,1610612764,44,50,2023-11-28T00:54:34Z,2660000,False,,,0,,J. Poole Free Throw 1 of 2 (7 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
268,PT04M53.00S,2023-11-28T00:54:48.3Z,2,REGULAR,freethrow,2 of 2,[],1629673,,,1610612764,44,51,2023-11-28T00:54:48Z,2670000,False,,,0,,J. Poole Free Throw 2 of 2 (8 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
269,PT04M41.00S,2023-11-28T00:55:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.046649145860711,43.627450980392155,1610612765,46,51,2023-11-28T00:55:06Z,2680000,False,32.0,14.0,1,left,C. Cunningham driving Layup (6 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.47,Made,,,,,6.0,,,,,,,,,,,,,
270,PT04M23.00S,2023-11-28T00:55:19.5Z,2,REGULAR,3pt,Jump Shot,[],1630557,65.25952693823915,38.72549019607843,1610612764,46,51,2023-11-28T00:55:23Z,2690000,False,-56.0,274.0,1,right,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,27.98,Missed,,,,,,,,,,,,,,,,,,
271,PT04M20.00S,2023-11-28T00:55:22.5Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,46,51,2023-11-28T00:55:23Z,2700000,False,,,0,,J. Ivey REBOUND (Off:2 Def:2),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,270.0,4.0,2.0,2.0,,,,,,,,,,,,,,
272,PT04M15.00S,2023-11-28T00:55:27.0Z,2,REGULAR,3pt,Jump Shot,[],1630595,28.33442838370565,21.813725490196077,1610612765,49,51,2023-11-28T00:56:58Z,2710000,False,141.0,214.0,1,left,C. Cunningham 25' 3PT  (9 PTS) (J. Ivey 5 AST),"[1630595, 1631093]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,25.61,Made,,,,,9.0,,,J. Ivey,1631093.0,5.0,,,,,,,,
274,PT03M58.00S,2023-11-28T00:55:47.3Z,2,REGULAR,turnover,traveling,[],1629673,,,1610612764,49,51,2023-11-28T00:55:53Z,2730000,False,,,0,,J. Poole traveling TURNOVER (2 TO),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,202007.0,2.0,,,,,,
275,PT03M47.00S,2023-11-28T00:56:09.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630595,20.844283837056505,47.05882352941176,1610612765,49,51,2023-11-28T00:57:27Z,2740000,False,15.0,143.0,1,left,MISS C. Cunningham 14' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Center,14.42,Missed,,,,,,,,,,,,,,,,,,
276,PT03M47.00S,2023-11-28T00:56:09.5Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,49,51,2023-11-28T00:56:22Z,2750000,False,,,0,,J. Duren REBOUND (Off:3 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Center,,,275.0,5.0,2.0,3.0,,,,,,,,,,,,,,
277,PT03M37.00S,2023-11-28T00:56:19.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630191,11.645860709592641,4.6568627450980395,1610612765,49,51,2023-11-28T00:56:24Z,2760000,False,227.0,57.0,1,left,MISS I. Stewart 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Right Corner 3,24+ Right,23.38,Missed,,,,,,,,,,,,,,,,,,
278,PT03M37.00S,2023-11-28T00:56:19.6Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,49,51,2023-11-28T00:56:24Z,2770000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,,,277.0,2.0,2.0,0.0,,,,,,,,,,,,,,
279,PT03M17.00S,2023-11-28T00:56:39.8Z,2,REGULAR,3pt,Jump Shot,[],1628398,70.12155059132719,75.49019607843137,1610612764,49,51,2023-11-28T00:56:44Z,2780000,False,127.0,228.0,1,right,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,26.16,Missed,,,,,,,,,,,,,,,,,,
280,PT03M13.00S,2023-11-28T00:56:43.3Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,49,51,2023-11-28T00:56:43Z,2790000,False,,,0,,J. Duren REBOUND (Off:3 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,279.0,6.0,3.0,3.0,,,,,,,,,,,,,,
281,PT03M06.00S,2023-11-28T00:56:51.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,8.886333771353483,49.754901960784316,1610612765,49,51,2023-11-28T00:56:56Z,2800000,False,1.0,31.0,1,left,MISS J. Duren turnaround Hook,[1631105],1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
282,PT03M02.00S,2023-11-28T00:56:53.8Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,49,51,2023-11-28T00:56:53Z,2810000,False,,,0,,J. Duren REBOUND (Off:4 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,281.0,7.0,3.0,4.0,,,,,,,,,,,,,,
283,PT02M59.00S,2023-11-28T00:56:57.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641709,5.732588699080158,49.754901960784316,1610612765,49,51,2023-11-28T00:57:01Z,2820000,False,1.0,1.0,1,left,MISS A. Thompson DUNK - blocked,"[1641709, 1629655]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.18,Missed,,,,,,Gafford,1629655.0,,,,,,,,,,,
341,PT02M59.00S,2023-11-28T00:56:57.7Z,2,REGULAR,block,,[],1629655,,,1610612765,49,51,2023-11-28T01:15:54Z,2825000,False,,,0,,D. Gafford BLOCK (3 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
284,PT02M57.00S,2023-11-28T00:56:59.7Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,49,51,2023-11-28T00:57:01Z,2830000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,283.0,3.0,3.0,0.0,,,,,,,,,,,,,,
285,PT02M51.00S,2023-11-28T00:57:05.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,92.9862023653088,39.46078431372549,1610612764,49,53,2023-11-28T00:57:19Z,2840000,False,-53.0,13.0,1,right,T. Jones driving floating Jump Shot (2 PTS) (K. Kuzma 5 AST),"[1626145, 1628398]",1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.44,Made,,,,,2.0,,,K. Kuzma,1628398.0,5.0,,,,,,,,
287,PT02M38.00S,2023-11-28T00:57:30.1Z,2,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,49,53,2023-11-28T00:57:48Z,2860000,False,,,0,,J. Duren bad pass out-of-bounds TURNOVER (3 TO),[1631105],1610612765.0,DET,bad pass,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202007.0,3.0,,,,,,
288,PT02M38.00S,2023-11-28T00:57:35.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,49,53,2023-11-28T00:57:35Z,2870000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M38.00S,2023-11-28T00:59:36.2Z,2,REGULAR,substitution,out,[],1630191,,,1610612764,49,53,2023-11-28T00:59:59Z,2880000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M38.00S,2023-11-28T00:59:36.2Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,49,53,2023-11-28T00:59:59Z,2890000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M38.00S,2023-11-28T00:59:36.2Z,2,REGULAR,substitution,in,[],1630587,,,1610612764,49,53,2023-11-28T00:59:59Z,2900000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M38.00S,2023-11-28T00:59:36.2Z,2,REGULAR,substitution,in,[],1630166,,,1610612764,49,53,2023-11-28T00:59:59Z,2910000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M25.00S,2023-11-28T01:00:26.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,92.59198423127464,45.34313725490196,1610612764,49,53,2023-11-28T01:02:59Z,2920000,False,-23.0,17.0,1,right,MISS D. Gafford driving Layup - blocked,"[1629655, 1631105]",1610612764.0,WAS,driving,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,Duren,1631105.0,,,,,,,,,,,
299,PT02M25.00S,2023-11-28T01:00:26.7Z,2,REGULAR,block,,[],1631105,,,1610612764,49,53,2023-11-28T01:00:29Z,2930000,False,,,0,,J. Duren BLOCK (3 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
300,PT02M22.00S,2023-11-28T01:00:29.7Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,49,53,2023-11-28T01:00:32Z,2940000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,298.0,2.0,2.0,0.0,,,,,,,,,,,,,,
301,PT02M21.00S,2023-11-28T01:00:31.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641709,6.389618922470433,49.01960784313725,1610612765,51,53,2023-11-28T01:03:29Z,2950000,False,5.0,8.0,1,left,A. Thompson running DUNK (12 PTS) (C. Cunningham 4 AST),"[1641709, 1630595]",1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,12.0,,,C. Cunningham,1630595.0,4.0,,,,,,,,
303,PT02M10.00S,2023-11-28T01:00:41.8Z,2,REGULAR,2pt,Jump Shot,[],1629673,85.89027595269383,24.509803921568626,1610612764,51,55,2023-11-28T01:00:48Z,2970000,False,-127.0,80.0,1,right,J. Poole 15' driving floating Jump Shot (10 PTS),[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,15.06,Made,,,,,10.0,,,,,,,,,,,,,
304,PT01M57.00S,2023-11-28T01:00:58.6Z,2,REGULAR,violation,kicked ball,[],1626145,,,1610612765,51,55,2023-11-28T01:01:05Z,2980000,False,,,0,,T. Jones kicked ball VIOLATION,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,1662.0,,,,,,,
305,PT01M46.00S,2023-11-28T01:01:20.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,16.245072273324574,51.9607843137255,1610612765,51,55,2023-11-28T01:04:03Z,2990000,False,-10.0,100.0,1,left,MISS C. Cunningham 10' turnaround fadeaway Shot,[1630595],1610612765.0,DET,turnaround fadeaway,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,10.07,Missed,,,,,,,,,,,,,,,,,,
306,PT01M43.00S,2023-11-28T01:01:23.6Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,51,55,2023-11-28T01:01:25Z,3000000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,305.0,4.0,4.0,0.0,,,,,,,,,,,,,,
307,PT01M33.00S,2023-11-28T01:01:33.6Z,2,REGULAR,turnover,lost ball,[],1629655,,,1610612764,51,55,2023-11-28T01:01:39Z,3010000,False,,,0,,D. Gafford lost ball TURNOVER (1 TO),"[1629655, 1630587]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Livers,1630587.0,,,,
308,PT01M33.00S,2023-11-28T01:01:33.6Z,2,REGULAR,steal,,[],1630587,,,1610612765,51,55,2023-11-28T01:01:37Z,3020000,False,,,0,,I. Livers STEAL (1 STL),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
309,PT01M23.00S,2023-11-28T01:01:43.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630587,5.338370565045992,49.754901960784316,1610612765,53,55,2023-11-28T01:01:49Z,3030000,False,1.0,-2.0,1,left,I. Livers driving reverse Layup (5 PTS) (J. Ivey 6 AST),"[1630587, 1631093]",1610612765.0,DET,driving reverse,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,5.0,,,J. Ivey,1631093.0,6.0,,,,,,,,
311,PT01M11.00S,2023-11-28T01:02:01.2Z,2,REGULAR,3pt,Jump Shot,[],1626145,66.83639947437582,37.00980392156863,1610612764,53,55,2023-11-28T01:05:43Z,3050000,False,-65.0,259.0,1,right,MISS T. Jones 26' pullup 3PT,[1626145],1610612764.0,WAS,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,26.72,Missed,,,,,,,,,,,,,,,,,,
312,PT01M10.00S,2023-11-28T01:02:02.2Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,53,55,2023-11-28T01:05:34Z,3060000,False,,,0,,J. Duren REBOUND (Off:4 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,311.0,8.0,4.0,4.0,,,,,,,,,,,,,,
314,PT00M56.20S,2023-11-28T01:02:24.7Z,2,REGULAR,foul,offensive,[],1631105,,,1610612765,53,55,2023-11-28T01:06:34Z,3080000,False,,,0,,J. Duren offensive FOUL (3 PF),"[1631105, 1629655]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202007.0,,,,3.0,0.0,Gafford,1629655.0
316,PT00M56.20S,2023-11-28T01:02:24.7Z,2,REGULAR,turnover,offensive foul,[],1631105,,,1610612765,53,55,2023-11-28T01:03:16Z,3100000,False,,,0,,J. Duren offensive foul TURNOVER (4 TO),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202007.0,4.0,,,,,,
317,PT00M56.20S,2023-11-28T01:03:21.1Z,2,REGULAR,substitution,out,[],1631105,,,1610612764,53,55,2023-11-28T01:03:35Z,3110000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M56.20S,2023-11-28T01:03:21.1Z,2,REGULAR,substitution,in,[],1630191,,,1610612764,53,55,2023-11-28T01:03:35Z,3120000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M40.60S,2023-11-28T01:03:43.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629673,93.82391590013141,34.53584558823529,1610612764,53,55,2023-11-28T01:19:25Z,3130000,False,-77.0,6.0,1,right,MISS J. Poole 7' finger roll Layup - blocked,"[1629673, 1641709]",1610612764.0,WAS,finger roll,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,7.75,Missed,,,,,,Thompson,1641709.0,,,,,,,,,,,
320,PT00M40.60S,2023-11-28T01:03:43.8Z,2,REGULAR,block,,[],1641709,,,1610612764,53,55,2023-11-28T01:03:46Z,3140000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
321,PT00M40.60S,2023-11-28T01:03:43.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,53,55,2023-11-28T01:03:55Z,3150000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,319.0,,,,,,,,,,,,,,,,,
323,PT00M37.00S,2023-11-28T01:04:07.8Z,2,REGULAR,turnover,lost ball,[],1629655,,,1610612764,53,55,2023-11-28T01:22:36Z,3170000,False,,,0,,D. Gafford lost ball TURNOVER (2 TO),"[1629655, 1631093]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2.0,Ivey,1631093.0,,,,
324,PT00M37.00S,2023-11-28T01:04:07.8Z,2,REGULAR,steal,,[],1631093,,,1610612765,53,55,2023-11-28T01:04:11Z,3180000,False,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
325,PT00M31.00S,2023-11-28T01:04:13.8Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630587,25.279237844940866,86.76470588235294,1610612765,53,55,2023-11-28T01:19:55Z,3190000,False,-184.0,185.0,1,left,MISS I. Livers 26' running 3PT,[1630587],1610612765.0,DET,running,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
326,PT00M26.00S,2023-11-28T01:04:18.8Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,53,55,2023-11-28T01:04:20Z,3200000,False,,,0,,D. Avdija REBOUND (Off:0 Def:5),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,325.0,5.0,5.0,0.0,,,,,,,,,,,,,,
327,PT00M23.50S,2023-11-28T01:04:22.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,92.9862023653088,50.98039215686274,1610612764,53,57,2023-11-28T01:04:32Z,3210000,False,5.0,13.0,1,right,D. Avdija running finger roll Layup (9 PTS),[1630166],1610612764.0,WAS,running finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,9.0,,,,,,,,,,,,,
328,PT00M06.60S,2023-11-28T01:04:55.0Z,2,REGULAR,foul,technical,['1freethrow'],1630166,,,1610612765,53,57,2023-11-28T01:05:06Z,3220000,False,,,0,,D. Avdija flopping technical FOUL (1 Tech),[1630166],1610612764.0,WAS,flopping,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1662.0,,,,1.0,1.0,,
329,PT00M06.60S,2023-11-28T01:05:12.6Z,2,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,54,57,2023-11-28T01:05:12Z,3230000,False,,,0,,C. Cunningham technical Free Throw 1 of 1 (10 PTS),[1630595],1610612765.0,DET,technical,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
330,PT00M06.60S,2023-11-28T01:05:16.7Z,2,REGULAR,substitution,out,[],1641709,,,1610612765,54,57,2023-11-28T01:05:21Z,3240000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M06.60S,2023-11-28T01:05:16.7Z,2,REGULAR,substitution,in,[],202692,,,1610612765,54,57,2023-11-28T01:05:21Z,3250000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M01.40S,2023-11-28T01:05:40.9Z,2,REGULAR,3pt,Jump Shot,[],1630595,32.14520367936925,50.245098039215684,1610612765,54,57,2023-11-28T01:21:30Z,3260000,False,-1.0,250.0,1,left,MISS C. Cunningham 24' step back 3PT,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,24.97,Missed,,,,,,,,,,,,,,,,,,
333,PT00M01.40S,2023-11-28T01:05:40.9Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,54,57,2023-11-28T01:05:47Z,3270000,False,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,332.0,1.0,0.0,1.0,,,,,,,,,,,,,,
335,PT00M00.00S,2023-11-28T01:06:43.7Z,2,REGULAR,period,end,[],0,,,1610612765,54,57,2023-11-28T01:06:43Z,3290000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2023-11-28T01:20:29.6Z,3,REGULAR,substitution,out,['startperiod'],1630587,,,1610612765,54,57,2023-11-28T01:20:58Z,3300000,False,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2023-11-28T01:20:29.6Z,3,REGULAR,substitution,out,['startperiod'],202692,,,1610612765,54,57,2023-11-28T01:20:58Z,3310000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
