actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
343,PT00M30.80S,2022-12-24T02:09:14.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203501,7.440867279894875,53.92156862745098,1610612742,50,61,2022-12-24T02:09:21Z,3420000,False,-20.0,17.0,1,left,MISS T. Hardaway Jr. driving Layup - blocked,"[203501, 1631106]",1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,Eason,1631106.0,,
344,PT00M30.80S,2022-12-24T02:09:14.7Z,2,REGULAR,block,,[],1631106,,,1610612742,50,61,2022-12-24T02:09:17Z,3430000,False,,,0,,T. Eason BLOCK (1 BLK),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
345,PT00M30.80S,2022-12-24T02:09:14.7Z,2,REGULAR,rebound,defensive,[],1630586,,,1610612745,50,61,2022-12-24T02:09:21Z,3440000,False,,,0,,U. Garuba REBOUND (Off:1 Def:1),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,343.0,,,,,2.0,1.0,1.0,,,,,,,,,,
346,PT00M07.70S,2022-12-24T02:09:37.8Z,2,REGULAR,3pt,Jump Shot,[],1630224,62.76281208935611,20.833333333333336,1610612745,50,61,2022-12-24T02:54:59Z,3450000,False,-146.0,298.0,1,right,MISS J. Green 33' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,33.13,Missed,,,,,,,,,,,,,,,,,,
347,PT00M06.50S,2022-12-24T02:09:39.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,50,61,2022-12-24T02:09:43Z,3460000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,346.0,,,,,,,,,,,,,,,,,
349,PT00M00.00S,2022-12-24T02:09:58.0Z,2,REGULAR,2pt,Jump Shot,[],1629029,12.565703022339028,67.40196078431373,1610612742,50,61,2022-12-24T02:10:05Z,3480000,False,-87.0,66.0,1,left,MISS L. Doncic 10' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,10.9,Missed,,,,,,,,,,,,,,,,,,
350,PT00M00.00S,2022-12-24T02:09:58.0Z,2,REGULAR,rebound,offensive,[],1629033,,,1610612742,50,61,2022-12-24T02:10:05Z,3490000,False,,,0,,T. Pinson REBOUND (Off:1 Def:1),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,Mid-Range,8-16 Left,,,349.0,,,,,2.0,1.0,1.0,,,,,,,,,,
351,PT00M00.00S,2022-12-24T02:10:04.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629033,5.590000152587891,50.0,1610612742,50,61,2022-12-24T02:10:04Z,3500000,False,0.0,0.0,1,left,MISS T. Pinson tip Layup,[1629033],1610612742.0,DAL,tip,,,Pinson,T. Pinson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
352,PT00M00.00S,2022-12-24T02:10:04.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,50,61,2022-12-24T02:10:04Z,3510000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,8-16 Left,,,351.0,,,,,,,,,,,,,,,,,
355,PT00M00.00S,2022-12-24T02:12:47.4Z,2,REGULAR,period,end,[],0,,,1610612742,50,61,2022-12-24T02:12:47Z,3520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-12-24T02:12:52.3Z,3,REGULAR,substitution,out,['startperiod'],1631106,,,1610612742,50,61,2022-12-24T02:25:13Z,3530000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-12-24T02:12:52.3Z,3,REGULAR,substitution,out,['startperiod'],1630586,,,1610612742,50,61,2022-12-24T02:25:13Z,3540000,False,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-12-24T02:12:52.3Z,3,REGULAR,substitution,out,['startperiod'],1631102,,,1610612742,50,61,2022-12-24T02:25:13Z,3550000,False,,,0,,SUB out: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-12-24T02:12:52.3Z,3,REGULAR,substitution,out,['startperiod'],1629033,,,1610612742,50,61,2022-12-24T02:25:13Z,3560000,False,,,0,,SUB out: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-12-24T02:12:52.3Z,3,REGULAR,substitution,out,['startperiod'],201580,,,1610612742,50,61,2022-12-24T02:25:13Z,3570000,False,,,0,,SUB out: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-12-24T02:12:52.3Z,3,REGULAR,substitution,in,['startperiod'],1630578,,,1610612742,50,61,2022-12-24T02:25:13Z,3580000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-12-24T02:12:52.3Z,3,REGULAR,substitution,in,['startperiod'],1631095,,,1610612742,50,61,2022-12-24T02:25:13Z,3590000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-12-24T02:12:52.3Z,3,REGULAR,substitution,in,['startperiod'],1629645,,,1610612742,50,61,2022-12-24T02:25:13Z,3600000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-12-24T02:12:52.3Z,3,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,50,61,2022-12-24T02:25:13Z,3610000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2022-12-24T02:12:52.3Z,3,REGULAR,substitution,in,['startperiod'],1626174,,,1610612742,50,61,2022-12-24T02:25:13Z,3620000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2022-12-24T02:25:24.5Z,3,REGULAR,period,start,[],0,,,1610612745,50,61,2022-12-24T02:25:24Z,3630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT11M48.00S,2022-12-24T02:25:37.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,10.200394218134035,35.049019607843135,1610612745,50,61,2022-12-24T02:25:46Z,3640000,False,75.0,43.0,1,left,MISS J. Green 8' driving floating bank Shot,[1630224],1610612745.0,HOU,driving floating bank,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,8.65,Missed,,,,,,,,,,,,,,,,,,
370,PT11M48.00S,2022-12-24T02:25:37.3Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,50,61,2022-12-24T02:25:46Z,3650000,False,,,0,,A. Sengun REBOUND (Off:2 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Right,,,369.0,,,,,3.0,1.0,2.0,,,,,,,,,,
371,PT11M48.00S,2022-12-24T02:25:41.4Z,3,REGULAR,foul,personal,['2freethrow'],203915,,,1610612745,50,61,2022-12-24T02:25:50Z,3660000,False,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Sengun 2 FT),"[203915, 1630578]",1610612742.0,DAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627524.0,1.0,0.0,Sengun,1630578.0,,,,,
373,PT11M48.00S,2022-12-24T02:26:08.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630578,,,1610612745,51,61,2022-12-24T02:26:08Z,3680000,False,,,0,,A. Sengun Free Throw 1 of 2 (12 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,12.0,,,,,,,,,,,,,,,,
374,PT11M48.00S,2022-12-24T02:26:28.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630578,,,1610612745,52,61,2022-12-24T02:26:28Z,3690000,False,,,0,,A. Sengun Free Throw 2 of 2 (13 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
375,PT11M29.00S,2022-12-24T02:26:47.7Z,3,REGULAR,3pt,Jump Shot,[],203501,77.7431011826544,91.91176470588235,1610612742,52,61,2022-12-24T02:37:31Z,3700000,False,210.0,157.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
376,PT11M29.00S,2022-12-24T02:26:47.7Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,52,61,2022-12-24T02:26:54Z,3710000,False,,,0,,A. Sengun REBOUND (Off:2 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,375.0,,,,,4.0,2.0,2.0,,,,,,,,,,
377,PT11M21.00S,2022-12-24T02:26:55.4Z,3,REGULAR,3pt,Jump Shot,[],1631095,26.49474375821288,12.009803921568627,1610612745,52,61,2022-12-24T02:37:43Z,3720000,False,190.0,197.0,1,left,MISS J. Smith Jr. 27' pullup 3PT,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,27.34,Missed,,,,,,,,,,,,,,,,,,
378,PT11M19.00S,2022-12-24T02:26:57.4Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,52,61,2022-12-24T02:27:07Z,3730000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,377.0,,,,,3.0,3.0,0.0,,,,,,,,,,
379,PT11M14.00S,2022-12-24T02:27:02.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626174,66.96780551905388,48.77450980392157,1610612742,52,61,2022-12-24T02:38:38Z,3740000,False,-6.0,258.0,1,right,MISS C. Wood 25' running pullup 3PT,[1626174],1610612742.0,DAL,running pullup,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
380,PT11M12.00S,2022-12-24T02:27:04.9Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612745,52,61,2022-12-24T02:27:14Z,3750000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Center,,,379.0,,,,,1.0,1.0,0.0,,,,,,,,,,
381,PT10M59.00S,2022-12-24T02:27:19.9Z,3,REGULAR,foul,personal,[],203915,,,1610612745,52,61,2022-12-24T02:27:31Z,3760000,False,,,0,,S. Dinwiddie personal FOUL (2 PF),"[203915, 1630578]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,200832.0,2.0,0.0,Sengun,1630578.0,,,,,
383,PT10M51.00S,2022-12-24T02:27:44.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.966491458607096,42.64705882352941,1610612745,54,61,2022-12-24T02:27:53Z,3780000,False,37.0,22.0,1,left,J. Green driving finger roll Layup (12 PTS) (A. Sengun 3 AST),"[1630224, 1630578]",1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,4.31,Made,,12.0,A. Sengun,1630578.0,3.0,,,,,,,,,,,,,
385,PT10M31.00S,2022-12-24T02:28:04.5Z,3,REGULAR,3pt,Jump Shot,[],203501,72.7496714848883,14.460784313725492,1610612742,54,61,2022-12-24T02:28:12Z,3800000,False,-178.0,204.0,1,right,MISS T. Hardaway Jr. 27' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,27.03,Missed,,,,,,,,,,,,,,,,,,
386,PT10M31.00S,2022-12-24T02:28:04.5Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,54,61,2022-12-24T02:28:12Z,3810000,False,,,0,,A. Sengun REBOUND (Off:2 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,385.0,,,,,5.0,3.0,2.0,,,,,,,,,,
387,PT10M15.00S,2022-12-24T02:28:20.0Z,3,REGULAR,2pt,Jump Shot,[],1631095,6.258212877792378,28.921568627450984,1610612745,56,61,2022-12-24T02:40:10Z,3820000,False,105.0,6.0,1,left,J. Smith Jr. 10' Jump Shot (13 PTS) (A. Sengun 4 AST),"[1631095, 1630578]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,10.56,Made,,13.0,A. Sengun,1630578.0,4.0,,,,,,,,,,,,,
389,PT10M03.00S,2022-12-24T02:28:35.1Z,3,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612742,56,61,2022-12-24T02:28:41Z,3840000,False,,,0,,J. Smith Jr. shooting personal FOUL (3 PF) (Doncic 2 FT),"[1631095, 1629029]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,200832.0,3.0,0.0,Doncic,1629029.0,,,,,
391,PT10M03.00S,2022-12-24T02:29:04.9Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,56,62,2022-12-24T02:29:29Z,3860000,False,,,0,,L. Doncic Free Throw 1 of 2 (19 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,19.0,,,,,,,,,,,,,,,,
392,PT10M03.00S,2022-12-24T02:29:04.9Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,56,62,2022-12-24T02:29:29Z,3870000,False,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
393,PT10M03.00S,2022-12-24T02:29:04.9Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612745,56,62,2022-12-24T02:29:29Z,3880000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,392.0,,,,,2.0,2.0,0.0,,,,,,,,,,
395,PT09M51.00S,2022-12-24T02:29:33.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,12.171484888304862,44.6078431372549,1610612745,58,62,2022-12-24T02:29:38Z,3890000,False,27.0,62.0,1,left,K. Porter Jr. 6' driving floating Jump Shot (11 PTS),[1629645],1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.75,Made,,11.0,,,,,,,,,,,,,,,,
396,PT09M36.00S,2022-12-24T02:29:48.5Z,3,REGULAR,3pt,Jump Shot,[],1629029,65.91655716162943,50.49019607843137,1610612742,58,65,2022-12-24T02:29:52Z,3900000,False,2.0,268.0,1,right,L. Doncic 26' 3PT step back (22 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,26.79,Made,,22.0,,,,,,,,,,,,,,,,
397,PT09M16.00S,2022-12-24T02:30:07.3Z,3,REGULAR,3pt,Jump Shot,[],1630231,5.206964520367937,97.05882352941177,1610612745,61,65,2022-12-24T02:42:20Z,3910000,False,-235.0,-4.0,1,left,K. Martin Jr. 3PT  (7 PTS) (K. Porter Jr. 1 AST),"[1630231, 1629645]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Left Corner 3,24+ Left,23.53,Made,,7.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,,,
399,PT09M04.00S,2022-12-24T02:30:20.0Z,3,REGULAR,3pt,Jump Shot,[],1629029,67.62483574244416,67.8921568627451,1610612742,61,65,2022-12-24T02:42:47Z,3930000,False,89.0,252.0,1,right,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
400,PT09M04.00S,2022-12-24T02:30:20.0Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612745,61,65,2022-12-24T02:30:25Z,3940000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:3),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,,,399.0,,,,,3.0,3.0,0.0,,,,,,,,,,
401,PT08M52.00S,2022-12-24T02:30:31.7Z,3,REGULAR,2pt,Jump Shot,[],1630224,15.062417871222076,69.6078431372549,1610612745,61,65,2022-12-24T02:30:38Z,3950000,False,-98.0,89.0,1,left,MISS J. Green 13' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,8-16 Left,13.24,Missed,,,,,,,,,,,,,,,,,,
402,PT08M51.00S,2022-12-24T02:30:32.7Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,61,65,2022-12-24T02:30:38Z,3960000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:4),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,,,401.0,,,,,4.0,4.0,0.0,,,,,,,,,,
403,PT08M34.00S,2022-12-24T02:30:50.2Z,3,REGULAR,3pt,Jump Shot,[],203501,65.78515111695138,46.81372549019608,1610612742,61,65,2022-12-24T02:30:56Z,3970000,False,-16.0,269.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,26.96,Missed,,,,,,,,,,,,,,,,,,
404,PT08M33.00S,2022-12-24T02:30:51.2Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,61,65,2022-12-24T02:30:56Z,3980000,False,,,0,,A. Sengun REBOUND (Off:2 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,403.0,,,,,6.0,4.0,2.0,,,,,,,,,,
405,PT08M20.00S,2022-12-24T02:31:04.6Z,3,REGULAR,3pt,Jump Shot,[],1629645,29.6484888304862,19.852941176470587,1610612745,61,65,2022-12-24T02:31:10Z,3990000,False,151.0,226.0,1,left,MISS K. Porter Jr. 27' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,27.18,Missed,,,,,,,,,,,,,,,,,,
406,PT08M20.00S,2022-12-24T02:31:04.6Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,61,65,2022-12-24T02:31:10Z,4000000,False,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,405.0,,,,,4.0,4.0,0.0,,,,,,,,,,
407,PT08M14.00S,2022-12-24T02:31:10.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203493,74.06373193166885,12.990196078431374,1610612742,61,65,2022-12-24T02:31:32Z,4010000,False,-185.0,191.0,1,right,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,26.61,Missed,,,,,,,,,,,,,,,,,,
408,PT08M10.00S,2022-12-24T02:31:14.9Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,61,65,2022-12-24T02:35:05Z,4020000,False,,,0,,J. Green REBOUND (Off:0 Def:5),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,407.0,,,,,5.0,5.0,0.0,,,,,,,,,,
411,PT08M01.00S,2022-12-24T02:31:23.5Z,3,REGULAR,3pt,Jump Shot,[],1630224,32.933639947437584,53.431372549019606,1610612745,61,65,2022-12-24T02:31:36Z,4050000,False,-17.0,257.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,25.77,Missed,,,,,,,,,,,,,,,,,,
412,PT07M59.00S,2022-12-24T02:31:25.5Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,61,65,2022-12-24T02:31:36Z,4060000,False,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Center,,,411.0,,,,,2.0,2.0,0.0,,,,,,,,,,
413,PT07M44.00S,2022-12-24T02:31:39.8Z,3,REGULAR,3pt,Jump Shot,[],203915,76.16622864651774,91.66666666666666,1610612742,61,65,2022-12-24T02:31:45Z,4070000,False,208.0,172.0,1,right,MISS S. Dinwiddie 26' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,26.98,Missed,,,,,,,,,,,,,,,,,,
414,PT07M42.00S,2022-12-24T02:31:41.8Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,61,65,2022-12-24T02:31:45Z,4080000,False,,,0,,A. Sengun REBOUND (Off:2 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,413.0,,,,,7.0,5.0,2.0,,,,,,,,,,
415,PT07M27.00S,2022-12-24T02:31:57.6Z,3,REGULAR,3pt,Jump Shot,[],1630231,31.61957950065703,68.87254901960785,1610612745,64,65,2022-12-24T02:33:25Z,4090000,False,-94.0,245.0,1,left,K. Martin Jr. 26' 3PT  (10 PTS) (A. Sengun 5 AST),"[1630231, 1630578]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,26.23,Made,,10.0,A. Sengun,1630578.0,5.0,,,,,,,,,,,,,
417,PT07M27.00S,2022-12-24T02:32:03.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,64,65,2022-12-24T02:32:03Z,4110000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M08.00S,2022-12-24T02:35:19.7Z,3,REGULAR,2pt,Jump Shot,[],1629029,81.8166885676741,66.66666666666666,1610612742,64,67,2022-12-24T02:35:26Z,4120000,False,83.0,118.0,1,right,L. Doncic 14' turnaround fadeaway Jump Shot (24 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,14.48,Made,,24.0,,,,,,,,,,,,,,,,
419,PT06M43.00S,2022-12-24T02:35:43.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,8.623521681997373,47.794117647058826,1610612745,66,67,2022-12-24T02:35:48Z,4130000,False,11.0,29.0,1,left,A. Sengun turnaround Hook (15 PTS) (J. Green 4 AST),"[1630578, 1630224]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.06,Made,,15.0,J. Green,1630224.0,4.0,,,,,,,,,,,,,
421,PT06M27.00S,2022-12-24T02:36:00.6Z,3,REGULAR,2pt,Jump Shot,[],1626174,80.1084099868594,87.5,1610612742,66,67,2022-12-24T02:36:08Z,4150000,False,188.0,134.0,1,right,MISS C. Wood 23' Jump Shot,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Right,23.08,Missed,,,,,,,,,,,,,,,,,,
422,PT06M26.00S,2022-12-24T02:36:01.6Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,66,67,2022-12-24T02:36:08Z,4160000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right,,,421.0,,,,,6.0,5.0,1.0,,,,,,,,,,
423,PT06M15.00S,2022-12-24T02:36:12.8Z,3,REGULAR,3pt,Jump Shot,[],1631095,27.151773981603156,17.401960784313726,1610612745,69,67,2022-12-24T02:36:17Z,4170000,False,163.0,203.0,1,left,J. Smith Jr. 26' 3PT  (16 PTS) (A. Sengun 6 AST),"[1631095, 1630578]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,26.01,Made,,16.0,A. Sengun,1630578.0,6.0,,,,,,,,,,,,,
425,PT05M58.00S,2022-12-24T02:36:31.7Z,3,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612742,69,67,2022-12-24T02:37:08Z,4190000,False,,,0,,J. Smith Jr. shooting personal FOUL (4 PF) (Doncic 2 FT),"[1631095, 1629029]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,200832.0,4.0,0.0,Doncic,1629029.0,,,,,
427,PT05M58.00S,2022-12-24T02:37:09.5Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,69,68,2022-12-24T02:37:09Z,4210000,False,,,0,,L. Doncic Free Throw 1 of 2 (25 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,25.0,,,,,,,,,,,,,,,,
428,PT05M58.00S,2022-12-24T02:37:10.3Z,3,REGULAR,substitution,out,[],1631095,,,1610612742,69,68,2022-12-24T02:37:26Z,4220000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M58.00S,2022-12-24T02:37:10.3Z,3,REGULAR,substitution,out,[],203501,,,1610612742,69,68,2022-12-24T02:37:26Z,4230000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
