actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
596,PT03M04.00S,2023-03-20T01:17:40.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612740,99,109,2023-03-20T01:17:55Z,5870000,False,,,0,,J. Tate shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[1630256, 202685]",1610612745.0,HOU,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Tate,J. Tate,,,,,,,,,1146.0,2.0,0.0,,,Valanciunas,202685.0,,,
598,PT03M04.00S,2023-03-20T01:18:17.4Z,4,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,99,110,2023-03-20T01:18:17Z,5890000,False,,,0,,J. Valanciunas Free Throw 1 of 2 (19 PTS),[202685],1610612740.0,NOP,,,,,,,,,,Made,Valanciunas,J. Valanciunas,,,,,19.0,,,,,,,,,,,,,
599,PT03M04.00S,2023-03-20T01:18:40.4Z,4,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,99,111,2023-03-20T01:18:40Z,5900000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (20 PTS),[202685],1610612740.0,NOP,,,,,,,,,,Made,Valanciunas,J. Valanciunas,,,,,20.0,,,,,,,,,,,,,
600,PT02M49.00S,2023-03-20T01:19:01.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202685,,,1610612745,99,111,2023-03-20T01:19:09Z,5910000,False,,,0,,J. Valanciunas shooting personal FOUL (5 PF) (Porter Jr. 2 FT),"[202685, 1629645]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Valanciunas,J. Valanciunas,,,,,,,,,1146.0,5.0,2.0,,,Porter Jr.,1629645.0,,,
602,PT02M49.00S,2023-03-20T01:19:25.2Z,4,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,100,111,2023-03-20T01:19:25Z,5930000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (22 PTS),[1629645],1610612745.0,HOU,,,,,,,,,,Made,Porter Jr.,K. Porter Jr.,,,,,22.0,,,,,,,,,,,,,
603,PT02M49.00S,2023-03-20T01:19:41.6Z,4,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,101,111,2023-03-20T01:19:41Z,5940000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (23 PTS),[1629645],1610612745.0,HOU,,,,,,,,,,Made,Porter Jr.,K. Porter Jr.,,,,,23.0,,,,,,,,,,,,,
604,PT02M32.00S,2023-03-20T01:20:04.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612740,101,111,2023-03-20T01:20:18Z,5950000,False,,,0,,J. Tate personal FOUL (3 PF) (Valanciunas 2 FT),"[1630256, 202685]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Tate,J. Tate,,,,,,,,,1146.0,3.0,0.0,,,Valanciunas,202685.0,,,
606,PT02M32.00S,2023-03-20T01:20:46.0Z,4,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,101,111,2023-03-20T01:20:46Z,5970000,False,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,,,,,,,Missed,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
607,PT02M32.00S,2023-03-20T01:20:46.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,101,111,2023-03-20T01:20:46Z,5980000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,606.0,,,,,,,,,,,,,,,,,
608,PT02M32.00S,2023-03-20T01:21:05.4Z,4,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,101,112,2023-03-20T01:21:05Z,5990000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (21 PTS),[202685],1610612740.0,NOP,,,,,,,,,,Made,Valanciunas,J. Valanciunas,,,,,21.0,,,,,,,,,,,,,
609,PT02M16.00S,2023-03-20T01:21:23.2Z,4,REGULAR,2pt,Jump Shot,[],1630224,76.69185282522996,53.67647058823529,1610612745,103,112,2023-03-20T01:21:28Z,6000000,False,18.0,167.0,1,right,J. Green 16' step back Jump Shot (40 PTS) (J. Tate 4 AST),"[1630224, 1630256]",1610612745.0,HOU,step back,,,,,,Mid-Range,16-24 Center,16.76,Made,Green,J. Green,,,,,40.0,J. Tate,1630256.0,4.0,,,,,,,,,,
611,PT01M51.00S,2023-03-20T01:21:48.3Z,4,REGULAR,2pt,Jump Shot,[],1627742,25.312089356110377,56.61764705882353,1610612740,103,112,2023-03-20T01:22:46Z,6020000,False,-33.0,185.0,1,left,MISS B. Ingram 18' step back Shot,[1627742],1610612740.0,NOP,step back,,,,,,Mid-Range,16-24 Center,18.83,Missed,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
612,PT01M47.00S,2023-03-20T01:21:52.3Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612745,103,112,2023-03-20T01:21:53Z,6030000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:4),[1630231],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Center,,,Martin Jr.,K. Martin Jr.,611.0,5.0,4.0,1.0,,,,,,,,,,,,,,
613,PT01M33.00S,2023-03-20T01:22:05.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.67214191852825,42.8921568627451,1610612745,103,112,2023-03-20T01:22:11Z,6040000,False,-36.0,26.0,1,right,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.39,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
614,PT01M31.00S,2023-03-20T01:22:07.5Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,103,112,2023-03-20T01:22:11Z,6050000,False,,,0,,J. Valanciunas REBOUND (Off:5 Def:7),[202685],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Valanciunas,J. Valanciunas,613.0,12.0,7.0,5.0,,,,,,,,,,,,,,
615,PT01M12.00S,2023-03-20T01:22:28.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,7.966491458607096,45.09803921568628,1610612740,103,114,2023-03-20T01:22:33Z,6060000,False,25.0,22.0,1,left,B. Ingram driving finger roll Layup (26 PTS),[1627742],1610612740.0,NOP,driving finger roll,,,,,,Restricted Area,0-8 Center,3.32,Made,Ingram,B. Ingram,,,,,26.0,,,,,,,,,,,,,
616,PT01M02.00S,2023-03-20T01:22:40.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.59198423127464,46.07843137254902,1610612745,105,114,2023-03-20T01:22:46Z,6070000,False,-20.0,17.0,1,right,K. Porter Jr. driving reverse Layup (25 PTS),[1629645],1610612745.0,HOU,driving reverse,,,,,,Restricted Area,0-8 Center,2.6,Made,Porter Jr.,K. Porter Jr.,,,,,25.0,,,,,,,,,,,,,
617,PT00M40.60S,2023-03-20T01:23:05.6Z,4,REGULAR,turnover,bad pass,[],1630529,,,1610612740,105,114,2023-03-20T01:23:10Z,6080000,False,,,0,,H. Jones bad pass TURNOVER (2 TO),"[1630529, 1630224]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,Jones,H. Jones,,,,,,,,,,,,,,,,2.0,Green,1630224.0
618,PT00M40.60S,2023-03-20T01:23:05.6Z,4,REGULAR,steal,,[],1630224,,,1610612745,105,114,2023-03-20T01:23:07Z,6090000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,Green,J. Green,,,,,,,,,,,,,,,,,,
619,PT00M36.50S,2023-03-20T01:23:10.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630231,91.93495400788436,47.30392156862745,1610612745,107,114,2023-03-20T01:23:19Z,6100000,False,-13.0,23.0,1,right,K. Martin Jr. running finger roll Layup (8 PTS) (K. Porter Jr. 4 AST),"[1630231, 1629645]",1610612745.0,HOU,running finger roll,,,,,,Restricted Area,0-8 Center,2.69,Made,Martin Jr.,K. Martin Jr.,,,,,8.0,K. Porter Jr.,1629645.0,4.0,,,,,,,,,,
621,PT00M36.50S,2023-03-20T01:23:18.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,107,114,2023-03-20T01:23:18Z,6120000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M35.30S,2023-03-20T01:25:00.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630224,,,1610612740,107,114,2023-03-20T01:25:12Z,6130000,False,,,0,,J. Green take personal FOUL (2 PF) (Jones 2 FT),"[1630224, 1630529]",1610612745.0,HOU,take,,,,,,Above the Break 3,24+ Left Center,,,Green,J. Green,,,,,,,,,202007.0,2.0,0.0,,,Jones,1630529.0,,,
624,PT00M35.30S,2023-03-20T01:25:28.2Z,4,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,107,115,2023-03-20T01:25:28Z,6150000,False,,,0,,H. Jones Free Throw 1 of 2 (12 PTS),[1630529],1610612740.0,NOP,,,,,,,,,,Made,Jones,H. Jones,,,,,12.0,,,,,,,,,,,,,
625,PT00M35.30S,2023-03-20T01:25:29.0Z,4,REGULAR,substitution,out,[],202685,,,1610612740,107,115,2023-03-20T01:25:34Z,6160000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
626,PT00M35.30S,2023-03-20T01:25:29.0Z,4,REGULAR,substitution,in,[],1626204,,,1610612740,107,115,2023-03-20T01:25:34Z,6170000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,,,,,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,
627,PT00M35.30S,2023-03-20T01:25:49.1Z,4,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,107,116,2023-03-20T01:25:49Z,6180000,False,,,0,,H. Jones Free Throw 2 of 2 (13 PTS),[1630529],1610612740.0,NOP,,,,,,,,,,Made,Jones,H. Jones,,,,,13.0,,,,,,,,,,,,,
628,PT00M35.30S,2023-03-20T01:25:52.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,107,116,2023-03-20T01:25:52Z,6190000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M35.30S,2023-03-20T01:26:49.2Z,4,REGULAR,substitution,out,[],1630530,,,1610612745,107,116,2023-03-20T01:27:10Z,6200000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
630,PT00M35.30S,2023-03-20T01:26:49.2Z,4,REGULAR,substitution,in,[],1626196,,,1610612745,107,116,2023-03-20T01:27:10Z,6210000,False,,,0,,SUB in: J. Richardson,[1626196],1610612740.0,NOP,,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,
631,PT00M35.30S,2023-03-20T01:27:23.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,107,116,2023-03-20T01:27:23Z,6220000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT00M29.90S,2023-03-20T01:28:53.4Z,4,REGULAR,turnover,lost ball,[],1630224,,,1610612745,107,116,2023-03-20T01:28:57Z,6230000,False,,,0,,J. Green lost ball TURNOVER (2 TO),"[1630224, 203468]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Right,,,Green,J. Green,,,,,,,,,,,,,,,,2.0,McCollum,203468.0
633,PT00M29.90S,2023-03-20T01:28:53.4Z,4,REGULAR,steal,,[],203468,,,1610612740,107,116,2023-03-20T01:28:55Z,6240000,False,,,0,,C. McCollum STEAL (2 STL),[203468],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Right,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
634,PT00M24.70S,2023-03-20T01:28:59.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612740,107,116,2023-03-20T01:29:06Z,6250000,False,,,0,,J. Tate take personal FOUL (4 PF) (McCollum 2 FT),"[1630256, 203468]",1610612745.0,HOU,take,,,,,,Above the Break 3,24+ Left Center,,,Tate,J. Tate,,,,,,,,,1204.0,4.0,0.0,,,McCollum,203468.0,,,
636,PT00M24.70S,2023-03-20T01:29:23.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203468,,,1610612740,107,116,2023-03-20T01:29:23Z,6270000,False,,,0,,MISS C. McCollum Free Throw 1 of 2,[203468],1610612740.0,NOP,,,,,,,,,,Missed,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
637,PT00M24.70S,2023-03-20T01:29:23.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,107,116,2023-03-20T01:29:23Z,6280000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,636.0,,,,,,,,,,,,,,,,,
638,PT00M24.70S,2023-03-20T01:29:48.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203468,,,1610612740,107,117,2023-03-20T01:29:48Z,6290000,False,,,0,,C. McCollum Free Throw 2 of 2 (26 PTS),[203468],1610612740.0,NOP,,,,,,,,,,Made,McCollum,C. McCollum,,,,,26.0,,,,,,,,,,,,,
639,PT00M12.00S,2023-03-20T01:30:03.7Z,4,REGULAR,2pt,Jump Shot,[],1630224,74.58935611038108,44.85294117647059,1610612745,107,117,2023-03-20T01:30:10Z,6300000,False,-26.0,186.0,1,right,MISS J. Green 18' fadeaway Shot,[1630224],1610612745.0,HOU,fadeaway,,,,,,Mid-Range,16-24 Center,18.82,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
640,PT00M09.40S,2023-03-20T01:30:06.3Z,4,REGULAR,rebound,defensive,[],203468,,,1610612740,107,117,2023-03-20T01:30:06Z,6310000,False,,,0,,C. McCollum REBOUND (Off:0 Def:6),[203468],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Center,,,McCollum,C. McCollum,639.0,6.0,6.0,0.0,,,,,,,,,,,,,,
641,PT00M00.00S,2023-03-20T01:30:24.8Z,4,REGULAR,period,end,[],0,,,1610612740,107,117,2023-03-20T01:30:24Z,6320000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M00.00S,2023-03-20T01:30:30.0Z,4,REGULAR,game,end,[],0,,,0,107,117,2023-03-20T01:30:30Z,6330000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
