actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
584,PT03M35.00S,2022-11-03T02:08:23.8Z,4,REGULAR,substitution,out,[],1630227,,,1610612745,92,100,2022-11-03T02:08:28Z,5750000,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT03M35.00S,2022-11-03T02:08:23.8Z,4,REGULAR,substitution,in,[],1631106,,,1610612745,92,100,2022-11-03T02:08:28Z,5760000,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT03M35.00S,2022-11-03T02:08:40.8Z,4,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,93,100,2022-11-03T02:08:40Z,5770000,,,0,,A. Sengun Free Throw 2 of 2 (22 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
587,PT03M14.00S,2022-11-03T02:09:04.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202331,7.703679369250986,45.588235294117645,1610612746,93,102,2022-11-03T02:09:09Z,5780000,22.0,20.0,1,left,P. George driving finger roll Layup (26 PTS),[202331],1610612746.0,LAC,driving finger roll,,,George,P. George,,,,,Restricted Area,0-8 Center,2.97,Made,26.0,,,,,,,,,,,,,,,,,
588,PT03M08.00S,2022-11-03T02:09:10.1Z,4,REGULAR,turnover,bad pass,[],1629645,,,1610612745,93,102,2022-11-03T02:09:14Z,5790000,,,0,,K. Porter Jr. bad pass TURNOVER (6 TO),"[1629645, 202704]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,6.0,Jackson,202704.0,,,,,
589,PT03M08.00S,2022-11-03T02:09:10.1Z,4,REGULAR,steal,,[],202704,,,1610612746,93,102,2022-11-03T02:09:11Z,5800000,,,0,,R. Jackson STEAL (1 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
590,PT03M02.00S,2022-11-03T02:09:16.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202694,8.886333771353483,3.6764705882352944,1610612746,93,105,2022-11-03T02:27:16Z,5810000,232.0,31.0,1,left,M. Morris Sr. 3PT running (21 PTS) (P. George 5 AST),"[202694, 202331]",1610612746.0,LAC,running,,,Morris Sr.,M. Morris Sr.,,,,,Right Corner 3,24+ Right,23.37,Made,21.0,,,,,,,,,,,,,,,P. George,202331.0,5.0
592,PT03M00.00S,2022-11-03T02:09:23.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,93,105,2022-11-03T02:09:23Z,5830000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT02M36.00S,2022-11-03T02:11:20.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,90.75229960578186,47.05882352941176,1610612745,95,105,2022-11-03T02:11:26Z,5840000,-15.0,34.0,1,right,A. Sengun driving DUNK (24 PTS) (K. Porter Jr. 7 AST),"[1630578, 1629645]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.74,Made,24.0,,,,,,,,,,,,,,,K. Porter Jr.,1629645.0,7.0
595,PT02M15.00S,2022-11-03T02:11:43.4Z,4,REGULAR,turnover,out-of-bounds,[],202331,,,1610612746,95,105,2022-11-03T02:11:49Z,5860000,,,0,,P. George lost ball out-of-bounds TURNOVER (5 TO),[202331],1610612746.0,LAC,lost ball,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,,,,,5.0,,,,,,,
596,PT02M01.00S,2022-11-03T02:12:04.6Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630578,88.38699080157687,53.431372549019606,1610612745,97,105,2022-11-03T02:12:08Z,5870000,17.0,57.0,1,right,A. Sengun turnaround Hook (26 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.93,Made,26.0,,,,,,,,,,,,,,,,,
597,PT01M45.00S,2022-11-03T02:12:23.9Z,4,REGULAR,3pt,Jump Shot,[],202331,34.37910643889619,52.450980392156865,1610612746,97,105,2022-11-03T02:12:31Z,5880000,-12.0,271.0,1,left,MISS P. George 27' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,27.1,Missed,,,,,,,,,,,,,,,,,,
598,PT01M43.00S,2022-11-03T02:12:25.9Z,4,REGULAR,rebound,offensive,[],1626181,,,1610612746,97,105,2022-11-03T02:12:31Z,5890000,,,0,,N. Powell REBOUND (Off:1 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,,597.0,2.0,1.0,1.0,,,,,,,,,,,,,
600,PT01M33.00S,2022-11-03T02:12:48.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202331,32.276609724047304,63.48039215686274,1610612746,97,105,2022-11-03T02:28:18Z,5910000,-67.0,251.0,1,left,MISS P. George 25' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,,
601,PT01M29.00S,2022-11-03T02:12:52.1Z,4,REGULAR,rebound,offensive,[],1627826,,,1610612746,97,105,2022-11-03T02:12:58Z,5920000,,,0,,I. Zubac REBOUND (Off:1 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,600.0,6.0,5.0,1.0,,,,,,,,,,,,,
602,PT01M28.00S,2022-11-03T02:12:52.7Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627826,8.886333771353483,42.64705882352941,1610612746,97,105,2022-11-03T02:13:01Z,5930000,37.0,31.0,1,left,MISS I. Zubac Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,,
603,PT01M26.00S,2022-11-03T02:12:54.7Z,4,REGULAR,rebound,defensive,[],1630224,,,1610612745,97,105,2022-11-03T02:13:01Z,5940000,,,0,,J. Green REBOUND (Off:0 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,602.0,4.0,4.0,0.0,,,,,,,,,,,,,
604,PT01M22.00S,2022-11-03T02:13:00.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629645,91.01511169513797,45.34313725490196,1610612745,99,105,2022-11-03T02:28:45Z,5950000,-23.0,32.0,1,right,K. Porter Jr. DUNK (20 PTS) (J. Green 1 AST),"[1629645, 1630224]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,3.96,Made,20.0,,,,,,,,,,,,,,,J. Green,1630224.0,1.0
606,PT01M04.00S,2022-11-03T02:13:25.0Z,4,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612746,99,105,2022-11-03T02:13:33Z,5970000,,,0,,A. Sengun shooting personal FOUL (6 PF) (George 2 FT),"[1630578, 202331]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,2530.0,6.0,0.0,George,202331.0,,,,,,,,
608,PT01M04.00S,2022-11-03T02:14:00.4Z,4,REGULAR,substitution,out,[],1630578,,,1610612746,99,105,2022-11-03T02:14:06Z,5990000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT01M04.00S,2022-11-03T02:14:00.4Z,4,REGULAR,substitution,in,[],1630586,,,1610612746,99,105,2022-11-03T02:14:06Z,6000000,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT01M04.00S,2022-11-03T02:14:28.1Z,4,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,99,106,2022-11-03T02:14:28Z,6010000,,,0,,P. George Free Throw 1 of 2 (27 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
611,PT01M04.00S,2022-11-03T02:14:28.7Z,4,REGULAR,substitution,out,[],1627826,,,1610612746,99,106,2022-11-03T02:14:33Z,6020000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT01M04.00S,2022-11-03T02:14:28.7Z,4,REGULAR,substitution,in,[],201587,,,1610612746,99,106,2022-11-03T02:14:33Z,6030000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT01M04.00S,2022-11-03T02:14:49.7Z,4,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,99,107,2022-11-03T02:14:49Z,6040000,,,0,,P. George Free Throw 2 of 2 (28 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
614,PT01M00.00S,2022-11-03T02:15:03.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201587,,,1610612745,99,107,2022-11-03T02:15:26Z,6050000,,,0,,N. Batum personal FOUL (6 PF) (Porter Jr. 2 FT),"[201587, 1629645]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,,,,,,,,1628953.0,6.0,0.0,Porter Jr.,1629645.0,,,,,,,,
616,PT01M00.00S,2022-11-03T02:15:18.9Z,4,REGULAR,substitution,out,[],201587,,,1610612745,99,107,2022-11-03T02:15:23Z,6070000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT01M00.00S,2022-11-03T02:15:18.9Z,4,REGULAR,substitution,in,[],1629611,,,1610612745,99,107,2022-11-03T02:15:23Z,6080000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT01M00.00S,2022-11-03T02:15:42.1Z,4,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,100,107,2022-11-03T02:15:42Z,6090000,,,0,,K. Porter Jr. Free Throw 1 of 2 (21 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
619,PT01M00.00S,2022-11-03T02:15:57.9Z,4,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,101,107,2022-11-03T02:15:57Z,6100000,,,0,,K. Porter Jr. Free Throw 2 of 2 (22 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
620,PT00M41.10S,2022-11-03T02:16:18.2Z,4,REGULAR,3pt,Jump Shot,[],202704,25.706307490144546,12.009803921568627,1610612746,101,107,2022-11-03T02:16:27Z,6110000,190.0,189.0,1,left,MISS R. Jackson 26' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,26.81,Missed,,,,,,,,,,,,,,,,,,
621,PT00M40.10S,2022-11-03T02:16:19.2Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612745,101,107,2022-11-03T02:16:27Z,6120000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:3),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,,,,620.0,3.0,3.0,0.0,,,,,,,,,,,,,
622,PT00M31.50S,2022-11-03T02:16:29.4Z,4,REGULAR,turnover,out-of-bounds,[],1630231,,,1610612745,101,107,2022-11-03T02:16:39Z,6130000,,,0,,K. Martin Jr. bad pass out-of-bounds TURNOVER (1 TO),[1630231],1610612745.0,HOU,bad pass,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,2530.0,,,,,1.0,,,,,,,
623,PT00M20.20S,2022-11-03T02:16:51.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630586,,,1610612746,101,107,2022-11-03T02:17:13Z,6140000,,,0,,U. Garuba take personal FOUL (4 PF) (Jackson 2 FT),"[1630586, 202704]",1610612745.0,HOU,take,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Left Center,,,,,,,,1155.0,4.0,0.0,Jackson,202704.0,,,,,,,,
625,PT00M20.20S,2022-11-03T02:17:18.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],202704,,,1610612746,101,108,2022-11-03T02:17:18Z,6160000,,,0,,R. Jackson Free Throw 1 of 2 (11 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
626,PT00M20.20S,2022-11-03T02:17:39.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],202704,,,1610612746,101,109,2022-11-03T02:17:39Z,6170000,,,0,,R. Jackson Free Throw 2 of 2 (12 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
627,PT00M20.20S,2022-11-03T02:17:45.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,101,109,2022-11-03T02:17:45Z,6180000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M20.20S,2022-11-03T02:18:45.8Z,4,REGULAR,substitution,out,[],202331,,,1610612745,101,109,2022-11-03T02:18:58Z,6190000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M20.20S,2022-11-03T02:18:45.8Z,4,REGULAR,substitution,in,[],1629599,,,1610612745,101,109,2022-11-03T02:18:58Z,6200000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M14.60S,2022-11-03T02:19:25.0Z,4,REGULAR,3pt,Jump Shot,[],1629645,67.23061760840999,69.11764705882352,1610612745,101,109,2022-11-03T02:30:09Z,6210000,96.0,256.0,1,right,MISS K. Porter Jr. 27' pullup 3PT,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,27.28,Missed,,,,,,,,,,,,,,,,,,
631,PT00M11.00S,2022-11-03T02:19:28.6Z,4,REGULAR,rebound,offensive,[],1631106,,,1610612745,101,109,2022-11-03T02:19:28Z,6220000,,,0,,T. Eason REBOUND (Off:3 Def:4),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,630.0,7.0,4.0,3.0,,,,,,,,,,,,,
632,PT00M09.20S,2022-11-03T02:19:30.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,94.30026281208936,97.05882352941177,1610612745,101,109,2022-11-03T02:19:41Z,6230000,235.0,1.0,1,right,MISS J. Green 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
633,PT00M00.20S,2022-11-03T02:19:39.4Z,4,REGULAR,rebound,offensive,[],1630586,,,1610612745,101,109,2022-11-03T02:19:39Z,6240000,,,0,,U. Garuba REBOUND (Off:4 Def:2),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Right Corner 3,24+ Right,,,,632.0,6.0,2.0,4.0,,,,,,,,,,,,,
634,PT00M00.20S,2022-11-03T02:19:39.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630586,94.40999984741211,50.0,1610612745,101,109,2022-11-03T02:19:50Z,6250000,0.0,0.0,1,right,MISS U. Garuba putback Layup - blocked,"[1630586, 1629611]",1610612745.0,HOU,putback,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,Mann,1629611.0,,,
635,PT00M00.20S,2022-11-03T02:19:39.4Z,4,REGULAR,block,,[],1629611,,,1610612745,101,109,2022-11-03T02:19:46Z,6260000,,,0,,T. Mann BLOCK (1 BLK),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
636,PT00M00.20S,2022-11-03T02:19:39.4Z,4,REGULAR,rebound,defensive,[],1626181,,,1610612746,101,109,2022-11-03T02:19:50Z,6270000,,,0,,N. Powell REBOUND (Off:1 Def:2),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,634.0,3.0,2.0,1.0,,,,,,,,,,,,,
637,PT00M00.00S,2022-11-03T02:19:58.4Z,4,REGULAR,period,end,[],0,,,1610612746,101,109,2022-11-03T02:19:58Z,6280000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M00.00S,2022-11-03T02:20:08.0Z,4,REGULAR,game,end,[],0,,,0,101,109,2022-11-03T02:20:08Z,6290000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
