actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
616,PT02M01.00S,2022-04-01T01:46:42.1Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,126,100,2022-04-01T01:46:44Z,6120000,,,0,,O. Okongwu REBOUND (Off:4 Def:8),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,615.0,12.0,8.0,4.0,,,,,,,,
617,PT01M52.00S,2022-04-01T01:46:51.2Z,4,REGULAR,turnover,lost ball,[],1627789,,,1610612737,126,100,2022-04-01T01:46:57Z,6130000,,,0,,T. Luwawu-Cabarrot lost ball TURNOVER (1 TO),"[1627789, 1629164]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,1.0,Goodwin,1629164.0,,,,,,,,,,,,,,,,,,
618,PT01M52.00S,2022-04-01T01:46:51.2Z,4,REGULAR,steal,,[],1629164,,,1610612739,126,100,2022-04-01T01:49:23Z,6140000,,,0,,B. Goodwin STEAL (1 STL),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT01M50.00S,2022-04-01T01:46:55.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630219,,,1610612739,126,100,2022-04-01T01:47:23Z,6150000,,,0,,S. Mays shooting personal FOUL (1 PF) (Goodwin 2 FT),"[1630219, 1629164]",1610612737.0,ATL,shooting,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Goodwin,1629164.0,
621,PT01M50.00S,2022-04-01T01:47:23.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629164,,,1610612739,126,101,2022-04-01T01:47:39Z,6170000,,,0,,B. Goodwin Free Throw 1 of 2 (7 PTS),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
622,PT01M50.00S,2022-04-01T01:47:23.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629164,,,1610612739,126,101,2022-04-01T01:47:39Z,6180000,,,0,,MISS B. Goodwin Free Throw 2 of 2,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,Missed,,,,,,,,,,,,,,,,
623,PT01M46.00S,2022-04-01T01:47:27.9Z,4,REGULAR,rebound,offensive,[],202334,,,1610612739,126,101,2022-04-01T01:47:39Z,6190000,,,0,,E. Davis REBOUND (Off:1 Def:1),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,622.0,2.0,1.0,1.0,,,,,,,,
624,PT01M44.00S,2022-04-01T01:47:39.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626224,68.67608409986859,68.38235294117648,1610612739,126,101,2022-04-01T01:47:45Z,6200000,92.0,242.0,1,right,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,25.88,Missed,,,,,,,,,,,,,,,,
625,PT01M42.00S,2022-04-01T01:47:41.9Z,4,REGULAR,rebound,defensive,[],203476,,,1610612737,126,101,2022-04-01T01:47:45Z,6210000,,,0,,G. Dieng REBOUND (Off:0 Def:2),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,624.0,2.0,2.0,0.0,,,,,,,,
626,PT01M31.00S,2022-04-01T01:47:52.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630219,5.995400788436268,50.0,1610612737,126,101,2022-04-01T01:48:00Z,6220000,0.0,4.0,1,left,MISS S. Mays driving Layup,[1630219],1610612737.0,ATL,driving,,,Mays,S. Mays,,,,,,,,0.39,Missed,,,,,,,,,,,,,,,,
627,PT01M28.00S,2022-04-01T01:47:55.9Z,4,REGULAR,rebound,defensive,[],202334,,,1610612739,126,101,2022-04-01T01:48:00Z,6230000,,,0,,E. Davis REBOUND (Off:1 Def:2),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,626.0,3.0,2.0,1.0,,,,,,,,
628,PT01M14.00S,2022-04-01T01:48:09.7Z,4,REGULAR,2pt,Jump Shot,[],1629164,78.66294349540078,70.34313725490196,1610612739,126,103,2022-04-01T01:48:16Z,6240000,102.0,148.0,1,right,B. Goodwin 17' step back Jump Shot (9 PTS),[1629164],1610612739.0,CLE,step back,,,Goodwin,B. Goodwin,,,,,,,,17.97,Made,9.0,,,,,,,,,,,,,,,
629,PT01M01.00S,2022-04-01T01:48:26.6Z,4,REGULAR,3pt,Jump Shot,[],1628995,28.597240473061763,22.54901960784314,1610612737,129,103,2022-04-01T01:48:33Z,6250000,137.0,216.0,1,left,K. Knox II 25' 3PT  (5 PTS) (T. Luwawu-Cabarrot 2 AST),"[1628995, 1627789]",1610612737.0,ATL,,,,Knox II,K. Knox II,,,,,,,,25.62,Made,5.0,T. Luwawu-Cabarrot,1627789.0,2.0,,,,,,,,,,,,
631,PT00M49.50S,2022-04-01T01:48:43.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629685,93.64323258869908,48.77450980392157,1610612739,129,105,2022-04-01T01:48:50Z,6270000,-6.0,7.0,1,right,D. Windler cutting Layup (5 PTS) (B. Goodwin 1 AST),"[1629685, 1629164]",1610612739.0,CLE,cutting,,,Windler,D. Windler,,,,,,,,0.95,Made,5.0,B. Goodwin,1629164.0,1.0,,,,,,,,,,,,
633,PT00M34.70S,2022-04-01T01:49:00.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628995,8.229303547963205,55.88235294117647,1610612737,131,105,2022-04-01T01:49:08Z,6290000,-29.0,25.0,1,left,K. Knox II driving floating bank Jump Shot (7 PTS),[1628995],1610612737.0,ATL,driving floating bank,,,Knox II,K. Knox II,,,,,,,,3.85,Made,7.0,,,,,,,,,,,,,,,
634,PT00M32.80S,2022-04-01T01:49:10.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203476,,,1610612739,131,105,2022-04-01T01:49:36Z,6300000,,,0,,G. Dieng loose ball personal FOUL (3 PF) (Goodwin 2 FT),"[203476, 1629164]",1610612737.0,ATL,loose ball,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,202027.0,3.0,0.0,Goodwin,1629164.0,
636,PT00M32.80S,2022-04-01T01:49:37.4Z,4,REGULAR,freethrow,1 of 2,[],1629164,,,1610612739,131,106,2022-04-01T01:49:37Z,6320000,,,0,,B. Goodwin Free Throw 1 of 2 (10 PTS),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
637,PT00M32.80S,2022-04-01T01:49:49.0Z,4,REGULAR,freethrow,2 of 2,[],1629164,,,1610612739,131,107,2022-04-01T01:49:49Z,6330000,,,0,,B. Goodwin Free Throw 2 of 2 (11 PTS),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
638,PT00M08.80S,2022-04-01T01:50:18.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612737,131,107,2022-04-01T01:50:29Z,6340000,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,1626300.0,,,,,
639,PT00M00.00S,2022-04-01T01:50:39.6Z,4,REGULAR,period,end,[],0,,,1610612739,131,107,2022-04-01T01:50:39Z,6350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M00.00S,2022-04-01T01:50:41.6Z,4,REGULAR,game,end,[],0,,,0,131,107,2022-04-01T01:50:41Z,6360000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
