actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
269,PT03M35.00S,2022-04-07T00:51:56.4Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,56,56,2022-04-07T00:52:55Z,2690000,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,268.0,4.0,3.0,1.0,,,,,,,,,,,,,
270,PT03M15.00S,2022-04-07T00:53:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,5.338370565045992,49.01960784313725,1610612764,56,56,2022-04-07T00:53:11Z,2700000,5.0,-2.0,1,left,MISS A. Gill Layup,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,0.54,Missed,,,,,,,,,,,,,,,,,,,
271,PT03M13.00S,2022-04-07T00:53:08.4Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,56,56,2022-04-07T00:53:11Z,2710000,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,270.0,2.0,2.0,0.0,,,,,,,,,,,,,
272,PT03M07.00S,2022-04-07T00:53:15.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,92.9862023653088,50.98039215686274,1610612737,56,56,2022-04-07T00:53:19Z,2720000,5.0,13.0,1,right,MISS D. Hunter driving Layup,[1629631],1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,1.43,Missed,,,,,,,,,,,,,,,,,,,
273,PT03M05.00S,2022-04-07T00:53:17.0Z,2,REGULAR,rebound,defensive,[],204001,,,1610612764,56,56,2022-04-07T00:53:19Z,2730000,,,0,,K. Porzingis REBOUND (Off:2 Def:7),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,272.0,9.0,7.0,2.0,,,,,,,,,,,,,
274,PT02M58.00S,2022-04-07T00:53:24.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,5.732588699080158,50.245098039215684,1610612764,56,58,2022-04-07T00:53:27Z,2740000,-1.0,1.0,1,left,K. Porzingis DUNK (17 PTS) (D. Avdija 4 AST),"[204001, 1630166]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,0.18,Made,,,,,,,17.0,,,,D. Avdija,1630166.0,4.0,,,,,,
276,PT02M47.00S,2022-04-07T00:53:36.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612737,56,58,2022-04-07T00:54:02Z,2760000,,,0,,K. Caldwell-Pope personal FOUL (1 PF) (Young 2 FT),"[203484, 1629027]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Young,1629027.0,
278,PT02M47.00S,2022-04-07T00:54:00.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,56,58,2022-04-07T00:54:00Z,2780000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M47.00S,2022-04-07T00:56:51.6Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,57,58,2022-04-07T00:56:51Z,2790000,,,0,,T. Young Free Throw 1 of 2 (5 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
281,PT02M47.00S,2022-04-07T00:57:06.6Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,58,58,2022-04-07T00:57:06Z,2800000,,,0,,T. Young Free Throw 2 of 2 (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
282,PT02M41.00S,2022-04-07T00:57:17.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203107,5.732588699080158,50.98039215686274,1610612764,58,60,2022-04-07T00:57:23Z,2810000,-5.0,1.0,1,left,T. Satoransky driving DUNK (6 PTS),[203107],1610612764.0,WAS,driving,,,Satoransky,T. Satoransky,,,,,0.51,Made,,,,,,,6.0,,,,,,,,,,,,
283,PT02M26.00S,2022-04-07T00:57:32.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,94.30026281208936,50.49019607843137,1610612737,60,60,2022-04-07T00:57:38Z,2820000,2.0,1.0,1,right,C. Capela cutting DUNK (11 PTS) (T. Young 7 AST),"[203991, 1629027]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,0.27,Made,,,,,,,11.0,,,,T. Young,1629027.0,7.0,,,,,,
285,PT02M11.00S,2022-04-07T00:57:48.5Z,2,REGULAR,3pt,Jump Shot,[],1630166,9.411957950065702,4.6568627450980395,1610612764,60,60,2022-04-07T00:57:54Z,2840000,227.0,36.0,1,left,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,,
286,PT02M06.00S,2022-04-07T00:57:53.5Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612737,60,60,2022-04-07T00:57:54Z,2850000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,285.0,1.0,1.0,0.0,,,,,,,,,,,,,
287,PT02M03.00S,2022-04-07T00:57:55.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203991,93.77463863337714,50.49019607843137,1610612737,62,60,2022-04-07T00:58:01Z,2860000,2.0,6.0,1,right,C. Capela running Layup (13 PTS) (K. Huerter 2 AST),"[203991, 1628989]",1610612737.0,ATL,running,,,Capela,C. Capela,,,,,0.65,Made,,,,,,,13.0,,,,K. Huerter,1628989.0,2.0,,,,,,
289,PT01M50.00S,2022-04-07T00:58:13.3Z,2,REGULAR,foul,personal,[],1628989,,,1610612764,62,60,2022-04-07T00:58:28Z,2880000,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 203107]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Satoransky,203107.0,
291,PT01M44.00S,2022-04-07T00:58:37.2Z,2,REGULAR,3pt,Jump Shot,[],204001,32.802233902759525,40.68627450980392,1610612764,62,60,2022-04-07T00:58:42Z,2900000,47.0,256.0,1,left,MISS K. Porzingis 26' step back 3PT,[204001],1610612764.0,WAS,step back,,,Porzingis,K. Porzingis,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,,
292,PT01M41.00S,2022-04-07T00:58:40.2Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612737,62,60,2022-04-07T00:58:42Z,2910000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,291.0,2.0,2.0,0.0,,,,,,,,,,,,,
293,PT01M32.00S,2022-04-07T00:58:49.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,81.15965834428384,48.28431372549019,1610612737,62,60,2022-04-07T00:58:55Z,2920000,-9.0,125.0,1,right,MISS D. Hunter 12' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,12.49,Missed,,,,,,,,,,,,,,,,,,,
294,PT01M27.00S,2022-04-07T00:58:54.7Z,2,REGULAR,rebound,defensive,[],1630264,,,1610612764,62,60,2022-04-07T00:58:55Z,2930000,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,293.0,1.0,1.0,0.0,,,,,,,,,,,,,
295,PT01M14.00S,2022-04-07T00:59:06.7Z,2,REGULAR,3pt,Jump Shot,[],1630166,28.728646517739815,70.09803921568627,1610612764,62,60,2022-04-07T00:59:12Z,2940000,-100.0,218.0,1,left,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,23.96,Missed,,,,,,,,,,,,,,,,,,,
296,PT01M11.00S,2022-04-07T00:59:09.7Z,2,REGULAR,rebound,offensive,[],204001,,,1610612764,62,60,2022-04-07T00:59:12Z,2950000,,,0,,K. Porzingis REBOUND (Off:3 Def:7),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,295.0,10.0,7.0,3.0,,,,,,,,,,,,,
297,PT01M09.00S,2022-04-07T00:59:11.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203107,32.40801576872536,46.568627450980394,1610612764,62,63,2022-04-07T00:59:15Z,2960000,17.0,252.0,1,left,T. Satoransky 25' 3PT  (9 PTS) (K. Porzingis 4 AST),"[203107, 204001]",1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,25.27,Made,,,,,,,9.0,,,,K. Porzingis,204001.0,4.0,,,,,,
299,PT00M56.40S,2022-04-07T00:59:26.0Z,2,REGULAR,2pt,Jump Shot,[],1629027,74.32654402102497,44.11764705882353,1610612737,64,63,2022-04-07T00:59:30Z,2980000,-29.0,189.0,1,right,T. Young 19' pullup Jump Shot (8 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,19.11,Made,,,,,,,8.0,,,,,,,,,,,,
300,PT00M43.40S,2022-04-07T00:59:41.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,17.69053876478318,49.26470588235294,1610612764,64,63,2022-04-07T00:59:46Z,2990000,4.0,114.0,1,left,MISS K. Porzingis 11' turnaround Shot,[204001],1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,11.39,Missed,,,,,,,,,,,,,,,,,,,
301,PT00M40.30S,2022-04-07T00:59:44.7Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,64,63,2022-04-07T00:59:46Z,3000000,,,0,,D. Gallinari REBOUND (Off:2 Def:3),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,300.0,5.0,3.0,2.0,,,,,,,,,,,,,
302,PT00M35.00S,2022-04-07T00:59:54.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612737,64,63,2022-04-07T01:00:28Z,3010000,,,0,,D. Avdija personal FOUL (1 PF) (Young 2 FT),"[1630166, 1629027]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Young,1629027.0,
304,PT00M35.00S,2022-04-07T01:00:29.6Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,64,63,2022-04-07T01:00:29Z,3030000,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Missed,,,,,,,,,,,,,,,,,,,
305,PT00M35.00S,2022-04-07T01:00:29.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,64,63,2022-04-07T01:00:29Z,3040000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,304.0,,,,,,,,,,,,,,,,
306,PT00M35.00S,2022-04-07T01:00:48.0Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,65,63,2022-04-07T01:00:48Z,3050000,,,0,,T. Young Free Throw 2 of 2 (9 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
307,PT00M22.20S,2022-04-07T01:01:03.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,6.652431011826544,49.50980392156863,1610612764,65,65,2022-04-07T01:01:08Z,3060000,2.0,10.0,1,left,D. Avdija cutting Layup (9 PTS) (T. Satoransky 3 AST),"[1630166, 203107]",1610612764.0,WAS,cutting,,,Avdija,D. Avdija,,,,,1.03,Made,,,,,,,9.0,,,,T. Satoransky,203107.0,3.0,,,,,,
309,PT00M02.30S,2022-04-07T01:01:27.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.11760840998686,50.0,1610612737,67,65,2022-04-07T01:01:31Z,3080000,0.0,12.0,1,right,C. Capela alley-oop Layup (15 PTS) (T. Young 8 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,1.22,Made,,,,,,,15.0,,,,T. Young,1629027.0,8.0,,,,,,
311,PT00M00.60S,2022-04-07T01:01:33.7Z,2,REGULAR,3pt,Jump Shot,[],204001,54.09001314060446,74.75490196078431,1610612764,67,65,2022-04-07T01:02:08Z,3100000,-124.0,456.0,1,left,MISS K. Porzingis 47' pullup 3PT,[204001],1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,47.24,Missed,,,,,,,,,,,,,,,,,,,
312,PT00M00.10S,2022-04-07T01:01:34.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,67,65,2022-04-07T01:02:08Z,3110000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,
313,PT00M00.00S,2022-04-07T01:01:39.6Z,2,REGULAR,period,end,[],0,,,1610612764,67,65,2022-04-07T01:01:39Z,3120000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2022-04-07T01:15:38.6Z,3,REGULAR,substitution,out,['startperiod'],1630264,,,1610612764,67,65,2022-04-07T01:16:47Z,3130000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2022-04-07T01:15:38.6Z,3,REGULAR,substitution,out,['startperiod'],1630166,,,1610612764,67,65,2022-04-07T01:16:47Z,3140000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2022-04-07T01:15:38.6Z,3,REGULAR,substitution,in,['startperiod'],1629060,,,1610612764,67,65,2022-04-07T01:16:47Z,3150000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2022-04-07T01:15:38.6Z,3,REGULAR,substitution,in,['startperiod'],1630557,,,1610612764,67,65,2022-04-07T01:16:47Z,3160000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2022-04-07T01:17:08.6Z,3,REGULAR,period,start,[],0,,,1610612737,67,65,2022-04-07T01:17:08Z,3170000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M37.00S,2022-04-07T01:17:31.3Z,3,REGULAR,2pt,Jump Shot,[],1629631,5.863994743758213,75.24509803921569,1610612737,67,65,2022-04-07T01:17:38Z,3180000,-126.0,3.0,1,left,MISS D. Hunter 12' fadeaway Shot,[1629631],1610612737.0,ATL,fadeaway,,,Hunter,D. Hunter,,,,,12.62,Missed,,,,,,,,,,,,,,,,,,,
320,PT11M33.00S,2022-04-07T01:17:35.3Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,67,65,2022-04-07T01:17:38Z,3190000,,,0,,K. Porzingis REBOUND (Off:3 Def:8),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,319.0,11.0,8.0,3.0,,,,,,,,,,,,,
321,PT11M15.00S,2022-04-07T01:17:53.0Z,3,REGULAR,3pt,Jump Shot,[],1629060,96.27135348226018,4.411764705882353,1610612764,67,65,2022-04-07T01:17:57Z,3200000,-228.0,-17.0,1,right,MISS R. Hachimura 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,22.86,Missed,,,,,,,,,,,,,,,,,,,
322,PT11M12.00S,2022-04-07T01:17:56.0Z,3,REGULAR,rebound,defensive,[],201568,,,1610612737,67,65,2022-04-07T01:17:57Z,3210000,,,0,,D. Gallinari REBOUND (Off:2 Def:4),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,321.0,6.0,4.0,2.0,,,,,,,,,,,,,
323,PT11M07.00S,2022-04-07T01:18:00.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203991,7.5722733245729295,53.67647058823529,1610612737,67,65,2022-04-07T01:18:06Z,3220000,-18.0,19.0,1,left,MISS C. Capela running Layup - blocked,"[203991, 204001]",1610612737.0,ATL,running,,,Capela,C. Capela,,,,,2.62,Missed,Porzingis,204001.0,,,,,,,,,,,,,,,,,
324,PT11M07.00S,2022-04-07T01:18:00.9Z,3,REGULAR,block,,[],204001,,,1610612737,67,65,2022-04-07T01:18:06Z,3230000,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M01.00S,2022-04-07T01:18:06.9Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,67,65,2022-04-07T01:18:17Z,3240000,,,0,,K. Porzingis REBOUND (Off:3 Def:9),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,323.0,12.0,9.0,3.0,,,,,,,,,,,,,
326,PT10M59.00S,2022-04-07T01:18:08.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,66.96780551905388,38.970588235294116,1610612764,67,65,2022-04-07T01:18:13Z,3250000,-55.0,258.0,1,right,MISS C. Kispert 26' running pullup 3PT,[1630557],1610612764.0,WAS,running pullup,,,Kispert,C. Kispert,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,,
327,PT10M56.00S,2022-04-07T01:18:11.3Z,3,REGULAR,rebound,defensive,[],201568,,,1610612737,67,65,2022-04-07T01:18:11Z,3260000,,,0,,D. Gallinari REBOUND (Off:2 Def:5),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,326.0,7.0,5.0,2.0,,,,,,,,,,,,,
328,PT10M49.00S,2022-04-07T01:18:19.5Z,3,REGULAR,2pt,Jump Shot,[],201568,17.95335085413929,70.34313725490196,1610612737,67,65,2022-04-07T01:18:24Z,3270000,-102.0,116.0,1,left,MISS D. Gallinari 15' fadeaway Shot,[201568],1610612737.0,ATL,fadeaway,,,Gallinari,D. Gallinari,,,,,15.45,Missed,,,,,,,,,,,,,,,,,,,
329,PT10M46.00S,2022-04-07T01:18:22.5Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,67,65,2022-04-07T01:18:24Z,3280000,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,328.0,2.0,2.0,0.0,,,,,,,,,,,,,
330,PT10M33.00S,2022-04-07T01:18:35.3Z,3,REGULAR,2pt,Jump Shot,[],204001,96.00854139290408,70.58823529411765,1610612764,67,65,2022-04-07T01:20:27Z,3290000,103.0,-15.0,1,right,MISS K. Porzingis 10' pullup Shot,[204001],1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,10.4,Missed,,,,,,,,,,,,,,,,,,,
331,PT10M29.00S,2022-04-07T01:18:39.3Z,3,REGULAR,rebound,defensive,[],201568,,,1610612737,67,65,2022-04-07T01:18:40Z,3300000,,,0,,D. Gallinari REBOUND (Off:2 Def:6),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,330.0,8.0,6.0,2.0,,,,,,,,,,,,,
332,PT10M19.00S,2022-04-07T01:18:48.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,5.863994743758213,49.754901960784316,1610612737,69,65,2022-04-07T01:18:53Z,3310000,1.0,3.0,1,left,C. Capela alley-oop DUNK (17 PTS) (T. Young 9 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,0.29,Made,,,,,,,17.0,,,,T. Young,1629027.0,9.0,,,,,,
334,PT10M01.00S,2022-04-07T01:19:07.5Z,3,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612764,69,65,2022-04-07T01:19:33Z,3330000,,,0,,D. Hunter shooting personal FOUL (2 PF) (Porzingis 2 FT),"[1629631, 204001]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,201638.0,2.0,1.0,Porzingis,204001.0,
336,PT10M01.00S,2022-04-07T01:19:34.5Z,3,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,69,66,2022-04-07T01:19:34Z,3350000,,,0,,K. Porzingis Free Throw 1 of 2 (18 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,18.0,,,,,,,,,,,,
337,PT10M01.00S,2022-04-07T01:19:51.6Z,3,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,69,67,2022-04-07T01:19:51Z,3360000,,,0,,K. Porzingis Free Throw 2 of 2 (19 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,19.0,,,,,,,,,,,,
338,PT09M45.00S,2022-04-07T01:20:08.9Z,3,REGULAR,3pt,Jump Shot,[],201568,30.831143232588698,63.23529411764706,1610612737,69,67,2022-04-07T01:20:13Z,3370000,-66.0,237.0,1,left,MISS D. Gallinari 24' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,24.64,Missed,,,,,,,,,,,,,,,,,,,
339,PT09M42.00S,2022-04-07T01:20:11.9Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,69,67,2022-04-07T01:20:13Z,3380000,,,0,,C. Kispert REBOUND (Off:0 Def:3),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,338.0,3.0,3.0,0.0,,,,,,,,,,,,,
341,PT09M37.00S,2022-04-07T01:20:30.1Z,3,REGULAR,turnover,out-of-bounds,[],203107,,,1610612764,69,67,2022-04-07T01:20:40Z,3400000,,,0,,T. Satoransky bad pass out-of-bounds TURNOVER (1 TO),[203107],1610612764.0,WAS,bad pass,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,1.0,,,,,,2005.0,,,,,
342,PT09M23.00S,2022-04-07T01:20:47.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203991,6.258212877792378,47.794117647058826,1610612737,71,67,2022-04-07T01:20:52Z,3410000,11.0,6.0,1,left,C. Capela Layup (19 PTS) (T. Young 10 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,1.27,Made,,,,,,,19.0,,,,T. Young,1629027.0,10.0,,,,,,
344,PT09M06.00S,2022-04-07T01:21:07.0Z,3,REGULAR,foul,personal,[],1628989,,,1610612764,71,67,2022-04-07T01:21:13Z,3430000,,,0,,K. Huerter personal FOUL (2 PF),"[1628989, 204001]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Porzingis,204001.0,
346,PT08M51.00S,2022-04-07T01:21:42.4Z,3,REGULAR,2pt,Jump Shot,[],1630557,81.02825229960578,86.51960784313727,1610612764,71,67,2022-04-07T01:21:48Z,3450000,183.0,126.0,1,right,MISS C. Kispert 22' pullup Shot,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,22.17,Missed,,,,,,,,,,,,,,,,,,,
347,PT08M50.00S,2022-04-07T01:21:43.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,71,67,2022-04-07T01:21:48Z,3460000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,346.0,,,,,,,,,,,,,,,,
348,PT08M50.00S,2022-04-07T01:21:48.2Z,3,REGULAR,foul,personal,[],203107,,,1610612737,71,67,2022-04-07T01:21:56Z,3470000,,,0,,T. Satoransky loose ball personal FOUL (1 PF),"[203107, 201568]",1610612764.0,WAS,loose ball,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Gallinari,201568.0,
350,PT08M30.00S,2022-04-07T01:22:17.3Z,3,REGULAR,2pt,Jump Shot,[],201568,11.645860709592641,75.73529411764706,1610612737,73,67,2022-04-07T01:22:22Z,3490000,-129.0,57.0,1,left,D. Gallinari 14' step back Jump Shot (17 PTS),[201568],1610612737.0,ATL,step back,,,Gallinari,D. Gallinari,,,,,14.08,Made,,,,,,,17.0,,,,,,,,,,,,
351,PT08M19.00S,2022-04-07T01:22:32.0Z,3,REGULAR,foul,personal,[],1629027,,,1610612764,73,67,2022-04-07T01:22:36Z,3500000,,,0,,T. Young personal FOUL (2 PF),"[1629027, 203107]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Satoransky,203107.0,
353,PT08M19.00S,2022-04-07T01:22:48.6Z,3,REGULAR,violation,kicked ball,[],1629027,,,1610612764,73,67,2022-04-07T01:22:53Z,3520000,,,0,,T. Young kicked ball VIOLATION,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,201638.0,,,,,
354,PT08M12.00S,2022-04-07T01:23:07.1Z,3,REGULAR,3pt,Jump Shot,[],1629060,72.61826544021025,19.607843137254903,1610612764,73,67,2022-04-07T01:23:12Z,3530000,-152.0,205.0,1,right,MISS R. Hachimura 25' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
355,PT08M10.00S,2022-04-07T01:23:09.1Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612737,73,67,2022-04-07T01:23:12Z,3540000,,,0,,D. Hunter REBOUND (Off:0 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,354.0,3.0,3.0,0.0,,,,,,,,,,,,,
356,PT07M58.00S,2022-04-07T01:23:22.1Z,3,REGULAR,3pt,Jump Shot,[],1629027,34.37910643889619,34.80392156862745,1610612737,73,67,2022-04-07T01:23:27Z,3550000,76.0,271.0,1,left,MISS T. Young 28' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,28.12,Missed,,,,,,,,,,,,,,,,,,,
357,PT07M53.00S,2022-04-07T01:23:27.1Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612764,73,67,2022-04-07T01:23:27Z,3560000,,,0,,R. Hachimura REBOUND (Off:1 Def:3),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,356.0,4.0,3.0,1.0,,,,,,,,,,,,,
358,PT07M48.00S,2022-04-07T01:23:31.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629060,93.11760840998686,49.01960784313725,1610612764,73,69,2022-04-07T01:23:48Z,3570000,-5.0,12.0,1,right,R. Hachimura driving Layup (4 PTS),[1629060],1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,1.31,Made,,,,,,,4.0,,,,,,,,,,,,
