actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
438,PT06M58.00S,2025-12-01T04:07:05.7Z,3,REGULAR,foul,personal,[],1626172,,,1610612747,91,74,2025-12-01T04:07:17Z,4340000,False,,,0,,K. Looney personal FOUL (3 PF),"[1626172, 1629029]",1610612740.0,NOP,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1627962.0,3.0,0.0,Dončić,1629029.0,,,,,,
440,PT06M58.00S,2025-12-01T04:07:11.0Z,3,REGULAR,substitution,out,[],1629216,,,1610612747,91,74,2025-12-01T04:07:16Z,4360000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M58.00S,2025-12-01T04:07:11.0Z,3,REGULAR,substitution,in,[],1631222,,,1610612747,91,74,2025-12-01T04:07:16Z,4370000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M52.00S,2025-12-01T04:07:32.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.08475689881735,58.33333333333333,1610612747,91,74,2025-12-01T04:07:41Z,4380000,False,42.0,13.0,1,right,MISS L. Dončić driving Layup,[1629029],1610612747.0,LAL,driving,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,4.35,Missed,,,,,,,,,,,,,,,,,,
443,PT06M49.00S,2025-12-01T04:07:35.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,91,74,2025-12-01T04:07:41Z,4390000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,442.0,,,,,,,,,,,,,,,,,
445,PT06M41.00S,2025-12-01T04:07:48.5Z,3,REGULAR,3pt,Jump Shot,[],1631121,30.66688567674113,30.14705882352942,1610612740,91,77,2025-12-01T04:07:58Z,4410000,False,99.0,236.0,1,left,B. McGowens 25' 3PT step back (15 PTS) (K. Looney 2 AST),"[1631121, 1626172]",1610612740.0,NOP,step back,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Right Center,25.59,Made,,,,,15.0,,,,,,,,,K. Looney,1626172.0,2.0,,
447,PT06M24.00S,2025-12-01T04:08:05.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,91.24507227332458,53.431372549019606,1610612747,91,77,2025-12-01T04:08:11Z,4430000,False,17.0,30.0,1,right,MISS A. Reaves driving Layup,[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,3.44,Missed,,,,,,,,,,,,,,,,,,
448,PT06M23.00S,2025-12-01T04:08:06.2Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612747,91,77,2025-12-01T04:09:28Z,4440000,False,,,0,,D. Ayton REBOUND (Off:3 Def:6),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,447.0,9.0,6.0,3.0,,,,,,,,,,,,,,
449,PT06M22.00S,2025-12-01T04:08:09.8Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629028,94.40999984741211,50.0,1610612747,93,77,2025-12-01T04:08:13Z,4450000,False,0.0,0.0,1,right,D. Ayton tip DUNK (16 PTS),[1629028],1610612747.0,LAL,tip,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,16.0,,,,,,,,,,,,,
450,PT06M04.00S,2025-12-01T04:08:35.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,8.196452036793687,48.774509803921575,1610612740,93,77,2025-12-01T04:08:41Z,4460000,False,6.0,25.0,1,left,MISS B. McGowens driving Layup,[1631121],1610612740.0,NOP,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
451,PT06M03.00S,2025-12-01T04:08:36.4Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612740,93,77,2025-12-01T04:10:23Z,4470000,False,,,0,,K. Looney REBOUND (Off:2 Def:1),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,450.0,3.0,1.0,2.0,,,,,,,,,,,,,,
452,PT06M02.00S,2025-12-01T04:08:39.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626172,5.590000152587891,50.0,1610612740,93,79,2025-12-01T04:10:33Z,4480000,False,0.0,0.0,1,left,K. Looney tip Layup (6 PTS),[1626172],1610612740.0,NOP,tip,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,6.0,,,,,,,,,,,,,
453,PT05M45.00S,2025-12-01T04:08:54.1Z,3,REGULAR,3pt,Jump Shot,[],1631222,77.973061760841,91.17647058823529,1610612747,96,79,2025-12-01T04:09:00Z,4490000,False,206.0,155.0,1,right,J. LaRavia 25' 3PT  (10 PTS) (A. Reaves 5 AST),"[1631222, 1630559]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,25.75,Made,,,,,10.0,,,,,,,,,A. Reaves,1630559.0,5.0,,
455,PT05M34.00S,2025-12-01T04:09:04.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,6.4881734559789805,47.30392156862745,1610612740,96,81,2025-12-01T04:09:10Z,4510000,False,13.0,8.0,1,left,S. Bey driving Layup (18 PTS),[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,18.0,,,,,,,,,,,,,
456,PT05M13.00S,2025-12-01T04:09:25.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,93.87319316688567,46.81372549019608,1610612747,98,81,2025-12-01T04:13:37Z,4520000,False,-16.0,5.0,1,right,D. Ayton turnaround Hook (18 PTS) (A. Reaves 6 AST),"[1629028, 1630559]",1610612747.0,LAL,turnaround,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,18.0,,,,,,,,,A. Reaves,1630559.0,6.0,,
458,PT04M57.00S,2025-12-01T04:09:42.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,11.350197109067011,48.529411764705884,1610612740,98,83,2025-12-01T04:14:24Z,4540000,False,7.0,54.0,1,left,S. Bey driving floating Jump Shot (20 PTS),[1630180],1610612740.0,NOP,driving floating,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,5.47,Made,,,,,20.0,,,,,,,,,,,,,
459,PT04M46.00S,2025-12-01T04:09:56.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612747,98,83,2025-12-01T04:10:41Z,4550000,False,,,0,,K. Looney personal FOUL (4 PF) (Dončić 2 FT),"[1626172, 1629029]",1610612740.0,NOP,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Center,,,,,,,,,,1627962.0,4.0,0.0,Dončić,1629029.0,,,,,,
463,PT04M46.00S,2025-12-01T04:13:59.8Z,3,REGULAR,foul,technical,[],1629029,,,1610612747,98,83,2025-12-01T04:17:15Z,4590000,False,,,0,,L. Dončić double technical FOUL (1 Tech),[1629029],1610612747.0,LAL,double,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,1627962.0,0.0,1.0,,,,,,,,
493,PT04M46.00S,2025-12-01T04:13:59.8Z,3,REGULAR,foul,technical,['inpenalty'],1642847,,,1610612747,98,83,2025-12-01T04:17:15Z,4595000,False,,,0,,J. Fears double technical FOUL (1 Tech),[1642847],1610612740.0,NOP,double,,,Fears,J. Fears,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
464,PT04M46.00S,2025-12-01T04:14:12.4Z,3,REGULAR,substitution,out,[],1629028,,,1610612747,98,83,2025-12-01T04:14:23Z,4600000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M46.00S,2025-12-01T04:14:12.4Z,3,REGULAR,substitution,out,[],1642847,,,1610612747,98,83,2025-12-01T04:14:23Z,4610000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT04M46.00S,2025-12-01T04:14:12.4Z,3,REGULAR,substitution,out,[],1626172,,,1610612747,98,83,2025-12-01T04:14:23Z,4620000,False,,,0,,SUB out: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT04M46.00S,2025-12-01T04:14:12.4Z,3,REGULAR,substitution,in,[],1629637,,,1610612747,98,83,2025-12-01T04:14:23Z,4630000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT04M46.00S,2025-12-01T04:14:12.4Z,3,REGULAR,substitution,in,[],1642274,,,1610612747,98,83,2025-12-01T04:14:23Z,4640000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT04M46.00S,2025-12-01T04:14:12.4Z,3,REGULAR,substitution,in,[],1630631,,,1610612747,98,83,2025-12-01T04:14:23Z,4650000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT04M46.00S,2025-12-01T04:14:33.5Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,99,83,2025-12-01T04:14:33Z,4660000,False,,,0,,L. Dončić Free Throw 1 of 2 (25 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
471,PT04M46.00S,2025-12-01T04:14:51.2Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,100,83,2025-12-01T04:14:51Z,4670000,False,,,0,,L. Dončić Free Throw 2 of 2 (26 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
472,PT04M31.00S,2025-12-01T04:15:10.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,7.276609724047319,47.30392156862745,1610612740,100,85,2025-12-01T04:15:18Z,4680000,False,13.0,16.0,1,left,B. McGowens driving Layup (17 PTS),[1631121],1610612740.0,NOP,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,17.0,,,,,,,,,,,,,
473,PT04M14.00S,2025-12-01T04:15:25.8Z,3,REGULAR,3pt,Jump Shot,[],1629060,94.92444152431011,5.14705882352942,1610612747,100,85,2025-12-01T04:15:33Z,4690000,False,-224.0,-5.0,1,right,MISS R. Hachimura 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,22.44,Missed,,,,,,,,,,,,,,,,,,
474,PT04M10.00S,2025-12-01T04:15:29.8Z,3,REGULAR,rebound,defensive,[],1642274,,,1610612740,100,85,2025-12-01T04:15:33Z,4700000,False,,,0,,Y. Missi REBOUND (Off:2 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Left Corner 3,24+ Left,,,473.0,4.0,2.0,2.0,,,,,,,,,,,,,,
475,PT03M56.00S,2025-12-01T04:15:44.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642274,10.82457293035479,44.607843137254896,1610612740,100,85,2025-12-01T04:18:47Z,4710000,False,27.0,49.0,1,left,MISS Y. Missi driving bank Hook,[1642274],1610612740.0,NOP,driving bank,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,5.62,Missed,,,,,,,,,,,,,,,,,,
476,PT03M54.00S,2025-12-01T04:15:46.7Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612747,100,85,2025-12-01T04:15:51Z,4720000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,475.0,1.0,1.0,0.0,,,,,,,,,,,,,,
477,PT03M48.00S,2025-12-01T04:15:52.8Z,3,REGULAR,turnover,lost ball,[],1630559,,,1610612747,100,85,2025-12-01T04:15:57Z,4730000,False,,,0,,A. Reaves lost ball TURNOVER (5 TO),"[1630559, 1630180]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,5.0,,,,Bey,1630180.0
478,PT03M48.00S,2025-12-01T04:15:52.8Z,3,REGULAR,steal,,[],1630180,,,1610612740,100,85,2025-12-01T04:15:55Z,4740000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
479,PT03M44.00S,2025-12-01T04:15:56.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642877,5.436925098554539,52.94117647058824,1610612740,100,87,2025-12-01T04:16:07Z,4750000,False,-15.0,-1.0,1,left,M. Peavy running reverse Layup (8 PTS),[1642877],1610612740.0,NOP,running reverse,,,Peavy,M. Peavy,,,,,Restricted Area,0-8 Center,1.48,Made,,,,,8.0,,,,,,,,,,,,,
480,PT03M30.00S,2025-12-01T04:16:10.3Z,3,REGULAR,3pt,Jump Shot,[],1629029,62.3870729303548,55.87469362745098,1610612747,100,87,2025-12-01T04:20:27Z,4760000,False,29.0,301.0,1,right,MISS L. Dončić 30' pullup 3PT,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,30.25,Missed,,,,,,,,,,,,,,,,,,
481,PT03M27.00S,2025-12-01T04:16:13.3Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612740,100,87,2025-12-01T04:16:15Z,4770000,False,,,0,,S. Bey REBOUND (Off:2 Def:7),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,480.0,9.0,7.0,2.0,,,,,,,,,,,,,,
482,PT03M15.00S,2025-12-01T04:16:25.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631121,12.532851511169525,65.44117647058823,1610612740,100,87,2025-12-01T04:20:58Z,4780000,False,-77.0,65.0,1,left,MISS B. McGowens 10' driving floating Shot,[1631121],1610612740.0,NOP,driving floating,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),8-16 Left,10.11,Missed,,,,,,,,,,,,,,,,,,
483,PT03M12.00S,2025-12-01T04:16:28.5Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612747,100,87,2025-12-01T04:16:33Z,4790000,False,,,0,,J. Hayes REBOUND (Off:1 Def:3),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Left,,,482.0,4.0,3.0,1.0,,,,,,,,,,,,,,
484,PT03M02.00S,2025-12-01T04:16:38.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631222,93.47897503285151,48.28431372549019,1610612747,100,87,2025-12-01T04:16:44Z,4800000,False,-9.0,9.0,1,right,MISS J. LaRavia driving Layup,[1631222],1610612747.0,LAL,driving,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
485,PT03M01.00S,2025-12-01T04:16:39.2Z,3,REGULAR,rebound,offensive,[],1631222,,,1610612747,100,87,2025-12-01T04:21:49Z,4810000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:2),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,484.0,3.0,2.0,1.0,,,,,,,,,,,,,,
486,PT03M00.00S,2025-12-01T04:16:42.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631222,94.40999984741211,50.0,1610612747,100,87,2025-12-01T04:21:55Z,4820000,False,0.0,0.0,1,right,MISS J. LaRavia tip Layup,[1631222],1610612747.0,LAL,tip,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
487,PT02M59.00S,2025-12-01T04:16:43.2Z,3,REGULAR,rebound,defensive,[],1642274,,,1610612740,100,87,2025-12-01T04:21:55Z,4830000,False,,,0,,Y. Missi REBOUND (Off:2 Def:3),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,486.0,5.0,3.0,2.0,,,,,,,,,,,,,,
488,PT02M54.00S,2025-12-01T04:16:45.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,30.009855453350852,75.49019607843138,1610612740,100,87,2025-12-01T04:22:22Z,4840000,False,-127.0,230.0,1,left,MISS S. Bey 26' running pullup 3PT,[1630180],1610612740.0,NOP,running pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
489,PT02M53.00S,2025-12-01T04:16:46.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,100,87,2025-12-01T04:16:59Z,4850000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,488.0,,,,,,,,,,,,,,,,,
490,PT02M53.00S,2025-12-01T04:16:52.3Z,3,REGULAR,foul,personal,[],1631222,,,1610612740,100,87,2025-12-01T04:16:55Z,4860000,False,,,0,,J. LaRavia loose ball personal FOUL (1 PF),"[1631222, 1642274]",1610612747.0,LAL,loose ball,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,1.0,0.0,Missi,1642274.0,,,,,,
492,PT02M53.00S,2025-12-01T04:17:09.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,100,87,2025-12-01T04:17:09Z,4880000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT02M53.00S,2025-12-01T04:19:26.6Z,3,REGULAR,substitution,out,[],1630559,,,1610612740,100,87,2025-12-01T04:20:09Z,4890000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT02M53.00S,2025-12-01T04:19:26.6Z,3,REGULAR,substitution,out,[],1629060,,,1610612740,100,87,2025-12-01T04:20:09Z,4900000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT02M53.00S,2025-12-01T04:19:26.6Z,3,REGULAR,substitution,out,[],1631121,,,1610612740,100,87,2025-12-01T04:20:09Z,4910000,False,,,0,,SUB out: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT02M53.00S,2025-12-01T04:19:26.6Z,3,REGULAR,substitution,in,[],1642261,,,1610612740,100,87,2025-12-01T04:20:09Z,4920000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT02M53.00S,2025-12-01T04:19:26.6Z,3,REGULAR,substitution,in,[],1628467,,,1610612740,100,87,2025-12-01T04:20:09Z,4930000,False,,,0,,SUB in: M. Kleber,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT02M53.00S,2025-12-01T04:19:26.6Z,3,REGULAR,substitution,in,[],1641725,,,1610612740,100,87,2025-12-01T04:20:09Z,4940000,False,,,0,,SUB in: T. Alexander,[1641725],1610612740.0,NOP,,,,Alexander,T. Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M46.00S,2025-12-01T04:20:24.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630631,29.221419185282528,75.24509803921569,1610612740,100,87,2025-12-01T04:24:00Z,4950000,False,-126.0,222.0,1,left,MISS J. Alvarado 25' step back 3PT,[1630631],1610612740.0,NOP,step back,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
501,PT02M43.00S,2025-12-01T04:20:27.4Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612747,100,87,2025-12-01T04:20:31Z,4960000,False,,,0,,J. Hayes REBOUND (Off:1 Def:4),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Left Center,,,500.0,5.0,4.0,1.0,,,,,,,,,,,,,,
502,PT02M34.00S,2025-12-01T04:20:36.8Z,3,REGULAR,3pt,Jump Shot,[],1642261,89.01116951379764,4.166666666666657,1610612747,100,87,2025-12-01T04:20:42Z,4970000,False,-229.0,51.0,1,right,MISS D. Knecht 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Left Corner 3,24+ Left,23.48,Missed,,,,,,,,,,,,,,,,,,
503,PT02M30.00S,2025-12-01T04:20:40.8Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612740,100,87,2025-12-01T04:20:42Z,4980000,False,,,0,,S. Bey REBOUND (Off:2 Def:8),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,,,502.0,10.0,8.0,2.0,,,,,,,,,,,,,,
504,PT02M08.00S,2025-12-01T04:21:02.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,5.962549277266746,50.98039215686275,1610612740,100,89,2025-12-01T04:25:16Z,4990000,False,-5.0,4.0,1,left,Y. Missi driving DUNK (2 PTS) (J. Alvarado 1 AST),"[1642274, 1630631]",1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,2.0,,,,,,,,,J. Alvarado,1630631.0,1.0,,
506,PT01M46.00S,2025-12-01T04:21:24.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641725,,,1610612747,100,89,2025-12-01T04:21:39Z,5010000,False,,,0,,T. Alexander shooting personal FOUL (1 PF) (Kleber 2 FT),"[1641725, 1628467]",1610612740.0,NOP,shooting,,,Alexander,T. Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626301.0,1.0,0.0,Kleber,1628467.0,,,,,,
508,PT01M46.00S,2025-12-01T04:21:54.6Z,3,REGULAR,freethrow,1 of 2,[],1628467,,,1610612747,101,89,2025-12-01T04:21:54Z,5030000,False,,,0,,M. Kleber Free Throw 1 of 2 (1 PTS),[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
509,PT01M46.00S,2025-12-01T04:21:55.6Z,3,REGULAR,substitution,out,[],1630180,,,1610612747,101,89,2025-12-01T04:22:04Z,5040000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT01M46.00S,2025-12-01T04:21:55.6Z,3,REGULAR,substitution,in,[],1631121,,,1610612747,101,89,2025-12-01T04:22:04Z,5050000,False,,,0,,SUB in: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT01M46.00S,2025-12-01T04:22:14.3Z,3,REGULAR,freethrow,2 of 2,[],1628467,,,1610612747,102,89,2025-12-01T04:22:14Z,5060000,False,,,0,,M. Kleber Free Throw 2 of 2 (2 PTS),[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
512,PT01M46.00S,2025-12-01T04:22:23.1Z,3,REGULAR,turnover,out-of-bounds,[],1641725,,,1610612740,102,89,2025-12-01T04:22:34Z,5070000,False,,,0,,T. Alexander bad pass out-of-bounds TURNOVER (1 TO),[1641725],1610612740.0,NOP,bad pass,,,Alexander,T. Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1627962.0,,,,,1.0,,,,,
513,PT01M40.00S,2025-12-01T04:22:46.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629029,79.28712220762155,49.26470588235294,1610612747,104,89,2025-12-01T04:26:34Z,5080000,False,-4.0,142.0,1,right,L. Dončić 14' pullup Jump Shot (28 PTS) (J. Hayes 1 AST),"[1629029, 1629637]",1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Center,14.22,Made,,,,,28.0,,,,,,,,,J. Hayes,1629637.0,1.0,,
514,PT01M19.00S,2025-12-01T04:23:07.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641725,6.8823915900131425,47.549019607843135,1610612740,104,89,2025-12-01T04:27:16Z,5090000,False,12.0,12.0,1,left,MISS T. Alexander driving Layup,[1641725],1610612740.0,NOP,driving,,,Alexander,T. Alexander,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
515,PT01M17.00S,2025-12-01T04:23:09.0Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612747,104,89,2025-12-01T04:23:31Z,5100000,False,,,0,,L. Dončić REBOUND (Off:1 Def:8),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,514.0,9.0,8.0,1.0,,,,,,,,,,,,,,
516,PT01M11.00S,2025-12-01T04:23:14.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,66.17526281208936,37.72212009803921,1610612747,107,89,2025-12-01T04:27:36Z,5110000,False,-61.0,265.0,1,right,L. Dončić 27' 3PT step back (31 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,27.25,Made,,,,,31.0,,,,,,,,,,,,,
517,PT01M11.00S,2025-12-01T04:23:18.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641725,,,1610612747,107,89,2025-12-01T04:24:56Z,5120000,False,,,0,,T. Alexander shooting personal FOUL (2 PF) (Dončić 1 FT),"[1641725, 1629029]",1610612740.0,NOP,shooting,,,Alexander,T. Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,,1626301.0,2.0,0.0,Dončić,1629029.0,,,,,,
521,PT01M11.00S,2025-12-01T04:25:22.3Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1629029,,,1610612747,108,89,2025-12-01T04:25:22Z,5150000,False,,,0,,L. Dončić Free Throw 1 of 1 (32 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,32.0,,,,,,,,,,,,,
