actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
267,PT04M26.00S,2025-12-02T04:02:34.9Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,47,47,2025-12-02T04:02:34Z,2620000,False,,,0,,L. Dončić Free Throw 1 of 2 (24 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,,
268,PT04M26.00S,2025-12-02T04:02:53.4Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,48,47,2025-12-02T04:02:53Z,2630000,False,,,0,,L. Dončić Free Throw 2 of 2 (25 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,Made,25.0,,,,,,,,,,,,,,,
269,PT04M17.00S,2025-12-02T04:03:05.1Z,2,REGULAR,3pt,Jump Shot,[],1628415,29.221419185282528,22.794117647058826,1610612756,48,47,2025-12-02T04:03:09Z,2640000,False,136.0,222.0,1,left,MISS D. Brooks 26' 3PT,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,26.05,Missed,,,,,,,,,,,,,,,,
270,PT04M14.00S,2025-12-02T04:03:08.1Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612747,48,47,2025-12-02T04:03:09Z,2650000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,269.0,1.0,1.0,0.0,,,,,,,,,,,
271,PT04M03.00S,2025-12-02T04:03:18.4Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612747,48,47,2025-12-02T04:03:25Z,2660000,False,,,0,,L. Dončić bad pass TURNOVER (3 TO),"[1629029, 1631109]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,3.0,,,,,,,,Williams,1631109.0,,,,,,,,,
272,PT04M03.00S,2025-12-02T04:03:18.4Z,2,REGULAR,steal,,[],1631109,,,1610612756,48,47,2025-12-02T04:03:21Z,2670000,False,,,0,,M. Williams STEAL (2 STL),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
273,PT03M56.00S,2025-12-02T04:03:25.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631109,10.036136662286467,50.49019607843137,1610612756,48,47,2025-12-02T04:44:57Z,2680000,False,-2.0,42.0,1,left,MISS M. Williams turnaround Hook,[1631109],1610612756.0,PHX,turnaround,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,4.19,Missed,,,,,,,,,,,,,,,,
274,PT03M51.00S,2025-12-02T04:03:30.9Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612747,48,47,2025-12-02T04:03:32Z,2690000,False,,,0,,L. Dončić REBOUND (Off:0 Def:3),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,273.0,3.0,3.0,0.0,,,,,,,,,,,
275,PT03M51.00S,2025-12-02T04:03:31.4Z,2,REGULAR,turnover,lost ball,[],1629029,,,1610612747,48,47,2025-12-02T04:03:35Z,2700000,False,,,0,,L. Dončić lost ball TURNOVER (4 TO),"[1629029, 1631123]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,4.0,,,,,,,,Bouyea,1631123.0,,,,,,,,,
276,PT03M51.00S,2025-12-02T04:03:31.4Z,2,REGULAR,steal,,[],1631123,,,1610612756,48,47,2025-12-02T04:03:34Z,2710000,False,,,0,,J. Bouyea STEAL (1 STL),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
277,PT03M43.00S,2025-12-02T04:03:38.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631109,9.379106438896187,50.0,1610612756,48,49,2025-12-02T04:04:05Z,2720000,False,0.0,36.0,1,left,M. Williams cutting DUNK (4 PTS) (J. Bouyea 1 AST),"[1631109, 1631123]",1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,3.57,Made,4.0,,,,,,,J. Bouyea,1631123.0,1.0,,,,,,
279,PT03M40.00S,2025-12-02T04:03:41.3Z,2,REGULAR,3pt,Jump Shot,[],1629216,74.68791064388962,89.2156862745098,1610612747,48,49,2025-12-02T04:03:48Z,2740000,False,196.0,185.0,1,right,MISS G. Vincent 26' 3PT,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,26.99,Missed,,,,,,,,,,,,,,,,
280,PT03M37.00S,2025-12-02T04:03:44.3Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612756,48,49,2025-12-02T04:03:48Z,2750000,False,,,0,,M. Williams REBOUND (Off:0 Def:4),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,279.0,4.0,4.0,0.0,,,,,,,,,,,
281,PT03M27.00S,2025-12-02T04:03:54.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,15.160972404730614,48.774509803921575,1610612756,48,51,2025-12-02T04:03:58Z,2760000,False,6.0,90.0,1,left,D. Brooks 9' fadeaway Jump Shot (16 PTS) (R. O'Neale 3 AST),"[1628415, 1626220]",1610612756.0,PHX,fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,9.02,Made,16.0,,,,,,,R. O'Neale,1626220.0,3.0,,,,,,
283,PT03M12.00S,2025-12-02T04:04:09.9Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612747,48,51,2025-12-02T04:04:14Z,2780000,False,,,0,,L. Dončić bad pass TURNOVER (5 TO),"[1629029, 1631123]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,,5.0,,,,,,,,Bouyea,1631123.0,,,,,,,,,
284,PT03M12.00S,2025-12-02T04:04:09.9Z,2,REGULAR,steal,,[],1631123,,,1610612756,48,51,2025-12-02T04:04:12Z,2790000,False,,,0,,J. Bouyea STEAL (2 STL),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
285,PT03M07.00S,2025-12-02T04:04:14.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628415,6.8823915900131425,47.30392156862745,1610612756,48,53,2025-12-02T04:04:19Z,2800000,False,13.0,12.0,1,left,D. Brooks running Layup (18 PTS) (J. Bouyea 2 AST),"[1628415, 1631123]",1610612756.0,PHX,running,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,1.82,Made,18.0,,,,,,,J. Bouyea,1631123.0,2.0,,,,,,
287,PT02M57.00S,2025-12-02T04:04:31.4Z,2,REGULAR,foul,personal,[],1626220,,,1610612747,48,53,2025-12-02T04:04:40Z,2820000,False,,,0,,R. O'Neale personal FOUL (1 PF),"[1626220, 1629029]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,202035.0,,,,,,,,,,,,,,1.0,0.0,Dončić,1629029.0,,
289,PT02M57.00S,2025-12-02T04:04:49.0Z,2,REGULAR,substitution,out,[],1629637,,,1610612747,48,53,2025-12-02T04:05:04Z,2840000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M57.00S,2025-12-02T04:04:49.0Z,2,REGULAR,substitution,out,[],1631222,,,1610612747,48,53,2025-12-02T04:05:04Z,2850000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M57.00S,2025-12-02T04:04:49.0Z,2,REGULAR,substitution,out,[],1629216,,,1610612747,48,53,2025-12-02T04:05:04Z,2860000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M57.00S,2025-12-02T04:04:49.0Z,2,REGULAR,substitution,in,[],1629028,,,1610612747,48,53,2025-12-02T04:05:04Z,2870000,False,,,0,,SUB in: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M57.00S,2025-12-02T04:04:49.0Z,2,REGULAR,substitution,in,[],1630559,,,1610612747,48,53,2025-12-02T04:05:04Z,2880000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M57.00S,2025-12-02T04:04:49.0Z,2,REGULAR,substitution,in,[],2544,,,1610612747,48,53,2025-12-02T04:05:04Z,2890000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M49.00S,2025-12-02T04:05:13.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,79.68134034165571,50.49019607843137,1610612747,50,53,2025-12-02T04:05:19Z,2900000,False,2.0,138.0,1,right,D. Ayton 13' Jump Shot (4 PTS) (A. Reaves 1 AST),"[1629028, 1630559]",1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,13.85,Made,4.0,,,,,,,A. Reaves,1630559.0,1.0,,,,,,
297,PT02M35.00S,2025-12-02T04:05:27.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,7.539421813403408,50.245098039215684,1610612756,50,55,2025-12-02T04:05:33Z,2920000,False,-1.0,18.0,1,left,M. Williams alley-oop DUNK (6 PTS) (R. O'Neale 4 AST),"[1631109, 1626220]",1610612756.0,PHX,alley-oop,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,1.84,Made,6.0,,,,,,,R. O'Neale,1626220.0,4.0,,,,,,
299,PT02M18.00S,2025-12-02T04:05:44.5Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612747,50,55,2025-12-02T04:05:48Z,2940000,False,,,0,,L. Dončić bad pass TURNOVER (6 TO),"[1629029, 1626220]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,6.0,,,,,,,,O'Neale,1626220.0,,,,,,,,,
300,PT02M18.00S,2025-12-02T04:05:44.5Z,2,REGULAR,steal,,[],1626220,,,1610612756,50,55,2025-12-02T04:05:46Z,2950000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
301,PT02M15.00S,2025-12-02T04:05:48.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631221,27.11892247043363,86.51960784313725,1610612756,50,58,2025-12-02T04:05:55Z,2960000,False,-183.0,202.0,1,left,C. Gillespie 27' 3PT running (9 PTS) (R. O'Neale 5 AST),"[1631221, 1626220]",1610612756.0,PHX,running,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,27.26,Made,9.0,,,,,,,R. O'Neale,1626220.0,5.0,,,,,,
303,PT02M12.00S,2025-12-02T04:05:57.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612747,50,58,2025-12-02T04:05:57Z,2980000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M54.00S,2025-12-02T04:07:43.6Z,2,REGULAR,2pt,Jump Shot,[],1629060,77.84165571616295,76.9607843137255,1610612747,50,58,2025-12-02T04:07:50Z,2990000,False,135.0,156.0,1,right,MISS R. Hachimura 20' pullup Shot,[1629060],1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right Center,,,20.6,Missed,,,,,,,,,,,,,,,,
305,PT01M49.00S,2025-12-02T04:07:48.6Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,50,58,2025-12-02T04:07:50Z,3000000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Right Center,,,,,,304.0,1.0,1.0,0.0,,,,,,,,,,,
306,PT01M44.00S,2025-12-02T04:07:53.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631221,11.218791064388967,96.81372549019608,1610612756,50,58,2025-12-02T04:45:25Z,3010000,False,-234.0,53.0,1,left,MISS C. Gillespie 24' running pullup 3PT,[1631221],1610612756.0,PHX,running pullup,,,Gillespie,C. Gillespie,,,,,Left Corner 3,24+ Left,,,24.0,Missed,,,,,,,,,,,,,,,,
307,PT01M42.00S,2025-12-02T04:07:55.2Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612747,50,58,2025-12-02T04:08:02Z,3020000,False,,,0,,L. Dončić REBOUND (Off:0 Def:4),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Left Corner 3,24+ Left,,,,,,306.0,4.0,4.0,0.0,,,,,,,,,,,
308,PT01M25.00S,2025-12-02T04:08:12.5Z,2,REGULAR,3pt,Jump Shot,[],1630559,95.40078843626807,5.124080882352942,1610612747,50,58,2025-12-02T04:08:19Z,3030000,False,-224.0,-9.0,1,right,MISS A. Reaves 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Left Corner 3,24+ Left,,,22.46,Missed,,,,,,,,,,,,,,,,
309,PT01M21.00S,2025-12-02T04:08:16.5Z,2,REGULAR,rebound,defensive,[],1631221,,,1610612756,50,58,2025-12-02T04:08:19Z,3040000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:1),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Left Corner 3,24+ Left,,,,,,308.0,1.0,1.0,0.0,,,,,,,,,,,
310,PT01M10.00S,2025-12-02T04:08:28.9Z,2,REGULAR,3pt,Jump Shot,[],1628415,32.11235216819975,36.029411764705884,1610612756,50,61,2025-12-02T04:45:57Z,3050000,False,70.0,249.0,1,left,D. Brooks 25' 3PT pullup (21 PTS),[1628415],1610612756.0,PHX,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,25.9,Made,21.0,,,,,,,,,,,,,,,
311,PT00M58.30S,2025-12-02T04:08:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.42772667542707,52.94117647058824,1610612747,52,61,2025-12-02T04:08:48Z,3060000,False,15.0,19.0,1,right,L. Dončić driving Layup (27 PTS),[1629029],1610612747.0,LAL,driving,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,2.38,Made,27.0,,,,,,,,,,,,,,,
312,PT00M50.30S,2025-12-02T04:08:50.6Z,2,REGULAR,3pt,Jump Shot,[],1626220,32.50657030223391,75.24509803921569,1610612756,52,64,2025-12-02T04:08:55Z,3070000,False,-126.0,253.0,1,left,R. O'Neale 28' 3PT  (3 PTS) (M. Williams 1 AST),"[1626220, 1631109]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,28.28,Made,3.0,,,,,,,M. Williams,1631109.0,1.0,,,,,,
314,PT00M34.20S,2025-12-02T04:09:09.4Z,2,REGULAR,2pt,Jump Shot,[],1629029,79.28712220762155,65.93137254901961,1610612747,52,64,2025-12-02T04:55:51Z,3090000,False,80.0,142.0,1,right,MISS L. Dončić 16' driving floating Shot,[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Right Center,,,16.3,Missed,,,,,,,,,,,,,,,,
315,PT00M31.30S,2025-12-02T04:09:12.3Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,52,64,2025-12-02T04:09:14Z,3100000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Right Center,,,,,,314.0,2.0,2.0,0.0,,,,,,,,,,,
316,PT00M29.50S,2025-12-02T04:09:15.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628415,7.276609724047319,52.205882352941174,1610612756,52,66,2025-12-02T04:09:21Z,3110000,False,-11.0,16.0,1,left,D. Brooks running DUNK (23 PTS) (R. O'Neale 6 AST),"[1628415, 1626220]",1610612756.0,PHX,running,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,1.93,Made,23.0,,,,,,,R. O'Neale,1626220.0,6.0,,,,,,
318,PT00M13.20S,2025-12-02T04:09:35.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,85.72601839684626,48.774509803921575,1610612747,52,66,2025-12-02T04:09:40Z,3130000,False,-6.0,82.0,1,right,MISS L. James 8' turnaround Shot,[2544],1610612747.0,LAL,turnaround,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,8.19,Missed,,,,,,,,,,,,,,,,
319,PT00M10.40S,2025-12-02T04:09:38.6Z,2,REGULAR,rebound,defensive,[],1631123,,,1610612756,52,66,2025-12-02T04:09:38Z,3140000,False,,,0,,J. Bouyea REBOUND (Off:0 Def:1),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,In The Paint (Non-RA),8-16 Center,,,,,,318.0,1.0,1.0,0.0,,,,,,,,,,,
320,PT00M01.70S,2025-12-02T04:09:48.2Z,2,REGULAR,3pt,Jump Shot,[],1628415,30.535479632063073,21.813725490196077,1610612756,52,66,2025-12-02T04:56:07Z,3150000,False,141.0,235.0,1,left,MISS D. Brooks 27' step back 3PT,[1628415],1610612756.0,PHX,step back,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,27.36,Missed,,,,,,,,,,,,,,,,
321,PT00M00.30S,2025-12-02T04:09:49.6Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612747,52,66,2025-12-02T04:10:49Z,3160000,False,,,0,,L. Dončić REBOUND (Off:0 Def:5),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,320.0,5.0,5.0,0.0,,,,,,,,,,,
322,PT00M00.00S,2025-12-02T04:09:53.5Z,2,REGULAR,period,end,[],0,,,1610612747,52,66,2025-12-02T04:09:53Z,3170000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2025-12-02T04:25:12.4Z,3,REGULAR,substitution,out,['startperiod'],1631123,,,1610612747,52,66,2025-12-02T04:25:36Z,3180000,False,,,0,,SUB out: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2025-12-02T04:25:12.4Z,3,REGULAR,substitution,in,['startperiod'],1630692,,,1610612747,52,66,2025-12-02T04:25:36Z,3190000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2025-12-02T04:25:40.4Z,3,REGULAR,period,start,[],0,,,1610612747,52,66,2025-12-02T04:25:40Z,3200000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M36.00S,2025-12-02T04:26:06.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612747,52,66,2025-12-02T04:26:17Z,3210000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
327,PT11M25.00S,2025-12-02T04:26:32.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631109,91.90210249671485,47.79411764705882,1610612756,52,68,2025-12-02T04:26:38Z,3220000,False,-11.0,24.0,1,right,M. Williams cutting DUNK (8 PTS) (R. O'Neale 7 AST),"[1631109, 1626220]",1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,2.6,Made,8.0,,,,,,,R. O'Neale,1626220.0,7.0,,,,,,
329,PT11M25.00S,2025-12-02T04:26:36.5Z,3,REGULAR,foul,personal,['1freethrow'],1629029,,,1610612756,52,68,2025-12-02T04:26:44Z,3240000,False,,,0,,L. Dončić shooting personal FOUL (1 PF) (Williams 1 FT),"[1629029, 1631109]",1610612747.0,LAL,shooting,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,201639.0,,,,,,,,,,,,,,1.0,0.0,Williams,1631109.0,,
331,PT11M25.00S,2025-12-02T04:26:55.9Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1631109,,,1610612756,52,68,2025-12-02T04:26:58Z,3260000,False,,,0,,MISS M. Williams Free Throw 1 of 1,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
332,PT11M21.00S,2025-12-02T04:26:59.9Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612747,52,68,2025-12-02T04:26:58Z,3270000,False,,,0,,L. Dončić REBOUND (Off:0 Def:6),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,331.0,6.0,6.0,0.0,,,,,,,,,,,
333,PT11M03.00S,2025-12-02T04:27:14.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,9.855453350854134,43.604473039215684,1610612747,52,68,2025-12-02T04:27:22Z,3280000,False,32.0,40.0,1,left,MISS L. James driving floating Shot,[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,5.13,Missed,,,,,,,,,,,,,,,,
334,PT11M00.00S,2025-12-02T04:27:17.7Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612747,52,68,2025-12-02T04:27:22Z,3290000,False,,,0,,D. Ayton REBOUND (Off:2 Def:6),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,333.0,8.0,6.0,2.0,,,,,,,,,,,
335,PT11M00.00S,2025-12-02T04:27:18.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,5.590000152587891,50.0,1610612747,54,68,2025-12-02T04:27:18Z,3300000,False,0.0,0.0,1,left,D. Ayton tip Layup (6 PTS),[1629028],1610612747.0,LAL,tip,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,,,0.0,Made,6.0,,,,,,,,,,,,,,,
336,PT10M36.00S,2025-12-02T04:27:42.2Z,3,REGULAR,3pt,Jump Shot,[],1628415,74.1622864651774,12.74509803921569,1610612756,54,68,2025-12-02T04:27:53Z,3310000,False,-186.0,190.0,1,right,MISS D. Brooks 26' step back 3PT,[1628415],1610612756.0,PHX,step back,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,26.64,Missed,,,,,,,,,,,,,,,,
337,PT10M27.00S,2025-12-02T04:27:51.2Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612747,54,68,2025-12-02T04:28:09Z,3320000,False,,,0,,L. Dončić REBOUND (Off:0 Def:7),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,336.0,7.0,7.0,0.0,,,,,,,,,,,
338,PT10M25.00S,2025-12-02T04:27:53.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,19.49737187910644,47.05882352941176,1610612747,56,68,2025-12-02T04:28:04Z,3330000,False,15.0,131.0,1,left,D. Ayton 13' Jump Shot (8 PTS) (L. Dončić 3 AST),"[1629028, 1629029]",1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,13.16,Made,8.0,,,,,,,L. Dončić,1629029.0,3.0,,,,,,
340,PT10M06.00S,2025-12-02T04:28:12.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,90.32522996057818,48.774509803921575,1610612756,56,68,2025-12-02T04:37:00Z,3350000,False,-6.0,38.0,1,right,MISS R. O'Neale driving Layup,[1626220],1610612756.0,PHX,driving,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,3.89,Missed,,,,,,,,,,,,,,,,
341,PT10M04.00S,2025-12-02T04:28:14.5Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612747,56,68,2025-12-02T04:36:04Z,3360000,False,,,0,,L. Dončić REBOUND (Off:0 Def:8),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,340.0,8.0,8.0,0.0,,,,,,,,,,,
342,PT10M03.00S,2025-12-02T04:28:18.6Z,3,REGULAR,foul,offensive,[],2544,,,1610612747,56,68,2025-12-02T04:28:28Z,3370000,False,,,0,,L. James offensive FOUL (2 PF),"[2544, 1630692]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,201639.0,,,,,,,,,,,,,,2.0,0.0,Goodwin,1630692.0,,
344,PT10M03.00S,2025-12-02T04:28:18.6Z,3,REGULAR,turnover,offensive foul,[],2544,,,1610612747,56,68,2025-12-02T04:28:18Z,3390000,False,,,0,,L. James offensive foul TURNOVER (1 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,201639.0,1.0,,,,,,,,,,,,,,,,,,
345,PT09M43.00S,2025-12-02T04:28:56.9Z,3,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612756,56,68,2025-12-02T04:29:03Z,3400000,False,,,0,,D. Ayton shooting personal FOUL (2 PF) (Williams 2 FT),"[1629028, 1631109]",1610612747.0,LAL,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,202035.0,,,,,,,,,,,,,,2.0,0.0,Williams,1631109.0,,
347,PT09M43.00S,2025-12-02T04:29:25.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1631109,,,1610612756,56,68,2025-12-02T04:29:25Z,3420000,False,,,0,,MISS M. Williams Free Throw 1 of 2,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
348,PT09M43.00S,2025-12-02T04:29:25.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,56,68,2025-12-02T04:29:25Z,3430000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,347.0,,,,,,,,,,,,,,
349,PT09M43.00S,2025-12-02T04:29:41.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1631109,,,1610612756,56,69,2025-12-02T04:29:41Z,3440000,False,,,0,,M. Williams Free Throw 2 of 2 (9 PTS),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
