actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
255,PT04M12.00S,2025-03-16T01:28:19.3Z,2,REGULAR,rebound,offensive,[],1630228,,,1610612744,41,39,2025-03-16T01:30:39Z,2490000,False,,,0,,J. Kuminga REBOUND (Off:3 Def:2),[1630228],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Kuminga,J. Kuminga,254.0,5.0,2.0,3.0,,,,,,,,,,,,,,
256,PT04M11.00S,2025-03-16T01:28:21.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630228,92.64126149802891,45.68780637254902,1610612744,43,39,2025-03-16T01:30:47Z,2500000,False,-22.0,17.0,1,right,J. Kuminga putback Layup (7 PTS),[1630228],1610612744.0,GSW,putback,,,,,,Restricted Area,0-8 Center,2.73,Made,7.0,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
257,PT04M06.00S,2025-03-16T01:28:28.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,43,39,2025-03-16T01:28:28Z,2510000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M06.00S,2025-03-16T01:31:27.9Z,2,REGULAR,substitution,out,[],1630228,,,1610612752,43,39,2025-03-16T01:31:57Z,2520000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
259,PT04M06.00S,2025-03-16T01:31:27.9Z,2,REGULAR,substitution,out,[],1626172,,,1610612752,43,39,2025-03-16T01:31:57Z,2530000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
260,PT04M06.00S,2025-03-16T01:31:27.9Z,2,REGULAR,substitution,out,[],1627741,,,1610612752,43,39,2025-03-16T01:31:57Z,2540000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
261,PT04M06.00S,2025-03-16T01:31:27.9Z,2,REGULAR,substitution,out,[],1629011,,,1610612752,43,39,2025-03-16T01:31:57Z,2550000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
262,PT04M06.00S,2025-03-16T01:31:27.9Z,2,REGULAR,substitution,in,[],1630541,,,1610612752,43,39,2025-03-16T01:31:57Z,2560000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,,,,,,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
263,PT04M06.00S,2025-03-16T01:31:27.9Z,2,REGULAR,substitution,in,[],202710,,,1610612752,43,39,2025-03-16T01:31:57Z,2570000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,,,,,,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
264,PT04M06.00S,2025-03-16T01:31:27.9Z,2,REGULAR,substitution,in,[],203110,,,1610612752,43,39,2025-03-16T01:31:57Z,2580000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
265,PT04M06.00S,2025-03-16T01:31:27.9Z,2,REGULAR,substitution,in,[],1629013,,,1610612752,43,39,2025-03-16T01:31:57Z,2590000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
266,PT03M59.00S,2025-03-16T01:32:23.5Z,2,REGULAR,turnover,traveling,[],1630540,,,1610612752,43,39,2025-03-16T01:33:08Z,2600000,False,,,0,,M. McBride traveling TURNOVER (1 TO),[1630540],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,,McBride,M. McBride,,,,,,,,2002.0,,,,,,,1.0,,,
267,PT03M42.00S,2025-03-16T01:32:50.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203110,93.69250985545335,95.56525735294117,1610612744,43,39,2025-03-16T01:33:21Z,2610000,False,228.0,7.0,1,right,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,22.79,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
268,PT03M38.00S,2025-03-16T01:32:54.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,43,39,2025-03-16T01:33:21Z,2620000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,,,,267.0,,,,,,,,,,,,,,,,,
270,PT03M21.00S,2025-03-16T01:33:20.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,17.871222076215503,42.37898284313726,1610612752,43,39,2025-03-16T01:33:42Z,2640000,False,38.0,115.0,1,left,MISS P. Achiuwa 12' Jump Shot,[1630173],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,12.16,Missed,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,
271,PT03M19.00S,2025-03-16T01:33:22.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,43,39,2025-03-16T01:33:42Z,2650000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,270.0,,,,,,,,,,,,,,,,,
273,PT03M19.00S,2025-03-16T01:33:31.7Z,2,REGULAR,substitution,out,[],1630611,,,1610612744,43,39,2025-03-16T01:33:33Z,2670000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,,,,,,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,
274,PT03M19.00S,2025-03-16T01:33:31.7Z,2,REGULAR,substitution,in,[],1627780,,,1610612744,43,39,2025-03-16T01:33:33Z,2680000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
275,PT02M57.00S,2025-03-16T01:34:07.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,87.51642575558475,58.83501838235294,1610612744,43,39,2025-03-16T01:34:36Z,2690000,False,44.0,65.0,1,right,MISS S. Curry 7' turnaround fadeaway bank Shot,[201939],1610612744.0,GSW,turnaround fadeaway bank,,,,,,In The Paint (Non-RA),0-8 Center,7.84,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
276,PT02M57.00S,2025-03-16T01:34:07.0Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612752,43,39,2025-03-16T01:34:39Z,2700000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Achiuwa,P. Achiuwa,275.0,1.0,1.0,0.0,,,,,,,,,,,,,,
277,PT02M46.00S,2025-03-16T01:34:15.5Z,2,REGULAR,3pt,Jump Shot,[],1630540,24.967148488830475,86.49662990196079,1610612752,43,42,2025-03-16T01:34:49Z,2710000,False,-182.0,182.0,1,left,M. McBride 25' 3PT  (8 PTS) (J. Hart 5 AST),"[1630540, 1628404]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,25.79,Made,8.0,McBride,M. McBride,,,,,J. Hart,1628404.0,5.0,,,,,,,,,,,
279,PT02M38.00S,2025-03-16T01:34:25.2Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,43,42,2025-03-16T01:35:07Z,2730000,False,,,0,,S. Curry bad pass TURNOVER (3 TO),"[201939, 1629013]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Curry,S. Curry,,,,,,,,,,,,,,,3.0,Shamet,1629013.0,
280,PT02M38.00S,2025-03-16T01:34:25.2Z,2,REGULAR,steal,,[],1629013,,,1610612752,43,42,2025-03-16T01:34:27Z,2740000,False,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
281,PT02M33.00S,2025-03-16T01:34:31.6Z,2,REGULAR,turnover,out-of-bounds,[],1630173,,,1610612752,43,42,2025-03-16T01:35:21Z,2750000,False,,,0,,P. Achiuwa lost ball out-of-bounds TURNOVER (1 TO),[1630173],1610612752.0,NYK,lost ball,,,,,,In The Paint (Non-RA),8-16 Center,,,,Achiuwa,P. Achiuwa,,,,,,,,2714.0,,,,,,,1.0,,,
282,PT02M33.00S,2025-03-16T01:34:36.5Z,2,REGULAR,substitution,out,[],1629013,,,1610612744,43,42,2025-03-16T01:34:42Z,2760000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
283,PT02M33.00S,2025-03-16T01:34:36.5Z,2,REGULAR,substitution,in,[],1628384,,,1610612744,43,42,2025-03-16T01:34:42Z,2770000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
284,PT02M23.00S,2025-03-16T01:35:02.9Z,2,REGULAR,foul,personal,[],1628384,,,1610612744,43,42,2025-03-16T01:35:32Z,2780000,False,,,0,,O. Anunoby personal FOUL (2 PF),"[1628384, 202710]",1610612752.0,NYK,,,,,,,Mid-Range,16-24 Center,,,,Anunoby,O. Anunoby,,,,,,,,2002.0,2.0,1.0,Butler III,202710.0,,,,,,
286,PT02M14.00S,2025-03-16T01:35:30.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201939,74.90144546649145,46.61075367647059,1610612744,45,42,2025-03-16T01:36:00Z,2800000,False,-17.0,183.0,1,right,S. Curry 18' pullup Jump Shot (8 PTS) (J. Butler III 4 AST),"[201939, 202710]",1610612744.0,GSW,pullup,,,,,,Mid-Range,16-24 Center,18.42,Made,8.0,Curry,S. Curry,,,,,J. Butler III,202710.0,4.0,,,,,,,,,,,
288,PT01M56.00S,2025-03-16T01:35:50.0Z,2,REGULAR,turnover,lost ball,[],1628969,,,1610612752,45,42,2025-03-16T01:36:55Z,2820000,False,,,0,,M. Bridges lost ball TURNOVER (3 TO),"[1628969, 203110]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,3.0,Green,203110.0,
289,PT01M56.00S,2025-03-16T01:35:50.0Z,2,REGULAR,steal,,[],203110,,,1610612744,45,42,2025-03-16T01:36:48Z,2830000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
290,PT01M53.00S,2025-03-16T01:35:53.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630541,91.72141918528253,51.34803921568628,1610612744,47,42,2025-03-16T01:37:17Z,2840000,False,7.0,25.0,1,right,M. Moody running DUNK (8 PTS) (S. Curry 4 AST),"[1630541, 201939]",1610612744.0,GSW,running,,,,,,Restricted Area,0-8 Center,2.62,Made,8.0,Moody,M. Moody,,,,,S. Curry,201939.0,4.0,,,,,,,,,,,
292,PT01M46.00S,2025-03-16T01:35:58.1Z,2,REGULAR,3pt,Jump Shot,[],1628969,11.695137976346913,3.653492647058826,1610612752,47,45,2025-03-16T01:37:28Z,2860000,False,232.0,57.0,1,left,M. Bridges 3PT  (11 PTS) (O. Anunoby 2 AST),"[1628969, 1628384]",1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,23.87,Made,11.0,Bridges,M. Bridges,,,,,O. Anunoby,1628384.0,2.0,,,,,,,,,,,
294,PT01M39.00S,2025-03-16T01:36:06.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202710,90.40735873850197,54.798560049019606,1610612744,49,45,2025-03-16T01:37:39Z,2880000,False,24.0,38.0,1,right,J. Butler III cutting DUNK (9 PTS) (G. Payton II 1 AST),"[202710, 1627780]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,4.47,Made,9.0,Butler III,J. Butler III,,,,,G. Payton II,1627780.0,1.0,,,,,,,,,,,
296,PT01M38.00S,2025-03-16T01:36:14.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,49,45,2025-03-16T01:36:14Z,2900000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT01M38.00S,2025-03-16T01:37:33.5Z,2,REGULAR,substitution,out,[],1630173,,,1610612752,49,45,2025-03-16T01:37:42Z,2910000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,
298,PT01M38.00S,2025-03-16T01:37:33.5Z,2,REGULAR,substitution,in,[],1629013,,,1610612752,49,45,2025-03-16T01:37:42Z,2920000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
299,PT01M38.00S,2025-03-16T01:37:50.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,49,45,2025-03-16T01:37:54Z,2930000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,1626300.0,,,,,,,,,,
300,PT01M19.00S,2025-03-16T01:38:17.8Z,2,REGULAR,turnover,bad pass,[],1628969,,,1610612752,49,45,2025-03-16T01:38:43Z,2940000,False,,,0,,M. Bridges bad pass TURNOVER (4 TO),"[1628969, 1630541]",1610612752.0,NYK,,,,,,,Mid-Range,8-16 Left,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,4.0,Moody,1630541.0,
301,PT01M19.00S,2025-03-16T01:38:17.8Z,2,REGULAR,steal,,[],1630541,,,1610612744,49,45,2025-03-16T01:38:20Z,2950000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Left,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
302,PT01M15.00S,2025-03-16T01:38:22.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627780,89.48751642575559,57.06188725490196,1610612744,51,45,2025-03-16T01:38:59Z,2960000,False,35.0,46.0,1,right,G. Payton II running Layup (4 PTS) (M. Moody 1 AST),"[1627780, 1630541]",1610612744.0,GSW,running,,,,,,In The Paint (Non-RA),0-8 Center,5.82,Made,4.0,Payton II,G. Payton II,,,,,M. Moody,1630541.0,1.0,,,,,,,,,,,
304,PT00M55.90S,2025-03-16T01:38:40.5Z,2,REGULAR,2pt,Jump Shot,[],1630540,16.797388304862025,70.79886642156863,1610612752,51,47,2025-03-16T01:39:27Z,2980000,False,-104.0,105.0,1,left,M. McBride 14' pullup Jump Shot (10 PTS),[1630540],1610612752.0,NYK,pullup,,,,,,Mid-Range,8-16 Left,14.81,Made,10.0,McBride,M. McBride,,,,,,,,,,,,,,,,,,
305,PT00M47.00S,2025-03-16T01:38:53.8Z,2,REGULAR,3pt,Jump Shot,[],202710,66.70499342969777,43.42830882352941,1610612744,51,47,2025-03-16T01:42:20Z,2990000,False,-33.0,260.0,1,right,MISS J. Butler III 26' pullup 3PT,[202710],1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Center,26.26,Missed,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
306,PT00M44.80S,2025-03-16T01:38:56.0Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612752,51,47,2025-03-16T01:39:45Z,3000000,False,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,Shamet,L. Shamet,305.0,2.0,2.0,0.0,,,,,,,,,,,,,,
307,PT00M25.30S,2025-03-16T01:39:13.7Z,2,REGULAR,3pt,Jump Shot,[],1630540,13.380831143232584,96.54564950980392,1610612752,51,50,2025-03-16T01:40:05Z,3010000,False,-233.0,73.0,1,left,M. McBride 24' 3PT  (13 PTS) (J. Hart 6 AST),"[1630540, 1628404]",1610612752.0,NYK,,,,,,,Left Corner 3,24+ Left,24.4,Made,13.0,McBride,M. McBride,,,,,J. Hart,1628404.0,6.0,,,,,,,,,,,
309,PT00M03.10S,2025-03-16T01:39:39.7Z,2,REGULAR,3pt,Jump Shot,[],201939,63.9454664914586,59.80392156862745,1610612744,54,50,2025-03-16T01:43:28Z,3030000,False,49.0,286.0,1,right,S. Curry 29' 3PT  (11 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,29.06,Made,11.0,Curry,S. Curry,,,,,D. Green,203110.0,2.0,,,,,,,,,,,
311,PT00M00.00S,2025-03-16T01:39:52.8Z,2,REGULAR,period,end,[],0,,,1610612752,54,50,2025-03-16T01:39:52Z,3050000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2025-03-16T01:54:32.6Z,3,REGULAR,substitution,out,['startperiod'],1627780,,,1610612752,54,50,2025-03-16T01:55:23Z,3060000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2025-03-16T01:54:32.6Z,3,REGULAR,substitution,out,['startperiod'],1629013,,,1610612752,54,50,2025-03-16T01:55:23Z,3070000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2025-03-16T01:54:32.6Z,3,REGULAR,substitution,in,['startperiod'],1630611,,,1610612752,54,50,2025-03-16T01:55:23Z,3080000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,,,,,,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2025-03-16T01:54:32.6Z,3,REGULAR,substitution,in,['startperiod'],1626157,,,1610612752,54,50,2025-03-16T01:55:23Z,3090000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2025-03-16T01:55:54.9Z,3,REGULAR,period,start,[],0,,,1610612744,54,50,2025-03-16T01:55:54Z,3100000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT11M38.00S,2025-03-16T01:56:25.2Z,3,REGULAR,3pt,Jump Shot,[],201939,30.535479632063073,81.37254901960785,1610612744,54,50,2025-03-16T01:56:59Z,3110000,False,-157.0,235.0,1,left,MISS S. Curry 28' step back 3PT - blocked,"[201939, 1630540]",1610612744.0,GSW,step back,,,,,,Above the Break 3,24+ Left Center,28.21,Missed,,Curry,S. Curry,,,,,,,,,,,,,McBride,1630540.0,,,,
318,PT11M38.00S,2025-03-16T01:56:25.2Z,3,REGULAR,block,,[],1630540,,,1610612744,54,50,2025-03-16T01:56:28Z,3120000,False,,,0,,M. McBride BLOCK (1 BLK),[1630540],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,
319,PT11M35.00S,2025-03-16T01:56:28.2Z,3,REGULAR,rebound,defensive,[],1630540,,,1610612752,54,50,2025-03-16T01:56:59Z,3130000,False,,,0,,M. McBride REBOUND (Off:0 Def:2),[1630540],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,McBride,M. McBride,317.0,2.0,2.0,0.0,,,,,,,,,,,,,,
320,PT11M28.00S,2025-03-16T01:56:30.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626157,65.62089356110381,83.33333333333334,1610612752,54,53,2025-03-16T01:57:20Z,3140000,False,167.0,271.0,1,right,K. Towns 31' 3PT running (14 PTS) (M. McBride 3 AST),"[1626157, 1630540]",1610612752.0,NYK,running,,,,,,Above the Break 3,24+ Right Center,31.79,Made,14.0,Towns,K. Towns,,,,,M. McBride,1630540.0,3.0,,,,,,,,,,,
323,PT11M14.00S,2025-03-16T01:56:49.6Z,3,REGULAR,2pt,Jump Shot,[],201939,17.345597897503282,70.3201593137255,1610612744,54,53,2025-03-16T01:57:38Z,3170000,False,-102.0,111.0,1,left,MISS S. Curry 15' step back Shot,[201939],1610612744.0,GSW,step back,,,,,,Mid-Range,8-16 Left,15.01,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
324,PT11M12.00S,2025-03-16T01:56:51.6Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,54,53,2025-03-16T01:57:38Z,3180000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Left,,,,Hart,J. Hart,323.0,2.0,2.0,0.0,,,,,,,,,,,,,,
325,PT10M52.00S,2025-03-16T01:57:01.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,88.30486202365309,61.53109681372549,1610612752,54,55,2025-03-16T01:57:58Z,3190000,False,58.0,57.0,1,right,M. Bridges 8' fadeaway Jump Shot (13 PTS),[1628969],1610612752.0,NYK,fadeaway,,,,,,In The Paint (Non-RA),8-16 Right,8.14,Made,13.0,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
326,PT10M43.00S,2025-03-16T01:57:11.9Z,3,REGULAR,3pt,Jump Shot,[],203110,32.381323915900126,30.124080882352942,1610612744,54,55,2025-03-16T01:58:13Z,3200000,False,99.0,252.0,1,left,MISS D. Green 27' 3PT,[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,27.08,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
327,PT10M41.00S,2025-03-16T01:57:13.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,54,55,2025-03-16T01:58:24Z,3210000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,,,,326.0,,,,,,,,,,,,,,,,,
329,PT10M26.00S,2025-03-16T01:57:35.3Z,3,REGULAR,3pt,Jump Shot,[],1630540,75.03285151116951,90.17310049019608,1610612752,54,55,2025-03-16T01:59:02Z,3230000,False,201.0,182.0,1,right,MISS M. McBride 27' pullup 3PT,[1630540],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Right Center,27.12,Missed,,McBride,M. McBride,,,,,,,,,,,,,,,,,,
330,PT10M23.00S,2025-03-16T01:57:38.3Z,3,REGULAR,rebound,defensive,[],1630611,,,1610612744,54,55,2025-03-16T01:58:51Z,3240000,False,,,0,,G. Santos REBOUND (Off:0 Def:5),[1630611],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Santos,G. Santos,329.0,5.0,5.0,0.0,,,,,,,,,,,,,,
331,PT10M17.00S,2025-03-16T01:57:44.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202710,6.307490144546648,43.604473039215684,1610612744,54,55,2025-03-16T01:59:43Z,3250000,False,32.0,7.0,1,left,MISS J. Butler III cutting DUNK - blocked,"[202710, 1628404]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,3.27,Missed,,Butler III,J. Butler III,,,,,,,,,,,,,Hart,1628404.0,,,,
362,PT10M17.00S,2025-03-16T01:57:44.8Z,3,REGULAR,block,,[],1628404,,,1610612744,54,55,2025-03-16T02:02:26Z,3255000,False,,,0,,J. Hart BLOCK (1 BLK),[1628404],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
332,PT10M16.00S,2025-03-16T01:57:45.8Z,3,REGULAR,rebound,offensive,[],202710,,,1610612744,54,55,2025-03-16T01:59:43Z,3260000,False,,,0,,J. Butler III REBOUND (Off:1 Def:0),[202710],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Butler III,J. Butler III,331.0,1.0,0.0,1.0,,,,,,,,,,,,,,
333,PT10M16.00S,2025-03-16T01:57:48.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202710,6.176084099868589,52.79564950980392,1610612744,54,55,2025-03-16T02:00:00Z,3270000,False,-14.0,6.0,1,left,MISS J. Butler III tip Layup,[202710],1610612744.0,GSW,tip,,,,,,Restricted Area,0-8 Center,1.51,Missed,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
334,PT10M15.00S,2025-03-16T01:57:49.8Z,3,REGULAR,rebound,offensive,[],202710,,,1610612744,54,55,2025-03-16T02:00:00Z,3280000,False,,,0,,J. Butler III REBOUND (Off:2 Def:0),[202710],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Butler III,J. Butler III,333.0,2.0,0.0,2.0,,,,,,,,,,,,,,
335,PT10M11.00S,2025-03-16T01:57:50.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630541,6.389618922470433,95.09803921568627,1610612744,57,55,2025-03-16T02:00:13Z,3290000,False,-225.0,8.0,1,left,M. Moody 3PT  (11 PTS) (J. Butler III 5 AST),"[1630541, 202710]",1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,22.56,Made,11.0,Moody,M. Moody,,,,,J. Butler III,202710.0,5.0,,,,,,,,,,,
337,PT09M43.00S,2025-03-16T01:58:18.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,90.01314060446781,37.72212009803921,1610612752,57,57,2025-03-16T02:00:37Z,3310000,False,-61.0,41.0,1,right,K. Towns 7' driving bank Hook (16 PTS) (M. Bridges 1 AST),"[1626157, 1628969]",1610612752.0,NYK,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,7.41,Made,16.0,Towns,K. Towns,,,,,M. Bridges,1628969.0,1.0,,,,,,,,,,,
338,PT09M32.00S,2025-03-16T01:58:30.6Z,3,REGULAR,foul,personal,['2freethrow'],1630540,,,1610612744,57,57,2025-03-16T02:00:56Z,3320000,False,,,0,,M. McBride shooting personal FOUL (1 PF) (Curry 2 FT),"[1630540, 201939]",1610612752.0,NYK,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,McBride,M. McBride,,,,,,,,2714.0,1.0,0.0,Curry,201939.0,,,,,,
340,PT09M32.00S,2025-03-16T01:58:58.2Z,3,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,58,57,2025-03-16T01:58:58Z,3340000,False,,,0,,S. Curry Free Throw 1 of 2 (12 PTS),[201939],1610612744.0,GSW,,,,,,,,,,Made,12.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
341,PT09M32.00S,2025-03-16T01:59:15.9Z,3,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,59,57,2025-03-16T01:59:15Z,3350000,False,,,0,,S. Curry Free Throw 2 of 2 (13 PTS),[201939],1610612744.0,GSW,,,,,,,,,,Made,13.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
