actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,playerName,playerNameI,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
271,PT04M51.00S,2024-11-26T01:00:26.1Z,2,REGULAR,substitution,out,[],1630567,,,1610612765,37,44,2024-11-26T01:02:43Z,2620000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,
272,PT04M51.00S,2024-11-26T01:00:26.1Z,2,REGULAR,substitution,in,[],1627736,,,1610612765,37,44,2024-11-26T01:02:43Z,2630000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,,,,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,
273,PT04M51.00S,2024-11-26T01:00:26.1Z,2,REGULAR,substitution,in,[],1630534,,,1610612765,37,44,2024-11-26T01:02:43Z,2640000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,
274,PT04M45.00S,2024-11-26T01:03:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,6.915243101182654,47.549019607843135,1610612765,39,44,2024-11-26T01:03:19Z,2650000,False,12.0,13.0,1,left,J. Ivey cutting finger roll Layup (7 PTS) (J. Duren 3 AST),"[1631093, 1631105]",1610612765.0,DET,cutting finger roll,,,,,,Restricted Area,0-8 Center,,Ivey,J. Ivey,,,1.75,Made,7.0,J. Duren,1631105.0,3.0,,,,,,,,,,,,
276,PT04M20.00S,2024-11-26T01:03:37.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.85479632063075,55.392156862745104,1610612761,39,44,2024-11-26T01:04:04Z,2670000,False,27.0,15.0,1,right,MISS J. Poeltl cutting Layup - blocked,"[1627751, 1631105]",1610612761.0,TOR,cutting,,,,,,Restricted Area,0-8 Center,,Poeltl,J. Poeltl,,,3.07,Missed,,,,,,,,,,,,,,Duren,1631105.0,
277,PT04M20.00S,2024-11-26T01:03:37.7Z,2,REGULAR,block,,[],1631105,,,1610612761,39,44,2024-11-26T01:03:40Z,2680000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,
278,PT04M19.00S,2024-11-26T01:03:38.7Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,39,44,2024-11-26T01:04:19Z,2690000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:4),[1627751],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,Poeltl,J. Poeltl,,,,,,,,,276.0,5.0,4.0,1.0,,,,,,,,
279,PT04M18.00S,2024-11-26T01:03:43.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612761,39,44,2024-11-26T01:03:52Z,2700000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628954.0,,,,,,,
351,PT04M13.00S,2024-11-26T01:03:58.3Z,2,REGULAR,turnover,lost ball,[],1631093,,,1610612765,39,44,2024-11-26T01:15:44Z,2720000,False,,,0,,J. Ivey lost ball TURNOVER (1 TO),"[1631093, 1630558]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,1.0,Ivey,J. Ivey,Mitchell,1630558.0,,,,,,,,,,,,,,,,,,
352,PT04M13.00S,2024-11-26T01:03:58.3Z,2,REGULAR,steal,,[],1630558,,,1610612761,39,44,2024-11-26T01:15:44Z,2730000,False,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,
283,PT03M59.00S,2024-11-26T01:04:13.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642367,82.21090670170827,46.32352941176471,1610612761,39,44,2024-11-26T01:15:44Z,2740000,False,-18.0,115.0,1,right,MISS J. Mogbo 11' driving floating Shot,[1642367],1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,Mogbo,J. Mogbo,,,11.62,Missed,,,,,,,,,,,,,,,,
284,PT03M56.00S,2024-11-26T01:04:16.3Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,39,44,2024-11-26T01:04:20Z,2750000,False,,,0,,J. Duren REBOUND (Off:0 Def:6),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,Duren,J. Duren,,,,,,,,,283.0,6.0,6.0,0.0,,,,,,,,
285,PT03M40.00S,2024-11-26T01:04:33.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642367,,,1610612765,39,44,2024-11-26T01:04:45Z,2760000,False,,,0,,J. Mogbo shooting personal FOUL (1 PF) (Harris 2 FT),"[1642367, 202699]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),8-16 Right,,Mogbo,J. Mogbo,,,,,,,,,,,,,1628954.0,1.0,0.0,Harris,202699.0,,,
287,PT03M40.00S,2024-11-26T01:05:03.3Z,2,REGULAR,freethrow,1 of 2,[],202699,,,1610612765,40,44,2024-11-26T01:05:03Z,2780000,False,,,0,,T. Harris Free Throw 1 of 2 (8 PTS),[202699],1610612765.0,DET,,,,,,,,,,Harris,T. Harris,,,,Made,8.0,,,,,,,,,,,,,,,
288,PT03M40.00S,2024-11-26T01:05:05.0Z,2,REGULAR,substitution,out,[],1642367,,,1610612765,40,44,2024-11-26T01:05:13Z,2790000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,
289,PT03M40.00S,2024-11-26T01:05:05.0Z,2,REGULAR,substitution,in,[],1630567,,,1610612765,40,44,2024-11-26T01:05:13Z,2800000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,
290,PT03M40.00S,2024-11-26T01:05:26.9Z,2,REGULAR,freethrow,2 of 2,[],202699,,,1610612765,41,44,2024-11-26T01:05:26Z,2810000,False,,,0,,T. Harris Free Throw 2 of 2 (9 PTS),[202699],1610612765.0,DET,,,,,,,,,,Harris,T. Harris,,,,Made,9.0,,,,,,,,,,,,,,,
291,PT03M31.00S,2024-11-26T01:05:40.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,88.51839684625493,51.225490196078425,1610612761,41,44,2024-11-26T01:06:05Z,2820000,False,6.0,55.0,1,right,MISS S. Barnes driving Layup - blocked,"[1630567, 1631105]",1610612761.0,TOR,driving,,,,,,In The Paint (Non-RA),0-8 Center,,Barnes,S. Barnes,,,5.57,Missed,,,,,,,,,,,,,,Duren,1631105.0,
292,PT03M31.00S,2024-11-26T01:05:40.6Z,2,REGULAR,block,,[],1631105,,,1610612761,41,44,2024-11-26T01:05:44Z,2830000,False,,,0,,J. Duren BLOCK (2 BLK),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,
293,PT03M29.00S,2024-11-26T01:05:42.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,41,44,2024-11-26T01:06:05Z,2840000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,291.0,,,,,,,,,,,
295,PT03M24.00S,2024-11-26T01:06:09.7Z,2,REGULAR,foul,personal,[],1627736,,,1610612761,41,44,2024-11-26T01:06:19Z,2860000,False,,,0,,M. Beasley personal FOUL (2 PF),"[1627736, 1630567]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,Beasley,M. Beasley,,,,,,,,,,,,,1628954.0,2.0,1.0,Barnes,1630567.0,,,
297,PT03M10.00S,2024-11-26T01:06:40.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630567,74.11300919842313,63.013174019607845,1610612761,41,44,2024-11-26T01:07:09Z,2880000,False,65.0,191.0,1,right,MISS S. Barnes 20' driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,,,,Mid-Range,16-24 Right Center,,Barnes,S. Barnes,,,20.16,Missed,,,,,,,,,,,,,,,,
298,PT03M08.00S,2024-11-26T01:06:42.8Z,2,REGULAR,rebound,defensive,[],202699,,,1610612765,41,44,2024-11-26T01:07:09Z,2890000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,,,,Mid-Range,16-24 Right Center,,Harris,T. Harris,,,,,,,,,297.0,2.0,2.0,0.0,,,,,,,,
299,PT02M46.00S,2024-11-26T01:07:03.1Z,2,REGULAR,2pt,Jump Shot,[],1627736,8.09789750328515,67.64705882352942,1610612765,43,44,2024-11-26T01:07:07Z,2900000,False,-88.0,24.0,1,left,M. Beasley 9' driving floating bank Jump Shot (11 PTS),[1627736],1610612765.0,DET,driving floating bank,,,,,,Mid-Range,8-16 Left,,Beasley,M. Beasley,,,9.13,Made,11.0,,,,,,,,,,,,,,,
300,PT02M39.00S,2024-11-26T01:07:12.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,89.70105124835742,56.127450980392155,1610612761,43,44,2024-11-26T01:08:07Z,2910000,False,31.0,44.0,1,right,MISS J. Poeltl cutting Layup - blocked,"[1627751, 1631105]",1610612761.0,TOR,cutting,,,,,,In The Paint (Non-RA),0-8 Center,,Poeltl,J. Poeltl,,,5.38,Missed,,,,,,,,,,,,,,Duren,1631105.0,
301,PT02M39.00S,2024-11-26T01:07:12.6Z,2,REGULAR,block,,[],1631105,,,1610612761,43,44,2024-11-26T01:07:15Z,2920000,False,,,0,,J. Duren BLOCK (3 BLK),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,
302,PT02M38.00S,2024-11-26T01:07:13.6Z,2,REGULAR,rebound,offensive,[],1630558,,,1610612761,43,44,2024-11-26T01:08:00Z,2930000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1630558],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,Mitchell,D. Mitchell,,,,,,,,,300.0,1.0,0.0,1.0,,,,,,,,
303,PT02M27.00S,2024-11-26T01:07:23.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,66.44218134034165,67.64705882352942,1610612761,43,44,2024-11-26T01:08:38Z,2940000,False,88.0,263.0,1,right,MISS D. Mitchell 27' 3PT,[1630558],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,Mitchell,D. Mitchell,,,27.73,Missed,,,,,,,,,,,,,,,,
304,PT02M25.00S,2024-11-26T01:07:25.6Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,43,44,2024-11-26T01:08:38Z,2950000,False,,,0,,J. Duren REBOUND (Off:0 Def:7),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,Duren,J. Duren,,,,,,,,,303.0,7.0,7.0,0.0,,,,,,,,
305,PT02M15.00S,2024-11-26T01:07:34.8Z,2,REGULAR,3pt,Jump Shot,[],1627736,32.933639947437584,42.15686274509804,1610612765,43,44,2024-11-26T01:09:02Z,2960000,False,39.0,257.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,Beasley,M. Beasley,,,26.01,Missed,,,,,,,,,,,,,,,,
306,PT02M13.00S,2024-11-26T01:07:36.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,43,44,2024-11-26T01:09:02Z,2970000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,305.0,,,,,,,,,,,
308,PT02M13.00S,2024-11-26T01:07:42.0Z,2,REGULAR,substitution,out,[],1630558,,,1610612761,43,44,2024-11-26T01:07:48Z,2990000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,
309,PT02M13.00S,2024-11-26T01:07:42.0Z,2,REGULAR,substitution,in,[],1642347,,,1610612761,43,44,2024-11-26T01:07:48Z,3000000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,
310,PT02M01.00S,2024-11-26T01:08:04.4Z,2,REGULAR,turnover,bad pass,[],1629628,,,1610612761,43,44,2024-11-26T01:09:29Z,3010000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1631093]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,1.0,Barrett,R. Barrett,Ivey,1631093.0,,,,,,,,,,,,,,,,,,
311,PT02M01.00S,2024-11-26T01:08:04.4Z,2,REGULAR,steal,,[],1631093,,,1610612765,43,44,2024-11-26T01:08:06Z,3020000,False,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,
312,PT01M55.00S,2024-11-26T01:08:09.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,7.440867279894875,47.549019607843135,1610612765,45,44,2024-11-26T01:08:15Z,3030000,False,12.0,17.0,1,left,T. Harris running DUNK (11 PTS) (J. Ivey 5 AST),"[202699, 1631093]",1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,,Harris,T. Harris,,,2.13,Made,11.0,J. Ivey,1631093.0,5.0,,,,,,,,,,,,
314,PT01M37.00S,2024-11-26T01:08:28.2Z,2,REGULAR,2pt,Jump Shot,[],1630567,82.07950065703022,32.59803921568628,1610612761,45,46,2024-11-26T01:08:34Z,3050000,False,-87.0,116.0,1,right,S. Barnes 14' fadeaway Jump Shot (20 PTS),[1630567],1610612761.0,TOR,fadeaway,,,,,,Mid-Range,8-16 Left,,Barnes,S. Barnes,,,14.5,Made,20.0,,,,,,,,,,,,,,,
315,PT01M24.00S,2024-11-26T01:08:39.4Z,2,REGULAR,3pt,Jump Shot,[],202699,26.62614980289093,17.401960784313726,1610612765,45,46,2024-11-26T01:08:45Z,3060000,False,163.0,198.0,1,left,MISS T. Harris 25' 3PT,[202699],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,Harris,T. Harris,,,25.63,Missed,,,,,,,,,,,,,,,,
316,PT01M22.00S,2024-11-26T01:08:41.4Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,45,46,2024-11-26T01:08:45Z,3070000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:5),[1627751],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,Poeltl,J. Poeltl,,,,,,,,,315.0,6.0,5.0,1.0,,,,,,,,
317,PT01M19.00S,2024-11-26T01:08:46.0Z,2,REGULAR,foul,offensive,['inpenalty'],1630534,,,1610612761,45,46,2024-11-26T03:47:38Z,3080000,False,,,0,,O. Agbaji charge offensive FOUL (2 PF),"[1630534, 203501]",1610612761.0,TOR,charge,,,,,,In The Paint (Non-RA),0-8 Center,,Agbaji,O. Agbaji,,,,,,,,,,,,,1628485.0,2.0,0.0,Hardaway Jr.,203501.0,,,
319,PT01M19.00S,2024-11-26T01:08:46.0Z,2,REGULAR,turnover,offensive foul,[],1630534,,,1610612761,45,46,2024-11-26T01:08:46Z,3100000,False,,,0,,O. Agbaji offensive foul TURNOVER (1 TO),[1630534],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,1.0,Agbaji,O. Agbaji,,,,,,,,,,,,,1628485.0,,,,,,,
320,PT01M11.00S,2024-11-26T01:09:34.6Z,2,REGULAR,foul,offensive,[],1627736,,,1610612765,45,46,2024-11-26T01:09:54Z,3110000,False,,,0,,M. Beasley offensive FOUL (3 PF),"[1627736, 1642347]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,Beasley,M. Beasley,,,,,,,,,,,,,1830.0,3.0,1.0,Shead,1642347.0,,,
322,PT01M11.00S,2024-11-26T01:09:34.6Z,2,REGULAR,turnover,offensive foul,[],1627736,,,1610612765,45,46,2024-11-26T01:09:34Z,3130000,False,,,0,,M. Beasley offensive foul TURNOVER (2 TO),[1627736],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,2.0,Beasley,M. Beasley,,,,,,,,,,,,,1830.0,,,,,,,
323,PT00M58.00S,2024-11-26T01:10:00.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627751,85.23324572930355,49.50980392156863,1610612761,45,48,2024-11-26T01:10:06Z,3140000,False,-2.0,86.0,1,right,J. Poeltl 8' Hook (4 PTS) (J. Shead 3 AST),"[1627751, 1642347]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,Poeltl,J. Poeltl,,,8.63,Made,4.0,J. Shead,1642347.0,3.0,,,,,,,,,,,,
325,PT00M42.90S,2024-11-26T01:10:20.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642347,,,1610612765,45,48,2024-11-26T01:10:31Z,3160000,False,,,0,,J. Shead shooting personal FOUL (2 PF) (Ivey 2 FT),"[1642347, 1631093]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,Shead,J. Shead,,,,,,,,,,,,,1628485.0,2.0,0.0,Ivey,1631093.0,,,
327,PT00M42.90S,2024-11-26T01:10:49.3Z,2,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,45,48,2024-11-26T01:10:49Z,3180000,False,,,0,,MISS J. Ivey Free Throw 1 of 2,[1631093],1610612765.0,DET,,,,,,,,,,Ivey,J. Ivey,,,,Missed,,,,,,,,,,,,,,,,
328,PT00M42.90S,2024-11-26T01:10:49.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,45,48,2024-11-26T01:10:49Z,3190000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,327.0,,,,,,,,,,,
329,PT00M42.90S,2024-11-26T01:10:50.7Z,2,REGULAR,substitution,out,[],1627736,,,1610612765,45,48,2024-11-26T01:10:57Z,3200000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,,,,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,
330,PT00M42.90S,2024-11-26T01:10:50.7Z,2,REGULAR,substitution,in,[],1631204,,,1610612765,45,48,2024-11-26T01:10:57Z,3210000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,
331,PT00M42.90S,2024-11-26T01:11:08.7Z,2,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,46,48,2024-11-26T01:11:08Z,3220000,False,,,0,,J. Ivey Free Throw 2 of 2 (8 PTS),[1631093],1610612765.0,DET,,,,,,,,,,Ivey,J. Ivey,,,,Made,8.0,,,,,,,,,,,,,,,
332,PT00M35.70S,2024-11-26T01:11:22.3Z,2,REGULAR,3pt,Jump Shot,[],1630567,67.09921156373193,64.4607843137255,1610612761,46,48,2024-11-26T01:11:49Z,3230000,False,72.0,257.0,1,right,MISS S. Barnes 26' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,,,,Above the Break 3,24+ Center,,Barnes,S. Barnes,,,26.68,Missed,,,,,,,,,,,,,,,,
333,PT00M32.30S,2024-11-26T01:11:25.7Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,46,48,2024-11-26T01:11:26Z,3240000,False,,,0,,J. Duren REBOUND (Off:0 Def:8),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,Duren,J. Duren,,,,,,,,,332.0,8.0,8.0,0.0,,,,,,,,
334,PT00M14.50S,2024-11-26T01:11:46.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,10.068988173455978,44.11764705882353,1610612765,46,48,2024-11-26T01:12:16Z,3250000,False,29.0,42.0,1,left,MISS J. Duren driving Layup - blocked,"[1631105, 1627751]",1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),0-8 Center,,Duren,J. Duren,,,5.13,Missed,,,,,,,,,,,,,,Poeltl,1627751.0,
335,PT00M14.50S,2024-11-26T01:11:46.2Z,2,REGULAR,block,,[],1627751,,,1610612765,46,48,2024-11-26T01:11:50Z,3260000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,
336,PT00M13.50S,2024-11-26T01:11:47.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,46,48,2024-11-26T01:12:16Z,3270000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,334.0,,,,,,,,,,,
338,PT00M10.60S,2024-11-26T01:12:06.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631093,5.863994743758213,50.245098039215684,1610612765,48,48,2024-11-26T01:12:44Z,3290000,False,-1.0,3.0,1,left,J. Ivey cutting Layup (10 PTS) (M. Sasser 1 AST),"[1631093, 1631204]",1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,,Ivey,J. Ivey,,,0.29,Made,10.0,M. Sasser,1631204.0,1.0,,,,,,,,,,,,
340,PT00M02.90S,2024-11-26T01:12:17.5Z,2,REGULAR,foul,personal,[],1631093,,,1610612761,48,48,2024-11-26T01:12:49Z,3310000,False,,,0,,J. Ivey personal FOUL (2 PF),"[1631093, 1630567]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,Ivey,J. Ivey,,,,,,,,,,,,,1830.0,2.0,0.0,Barnes,1630567.0,,,
342,PT00M02.90S,2024-11-26T01:12:29.4Z,2,REGULAR,substitution,out,[],1631105,,,1610612761,48,48,2024-11-26T01:12:45Z,3330000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,
343,PT00M02.90S,2024-11-26T01:12:29.4Z,2,REGULAR,substitution,out,[],203501,,,1610612761,48,48,2024-11-26T01:12:45Z,3340000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,
344,PT00M02.90S,2024-11-26T01:12:29.4Z,2,REGULAR,substitution,out,[],1630534,,,1610612761,48,48,2024-11-26T01:12:45Z,3350000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,
345,PT00M02.90S,2024-11-26T01:12:29.4Z,2,REGULAR,substitution,in,[],1641709,,,1610612761,48,48,2024-11-26T01:12:45Z,3360000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,
346,PT00M02.90S,2024-11-26T01:12:29.4Z,2,REGULAR,substitution,in,[],1630191,,,1610612761,48,48,2024-11-26T01:12:45Z,3370000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,
347,PT00M02.90S,2024-11-26T01:12:29.4Z,2,REGULAR,substitution,in,[],1642419,,,1610612761,48,48,2024-11-26T01:12:45Z,3380000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,
348,PT00M00.90S,2024-11-26T01:12:51.8Z,2,REGULAR,3pt,Jump Shot,[],1642419,67.7562417871222,66.17647058823529,1610612761,48,48,2024-11-26T01:12:58Z,3390000,False,81.0,251.0,1,right,MISS J. Battle 26' 3PT,[1642419],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,Battle,J. Battle,,,26.33,Missed,,,,,,,,,,,,,,,,
349,PT00M00.90S,2024-11-26T01:12:51.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,48,48,2024-11-26T01:14:53Z,3400000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,348.0,,,,,,,,,,,
350,PT00M00.00S,2024-11-26T01:12:58.0Z,2,REGULAR,period,end,[],0,,,1610612765,48,48,2024-11-26T01:12:58Z,3410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2024-11-26T01:27:19.9Z,3,REGULAR,substitution,out,['startperiod'],1631204,,,1610612765,48,48,2024-11-26T01:28:09Z,3420000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2024-11-26T01:27:19.9Z,3,REGULAR,substitution,out,['startperiod'],1641709,,,1610612765,48,48,2024-11-26T01:28:09Z,3430000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2024-11-26T01:27:19.9Z,3,REGULAR,substitution,out,['startperiod'],1630191,,,1610612765,48,48,2024-11-26T01:28:09Z,3440000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2024-11-26T01:27:19.9Z,3,REGULAR,substitution,out,['startperiod'],1642347,,,1610612765,48,48,2024-11-26T01:28:09Z,3450000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2024-11-26T01:27:19.9Z,3,REGULAR,substitution,out,['startperiod'],1642419,,,1610612765,48,48,2024-11-26T01:28:09Z,3460000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2024-11-26T01:27:19.9Z,3,REGULAR,substitution,in,['startperiod'],203501,,,1610612765,48,48,2024-11-26T01:28:09Z,3470000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2024-11-26T01:27:19.9Z,3,REGULAR,substitution,in,['startperiod'],1631105,,,1610612765,48,48,2024-11-26T01:28:09Z,3480000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,
