actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
265,PT07M04.00S,2025-01-17T00:51:01.3Z,2,REGULAR,3pt,Jump Shot,[],1630169,27.250328515111704,17.892156862745097,1610612754,36,45,2025-01-17T00:51:45Z,2550000,False,161.0,204.0,1,left,MISS T. Haliburton 25' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
266,PT07M03.00S,2025-01-17T00:51:02.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,36,45,2025-01-17T00:51:21Z,2560000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,265.0,,,,,,,,,,,,,,,,,
268,PT06M53.00S,2025-01-17T00:51:30.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,34.346254927726676,38.725490196078425,1610612754,36,45,2025-01-17T00:51:36Z,2580000,False,56.0,270.0,1,left,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,27.62,Missed,,,,,,,,,,,,,,,,,,
269,PT06M49.00S,2025-01-17T00:51:33.4Z,2,REGULAR,rebound,defensive,[],203501,,,1610612765,36,45,2025-01-17T00:51:33Z,2590000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,268.0,2.0,2.0,0.0,,,,,,,,,,,,,,
270,PT06M40.00S,2025-01-17T00:51:42.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631323,90.71944809461235,46.32352941176471,1610612765,38,45,2025-01-17T00:51:46Z,2600000,False,-18.0,35.0,1,right,S. Fontecchio driving Layup (2 PTS) (A. Thompson 2 AST),"[1631323, 1641709]",1610612765.0,DET,driving,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,3.93,Made,,,,,2.0,A. Thompson,1641709.0,2.0,,,,,,,,,,
272,PT06M14.00S,2025-01-17T00:52:08.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,6.619579500657039,58.57843137254902,1610612754,38,47,2025-01-17T00:52:15Z,2620000,False,-43.0,10.0,1,left,J. Walker driving floating Jump Shot (6 PTS) (T. Haliburton 3 AST),"[1641716, 1630169]",1610612754.0,IND,driving floating,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,4.4,Made,,,,,6.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,
274,PT05M58.00S,2025-01-17T00:52:24.8Z,2,REGULAR,3pt,Jump Shot,[],1630595,67.06636005256242,44.36274509803921,1610612765,41,47,2025-01-17T00:52:30Z,2640000,False,-28.0,257.0,1,right,C. Cunningham 25' 3PT  (5 PTS) (I. Stewart 3 AST),"[1630595, 1630191]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,25.86,Made,,,,,5.0,I. Stewart,1630191.0,3.0,,,,,,,,,,
276,PT05M43.00S,2025-01-17T00:52:45.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,8.459264126149804,48.28431372549019,1610612754,41,47,2025-01-17T00:55:04Z,2660000,False,9.0,27.0,1,left,MISS P. Siakam driving Layup - blocked,"[1627783, 1641709]",1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,,,,Thompson,1641709.0,,
277,PT05M43.00S,2025-01-17T00:52:45.0Z,2,REGULAR,block,,[],1641709,,,1610612754,41,47,2025-01-17T00:58:20Z,2670000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
278,PT05M42.00S,2025-01-17T00:52:46.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,41,47,2025-01-17T00:52:54Z,2680000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,276.0,,,,,,,,,,,,,,,,,
279,PT05M42.00S,2025-01-17T00:52:54.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,41,47,2025-01-17T00:52:54Z,2690000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M42.00S,2025-01-17T00:52:59.5Z,2,REGULAR,substitution,out,[],1630191,,,1610612754,41,47,2025-01-17T00:55:46Z,2700000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M42.00S,2025-01-17T00:52:59.5Z,2,REGULAR,substitution,out,[],1627783,,,1610612754,41,47,2025-01-17T00:55:46Z,2710000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M42.00S,2025-01-17T00:52:59.5Z,2,REGULAR,substitution,in,[],1631105,,,1610612754,41,47,2025-01-17T00:55:46Z,2720000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M42.00S,2025-01-17T00:52:59.5Z,2,REGULAR,substitution,in,[],1630167,,,1610612754,41,47,2025-01-17T00:55:46Z,2730000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT05M37.00S,2025-01-17T00:55:49.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630169,22.78252299605782,5.882352941176478,1610612754,41,50,2025-01-17T00:55:53Z,2740000,False,221.0,162.0,1,left,T. Haliburton 27' 3PT  (7 PTS) (A. Nembhard 4 AST),"[1630169, 1629614]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,27.35,Made,,,,,7.0,A. Nembhard,1629614.0,4.0,,,,,,,,,,
286,PT05M17.00S,2025-01-17T00:56:09.9Z,2,REGULAR,3pt,Jump Shot,[],203501,70.61432325886992,20.588235294117652,1610612765,41,50,2025-01-17T00:56:55Z,2760000,False,-147.0,224.0,1,right,MISS T. Hardaway Jr. 26' step back 3PT,[203501],1610612765.0,DET,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,26.77,Missed,,,,,,,,,,,,,,,,,,
287,PT05M16.00S,2025-01-17T00:56:10.9Z,2,REGULAR,rebound,offensive,[],1641709,,,1610612765,41,50,2025-01-17T00:56:17Z,2770000,False,,,0,,A. Thompson REBOUND (Off:2 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,286.0,3.0,1.0,2.0,,,,,,,,,,,,,,
288,PT05M11.00S,2025-01-17T00:56:17.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1641709,91.37647831800263,69.8529411764706,1610612765,41,50,2025-01-17T00:57:22Z,2780000,False,99.0,29.0,1,right,MISS A. Thompson 10' turnaround fadeaway Shot,[1641709],1610612765.0,DET,turnaround fadeaway,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Right,10.33,Missed,,,,,,,,,,,,,,,,,,
289,PT05M10.00S,2025-01-17T00:56:18.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,41,50,2025-01-17T00:56:29Z,2790000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Right,,,288.0,,,,,,,,,,,,,,,,,
290,PT05M10.00S,2025-01-17T00:56:26.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631105,,,1610612754,41,50,2025-01-17T00:56:39Z,2800000,False,,,0,,J. Duren loose ball personal FOUL (1 PF) (Turner 2 FT),"[1631105, 1626167]",1610612765.0,DET,loose ball,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2714.0,1.0,0.0,,,Turner,1626167.0
292,PT05M10.00S,2025-01-17T00:56:57.7Z,2,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,41,51,2025-01-17T00:56:57Z,2820000,False,,,0,,M. Turner Free Throw 1 of 2 (15 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
293,PT05M10.00S,2025-01-17T00:57:11.8Z,2,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,41,52,2025-01-17T00:57:11Z,2830000,False,,,0,,M. Turner Free Throw 2 of 2 (16 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
294,PT04M53.00S,2025-01-17T00:57:30.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641709,93.61038107752957,40.68627450980392,1610612765,43,52,2025-01-17T00:57:49Z,2840000,False,-47.0,8.0,1,right,A. Thompson driving bank Hook (4 PTS),[1641709],1610612765.0,DET,driving bank,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,4.72,Made,,,,,4.0,,,,,,,,,,,,,
295,PT04M35.00S,2025-01-17T00:57:51.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641709,,,1610612754,43,52,2025-01-17T00:58:06Z,2850000,False,,,0,,A. Thompson personal FOUL (1 PF) (Toppin 2 FT),"[1641709, 1630167]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2714.0,1.0,0.0,,,Toppin,1630167.0
297,PT04M35.00S,2025-01-17T00:58:24.6Z,2,REGULAR,freethrow,1 of 2,[],1630167,,,1610612754,43,52,2025-01-17T00:58:24Z,2870000,False,,,0,,MISS O. Toppin Free Throw 1 of 2,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
298,PT04M35.00S,2025-01-17T00:58:24.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,43,52,2025-01-17T00:58:24Z,2880000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,
299,PT04M35.00S,2025-01-17T00:58:25.7Z,2,REGULAR,substitution,out,[],1631323,,,1610612754,43,52,2025-01-17T00:58:30Z,2890000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M35.00S,2025-01-17T00:58:25.7Z,2,REGULAR,substitution,in,[],202699,,,1610612754,43,52,2025-01-17T00:58:30Z,2900000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M35.00S,2025-01-17T00:58:46.1Z,2,REGULAR,freethrow,2 of 2,[],1630167,,,1610612754,43,53,2025-01-17T00:58:46Z,2910000,False,,,0,,O. Toppin Free Throw 2 of 2 (1 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
302,PT04M30.00S,2025-01-17T00:58:54.6Z,2,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612765,43,53,2025-01-17T00:59:04Z,2920000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Thompson 2 FT),"[1641716, 1641709]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2714.0,1.0,0.0,,,Thompson,1641709.0
304,PT04M30.00S,2025-01-17T00:59:21.0Z,2,REGULAR,freethrow,1 of 2,[],1641709,,,1610612765,44,53,2025-01-17T00:59:21Z,2940000,False,,,0,,A. Thompson Free Throw 1 of 2 (5 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
305,PT04M30.00S,2025-01-17T00:59:39.2Z,2,REGULAR,freethrow,2 of 2,[],1641709,,,1610612765,45,53,2025-01-17T00:59:39Z,2950000,False,,,0,,A. Thompson Free Throw 2 of 2 (6 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
306,PT04M15.00S,2025-01-17T00:59:53.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,6.225361366622863,43.872549019607845,1610612754,45,53,2025-01-17T01:00:07Z,2960000,False,31.0,6.0,1,left,MISS M. Turner DUNK - blocked,"[1626167, 1631105]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,Duren,1631105.0,,
307,PT04M15.00S,2025-01-17T00:59:53.6Z,2,REGULAR,block,,[],1631105,,,1610612754,45,53,2025-01-17T00:59:56Z,2970000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
308,PT04M12.00S,2025-01-17T00:59:56.6Z,2,REGULAR,rebound,defensive,[],203501,,,1610612765,45,53,2025-01-17T00:59:59Z,2980000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,306.0,3.0,3.0,0.0,,,,,,,,,,,,,,
309,PT04M12.00S,2025-01-17T00:59:59.9Z,2,REGULAR,foul,personal,['2freethrow'],1630169,,,1610612765,45,53,2025-01-17T01:00:13Z,2990000,False,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Hardaway Jr. 2 FT),"[1630169, 203501]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1629178.0,1.0,0.0,,,Hardaway Jr.,203501.0
311,PT04M12.00S,2025-01-17T01:00:33.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203501,,,1610612765,46,53,2025-01-17T01:04:04Z,3010000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (13 PTS),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
312,PT04M12.00S,2025-01-17T01:00:45.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,46,53,2025-01-17T01:00:45Z,3020000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT04M12.00S,2025-01-17T01:00:47.4Z,2,REGULAR,substitution,out,[],1630167,,,1610612765,46,53,2025-01-17T01:03:31Z,3030000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT04M12.00S,2025-01-17T01:00:47.4Z,2,REGULAR,substitution,in,[],1627783,,,1610612765,46,53,2025-01-17T01:03:31Z,3040000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT04M12.00S,2025-01-17T01:00:33.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203501,,,1610612765,47,53,2025-01-17T01:04:04Z,3050000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (14 PTS),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
316,PT03M55.00S,2025-01-17T01:04:08.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641709,,,1610612754,47,53,2025-01-17T01:04:19Z,3060000,False,,,0,,A. Thompson personal FOUL (2 PF) (Nembhard 2 FT),"[1641709, 1629614]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,1629178.0,2.0,0.0,,,Nembhard,1629614.0
318,PT03M55.00S,2025-01-17T01:04:26.6Z,2,REGULAR,freethrow,1 of 2,[],1629614,,,1610612754,47,54,2025-01-17T01:04:26Z,3080000,False,,,0,,A. Nembhard Free Throw 1 of 2 (1 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
319,PT03M55.00S,2025-01-17T01:04:42.3Z,2,REGULAR,freethrow,2 of 2,[],1629614,,,1610612754,47,55,2025-01-17T01:04:42Z,3090000,False,,,0,,A. Nembhard Free Throw 2 of 2 (2 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
320,PT03M32.00S,2025-01-17T01:05:04.6Z,2,REGULAR,3pt,Jump Shot,[],1641709,69.1688567674113,77.94117647058823,1610612765,47,55,2025-01-17T01:05:09Z,3100000,False,140.0,237.0,1,right,MISS A. Thompson 27' 3PT,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,27.54,Missed,,,,,,,,,,,,,,,,,,
321,PT03M31.00S,2025-01-17T01:05:05.6Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,47,55,2025-01-17T01:05:09Z,3110000,False,,,0,,J. Duren REBOUND (Off:2 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,320.0,6.0,4.0,2.0,,,,,,,,,,,,,,
322,PT03M30.00S,2025-01-17T01:05:08.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,94.00459921156373,52.69607843137255,1610612765,49,55,2025-01-17T01:05:28Z,3120000,False,13.0,4.0,1,right,J. Duren putback DUNK (6 PTS),[1631105],1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.41,Made,,,,,6.0,,,,,,,,,,,,,
323,PT03M13.00S,2025-01-17T01:05:23.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641716,11.48160315374507,43.38235294117647,1610612754,49,55,2025-01-17T01:05:28Z,3130000,False,33.0,55.0,1,left,MISS J. Walker 6' turnaround Hook,[1641716],1610612754.0,IND,turnaround,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,,,,,,,,,,,,,,,,,,
324,PT03M11.00S,2025-01-17T01:05:25.9Z,2,REGULAR,rebound,defensive,[],1641709,,,1610612765,49,55,2025-01-17T01:05:28Z,3140000,False,,,0,,A. Thompson REBOUND (Off:2 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,323.0,4.0,2.0,2.0,,,,,,,,,,,,,,
325,PT03M06.00S,2025-01-17T01:05:30.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641709,94.3988173455979,41.666666666666664,1610612765,51,55,2025-01-17T01:05:38Z,3150000,False,-42.0,0.0,1,right,A. Thompson running Layup (8 PTS),[1641709],1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,4.17,Made,,,,,8.0,,,,,,,,,,,,,
326,PT02M52.00S,2025-01-17T01:05:48.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641709,,,1610612754,51,55,2025-01-17T01:06:09Z,3160000,False,,,0,,A. Thompson personal FOUL (3 PF) (Siakam 2 FT),"[1641709, 1627783]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,1629178.0,3.0,0.0,,,Siakam,1627783.0
328,PT02M52.00S,2025-01-17T01:06:14.2Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",2794,,,1610612754,51,55,2025-01-17T01:06:29Z,3180000,False,,,0,,TEAM foul technical,[2794],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,,,
329,PT02M52.00S,2025-01-17T01:06:33.7Z,2,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,51,56,2025-01-17T01:06:33Z,3190000,False,,,0,,T. Haliburton technical Free Throw 1 of 1 (8 PTS),[1630169],1610612754.0,IND,technical,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
330,PT02M52.00S,2025-01-17T01:06:44.3Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,51,57,2025-01-17T01:06:44Z,3200000,False,,,0,,P. Siakam Free Throw 1 of 2 (11 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
331,PT02M52.00S,2025-01-17T01:06:45.3Z,2,REGULAR,substitution,out,[],1641716,,,1610612754,51,57,2025-01-17T01:06:53Z,3210000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT02M52.00S,2025-01-17T01:06:45.3Z,2,REGULAR,substitution,in,[],1641767,,,1610612754,51,57,2025-01-17T01:06:53Z,3220000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT02M52.00S,2025-01-17T01:07:07.4Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,51,58,2025-01-17T01:07:07Z,3230000,False,,,0,,P. Siakam Free Throw 2 of 2 (12 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
334,PT02M30.00S,2025-01-17T01:07:30.9Z,2,REGULAR,turnover,bad pass,[],1631105,,,1610612765,51,58,2025-01-17T01:07:34Z,3240000,False,,,0,,J. Duren bad pass TURNOVER (1 TO),"[1631105, 1627783]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Siakam,1627783.0,,,,,,,
335,PT02M30.00S,2025-01-17T01:07:30.9Z,2,REGULAR,steal,,[],1627783,,,1610612754,51,58,2025-01-17T01:07:33Z,3250000,False,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
336,PT02M13.00S,2025-01-17T01:07:48.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,6.356767411300922,53.92156862745098,1610612754,51,60,2025-01-17T01:07:53Z,3260000,False,-20.0,7.0,1,left,P. Siakam cutting Layup (14 PTS) (T. Haliburton 4 AST),"[1627783, 1630169]",1610612754.0,IND,cutting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,14.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,
338,PT02M01.00S,2025-01-17T01:08:04.2Z,2,REGULAR,turnover,out-of-bounds,[],202699,,,1610612765,51,60,2025-01-17T01:08:10Z,3280000,False,,,0,,T. Harris lost ball out-of-bounds TURNOVER (1 TO),[202699],1610612765.0,DET,lost ball,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,101283.0,,,,,,
339,PT01M45.00S,2025-01-17T01:08:22.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,6.225361366622863,45.09803921568627,1610612754,51,62,2025-01-17T01:08:54Z,3290000,False,25.0,6.0,1,left,P. Siakam driving Layup (16 PTS),[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,16.0,,,,,,,,,,,,,
340,PT01M33.00S,2025-01-17T01:08:34.4Z,2,REGULAR,3pt,Jump Shot,[],1630595,66.93495400788436,54.90196078431372,1610612765,51,62,2025-01-17T01:08:38Z,3300000,False,25.0,258.0,1,right,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,25.95,Missed,,,,,,,,,,,,,,,,,,
341,PT01M30.00S,2025-01-17T01:08:37.4Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,51,62,2025-01-17T01:08:38Z,3310000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,340.0,3.0,3.0,0.0,,,,,,,,,,,,,,
342,PT01M16.00S,2025-01-17T01:08:50.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,13.715505913272011,45.833333333333336,1610612754,51,64,2025-01-17T01:08:57Z,3320000,False,21.0,76.0,1,left,P. Siakam 7' fadeaway Jump Shot (18 PTS),[1627783],1610612754.0,IND,fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,,,,,18.0,,,,,,,,,,,,,
343,PT00M59.80S,2025-01-17T01:09:07.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630595,90.98226018396846,47.05882352941176,1610612765,53,64,2025-01-17T01:09:42Z,3330000,False,-15.0,32.0,1,right,C. Cunningham driving DUNK (7 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.55,Made,,,,,7.0,,,,,,,,,,,,,
344,PT00M52.20S,2025-01-17T01:09:18.6Z,2,REGULAR,3pt,Jump Shot,[],1626167,32.637976346911955,34.06862745098039,1610612754,53,67,2025-01-17T01:09:21Z,3340000,False,80.0,254.0,1,left,M. Turner 26' 3PT  (19 PTS) (A. Nembhard 5 AST),"[1626167, 1629614]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.65,Made,,,,,19.0,A. Nembhard,1629614.0,5.0,,,,,,,,,,
346,PT00M45.60S,2025-01-17T01:09:35.1Z,2,REGULAR,turnover,out-of-bounds,[],202699,,,1610612765,53,67,2025-01-17T01:09:43Z,3360000,False,,,0,,T. Harris lost ball out-of-bounds TURNOVER (2 TO),[202699],1610612765.0,DET,lost ball,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,,,2714.0,,,,,,
348,PT00M35.50S,2025-01-17T01:09:59.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629614,12.795663600525614,53.431372549019606,1610612754,53,69,2025-01-17T01:10:26Z,3370000,False,-17.0,68.0,1,left,A. Nembhard 6' fadeaway Jump Shot (4 PTS),[1629614],1610612754.0,IND,fadeaway,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,6.99,Made,,,,,4.0,,,,,,,,,,,,,
