actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
352,PT00M28.60S,2024-12-04T01:08:17.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641709,10.298948751642584,60.78431372549019,1610612765,59,77,2024-12-04T01:09:11Z,3390000,False,-54.0,44.0,1,left,MISS A. Thompson 6' driving floating Shot,[1641709],1610612765.0,DET,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,6.98,Missed,,,,,,,,,,,,,,,,,,
353,PT00M25.90S,2024-12-04T01:08:19.7Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,59,77,2024-12-04T01:08:19Z,3400000,False,,,0,,B. Lopez REBOUND (Off:1 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,352.0,4.0,3.0,1.0,,,,,,,,,,,,,
354,PT00M20.90S,2024-12-04T01:08:40.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641709,,,1610612749,59,77,2024-12-04T01:08:49Z,3410000,False,,,0,,A. Thompson personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1641709, 203507]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202041.0,,2.0,0.0,Antetokounmpo,203507.0,,,,,,,
356,PT00M20.90S,2024-12-04T01:08:51.0Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",2794,,,1610612749,59,77,2024-12-04T01:09:05Z,3430000,False,,,0,,TEAM foul technical,[2794],1610612765.0,DET,,,,,,,,,,,,,,,,,,,202041.0,,,,,,,,,,,,
357,PT00M20.90S,2024-12-04T01:09:07.2Z,2,REGULAR,freethrow,1 of 1,[],203081,,,1610612749,59,78,2024-12-04T01:09:07Z,3440000,False,,,0,,D. Lillard technical Free Throw 1 of 1 (18 PTS),[203081],1610612749.0,MIL,technical,,,Lillard,D. Lillard,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
358,PT00M20.90S,2024-12-04T01:09:14.9Z,2,REGULAR,substitution,out,[],203081,,,1610612749,59,78,2024-12-04T01:09:20Z,3450000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT00M20.90S,2024-12-04T01:09:14.9Z,2,REGULAR,substitution,in,[],1641748,,,1610612749,59,78,2024-12-04T01:09:20Z,3460000,False,,,0,,SUB in: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT00M20.90S,2024-12-04T01:09:34.8Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,59,78,2024-12-04T01:09:34Z,3470000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
361,PT00M20.90S,2024-12-04T01:09:34.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,59,78,2024-12-04T01:09:34Z,3480000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,,
362,PT00M20.90S,2024-12-04T01:09:34.8Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,59,78,2024-12-04T01:10:05Z,3490000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
363,PT00M16.70S,2024-12-04T01:09:39.0Z,2,REGULAR,rebound,defensive,[],203501,,,1610612765,59,78,2024-12-04T01:10:05Z,3500000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,362.0,1.0,1.0,0.0,,,,,,,,,,,,,
364,PT00M00.00S,2024-12-04T01:10:21.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,13.452693823915894,58.82352941176471,1610612765,59,78,2024-12-04T01:11:16Z,3510000,False,-44.0,74.0,1,left,MISS J. Ivey 8' driving floating Shot,[1631093],1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,8.61,Missed,,,,,,,,,,,,,,,,,,
365,PT00M00.00S,2024-12-04T01:10:21.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,59,78,2024-12-04T01:10:26Z,3520000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,364.0,,,,,,,,,,,,,,,,
366,PT00M00.00S,2024-12-04T01:10:26.1Z,2,REGULAR,period,end,[],0,,,1610612765,59,78,2024-12-04T01:10:26Z,3530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2024-12-04T01:25:01.8Z,3,REGULAR,substitution,out,['startperiod'],1641709,,,1610612765,59,78,2024-12-04T01:25:48Z,3540000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2024-12-04T01:25:01.8Z,3,REGULAR,substitution,out,['startperiod'],1629018,,,1610612765,59,78,2024-12-04T01:25:48Z,3550000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2024-12-04T01:25:01.8Z,3,REGULAR,substitution,in,['startperiod'],1631105,,,1610612765,59,78,2024-12-04T01:25:48Z,3560000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2024-12-04T01:25:01.8Z,3,REGULAR,substitution,in,['startperiod'],203081,,,1610612765,59,78,2024-12-04T01:25:48Z,3570000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2024-12-04T01:25:46.8Z,3,REGULAR,period,start,[],0,,,1610612765,59,78,2024-12-04T01:25:48Z,3580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT11M41.00S,2024-12-04T01:26:04.4Z,3,REGULAR,3pt,Jump Shot,[],203501,67.85479632063075,65.68627450980392,1610612765,59,78,2024-12-04T01:26:09Z,3590000,False,78.0,250.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,26.17,Missed,,,,,,,,,,,,,,,,,,
375,PT11M39.00S,2024-12-04T01:26:06.4Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,59,78,2024-12-04T01:26:09Z,3600000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,374.0,5.0,4.0,1.0,,,,,,,,,,,,,
376,PT11M32.00S,2024-12-04T01:26:14.0Z,3,REGULAR,3pt,Jump Shot,[],203081,33.03219448094612,37.5,1610612749,59,81,2024-12-04T01:26:35Z,3610000,False,62.0,258.0,1,left,D. Lillard 26' 3PT pullup (21 PTS) (G. Antetokounmpo 7 AST),"[203081, 203507]",1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,26.55,Made,21.0,,,,,,,,,,,,,G. Antetokounmpo,203507.0,7.0,,
378,PT11M13.00S,2024-12-04T01:26:32.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,94.00459921156373,44.36274509803921,1610612765,59,81,2024-12-04T01:27:18Z,3630000,False,-28.0,4.0,1,right,MISS J. Duren DUNK - blocked,"[1631105, 201572]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.85,Missed,,,,,,,,,,,,Lopez,201572.0,,,,,
379,PT11M13.00S,2024-12-04T01:26:32.0Z,3,REGULAR,block,,[],201572,,,1610612765,59,81,2024-12-04T01:26:35Z,3640000,False,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
380,PT11M10.00S,2024-12-04T01:26:35.0Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,59,81,2024-12-04T01:26:36Z,3650000,False,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,378.0,3.0,1.0,2.0,,,,,,,,,,,,,
381,PT11M10.00S,2024-12-04T01:26:42.2Z,3,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,59,81,2024-12-04T01:26:59Z,3660000,False,,,0,,J. Duren lost ball out-of-bounds TURNOVER (1 TO),[1631105],1610612765.0,DET,lost ball,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,,,,,,,,1628487.0,1.0,,,,,,,,,,,
382,PT11M10.00S,2024-12-04T01:26:46.8Z,3,REGULAR,foul,technical,['1freethrow'],1631105,,,1610612749,59,81,2024-12-04T01:26:56Z,3670000,False,,,0,,J. Duren technical FOUL (1 Tech),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,1628487.0,,3.0,1.0,,,,,,,,,
383,PT11M10.00S,2024-12-04T01:27:15.0Z,3,REGULAR,freethrow,1 of 1,[],203081,,,1610612749,59,82,2024-12-04T01:27:15Z,3680000,False,,,0,,D. Lillard technical Free Throw 1 of 1 (22 PTS),[203081],1610612749.0,MIL,technical,,,Lillard,D. Lillard,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
384,PT10M57.00S,2024-12-04T01:27:36.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203081,34.346254927726676,78.92156862745098,1610612749,59,82,2024-12-04T01:27:41Z,3690000,False,-145.0,270.0,1,left,MISS D. Lillard 30' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,30.66,Missed,,,,,,,,,,,,,,,,,,
385,PT10M54.00S,2024-12-04T01:27:39.9Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,59,82,2024-12-04T01:27:41Z,3700000,False,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,384.0,4.0,2.0,2.0,,,,,,,,,,,,,
386,PT10M47.00S,2024-12-04T01:27:45.9Z,3,REGULAR,3pt,Jump Shot,[],202699,90.19382391590013,96.56862745098039,1610612765,62,82,2024-12-04T01:27:52Z,3710000,False,233.0,40.0,1,right,T. Harris 3PT  (16 PTS) (J. Duren 1 AST),"[202699, 1631105]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,23.62,Made,16.0,,,,,,,,,,,,,J. Duren,1631105.0,1.0,,
388,PT10M28.00S,2024-12-04T01:28:08.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.619579500657039,43.872549019607845,1610612749,62,84,2024-12-04T01:28:14Z,3730000,False,31.0,10.0,1,left,G. Antetokounmpo driving finger roll Layup (13 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.21,Made,13.0,,,,,,,,,,,,,,,,,
389,PT10M28.00S,2024-12-04T01:28:11.2Z,3,REGULAR,foul,personal,['1freethrow'],1631105,,,1610612749,62,84,2024-12-04T01:28:19Z,3740000,False,,,0,,J. Duren shooting personal FOUL (4 PF) (Antetokounmpo 1 FT),"[1631105, 203507]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,4.0,1.0,Antetokounmpo,203507.0,,,,,,,
391,PT10M28.00S,2024-12-04T01:28:47.4Z,3,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,62,85,2024-12-04T01:28:47Z,3760000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (14 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
392,PT10M12.00S,2024-12-04T01:29:04.7Z,3,REGULAR,3pt,Jump Shot,[],1630595,66.67214191852825,56.61764705882353,1610612765,65,85,2024-12-04T01:29:09Z,3770000,False,33.0,261.0,1,right,C. Cunningham 26' 3PT  (14 PTS) (J. Duren 2 AST),"[1630595, 1631105]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,26.29,Made,14.0,,,,,,,,,,,,,J. Duren,1631105.0,2.0,,
394,PT10M01.00S,2024-12-04T01:29:15.8Z,3,REGULAR,2pt,Jump Shot,[],203507,10.693166885676746,28.67647058823529,1610612749,65,87,2024-12-04T01:29:21Z,3790000,False,107.0,48.0,1,left,G. Antetokounmpo 11' pullup Jump Shot (16 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,11.69,Made,16.0,,,,,,,,,,,,,,,,,
395,PT09M50.00S,2024-12-04T01:29:32.6Z,3,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,65,87,2024-12-04T01:29:38Z,3800000,False,,,0,,J. Duren bad pass out-of-bounds TURNOVER (2 TO),[1631105],1610612765.0,DET,bad pass,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202041.0,2.0,,,,,,,,,,,
396,PT09M39.00S,2024-12-04T01:29:47.3Z,3,REGULAR,turnover,bad pass,[],203081,,,1610612749,65,87,2024-12-04T01:29:53Z,3810000,False,,,0,,D. Lillard bad pass TURNOVER (2 TO),"[203081, 1630595]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,,,,,,,,,,Cunningham,1630595.0
397,PT09M39.00S,2024-12-04T01:29:47.3Z,3,REGULAR,steal,,[],1630595,,,1610612765,65,87,2024-12-04T01:29:49Z,3820000,False,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
398,PT09M37.00S,2024-12-04T01:29:51.1Z,3,REGULAR,foul,personal,['2freethrow'],1641748,,,1610612765,65,87,2024-12-04T01:30:01Z,3830000,False,,,0,,A. Jackson Jr. shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1641748, 1630595]",1610612749.0,MIL,shooting,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,1.0,0.0,Cunningham,1630595.0,,,,,,,
400,PT09M37.00S,2024-12-04T01:30:17.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630595,,,1610612765,65,87,2024-12-04T01:30:43Z,3850000,False,,,0,,MISS C. Cunningham Free Throw 1 of 2,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
401,PT09M37.00S,2024-12-04T01:30:17.9Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,65,87,2024-12-04T01:30:43Z,3860000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,
402,PT09M37.00S,2024-12-04T01:30:21.1Z,3,REGULAR,substitution,out,[],1631105,,,1610612765,65,87,2024-12-04T01:30:24Z,3870000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT09M37.00S,2024-12-04T01:30:21.1Z,3,REGULAR,substitution,in,[],1630191,,,1610612765,65,87,2024-12-04T01:30:24Z,3880000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT09M37.00S,2024-12-04T01:30:17.9Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630595,,,1610612765,65,87,2024-12-04T01:30:43Z,3890000,False,,,0,,MISS C. Cunningham Free Throw 2 of 2,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
405,PT09M34.00S,2024-12-04T01:30:20.9Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,65,87,2024-12-04T01:30:43Z,3900000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,404.0,6.0,5.0,1.0,,,,,,,,,,,,,
406,PT09M23.00S,2024-12-04T01:30:52.6Z,3,REGULAR,3pt,Jump Shot,[],203081,34.346254927726676,24.019607843137265,1610612749,65,87,2024-12-04T01:30:57Z,3910000,False,130.0,270.0,1,left,MISS D. Lillard 30' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,30.0,Missed,,,,,,,,,,,,,,,,,,
407,PT09M20.00S,2024-12-04T01:30:55.6Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,65,87,2024-12-04T01:30:57Z,3920000,False,,,0,,I. Stewart REBOUND (Off:1 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,,,,406.0,3.0,2.0,1.0,,,,,,,,,,,,,
408,PT09M14.00S,2024-12-04T01:31:01.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,91.63929040735874,54.411764705882355,1610612765,67,87,2024-12-04T01:31:17Z,3930000,False,22.0,26.0,1,right,I. Stewart cutting DUNK (2 PTS) (J. Ivey 2 AST),"[1630191, 1631093]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,3.42,Made,2.0,,,,,,,,,,,,,J. Ivey,1631093.0,2.0,,
410,PT08M59.00S,2024-12-04T01:31:17.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.065045992115643,53.92156862745098,1610612749,67,89,2024-12-04T01:31:22Z,3950000,False,-20.0,23.0,1,left,G. Antetokounmpo driving finger roll Layup (18 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.04,Made,18.0,,,,,,,,,,,,,,,,,
411,PT08M45.00S,2024-12-04T01:31:30.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,88.61695137976346,62.00980392156863,1610612765,69,89,2024-12-04T01:31:35Z,3960000,False,60.0,55.0,1,right,C. Cunningham 8' driving floating Jump Shot (16 PTS),[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Right,8.11,Made,16.0,,,,,,,,,,,,,,,,,
412,PT08M26.00S,2024-12-04T01:31:49.8Z,3,REGULAR,2pt,Jump Shot,[],203507,17.132063074901453,31.127450980392155,1610612749,69,91,2024-12-04T01:31:54Z,3970000,False,94.0,109.0,1,left,G. Antetokounmpo 14' pullup Jump Shot (20 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,14.38,Made,20.0,,,,,,,,,,,,,,,,,
413,PT08M10.00S,2024-12-04T01:32:05.8Z,3,REGULAR,3pt,Jump Shot,[],1630191,65.88370565045992,54.411764705882355,1610612765,72,91,2024-12-04T01:32:10Z,3980000,False,22.0,268.0,1,right,I. Stewart 26' 3PT  (5 PTS) (J. Ivey 3 AST),"[1630191, 1631093]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,26.91,Made,5.0,,,,,,,,,,,,,J. Ivey,1631093.0,3.0,,
415,PT07M52.00S,2024-12-04T01:32:34.6Z,3,REGULAR,foul,personal,['3freethrow'],1630191,,,1610612749,72,91,2024-12-04T01:32:44Z,4000000,False,,,0,,I. Stewart shooting personal FOUL (2 PF) (Antetokounmpo 3 FT),"[1630191, 203507]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,,,,,201246.0,,2.0,0.0,Antetokounmpo,203507.0,,,,,,,
417,PT07M52.00S,2024-12-04T01:33:10.4Z,3,REGULAR,freethrow,1 of 3,[],203507,,,1610612749,72,92,2024-12-04T01:33:10Z,4020000,False,,,0,,G. Antetokounmpo Free Throw 1 of 3 (21 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
418,PT07M52.00S,2024-12-04T01:33:31.5Z,3,REGULAR,freethrow,2 of 3,[],203507,,,1610612749,72,93,2024-12-04T01:33:31Z,4030000,False,,,0,,G. Antetokounmpo Free Throw 2 of 3 (22 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
419,PT07M52.00S,2024-12-04T01:33:55.9Z,3,REGULAR,freethrow,3 of 3,[],203507,,,1610612749,72,94,2024-12-04T01:33:55Z,4040000,False,,,0,,G. Antetokounmpo Free Throw 3 of 3 (23 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
420,PT07M31.00S,2024-12-04T01:34:24.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631093,93.08475689881735,62.00980392156863,1610612765,72,94,2024-12-04T01:34:49Z,4050000,False,60.0,13.0,1,right,MISS J. Ivey 6' driving Hook,[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,6.13,Missed,,,,,,,,,,,,,,,,,,
421,PT07M30.00S,2024-12-04T01:34:25.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,72,94,2024-12-04T01:34:41Z,4060000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,420.0,,,,,,,,,,,,,,,,
422,PT07M30.00S,2024-12-04T01:34:30.5Z,3,REGULAR,foul,personal,[],1630191,,,1610612749,72,94,2024-12-04T01:35:06Z,4070000,False,,,0,,I. Stewart loose ball personal FOUL (3 PF),"[1630191, 203507]",1610612765.0,DET,loose ball,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,201246.0,,3.0,0.0,Antetokounmpo,203507.0,,,,,,,
424,PT07M08.00S,2024-12-04T01:34:55.7Z,3,REGULAR,3pt,Jump Shot,[],203081,10.036136662286467,2.6960784313725554,1610612749,72,97,2024-12-04T01:35:02Z,4090000,False,237.0,42.0,1,left,D. Lillard 24' 3PT  (25 PTS) (T. Prince 3 AST),"[203081, 1627752]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Right Corner 3,24+ Right,24.02,Made,25.0,,,,,,,,,,,,,T. Prince,1627752.0,3.0,,
426,PT06M54.00S,2024-12-04T01:35:09.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,91.24507227332458,57.1078431372549,1610612765,74,97,2024-12-04T01:35:18Z,4110000,False,36.0,30.0,1,right,J. Ivey driving floating Jump Shot (8 PTS),[1631093],1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,4.63,Made,8.0,,,,,,,,,,,,,,,,,
427,PT06M37.00S,2024-12-04T01:35:27.8Z,3,REGULAR,turnover,lost ball,[],203507,,,1610612749,74,97,2024-12-04T01:35:32Z,4120000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (6 TO),"[203507, 202699]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,6.0,,,,,,,,,,Harris,202699.0
428,PT06M37.00S,2024-12-04T01:35:27.8Z,3,REGULAR,steal,,[],202699,,,1610612765,74,97,2024-12-04T01:35:29Z,4130000,False,,,0,,T. Harris STEAL (3 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
429,PT06M29.00S,2024-12-04T01:35:34.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203501,94.13600525624179,54.90196078431372,1610612765,76,97,2024-12-04T01:36:57Z,4140000,False,25.0,3.0,1,right,T. Hardaway Jr. running Layup (10 PTS) (T. Harris 3 AST),"[203501, 202699]",1610612765.0,DET,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,2.46,Made,10.0,,,,,,,,,,,,,T. Harris,202699.0,3.0,,
431,PT06M06.00S,2024-12-04T01:35:57.3Z,3,REGULAR,3pt,Jump Shot,[],1627752,7.802233902759525,96.81372549019608,1610612749,76,100,2024-12-04T01:36:01Z,4160000,False,-234.0,21.0,1,left,T. Prince 3PT  (14 PTS) (B. Lopez 1 AST),"[1627752, 201572]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,23.5,Made,14.0,,,,,,,,,,,,,B. Lopez,201572.0,1.0,,
433,PT05M53.00S,2024-12-04T01:36:11.2Z,3,REGULAR,3pt,Jump Shot,[],1631093,66.67214191852825,76.47058823529412,1610612765,76,100,2024-12-04T01:36:14Z,4180000,False,132.0,261.0,1,right,MISS J. Ivey 29' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,29.25,Missed,,,,,,,,,,,,,,,,,,
434,PT05M50.00S,2024-12-04T01:36:14.2Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,76,100,2024-12-04T01:36:14Z,4190000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,433.0,7.0,6.0,1.0,,,,,,,,,,,,,
435,PT05M44.00S,2024-12-04T01:36:20.2Z,3,REGULAR,2pt,Jump Shot,[],203507,21.20565045992116,79.41176470588235,1610612749,76,102,2024-12-04T01:36:27Z,4200000,False,-147.0,147.0,1,left,G. Antetokounmpo 20' pullup Jump Shot (25 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,20.78,Made,25.0,,,,,,,,,,,,,,,,,
