actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
246,PT05M07.00S,2024-11-10T20:48:34.3Z,2,REGULAR,block,,[],1630191,,,1610612745,34,32,2024-11-10T20:48:36Z,2430000,False,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
247,PT05M03.00S,2024-11-10T20:48:38.3Z,2,REGULAR,rebound,offensive,[],1627832,,,1610612745,34,32,2024-11-10T20:48:39Z,2440000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:4),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,245.0,5.0,4.0,1.0,,,,,,,,,,,,,,
248,PT04M47.00S,2024-11-10T20:49:26.3Z,2,REGULAR,jumpball,recovered,[],1627736,,,1610612745,34,32,2024-11-10T20:49:26Z,2450000,False,,,0,,Jump Ball T. Harris vs. F. VanVleet: Tip to M. Beasley,"[1627736, 202699, 1627832]",1610612765.0,DET,heldball,M. Beasley,1627736.0,Beasley,M. Beasley,Harris,202699.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,,,,,,,
251,PT04M47.00S,2024-11-10T20:49:26.3Z,2,REGULAR,turnover,lost ball,[],1627832,,,1610612745,34,32,2024-11-10T20:49:26Z,2480000,False,,,0,,F. VanVleet lost ball TURNOVER (1 TO),"[1627832, 202699]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,1.0,,,,Harris,202699.0
252,PT04M47.00S,2024-11-10T20:49:26.3Z,2,REGULAR,steal,,[],202699,,,1610612765,34,32,2024-11-10T20:49:26Z,2490000,False,,,0,,T. Harris STEAL (2 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M36.00S,2024-11-10T20:49:37.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202699,14.011169513797633,41.17647058823529,1610612765,36,32,2024-11-10T20:49:42Z,2500000,False,44.0,79.0,1,left,T. Harris 9' turnaround fadeaway Jump Shot (4 PTS),[202699],1610612765.0,DET,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,9.07,Made,,,,,4.0,,,,,,,,,,,,,
254,PT04M16.00S,2024-11-10T20:50:00.0Z,2,REGULAR,foul,offensive,[],1630224,,,1610612745,36,32,2024-11-10T20:50:08Z,2510000,False,,,0,,J. Green offensive FOUL (2 PF),"[1630224, 1627736]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,2530.0,2.0,0.0,Beasley,1627736.0,,,,,,
256,PT04M16.00S,2024-11-10T20:50:00.0Z,2,REGULAR,turnover,offensive foul,[],1630224,,,1610612745,36,32,2024-11-10T20:50:00Z,2530000,False,,,0,,J. Green offensive foul TURNOVER (1 TO),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,2530.0,,,,,1.0,,,,,
257,PT03M52.00S,2024-11-10T20:50:37.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631093,11.383048620236531,26.225490196078432,1610612765,36,32,2024-11-10T20:50:53Z,2540000,False,119.0,55.0,1,left,MISS J. Ivey 13' fadeaway bank Shot,[1631093],1610612765.0,DET,fadeaway bank,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,13.08,Missed,,,,,,,,,,,,,,,,,,
258,PT03M44.00S,2024-11-10T20:50:45.8Z,2,REGULAR,rebound,defensive,[],1629111,,,1610612745,36,32,2024-11-10T20:50:53Z,2550000,False,,,0,,J. Landale REBOUND (Off:0 Def:2),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,8-16 Right,,,257.0,2.0,2.0,0.0,,,,,,,,,,,,,,
259,PT03M42.00S,2024-11-10T20:50:48.1Z,2,REGULAR,2pt,Jump Shot,[],1627832,74.32654402102497,36.029411764705884,1610612745,36,32,2024-11-10T20:53:57Z,2560000,False,-70.0,189.0,1,right,MISS F. VanVleet 20' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,20.13,Missed,,,,,,,,,,,,,,,,,,
260,PT03M39.00S,2024-11-10T20:50:51.1Z,2,REGULAR,rebound,defensive,[],202699,,,1610612765,36,32,2024-11-10T20:50:59Z,2570000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,,,259.0,3.0,3.0,0.0,,,,,,,,,,,,,,
261,PT03M28.00S,2024-11-10T20:51:02.5Z,2,REGULAR,turnover,bad pass,[],202699,,,1610612765,36,32,2024-11-10T20:51:06Z,2580000,False,,,0,,T. Harris bad pass TURNOVER (1 TO),"[202699, 1628415]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,1.0,,,,Brooks,1628415.0
262,PT03M28.00S,2024-11-10T20:51:02.5Z,2,REGULAR,steal,,[],1628415,,,1610612745,36,32,2024-11-10T20:51:04Z,2590000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
263,PT03M24.00S,2024-11-10T20:51:07.3Z,2,REGULAR,foul,offensive,[],1630224,,,1610612745,36,32,2024-11-10T22:20:39Z,2600000,False,,,0,,J. Green charge offensive FOUL (3 PF),"[1630224, 203501]",1610612745.0,HOU,charge,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2530.0,3.0,0.0,Hardaway Jr.,203501.0,,,,,,
265,PT03M24.00S,2024-11-10T20:51:07.3Z,2,REGULAR,turnover,offensive foul,[],1630224,,,1610612745,36,32,2024-11-10T20:51:07Z,2620000,False,,,0,,J. Green offensive foul TURNOVER (2 TO),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2530.0,,,,,2.0,,,,,
266,PT03M24.00S,2024-11-10T20:51:21.6Z,2,REGULAR,substitution,out,[],1627736,,,1610612765,36,32,2024-11-10T20:51:46Z,2630000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M24.00S,2024-11-10T20:51:21.6Z,2,REGULAR,substitution,out,[],1630191,,,1610612765,36,32,2024-11-10T20:51:46Z,2640000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M24.00S,2024-11-10T20:51:21.6Z,2,REGULAR,substitution,out,[],1630224,,,1610612765,36,32,2024-11-10T20:51:46Z,2650000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M24.00S,2024-11-10T20:51:21.6Z,2,REGULAR,substitution,in,[],1630194,,,1610612765,36,32,2024-11-10T20:51:46Z,2660000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M24.00S,2024-11-10T20:51:21.6Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,36,32,2024-11-10T20:51:46Z,2670000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M24.00S,2024-11-10T20:51:21.6Z,2,REGULAR,substitution,in,[],1631106,,,1610612765,36,32,2024-11-10T20:51:46Z,2680000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M09.00S,2024-11-10T20:51:50.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631093,30.56833114323259,70.34313725490196,1610612765,36,32,2024-11-10T20:51:56Z,2690000,False,-102.0,235.0,1,left,MISS J. Ivey 25' step back 3PT,[1631093],1610612765.0,DET,step back,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
273,PT03M06.00S,2024-11-10T20:51:53.7Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612745,36,32,2024-11-10T20:51:56Z,2700000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,272.0,2.0,2.0,0.0,,,,,,,,,,,,,,
274,PT02M52.00S,2024-11-10T20:52:10.0Z,2,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612745,36,32,2024-11-10T20:52:22Z,2710000,False,,,0,,P. Reed shooting personal FOUL (2 PF) (Landale 2 FT),"[1630194, 1629111]",1610612765.0,DET,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627519.0,2.0,0.0,Landale,1629111.0,,,,,,
276,PT02M52.00S,2024-11-10T20:52:25.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,36,32,2024-11-10T20:52:25Z,2730000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M52.00S,2024-11-10T20:55:18.8Z,2,REGULAR,freethrow,1 of 2,[],1629111,,,1610612745,36,33,2024-11-10T20:55:18Z,2740000,False,,,0,,J. Landale Free Throw 1 of 2 (1 PTS),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
278,PT02M52.00S,2024-11-10T20:55:32.7Z,2,REGULAR,freethrow,2 of 2,[],1629111,,,1610612745,36,34,2024-11-10T20:55:32Z,2750000,False,,,0,,J. Landale Free Throw 2 of 2 (2 PTS),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
279,PT02M38.00S,2024-11-10T20:55:48.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.095926412614981,44.799325980392155,1610612765,38,34,2024-11-10T20:55:54Z,2760000,False,26.0,14.0,1,left,C. Cunningham driving Layup (7 PTS) (P. Reed 1 AST),"[1630595, 1630194]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.96,Made,,,,,7.0,,,,,,,,,P. Reed,1630194.0,1.0,,
281,PT02M20.00S,2024-11-10T20:56:04.7Z,2,REGULAR,3pt,Jump Shot,[],1628415,73.14388961892247,17.892156862745097,1610612745,38,34,2024-11-10T20:56:11Z,2780000,False,-161.0,200.0,1,right,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,,,,,
282,PT02M17.00S,2024-11-10T20:56:07.7Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612745,38,34,2024-11-10T20:56:11Z,2790000,False,,,0,,J. Landale REBOUND (Off:1 Def:2),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,,,281.0,3.0,2.0,1.0,,,,,,,,,,,,,,
283,PT02M16.00S,2024-11-10T20:56:09.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,67.23061760840999,46.32352941176471,1610612745,38,34,2024-11-10T20:56:20Z,2800000,False,-18.0,256.0,1,right,MISS F. VanVleet 25' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,25.62,Missed,,,,,,,,,,,,,,,,,,
284,PT02M12.00S,2024-11-10T20:56:12.9Z,2,REGULAR,rebound,offensive,[],1631095,,,1610612745,38,34,2024-11-10T20:56:12Z,2810000,False,,,0,,J. Smith Jr. REBOUND (Off:3 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,283.0,4.0,1.0,3.0,,,,,,,,,,,,,,
285,PT02M03.00S,2024-11-10T20:56:22.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628415,86.28449408672799,95.58823529411765,1610612745,38,37,2024-11-10T20:56:28Z,2820000,False,228.0,76.0,1,right,D. Brooks 24' 3PT  (8 PTS) (F. VanVleet 4 AST),"[1628415, 1627832]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,24.04,Made,,,,,8.0,,,,,,,,,F. VanVleet,1627832.0,4.0,,
287,PT01M41.00S,2024-11-10T20:56:44.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,10.463206307490145,41.42156862745098,1610612765,40,37,2024-11-10T20:56:49Z,2840000,False,43.0,46.0,1,left,C. Cunningham 6' driving Layup (9 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,6.28,Made,,,,,9.0,,,,,,,,,,,,,
288,PT01M30.00S,2024-11-10T20:56:55.7Z,2,REGULAR,2pt,Jump Shot,[],1631095,91.19579500657031,77.47395833333334,1610612745,40,39,2024-11-10T20:58:20Z,2850000,False,137.0,30.0,1,right,J. Smith Jr. 14' Jump Shot (4 PTS) (D. Brooks 1 AST),"[1631095, 1628415]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,14.07,Made,,,,,4.0,,,,,,,,,D. Brooks,1628415.0,1.0,,
290,PT01M18.00S,2024-11-10T20:57:08.8Z,2,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612765,40,39,2024-11-10T20:57:22Z,2870000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1631095, 1630595]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627519.0,1.0,0.0,Cunningham,1630595.0,,,,,,
292,PT01M18.00S,2024-11-10T20:57:34.4Z,2,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,41,39,2024-11-10T20:57:34Z,2890000,False,,,0,,C. Cunningham Free Throw 1 of 2 (10 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
293,PT01M18.00S,2024-11-10T20:57:35.2Z,2,REGULAR,substitution,out,[],1629111,,,1610612765,41,39,2024-11-10T20:57:39Z,2900000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M18.00S,2024-11-10T20:57:35.2Z,2,REGULAR,substitution,in,[],1630578,,,1610612765,41,39,2024-11-10T20:57:39Z,2910000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M18.00S,2024-11-10T20:57:55.3Z,2,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,42,39,2024-11-10T20:57:55Z,2920000,False,,,0,,C. Cunningham Free Throw 2 of 2 (11 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
296,PT01M08.00S,2024-11-10T20:58:09.9Z,2,REGULAR,foul,personal,[],1630194,,,1610612745,42,39,2024-11-10T20:58:19Z,2930000,False,,,0,,P. Reed personal FOUL (3 PF),"[1630194, 1630578]",1610612765.0,DET,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,2530.0,3.0,0.0,Sengun,1630578.0,,,,,,
298,PT01M08.00S,2024-11-10T20:58:23.6Z,2,REGULAR,substitution,out,[],1630194,,,1610612745,42,39,2024-11-10T20:58:27Z,2950000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M08.00S,2024-11-10T20:58:23.6Z,2,REGULAR,substitution,in,[],1630191,,,1610612745,42,39,2024-11-10T20:58:27Z,2960000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT00M55.50S,2024-11-10T20:58:51.4Z,2,REGULAR,2pt,Jump Shot,[],1631106,83.65637319316689,27.450980392156865,1610612745,42,41,2024-11-10T20:58:59Z,2970000,False,-113.0,101.0,1,right,T. Eason 15' pullup Jump Shot (2 PTS) (A. Sengun 2 AST),"[1631106, 1630578]",1610612745.0,HOU,pullup,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,15.14,Made,,,,,2.0,,,,,,,,,A. Sengun,1630578.0,2.0,,
302,PT00M36.80S,2024-11-10T20:59:11.4Z,2,REGULAR,2pt,Jump Shot,[],1631093,16.245072273324574,26.715686274509803,1610612765,42,41,2024-11-10T20:59:16Z,2990000,False,116.0,100.0,1,left,MISS J. Ivey 15' turnaround fadeaway Shot,[1631093],1610612765.0,DET,turnaround fadeaway,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,15.36,Missed,,,,,,,,,,,,,,,,,,
303,PT00M33.70S,2024-11-10T20:59:14.5Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,42,41,2024-11-10T20:59:16Z,3000000,False,,,0,,I. Stewart REBOUND (Off:3 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,302.0,4.0,1.0,3.0,,,,,,,,,,,,,,
305,PT00M31.20S,2024-11-10T20:59:17.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,9.411957950065702,96.07843137254902,1610612765,45,41,2024-11-10T20:59:24Z,3020000,False,-230.0,36.0,1,left,C. Cunningham 3PT  (14 PTS) (T. Hardaway Jr. 2 AST),"[1630595, 203501]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,23.32,Made,,,,,14.0,,,,,,,,,T. Hardaway Jr.,203501.0,2.0,,
307,PT00M13.80S,2024-11-10T20:59:44.8Z,2,REGULAR,3pt,Jump Shot,[],1631106,87.59855453350855,95.83333333333334,1610612745,45,41,2024-11-10T20:59:52Z,3040000,False,229.0,64.0,1,right,MISS T. Eason 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,23.8,Missed,,,,,,,,,,,,,,,,,,
308,PT00M12.50S,2024-11-10T20:59:50.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,45,41,2024-11-10T20:59:50Z,3050000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Right Corner 3,24+ Right,,,307.0,,,,,,,,,,,,,,,,,
309,PT00M12.50S,2024-11-10T20:59:54.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202699,,,1610612745,45,41,2024-11-10T21:00:45Z,3060000,False,,,0,,T. Harris loose ball personal FOUL (1 PF) (Smith Jr. 2 FT),"[202699, 1631095]",1610612765.0,DET,loose ball,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,,,,,,,1627519.0,1.0,0.0,Smith Jr.,1631095.0,,,,,,
311,PT00M12.50S,2024-11-10T21:00:14.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631095,,,1610612745,45,42,2024-11-10T21:00:14Z,3080000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (5 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
312,PT00M12.50S,2024-11-10T21:00:16.6Z,2,REGULAR,substitution,out,[],1630578,,,1610612745,45,42,2024-11-10T21:00:22Z,3090000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M12.50S,2024-11-10T21:00:16.6Z,2,REGULAR,substitution,in,[],1641708,,,1610612745,45,42,2024-11-10T21:00:22Z,3100000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M12.50S,2024-11-10T21:00:25.7Z,2,REGULAR,substitution,out,[],1630191,,,1610612745,45,42,2024-11-10T21:00:33Z,3110000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M12.50S,2024-11-10T21:00:25.7Z,2,REGULAR,substitution,in,[],1627736,,,1610612745,45,42,2024-11-10T21:00:33Z,3120000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M12.50S,2024-11-10T21:01:01.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631095,,,1610612745,45,43,2024-11-10T21:01:01Z,3130000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (6 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
327,PT00M01.70S,2024-11-10T21:04:01.6Z,2,REGULAR,turnover,lost ball,[],1631093,,,1610612765,45,43,2024-11-10T21:11:01Z,3175000,False,,,0,,J. Ivey lost ball TURNOVER (2 TO),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,2.0,,,,,
321,PT00M01.70S,2024-11-10T21:04:02.4Z,2,REGULAR,jumpball,recovered,[],1631106,,,1610612745,45,43,2024-11-10T21:04:02Z,3180000,False,,,0,,Jump Ball A. Thompson vs. T. Harris: Tip to T. Eason,"[1631106, 1641708, 202699]",1610612745.0,HOU,challenge,T. Eason,1631106.0,Eason,T. Eason,Thompson,1641708.0,Harris,202699.0,,,,,,,,,,,,,,,,,,,,,,
326,PT00M00.00S,2024-11-10T21:04:12.9Z,2,REGULAR,period,end,[],0,,,1610612745,45,43,2024-11-10T21:04:12Z,3230000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2024-11-10T21:17:30.9Z,3,REGULAR,substitution,out,['startperiod'],1627736,,,1610612745,45,43,2024-11-10T21:19:33Z,3240000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2024-11-10T21:17:30.9Z,3,REGULAR,substitution,out,['startperiod'],1641708,,,1610612745,45,43,2024-11-10T21:19:33Z,3250000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2024-11-10T21:17:30.9Z,3,REGULAR,substitution,out,['startperiod'],1631106,,,1610612745,45,43,2024-11-10T21:19:33Z,3260000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2024-11-10T21:17:30.9Z,3,REGULAR,substitution,in,['startperiod'],1630191,,,1610612745,45,43,2024-11-10T21:19:33Z,3270000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2024-11-10T21:17:30.9Z,3,REGULAR,substitution,in,['startperiod'],1630224,,,1610612745,45,43,2024-11-10T21:19:33Z,3280000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2024-11-10T21:17:30.9Z,3,REGULAR,substitution,in,['startperiod'],1630578,,,1610612745,45,43,2024-11-10T21:19:33Z,3290000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2024-11-10T21:19:21.9Z,3,REGULAR,period,start,[],0,,,1610612745,45,43,2024-11-10T21:19:33Z,3300000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M44.00S,2024-11-10T21:19:44.5Z,3,REGULAR,foul,technical,['1freethrow'],202699,,,1610612745,45,43,2024-11-10T21:20:08Z,3310000,False,,,0,,T. Harris defensive-3-second technical FOUL (1 Tech),[202699],1610612765.0,DET,defensive-3-second,,,Harris,T. Harris,,,,,,,,,,,,,,,,1627519.0,1.0,1.0,,,,,,,,
337,PT11M44.00S,2024-11-10T21:20:09.8Z,3,REGULAR,freethrow,1 of 1,[],1627832,,,1610612745,45,43,2024-11-10T21:20:16Z,3320000,False,,,0,,MISS F. VanVleet technical Free Throw 1 of 1,[1627832],1610612745.0,HOU,technical,,,VanVleet,F. VanVleet,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
338,PT11M44.00S,2024-11-10T21:20:09.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,45,43,2024-11-10T21:20:16Z,3330000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,,
339,PT11M36.00S,2024-11-10T21:20:15.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,18.74178712220762,57.59803921568627,1610612745,45,43,2024-11-10T21:20:38Z,3340000,False,-38.0,124.0,1,left,MISS F. VanVleet 12' driving floating Shot,[1627832],1610612745.0,HOU,driving floating,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,12.94,Missed,,,,,,,,,,,,,,,,,,
340,PT11M34.00S,2024-11-10T21:20:17.2Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,45,43,2024-11-10T21:20:19Z,3350000,False,,,0,,I. Stewart REBOUND (Off:3 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Center,,,339.0,5.0,2.0,3.0,,,,,,,,,,,,,,
341,PT11M23.00S,2024-11-10T21:20:28.4Z,3,REGULAR,3pt,Jump Shot,[],203501,94.03745072273325,96.81372549019608,1610612765,45,43,2024-11-10T21:20:33Z,3360000,False,234.0,4.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
