actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
432,PT02M42.00S,2025-01-09T02:36:06.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,68,96,2025-01-09T02:36:06Z,4240000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M42.00S,2025-01-09T02:38:24.0Z,3,REGULAR,substitution,out,[],1641739,,,1610612740,68,96,2025-01-09T02:38:44Z,4250000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M42.00S,2025-01-09T02:38:24.0Z,3,REGULAR,substitution,in,[],1630625,,,1610612740,68,96,2025-01-09T02:38:44Z,4260000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M42.00S,2025-01-09T02:38:47.7Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612740,68,96,2025-01-09T02:38:56Z,4270000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,202041.0,,,,,,,,,,,,,
437,PT02M33.00S,2025-01-09T02:39:11.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629750,92.9862023653088,52.450980392156865,1610612740,70,96,2025-01-09T02:39:58Z,4280000,False,12.0,13.0,1,right,J. Green finger roll Layup (5 PTS) (J. Alvarado 2 AST),"[1629750, 1630631]",1610612740.0,NOP,finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.82,Made,5.0,J. Alvarado,1630631.0,2.0,,,,,,,,,,,,,,
439,PT02M33.00S,2025-01-09T02:39:14.3Z,3,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612740,70,96,2025-01-09T02:39:26Z,4300000,False,,,0,,R. Williams III shooting personal FOUL (1 PF) (Green 1 FT),"[1629057, 1629750]",1610612757.0,POR,shooting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,202901.0,1.0,0.0,Green,1629750.0,,,,,,,,,
441,PT02M33.00S,2025-01-09T02:39:41.9Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1629750,,,1610612740,71,96,2025-01-09T02:39:42Z,4320000,False,,,0,,J. Green Free Throw 1 of 1 (6 PTS),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
442,PT02M16.00S,2025-01-09T02:40:00.2Z,3,REGULAR,3pt,Jump Shot,[],1631200,24.26084099868594,12.254901960784313,1610612757,71,96,2025-01-09T02:40:05Z,4330000,False,189.0,176.0,1,left,MISS K. Murray 25' 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
443,PT02M14.00S,2025-01-09T02:40:02.2Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612740,71,96,2025-01-09T02:40:27Z,4340000,False,,,0,,J. Green REBOUND (Off:2 Def:2),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,442.0,,4.0,2.0,2.0,,,,
444,PT02M06.00S,2025-01-09T02:40:10.6Z,3,REGULAR,3pt,Jump Shot,[],1629750,73.27529566360053,80.3921568627451,1610612740,74,96,2025-01-09T02:40:15Z,4350000,False,152.0,199.0,1,right,J. Green 25' 3PT  (9 PTS) (C. McCollum 2 AST),"[1629750, 203468]",1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.02,Made,9.0,C. McCollum,203468.0,2.0,,,,,,,,,,,,,,
446,PT01M47.00S,2025-01-09T02:40:28.9Z,3,REGULAR,3pt,Jump Shot,[],1630703,7.835085413929041,4.166666666666666,1610612757,74,96,2025-01-09T02:40:36Z,4370000,False,229.0,21.0,1,left,MISS S. Henderson 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Right Corner 3,24+ Right,23.02,Missed,,,,,,,,,,,,,,,,,,
447,PT01M47.00S,2025-01-09T02:40:28.9Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612757,74,96,2025-01-09T04:20:56Z,4380000,False,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,446.0,,3.0,2.0,1.0,,,,
448,PT01M46.00S,2025-01-09T02:40:35.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612757,74,98,2025-01-09T04:20:40Z,4390000,False,0.0,0.0,1,left,R. Williams III putback Layup (4 PTS),[1629057],1610612757.0,POR,putback,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
449,PT01M27.00S,2025-01-09T02:40:48.9Z,3,REGULAR,3pt,Jump Shot,[],1630527,74.98357424441524,84.55882352941177,1610612740,74,98,2025-01-09T02:40:57Z,4400000,False,173.0,183.0,1,right,MISS B. Boston 25' 3PT,[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,,
450,PT01M24.00S,2025-01-09T02:40:51.9Z,3,REGULAR,rebound,offensive,[],1630631,,,1610612740,74,98,2025-01-09T02:50:18Z,4410000,False,,,0,,J. Alvarado REBOUND (Off:2 Def:0),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,449.0,,2.0,0.0,2.0,,,,
451,PT01M17.00S,2025-01-09T02:41:03.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630527,92.72339027595268,46.81372549019608,1610612740,74,98,2025-01-09T02:41:43Z,4420000,False,-16.0,16.0,1,right,MISS B. Boston driving Layup,[1630527],1610612740.0,NOP,driving,,,Boston,B. Boston,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
452,PT01M15.00S,2025-01-09T02:41:05.3Z,3,REGULAR,rebound,offensive,[],1630527,,,1610612740,74,98,2025-01-09T02:41:43Z,4430000,False,,,0,,B. Boston REBOUND (Off:4 Def:0),[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,451.0,,4.0,0.0,4.0,,,,
453,PT01M14.00S,2025-01-09T02:41:06.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630527,94.40999984741211,50.0,1610612740,74,98,2025-01-09T02:42:25Z,4440000,False,0.0,0.0,1,right,MISS B. Boston tip Layup,[1630527],1610612740.0,NOP,tip,,,Boston,B. Boston,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
454,PT01M13.00S,2025-01-09T02:41:07.3Z,3,REGULAR,rebound,defensive,[],1630703,,,1610612757,74,98,2025-01-09T02:42:25Z,4450000,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,453.0,,1.0,1.0,0.0,,,,
455,PT01M07.00S,2025-01-09T02:41:09.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,28.465834428383708,22.058823529411764,1610612757,74,98,2025-01-09T02:42:36Z,4460000,False,140.0,215.0,1,left,MISS A. Simons 25' running pullup 3PT,[1629014],1610612757.0,POR,running pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
456,PT01M06.00S,2025-01-09T02:41:10.3Z,3,REGULAR,rebound,offensive,[],1629014,,,1610612757,74,98,2025-01-09T02:41:15Z,4470000,False,,,0,,A. Simons REBOUND (Off:1 Def:4),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,455.0,,5.0,4.0,1.0,,,,
457,PT00M59.10S,2025-01-09T02:41:18.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630625,27.808804204993432,19.852941176470587,1610612757,74,98,2025-01-09T02:41:22Z,4480000,False,151.0,209.0,1,left,MISS D. Banton 25' 3PT,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
458,PT00M57.10S,2025-01-09T02:41:20.6Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612740,74,98,2025-01-09T02:41:20Z,4490000,False,,,0,,J. Green REBOUND (Off:2 Def:3),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,457.0,,5.0,3.0,2.0,,,,
459,PT00M52.30S,2025-01-09T02:41:26.8Z,3,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",1628464,92.59198423127464,46.07843137254902,1610612740,76,98,2025-01-09T04:19:58Z,4500000,False,-20.0,17.0,1,right,D. Theis turnaround Hook (6 PTS) (J. Alvarado 3 AST),"[1628464, 1630631]",1610612740.0,NOP,turnaround,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,2.6,Made,6.0,J. Alvarado,1630631.0,3.0,,,,,,,,,,,,,,
461,PT00M28.70S,2025-01-09T02:41:52.0Z,3,REGULAR,3pt,Jump Shot,[],1629014,8.754927726675426,95.34313725490196,1610612757,76,98,2025-01-09T02:43:22Z,4520000,False,-227.0,30.0,1,left,MISS A. Simons step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,22.87,Missed,,,,,,,,,,,,,,,,,,
462,PT00M28.30S,2025-01-09T02:41:52.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,76,98,2025-01-09T02:42:03Z,4530000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,461.0,,,,,,,,
463,PT00M28.30S,2025-01-09T02:42:03.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612757,76,98,2025-01-09T02:42:09Z,4540000,False,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,,,,,,,,,
464,PT00M13.30S,2025-01-09T02:42:38.8Z,3,REGULAR,turnover,out-of-bounds,[],1630527,,,1610612740,76,98,2025-01-09T02:42:47Z,4550000,False,,,0,,B. Boston bad pass out-of-bounds TURNOVER (2 TO),[1630527],1610612740.0,NOP,bad pass,,,Boston,B. Boston,,,,,Above the Break 3,24+ Left Center,,,,,,,1627534.0,,,,,,2.0,,,,,,,
465,PT00M00.00S,2025-01-09T02:43:09.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630703,12.828515111695138,96.32352941176471,1610612757,76,98,2025-01-09T02:43:19Z,4560000,False,-232.0,68.0,1,left,MISS S. Henderson 24' 3PT - blocked,"[1630703, 1630631]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Left Corner 3,24+ Left,24.14,Missed,,,,,,,,,,,,,,,,,Alvarado,1630631.0
466,PT00M00.00S,2025-01-09T02:43:09.6Z,3,REGULAR,block,,[],1630631,,,1610612757,76,98,2025-01-09T02:43:14Z,4570000,False,,,0,,J. Alvarado BLOCK (1 BLK),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
467,PT00M00.00S,2025-01-09T02:43:09.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,76,98,2025-01-09T02:43:19Z,4580000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,465.0,,,,,,,,
468,PT00M00.00S,2025-01-09T02:43:19.8Z,3,REGULAR,period,end,[],0,,,1610612757,76,98,2025-01-09T02:43:19Z,4590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2025-01-09T02:45:13.0Z,4,REGULAR,substitution,out,['startperiod'],203468,,,1610612757,76,98,2025-01-09T02:45:34Z,4600000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2025-01-09T02:45:13.0Z,4,REGULAR,substitution,out,['startperiod'],1628464,,,1610612757,76,98,2025-01-09T02:45:34Z,4610000,False,,,0,,SUB out: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2025-01-09T02:45:13.0Z,4,REGULAR,substitution,out,['startperiod'],1630703,,,1610612757,76,98,2025-01-09T02:45:34Z,4620000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2025-01-09T02:45:13.0Z,4,REGULAR,substitution,out,['startperiod'],1631200,,,1610612757,76,98,2025-01-09T02:45:34Z,4630000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2025-01-09T02:45:13.0Z,4,REGULAR,substitution,in,['startperiod'],1641722,,,1610612757,76,98,2025-01-09T02:45:34Z,4640000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2025-01-09T02:45:13.0Z,4,REGULAR,substitution,in,['startperiod'],1642274,,,1610612757,76,98,2025-01-09T02:45:34Z,4650000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2025-01-09T02:45:13.0Z,4,REGULAR,substitution,in,['startperiod'],1630166,,,1610612757,76,98,2025-01-09T02:45:34Z,4660000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2025-01-09T02:45:13.0Z,4,REGULAR,substitution,in,['startperiod'],1631101,,,1610612757,76,98,2025-01-09T02:45:34Z,4670000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2025-01-09T02:45:50.6Z,4,REGULAR,period,start,[],0,,,1610612757,76,98,2025-01-09T02:45:50Z,4680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT11M41.00S,2025-01-09T02:46:09.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629057,11.251642575558476,50.73529411764706,1610612757,76,98,2025-01-09T02:46:54Z,4690000,False,-4.0,53.0,1,left,MISS R. Williams III turnaround Hook,[1629057],1610612757.0,POR,turnaround,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
479,PT11M38.00S,2025-01-09T02:46:12.1Z,4,REGULAR,rebound,defensive,[],1630631,,,1610612740,76,98,2025-01-09T02:46:13Z,4700000,False,,,0,,J. Alvarado REBOUND (Off:2 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,478.0,,3.0,1.0,2.0,,,,
480,PT11M26.00S,2025-01-09T02:46:23.7Z,4,REGULAR,turnover,bad pass,[],1630631,,,1610612740,76,98,2025-01-09T02:46:27Z,4710000,False,,,0,,J. Alvarado bad pass TURNOVER (3 TO),"[1630631, 1629057]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,3.0,,,,Williams III,1629057.0,,
481,PT11M26.00S,2025-01-09T02:46:23.7Z,4,REGULAR,steal,,[],1629057,,,1610612757,76,98,2025-01-09T02:46:25Z,4720000,False,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
482,PT11M22.00S,2025-01-09T02:46:27.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630166,6.258212877792378,50.98039215686274,1610612757,76,100,2025-01-09T02:46:33Z,4730000,False,-5.0,6.0,1,left,D. Avdija running DUNK (21 PTS) (A. Simons 5 AST),"[1630166, 1629014]",1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.8,Made,21.0,A. Simons,1629014.0,5.0,,,,,,,,,,,,,,
484,PT11M02.00S,2025-01-09T02:46:47.1Z,4,REGULAR,3pt,Jump Shot,[],1629750,77.7431011826544,90.93137254901961,1610612740,76,100,2025-01-09T02:46:51Z,4750000,False,205.0,157.0,1,right,MISS J. Green 25' 3PT,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
485,PT10M59.00S,2025-01-09T02:46:50.1Z,4,REGULAR,rebound,defensive,[],1629014,,,1610612757,76,100,2025-01-09T02:46:51Z,4760000,False,,,0,,A. Simons REBOUND (Off:1 Def:5),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,484.0,,6.0,5.0,1.0,,,,
486,PT10M50.00S,2025-01-09T02:46:59.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629014,5.469776609724048,49.50980392156863,1610612757,76,102,2025-01-09T02:47:53Z,4770000,False,2.0,-1.0,1,left,A. Simons driving DUNK (17 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,0.27,Made,17.0,,,,,,,,,,,,,,,,,
487,PT10M29.00S,2025-01-09T02:47:20.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,88.38699080157687,46.32352941176471,1610612740,76,102,2025-01-09T02:47:25Z,4780000,False,-18.0,57.0,1,right,MISS J. Alvarado turnaround Shot,[1630631],1610612740.0,NOP,turnaround,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,5.96,Missed,,,,,,,,,,,,,,,,,,
488,PT10M26.00S,2025-01-09T02:47:23.5Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612757,76,102,2025-01-09T02:47:25Z,4790000,False,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,487.0,,4.0,3.0,1.0,,,,
489,PT10M15.00S,2025-01-09T02:47:34.4Z,4,REGULAR,3pt,Jump Shot,[],1631101,32.670827858081466,39.950980392156865,1610612757,76,102,2025-01-09T02:48:16Z,4800000,False,50.0,255.0,1,left,MISS S. Sharpe 25' step back 3PT,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,25.95,Missed,,,,,,,,,,,,,,,,,,
490,PT10M12.00S,2025-01-09T02:47:37.4Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612740,76,102,2025-01-09T02:47:39Z,4810000,False,,,0,,J. Green REBOUND (Off:2 Def:4),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,489.0,,6.0,4.0,2.0,,,,
491,PT10M06.00S,2025-01-09T02:47:43.8Z,4,REGULAR,2pt,Jump Shot,[],1630527,78.40013140604468,65.44117647058823,1610612740,78,102,2025-01-09T02:48:38Z,4820000,False,77.0,151.0,1,right,B. Boston 16' step back Jump Shot (4 PTS),[1630527],1610612740.0,NOP,step back,,,Boston,B. Boston,,,,,Mid-Range,16-24 Right Center,16.91,Made,4.0,,,,,,,,,,,,,,,,,
492,PT09M46.00S,2025-01-09T02:48:03.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,4.681340341655716,52.94117647058824,1610612757,78,104,2025-01-09T02:48:07Z,4830000,False,-15.0,-8.0,1,left,D. Banton driving Layup (4 PTS),[1630625],1610612757.0,POR,driving,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,1.7,Made,4.0,,,,,,,,,,,,,,,,,
494,PT09M26.00S,2025-01-09T02:48:29.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641722,92.9862023653088,52.94117647058824,1610612740,78,104,2025-01-09T02:49:08Z,4850000,False,15.0,13.0,1,right,MISS J. Hawkins cutting Layup,[1641722],1610612740.0,NOP,cutting,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,,
495,PT09M24.00S,2025-01-09T02:48:31.3Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612757,78,104,2025-01-09T02:49:08Z,4860000,False,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,494.0,,5.0,4.0,1.0,,,,
496,PT09M06.00S,2025-01-09T02:48:45.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,8.09789750328515,54.41176470588235,1610612757,78,104,2025-01-09T02:50:31Z,4870000,False,-22.0,24.0,1,left,MISS D. Banton driving floating Shot,[1630625],1610612757.0,POR,driving floating,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
497,PT09M04.00S,2025-01-09T02:48:47.3Z,4,REGULAR,rebound,defensive,[],1642274,,,1610612740,78,104,2025-01-09T02:50:31Z,4880000,False,,,0,,Y. Missi REBOUND (Off:2 Def:4),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,496.0,,6.0,4.0,2.0,,,,
498,PT08M51.00S,2025-01-09T02:48:58.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,94.69448094612353,51.470588235294116,1610612740,80,104,2025-01-09T02:49:03Z,4890000,False,7.0,-3.0,1,right,B. Boston driving Layup (6 PTS),[1630527],1610612740.0,NOP,driving,,,Boston,B. Boston,,,,,Restricted Area,0-8 Center,0.78,Made,6.0,,,,,,,,,,,,,,,,,
499,PT08M27.00S,2025-01-09T02:49:22.0Z,4,REGULAR,3pt,Jump Shot,[],1630625,6.783837056504599,4.166666666666666,1610612757,80,104,2025-01-09T02:49:26Z,4900000,False,229.0,11.0,1,left,MISS D. Banton 3PT,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
500,PT08M23.00S,2025-01-09T02:49:26.0Z,4,REGULAR,rebound,defensive,[],1642274,,,1610612740,80,104,2025-01-09T02:49:26Z,4910000,False,,,0,,Y. Missi REBOUND (Off:2 Def:5),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,499.0,,7.0,5.0,2.0,,,,
501,PT08M18.00S,2025-01-09T02:49:30.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630631,70.12155059132719,24.754901960784316,1610612740,83,104,2025-01-09T02:51:30Z,4920000,False,-126.0,228.0,1,right,J. Alvarado 26' 3PT step back (9 PTS),[1630631],1610612740.0,NOP,step back,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,26.09,Made,9.0,,,,,,,,,,,,,,,,,
502,PT08M18.00S,2025-01-09T02:49:45.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,83,104,2025-01-09T02:49:45Z,4930000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT08M18.00S,2025-01-09T02:51:57.9Z,4,REGULAR,substitution,out,[],1629750,,,1610612757,83,104,2025-01-09T02:52:11Z,4940000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT08M18.00S,2025-01-09T02:51:57.9Z,4,REGULAR,substitution,out,[],1629014,,,1610612757,83,104,2025-01-09T02:52:11Z,4950000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT08M18.00S,2025-01-09T02:51:57.9Z,4,REGULAR,substitution,out,[],1630625,,,1610612757,83,104,2025-01-09T02:52:11Z,4960000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT08M18.00S,2025-01-09T02:51:57.9Z,4,REGULAR,substitution,in,[],1627749,,,1610612757,83,104,2025-01-09T02:52:11Z,4970000,False,,,0,,SUB in: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT08M18.00S,2025-01-09T02:51:57.9Z,4,REGULAR,substitution,in,[],1641739,,,1610612757,83,104,2025-01-09T02:52:11Z,4980000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT08M18.00S,2025-01-09T02:51:57.9Z,4,REGULAR,substitution,in,[],1630703,,,1610612757,83,104,2025-01-09T02:52:11Z,4990000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT08M00.00S,2025-01-09T02:52:51.5Z,4,REGULAR,turnover,traveling,[],1630166,,,1610612757,83,104,2025-01-09T02:53:03Z,5000000,False,,,0,,D. Avdija traveling TURNOVER (2 TO),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,,,,,,2.0,,,,,,,
510,PT07M42.00S,2025-01-09T02:53:21.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630527,76.16622864651774,9.068627450980392,1610612740,83,104,2025-01-09T02:53:25Z,5010000,False,-205.0,172.0,1,right,MISS B. Boston 26' 3PT,[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,Above the Break 3,24+ Left Center,26.7,Missed,,,,,,,,,,,,,,,,,,
