actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
245,PT06M54.00S,2024-12-27T01:48:01.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630527,10.463206307490145,37.00980392156863,1610612740,30,48,2024-12-27T01:56:33Z,2430000,False,65.0,46.0,1,left,MISS B. Boston 7' turnaround fadeaway Shot - blocked,"[1630527, 1641708]",1610612740.0,NOP,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,7.96,Missed,Boston,B. Boston,Thompson,1641708.0,,,,,,,,,,,,,,,,
387,PT06M54.00S,2024-12-27T01:48:01.8Z,2,REGULAR,block,,[],1641708,,,1610612740,30,48,2024-12-27T02:25:53Z,2435000,False,,,0,,A. Thompson BLOCK (4 BLK),[1641708],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
246,PT06M52.00S,2024-12-27T01:48:03.8Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,30,48,2024-12-27T01:56:33Z,2440000,False,,,0,,A. Sengun REBOUND (Off:2 Def:7),[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sengun,A. Sengun,,,245.0,9.0,7.0,2.0,,,,,,,,,,,,
247,PT06M46.00S,2024-12-27T01:48:10.1Z,2,REGULAR,3pt,Jump Shot,[],1630578,67.7562417871222,51.470588235294116,1610612745,30,48,2024-12-27T01:57:21Z,2450000,False,7.0,251.0,1,right,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,25.07,Missed,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
248,PT06M42.00S,2024-12-27T01:48:14.1Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,30,48,2024-12-27T01:57:54Z,2460000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,McCollum,C. McCollum,,,247.0,1.0,1.0,0.0,,,,,,,,,,,,
249,PT06M23.00S,2024-12-27T01:48:31.9Z,2,REGULAR,2pt,Jump Shot,[],203468,21.632720105124836,41.911764705882355,1610612740,30,48,2024-12-27T01:58:21Z,2470000,False,40.0,151.0,1,left,MISS C. McCollum 15' step back Shot,[203468],1610612740.0,NOP,step back,,,,,,Mid-Range,8-16 Center,15.61,Missed,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
250,PT06M21.00S,2024-12-27T01:48:33.9Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,30,48,2024-12-27T01:58:21Z,2480000,False,,,0,,Y. Missi REBOUND (Off:2 Def:3),[1642274],1610612740.0,NOP,,,,,,,Mid-Range,8-16 Center,,,Missi,Y. Missi,,,249.0,5.0,3.0,2.0,,,,,,,,,,,,
251,PT06M14.00S,2024-12-27T01:48:41.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641722,31.750985545335087,61.274509803921575,1610612740,30,48,2024-12-27T01:59:08Z,2490000,False,-56.0,246.0,1,left,MISS J. Hawkins 25' 3PT,[1641722],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,25.24,Missed,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,
252,PT06M11.00S,2024-12-27T01:48:44.7Z,2,REGULAR,rebound,offensive,[],1630527,,,1610612740,30,48,2024-12-27T01:59:28Z,2500000,False,,,0,,B. Boston REBOUND (Off:1 Def:1),[1630527],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,Boston,B. Boston,,,251.0,2.0,1.0,1.0,,,,,,,,,,,,
253,PT06M08.00S,2024-12-27T01:48:47.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641722,22.552562417871222,88.48039215686273,1610612740,30,48,2024-12-27T01:59:38Z,2510000,False,-192.0,159.0,1,left,MISS J. Hawkins 24' 3PT,[1641722],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,24.99,Missed,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,
254,PT06M03.00S,2024-12-27T01:48:52.8Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,30,48,2024-12-27T02:00:03Z,2520000,False,,,0,,Y. Missi REBOUND (Off:3 Def:3),[1642274],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,Missi,Y. Missi,,,253.0,6.0,3.0,3.0,,,,,,,,,,,,
255,PT05M52.00S,2024-12-27T01:49:04.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203468,6.701708278580824,54.55346200980392,1610612740,30,48,2024-12-27T02:00:28Z,2530000,False,-23.0,10.0,1,left,MISS C. McCollum driving Layup,[203468],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,2.51,Missed,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
256,PT05M50.00S,2024-12-27T01:49:06.1Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,30,48,2024-12-27T02:00:23Z,2540000,False,,,0,,A. Sengun REBOUND (Off:2 Def:8),[1630578],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Sengun,A. Sengun,,,255.0,10.0,8.0,2.0,,,,,,,,,,,,
257,PT05M47.00S,2024-12-27T01:49:09.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642263,72.61826544021025,78.43137254901961,1610612745,30,48,2024-12-27T02:00:51Z,2550000,False,142.0,205.0,1,right,MISS R. Sheppard 24' running pullup 3PT,[1642263],1610612745.0,HOU,running pullup,,,,,,Above the Break 3,24+ Right Center,24.94,Missed,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,
258,PT05M45.00S,2024-12-27T01:49:11.9Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612740,30,48,2024-12-27T02:00:51Z,2560000,False,,,0,,B. Boston REBOUND (Off:1 Def:2),[1630527],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Boston,B. Boston,,,257.0,3.0,2.0,1.0,,,,,,,,,,,,
259,PT05M37.00S,2024-12-27T01:49:16.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,13.354139290407357,3.9215686274509802,1610612740,33,48,2024-12-27T02:01:20Z,2570000,False,230.0,73.0,1,left,C. McCollum 24' 3PT running (10 PTS) (H. Jones 3 AST),"[203468, 1630529]",1610612740.0,NOP,running,,,,,,Right Corner 3,24+ Right,24.17,Made,McCollum,C. McCollum,,,,,,,10.0,H. Jones,1630529.0,3.0,,,,,,,,
261,PT05M36.00S,2024-12-27T01:49:22.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612745,33,48,2024-12-27T01:49:22Z,2590000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M36.00S,2024-12-27T01:51:43.5Z,2,REGULAR,substitution,out,[],1630529,,,1610612745,33,48,2024-12-27T01:52:10Z,2600000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
263,PT05M36.00S,2024-12-27T01:51:43.5Z,2,REGULAR,substitution,out,[],1641722,,,1610612745,33,48,2024-12-27T01:52:10Z,2610000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,,,,,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,
264,PT05M36.00S,2024-12-27T01:51:43.5Z,2,REGULAR,substitution,out,[],1641708,,,1610612745,33,48,2024-12-27T01:52:10Z,2620000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
265,PT05M36.00S,2024-12-27T01:51:43.5Z,2,REGULAR,substitution,out,[],1631095,,,1610612745,33,48,2024-12-27T01:52:10Z,2630000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
266,PT05M36.00S,2024-12-27T01:51:43.5Z,2,REGULAR,substitution,out,[],1642263,,,1610612745,33,48,2024-12-27T01:52:10Z,2640000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,,,,,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,
267,PT05M36.00S,2024-12-27T01:51:43.5Z,2,REGULAR,substitution,out,[],1630578,,,1610612745,33,48,2024-12-27T01:52:10Z,2650000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
268,PT05M36.00S,2024-12-27T01:51:43.5Z,2,REGULAR,substitution,in,[],1630526,,,1610612745,33,48,2024-12-27T01:52:10Z,2660000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,,,,,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
269,PT05M36.00S,2024-12-27T01:51:43.5Z,2,REGULAR,substitution,in,[],1630530,,,1610612745,33,48,2024-12-27T01:52:10Z,2670000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
270,PT05M36.00S,2024-12-27T01:51:43.5Z,2,REGULAR,substitution,in,[],1627832,,,1610612745,33,48,2024-12-27T01:52:10Z,2680000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
271,PT05M36.00S,2024-12-27T01:51:43.5Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,33,48,2024-12-27T01:52:10Z,2690000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
272,PT05M36.00S,2024-12-27T01:51:43.5Z,2,REGULAR,substitution,in,[],1630256,,,1610612745,33,48,2024-12-27T01:52:10Z,2700000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
273,PT05M36.00S,2024-12-27T01:51:43.5Z,2,REGULAR,substitution,in,[],203500,,,1610612745,33,48,2024-12-27T01:52:10Z,2710000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,
274,PT05M16.00S,2024-12-27T01:52:37.6Z,2,REGULAR,2pt,Jump Shot,[],1630224,92.90407358738501,90.66329656862746,1610612745,33,48,2024-12-27T02:01:43Z,2720000,False,203.0,14.0,1,right,MISS J. Green 20' step back Shot,[1630224],1610612745.0,HOU,step back,,,,,,Mid-Range,16-24 Right,20.38,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
275,PT05M14.00S,2024-12-27T01:52:39.6Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,33,48,2024-12-27T02:01:43Z,2730000,False,,,0,,Y. Missi REBOUND (Off:3 Def:4),[1642274],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Right,,,Missi,Y. Missi,,,274.0,7.0,4.0,3.0,,,,,,,,,,,,
277,PT05M11.00S,2024-12-27T01:52:43.7Z,2,REGULAR,turnover,lost ball,[],1630527,,,1610612740,33,48,2024-12-27T02:02:07Z,2750000,False,,,0,,B. Boston lost ball TURNOVER (1 TO),"[1630527, 1630224]",1610612740.0,NOP,,,,,,,Mid-Range,16-24 Right Center,,,Boston,B. Boston,,,,,,,,,,,,,,,,1.0,Green,1630224.0
278,PT05M11.00S,2024-12-27T01:52:43.7Z,2,REGULAR,steal,,[],1630224,,,1610612745,33,48,2024-12-27T01:52:47Z,2760000,False,,,0,,J. Green STEAL (2 STL),[1630224],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Right Center,,,Green,J. Green,,,,,,,,,,,,,,,,,,
279,PT05M09.00S,2024-12-27T01:52:47.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630224,94.30026281208936,49.26470588235294,1610612745,33,50,2024-12-27T02:02:21Z,2770000,False,-4.0,1.0,1,right,J. Green driving DUNK (18 PTS),[1630224],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,0.39,Made,Green,J. Green,,,,,,,18.0,,,,,,,,,,,
282,PT04M37.00S,2024-12-27T01:53:46.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612740,33,50,2024-12-27T01:54:13Z,2800000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,101283.0,,,,,,,
283,PT04M37.00S,2024-12-27T01:53:55.9Z,2,REGULAR,substitution,out,[],1630527,,,1610612745,33,50,2024-12-27T01:53:58Z,2810000,False,,,0,,SUB out: B. Boston,[1630527],1610612740.0,NOP,,,,,,,,,,,Boston,B. Boston,,,,,,,,,,,,,,,,,,
284,PT04M37.00S,2024-12-27T01:53:55.9Z,2,REGULAR,substitution,in,[],1630529,,,1610612745,33,50,2024-12-27T01:53:58Z,2820000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
285,PT04M27.00S,2024-12-27T01:54:18.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630256,93.51182654402102,95.58823529411765,1610612745,33,50,2024-12-27T02:02:51Z,2830000,False,228.0,8.0,1,right,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,22.81,Missed,Tate,J. Tate,,,,,,,,,,,,,,,,,,
286,PT04M24.00S,2024-12-27T01:54:21.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,33,50,2024-12-27T02:03:03Z,2840000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,,,,285.0,,,,,,,,,,,,,,,
287,PT04M24.00S,2024-12-27T01:54:24.5Z,2,REGULAR,foul,personal,[],203500,,,1610612740,33,50,2024-12-27T01:54:32Z,2850000,False,,,0,,S. Adams loose ball personal FOUL (1 PF),"[203500, 1642274]",1610612745.0,HOU,loose ball,,,,,,Restricted Area,0-8 Center,,,Adams,S. Adams,,,,,,,,,,,1628485.0,1.0,0.0,Missi,1642274.0,,,
289,PT04M15.00S,2024-12-27T01:54:50.4Z,2,REGULAR,3pt,Jump Shot,[],203468,31.488173455978973,51.470588235294116,1610612740,33,50,2024-12-27T02:03:22Z,2870000,False,-7.0,243.0,1,left,MISS C. McCollum 24' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Center,24.36,Missed,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
290,PT04M12.00S,2024-12-27T01:54:53.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,33,50,2024-12-27T02:03:36Z,2880000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,,,,289.0,,,,,,,,,,,,,,,
292,PT04M08.00S,2024-12-27T01:55:13.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630526,13.354139290407357,3.6764705882352944,1610612740,36,50,2024-12-27T01:55:18Z,2900000,False,232.0,73.0,1,left,J. Robinson-Earl 24' 3PT  (3 PTS) (Y. Missi 3 AST),"[1630526, 1642274]",1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,24.28,Made,Robinson-Earl,J. Robinson-Earl,,,,,,,3.0,Y. Missi,1642274.0,3.0,,,,,,,,
295,PT03M46.00S,2024-12-27T01:55:43.0Z,2,REGULAR,substitution,out,[],1641715,,,1610612745,36,50,2024-12-27T01:55:48Z,2930000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612745.0,HOU,,,,,,,,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,
296,PT03M46.00S,2024-12-27T01:55:43.0Z,2,REGULAR,substitution,in,[],1641708,,,1610612745,36,50,2024-12-27T01:55:48Z,2940000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
297,PT03M44.00S,2024-12-27T01:56:00.8Z,2,REGULAR,3pt,Jump Shot,[],1630224,93.38042049934296,95.58823529411765,1610612745,36,53,2024-12-27T01:56:06Z,2950000,False,228.0,10.0,1,right,J. Green 3PT  (21 PTS),[1630224],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,22.81,Made,Green,J. Green,,,,,,,21.0,,,,,,,,,,,
298,PT03M17.00S,2024-12-27T01:56:28.6Z,2,REGULAR,3pt,Jump Shot,[],1630530,28.991458607095925,15.686274509803921,1610612740,36,53,2024-12-27T02:04:23Z,2960000,False,172.0,220.0,1,left,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,27.9,Missed,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
299,PT03M15.00S,2024-12-27T01:56:30.6Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,36,53,2024-12-27T02:04:23Z,2970000,False,,,0,,J. Tate REBOUND (Off:0 Def:2),[1630256],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Tate,J. Tate,,,298.0,2.0,2.0,0.0,,,,,,,,,,,,
300,PT03M10.00S,2024-12-27T01:56:37.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,71.96123521681997,76.7156862745098,1610612745,36,53,2024-12-27T02:04:56Z,2980000,False,134.0,211.0,1,right,MISS F. VanVleet 24' running 3PT,[1627832],1610612745.0,HOU,running,,,,,,Above the Break 3,24+ Right Center,24.98,Missed,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
301,PT03M08.00S,2024-12-27T01:56:39.4Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,36,53,2024-12-27T02:04:56Z,2990000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Murphy III,T. Murphy III,,,300.0,3.0,3.0,0.0,,,,,,,,,,,,
302,PT02M55.00S,2024-12-27T01:56:51.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,14.0604467805519,46.400122549019606,1610612740,36,53,2024-12-27T02:05:28Z,3000000,False,18.0,80.0,1,left,MISS T. Murphy III 8' pullup Shot,[1630530],1610612740.0,NOP,pullup,,,,,,In The Paint (Non-RA),8-16 Center,8.17,Missed,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
303,PT02M53.00S,2024-12-27T01:56:53.0Z,2,REGULAR,rebound,defensive,[],203500,,,1610612745,36,53,2024-12-27T02:05:28Z,3010000,False,,,0,,S. Adams REBOUND (Off:0 Def:3),[203500],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,Adams,S. Adams,,,302.0,3.0,3.0,0.0,,,,,,,,,,,,
304,PT02M36.00S,2024-12-27T01:57:10.2Z,2,REGULAR,3pt,Jump Shot,[],1630224,75.50919842312747,12.5,1610612745,36,53,2024-12-27T02:05:47Z,3020000,False,-188.0,178.0,1,right,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,25.83,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
305,PT02M34.00S,2024-12-27T01:57:12.2Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,36,53,2024-12-27T02:05:47Z,3030000,False,,,0,,H. Jones REBOUND (Off:3 Def:1),[1630529],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,Jones,H. Jones,,,304.0,4.0,1.0,3.0,,,,,,,,,,,,
306,PT02M29.00S,2024-12-27T01:57:17.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630526,19.267411300919843,5.88235294117647,1610612740,36,53,2024-12-27T02:05:58Z,3040000,False,221.0,129.0,1,left,MISS J. Robinson-Earl 25' running 3PT,[1630526],1610612740.0,NOP,running,,,,,,Above the Break 3,24+ Right Center,25.53,Missed,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
307,PT02M26.00S,2024-12-27T01:57:20.4Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612745,36,53,2024-12-27T02:06:06Z,3050000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:1),[1627832],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,VanVleet,F. VanVleet,,,306.0,2.0,1.0,1.0,,,,,,,,,,,,
308,PT02M20.00S,2024-12-27T01:57:27.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641708,92.72339027595268,51.225490196078425,1610612745,36,53,2024-12-27T02:06:41Z,3060000,False,6.0,16.0,1,right,MISS A. Thompson running Layup - blocked,"[1641708, 1642274]",1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,1.7,Missed,Thompson,A. Thompson,Missi,1642274.0,,,,,,,,,,,,,,,,
309,PT02M20.00S,2024-12-27T01:57:27.0Z,2,REGULAR,block,,[],1642274,,,1610612745,36,53,2024-12-27T01:57:29Z,3070000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
310,PT02M18.00S,2024-12-27T01:57:29.0Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,36,53,2024-12-27T02:06:41Z,3080000,False,,,0,,H. Jones REBOUND (Off:3 Def:2),[1630529],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,Jones,H. Jones,,,308.0,5.0,2.0,3.0,,,,,,,,,,,,
311,PT02M13.00S,2024-12-27T01:57:32.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630530,6.1268068331143235,49.01960784313725,1610612740,38,53,2024-12-27T02:06:54Z,3090000,False,5.0,5.0,1,left,T. Murphy III running Layup (4 PTS) (H. Jones 4 AST),"[1630530, 1630529]",1610612740.0,NOP,running,,,,,,Restricted Area,0-8 Center,0.71,Made,Murphy III,T. Murphy III,,,,,,,4.0,H. Jones,1630529.0,4.0,,,,,,,,
313,PT01M59.00S,2024-12-27T01:57:48.0Z,2,REGULAR,3pt,Jump Shot,[],1627832,66.1978482260184,48.26133578431373,1610612745,38,53,2024-12-27T02:07:14Z,3110000,False,-9.0,265.0,1,right,MISS F. VanVleet 26' 3PT,[1627832],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,26.53,Missed,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
314,PT01M56.00S,2024-12-27T01:57:51.0Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,38,53,2024-12-27T02:07:14Z,3120000,False,,,0,,Y. Missi REBOUND (Off:3 Def:5),[1642274],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,Missi,Y. Missi,,,313.0,8.0,5.0,3.0,,,,,,,,,,,,
346,PT01M49.00S,2024-12-27T01:57:54.3Z,2,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,38,53,2024-12-27T02:18:29Z,3135000,False,,,0,,H. Jones lost ball out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,lost ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Jones,H. Jones,,,,,,,,,,,1628485.0,,,,,1.0,,
318,PT01M49.00S,2024-12-27T01:58:13.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,38,53,2024-12-27T02:18:29Z,3160000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M49.00S,2024-12-27T02:00:17.4Z,2,REGULAR,substitution,out,[],1630526,,,1610612745,38,53,2024-12-27T02:18:29Z,3170000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,,,,,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
320,PT01M49.00S,2024-12-27T02:00:17.4Z,2,REGULAR,substitution,out,[],1630256,,,1610612745,38,53,2024-12-27T02:18:29Z,3180000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
321,PT01M49.00S,2024-12-27T02:00:17.4Z,2,REGULAR,substitution,out,[],203500,,,1610612745,38,53,2024-12-27T02:18:29Z,3190000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,
322,PT01M49.00S,2024-12-27T02:00:17.4Z,2,REGULAR,substitution,in,[],1627749,,,1610612745,38,53,2024-12-27T02:18:29Z,3200000,False,,,0,,SUB in: D. Murray,[1627749],1610612740.0,NOP,,,,,,,,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,
323,PT01M49.00S,2024-12-27T02:00:17.4Z,2,REGULAR,substitution,in,[],1631095,,,1610612745,38,53,2024-12-27T02:18:29Z,3210000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
324,PT01M49.00S,2024-12-27T02:00:17.4Z,2,REGULAR,substitution,in,[],1630578,,,1610612745,38,53,2024-12-27T02:18:29Z,3220000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
325,PT01M35.00S,2024-12-27T02:01:05.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630578,94.1688567674113,47.05882352941176,1610612745,38,55,2024-12-27T02:18:29Z,3230000,False,-15.0,2.0,1,right,A. Sengun driving Layup (6 PTS) (F. VanVleet 3 AST),"[1630578, 1627832]",1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,1.49,Made,Sengun,A. Sengun,,,,,,,6.0,F. VanVleet,1627832.0,3.0,,,,,,,,
327,PT01M10.00S,2024-12-27T02:01:29.4Z,2,REGULAR,3pt,Jump Shot,[],1630530,31.750985545335087,32.84313725490196,1610612740,41,55,2024-12-27T02:01:34Z,3250000,False,86.0,246.0,1,left,T. Murphy III 26' 3PT pullup (7 PTS) (H. Jones 5 AST),"[1630530, 1630529]",1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Right Center,26.05,Made,Murphy III,T. Murphy III,,,,,,,7.0,H. Jones,1630529.0,5.0,,,,,,,,
