actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
253,PT03M55.00S,2024-11-16T01:54:55.6Z,2,REGULAR,jumpball,recovered,[],1629750,,,1610612743,47,42,2024-11-16T01:57:04Z,2500000,False,,,0,,Jump Ball Y. Missi vs. D. Šarić: Tip to J. Green,"[1629750, 1642274, 203967]",1610612740.0,NOP,heldball,J. Green,Missi,1642274.0,Šarić,203967.0,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,1629750.0
256,PT03M52.00S,2024-11-16T01:54:55.6Z,2,REGULAR,turnover,lost ball,[],203967,,,1610612743,47,42,2024-11-16T01:54:55Z,2530000,False,,,0,,D. Šarić lost ball TURNOVER (3 TO),"[203967, 1642274]",1610612743.0,DEN,,,,,,,,,,,,Šarić,D. Šarić,,,,3.0,Missi,1642274.0,,,,,,,,,,,,
257,PT03M52.00S,2024-11-16T01:54:55.6Z,2,REGULAR,steal,,[],1642274,,,1610612740,47,42,2024-11-16T01:54:55Z,2540000,False,,,0,,Y. Missi STEAL (1 STL),[1642274],1610612740.0,NOP,,,,,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
258,PT03M38.00S,2024-11-16T01:55:12.2Z,2,REGULAR,foul,personal,[],1631128,,,1610612740,47,42,2024-11-16T01:55:47Z,2550000,False,,,0,,C. Braun personal FOUL (1 PF),"[1631128, 1627742]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Braun,C. Braun,,,,,,,,,,,202049.0,1.0,0.0,Ingram,1627742.0,,,
260,PT03M38.00S,2024-11-16T01:55:17.5Z,2,REGULAR,substitution,out,[],1629750,,,1610612740,47,42,2024-11-16T01:55:32Z,2570000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
261,PT03M38.00S,2024-11-16T01:55:17.5Z,2,REGULAR,substitution,out,[],203967,,,1610612740,47,42,2024-11-16T01:55:32Z,2580000,False,,,0,,SUB out: D. Šarić,[203967],1610612743.0,DEN,,,,,,,,,,,,Šarić,D. Šarić,,,,,,,,,,,,,,,,,,
262,PT03M38.00S,2024-11-16T01:55:17.5Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,47,42,2024-11-16T01:55:32Z,2590000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
263,PT03M38.00S,2024-11-16T01:55:17.5Z,2,REGULAR,substitution,in,[],1629008,,,1610612740,47,42,2024-11-16T01:55:32Z,2600000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
264,PT03M24.00S,2024-11-16T01:56:02.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630527,69.72733245729303,71.81372549019608,1610612740,50,42,2024-11-16T01:56:06Z,2610000,False,109.0,232.0,1,right,B. Boston Jr. 25' 3PT  (12 PTS) (B. Ingram 3 AST),"[1630527, 1627742]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,25.65,Made,12.0,Boston Jr.,B. Boston Jr.,B. Ingram,1627742.0,3.0,,,,,,,,,,,,,,,
266,PT03M04.00S,2024-11-16T01:56:22.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,8.360709592641262,47.794117647058826,1610612743,50,44,2024-11-16T01:58:17Z,2630000,False,11.0,26.0,1,left,P. Watson driving Layup (9 PTS),[1631212],1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,2.83,Made,9.0,Watson,P. Watson,,,,,,,,,,,,,,,,,,
267,PT02M43.00S,2024-11-16T01:56:43.4Z,2,REGULAR,3pt,Jump Shot,[],1627742,64.47109067017082,42.40196078431372,1610612740,50,44,2024-11-16T01:58:40Z,2640000,False,-38.0,281.0,1,right,MISS B. Ingram 28' 3PT,[1627742],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,28.41,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
268,PT02M40.00S,2024-11-16T01:56:46.4Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,50,44,2024-11-16T01:56:50Z,2650000,False,,,0,,Y. Missi REBOUND (Off:2 Def:5),[1642274],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,Missi,Y. Missi,,,,,,,267.0,7.0,5.0,2.0,,,,,,,,
269,PT02M36.00S,2024-11-16T01:56:51.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642274,93.51182654402102,50.0,1610612740,52,44,2024-11-16T01:56:55Z,2660000,False,0.0,8.0,1,right,Y. Missi cutting DUNK (4 PTS) (B. Ingram 4 AST),"[1642274, 1627742]",1610612740.0,NOP,cutting,,,,,,Restricted Area,0-8 Center,0.85,Made,4.0,Missi,Y. Missi,B. Ingram,1627742.0,4.0,,,,,,,,,,,,,,,
271,PT02M23.00S,2024-11-16T01:57:03.7Z,2,REGULAR,3pt,Jump Shot,[],1629008,32.40801576872536,50.0,1610612743,52,47,2024-11-16T01:57:08Z,2680000,False,0.0,252.0,1,left,M. Porter Jr. 25' 3PT  (17 PTS) (J. Murray 4 AST),"[1629008, 1627750]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,25.21,Made,17.0,Porter Jr.,M. Porter Jr.,J. Murray,1627750.0,4.0,,,,,,,,,,,,,,,
273,PT01M59.00S,2024-11-16T01:57:27.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642274,90.48948751642575,55.14705882352941,1610612740,52,47,2024-11-16T01:57:32Z,2700000,False,26.0,37.0,1,right,MISS Y. Missi Hook,[1642274],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,4.5,Missed,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
274,PT01M57.00S,2024-11-16T01:57:29.9Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,52,47,2024-11-16T01:57:32Z,2710000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:4),[1629008],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Porter Jr.,M. Porter Jr.,,,,,,,273.0,5.0,4.0,1.0,,,,,,,,
275,PT01M50.00S,2024-11-16T01:57:37.2Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612743,52,47,2024-11-16T01:57:41Z,2720000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1630530]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Westbrook,R. Westbrook,,,,1.0,Murphy III,1630530.0,,,,,,,,,,,,
276,PT01M50.00S,2024-11-16T01:57:37.2Z,2,REGULAR,steal,,[],1630530,,,1610612740,52,47,2024-11-16T01:57:39Z,2730000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
278,PT01M38.00S,2024-11-16T01:57:48.3Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1630527,94.95729303547962,91.17647058823529,1610612740,54,47,2024-11-16T01:57:56Z,2750000,False,206.0,-5.0,1,right,B. Boston Jr. 20' running Jump Shot (14 PTS) (T. Murphy III 2 AST),"[1630527, 1630530]",1610612740.0,NOP,running,,,,,,Mid-Range,16-24 Right,20.6,Made,14.0,Boston Jr.,B. Boston Jr.,T. Murphy III,1630530.0,2.0,,,,,,,,,,,,,,,
280,PT01M27.00S,2024-11-16T01:57:59.8Z,2,REGULAR,2pt,Jump Shot,[],1627750,21.76412614980289,35.78431372549019,1610612743,54,47,2024-11-16T01:58:06Z,2770000,False,71.0,152.0,1,left,MISS J. Murray 16' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,,,,Mid-Range,16-24 Right Center,16.79,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
281,PT01M24.00S,2024-11-16T01:58:02.8Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,54,47,2024-11-16T01:58:06Z,2780000,False,,,0,,B. Ingram REBOUND (Off:0 Def:6),[1627742],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Right Center,,,,Ingram,B. Ingram,,,,,,,280.0,6.0,6.0,0.0,,,,,,,,
282,PT01M17.00S,2024-11-16T01:58:09.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,69.72733245729303,88.23529411764706,1610612740,57,47,2024-11-16T01:58:16Z,2790000,False,191.0,232.0,1,right,T. Murphy III 30' 3PT running (11 PTS) (B. Ingram 5 AST),"[1630530, 1627742]",1610612740.0,NOP,running,,,,,,Above the Break 3,24+ Right Center,30.07,Made,11.0,Murphy III,T. Murphy III,B. Ingram,1627742.0,5.0,,,,,,,,,,,,,,,
284,PT00M56.10S,2024-11-16T01:58:32.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,7.30946123521682,48.03921568627451,1610612743,57,49,2024-11-16T01:58:37Z,2810000,False,10.0,16.0,1,left,P. Watson cutting Layup (11 PTS) (R. Westbrook 3 AST),"[1631212, 201566]",1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,1.89,Made,11.0,Watson,P. Watson,R. Westbrook,201566.0,3.0,,,,,,,,,,,,,,,
286,PT00M48.50S,2024-11-16T01:58:41.7Z,2,REGULAR,turnover,bad pass,[],1642274,,,1610612740,57,49,2024-11-16T01:58:45Z,2830000,False,,,0,,Y. Missi bad pass TURNOVER (3 TO),"[1642274, 1631128]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Missi,Y. Missi,,,,3.0,Braun,1631128.0,,,,,,,,,,,,
287,PT00M48.50S,2024-11-16T01:58:41.7Z,2,REGULAR,steal,,[],1631128,,,1610612743,57,49,2024-11-16T01:58:43Z,2840000,False,,,0,,C. Braun STEAL (3 STL),[1631128],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,
288,PT00M43.90S,2024-11-16T01:58:47.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,7.178055190538765,45.34313725490196,1610612743,57,51,2024-11-16T01:58:53Z,2850000,False,23.0,15.0,1,left,C. Braun running Layup (9 PTS),[1631128],1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,2.77,Made,9.0,Braun,C. Braun,,,,,,,,,,,,,,,,,,
289,PT00M34.80S,2024-11-16T01:59:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,91.14651773981603,47.549019607843135,1610612740,59,51,2024-11-16T01:59:13Z,2860000,False,-12.0,31.0,1,right,B. Ingram driving Layup (19 PTS),[1627742],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,3.31,Made,19.0,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
290,PT00M25.90S,2024-11-16T01:59:20.1Z,2,REGULAR,3pt,Jump Shot,[],1629008,30.042706964520367,21.568627450980394,1610612743,59,54,2024-11-16T01:59:24Z,2870000,False,142.0,230.0,1,left,M. Porter Jr. 27' 3PT  (20 PTS) (J. Murray 5 AST),"[1629008, 1627750]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,27.03,Made,20.0,Porter Jr.,M. Porter Jr.,J. Murray,1627750.0,5.0,,,,,,,,,,,,,,,
292,PT00M02.70S,2024-11-16T01:59:50.9Z,2,REGULAR,3pt,Jump Shot,[],1627742,67.09921156373193,45.34313725490196,1610612740,59,54,2024-11-16T01:59:57Z,2890000,False,-23.0,257.0,1,right,MISS B. Ingram 25' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Center,25.79,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
293,PT00M02.70S,2024-11-16T01:59:50.9Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,59,54,2024-11-16T01:59:57Z,2900000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Murray,J. Murray,,,,,,,292.0,1.0,1.0,0.0,,,,,,,,
294,PT00M00.00S,2024-11-16T01:59:58.8Z,2,REGULAR,period,end,[],0,,,1610612743,59,54,2024-11-16T01:59:58Z,2910000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT12M00.00S,2024-11-16T02:14:12.2Z,3,REGULAR,substitution,out,['startperiod'],1629669,,,1610612743,59,54,2024-11-16T02:14:59Z,2920000,False,,,0,,SUB out: J. Nowell,[1629669],1610612740.0,NOP,,,,,,,,,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,
296,PT12M00.00S,2024-11-16T02:14:12.2Z,3,REGULAR,substitution,out,['startperiod'],201566,,,1610612743,59,54,2024-11-16T02:14:59Z,2930000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2024-11-16T02:14:12.2Z,3,REGULAR,substitution,in,['startperiod'],1629750,,,1610612743,59,54,2024-11-16T02:14:59Z,2940000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2024-11-16T02:14:12.2Z,3,REGULAR,substitution,in,['startperiod'],203967,,,1610612743,59,54,2024-11-16T02:14:59Z,2950000,False,,,0,,SUB in: D. Šarić,[203967],1610612743.0,DEN,,,,,,,,,,,,Šarić,D. Šarić,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2024-11-16T02:15:12.8Z,3,REGULAR,period,start,[],0,,,1610612740,59,54,2024-11-16T02:15:12Z,2960000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT11M44.00S,2024-11-16T02:15:30.6Z,3,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612740,59,54,2024-11-16T02:15:39Z,2970000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Ingram 2 FT),"[1631212, 1627742]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,,,,Watson,P. Watson,,,,,,,,,,,1628954.0,1.0,0.0,Ingram,1627742.0,,,
302,PT11M44.00S,2024-11-16T02:16:00.4Z,3,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,60,54,2024-11-16T02:16:00Z,2990000,False,,,0,,B. Ingram Free Throw 1 of 2 (20 PTS),[1627742],1610612740.0,NOP,,,,,,,,,,Made,20.0,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
303,PT11M44.00S,2024-11-16T02:16:14.6Z,3,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,61,54,2024-11-16T02:16:14Z,3000000,False,,,0,,B. Ingram Free Throw 2 of 2 (21 PTS),[1627742],1610612740.0,NOP,,,,,,,,,,Made,21.0,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
304,PT11M19.00S,2024-11-16T02:16:43.5Z,3,REGULAR,3pt,Jump Shot,[],1629008,76.95466491458606,11.029411764705882,1610612743,61,54,2024-11-16T02:16:52Z,3010000,False,-195.0,164.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
305,PT11M17.00S,2024-11-16T02:16:50.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,61,54,2024-11-16T02:16:50Z,3020000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,304.0,,,,,,,,,,,
306,PT11M17.00S,2024-11-16T02:16:51.9Z,3,REGULAR,foul,personal,[],1627742,,,1610612743,61,54,2024-11-16T02:17:03Z,3030000,False,,,0,,B. Ingram loose ball personal FOUL (1 PF),"[1627742, 203967]",1610612740.0,NOP,loose ball,,,,,,In The Paint (Non-RA),8-16 Right,,,,Ingram,B. Ingram,,,,,,,,,,,202026.0,1.0,0.0,Šarić,203967.0,,,
308,PT11M10.00S,2024-11-16T02:17:17.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629008,85.89027595269383,53.18627450980392,1610612743,61,54,2024-11-16T02:17:26Z,3050000,False,16.0,80.0,1,right,MISS M. Porter Jr. 8' pullup Shot - blocked,"[1629008, 1627742]",1610612743.0,DEN,pullup,,,,,,In The Paint (Non-RA),8-16 Center,8.17,Missed,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,Ingram,1627742.0,
309,PT11M10.00S,2024-11-16T02:17:17.7Z,3,REGULAR,block,,[],1627742,,,1610612743,61,54,2024-11-16T02:17:20Z,3060000,False,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
310,PT11M10.00S,2024-11-16T02:17:17.7Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,61,54,2024-11-16T02:17:26Z,3070000,False,,,0,,B. Ingram REBOUND (Off:0 Def:7),[1627742],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Ingram,B. Ingram,,,,,,,308.0,7.0,7.0,0.0,,,,,,,,
311,PT11M10.00S,2024-11-16T02:17:28.6Z,3,REGULAR,foul,personal,['1freethrow'],1629008,,,1610612740,61,54,2024-11-16T02:23:08Z,3080000,False,,,0,,M. Porter Jr. transition take personal FOUL (3 PF) (Ingram 1 FT),"[1629008, 1627742]",1610612743.0,DEN,transition take,,,,,,Above the Break 3,24+ Center,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,202049.0,3.0,0.0,Ingram,1627742.0,,,
327,PT11M10.00S,2024-11-16T02:17:51.2Z,3,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,62,54,2024-11-16T02:19:33Z,3095000,False,,,0,,T. Murphy III transition take Free Throw 1 of 1 (12 PTS),[1630530],1610612740.0,NOP,transition take,,,,,,,,,Made,12.0,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
313,PT10M54.00S,2024-11-16T02:18:13.9Z,3,REGULAR,3pt,Jump Shot,[],1629750,11.383048620236531,3.9215686274509802,1610612740,62,54,2024-11-16T02:18:24Z,3100000,False,230.0,55.0,1,left,MISS J. Green 3PT,[1629750],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,23.68,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
314,PT10M49.00S,2024-11-16T02:18:18.9Z,3,REGULAR,rebound,defensive,[],203967,,,1610612743,62,54,2024-11-16T02:21:31Z,3110000,False,,,0,,D. Šarić REBOUND (Off:0 Def:4),[203967],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,,Šarić,D. Šarić,,,,,,,313.0,4.0,4.0,0.0,,,,,,,,
315,PT10M33.00S,2024-11-16T02:18:33.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,92.46057818659659,46.07843137254902,1610612743,62,54,2024-11-16T02:23:54Z,3120000,False,-20.0,18.0,1,right,MISS C. Braun driving Layup,[1631128],1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,2.69,Missed,,Braun,C. Braun,,,,,,,,,,,,,,,,,,
316,PT10M33.00S,2024-11-16T02:18:33.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,62,54,2024-11-16T02:18:55Z,3130000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,315.0,,,,,,,,,,,
318,PT10M24.00S,2024-11-16T02:18:57.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631212,71.69842312746385,18.627450980392158,1610612743,62,54,2024-11-16T02:19:01Z,3150000,False,-157.0,214.0,1,right,MISS P. Watson 26' 3PT,[1631212],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,26.5,Missed,,Watson,P. Watson,,,,,,,,,,,,,,,,,,
319,PT10M20.00S,2024-11-16T02:18:59.9Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,62,54,2024-11-16T02:18:59Z,3160000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:3),[1630530],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Murphy III,T. Murphy III,,,,,,,318.0,4.0,3.0,1.0,,,,,,,,
320,PT10M14.00S,2024-11-16T02:19:06.4Z,3,REGULAR,3pt,Jump Shot,[],1627742,33.459264126149804,49.01960784313725,1610612740,62,54,2024-11-16T02:19:10Z,3170000,False,5.0,262.0,1,left,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,26.2,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
321,PT10M11.00S,2024-11-16T02:19:09.4Z,3,REGULAR,rebound,defensive,[],1631128,,,1610612743,62,54,2024-11-16T02:19:10Z,3180000,False,,,0,,C. Braun REBOUND (Off:0 Def:3),[1631128],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Braun,C. Braun,,,,,,,320.0,3.0,3.0,0.0,,,,,,,,
322,PT10M07.00S,2024-11-16T02:19:13.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,78.40013140604468,9.313725490196079,1610612743,62,54,2024-11-16T02:19:19Z,3190000,False,-203.0,151.0,1,right,MISS J. Murray 25' running 3PT,[1627750],1610612743.0,DEN,running,,,,,,Above the Break 3,24+ Left Center,25.3,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
323,PT10M04.00S,2024-11-16T02:19:16.0Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,62,54,2024-11-16T02:19:19Z,3200000,False,,,0,,B. Ingram REBOUND (Off:0 Def:8),[1627742],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Ingram,B. Ingram,,,,,,,322.0,8.0,8.0,0.0,,,,,,,,
324,PT09M58.00S,2024-11-16T02:19:22.7Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629750,9.149145860709593,57.59803921568627,1610612740,62,54,2024-11-16T02:25:21Z,3210000,False,-38.0,34.0,1,left,MISS J. Green driving floating Shot,[1629750],1610612740.0,NOP,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
325,PT09M54.00S,2024-11-16T02:19:26.7Z,3,REGULAR,rebound,offensive,[],1642274,,,1610612740,62,54,2024-11-16T02:19:30Z,3220000,False,,,0,,Y. Missi REBOUND (Off:3 Def:5),[1642274],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Missi,Y. Missi,,,,,,,324.0,8.0,5.0,3.0,,,,,,,,
326,PT09M54.00S,2024-11-16T02:19:26.3Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1642274,5.590000152587891,50.0,1610612740,64,54,2024-11-16T02:25:44Z,3230000,False,0.0,0.0,1,left,Y. Missi tip DUNK (6 PTS),[1642274],1610612740.0,NOP,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
328,PT09M31.00S,2024-11-16T02:19:49.3Z,3,REGULAR,3pt,Jump Shot,[],203967,70.12155059132719,21.813725490196077,1610612743,64,57,2024-11-16T02:19:53Z,3240000,False,-141.0,228.0,1,right,D. Šarić 26' 3PT  (7 PTS) (J. Murray 6 AST),"[203967, 1627750]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,26.84,Made,7.0,Šarić,D. Šarić,J. Murray,1627750.0,6.0,,,,,,,,,,,,,,,
330,PT09M10.00S,2024-11-16T02:20:11.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,8.754927726675426,54.41176470588235,1610612740,66,57,2024-11-16T02:20:45Z,3260000,False,-22.0,30.0,1,left,T. Murphy III driving Layup (14 PTS) (B. Ingram 6 AST),"[1630530, 1627742]",1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,3.71,Made,14.0,Murphy III,T. Murphy III,B. Ingram,1627742.0,6.0,,,,,,,,,,,,,,,
332,PT09M09.00S,2024-11-16T02:20:16.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,66,57,2024-11-16T02:20:16Z,3280000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT08M53.00S,2024-11-16T02:23:21.2Z,3,REGULAR,3pt,Jump Shot,[],1631128,78.53153745072274,90.93137254901961,1610612743,66,57,2024-11-16T02:23:25Z,3290000,False,205.0,149.0,1,right,MISS C. Braun 25' 3PT,[1631128],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,25.34,Missed,,Braun,C. Braun,,,,,,,,,,,,,,,,,,
334,PT08M51.00S,2024-11-16T02:23:23.2Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,66,57,2024-11-16T02:23:25Z,3300000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:4),[1630530],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Murphy III,T. Murphy III,,,,,,,333.0,5.0,4.0,1.0,,,,,,,,
335,PT08M42.00S,2024-11-16T02:23:33.7Z,3,REGULAR,3pt,Jump Shot,[],1630530,32.53942181340342,48.77450980392157,1610612740,66,57,2024-11-16T02:23:39Z,3310000,False,6.0,253.0,1,left,MISS T. Murphy III 25' step back 3PT,[1630530],1610612740.0,NOP,step back,,,,,,Above the Break 3,24+ Center,25.35,Missed,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
336,PT08M38.00S,2024-11-16T02:23:37.7Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,66,57,2024-11-16T02:23:39Z,3320000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Murray,J. Murray,,,,,,,335.0,2.0,2.0,0.0,,,,,,,,
337,PT08M29.00S,2024-11-16T02:23:45.9Z,3,REGULAR,3pt,Jump Shot,[],203967,69.72733245729303,26.715686274509803,1610612743,66,57,2024-11-16T02:23:49Z,3330000,False,-116.0,232.0,1,right,MISS D. Šarić 25' 3PT,[203967],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,Šarić,D. Šarić,,,,,,,,,,,,,,,,,,
