actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
252,PT04M58.00S,2023-11-02T00:52:37.4Z,2,REGULAR,2pt,Jump Shot,[],1629008,79.58278580814718,23.284313725490197,1610612743,48,37,2023-11-02T00:52:41Z,2430000,False,-134.0,139.0,1,right,M. Porter Jr. 19' turnaround Jump Shot (2 PTS) (J. Murray 3 AST),"[1629008, 1627750]",1610612743.0,DEN,turnaround,,,Porter Jr.,M. Porter Jr.,,,,,,Mid-Range,16-24 Left Center,19.31,Made,,,,,2.0,J. Murray,1627750.0,3.0,,,,,,,,,
254,PT04M44.00S,2023-11-02T00:52:53.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,8.360709592641262,48.03921568627451,1610612750,50,37,2023-11-02T00:52:57Z,2450000,False,10.0,26.0,1,left,K. Towns driving Layup (14 PTS) (M. Conley 3 AST),"[1626157, 201144]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,14.0,M. Conley,201144.0,3.0,,,,,,,,,
256,PT04M44.00S,2023-11-02T00:52:56.4Z,2,REGULAR,foul,personal,['1freethrow'],1627750,,,1610612750,50,37,2023-11-02T00:53:02Z,2470000,False,,,0,,J. Murray shooting personal FOUL (2 PF) (Towns 1 FT),"[1627750, 1626157]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,101283.0,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Towns,1626157.0,,,,,
258,PT04M44.00S,2023-11-02T00:53:35.6Z,2,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,51,37,2023-11-02T00:53:35Z,2490000,False,,,0,,K. Towns Free Throw 1 of 1 (15 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,
259,PT04M31.00S,2023-11-02T00:53:54.9Z,2,REGULAR,foul,offensive,[],203932,,,1610612743,51,37,2023-11-02T00:54:01Z,2500000,False,,,0,,A. Gordon offensive FOUL (3 PF),"[203932, 201144]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,203054.0,Above the Break 3,24+ Left Center,,,,,,,,,,,3.0,0.0,Conley,201144.0,,,,,
261,PT04M31.00S,2023-11-02T00:53:54.9Z,2,REGULAR,turnover,offensive foul,[],203932,,,1610612743,51,37,2023-11-02T00:53:54Z,2520000,False,,,0,,A. Gordon offensive foul TURNOVER (2 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,203054.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,2.0,,,,
262,PT04M31.00S,2023-11-02T00:54:07.1Z,2,REGULAR,substitution,out,[],203932,,,1610612750,51,37,2023-11-02T00:54:10Z,2530000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M31.00S,2023-11-02T00:54:07.1Z,2,REGULAR,substitution,in,[],1630192,,,1610612750,51,37,2023-11-02T00:54:10Z,2540000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M21.00S,2023-11-02T00:54:25.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,32.802233902759525,57.59803921568627,1610612750,51,37,2023-11-02T00:54:30Z,2550000,False,-38.0,256.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,
265,PT04M17.00S,2023-11-02T00:54:29.5Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,51,37,2023-11-02T00:54:30Z,2560000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Above the Break 3,24+ Center,,,264.0,2.0,2.0,0.0,,,,,,,,,,,,,
266,PT04M07.00S,2023-11-02T00:54:38.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,80.50262812089356,53.92156862745098,1610612743,51,37,2023-11-02T00:54:42Z,2570000,False,20.0,131.0,1,right,MISS J. Murray 13' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,,In The Paint (Non-RA),8-16 Center,13.23,Missed,,,,,,,,,,,,,,,,,
267,PT04M04.00S,2023-11-02T00:54:41.7Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,51,37,2023-11-02T00:54:42Z,2580000,False,,,0,,K. Towns REBOUND (Off:1 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,In The Paint (Non-RA),8-16 Center,,,266.0,5.0,4.0,1.0,,,,,,,,,,,,,
268,PT03M57.00S,2023-11-02T00:54:49.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.258212877792378,53.18627450980392,1610612750,53,37,2023-11-02T00:54:51Z,2590000,False,-16.0,6.0,1,left,A. Edwards driving Layup (12 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,12.0,,,,,,,,,,,,
269,PT03M56.00S,2023-11-02T00:54:56.1Z,2,REGULAR,foul,technical,['1freethrow'],1630162,,,1610612743,53,37,2023-11-02T00:55:09Z,2600000,False,,,0,,A. Edwards technical FOUL (1 Tech),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,203054.0,,,,,,,,,,,,,0.0,1.0,,,,,,,
270,PT03M56.00S,2023-11-02T00:55:20.9Z,2,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,53,37,2023-11-02T00:55:20Z,2610000,False,,,0,,MISS J. Murray technical Free Throw 1 of 1,[1627750],1610612743.0,DEN,technical,,,Murray,J. Murray,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
271,PT03M56.00S,2023-11-02T00:55:20.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,53,37,2023-11-02T00:55:20Z,2620000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,
272,PT03M40.00S,2023-11-02T00:55:54.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,80.76544021024968,57.59803921568627,1610612743,53,37,2023-11-02T00:55:59Z,2630000,False,38.0,128.0,1,right,MISS N. Jokic 13' pullup Shot,[203999],1610612743.0,DEN,pullup,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),8-16 Center,13.38,Missed,,,,,,,,,,,,,,,,,
273,PT03M37.00S,2023-11-02T00:55:57.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,53,37,2023-11-02T00:55:59Z,2640000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,In The Paint (Non-RA),8-16 Center,,,272.0,3.0,2.0,1.0,,,,,,,,,,,,,
274,PT03M27.00S,2023-11-02T00:56:06.8Z,2,REGULAR,turnover,3-second-violation,[],203497,,,1610612750,53,37,2023-11-02T00:56:27Z,2650000,False,,,0,,R. Gobert 3-second-violation TURNOVER (1 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,101283.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,,,,
275,PT03M15.00S,2023-11-02T00:56:34.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630192,92.59198423127464,5.392156862745098,1610612743,53,37,2023-11-02T00:56:38Z,2660000,False,-223.0,17.0,1,right,MISS Z. Nnaji 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Left Corner 3,24+ Left,22.37,Missed,,,,,,,,,,,,,,,,,
276,PT03M12.00S,2023-11-02T00:56:37.2Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,53,37,2023-11-02T00:56:38Z,2670000,False,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,Left Corner 3,24+ Left,,,275.0,2.0,2.0,0.0,,,,,,,,,,,,,
277,PT03M08.00S,2023-11-02T00:56:41.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630162,6.521024967148489,49.50980392156863,1610612750,55,37,2023-11-02T00:56:49Z,2680000,False,2.0,9.0,1,left,A. Edwards running DUNK (14 PTS) (M. Conley 4 AST),"[1630162, 201144]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,,Restricted Area,0-8 Center,0.91,Made,,,,,14.0,M. Conley,201144.0,4.0,,,,,,,,,
279,PT03M08.00S,2023-11-02T00:56:46.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,55,37,2023-11-02T00:56:46Z,2700000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M53.00S,2023-11-02T01:00:00.7Z,2,REGULAR,turnover,lost ball,[],203999,,,1610612743,55,37,2023-11-02T01:00:04Z,2710000,False,,,0,,N. Jokic lost ball TURNOVER (5 TO),"[203999, 1626157]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,5.0,Towns,1626157.0,,
281,PT02M53.00S,2023-11-02T01:00:00.7Z,2,REGULAR,steal,,[],1626157,,,1610612750,55,37,2023-11-02T01:00:02Z,2720000,False,,,0,,K. Towns STEAL (2 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
282,PT02M49.00S,2023-11-02T01:00:11.4Z,2,REGULAR,foul,personal,['2freethrow'],203484,,,1610612750,55,37,2023-11-02T01:00:21Z,2730000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Edwards 2 FT),"[203484, 1630162]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,101283.0,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Edwards,1630162.0,,,,,
284,PT02M49.00S,2023-11-02T01:00:28.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630162,,,1610612750,56,37,2023-11-02T01:00:28Z,2750000,False,,,0,,A. Edwards Free Throw 1 of 2 (15 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,
285,PT02M49.00S,2023-11-02T01:00:32.6Z,2,REGULAR,substitution,out,[],1626157,,,1610612750,56,37,2023-11-02T01:00:38Z,2760000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M49.00S,2023-11-02T01:00:32.6Z,2,REGULAR,substitution,in,[],203937,,,1610612750,56,37,2023-11-02T01:00:38Z,2770000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M49.00S,2023-11-02T01:00:51.1Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630162,,,1610612750,57,37,2023-11-02T01:00:51Z,2780000,False,,,0,,A. Edwards Free Throw 2 of 2 (16 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,
288,PT02M35.00S,2023-11-02T01:01:06.3Z,2,REGULAR,2pt,Jump Shot,[],203484,77.34888304862024,48.529411764705884,1610612743,57,37,2023-11-02T01:01:10Z,2790000,False,-7.0,160.0,1,right,MISS K. Caldwell-Pope 16' pullup Shot,[203484],1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Mid-Range,16-24 Center,16.06,Missed,,,,,,,,,,,,,,,,,
289,PT02M32.00S,2023-11-02T01:01:09.3Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,57,37,2023-11-02T01:01:10Z,2800000,False,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Mid-Range,16-24 Center,,,288.0,4.0,3.0,1.0,,,,,,,,,,,,,
290,PT02M26.00S,2023-11-02T01:01:15.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,6.915243101182654,53.18627450980392,1610612750,57,37,2023-11-02T01:01:36Z,2810000,False,-16.0,13.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,
291,PT02M24.00S,2023-11-02T01:01:17.5Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,57,37,2023-11-02T01:01:20Z,2820000,False,,,0,,Z. Nnaji REBOUND (Off:2 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Restricted Area,0-8 Center,,,290.0,4.0,2.0,2.0,,,,,,,,,,,,,
292,PT02M06.00S,2023-11-02T01:01:35.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,90.62089356110381,50.0,1610612743,57,37,2023-11-02T01:01:39Z,2830000,False,0.0,36.0,1,right,MISS N. Jokic Layup - blocked,"[203999, 203497]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,Gobert,203497.0
293,PT02M06.00S,2023-11-02T01:01:35.5Z,2,REGULAR,block,,[],203497,,,1610612743,57,37,2023-11-02T01:01:37Z,2840000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
294,PT02M03.00S,2023-11-02T01:01:38.5Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,57,37,2023-11-02T01:01:39Z,2850000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:4),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,Restricted Area,0-8 Center,,,292.0,4.0,4.0,0.0,,,,,,,,,,,,,
295,PT02M00.00S,2023-11-02T01:01:43.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630192,,,1610612750,57,37,2023-11-02T01:01:51Z,2860000,False,,,0,,Z. Nnaji shooting personal FOUL (3 PF) (Gobert 2 FT),"[1630192, 203497]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,203054.0,Restricted Area,0-8 Center,,,,,,,,,,,3.0,0.0,Gobert,203497.0,,,,,
297,PT02M00.00S,2023-11-02T01:02:10.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203497,,,1610612750,58,37,2023-11-02T01:02:49Z,2880000,False,,,0,,R. Gobert Free Throw 1 of 2 (3 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
299,PT02M00.00S,2023-11-02T01:02:11.1Z,2,REGULAR,substitution,out,[],1630192,,,1610612750,58,37,2023-11-02T01:02:25Z,2900000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M00.00S,2023-11-02T01:02:11.1Z,2,REGULAR,substitution,in,[],1631124,,,1610612750,58,37,2023-11-02T01:02:25Z,2910000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M00.00S,2023-11-02T01:02:10.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203497,,,1610612750,59,37,2023-11-02T01:09:59Z,2920000,False,,,0,,R. Gobert Free Throw 2 of 2 (4 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
302,PT01M47.00S,2023-11-02T01:03:21.4Z,2,REGULAR,3pt,Jump Shot,[],203999,66.83639947437582,49.50980392156863,1610612743,59,37,2023-11-02T01:03:25Z,2930000,False,-2.0,259.0,1,right,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Above the Break 3,24+ Center,25.92,Missed,,,,,,,,,,,,,,,,,
303,PT01M44.00S,2023-11-02T01:03:24.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,59,37,2023-11-02T01:03:25Z,2940000,False,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Above the Break 3,24+ Center,,,302.0,5.0,4.0,1.0,,,,,,,,,,,,,
304,PT01M35.00S,2023-11-02T01:03:33.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,12.565703022339028,62.254901960784316,1610612750,59,37,2023-11-02T01:03:37Z,2950000,False,-61.0,66.0,1,left,MISS A. Edwards 8' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,In The Paint (Non-RA),8-16 Left,8.98,Missed,,,,,,,,,,,,,,,,,
305,PT01M35.00S,2023-11-02T01:03:33.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,59,37,2023-11-02T01:03:44Z,2960000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,304.0,,,,,,,,,,,,,,,,
306,PT01M35.00S,2023-11-02T01:03:45.1Z,2,REGULAR,foul,personal,[],203497,,,1610612743,59,37,2023-11-02T01:04:01Z,2970000,False,,,0,,R. Gobert loose ball personal FOUL (1 PF),"[203497, 1629008]",1610612750.0,MIN,loose ball,,,Gobert,R. Gobert,,,,,1193.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,1.0,Porter Jr.,1629008.0,,,,,
308,PT01M24.00S,2023-11-02T01:04:00.3Z,2,REGULAR,3pt,Jump Shot,[],1629008,71.96123521681997,23.52941176470588,1610612743,59,37,2023-11-02T01:04:05Z,2990000,False,-132.0,211.0,1,right,MISS M. Porter Jr. 24' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Above the Break 3,24+ Left Center,24.92,Missed,,,,,,,,,,,,,,,,,
309,PT01M19.00S,2023-11-02T01:04:05.3Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,59,37,2023-11-02T01:04:05Z,3000000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:5),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,Above the Break 3,24+ Left Center,,,308.0,5.0,5.0,0.0,,,,,,,,,,,,,
310,PT01M18.00S,2023-11-02T01:04:09.7Z,2,REGULAR,turnover,discontinued dribble,[],1630183,,,1610612750,59,37,2023-11-02T01:04:15Z,3010000,False,,,0,,J. McDaniels discontinued dribble TURNOVER (1 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,101283.0,Mid-Range,8-16 Right,,,,,,,,,,,,,,,1.0,,,,
311,PT01M08.00S,2023-11-02T01:04:32.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612743,59,37,2023-11-02T01:04:45Z,3020000,False,,,0,,J. McDaniels personal FOUL (1 PF) (Murray 2 FT),"[1630183, 1627750]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,1193.0,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,0.0,Murray,1627750.0,,,,,
313,PT01M08.00S,2023-11-02T01:05:06.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627750,,,1610612743,59,38,2023-11-02T01:05:06Z,3040000,False,,,0,,J. Murray Free Throw 1 of 2 (1 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
314,PT01M08.00S,2023-11-02T01:05:24.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627750,,,1610612743,59,39,2023-11-02T01:05:24Z,3050000,False,,,0,,J. Murray Free Throw 2 of 2 (2 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
315,PT00M57.20S,2023-11-02T01:05:40.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201144,9.149145860709593,49.754901960784316,1610612750,61,39,2023-11-02T01:05:46Z,3060000,False,1.0,34.0,1,left,M. Conley driving finger roll Layup (7 PTS),[201144],1610612750.0,MIN,driving finger roll,,,Conley,M. Conley,,,,,,Restricted Area,0-8 Center,3.35,Made,,,,,7.0,,,,,,,,,,,,
316,PT00M53.60S,2023-11-02T01:05:45.9Z,2,REGULAR,3pt,Jump Shot,[],203484,93.38042049934296,96.56862745098039,1610612743,61,42,2023-11-02T01:05:49Z,3070000,False,233.0,10.0,1,right,K. Caldwell-Pope 3PT  (6 PTS) (J. Murray 4 AST),"[203484, 1627750]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Right Corner 3,24+ Right,23.3,Made,,,,,6.0,J. Murray,1627750.0,4.0,,,,,,,,,
318,PT00M44.80S,2023-11-02T01:05:57.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,18.347568988173457,46.32352941176471,1610612750,61,42,2023-11-02T01:06:01Z,3090000,False,18.0,120.0,1,left,MISS M. Conley 12' floating Shot,[201144],1610612750.0,MIN,floating,,,Conley,M. Conley,,,,,,In The Paint (Non-RA),8-16 Center,12.14,Missed,,,,,,,,,,,,,,,,,
319,PT00M41.90S,2023-11-02T01:06:00.0Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,61,42,2023-11-02T01:06:00Z,3100000,False,,,0,,R. Gobert REBOUND (Off:2 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,In The Paint (Non-RA),8-16 Center,,,318.0,6.0,4.0,2.0,,,,,,,,,,,,,
320,PT00M34.70S,2023-11-02T01:06:07.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,6.915243101182654,48.77450980392157,1610612750,61,42,2023-11-02T01:06:10Z,3110000,False,6.0,13.0,1,left,MISS R. Gobert reverse Layup,[203497],1610612750.0,MIN,reverse,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,
321,PT00M33.40S,2023-11-02T01:06:08.5Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,61,42,2023-11-02T01:06:10Z,3120000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Restricted Area,0-8 Center,,,320.0,3.0,3.0,0.0,,,,,,,,,,,,,
322,PT00M12.80S,2023-11-02T01:06:29.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,87.72996057818659,50.73529411764706,1610612743,61,44,2023-11-02T01:06:33Z,3130000,False,4.0,63.0,1,right,N. Jokic 6' turnaround Hook (17 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),0-8 Center,6.29,Made,,,,,17.0,,,,,,,,,,,,
323,PT00M00.30S,2023-11-02T01:06:45.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,6.521024967148489,50.49019607843137,1610612750,63,44,2023-11-02T01:07:35Z,3140000,False,-2.0,9.0,1,left,A. Edwards driving DUNK (18 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,Restricted Area,0-8 Center,0.91,Made,,,,,18.0,,,,,,,,,,,,
325,PT00M00.00S,2023-11-02T01:07:35.8Z,2,REGULAR,period,end,[],0,,,1610612743,63,44,2023-11-02T01:07:35Z,3160000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2023-11-02T01:22:15.1Z,3,REGULAR,substitution,out,['startperiod'],203937,,,1610612743,63,44,2023-11-02T01:22:40Z,3170000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2023-11-02T01:22:15.1Z,3,REGULAR,substitution,out,['startperiod'],1631124,,,1610612743,63,44,2023-11-02T01:22:40Z,3180000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2023-11-02T01:22:15.1Z,3,REGULAR,substitution,in,['startperiod'],1626157,,,1610612743,63,44,2023-11-02T01:22:40Z,3190000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2023-11-02T01:22:15.1Z,3,REGULAR,substitution,in,['startperiod'],203932,,,1610612743,63,44,2023-11-02T01:22:40Z,3200000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2023-11-02T01:22:40.3Z,3,REGULAR,period,start,[],0,,,1610612750,63,44,2023-11-02T01:22:41Z,3210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT11M46.00S,2023-11-02T01:22:53.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,87.33574244415243,36.51960784313725,1610612750,65,44,2023-11-02T01:23:02Z,3220000,False,-67.0,67.0,1,right,A. Edwards 9' turnaround fadeaway bank Jump Shot (20 PTS) (M. Conley 5 AST),"[1630162, 201144]",1610612750.0,MIN,turnaround fadeaway bank,,,Edwards,A. Edwards,,,,,,In The Paint (Non-RA),8-16 Left,9.47,Made,,,,,20.0,M. Conley,201144.0,5.0,,,,,,,,,
332,PT11M24.00S,2023-11-02T01:23:15.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,11.645860709592641,52.94117647058824,1610612743,65,46,2023-11-02T01:23:21Z,3230000,False,-15.0,57.0,1,left,N. Jokic Hook (19 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),0-8 Center,5.89,Made,,,,,19.0,,,,,,,,,,,,
