actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
263,PT01M59.00S,2024-01-15T01:00:07.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612750,41,38,2024-01-15T01:00:12Z,2600000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,1199.0,,,,,,,,,,,,,,
264,PT01M48.00S,2024-01-15T01:00:30.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202695,14.011169513797633,5.392156862745098,1610612746,41,41,2024-01-15T01:00:34Z,2610000,False,223.0,79.0,1,left,K. Leonard 3PT  (14 PTS) (R. Westbrook 6 AST),"[202695, 201566]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,23.66,Made,,,,,14.0,R. Westbrook,201566.0,6.0,,,,,,,,,,
266,PT01M21.00S,2024-01-15T01:00:56.6Z,2,REGULAR,3pt,Jump Shot,[],201144,64.60249671484888,30.392156862745097,1610612750,44,41,2024-01-15T01:01:01Z,2630000,False,-98.0,280.0,1,right,M. Conley 29' 3PT  (6 PTS) (A. Edwards 3 AST),"[201144, 1630162]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,29.68,Made,,,,,6.0,A. Edwards,1630162.0,3.0,,,,,,,,,,
268,PT01M03.00S,2024-01-15T01:01:18.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,9.149145860709593,51.225490196078425,1610612746,44,43,2024-01-15T01:01:25Z,2650000,False,-6.0,34.0,1,left,R. Westbrook cutting Layup (2 PTS) (K. Leonard 1 AST),"[201566, 202695]",1610612746.0,LAC,cutting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,3.41,Made,,,,,2.0,K. Leonard,202695.0,1.0,,,,,,,,,,
270,PT01M03.00S,2024-01-15T01:01:20.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201144,,,1610612746,44,43,2024-01-15T01:01:29Z,2670000,False,,,0,,M. Conley shooting personal FOUL (2 PF) (Westbrook 1 FT),"[201144, 201566]",1610612750.0,MIN,shooting,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,1199.0,,,,,,,,,,,2.0,0.0,Westbrook,201566.0
272,PT01M03.00S,2024-01-15T01:01:50.9Z,2,REGULAR,freethrow,1 of 1,[],201566,,,1610612746,44,43,2024-01-15T01:01:54Z,2690000,False,,,0,,MISS R. Westbrook Free Throw 1 of 1,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
273,PT01M01.00S,2024-01-15T01:01:52.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,44,43,2024-01-15T01:01:54Z,2700000,False,,,0,,R. Gobert REBOUND (Off:1 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,272.0,,,,,,8.0,7.0,1.0,,,,,,,
274,PT00M41.20S,2024-01-15T01:02:12.4Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,44,43,2024-01-15T01:02:15Z,2710000,False,,,0,,A. Edwards bad pass TURNOVER (3 TO),"[1630162, 201566]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,3.0,Westbrook,201566.0,,,,
275,PT00M41.20S,2024-01-15T01:02:12.4Z,2,REGULAR,steal,,[],201566,,,1610612746,44,43,2024-01-15T01:02:14Z,2720000,False,,,0,,R. Westbrook STEAL (2 STL),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
276,PT00M37.30S,2024-01-15T01:02:16.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626181,6.1268068331143235,52.450980392156865,1610612746,44,45,2024-01-15T01:02:25Z,2730000,False,-12.0,5.0,1,left,N. Powell running DUNK (11 PTS) (R. Westbrook 7 AST),"[1626181, 201566]",1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,11.0,R. Westbrook,201566.0,7.0,,,,,,,,,,
278,PT00M27.90S,2024-01-15T01:02:27.9Z,2,REGULAR,3pt,Jump Shot,[],1630183,72.09264126149803,23.284313725490197,1610612750,44,45,2024-01-15T01:02:34Z,2750000,False,-134.0,210.0,1,right,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,,
279,PT00M24.00S,2024-01-15T01:02:31.9Z,2,REGULAR,rebound,offensive,[],1630162,,,1610612750,44,45,2024-01-15T01:02:31Z,2760000,False,,,0,,A. Edwards REBOUND (Off:1 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,278.0,,,,,,5.0,4.0,1.0,,,,,,,
280,PT00M23.40S,2024-01-15T01:02:32.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,91.5407358738502,46.568627450980394,1610612750,46,45,2024-01-15T01:02:40Z,2770000,False,-17.0,27.0,1,right,A. Edwards putback Layup (11 PTS),[1630162],1610612750.0,MIN,putback,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.2,Made,,,,,11.0,,,,,,,,,,,,,
281,PT00M01.20S,2024-01-15T01:02:56.8Z,2,REGULAR,3pt,Jump Shot,[],1626181,27.414586070959263,75.98039215686273,1610612746,46,45,2024-01-15T01:03:02Z,2780000,False,-130.0,205.0,1,left,MISS N. Powell 24' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,24.29,Missed,,,,,,,,,,,,,,,,,,
282,PT00M01.20S,2024-01-15T01:02:56.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,46,45,2024-01-15T01:03:02Z,2790000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,281.0,,,,,,,,,,,,,,,
283,PT00M00.00S,2024-01-15T01:03:02.1Z,2,REGULAR,period,end,[],0,,,1610612746,46,45,2024-01-15T01:03:02Z,2800000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT12M00.00S,2024-01-15T01:18:31.0Z,3,REGULAR,substitution,out,['startperiod'],201566,,,1610612746,46,45,2024-01-15T01:18:54Z,2810000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT12M00.00S,2024-01-15T01:18:31.0Z,3,REGULAR,substitution,out,['startperiod'],1626181,,,1610612746,46,45,2024-01-15T01:18:54Z,2820000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT12M00.00S,2024-01-15T01:18:31.0Z,3,REGULAR,substitution,in,['startperiod'],201935,,,1610612746,46,45,2024-01-15T01:18:54Z,2830000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT12M00.00S,2024-01-15T01:18:31.0Z,3,REGULAR,substitution,in,['startperiod'],1629611,,,1610612746,46,45,2024-01-15T01:18:54Z,2840000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT12M00.00S,2024-01-15T01:19:00.2Z,3,REGULAR,period,start,[],0,,,1610612746,46,45,2024-01-15T01:19:00Z,2850000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT11M46.00S,2024-01-15T01:19:13.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,80.1084099868594,49.754901960784316,1610612746,46,45,2024-01-15T01:19:24Z,2860000,False,-1.0,134.0,1,right,MISS J. Harden 13' driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,13.45,Missed,,,,,,,,,,,,,,,,,,
290,PT11M43.00S,2024-01-15T01:19:16.7Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,46,45,2024-01-15T01:19:24Z,2870000,False,,,0,,R. Gobert REBOUND (Off:1 Def:8),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,289.0,,,,,,9.0,8.0,1.0,,,,,,,
292,PT11M31.00S,2024-01-15T01:19:38.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.389618922470433,50.73529411764706,1610612750,48,45,2024-01-15T01:19:43Z,2890000,False,-4.0,8.0,1,left,R. Gobert DUNK (3 PTS) (K. Towns 2 AST),"[203497, 1626157]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,3.0,K. Towns,1626157.0,2.0,,,,,,,,,,
294,PT11M07.00S,2024-01-15T01:20:02.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,79.84559789750328,57.107843137254896,1610612746,48,45,2024-01-15T01:21:06Z,2910000,False,36.0,137.0,1,right,MISS K. Leonard 14' driving floating Shot,[202695],1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,14.15,Missed,,,,,,,,,,,,,,,,,,
295,PT11M05.00S,2024-01-15T01:20:04.6Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,48,45,2024-01-15T01:20:06Z,2920000,False,,,0,,R. Gobert REBOUND (Off:1 Def:9),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,294.0,,,,,,10.0,9.0,1.0,,,,,,,
296,PT10M52.00S,2024-01-15T01:20:18.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,10.85742444152431,49.01960784313725,1610612750,50,45,2024-01-15T01:21:29Z,2930000,False,5.0,50.0,1,left,A. Edwards turnaround fadeaway Jump Shot (13 PTS),[1630162],1610612750.0,MIN,turnaround fadeaway,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,4.98,Made,,,,,13.0,,,,,,,,,,,,,
297,PT10M40.00S,2024-01-15T01:20:31.6Z,3,REGULAR,turnover,out-of-bounds,[],201935,,,1610612746,50,45,2024-01-15T01:20:41Z,2940000,False,,,0,,J. Harden bad pass out-of-bounds TURNOVER (3 TO),[201935],1610612746.0,LAC,bad pass,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,1199.0,,,,,,,,3.0,,,,,,
298,PT10M26.00S,2024-01-15T01:20:53.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,6.783837056504599,46.07843137254902,1610612750,52,45,2024-01-15T01:20:58Z,2950000,False,20.0,11.0,1,left,A. Edwards reverse Layup (15 PTS),[1630162],1610612750.0,MIN,reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,15.0,,,,,,,,,,,,,
299,PT10M25.00S,2024-01-15T01:20:57.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,52,45,2024-01-15T01:20:57Z,2960000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT10M15.00S,2024-01-15T01:24:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202331,93.51182654402102,53.18627450980392,1610612746,52,47,2024-01-15T01:24:06Z,2970000,False,16.0,8.0,1,right,P. George cutting Layup (5 PTS) (J. Harden 4 AST),"[202331, 201935]",1610612746.0,LAC,cutting,,,George,P. George,,,,,Restricted Area,0-8 Center,1.8,Made,,,,,5.0,J. Harden,201935.0,4.0,,,,,,,,,,
302,PT09M58.00S,2024-01-15T01:24:21.4Z,3,REGULAR,foul,personal,[],1629611,,,1610612750,52,47,2024-01-15T01:24:30Z,2990000,False,,,0,,T. Mann personal FOUL (2 PF),"[1629611, 203497]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Right,,,,,,1627524.0,,,,,,,,,,,2.0,0.0,Gobert,203497.0
304,PT09M45.00S,2024-01-15T01:24:53.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,6.521024967148489,58.08823529411765,1610612750,52,47,2024-01-15T01:25:55Z,3010000,False,-40.0,9.0,1,left,MISS J. McDaniels turnaround Shot - blocked,"[1630183, 201935]",1610612750.0,MIN,turnaround,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,4.13,Missed,Harden,201935.0,,,,,,,,,,,,,,,,
305,PT09M45.00S,2024-01-15T01:24:53.9Z,3,REGULAR,block,,[],201935,,,1610612750,52,47,2024-01-15T01:24:55Z,3020000,False,,,0,,J. Harden BLOCK (2 BLK),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
306,PT09M45.00S,2024-01-15T01:24:53.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,52,47,2024-01-15T01:25:01Z,3030000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,304.0,,,,,,,,,,,,,,,
309,PT09M44.00S,2024-01-15T01:25:23.1Z,3,REGULAR,foul,personal,['3freethrow'],202331,,,1610612750,52,47,2024-01-15T01:25:29Z,3060000,False,,,0,,P. George shooting personal FOUL (1 PF) (Edwards 3 FT),"[202331, 1630162]",1610612746.0,LAC,shooting,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,1627524.0,,,,,,,,,,,1.0,0.0,Edwards,1630162.0
311,PT09M44.00S,2024-01-15T01:25:43.2Z,3,REGULAR,freethrow,1 of 3,['2ndchance'],1630162,,,1610612750,53,47,2024-01-15T01:25:43Z,3080000,False,,,0,,A. Edwards Free Throw 1 of 3 (16 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
312,PT09M44.00S,2024-01-15T01:25:57.2Z,3,REGULAR,freethrow,2 of 3,['2ndchance'],1630162,,,1610612750,54,47,2024-01-15T01:25:57Z,3090000,False,,,0,,A. Edwards Free Throw 2 of 3 (17 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
313,PT09M44.00S,2024-01-15T01:26:11.0Z,3,REGULAR,freethrow,3 of 3,['2ndchance'],1630162,,,1610612750,55,47,2024-01-15T01:26:11Z,3100000,False,,,0,,A. Edwards Free Throw 3 of 3 (18 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
314,PT09M30.00S,2024-01-15T01:26:27.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202331,91.5407358738502,59.55882352941176,1610612746,55,47,2024-01-15T01:27:07Z,3110000,False,48.0,27.0,1,right,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,5.49,Missed,,,,,,,,,,,,,,,,,,
315,PT09M27.00S,2024-01-15T01:26:30.7Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,55,47,2024-01-15T01:26:32Z,3120000,False,,,0,,A. Edwards REBOUND (Off:1 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,314.0,,,,,,6.0,5.0,1.0,,,,,,,
316,PT09M25.00S,2024-01-15T01:26:34.2Z,3,REGULAR,foul,personal,[],1628464,,,1610612750,55,47,2024-01-15T01:26:38Z,3130000,False,,,0,,D. Theis personal FOUL (2 PF),"[1628464, 1630162]",1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,,,,,,2534.0,,,,,,,,,,,2.0,0.0,Edwards,1630162.0
318,PT09M24.00S,2024-01-15T01:26:55.9Z,3,REGULAR,foul,personal,[],1628464,,,1610612750,55,47,2024-01-15T01:27:03Z,3150000,False,,,0,,D. Theis personal FOUL (3 PF),"[1628464, 203497]",1610612746.0,LAC,,,,Theis,D. Theis,,,,,Mid-Range,16-24 Right Center,,,,,,2534.0,,,,,,,,,,,3.0,0.0,Gobert,203497.0
320,PT09M20.00S,2024-01-15T01:27:25.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612750,55,47,2024-01-15T01:28:00Z,3170000,False,,,0,,T. Mann personal FOUL (3 PF) (Gobert 2 FT),"[1629611, 203497]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right Center,,,,,,1627524.0,,,,,,,,,,,3.0,0.0,Gobert,203497.0
323,PT09M20.00S,2024-01-15T01:29:47.9Z,3,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,55,47,2024-01-15T01:29:48Z,3200000,False,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
324,PT09M20.00S,2024-01-15T01:29:47.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,55,47,2024-01-15T01:29:48Z,3210000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,323.0,,,,,,,,,,,,,,,
325,PT09M20.00S,2024-01-15T01:29:47.9Z,3,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,55,47,2024-01-15T01:30:14Z,3220000,False,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
326,PT09M17.00S,2024-01-15T01:29:50.9Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,55,47,2024-01-15T01:30:14Z,3230000,False,,,0,,K. Leonard REBOUND (Off:0 Def:3),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,325.0,,,,,,3.0,3.0,0.0,,,,,,,
327,PT08M58.00S,2024-01-15T01:30:32.5Z,3,REGULAR,3pt,Jump Shot,[],201935,77.08607095926413,12.5,1610612746,55,47,2024-01-15T01:30:41Z,3240000,False,-188.0,163.0,1,right,MISS J. Harden 24' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,24.84,Missed,,,,,,,,,,,,,,,,,,
328,PT08M54.00S,2024-01-15T01:30:36.5Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,55,47,2024-01-15T01:30:41Z,3250000,False,,,0,,R. Gobert REBOUND (Off:1 Def:10),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,327.0,,,,,,11.0,10.0,1.0,,,,,,,
329,PT08M50.00S,2024-01-15T01:30:40.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630183,7.178055190538765,49.01960784313725,1610612750,57,47,2024-01-15T01:30:51Z,3260000,False,5.0,15.0,1,left,J. McDaniels running finger roll Layup (7 PTS) (M. Conley 4 AST),"[1630183, 201144]",1610612750.0,MIN,running finger roll,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,7.0,M. Conley,201144.0,4.0,,,,,,,,,,
331,PT08M37.00S,2024-01-15T01:30:52.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,88.51839684625493,56.127450980392155,1610612746,57,49,2024-01-15T01:31:41Z,3280000,False,31.0,55.0,1,right,K. Leonard 6' driving floating Jump Shot (16 PTS) (J. Harden 5 AST),"[202695, 201935]",1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,6.33,Made,,,,,16.0,J. Harden,201935.0,5.0,,,,,,,,,,
332,PT08M17.00S,2024-01-15T01:31:13.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,6.652431011826544,65.19607843137256,1610612750,59,49,2024-01-15T01:32:05Z,3290000,False,-76.0,10.0,1,left,K. Towns 7' driving floating Jump Shot (10 PTS) (A. Edwards 4 AST),"[1626157, 1630162]",1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,7.67,Made,,,,,10.0,A. Edwards,1630162.0,4.0,,,,,,,,,,
334,PT08M04.00S,2024-01-15T01:31:25.2Z,3,REGULAR,3pt,Jump Shot,[],201935,69.33311432325887,68.87254901960785,1610612746,59,52,2024-01-15T01:31:29Z,3310000,False,94.0,236.0,1,right,J. Harden 25' 3PT  (7 PTS) (K. Leonard 2 AST),"[201935, 202695]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.4,Made,,,,,7.0,K. Leonard,202695.0,2.0,,,,,,,,,,
336,PT07M43.00S,2024-01-15T01:31:46.6Z,3,REGULAR,3pt,Jump Shot,[],201144,4.944152431011826,97.54901960784314,1610612750,59,52,2024-01-15T01:31:51Z,3330000,False,-238.0,-6.0,1,left,MISS M. Conley 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,23.78,Missed,,,,,,,,,,,,,,,,,,
337,PT07M42.00S,2024-01-15T01:31:47.6Z,3,REGULAR,rebound,offensive,[],203497,,,1610612750,59,52,2024-01-15T01:31:51Z,3340000,False,,,0,,R. Gobert REBOUND (Off:2 Def:10),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Left Corner 3,24+ Left,,,,,336.0,,,,,,12.0,10.0,2.0,,,,,,,
338,PT07M40.00S,2024-01-15T01:31:50.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,5.863994743758213,53.92156862745098,1610612750,61,52,2024-01-15T01:31:59Z,3350000,False,-20.0,3.0,1,left,R. Gobert putback Layup (5 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,5.0,,,,,,,,,,,,,
341,PT07M23.00S,2024-01-15T01:32:07.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,87.46714848883047,44.36274509803921,1610612746,61,54,2024-01-15T01:32:13Z,3380000,False,-28.0,65.0,1,right,J. Harden 7' driving floating Jump Shot (9 PTS),[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,7.11,Made,,,,,9.0,,,,,,,,,,,,,
343,PT07M06.00S,2024-01-15T01:32:23.6Z,3,REGULAR,turnover,lost ball,[],1630183,,,1610612750,61,54,2024-01-15T01:32:29Z,3390000,False,,,0,,J. McDaniels lost ball TURNOVER (2 TO),"[1630183, 202695]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2.0,Leonard,202695.0,,,,
344,PT07M06.00S,2024-01-15T01:32:23.6Z,3,REGULAR,steal,,[],202695,,,1610612746,61,54,2024-01-15T01:32:25Z,3400000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
345,PT07M03.00S,2024-01-15T01:32:26.7Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202695,93.51182654402102,52.450980392156865,1610612746,61,56,2024-01-15T01:33:40Z,3410000,False,12.0,8.0,1,right,K. Leonard running DUNK (18 PTS),[202695],1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,18.0,,,,,,,,,,,,,
346,PT06M50.00S,2024-01-15T01:32:39.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,5.206964520367937,47.05882352941176,1610612750,63,56,2024-01-15T01:32:43Z,3420000,False,15.0,-4.0,1,left,J. McDaniels driving Layup (9 PTS),[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.51,Made,,,,,9.0,,,,,,,,,,,,,
347,PT06M36.00S,2024-01-15T01:32:53.4Z,3,REGULAR,3pt,Jump Shot,[],201935,72.22404730617609,78.67647058823529,1610612746,63,56,2024-01-15T01:33:01Z,3430000,False,143.0,209.0,1,right,MISS J. Harden 25' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
348,PT06M36.00S,2024-01-15T01:32:53.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,63,56,2024-01-15T01:33:01Z,3440000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,347.0,,,,,,,,,,,,,,,
349,PT06M36.00S,2024-01-15T01:32:58.0Z,3,REGULAR,foul,personal,[],1630183,,,1610612746,63,56,2024-01-15T01:33:07Z,3450000,False,,,0,,J. McDaniels loose ball personal FOUL (2 PF),"[1630183, 1629611]",1610612750.0,MIN,loose ball,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,2534.0,,,,,,,,,,,2.0,0.0,Mann,1629611.0
351,PT06M36.00S,2024-01-15T01:33:06.7Z,3,REGULAR,substitution,out,[],201144,,,1610612746,63,56,2024-01-15T01:33:17Z,3470000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT06M36.00S,2024-01-15T01:33:06.7Z,3,REGULAR,substitution,out,[],1629611,,,1610612746,63,56,2024-01-15T01:33:17Z,3480000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT06M36.00S,2024-01-15T01:33:06.7Z,3,REGULAR,substitution,in,[],1629638,,,1610612746,63,56,2024-01-15T01:33:17Z,3490000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT06M36.00S,2024-01-15T01:33:06.7Z,3,REGULAR,substitution,in,[],201566,,,1610612746,63,56,2024-01-15T01:33:17Z,3500000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
