actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
605,PT04M05.00S,2025-02-05T02:45:50.6Z,4,REGULAR,substitution,in,[],1630567,,,1610612761,107,112,2025-02-05T02:47:05Z,6000000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,
606,PT03M51.00S,2025-02-05T02:47:25.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,11.383048620236531,51.470588235294116,1610612761,109,112,2025-02-05T02:47:30Z,6010000,False,-7.0,55.0,1,left,S. Barnes turnaround Hook (21 PTS),[1630567],1610612761.0,TOR,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,,Barnes,S. Barnes,5.5,Made,21.0,,,,,,,,,,,,,,,,
607,PT03M29.00S,2025-02-05T02:47:47.9Z,4,REGULAR,2pt,Jump Shot,[],1628973,89.56964520367937,21.323529411764707,1610612752,109,112,2025-02-05T02:48:19Z,6020000,False,-143.0,46.0,1,right,MISS J. Brunson 15' step back Shot,[1628973],1610612752.0,NYK,step back,,,,,,Mid-Range,8-16 Left,,,Brunson,J. Brunson,15.04,Missed,,,,,,,,,,,,,,,,,
608,PT03M26.00S,2025-02-05T02:47:50.9Z,4,REGULAR,rebound,defensive,[],1642266,,,1610612761,109,112,2025-02-05T02:47:52Z,6030000,False,,,0,,J. Walter REBOUND (Off:0 Def:1),[1642266],1610612761.0,TOR,,,,,,,Mid-Range,8-16 Left,,,Walter,J. Walter,,,,,,,607.0,1.0,1.0,0.0,,,,,,,,,
609,PT03M17.00S,2025-02-05T02:47:59.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,4.681340341655716,49.26470588235294,1610612761,111,112,2025-02-05T02:48:04Z,6040000,False,4.0,-8.0,1,left,J. Shead driving Layup (16 PTS),[1642347],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,Shead,J. Shead,0.93,Made,16.0,,,,,,,,,,,,,,,,
610,PT02M51.00S,2025-02-05T02:48:25.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628404,89.04402102496715,57.35294117647059,1610612752,111,112,2025-02-05T02:48:32Z,6050000,False,37.0,50.0,1,right,MISS J. Hart 6' turnaround bank Hook,[1628404],1610612752.0,NYK,turnaround bank,,,,,,In The Paint (Non-RA),0-8 Center,,,Hart,J. Hart,6.25,Missed,,,,,,,,,,,,,,,,,
611,PT02M49.00S,2025-02-05T02:48:27.3Z,4,REGULAR,rebound,offensive,[],1630173,,,1610612752,111,112,2025-02-05T02:48:27Z,6060000,False,,,0,,P. Achiuwa REBOUND (Off:6 Def:2),[1630173],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,Achiuwa,P. Achiuwa,,,,,,,610.0,8.0,2.0,6.0,,,,,,,,,
634,PT02M49.00S,2025-02-05T02:48:39.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612752,111,112,2025-02-05T02:52:41Z,6070000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Left,201638.0,,,,,,,,,,,,,,,,,,,,,,
613,PT02M22.00S,2025-02-05T02:48:54.1Z,4,REGULAR,turnover,lost ball,[],1630567,,,1610612761,111,112,2025-02-05T02:48:59Z,6080000,False,,,0,,S. Barnes lost ball TURNOVER (3 TO),"[1630567, 1628973]",1610612761.0,TOR,,,,,,,Mid-Range,16-24 Right,,3.0,Barnes,S. Barnes,,,,,,,,,,,Brunson,1628973.0,,,,,,,
614,PT02M22.00S,2025-02-05T02:48:54.1Z,4,REGULAR,steal,,[],1628973,,,1610612752,111,112,2025-02-05T02:48:56Z,6090000,False,,,0,,J. Brunson STEAL (2 STL),[1628973],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Right,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,
615,PT02M19.00S,2025-02-05T02:48:59.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628404,87.33574244415243,47.794117647058826,1610612752,111,112,2025-02-05T02:50:30Z,6100000,False,-11.0,67.0,1,right,MISS J. Hart 6' running Layup - blocked,"[1628404, 1641711]",1610612752.0,NYK,running,,,,,,In The Paint (Non-RA),0-8 Center,,,Hart,J. Hart,6.74,Missed,,,,,,,,,,,,,,,Dick,1641711.0,
616,PT02M19.00S,2025-02-05T02:48:59.0Z,4,REGULAR,block,,[],1641711,,,1610612752,111,112,2025-02-05T02:49:03Z,6110000,False,,,0,,G. Dick BLOCK (1 BLK),[1641711],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,
621,PT02M19.00S,2025-02-05T02:48:59.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,111,112,2025-02-05T02:56:52Z,6115000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,615.0,,,,,,,,,,,,
618,PT02M19.00S,2025-02-05T02:50:17.6Z,4,REGULAR,jumpball,recovered,[],1628973,,,1610612752,111,112,2025-02-05T02:50:50Z,6130000,False,,,0,,Jump Ball J. Hart vs. G. Dick: Tip to J. Brunson,"[1628973, 1628404, 1641711]",1610612752.0,NYK,heldball,J. Brunson,Hart,1628404.0,Dick,1641711.0,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,1628973.0
622,PT02M06.00S,2025-02-05T02:50:27.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628404,94.1688567674113,50.73529411764706,1610612752,111,112,2025-02-05T02:50:32Z,6160000,False,4.0,2.0,1,right,MISS J. Hart Layup,[1628404],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Hart,J. Hart,0.44,Missed,,,,,,,,,,,,,,,,,
623,PT02M04.00S,2025-02-05T02:50:29.5Z,4,REGULAR,rebound,offensive,[],1628404,,,1610612752,111,112,2025-02-05T02:50:29Z,6170000,False,,,0,,J. Hart REBOUND (Off:1 Def:6),[1628404],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Hart,J. Hart,,,,,,,622.0,7.0,6.0,1.0,,,,,,,,,
624,PT02M01.00S,2025-02-05T02:50:32.0Z,4,REGULAR,2pt,Hook,"['fromturnover', '2ndchance']",1628404,93.11760840998686,26.225490196078432,1610612752,111,114,2025-02-05T02:53:29Z,6180000,False,-119.0,12.0,1,right,J. Hart 11' turnaround Hook (13 PTS),[1628404],1610612752.0,NYK,turnaround,,,,,,Mid-Range,8-16 Left,,,Hart,J. Hart,11.95,Made,13.0,,,,,,,,,,,,,,,,
625,PT01M37.00S,2025-02-05T02:50:59.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,8.492115637319317,58.333333333333336,1610612761,111,114,2025-02-05T02:51:07Z,6190000,False,-42.0,27.0,1,left,MISS S. Barnes driving floating bank Shot,[1630567],1610612761.0,TOR,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,,Barnes,S. Barnes,4.98,Missed,,,,,,,,,,,,,,,,,
626,PT01M34.00S,2025-02-05T02:51:01.6Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612752,111,114,2025-02-05T02:51:01Z,6200000,False,,,0,,K. Towns REBOUND (Off:9 Def:11),[1626157],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,Towns,K. Towns,,,,,,,625.0,20.0,11.0,9.0,,,,,,,,,
627,PT01M31.00S,2025-02-05T02:51:05.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,94.43166885676742,49.754901960784316,1610612752,111,116,2025-02-05T02:54:27Z,6210000,False,-1.0,0.0,1,right,J. Hart running finger roll Layup (15 PTS) (J. Brunson 5 AST),"[1628404, 1628973]",1610612752.0,NYK,running finger roll,,,,,,Restricted Area,0-8 Center,,,Hart,J. Hart,0.12,Made,15.0,J. Brunson,1628973.0,5.0,,,,,,,,,,,,,
629,PT01M23.00S,2025-02-05T02:51:17.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642367,5.338370565045992,51.71568627450981,1610612761,113,116,2025-02-05T02:51:21Z,6230000,False,-9.0,-2.0,1,left,J. Mogbo alley-oop DUNK (4 PTS) (J. Shead 9 AST),"[1642367, 1642347]",1610612761.0,TOR,alley-oop,,,,,,Restricted Area,0-8 Center,,,Mogbo,J. Mogbo,0.89,Made,4.0,J. Shead,1642347.0,9.0,,,,,,,,,,,,,
631,PT01M04.00S,2025-02-05T02:51:42.9Z,4,REGULAR,foul,personal,[],1642367,,,1610612752,113,116,2025-02-05T02:51:49Z,6250000,False,,,0,,J. Mogbo loose ball personal FOUL (2 PF),"[1642367, 1628973]",1610612761.0,TOR,loose ball,,,,,,Mid-Range,16-24 Right Center,1627534.0,,Mogbo,J. Mogbo,,,,,,,,,,,,,2.0,0.0,Brunson,1628973.0,,,
633,PT01M04.00S,2025-02-05T02:52:14.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,113,116,2025-02-05T02:52:14Z,6270000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M52.30S,2025-02-05T02:54:09.8Z,4,REGULAR,2pt,Jump Shot,[],1628973,75.50919842312747,28.921568627450984,1610612752,113,118,2025-02-05T02:56:48Z,6280000,False,-105.0,178.0,1,right,J. Brunson 20' step back Jump Shot (25 PTS),[1628973],1610612752.0,NYK,step back,,,,,,Mid-Range,16-24 Left Center,,,Brunson,J. Brunson,20.66,Made,25.0,,,,,,,,,,,,,,,,
636,PT00M45.20S,2025-02-05T02:54:23.1Z,4,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612761,113,118,2025-02-05T02:54:30Z,6290000,False,,,0,,P. Achiuwa shooting personal FOUL (6 PF) (Barnes 2 FT),"[1630173, 1630567]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,1628481.0,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,6.0,0.0,Barnes,1630567.0,,,
638,PT00M45.20S,2025-02-05T02:54:37.6Z,4,REGULAR,substitution,out,[],1630173,,,1610612761,113,118,2025-02-05T02:54:44Z,6310000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
639,PT00M45.20S,2025-02-05T02:54:37.6Z,4,REGULAR,substitution,in,[],1630540,,,1610612761,113,118,2025-02-05T02:54:44Z,6320000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,
640,PT00M45.20S,2025-02-05T02:55:08.7Z,4,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,114,118,2025-02-05T02:55:08Z,6330000,False,,,0,,S. Barnes Free Throw 1 of 2 (22 PTS),[1630567],1610612761.0,TOR,,,,,,,,,,,Barnes,S. Barnes,,Made,22.0,,,,,,,,,,,,,,,,
641,PT00M45.20S,2025-02-05T02:55:23.6Z,4,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,115,118,2025-02-05T02:55:23Z,6340000,False,,,0,,S. Barnes Free Throw 2 of 2 (23 PTS),[1630567],1610612761.0,TOR,,,,,,,,,,,Barnes,S. Barnes,,Made,23.0,,,,,,,,,,,,,,,,
642,PT00M26.30S,2025-02-05T02:55:44.4Z,4,REGULAR,3pt,Jump Shot,[],1628973,67.23061760840999,70.09803921568627,1610612752,115,121,2025-02-05T02:55:49Z,6350000,False,100.0,256.0,1,right,J. Brunson 27' 3PT pullup (28 PTS),[1628973],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Right Center,,,Brunson,J. Brunson,27.46,Made,28.0,,,,,,,,,,,,,,,,
643,PT00M25.80S,2025-02-05T02:55:49.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,115,121,2025-02-05T02:55:49Z,6360000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M25.80S,2025-02-05T02:56:27.8Z,4,REGULAR,substitution,out,[],1642347,,,1610612761,115,121,2025-02-05T02:57:13Z,6370000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,
645,PT00M25.80S,2025-02-05T02:56:27.8Z,4,REGULAR,substitution,out,[],1626157,,,1610612761,115,121,2025-02-05T02:57:13Z,6380000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,
646,PT00M25.80S,2025-02-05T02:56:27.8Z,4,REGULAR,substitution,in,[],203482,,,1610612761,115,121,2025-02-05T02:57:13Z,6390000,False,,,0,,SUB in: K. Olynyk,[203482],1610612761.0,TOR,,,,,,,,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,
647,PT00M25.80S,2025-02-05T02:56:27.8Z,4,REGULAR,substitution,in,[],1630574,,,1610612761,115,121,2025-02-05T02:57:13Z,6400000,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,,,,,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,
648,PT00M24.00S,2025-02-05T02:57:33.4Z,4,REGULAR,3pt,Jump Shot,[],1630567,30.17411300919842,69.11764705882352,1610612761,115,121,2025-02-05T02:57:37Z,6410000,False,-96.0,231.0,1,left,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Barnes,S. Barnes,25.01,Missed,,,,,,,,,,,,,,,,,
649,PT00M21.30S,2025-02-05T02:57:36.1Z,4,REGULAR,rebound,offensive,[],203482,,,1610612761,115,121,2025-02-05T02:57:36Z,6420000,False,,,0,,K. Olynyk REBOUND (Off:2 Def:6),[203482],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Olynyk,K. Olynyk,,,,,,,648.0,8.0,6.0,2.0,,,,,,,,,
650,PT00M16.80S,2025-02-05T02:57:40.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,27.414586070959263,22.794117647058822,1610612761,115,121,2025-02-05T02:57:45Z,6430000,False,136.0,205.0,1,left,MISS S. Barnes 24' step back 3PT,[1630567],1610612761.0,TOR,step back,,,,,,Above the Break 3,24+ Right Center,,,Barnes,S. Barnes,24.62,Missed,,,,,,,,,,,,,,,,,
651,PT00M13.80S,2025-02-05T02:57:43.6Z,4,REGULAR,rebound,offensive,[],203482,,,1610612761,115,121,2025-02-05T02:57:45Z,6440000,False,,,0,,K. Olynyk REBOUND (Off:3 Def:6),[203482],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,Olynyk,K. Olynyk,,,,,,,650.0,9.0,6.0,3.0,,,,,,,,,
652,PT00M08.30S,2025-02-05T02:57:49.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641711,32.802233902759525,69.6078431372549,1610612761,115,121,2025-02-05T02:57:54Z,6450000,False,-98.0,256.0,1,left,MISS G. Dick 27' step back 3PT,[1641711],1610612761.0,TOR,step back,,,,,,Above the Break 3,24+ Left Center,,,Dick,G. Dick,27.39,Missed,,,,,,,,,,,,,,,,,
653,PT00M05.20S,2025-02-05T02:57:52.2Z,4,REGULAR,rebound,offensive,[],1642367,,,1610612761,115,121,2025-02-05T02:57:52Z,6460000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:2),[1642367],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Mogbo,J. Mogbo,,,,,,,652.0,3.0,2.0,1.0,,,,,,,,,
654,PT00M03.30S,2025-02-05T02:57:54.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642266,6.258212877792378,2.450980392156863,1610612761,115,121,2025-02-05T02:57:59Z,6470000,False,238.0,6.0,1,left,MISS J. Walter 3PT,[1642266],1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,,,Walter,J. Walter,23.78,Missed,,,,,,,,,,,,,,,,,
655,PT00M00.40S,2025-02-05T02:57:57.0Z,4,REGULAR,rebound,defensive,[],1630574,,,1610612752,115,121,2025-02-05T02:57:59Z,6480000,False,,,0,,A. Hukporti REBOUND (Off:1 Def:4),[1630574],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,Hukporti,A. Hukporti,,,,,,,654.0,5.0,4.0,1.0,,,,,,,,,
656,PT00M00.00S,2025-02-05T02:58:01.6Z,4,REGULAR,period,end,[],0,,,1610612752,115,121,2025-02-05T02:58:01Z,6490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M00.00S,2025-02-05T02:59:24.0Z,4,REGULAR,game,end,[],0,,,0,115,121,2025-02-05T02:59:24Z,6500000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
