actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
261,PT04M48.00S,2025-01-16T01:30:02.5Z,2,REGULAR,3pt,Jump Shot,[],1641711,70.25295663600527,19.11764705882353,1610612761,43,44,2025-01-16T01:31:41Z,2600000,False,-154.0,227.0,1,right,MISS G. Dick 27' pullup 3PT,[1641711],1610612761.0,TOR,pullup,,,,,,Above the Break 3,24+ Left Center,,,,Dick,G. Dick,,,27.46,Missed,,,,,,,,,,,,,,
262,PT04M48.00S,2025-01-16T01:30:02.5Z,2,REGULAR,rebound,offensive,[],1629628,,,1610612761,43,44,2025-01-16T01:30:21Z,2610000,False,,,0,,R. Barrett REBOUND (Off:2 Def:1),[1629628],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,,Barrett,R. Barrett,,,,,261.0,3.0,1.0,2.0,,,,,,,,,,
263,PT04M41.00S,2025-01-16T01:30:09.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,64.07687253613666,50.98039215686274,1610612761,43,44,2025-01-16T01:30:23Z,2620000,False,5.0,285.0,1,right,MISS S. Barnes 28' 3PT,[1630567],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,,Barnes,S. Barnes,,,28.52,Missed,,,,,,,,,,,,,,
264,PT04M39.00S,2025-01-16T01:30:11.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,43,44,2025-01-16T01:30:23Z,2630000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Brown,J. Brown,,,,,263.0,3.0,3.0,0.0,,,,,,,,,,
265,PT04M32.00S,2025-01-16T01:30:19.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,4.944152431011826,48.529411764705884,1610612738,43,44,2025-01-16T01:30:27Z,2640000,False,7.0,-6.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1630567]",1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,,,,Brown,J. Brown,,,0.95,Missed,,,,,,,,,,,,Barnes,1630567.0,
266,PT04M32.00S,2025-01-16T01:30:19.6Z,2,REGULAR,block,,[],1630567,,,1610612738,43,44,2025-01-16T01:30:22Z,2650000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,
267,PT04M28.00S,2025-01-16T01:30:23.6Z,2,REGULAR,rebound,offensive,[],201950,,,1610612738,43,44,2025-01-16T01:30:27Z,2660000,False,,,0,,J. Holiday REBOUND (Off:2 Def:1),[201950],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,,Holiday,J. Holiday,,,,,265.0,3.0,1.0,2.0,,,,,,,,,,
268,PT04M26.00S,2025-01-16T01:30:24.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201143,6.521024967148489,3.431372549019608,1610612738,43,44,2025-01-16T01:30:31Z,2670000,False,233.0,9.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,,,,Horford,A. Horford,,,23.3,Missed,,,,,,,,,,,,,,
269,PT04M26.00S,2025-01-16T01:30:24.8Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,43,44,2025-01-16T01:30:31Z,2680000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,,,,Brown,J. Brown,,,,,268.0,4.0,3.0,1.0,,,,,,,,,,
270,PT04M22.00S,2025-01-16T01:30:28.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,5.590000152587891,50.0,1610612738,43,44,2025-01-16T01:30:28Z,2690000,False,0.0,0.0,1,left,MISS J. Brown putback Layup,[1627759],1610612738.0,BOS,putback,,,,,,Mid-Range,8-16 Left,,,,Brown,J. Brown,,,0.0,Missed,,,,,,,,,,,,,,
271,PT04M20.00S,2025-01-16T01:30:29.7Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,43,44,2025-01-16T01:30:29Z,2700000,False,,,0,,R. Barrett REBOUND (Off:2 Def:2),[1629628],1610612761.0,TOR,,,,,,,Mid-Range,8-16 Left,,,,Barrett,R. Barrett,,,,,270.0,4.0,2.0,2.0,,,,,,,,,,
272,PT04M17.00S,2025-01-16T01:30:33.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,92.9862023653088,45.588235294117645,1610612761,43,44,2025-01-16T01:33:47Z,2710000,False,-22.0,13.0,1,right,MISS R. Barrett running reverse Layup,[1629628],1610612761.0,TOR,running reverse,,,,,,Restricted Area,0-8 Center,,,,Barrett,R. Barrett,,,2.58,Missed,,,,,,,,,,,,,,
273,PT04M15.00S,2025-01-16T01:30:35.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,43,44,2025-01-16T01:30:39Z,2720000,False,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,,Tatum,J. Tatum,,,,,272.0,7.0,6.0,1.0,,,,,,,,,,
274,PT04M14.00S,2025-01-16T01:30:38.5Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,43,44,2025-01-16T01:30:44Z,2730000,False,,,0,,J. Brown lost ball out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,lost ball,,,,,,Mid-Range,8-16 Left,202026.0,,,Brown,J. Brown,,,,,,,,,,,,,2.0,,,,,
275,PT04M14.00S,2025-01-16T01:30:42.0Z,2,REGULAR,substitution,out,[],1641711,,,1610612761,43,44,2025-01-16T01:30:49Z,2740000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,
276,PT04M14.00S,2025-01-16T01:30:42.0Z,2,REGULAR,substitution,in,[],1630534,,,1610612761,43,44,2025-01-16T01:30:49Z,2750000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
277,PT03M58.00S,2025-01-16T01:31:10.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630534,95.22010512483574,3.9215686274509802,1610612761,46,44,2025-01-16T01:31:16Z,2760000,False,-230.0,-8.0,1,right,O. Agbaji 3PT  (5 PTS) (R. Barrett 4 AST),"[1630534, 1629628]",1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,,Agbaji,O. Agbaji,,,23.05,Made,,,,,5.0,R. Barrett,1629628.0,4.0,,,,,,
280,PT03M46.00S,2025-01-16T01:31:23.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.623521681997373,41.66666666666667,1610612738,46,44,2025-01-16T01:31:29Z,2780000,False,42.0,29.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 1627751]",1610612738.0,BOS,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Tatum,J. Tatum,,,5.06,Missed,,,,,,,,,,,,Poeltl,1627751.0,
281,PT03M46.00S,2025-01-16T01:31:23.5Z,2,REGULAR,block,,[],1627751,,,1610612738,46,44,2025-01-16T01:31:26Z,2790000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,
282,PT03M43.00S,2025-01-16T01:31:26.5Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,46,44,2025-01-16T01:31:29Z,2800000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:5),[1627751],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Poeltl,J. Poeltl,,,,,280.0,5.0,5.0,0.0,,,,,,,,,,
283,PT03M41.00S,2025-01-16T01:31:28.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,94.30026281208936,96.81372549019608,1610612761,46,44,2025-01-16T01:31:46Z,2810000,False,234.0,1.0,1,right,MISS R. Barrett running 3PT - blocked,"[1629628, 201143]",1610612761.0,TOR,running,,,,,,Right Corner 3,24+ Right,,,,Barrett,R. Barrett,,,23.41,Missed,,,,,,,,,,,,Horford,201143.0,
284,PT03M41.00S,2025-01-16T01:31:28.9Z,2,REGULAR,block,,[],201143,,,1610612761,46,44,2025-01-16T01:31:32Z,2820000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
285,PT03M39.00S,2025-01-16T01:31:30.9Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,46,44,2025-01-16T01:31:46Z,2830000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:4),[204001],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,,,,Porziņģis,K. Porziņģis,,,,,283.0,4.0,4.0,0.0,,,,,,,,,,
286,PT03M26.00S,2025-01-16T01:31:42.8Z,2,REGULAR,3pt,Jump Shot,[],201143,6.258212877792378,4.901960784313726,1610612738,46,44,2025-01-16T01:31:48Z,2840000,False,225.0,6.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,,,,Horford,A. Horford,,,22.56,Missed,,,,,,,,,,,,,,
287,PT03M23.00S,2025-01-16T01:31:45.8Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,46,44,2025-01-16T01:31:48Z,2850000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:6),[1627751],1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,,,,Poeltl,J. Poeltl,,,,,286.0,6.0,6.0,0.0,,,,,,,,,,
288,PT03M18.00S,2025-01-16T01:31:51.1Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630567,87.72996057818659,44.85294117647059,1610612761,46,44,2025-01-16T01:37:15Z,2860000,False,-26.0,63.0,1,right,MISS S. Barnes 6' driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Barnes,S. Barnes,,,6.79,Missed,,,,,,,,,,,,,,
289,PT03M15.00S,2025-01-16T01:31:54.1Z,2,REGULAR,rebound,defensive,[],201950,,,1610612738,46,44,2025-01-16T01:31:56Z,2870000,False,,,0,,J. Holiday REBOUND (Off:2 Def:2),[201950],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Holiday,J. Holiday,,,,,288.0,4.0,2.0,2.0,,,,,,,,,,
290,PT03M07.00S,2025-01-16T01:32:01.3Z,2,REGULAR,2pt,Jump Shot,[],1627759,11.12023653088042,66.66666666666666,1610612738,46,44,2025-01-16T01:32:06Z,2880000,False,-83.0,52.0,1,left,MISS J. Brown 9' turnaround Shot - blocked,"[1627759, 1629628]",1610612738.0,BOS,turnaround,,,,,,Mid-Range,8-16 Left,,,,Brown,J. Brown,,,9.82,Missed,,,,,,,,,,,,Barrett,1629628.0,
291,PT03M07.00S,2025-01-16T01:32:01.3Z,2,REGULAR,block,,[],1629628,,,1610612738,46,44,2025-01-16T01:32:04Z,2890000,False,,,0,,R. Barrett BLOCK (1 BLK),[1629628],1610612761.0,TOR,,,,,,,Mid-Range,8-16 Left,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
292,PT03M05.00S,2025-01-16T01:32:03.3Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612761,46,44,2025-01-16T01:40:32Z,2900000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612761.0,TOR,,,,,,,Mid-Range,8-16 Left,,,,Mitchell,D. Mitchell,,,,,290.0,2.0,2.0,0.0,,,,,,,,,,
293,PT03M02.00S,2025-01-16T01:32:06.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630558,94.43166885676742,51.225490196078425,1610612761,48,44,2025-01-16T01:32:12Z,2910000,False,6.0,0.0,1,right,D. Mitchell running finger roll Layup (5 PTS),[1630558],1610612761.0,TOR,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Mitchell,D. Mitchell,,,0.61,Made,,,,,5.0,,,,,,,,,
294,PT02M47.00S,2025-01-16T01:32:23.5Z,2,REGULAR,turnover,out-of-bounds,[],201950,,,1610612738,48,44,2025-01-16T01:32:34Z,2920000,False,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (1 TO),[201950],1610612738.0,BOS,bad pass,,,,,,Above the Break 3,24+ Right Center,1830.0,,,Holiday,J. Holiday,,,,,,,,,,,,,1.0,,,,,
295,PT02M47.00S,2025-01-16T01:32:28.0Z,2,REGULAR,substitution,out,[],1627759,,,1610612761,48,44,2025-01-16T01:32:43Z,2930000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
296,PT02M47.00S,2025-01-16T01:32:28.0Z,2,REGULAR,substitution,in,[],1630202,,,1610612761,48,44,2025-01-16T01:32:43Z,2940000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
297,PT02M37.00S,2025-01-16T01:32:54.4Z,2,REGULAR,turnover,bad pass,[],1629628,,,1610612761,48,44,2025-01-16T01:33:01Z,2950000,False,,,0,,R. Barrett bad pass TURNOVER (2 TO),"[1629628, 201950]",1610612761.0,TOR,,,,,,,Mid-Range,8-16 Left,,,,Barrett,R. Barrett,,,,,,,,,,,,,2.0,Holiday,201950.0,,,
298,PT02M37.00S,2025-01-16T01:32:54.4Z,2,REGULAR,steal,,[],201950,,,1610612738,48,44,2025-01-16T01:32:56Z,2960000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,,,,Mid-Range,8-16 Left,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
299,PT02M16.00S,2025-01-16T01:33:15.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,30.436925098554536,28.186274509803923,1610612738,48,47,2025-01-16T01:33:20Z,2970000,False,109.0,234.0,1,left,P. Pritchard 25' 3PT pullup (10 PTS) (K. Porziņģis 2 AST),"[1630202, 204001]",1610612738.0,BOS,pullup,,,,,,Above the Break 3,24+ Right Center,,,,Pritchard,P. Pritchard,,,25.78,Made,,,,,10.0,K. Porziņģis,204001.0,2.0,,,,,,
301,PT02M06.00S,2025-01-16T01:33:25.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,94.1688567674113,50.98039215686274,1610612761,50,47,2025-01-16T01:33:30Z,2990000,False,5.0,2.0,1,right,R. Barrett cutting finger roll Layup (9 PTS) (S. Barnes 4 AST),"[1629628, 1630567]",1610612761.0,TOR,cutting finger roll,,,,,,Restricted Area,0-8 Center,,,,Barrett,R. Barrett,,,0.54,Made,,,,,9.0,S. Barnes,1630567.0,4.0,,,,,,
303,PT01M51.00S,2025-01-16T01:33:40.1Z,2,REGULAR,3pt,Jump Shot,[],204001,34.247700394218136,58.57843137254902,1610612738,50,47,2025-01-16T01:33:44Z,3010000,False,-43.0,269.0,1,left,MISS K. Porziņģis 27' 3PT,[204001],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Porziņģis,K. Porziņģis,,,27.28,Missed,,,,,,,,,,,,,,
304,PT01M49.00S,2025-01-16T01:33:42.1Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,50,47,2025-01-16T01:33:44Z,3020000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:7),[1627751],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,,Poeltl,J. Poeltl,,,,,303.0,7.0,7.0,0.0,,,,,,,,,,
305,PT01M31.00S,2025-01-16T01:34:01.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.77463863337714,50.73529411764706,1610612761,52,47,2025-01-16T01:34:05Z,3030000,False,4.0,6.0,1,right,R. Barrett Layup (11 PTS) (J. Poeltl 1 AST),"[1629628, 1627751]",1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,Barrett,R. Barrett,,,0.7,Made,,,,,11.0,J. Poeltl,1627751.0,1.0,,,,,,
307,PT01M08.00S,2025-01-16T01:34:23.1Z,2,REGULAR,3pt,Jump Shot,[],1630202,17.427726675427067,5.637254901960785,1610612738,52,47,2025-01-16T01:34:27Z,3050000,False,222.0,111.0,1,left,MISS P. Pritchard 24' step back 3PT,[1630202],1610612738.0,BOS,step back,,,,,,Above the Break 3,24+ Right Center,,,,Pritchard,P. Pritchard,,,24.82,Missed,,,,,,,,,,,,,,
308,PT01M06.00S,2025-01-16T01:34:25.1Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,52,47,2025-01-16T01:34:27Z,3060000,False,,,0,,R. Barrett REBOUND (Off:2 Def:3),[1629628],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,,Barrett,R. Barrett,,,,,307.0,5.0,3.0,2.0,,,,,,,,,,
309,PT01M00.00S,2025-01-16T01:34:30.5Z,2,REGULAR,turnover,bad pass,[],1630567,,,1610612761,52,47,2025-01-16T01:59:59Z,3070000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1630202]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Barnes,S. Barnes,,,,,,,,,,,,,1.0,Pritchard,1630202.0,,,
310,PT01M00.00S,2025-01-16T01:34:30.5Z,2,REGULAR,steal,,[],1630202,,,1610612738,52,47,2025-01-16T01:34:32Z,3080000,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
311,PT00M54.30S,2025-01-16T01:34:38.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201143,31.35676741130092,65.93137254901961,1610612738,52,50,2025-01-16T01:44:40Z,3090000,False,-80.0,242.0,1,left,A. Horford 25' 3PT  (5 PTS) (P. Pritchard 3 AST),"[201143, 1630202]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,,Horford,A. Horford,,,25.51,Made,,,,,5.0,P. Pritchard,1630202.0,3.0,,,,,,
321,PT00M43.40S,2025-01-16T01:35:20.3Z,2,REGULAR,substitution,out,[],201143,,,1610612761,52,50,2025-01-16T01:38:09Z,3115000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
322,PT00M43.40S,2025-01-16T01:35:20.3Z,2,REGULAR,substitution,in,[],1628401,,,1610612761,52,50,2025-01-16T01:38:09Z,3117500,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,
314,PT00M43.40S,2025-01-16T01:35:42.1Z,2,REGULAR,substitution,out,[],1630534,,,1610612761,52,50,2025-01-16T01:36:47Z,3120000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
315,PT00M43.40S,2025-01-16T01:35:42.1Z,2,REGULAR,substitution,in,[],1641711,,,1610612761,52,50,2025-01-16T01:36:47Z,3130000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,
316,PT00M35.50S,2025-01-16T01:37:17.9Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612761,52,50,2025-01-16T01:37:31Z,3140000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Barrett 2 FT),"[1628369, 1629628]",1610612738.0,BOS,shooting,,,,,,In The Paint (Non-RA),8-16 Left,1830.0,1.0,0.0,Tatum,J. Tatum,Barrett,1629628.0,,,,,,,,,,,,,,,,
318,PT00M35.50S,2025-01-16T01:37:46.6Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,53,50,2025-01-16T01:39:40Z,3160000,False,,,0,,R. Barrett Free Throw 1 of 2 (12 PTS),[1629628],1610612761.0,TOR,,,,,,,,,,,,Barrett,R. Barrett,,,,Made,,,,,12.0,,,,,,,,,
319,PT00M35.50S,2025-01-16T01:37:49.0Z,2,REGULAR,substitution,out,[],1641711,,,1610612761,53,50,2025-01-16T01:37:56Z,3170000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,
320,PT00M35.50S,2025-01-16T01:37:49.0Z,2,REGULAR,substitution,in,[],1628971,,,1610612761,53,50,2025-01-16T01:37:56Z,3180000,False,,,0,,SUB in: B. Brown,[1628971],1610612761.0,TOR,,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,
324,PT00M35.50S,2025-01-16T01:37:46.6Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,53,50,2025-01-16T01:39:40Z,3200000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612761.0,TOR,,,,,,,,,,,,Barrett,R. Barrett,,,,Missed,,,,,,,,,,,,,,
325,PT00M33.00S,2025-01-16T01:37:49.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,50,2025-01-16T01:39:40Z,3210000,False,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,,,,,,,,,Tatum,J. Tatum,,,,,324.0,8.0,7.0,1.0,,,,,,,,,,
326,PT00M30.90S,2025-01-16T01:39:41.7Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,53,50,2025-01-16T01:39:45Z,3220000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1630558]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,,Tatum,J. Tatum,,,,,,,,,,,,,1.0,Mitchell,1630558.0,,,
327,PT00M30.90S,2025-01-16T01:39:41.7Z,2,REGULAR,steal,,[],1630558,,,1610612761,53,50,2025-01-16T01:39:43Z,3230000,False,,,0,,D. Mitchell STEAL (2 STL),[1630558],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
328,PT00M10.80S,2025-01-16T01:40:01.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627751,92.59198423127464,73.52941176470588,1610612761,55,50,2025-01-16T01:45:59Z,3240000,False,118.0,17.0,1,right,J. Poeltl 11' floating Jump Shot (4 PTS) (S. Barnes 5 AST),"[1627751, 1630567]",1610612761.0,TOR,floating,,,,,,Mid-Range,8-16 Right,,,,Poeltl,J. Poeltl,,,11.88,Made,,,,,4.0,S. Barnes,1630567.0,5.0,,,,,,
330,PT00M01.20S,2025-01-16T01:40:14.7Z,2,REGULAR,3pt,Jump Shot,[],1630202,5.863994743758213,3.1862745098039214,1610612738,55,53,2025-01-16T01:40:33Z,3260000,False,234.0,3.0,1,left,P. Pritchard 3PT  (13 PTS) (J. Tatum 4 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,,,,Pritchard,P. Pritchard,,,23.41,Made,,,,,13.0,J. Tatum,1628369.0,4.0,,,,,,
332,PT00M01.20S,2025-01-16T01:40:19.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628971,,,1610612738,55,53,2025-01-16T01:40:26Z,3280000,False,,,0,,B. Brown shooting personal FOUL (3 PF) (Pritchard 1 FT),"[1628971, 1630202]",1610612761.0,TOR,shooting,,,,,,Right Corner 3,24+ Right,1628485.0,3.0,0.0,Brown,B. Brown,Pritchard,1630202.0,,,,,,,,,,,,,,,,
334,PT00M01.20S,2025-01-16T01:40:33.9Z,2,REGULAR,substitution,out,[],1628971,,,1610612738,55,53,2025-01-16T01:40:41Z,3300000,False,,,0,,SUB out: B. Brown,[1628971],1610612761.0,TOR,,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,
335,PT00M01.20S,2025-01-16T01:40:33.9Z,2,REGULAR,substitution,out,[],204001,,,1610612738,55,53,2025-01-16T01:40:41Z,3310000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,
336,PT00M01.20S,2025-01-16T01:40:33.9Z,2,REGULAR,substitution,in,[],1641711,,,1610612738,55,53,2025-01-16T01:40:41Z,3320000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,
337,PT00M01.20S,2025-01-16T01:40:33.9Z,2,REGULAR,substitution,in,[],1630531,,,1610612738,55,53,2025-01-16T01:40:41Z,3330000,False,,,0,,SUB in: J. Springer,[1630531],1610612738.0,BOS,,,,,,,,,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,
338,PT00M01.20S,2025-01-16T01:40:56.5Z,2,REGULAR,freethrow,1 of 1,[],1630202,,,1610612738,55,53,2025-01-16T01:40:56Z,3340000,False,,,0,,MISS P. Pritchard Free Throw 1 of 1,[1630202],1610612738.0,BOS,,,,,,,,,,,,Pritchard,P. Pritchard,,,,Missed,,,,,,,,,,,,,,
339,PT00M01.20S,2025-01-16T01:40:56.5Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,55,53,2025-01-16T01:41:00Z,3350000,False,,,0,,R. Barrett REBOUND (Off:2 Def:4),[1629628],1610612761.0,TOR,,,,,,,,,,,,Barrett,R. Barrett,,,,,338.0,6.0,4.0,2.0,,,,,,,,,,
340,PT00M00.00S,2025-01-16T01:40:59.9Z,2,REGULAR,period,end,[],0,,,1610612761,55,53,2025-01-16T01:40:59Z,3360000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2025-01-16T01:56:08.5Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612761,55,53,2025-01-16T01:56:52Z,3370000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2025-01-16T01:56:08.5Z,3,REGULAR,substitution,out,['startperiod'],1630531,,,1610612761,55,53,2025-01-16T01:56:52Z,3380000,False,,,0,,SUB out: J. Springer,[1630531],1610612738.0,BOS,,,,,,,,,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2025-01-16T01:56:08.5Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612761,55,53,2025-01-16T01:56:52Z,3390000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
