actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
266,PT04M14.00S,2021-11-11T01:29:27.7Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,50,37,2021-11-11T01:29:29Z,2660000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,265.0,2.0,2.0,0.0,,,,,,
267,PT04M08.00S,2021-11-11T01:29:32.7Z,2,REGULAR,3pt,Jump Shot,[],1628384,22.28975032851511,90.44117647058823,1610612761,50,37,2021-11-11T01:29:39Z,2670000,-202.0,157.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,25.6,Missed,,,,,,,,,,,,,,
268,PT04M05.00S,2021-11-11T01:29:35.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,50,37,2021-11-11T01:29:39Z,2680000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,267.0,8.0,7.0,1.0,,,,,,
269,PT03M57.00S,2021-11-11T01:29:43.6Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,50,37,2021-11-11T01:29:46Z,2690000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1627783]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1.0,,,Siakam,1627783.0,
270,PT03M57.00S,2021-11-11T01:29:43.6Z,2,REGULAR,steal,,[],1627783,,,1610612761,50,37,2021-11-11T01:29:45Z,2700000,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M53.00S,2021-11-11T01:29:47.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627832,24.26084099868594,87.5,1610612761,50,37,2021-11-11T01:29:53Z,2710000,-188.0,176.0,1,left,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,25.69,Missed,,,,,,,,,,,,,,
272,PT03M50.00S,2021-11-11T01:29:50.6Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,50,37,2021-11-11T01:29:50Z,2720000,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,271.0,3.0,2.0,1.0,,,,,,
273,PT03M48.00S,2021-11-11T01:29:51.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629018,32.53942181340342,46.32352941176471,1610612761,50,40,2021-11-11T01:29:58Z,2730000,18.0,253.0,1,left,G. Trent Jr. 25' 3PT  (5 PTS) (P. Siakam 2 AST),"[1629018, 1627783]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,25.41,Made,5.0,P. Siakam,1627783.0,2.0,,,,,,,,,,
275,PT03M27.00S,2021-11-11T01:30:12.5Z,2,REGULAR,3pt,Jump Shot,[],1629684,90.62089356110381,95.83333333333334,1610612738,50,40,2021-11-11T01:30:17Z,2750000,229.0,36.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,23.2,Missed,,,,,,,,,,,,,,
276,PT03M25.00S,2021-11-11T01:30:14.5Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,50,40,2021-11-11T01:30:17Z,2760000,,,0,,R. Williams III REBOUND (Off:6 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,275.0,8.0,2.0,6.0,,,,,,
277,PT03M21.00S,2021-11-11T01:30:19.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,91.93495400788436,55.14705882352941,1610612738,50,40,2021-11-11T01:30:27Z,2770000,26.0,23.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,3.47,Missed,,,,,,,,,,,,,,
279,PT03M16.00S,2021-11-11T01:30:24.4Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,50,40,2021-11-11T01:30:27Z,2790000,,,0,,R. Williams III REBOUND (Off:7 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,277.0,9.0,2.0,7.0,,,,,,
280,PT03M16.00S,2021-11-11T01:30:24.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,92.85479632063075,47.549019607843135,1610612738,52,40,2021-11-11T01:30:35Z,2800000,-12.0,15.0,1,right,R. Williams III putback Layup (14 PTS),[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,,,,,,1.92,Made,14.0,,,,,,,,,,,,,
281,PT03M10.00S,2021-11-11T01:30:30.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,7.703679369250986,53.67647058823529,1610612761,52,42,2021-11-11T01:30:42Z,2810000,-18.0,20.0,1,left,S. Barnes driving Layup (11 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,,,,,,2.71,Made,11.0,,,,,,,,,,,,,
282,PT02M42.00S,2021-11-11T01:31:02.1Z,2,REGULAR,3pt,Jump Shot,[],1629684,91.93495400788436,95.34313725490196,1610612738,52,42,2021-11-11T01:36:34Z,2820000,227.0,23.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,22.79,Missed,,,,,,,,,,,,,,
283,PT02M39.00S,2021-11-11T01:31:05.1Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,52,42,2021-11-11T01:36:34Z,2830000,,,0,,J. Tatum REBOUND (Off:2 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,282.0,9.0,7.0,2.0,,,,,,
284,PT02M35.00S,2021-11-11T01:31:05.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,92.19776609724047,49.26470588235294,1610612738,54,42,2021-11-11T01:31:11Z,2840000,-4.0,21.0,1,right,J. Tatum driving finger roll Layup (7 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,,,,,2.11,Made,7.0,,,,,,,,,,,,,
285,PT02M26.00S,2021-11-11T01:31:14.1Z,2,REGULAR,3pt,Jump Shot,[],1629018,23.078186596583443,87.5,1610612761,54,42,2021-11-11T01:31:19Z,2850000,-188.0,164.0,1,left,MISS G. Trent Jr. 24' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,24.94,Missed,,,,,,,,,,,,,,
286,PT02M23.00S,2021-11-11T01:31:17.1Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,54,42,2021-11-11T01:31:19Z,2860000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,285.0,1.0,1.0,0.0,,,,,,
287,PT02M19.00S,2021-11-11T01:31:28.3Z,2,REGULAR,violation,kicked ball,[],1627783,,,1610612738,54,42,2021-11-11T01:31:48Z,2870000,,,0,,P. Siakam kicked ball VIOLATION,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,2003.0,,,,,,,,,,,,,,,,,,,,
288,PT02M19.00S,2021-11-11T01:31:32.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,54,42,2021-11-11T01:31:35Z,2880000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M19.00S,2021-11-11T01:31:32.0Z,2,REGULAR,substitution,in,[],203471,,,1610612738,54,42,2021-11-11T01:31:35Z,2890000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M13.00S,2021-11-11T01:31:53.2Z,2,REGULAR,3pt,Jump Shot,[],1626196,87.20433639947439,4.166666666666666,1610612738,57,42,2021-11-11T01:32:00Z,2900000,-229.0,68.0,1,right,J. Richardson 3PT  (7 PTS) (D. Schroder 3 AST),"[1626196, 203471]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,23.9,Made,7.0,D. Schroder,203471.0,3.0,,,,,,,,,,
292,PT02M01.00S,2021-11-11T01:32:05.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,9.149145860709593,48.529411764705884,1610612761,57,42,2021-11-11T02:05:22Z,2920000,7.0,34.0,1,left,MISS F. VanVleet driving Layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,,,,,,3.43,Missed,,,,,,,,,,,,,,
293,PT01M57.00S,2021-11-11T01:32:09.4Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,57,42,2021-11-11T01:32:11Z,2930000,,,0,,S. Barnes REBOUND (Off:1 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,292.0,6.0,5.0,1.0,,,,,,
294,PT01M57.00S,2021-11-11T01:32:09.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,5.590000152587891,50.0,1610612761,57,44,2021-11-11T01:32:09Z,2940000,0.0,0.0,1,left,S. Barnes tip Layup (13 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,,,,,,0.0,Made,13.0,,,,,,,,,,,,,
295,PT01M45.00S,2021-11-11T01:32:23.8Z,2,REGULAR,foul,personal,[],1630567,,,1610612738,57,44,2021-11-11T01:32:37Z,2950000,,,0,,S. Barnes personal FOUL (3 PF),"[1630567, 1628369]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,202056.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
297,PT01M45.00S,2021-11-11T01:32:45.8Z,2,REGULAR,substitution,out,[],1630567,,,1610612738,57,44,2021-11-11T01:32:49Z,2970000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M45.00S,2021-11-11T01:32:45.8Z,2,REGULAR,substitution,in,[],1630173,,,1610612738,57,44,2021-11-11T01:32:49Z,2980000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M35.00S,2021-11-11T01:33:05.9Z,2,REGULAR,2pt,Jump Shot,[],1628369,86.41590013140605,23.284313725490197,1610612738,59,44,2021-11-11T01:33:12Z,2990000,-134.0,75.0,1,right,J. Tatum 15' fadeaway Jump Shot (9 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,15.33,Made,9.0,,,,,,,,,,,,,
300,PT01M22.00S,2021-11-11T01:33:18.2Z,2,REGULAR,3pt,Jump Shot,[],1627832,35.955978975032856,26.96078431372549,1610612761,59,44,2021-11-11T01:33:31Z,3000000,115.0,285.0,1,left,MISS F. VanVleet 30' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,30.79,Missed,,,,,,,,,,,,,,
301,PT01M18.00S,2021-11-11T01:33:22.2Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612738,59,44,2021-11-11T01:33:31Z,3010000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,300.0,1.0,1.0,0.0,,,,,,
302,PT01M16.00S,2021-11-11T01:33:24.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.59198423127464,52.69607843137255,1610612738,61,44,2021-11-11T01:33:42Z,3020000,13.0,17.0,1,right,J. Tatum driving Layup (11 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,2.18,Made,11.0,,,,,,,,,,,,,
303,PT01M05.00S,2021-11-11T01:33:55.1Z,2,REGULAR,2pt,Jump Shot,[],1629018,20.45006570302234,76.7156862745098,1610612761,61,44,2021-11-11T01:34:08Z,3030000,-134.0,140.0,1,left,MISS G. Trent Jr. 19' Jump Shot,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,19.33,Missed,,,,,,,,,,,,,,
304,PT01M05.00S,2021-11-11T01:33:57.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,61,44,2021-11-11T01:33:57Z,3040000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,303.0,,,,,,,,,
305,PT01M05.00S,2021-11-11T01:33:57.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630173,,,1610612738,61,44,2021-11-11T01:34:10Z,3050000,,,0,,P. Achiuwa loose ball personal FOUL (2 PF) (Smart 2 FT),"[1630173, 203935]",1610612761.0,TOR,loose ball,,,Achiuwa,P. Achiuwa,,,,,2003.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
307,PT01M05.00S,2021-11-11T01:34:21.7Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,61,44,2021-11-11T01:34:21Z,3070000,,,0,,MISS M. Smart Free Throw 1 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,Missed,,,,,,,,,,,,,,
308,PT01M05.00S,2021-11-11T01:34:21.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,61,44,2021-11-11T01:34:21Z,3080000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,
309,PT01M05.00S,2021-11-11T01:34:38.2Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,62,44,2021-11-11T01:34:38Z,3090000,,,0,,M. Smart Free Throw 2 of 2 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
310,PT00M52.90S,2021-11-11T01:34:53.5Z,2,REGULAR,3pt,Jump Shot,[],1629018,25.837713534822605,85.04901960784314,1610612761,62,44,2021-11-11T01:35:00Z,3100000,-175.0,190.0,1,left,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,25.87,Missed,,,,,,,,,,,,,,
311,PT00M50.40S,2021-11-11T01:34:56.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,62,44,2021-11-11T01:35:00Z,3110000,,,0,,J. Tatum REBOUND (Off:2 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,310.0,10.0,8.0,2.0,,,,,,
312,PT00M39.70S,2021-11-11T01:35:06.9Z,2,REGULAR,2pt,Jump Shot,[],1626196,75.77201051248358,76.22549019607843,1610612738,62,44,2021-11-11T01:35:13Z,3120000,131.0,175.0,1,right,MISS J. Richardson 21' Jump Shot,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,21.88,Missed,,,,,,,,,,,,,,
313,PT00M36.40S,2021-11-11T01:35:10.2Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,62,44,2021-11-11T01:35:13Z,3130000,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,312.0,2.0,1.0,1.0,,,,,,
314,PT00M29.20S,2021-11-11T01:35:17.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627832,7.30946123521682,47.794117647058826,1610612761,62,46,2021-11-11T01:35:34Z,3140000,11.0,16.0,1,left,F. VanVleet driving finger roll Layup (10 PTS),[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,,,,,,1.96,Made,10.0,,,,,,,,,,,,,
315,PT00M07.00S,2021-11-11T01:35:44.7Z,2,REGULAR,2pt,Jump Shot,[],1628369,77.4802890932983,28.921568627450984,1610612738,62,46,2021-11-11T01:35:51Z,3150000,-105.0,159.0,1,right,MISS J. Tatum 19' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,19.09,Missed,,,,,,,,,,,,,,
316,PT00M03.80S,2021-11-11T01:35:47.9Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,62,46,2021-11-11T01:35:51Z,3160000,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,315.0,4.0,3.0,1.0,,,,,,
317,PT00M00.10S,2021-11-11T01:35:51.6Z,2,REGULAR,3pt,Jump Shot,[],1628384,31.225361366622867,22.54901960784314,1610612761,62,46,2021-11-11T01:35:58Z,3170000,137.0,241.0,1,left,MISS O. Anunoby 27' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,27.74,Missed,,,,,,,,,,,,,,
318,PT00M00.10S,2021-11-11T01:35:51.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,62,46,2021-11-11T01:35:58Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,317.0,,,,,,,,,
319,PT00M00.00S,2021-11-11T01:35:56.2Z,2,REGULAR,period,end,[],0,,,1610612761,62,46,2021-11-11T01:35:56Z,3190000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-11-11T01:50:38.4Z,3,REGULAR,substitution,out,['startperiod'],1626196,,,1610612761,62,46,2021-11-11T01:51:15Z,3200000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-11-11T01:50:38.4Z,3,REGULAR,substitution,out,['startperiod'],1630173,,,1610612761,62,46,2021-11-11T01:51:15Z,3210000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-11-11T01:50:38.4Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612761,62,46,2021-11-11T01:51:15Z,3220000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-11-11T01:50:38.4Z,3,REGULAR,substitution,in,['startperiod'],1630567,,,1610612761,62,46,2021-11-11T01:51:15Z,3230000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-11-11T01:51:15.1Z,3,REGULAR,period,start,[],0,,,1610612761,62,46,2021-11-11T01:51:16Z,3240000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M40.00S,2021-11-11T01:51:33.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,90.48948751642575,53.431372549019606,1610612761,62,46,2021-11-11T01:51:38Z,3250000,17.0,37.0,1,right,MISS O. Anunoby Layup - blocked,"[1628384, 203935]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,4.07,Missed,,,,,,,,,,Smart,203935.0,,,
326,PT11M40.00S,2021-11-11T01:51:33.9Z,3,REGULAR,block,,[],203935,,,1610612761,62,46,2021-11-11T01:56:47Z,3260000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT11M37.00S,2021-11-11T01:51:36.9Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,62,46,2021-11-11T01:51:38Z,3270000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,325.0,2.0,2.0,0.0,,,,,,
328,PT11M32.00S,2021-11-11T01:51:42.2Z,3,REGULAR,turnover,bad pass,[],203471,,,1610612738,62,46,2021-11-11T01:51:46Z,3280000,,,0,,D. Schroder bad pass TURNOVER (4 TO),"[203471, 1628384]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,4.0,,,Anunoby,1628384.0,
329,PT11M32.00S,2021-11-11T01:51:42.2Z,3,REGULAR,steal,,[],1628384,,,1610612761,62,46,2021-11-11T01:51:44Z,3290000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M29.00S,2021-11-11T01:51:45.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,92.85479632063075,49.50980392156863,1610612761,62,48,2021-11-11T01:51:51Z,3300000,-2.0,15.0,1,right,O. Anunoby running DUNK (8 PTS),[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,,,,,,1.49,Made,8.0,,,,,,,,,,,,,
331,PT11M07.00S,2021-11-11T01:52:06.7Z,3,REGULAR,3pt,Jump Shot,[],203471,29.911300919842315,32.59803921568628,1610612738,62,48,2021-11-11T01:52:12Z,3310000,87.0,229.0,1,left,MISS D. Schroder 24' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,24.47,Missed,,,,,,,,,,,,,,
332,PT11M03.00S,2021-11-11T01:52:10.7Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,62,48,2021-11-11T01:52:12Z,3320000,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,331.0,5.0,4.0,1.0,,,,,,
333,PT10M58.00S,2021-11-11T01:52:15.8Z,3,REGULAR,turnover,bad pass,[],1627783,,,1610612761,62,48,2021-11-11T01:52:21Z,3330000,,,0,,P. Siakam bad pass TURNOVER (2 TO),"[1627783, 1629057]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,2.0,,,Williams III,1629057.0,
334,PT10M58.00S,2021-11-11T01:52:15.8Z,3,REGULAR,steal,,[],1629057,,,1610612738,62,48,2021-11-11T01:52:19Z,3340000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT10M53.00S,2021-11-11T01:52:20.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203471,6.783837056504599,47.549019607843135,1610612738,64,48,2021-11-11T01:52:32Z,3350000,12.0,11.0,1,left,D. Schroder running Layup (10 PTS) (M. Smart 4 AST),"[203471, 203935]",1610612738.0,BOS,running,,,Schroder,D. Schroder,,,,,,,,,,1.67,Made,10.0,M. Smart,203935.0,4.0,,,,,,,,,,
337,PT10M39.00S,2021-11-11T01:52:39.3Z,3,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612761,64,48,2021-11-11T01:52:56Z,3370000,,,0,,P. Siakam lost ball out-of-bounds TURNOVER (3 TO),[1627783],1610612761.0,TOR,lost ball,,,Siakam,P. Siakam,,,,,201638.0,,,,,,,,,,,,,,,3.0,,,,,
338,PT10M28.00S,2021-11-11T01:52:54.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,10.988830486202366,39.21568627450981,1610612738,64,48,2021-11-11T01:53:01Z,3380000,54.0,51.0,1,left,MISS M. Smart 7' driving finger roll Layup,[203935],1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,,,,,,7.41,Missed,,,,,,,,,,,,,,
339,PT10M25.00S,2021-11-11T01:52:55.9Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,64,48,2021-11-11T01:52:55Z,3390000,,,0,,R. Williams III REBOUND (Off:8 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,338.0,10.0,2.0,8.0,,,,,,
340,PT10M24.00S,2021-11-11T01:52:59.5Z,3,REGULAR,turnover,out-of-bounds,[],203471,,,1610612738,64,48,2021-11-11T01:53:09Z,3400000,,,0,,D. Schroder bad pass out-of-bounds TURNOVER (5 TO),[203471],1610612738.0,BOS,bad pass,,,Schroder,D. Schroder,,,,,2003.0,,,,,,,,,,,,,,,5.0,,,,,
341,PT10M02.00S,2021-11-11T01:53:26.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,70.38436268068331,21.07843137254902,1610612761,64,51,2021-11-11T01:53:32Z,3410000,-145.0,226.0,1,right,G. Trent Jr. 26' 3PT  (8 PTS) (S. Barnes 3 AST),"[1629018, 1630567]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,26.82,Made,8.0,S. Barnes,1630567.0,3.0,,,,,,,,,,
343,PT09M43.00S,2021-11-11T01:53:45.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,29.122864651773984,26.225490196078432,1610612738,64,51,2021-11-11T01:53:50Z,3430000,119.0,221.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,25.12,Missed,,,,,,,,,,,,,,
344,PT09M39.00S,2021-11-11T01:53:49.3Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,64,51,2021-11-11T01:53:50Z,3440000,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,343.0,3.0,2.0,1.0,,,,,,
345,PT09M36.00S,2021-11-11T01:53:52.8Z,3,REGULAR,turnover,bad pass,[],1630567,,,1610612761,64,51,2021-11-11T01:53:57Z,3450000,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 203935]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,1.0,,,Smart,203935.0,
346,PT09M36.00S,2021-11-11T01:53:52.8Z,3,REGULAR,steal,,[],203935,,,1610612738,64,51,2021-11-11T01:53:54Z,3460000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT09M30.00S,2021-11-11T01:53:58.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629057,8.623521681997373,50.73529411764706,1610612738,64,51,2021-11-11T01:54:08Z,3470000,-4.0,29.0,1,left,MISS R. Williams III running Layup,[1629057],1610612738.0,BOS,running,,,Williams III,R. Williams III,,,,,,,,,,2.88,Missed,,,,,,,,,,,,,,
