actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
269,PT04M40.00S,2022-03-04T01:32:45.8Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,38,34,2022-03-04T01:32:49Z,2640000,,,0,,D. Melton REBOUND (Off:0 Def:3),[1629001],1610612763.0,MEM,,,,,,,,,Melton,D. Melton,268.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
270,PT04M36.00S,2022-03-04T01:32:49.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630533,92.85479632063075,52.69607843137255,1610612763,38,34,2022-03-04T01:32:55Z,2650000,13.0,15.0,1,right,MISS Z. Williams running Layup,[1630533],1610612763.0,MEM,running,,,,,,2.0,Missed,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,
271,PT04M35.00S,2022-03-04T01:32:50.3Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,38,34,2022-03-04T01:32:55Z,2660000,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,,,,,,White,D. White,270.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
272,PT04M28.00S,2022-03-04T01:32:57.7Z,2,REGULAR,3pt,Jump Shot,[],1629684,5.075558475689881,96.56862745098039,1610612738,41,34,2022-03-04T01:33:08Z,2670000,-233.0,-5.0,1,left,G. Williams 3PT  (9 PTS) (M. Smart 5 AST),"[1629684, 203935]",1610612738.0,BOS,,,,,,,23.28,Made,Williams,G. Williams,,,,,9.0,M. Smart,203935.0,5.0,,,,,,,,,,,
274,PT04M02.00S,2022-03-04T01:33:23.9Z,2,REGULAR,2pt,Hook,[],1629630,90.62089356110381,70.09803921568627,1610612763,41,34,2022-03-04T01:33:34Z,2690000,100.0,36.0,1,right,MISS J. Morant 10' driving Hook,[1629630],1610612763.0,MEM,driving,,,,,,10.67,Missed,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
275,PT04M00.00S,2022-03-04T01:33:25.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,41,34,2022-03-04T01:33:34Z,2700000,,,0,,A. Horford REBOUND (Off:3 Def:5),[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,274.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
277,PT03M45.00S,2022-03-04T01:33:40.9Z,2,REGULAR,2pt,Jump Shot,[],201143,10.200394218134035,76.9607843137255,1610612738,43,34,2022-03-04T01:33:46Z,2710000,-135.0,43.0,1,left,A. Horford 14' turnaround fadeaway Jump Shot (8 PTS),[201143],1610612738.0,BOS,turnaround fadeaway,,,,,,14.16,Made,Horford,A. Horford,,,,,8.0,,,,,,,,,,,,,,
278,PT03M44.00S,2022-03-04T01:33:47.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,43,34,2022-03-04T01:33:47Z,2720000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M44.00S,2022-03-04T01:36:46.6Z,2,REGULAR,substitution,out,[],1628401,,,1610612763,43,34,2022-03-04T01:37:10Z,2730000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,,
281,PT03M44.00S,2022-03-04T01:36:46.6Z,2,REGULAR,substitution,out,[],1628464,,,1610612763,43,34,2022-03-04T01:37:10Z,2740000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,
282,PT03M44.00S,2022-03-04T01:36:46.6Z,2,REGULAR,substitution,out,[],203500,,,1610612763,43,34,2022-03-04T01:37:10Z,2750000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,
283,PT03M44.00S,2022-03-04T01:36:46.6Z,2,REGULAR,substitution,out,[],1630533,,,1610612763,43,34,2022-03-04T01:37:10Z,2760000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,
284,PT03M44.00S,2022-03-04T01:36:46.6Z,2,REGULAR,substitution,in,[],1628369,,,1610612763,43,34,2022-03-04T01:37:10Z,2770000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
285,PT03M44.00S,2022-03-04T01:36:46.6Z,2,REGULAR,substitution,in,[],1629057,,,1610612763,43,34,2022-03-04T01:37:10Z,2780000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,
286,PT03M44.00S,2022-03-04T01:36:46.6Z,2,REGULAR,substitution,in,[],203937,,,1610612763,43,34,2022-03-04T01:37:10Z,2790000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
287,PT03M44.00S,2022-03-04T01:36:46.6Z,2,REGULAR,substitution,in,[],1629634,,,1610612763,43,34,2022-03-04T01:37:10Z,2800000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
288,PT03M34.00S,2022-03-04T01:37:34.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,86.5473061760841,35.049019607843135,1610612763,43,34,2022-03-04T01:37:44Z,2810000,-75.0,74.0,1,right,MISS J. Morant 10' turnaround fadeaway Shot,[1629630],1610612763.0,MEM,turnaround fadeaway,,,,,,10.52,Missed,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
289,PT03M33.00S,2022-03-04T01:37:35.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,43,34,2022-03-04T01:37:44Z,2820000,,,0,,R. Williams III REBOUND (Off:1 Def:7),[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,288.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
290,PT03M28.00S,2022-03-04T01:37:43.2Z,2,REGULAR,foul,personal,[],203937,,,1610612738,43,34,2022-03-04T01:37:58Z,2830000,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 203935]",1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,,,,,,,,,2003.0,1.0,0.0,Smart,203935.0,,,,,,
292,PT03M21.00S,2022-03-04T01:38:11.2Z,2,REGULAR,2pt,Jump Shot,[],1628369,11.514454664914586,23.52941176470588,1610612738,43,34,2022-03-04T01:38:21Z,2850000,132.0,56.0,1,left,MISS J. Tatum 14' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,,,,14.36,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
293,PT03M18.00S,2022-03-04T01:38:14.2Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,43,34,2022-03-04T01:38:21Z,2860000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,292.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
294,PT03M13.00S,2022-03-04T01:38:18.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,93.24901445466492,52.450980392156865,1610612763,43,36,2022-03-04T01:38:29Z,2870000,12.0,11.0,1,right,J. Morant running Layup (6 PTS),[1629630],1610612763.0,MEM,running,,,,,,1.65,Made,Morant,J. Morant,,,,,6.0,,,,,,,,,,,,,,
295,PT02M59.00S,2022-03-04T01:38:32.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.966491458607096,45.83333333333333,1610612738,45,36,2022-03-04T01:38:40Z,2880000,21.0,22.0,1,left,M. Smart driving finger roll Layup (5 PTS),[203935],1610612738.0,BOS,driving finger roll,,,,,,3.06,Made,Smart,M. Smart,,,,,5.0,,,,,,,,,,,,,,
296,PT02M55.00S,2022-03-04T01:38:40.2Z,2,REGULAR,foul,personal,[],1628369,,,1610612763,45,36,2022-03-04T01:38:50Z,2890000,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 1629630]",1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,101283.0,2.0,0.0,Morant,1629630.0,,,,,,
298,PT02M55.00S,2022-03-04T01:38:49.5Z,2,REGULAR,substitution,out,[],201143,,,1610612763,45,36,2022-03-04T01:38:55Z,2910000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
299,PT02M55.00S,2022-03-04T01:38:49.5Z,2,REGULAR,substitution,in,[],1628401,,,1610612763,45,36,2022-03-04T01:38:55Z,2920000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,,
300,PT02M40.00S,2022-03-04T01:39:20.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203937,92.46057818659659,47.05882352941176,1610612763,45,38,2022-03-04T01:39:27Z,2930000,-15.0,18.0,1,right,K. Anderson driving reverse Layup (4 PTS) (J. Morant 3 AST),"[203937, 1629630]",1610612763.0,MEM,driving reverse,,,,,,2.36,Made,Anderson,K. Anderson,,,,,4.0,J. Morant,1629630.0,3.0,,,,,,,,,,,
302,PT02M23.00S,2022-03-04T01:39:37.6Z,2,REGULAR,3pt,Jump Shot,[],203935,33.85348226018397,54.90196078431373,1610612738,45,38,2022-03-04T01:39:46Z,2950000,-25.0,266.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,,,,26.68,Missed,Smart,M. Smart,,,,,,,,,,,,,,,,,,,
303,PT02M20.00S,2022-03-04T01:39:40.6Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,45,38,2022-03-04T01:39:46Z,2960000,,,0,,D. Melton REBOUND (Off:0 Def:4),[1629001],1610612763.0,MEM,,,,,,,,,Melton,D. Melton,302.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
304,PT02M17.00S,2022-03-04T01:39:48.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,45,38,2022-03-04T01:39:48Z,2970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M04.00S,2022-03-04T01:40:18.8Z,2,REGULAR,3pt,Jump Shot,[],1629630,67.7562417871222,69.11764705882352,1610612763,45,38,2022-03-04T01:40:34Z,2980000,96.0,251.0,1,right,MISS J. Morant 26' 3PT,[1629630],1610612763.0,MEM,,,,,,,26.82,Missed,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
306,PT02M02.00S,2022-03-04T01:40:20.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,45,38,2022-03-04T01:40:52Z,2990000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,,
307,PT02M02.00S,2022-03-04T01:40:23.6Z,2,REGULAR,foul,personal,[],1629057,,,1610612763,45,38,2022-03-04T01:40:42Z,3000000,,,0,,R. Williams III loose ball personal FOUL (1 PF),"[1629057, 1629634]",1610612738.0,BOS,loose ball,,,,,,,,Williams III,R. Williams III,,,,,,,,,1628172.0,1.0,0.0,Clarke,1629634.0,,,,,,
309,PT01M55.00S,2022-03-04T01:40:51.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,93.11760840998686,60.5392156862745,1610612763,45,40,2022-03-04T01:41:59Z,3020000,53.0,12.0,1,right,J. Jackson Jr. driving Layup (11 PTS),[1628991],1610612763.0,MEM,driving,,,,,,5.41,Made,Jackson Jr.,J. Jackson Jr.,,,,,11.0,,,,,,,,,,,,,,
310,PT01M42.00S,2022-03-04T01:41:04.2Z,2,REGULAR,turnover,lost ball,[],203935,,,1610612738,45,40,2022-03-04T01:41:08Z,3030000,,,0,,M. Smart lost ball TURNOVER (3 TO),"[203935, 203937]",1610612738.0,BOS,,,,,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,3.0,Anderson,203937.0,
311,PT01M42.00S,2022-03-04T01:41:04.2Z,2,REGULAR,steal,,[],203937,,,1610612763,45,40,2022-03-04T01:41:05Z,3040000,,,0,,K. Anderson STEAL (3 STL),[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
312,PT01M39.00S,2022-03-04T01:41:07.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629630,92.32917214191852,47.794117647058826,1610612763,45,42,2022-03-04T01:41:18Z,3050000,-11.0,20.0,1,right,J. Morant running alley-oop DUNK (8 PTS) (K. Anderson 3 AST),"[1629630, 203937]",1610612763.0,MEM,running alley-oop,,,,,,2.25,Made,Morant,J. Morant,,,,,8.0,K. Anderson,203937.0,3.0,,,,,,,,,,,
314,PT01M23.00S,2022-03-04T01:41:23.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,29.911300919842315,67.64705882352942,1610612738,45,42,2022-03-04T01:41:28Z,3070000,-88.0,229.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,,,,24.51,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
315,PT01M20.00S,2022-03-04T01:41:26.3Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,45,42,2022-03-04T01:41:28Z,3080000,,,0,,D. Melton REBOUND (Off:0 Def:5),[1629001],1610612763.0,MEM,,,,,,,,,Melton,D. Melton,314.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
316,PT01M18.00S,2022-03-04T01:41:30.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629630,92.85479632063075,54.65686274509803,1610612763,45,42,2022-03-04T01:41:45Z,3090000,23.0,15.0,1,right,MISS J. Morant running Layup,[1629630],1610612763.0,MEM,running,,,,,,2.75,Missed,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
317,PT01M16.00S,2022-03-04T01:41:32.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,45,42,2022-03-04T01:41:45Z,3100000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,,,
318,PT01M16.00S,2022-03-04T01:41:34.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,45,42,2022-03-04T01:41:34Z,3110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M03.00S,2022-03-04T01:41:58.3Z,2,REGULAR,3pt,Jump Shot,[],1628401,30.436925098554536,25.735294117647058,1610612738,45,42,2022-03-04T01:42:03Z,3120000,121.0,234.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,,,,26.32,Missed,White,D. White,,,,,,,,,,,,,,,,,,,
320,PT01M00.00S,2022-03-04T01:42:01.3Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,45,42,2022-03-04T01:42:03Z,3130000,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,319.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
321,PT00M56.70S,2022-03-04T01:42:05.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,88.12417871222075,2.941176470588235,1610612763,45,45,2022-03-04T01:42:17Z,3140000,-235.0,59.0,1,right,D. Melton 24' 3PT  (5 PTS) (J. Morant 4 AST),"[1629001, 1629630]",1610612763.0,MEM,,,,,,,24.26,Made,Melton,D. Melton,,,,,5.0,J. Morant,1629630.0,4.0,,,,,,,,,,,
323,PT00M56.00S,2022-03-04T01:42:13.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,45,45,2022-03-04T01:42:13Z,3160000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M56.00S,2022-03-04T01:43:02.0Z,2,REGULAR,substitution,out,[],1628991,,,1610612738,45,45,2022-03-04T01:43:40Z,3170000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
325,PT00M56.00S,2022-03-04T01:43:02.0Z,2,REGULAR,substitution,in,[],1630217,,,1610612738,45,45,2022-03-04T01:43:40Z,3180000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
326,PT00M36.70S,2022-03-04T01:44:09.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.5722733245729295,49.26470588235294,1610612738,47,45,2022-03-04T01:44:14Z,3190000,4.0,19.0,1,left,M. Smart driving Layup (7 PTS) (J. Tatum 1 AST),"[203935, 1628369]",1610612738.0,BOS,driving,,,,,,1.91,Made,Smart,M. Smart,,,,,7.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,
328,PT00M17.50S,2022-03-04T01:44:31.3Z,2,REGULAR,2pt,Jump Shot,[],1629001,70.79500657030223,35.91835171568628,1610612763,47,45,2022-03-04T01:44:56Z,3210000,-70.0,222.0,1,right,MISS D. Melton 23' step back Shot,[1629001],1610612763.0,MEM,step back,,,,,,23.29,Missed,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
329,PT00M14.30S,2022-03-04T01:44:34.5Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,47,45,2022-03-04T01:44:34Z,3220000,,,0,,D. White REBOUND (Off:1 Def:3),[1628401],1610612738.0,BOS,,,,,,,,,White,D. White,328.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
330,PT00M02.30S,2022-03-04T01:44:46.5Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,47,45,2022-03-04T01:46:58Z,3230000,,,0,,J. Tatum bad pass TURNOVER (4 TO),"[1628369, 1629001]",1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,4.0,Melton,1629001.0,
331,PT00M02.30S,2022-03-04T01:44:46.5Z,2,REGULAR,steal,,[],1629001,,,1610612763,47,45,2022-03-04T01:44:47Z,3240000,,,0,,D. Melton STEAL (2 STL),[1629001],1610612763.0,MEM,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
332,PT00M00.00S,2022-03-04T01:44:53.9Z,2,REGULAR,period,end,[],0,,,1610612763,47,45,2022-03-04T01:44:54Z,3250000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-03-04T02:00:49.1Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612763,47,45,2022-03-04T02:01:08Z,3260000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-03-04T02:00:49.1Z,3,REGULAR,substitution,out,['startperiod'],1629001,,,1610612763,47,45,2022-03-04T02:01:08Z,3270000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-03-04T02:00:49.1Z,3,REGULAR,substitution,out,['startperiod'],203937,,,1610612763,47,45,2022-03-04T02:01:08Z,3280000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-03-04T02:00:49.1Z,3,REGULAR,substitution,out,['startperiod'],1629634,,,1610612763,47,45,2022-03-04T02:01:08Z,3290000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-03-04T02:00:49.1Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612763,47,45,2022-03-04T02:01:08Z,3300000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-03-04T02:00:49.1Z,3,REGULAR,substitution,in,['startperiod'],203500,,,1610612763,47,45,2022-03-04T02:01:08Z,3310000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-03-04T02:00:49.1Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,47,45,2022-03-04T02:01:08Z,3320000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-03-04T02:00:49.1Z,3,REGULAR,substitution,in,['startperiod'],1630533,,,1610612763,47,45,2022-03-04T02:01:08Z,3330000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-03-04T02:01:25.2Z,3,REGULAR,period,start,[],0,,,1610612738,47,45,2022-03-04T02:01:25Z,3340000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M47.00S,2022-03-04T02:01:37.6Z,3,REGULAR,3pt,Jump Shot,[],203935,74.45795006570303,14.705882352941178,1610612738,50,45,2022-03-04T02:01:42Z,3350000,-176.0,188.0,1,right,M. Smart 25' 3PT  (10 PTS) (G. Williams 1 AST),"[203935, 1629684]",1610612738.0,BOS,,,,,,,25.76,Made,Smart,M. Smart,,,,,10.0,G. Williams,1629684.0,1.0,,,,,,,,,,,
344,PT11M27.00S,2022-03-04T02:01:56.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,12.959921156373195,43.627450980392155,1610612763,50,45,2022-03-04T02:02:02Z,3370000,32.0,69.0,1,left,MISS J. Jackson Jr. 7' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,,,,7.63,Missed,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
345,PT11M25.00S,2022-03-04T02:01:58.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,50,45,2022-03-04T02:02:02Z,3380000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,344.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
346,PT11M17.00S,2022-03-04T02:02:06.7Z,3,REGULAR,3pt,Jump Shot,[],203935,68.9388961892247,74.26470588235294,1610612738,53,45,2022-03-04T02:02:10Z,3390000,121.0,239.0,1,right,M. Smart 26' 3PT  (13 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,,,,,,,26.85,Made,Smart,M. Smart,,,,,13.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,
348,PT11M04.00S,2022-03-04T02:02:19.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203500,7.046649145860711,46.568627450980394,1610612763,53,47,2022-03-04T02:02:26Z,3410000,17.0,14.0,1,left,S. Adams cutting Layup (2 PTS) (J. Morant 5 AST),"[203500, 1629630]",1610612763.0,MEM,cutting,,,,,,2.2,Made,Adams,S. Adams,,,,,2.0,J. Morant,1629630.0,5.0,,,,,,,,,,,
350,PT10M55.00S,2022-03-04T02:02:32.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,53,47,2022-03-04T02:02:32Z,3430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT10M50.00S,2022-03-04T02:02:55.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,92.72339027595268,54.41176470588235,1610612738,53,47,2022-03-04T02:03:05Z,3440000,22.0,16.0,1,right,MISS J. Tatum alley-oop DUNK,[1628369],1610612738.0,BOS,alley-oop,,,,,,2.72,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
352,PT10M47.00S,2022-03-04T02:02:58.1Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,53,47,2022-03-04T02:03:05Z,3450000,,,0,,R. Williams III REBOUND (Off:2 Def:7),[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,351.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
353,PT10M46.00S,2022-03-04T02:02:57.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629057,92.85479632063075,45.83333333333333,1610612738,55,47,2022-03-04T02:03:09Z,3460000,-21.0,15.0,1,right,R. Williams III putback DUNK (6 PTS),[1629057],1610612738.0,BOS,putback,,,,,,2.55,Made,Williams III,R. Williams III,,,,,6.0,,,,,,,,,,,,,,
354,PT10M35.00S,2022-03-04T02:03:08.6Z,3,REGULAR,3pt,Jump Shot,[],1629630,33.065045992115635,51.9607843137255,1610612763,55,47,2022-03-04T02:03:14Z,3470000,-10.0,258.0,1,left,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,,,,25.85,Missed,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
355,PT10M32.00S,2022-03-04T02:03:11.6Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,55,47,2022-03-04T02:03:14Z,3480000,,,0,,R. Williams III REBOUND (Off:2 Def:8),[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,354.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
356,PT10M20.00S,2022-03-04T02:03:24.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201143,92.19776609724047,65.44117647058823,1610612738,57,47,2022-03-04T02:03:34Z,3490000,77.0,21.0,1,right,A. Horford 8' cutting Layup (10 PTS) (J. Tatum 3 AST),"[201143, 1628369]",1610612738.0,BOS,cutting,,,,,,8.0,Made,Horford,A. Horford,,,,,10.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,
358,PT10M18.00S,2022-03-04T02:03:32.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,57,47,2022-03-04T02:03:32Z,3510000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT10M05.00S,2022-03-04T02:07:02.7Z,3,REGULAR,2pt,Jump Shot,[],1629630,22.946780551905388,48.28431372549019,1610612763,57,49,2022-03-04T02:07:11Z,3520000,9.0,163.0,1,left,J. Morant 16' floating Jump Shot (10 PTS),[1629630],1610612763.0,MEM,floating,,,,,,16.34,Made,Morant,J. Morant,,,,,10.0,,,,,,,,,,,,,,
360,PT09M39.00S,2022-03-04T02:07:29.1Z,3,REGULAR,3pt,Jump Shot,[],201143,66.3107752956636,39.950980392156865,1610612738,57,49,2022-03-04T02:07:39Z,3530000,-50.0,264.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,,,,26.89,Missed,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
