actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
258,PT03M17.00S,2021-12-31T18:57:57.5Z,2,REGULAR,rebound,offensive,[],203901,,,1610612756,56,35,2021-12-31T18:58:11Z,2570000,,,0,,E. Payton REBOUND (Off:1 Def:0),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,257.0,,,,,,,,,1.0,0.0,1.0,,,
259,PT03M16.00S,2021-12-31T18:57:58.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203901,94.40999984741211,50.0,1610612756,56,35,2021-12-31T19:07:30Z,2580000,0.0,0.0,1,right,MISS E. Payton tip Layup,[203901],1610612756.0,PHX,tip,,,Payton,E. Payton,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
260,PT03M15.00S,2021-12-31T18:57:59.3Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,56,35,2021-12-31T19:07:30Z,2590000,,,0,,R. Williams III REBOUND (Off:2 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,259.0,,,,,,,,,8.0,6.0,2.0,,,
261,PT03M14.00S,2021-12-31T18:58:06.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626164,,,1610612738,56,35,2021-12-31T18:58:14Z,2600000,,,0,,D. Booker personal FOUL (1 PF) (Richardson 2 FT),"[1626164, 1626196]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,1662.0,1.0,1.0,Richardson,1626196.0,,,,,,,,,
264,PT03M14.00S,2021-12-31T18:58:56.7Z,2,REGULAR,freethrow,1 of 2,[],1626196,,,1610612738,57,35,2021-12-31T18:58:56Z,2630000,,,0,,J. Richardson Free Throw 1 of 2 (14 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
265,PT03M14.00S,2021-12-31T18:59:01.9Z,2,REGULAR,substitution,out,[],203901,,,1610612738,57,35,2021-12-31T18:59:07Z,2640000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M14.00S,2021-12-31T18:59:01.9Z,2,REGULAR,substitution,in,[],101108,,,1610612738,57,35,2021-12-31T18:59:07Z,2650000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M14.00S,2021-12-31T18:59:21.0Z,2,REGULAR,freethrow,2 of 2,[],1626196,,,1610612738,58,35,2021-12-31T18:59:21Z,2660000,,,0,,J. Richardson Free Throw 2 of 2 (15 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
270,PT03M04.00S,2021-12-31T18:59:35.8Z,2,REGULAR,3pt,Jump Shot,[],1629661,73.66951379763469,86.51960784313727,1610612756,58,35,2021-12-31T18:59:41Z,2670000,183.0,195.0,1,right,MISS C. Johnson 26' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,,
271,PT03M01.00S,2021-12-31T18:59:38.8Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,58,35,2021-12-31T18:59:41Z,2680000,,,0,,R. Williams III REBOUND (Off:2 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,270.0,,,,,,,,,9.0,7.0,2.0,,,
272,PT02M40.00S,2021-12-31T19:00:02.3Z,2,REGULAR,3pt,Jump Shot,[],1627759,36.87582128777924,25.0,1610612738,58,35,2021-12-31T19:00:38Z,2690000,125.0,294.0,1,left,MISS J. Brown 31' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,31.96,Missed,,,,,,,,,,,,,,,,,,,
273,PT02M35.00S,2021-12-31T19:00:07.3Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,58,35,2021-12-31T19:02:10Z,2700000,,,0,,R. Williams III REBOUND (Off:3 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,272.0,,,,,,,,,10.0,7.0,3.0,,,
274,PT02M31.00S,2021-12-31T19:00:08.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,5.590000152587891,50.0,1610612738,60,35,2021-12-31T19:00:08Z,2710000,0.0,0.0,1,left,R. Williams III tip Layup (6 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
275,PT02M19.00S,2021-12-31T19:00:20.4Z,2,REGULAR,2pt,Jump Shot,[],101108,74.98357424441524,57.35294117647059,1610612756,60,35,2021-12-31T19:08:33Z,2720000,37.0,183.0,1,right,MISS C. Paul 18' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,18.64,Missed,,,,,,,,,,,,,,,,,,,
276,PT02M17.00S,2021-12-31T19:00:22.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,60,35,2021-12-31T19:00:46Z,2730000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,275.0,,,,,,,,,3.0,3.0,0.0,,,
277,PT02M05.00S,2021-12-31T19:00:35.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,10.068988173455978,42.8921568627451,1610612738,62,35,2021-12-31T19:09:10Z,2740000,36.0,42.0,1,left,G. Williams turnaround Jump Shot (2 PTS) (R. Williams III 5 AST),"[1629684, 1629057]",1610612738.0,BOS,turnaround,,,Williams,G. Williams,,,,,5.51,Made,2.0,R. Williams III,1629057.0,5.0,,,,,,,,,,,,,,,
279,PT01M52.00S,2021-12-31T19:00:47.6Z,2,REGULAR,3pt,Jump Shot,[],1626166,69.99014454664915,22.30392156862745,1610612756,62,35,2021-12-31T19:09:35Z,2760000,-138.0,230.0,1,right,MISS C. Payne 26' pullup 3PT - blocked,"[1626166, 1629057]",1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,26.81,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
280,PT01M52.00S,2021-12-31T19:00:47.6Z,2,REGULAR,block,,[],1629057,,,1610612756,62,35,2021-12-31T19:00:50Z,2770000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT01M49.00S,2021-12-31T19:00:50.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,62,35,2021-12-31T19:01:03Z,2780000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,279.0,,,,,,,,,,,,,,
282,PT01M49.00S,2021-12-31T19:00:54.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,62,35,2021-12-31T19:00:54Z,2790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT01M40.00S,2021-12-31T19:01:07.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],101108,69.20170827858082,73.52941176470588,1610612756,62,35,2021-12-31T19:01:12Z,2800000,118.0,237.0,1,right,MISS C. Paul 26' 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,,
284,PT01M37.00S,2021-12-31T19:01:10.2Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,62,35,2021-12-31T19:01:12Z,2810000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,283.0,,,,,,,,,2.0,2.0,0.0,,,
285,PT01M26.00S,2021-12-31T19:01:21.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,11.645860709592641,97.05882352941177,1610612738,65,35,2021-12-31T19:01:36Z,2820000,-235.0,57.0,1,left,J. Brown 24' 3PT  (13 PTS) (R. Williams III 6 AST),"[1627759, 1629057]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.21,Made,13.0,R. Williams III,1629057.0,6.0,,,,,,,,,,,,,,,
287,PT01M15.00S,2021-12-31T19:01:34.0Z,2,REGULAR,foul,personal,[],203935,,,1610612756,65,35,2021-12-31T19:01:41Z,2840000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 1626164]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,202053.0,2.0,0.0,Booker,1626164.0,,,,,,,,,
289,PT01M10.00S,2021-12-31T19:01:55.5Z,2,REGULAR,2pt,Jump Shot,[],1626164,86.5473061760841,74.26470588235294,1610612756,65,37,2021-12-31T19:10:54Z,2860000,121.0,74.0,1,right,D. Booker 14' pullup Jump Shot (6 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,14.21,Made,6.0,,,,,,,,,,,,,,,,,,
290,PT00M53.40S,2021-12-31T19:02:13.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.521024967148489,47.794117647058826,1610612738,67,37,2021-12-31T19:02:18Z,2870000,11.0,9.0,1,left,R. Williams III alley-oop DUNK (8 PTS) (J. Richardson 2 AST),"[1629057, 1626196]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.41,Made,8.0,J. Richardson,1626196.0,2.0,,,,,,,,,,,,,,,
292,PT00M35.80S,2021-12-31T19:02:34.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,89.30683311432325,63.23529411764706,1610612756,67,37,2021-12-31T19:14:39Z,2890000,66.0,48.0,1,right,MISS C. Paul 8' Jump Shot,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,8.18,Missed,,,,,,,,,,,,,,,,,,,
293,PT00M34.30S,2021-12-31T19:02:35.8Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612756,67,37,2021-12-31T19:13:03Z,2900000,,,0,,J. Smith REBOUND (Off:3 Def:2),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,292.0,,,,,,,,,5.0,2.0,3.0,,,
294,PT00M34.30S,2021-12-31T19:02:39.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630188,94.40999984741211,50.0,1610612756,67,39,2021-12-31T19:02:56Z,2910000,0.0,0.0,1,right,J. Smith tip Layup (12 PTS),[1630188],1610612756.0,PHX,tip,,,Smith,J. Smith,,,,,0.0,Made,12.0,,,,,,,,,,,,,,,,,,
295,PT00M25.00S,2021-12-31T19:02:53.8Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,67,39,2021-12-31T19:02:59Z,2920000,,,0,,J. Brown lost ball TURNOVER (3 TO),"[1627759, 101108]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,3.0,Paul,101108.0,,,,,,
296,PT00M25.00S,2021-12-31T19:02:53.8Z,2,REGULAR,steal,,[],101108,,,1610612756,67,39,2021-12-31T19:02:55Z,2930000,,,0,,C. Paul STEAL (2 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT00M06.60S,2021-12-31T19:03:21.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612756,67,39,2021-12-31T19:03:34Z,2940000,,,0,,G. Williams personal FOUL (1 PF) (Booker 2 FT),"[1629684, 1626164]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,1662.0,1.0,0.0,Booker,1626164.0,,,,,,,,,
299,PT00M06.60S,2021-12-31T19:03:38.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1626164,,,1610612756,67,40,2021-12-31T19:03:38Z,2960000,,,0,,D. Booker Free Throw 1 of 2 (7 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
300,PT00M06.60S,2021-12-31T19:03:49.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1626164,,,1610612756,67,41,2021-12-31T19:03:49Z,2970000,,,0,,D. Booker Free Throw 2 of 2 (8 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
301,PT00M01.90S,2021-12-31T19:03:59.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.30946123521682,61.51960784313726,1610612738,67,41,2021-12-31T19:04:14Z,2980000,-58.0,16.0,1,left,MISS M. Smart driving finger roll Layup,[203935],1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,5.98,Missed,,,,,,,,,,,,,,,,,,,
302,PT00M01.90S,2021-12-31T19:03:59.0Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,67,41,2021-12-31T19:04:14Z,2990000,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,301.0,,,,,,,,,2.0,2.0,0.0,,,
303,PT00M00.00S,2021-12-31T19:04:05.7Z,2,REGULAR,period,end,[],0,,,1610612756,67,41,2021-12-31T19:04:05Z,3000000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2021-12-31T19:19:16.1Z,3,REGULAR,substitution,out,['startperiod'],1626196,,,1610612756,67,41,2021-12-31T19:19:40Z,3010000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2021-12-31T19:19:16.1Z,3,REGULAR,substitution,out,['startperiod'],1626166,,,1610612756,67,41,2021-12-31T19:19:40Z,3020000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2021-12-31T19:19:16.1Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612756,67,41,2021-12-31T19:19:40Z,3030000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2021-12-31T19:19:16.1Z,3,REGULAR,substitution,in,['startperiod'],1628969,,,1610612756,67,41,2021-12-31T19:19:40Z,3040000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2021-12-31T19:19:45.6Z,3,REGULAR,period,start,[],0,,,1610612756,67,41,2021-12-31T19:19:45Z,3050000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT11M44.00S,2021-12-31T19:20:01.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,16.63929040735874,53.431372549019606,1610612756,67,41,2021-12-31T19:20:51Z,3060000,-17.0,104.0,1,left,MISS M. Bridges 10' floating Shot,[1628969],1610612756.0,PHX,floating,,,Bridges,M. Bridges,,,,,10.53,Missed,,,,,,,,,,,,,,,,,,,
311,PT11M37.00S,2021-12-31T19:20:08.3Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612756,67,41,2021-12-31T19:20:18Z,3070000,,,0,,J. Smith REBOUND (Off:4 Def:2),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,310.0,,,,,,,,,6.0,2.0,4.0,,,
312,PT11M37.00S,2021-12-31T19:20:07.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,5.590000152587891,50.0,1610612756,67,43,2021-12-31T19:20:07Z,3080000,0.0,0.0,1,left,J. Smith tip Layup (14 PTS),[1630188],1610612756.0,PHX,tip,,,Smith,J. Smith,,,,,0.0,Made,14.0,,,,,,,,,,,,,,,,,,
313,PT11M25.00S,2021-12-31T19:20:20.3Z,3,REGULAR,3pt,Jump Shot,[],1629684,91.40932982917214,95.83333333333334,1610612738,67,43,2021-12-31T19:20:26Z,3090000,229.0,28.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,,
314,PT11M21.00S,2021-12-31T19:20:24.3Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612756,67,43,2021-12-31T19:20:26Z,3100000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,313.0,,,,,,,,,2.0,2.0,0.0,,,
315,PT11M17.00S,2021-12-31T19:20:29.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],101108,30.962549277266753,29.411764705882355,1610612756,67,43,2021-12-31T19:20:56Z,3110000,103.0,239.0,1,left,MISS C. Paul 25' step back 3PT,[101108],1610612756.0,PHX,step back,,,Paul,C. Paul,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
316,PT11M14.00S,2021-12-31T19:20:32.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,67,43,2021-12-31T19:20:56Z,3120000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,315.0,,,,,,,,,,,,,,
317,PT11M14.00S,2021-12-31T19:20:34.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,67,43,2021-12-31T19:20:34Z,3130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT10M57.00S,2021-12-31T19:21:02.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201143,88.64980289093299,48.77450980392157,1610612738,69,43,2021-12-31T19:21:08Z,3140000,-6.0,54.0,1,right,A. Horford driving Hook (4 PTS) (J. Brown 3 AST),"[201143, 1627759]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,5.45,Made,4.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,,
320,PT10M47.00S,2021-12-31T19:21:12.2Z,3,REGULAR,2pt,Jump Shot,[],1626164,23.078186596583443,44.85294117647059,1610612756,69,45,2021-12-31T19:21:43Z,3160000,26.0,164.0,1,left,D. Booker 16' pullup Jump Shot (10 PTS) (C. Paul 4 AST),"[1626164, 101108]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,16.64,Made,10.0,C. Paul,101108.0,4.0,,,,,,,,,,,,,,,
322,PT10M47.00S,2021-12-31T19:21:16.8Z,3,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612756,69,45,2021-12-31T19:21:24Z,3180000,,,0,,J. Brown shooting personal FOUL (2 PF) (Booker 1 FT),"[1627759, 1626164]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,202053.0,2.0,0.0,Booker,1626164.0,,,,,,,,,
324,PT10M47.00S,2021-12-31T19:21:38.8Z,3,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,69,46,2021-12-31T19:21:38Z,3200000,,,0,,D. Booker Free Throw 1 of 1 (11 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
325,PT10M37.00S,2021-12-31T19:21:54.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,91.01511169513797,48.03921568627451,1610612738,71,46,2021-12-31T19:23:46Z,3210000,-10.0,32.0,1,right,M. Smart driving Layup (12 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.35,Made,12.0,,,,,,,,,,,,,,,,,,
326,PT10M37.00S,2021-12-31T19:21:59.7Z,3,REGULAR,foul,personal,['1freethrow'],1630188,,,1610612738,71,46,2021-12-31T19:22:13Z,3220000,,,0,,J. Smith shooting personal FOUL (3 PF) (Smart 1 FT),"[1630188, 203935]",1610612756.0,PHX,shooting,,,Smith,J. Smith,,,,,,,,,,,,1662.0,3.0,0.0,Smart,203935.0,,,,,,,,,
328,PT10M37.00S,2021-12-31T19:23:14.4Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,71,46,2021-12-31T19:24:03Z,3240000,,,0,,,[],,,support,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,Common Foul Upheld
329,PT10M37.00S,2021-12-31T19:24:22.0Z,3,REGULAR,freethrow,1 of 1,[],203935,,,1610612738,71,46,2021-12-31T19:24:32Z,3250000,,,0,,MISS M. Smart Free Throw 1 of 1,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,,
330,PT10M35.00S,2021-12-31T19:24:24.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,71,46,2021-12-31T19:24:32Z,3260000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,
331,PT10M35.00S,2021-12-31T19:24:28.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,71,46,2021-12-31T19:24:28Z,3270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT10M25.00S,2021-12-31T19:24:58.6Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612756,71,46,2021-12-31T19:25:09Z,3290000,,,0,,J. Brown shooting personal FOUL (3 PF) (Smith 2 FT),"[1627759, 1630188]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,202053.0,3.0,0.0,Smith,1630188.0,,,,,,,,,
335,PT10M25.00S,2021-12-31T19:25:17.6Z,3,REGULAR,freethrow,1 of 2,[],1630188,,,1610612756,71,47,2021-12-31T19:25:17Z,3310000,,,0,,J. Smith Free Throw 1 of 2 (15 PTS),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
336,PT10M25.00S,2021-12-31T19:25:29.0Z,3,REGULAR,freethrow,2 of 2,[],1630188,,,1610612756,71,48,2021-12-31T19:25:29Z,3320000,,,0,,J. Smith Free Throw 2 of 2 (16 PTS),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
337,PT10M07.00S,2021-12-31T19:25:49.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,89.30683311432325,51.225490196078425,1610612738,71,48,2021-12-31T19:26:37Z,3330000,6.0,48.0,1,right,MISS M. Smart driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,4.84,Missed,,,,,,,,,,,,,,,,,,,
338,PT10M06.00S,2021-12-31T19:25:50.2Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,71,48,2021-12-31T19:26:37Z,3340000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,337.0,,,,,,,,,4.0,3.0,1.0,,,
339,PT10M05.00S,2021-12-31T19:25:51.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,89.96386333771353,48.529411764705884,1610612738,73,48,2021-12-31T19:26:00Z,3350000,-7.0,42.0,1,right,M. Smart putback Layup (14 PTS),[203935],1610612738.0,BOS,putback,,,Smart,M. Smart,,,,,4.24,Made,14.0,,,,,,,,,,,,,,,,,,
340,PT09M56.00S,2021-12-31T19:25:59.9Z,3,REGULAR,3pt,Jump Shot,[],1630188,30.699737187910642,24.019607843137255,1610612756,73,48,2021-12-31T19:26:06Z,3360000,130.0,236.0,1,left,MISS J. Smith 26' 3PT,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,,
341,PT09M54.00S,2021-12-31T19:26:01.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,73,48,2021-12-31T19:26:06Z,3370000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,340.0,,,,,,,,,4.0,4.0,0.0,,,
342,PT09M44.00S,2021-12-31T19:26:12.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201143,90.3580814717477,54.90196078431373,1610612738,73,48,2021-12-31T19:26:18Z,3380000,25.0,38.0,1,right,MISS A. Horford alley-oop Layup,[201143],1610612738.0,BOS,alley-oop,,,Horford,A. Horford,,,,,4.53,Missed,,,,,,,,,,,,,,,,,,,
343,PT09M42.00S,2021-12-31T19:26:14.1Z,3,REGULAR,rebound,defensive,[],101108,,,1610612756,73,48,2021-12-31T19:26:18Z,3390000,,,0,,C. Paul REBOUND (Off:0 Def:3),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,342.0,,,,,,,,,3.0,3.0,0.0,,,
344,PT09M37.00S,2021-12-31T19:26:19.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,5.995400788436268,96.07843137254902,1610612756,73,51,2021-12-31T19:26:24Z,3400000,-230.0,4.0,1,left,C. Johnson 3PT  (13 PTS) (D. Booker 2 AST),"[1629661, 1626164]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,23.04,Made,13.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,,,,
346,PT09M21.00S,2021-12-31T19:26:35.4Z,3,REGULAR,turnover,bad pass,[],1629057,,,1610612738,73,51,2021-12-31T19:26:43Z,3420000,,,0,,R. Williams III bad pass TURNOVER (3 TO),"[1629057, 1629661]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,3.0,Johnson,1629661.0,,,,,,
347,PT09M21.00S,2021-12-31T19:26:35.4Z,3,REGULAR,steal,,[],1629661,,,1610612756,73,51,2021-12-31T19:27:34Z,3430000,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT09M18.00S,2021-12-31T19:26:41.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630188,6.652431011826544,52.94117647058824,1610612756,73,53,2021-12-31T19:29:24Z,3440000,-15.0,10.0,1,left,J. Smith running Layup (18 PTS),[1630188],1610612756.0,PHX,running,,,Smith,J. Smith,,,,,1.78,Made,18.0,,,,,,,,,,,,,,,,,,
349,PT09M18.00S,2021-12-31T19:26:45.1Z,3,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612756,73,53,2021-12-31T19:26:58Z,3450000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Smith 1 FT),"[1629057, 1630188]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,1628482.0,2.0,0.0,Smith,1630188.0,,,,,,,,,
351,PT09M18.00S,2021-12-31T19:27:03.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,73,53,2021-12-31T19:27:34Z,3470000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
