actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
625,PT02M49.00S,2022-02-12T02:44:15.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203999,88.38699080157687,42.40196078431372,1610612743,98,96,2022-02-12T02:46:04Z,6115000,-38.0,57.0,1,right,MISS N. Jokic 6' turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,,,6.83,Missed,,,,,,,,,,,,,,,,
626,PT02M46.00S,2022-02-12T02:44:18.4Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,98,96,2022-02-12T02:46:04Z,6117500,,,0,,R. Williams III REBOUND (Off:6 Def:8),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,625.0,14.0,8.0,6.0,,,,
627,PT02M29.00S,2022-02-12T02:44:33.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,14.273981603153747,37.00980392156863,1610612738,98,96,2022-02-12T02:44:47Z,6150000,65.0,82.0,1,left,MISS M. Smart 10' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,,,10.44,Missed,,,,,,,,,,,,,,,,
628,PT02M26.00S,2022-02-12T02:44:35.0Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,98,96,2022-02-12T02:44:35Z,6160000,,,0,,N. Jokic REBOUND (Off:4 Def:10),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,627.0,14.0,10.0,4.0,,,,
629,PT02M15.00S,2022-02-12T02:44:50.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612743,98,96,2022-02-12T02:44:57Z,6170000,,,0,,J. Brown personal FOUL (2 PF) (Jokic 2 FT),"[1627759, 203999]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,1626300.0,,,,,,,,2.0,0.0,Jokic,203999.0,,,,,,,,
631,PT02M15.00S,2022-02-12T02:45:13.1Z,4,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,98,97,2022-02-12T02:45:40Z,6190000,,,0,,N. Jokic Free Throw 1 of 2 (19 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,19.0,,,,,,,,,,,,,,,
632,PT02M15.00S,2022-02-12T02:45:13.1Z,4,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,98,97,2022-02-12T02:45:40Z,6200000,,,0,,MISS N. Jokic Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Missed,,,,,,,,,,,,,,,,
633,PT02M13.00S,2022-02-12T02:45:15.1Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,98,97,2022-02-12T02:45:40Z,6210000,,,0,,R. Williams III REBOUND (Off:6 Def:9),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,632.0,15.0,9.0,6.0,,,,
634,PT01M59.00S,2022-02-12T02:45:48.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,6.915243101182654,45.34313725490196,1610612738,100,97,2022-02-12T02:45:58Z,6220000,23.0,13.0,1,left,D. White cutting Layup (15 PTS) (J. Brown 4 AST),"[1628401, 1627759]",1610612738.0,BOS,cutting,,,White,D. White,,,,,,,2.64,Made,15.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,
636,PT01M59.00S,2022-02-12T02:45:51.0Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630267,,,1610612738,100,97,2022-02-12T02:45:56Z,6240000,,,0,,F. Campazzo shooting personal FOUL (4 PF) (White 1 FT),"[1630267, 1628401]",1610612743.0,DEN,shooting,,,Campazzo,F. Campazzo,,,,,1626300.0,,,,,,,,4.0,0.0,White,1628401.0,,,,,,,,
638,PT01M59.00S,2022-02-12T02:46:19.7Z,4,REGULAR,freethrow,1 of 1,[],1628401,,,1610612738,100,97,2022-02-12T02:46:19Z,6260000,,,0,,MISS D. White Free Throw 1 of 1,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Missed,,,,,,,,,,,,,,,,
639,PT01M59.00S,2022-02-12T02:46:19.7Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,100,97,2022-02-12T02:46:26Z,6270000,,,0,,N. Jokic REBOUND (Off:4 Def:11),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,638.0,15.0,11.0,4.0,,,,
640,PT01M43.00S,2022-02-12T02:46:35.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,92.06636005256242,53.67647058823529,1610612743,100,97,2022-02-12T02:49:35Z,6280000,18.0,22.0,1,right,MISS Z. Nnaji cutting Layup - blocked,"[1630192, 1629057]",1610612743.0,DEN,cutting,,,Nnaji,Z. Nnaji,,,,,,,2.88,Missed,,,,,,,,,,,,,,,Williams III,1629057.0
641,PT01M43.00S,2022-02-12T02:46:35.7Z,4,REGULAR,block,,[],1629057,,,1610612743,100,97,2022-02-12T02:46:37Z,6290000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
642,PT01M40.00S,2022-02-12T02:46:38.7Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,100,97,2022-02-12T02:46:43Z,6300000,,,0,,R. Williams III REBOUND (Off:6 Def:10),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,640.0,16.0,10.0,6.0,,,,
643,PT01M27.00S,2022-02-12T02:46:51.6Z,4,REGULAR,3pt,Jump Shot,[],1627759,29.38567674113009,26.715686274509803,1610612738,100,97,2022-02-12T02:46:57Z,6310000,116.0,224.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,25.22,Missed,,,,,,,,,,,,,,,,
644,PT01M24.00S,2022-02-12T02:46:54.6Z,4,REGULAR,rebound,defensive,[],203932,,,1610612743,100,97,2022-02-12T02:46:57Z,6320000,,,0,,A. Gordon REBOUND (Off:1 Def:5),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,643.0,6.0,5.0,1.0,,,,
645,PT01M13.00S,2022-02-12T02:47:05.4Z,4,REGULAR,3pt,Jump Shot,[],203115,67.88764783180025,30.88235294117647,1610612743,100,97,2022-02-12T02:47:11Z,6330000,-96.0,249.0,1,right,MISS W. Barton 26' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,26.71,Missed,,,,,,,,,,,,,,,,
646,PT01M09.00S,2022-02-12T02:47:09.4Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,100,97,2022-02-12T02:47:11Z,6340000,,,0,,J. Brown REBOUND (Off:0 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,645.0,7.0,7.0,0.0,,,,
647,PT00M55.10S,2022-02-12T02:47:33.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630267,,,1610612738,100,97,2022-02-12T02:47:43Z,6350000,,,0,,F. Campazzo personal FOUL (5 PF) (Smart 2 FT),"[1630267, 203935]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,1626300.0,,,,,,,,5.0,0.0,Smart,203935.0,,,,,,,,
649,PT00M55.10S,2022-02-12T02:48:28.2Z,4,REGULAR,instantreplay,altercationrequest,[],0,,,1610612738,100,97,2022-02-12T02:52:01Z,6370000,,,0,,,[],,,,,,,,,,,,2534.0,,,,,,,,,,,,,,,,,,,
654,PT00M55.10S,2022-02-12T02:50:55.5Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,101,97,2022-02-12T02:50:55Z,6380000,,,0,,M. Smart Free Throw 1 of 2 (19 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,19.0,,,,,,,,,,,,,,,
655,PT00M55.10S,2022-02-12T02:51:07.8Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,102,97,2022-02-12T02:51:07Z,6390000,,,0,,M. Smart Free Throw 2 of 2 (20 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
656,PT00M55.10S,2022-02-12T02:51:10.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,102,97,2022-02-12T02:51:10Z,6400000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M48.00S,2022-02-12T02:53:00.4Z,4,REGULAR,3pt,Jump Shot,[],203999,65.78515111695138,45.83333333333333,1610612743,102,97,2022-02-12T02:53:05Z,6410000,-21.0,269.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,26.99,Missed,,,,,,,,,,,,,,,,
658,PT00M45.10S,2022-02-12T02:53:03.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,102,97,2022-02-12T02:53:05Z,6420000,,,0,,J. Tatum REBOUND (Off:2 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,657.0,6.0,4.0,2.0,,,,
659,PT00M40.70S,2022-02-12T02:53:08.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203932,,,1610612738,102,97,2022-02-12T02:53:14Z,6430000,,,0,,A. Gordon take personal FOUL (2 PF) (Tatum 2 FT),"[203932, 1628369]",1610612743.0,DEN,take,,,Gordon,A. Gordon,,,,,2534.0,,,,,,,,2.0,0.0,Tatum,1628369.0,,,,,,,,
661,PT00M40.70S,2022-02-12T02:53:34.6Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,103,97,2022-02-12T02:53:34Z,6450000,,,0,,J. Tatum Free Throw 1 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
662,PT00M40.70S,2022-02-12T02:53:51.2Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,104,97,2022-02-12T02:53:51Z,6460000,,,0,,J. Tatum Free Throw 2 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
663,PT00M31.70S,2022-02-12T02:54:02.4Z,4,REGULAR,2pt,Hook,[],203999,94.30026281208936,66.42156862745098,1610612743,104,99,2022-02-12T02:54:07Z,6470000,82.0,1.0,1,right,N. Jokic 8' driving Hook (21 PTS),[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,,,8.21,Made,21.0,,,,,,,,,,,,,,,
664,PT00M25.20S,2022-02-12T02:54:14.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612738,104,99,2022-02-12T02:54:20Z,6480000,,,0,,N. Jokic take personal FOUL (2 PF) (Smart 2 FT),"[203999, 203935]",1610612743.0,DEN,take,,,Jokic,N. Jokic,,,,,1204.0,,,,,,,,2.0,0.0,Smart,203935.0,,,,,,,,
666,PT00M25.20S,2022-02-12T02:54:38.5Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,105,99,2022-02-12T02:54:38Z,6500000,,,0,,M. Smart Free Throw 1 of 2 (21 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
667,PT00M25.20S,2022-02-12T02:54:53.2Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,106,99,2022-02-12T02:54:53Z,6510000,,,0,,M. Smart Free Throw 2 of 2 (22 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
668,PT00M25.20S,2022-02-12T02:54:56.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,106,99,2022-02-12T02:54:56Z,6520000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M24.40S,2022-02-12T02:56:45.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612743,106,99,2022-02-12T02:57:08Z,6530000,,,0,,R. Williams III personal FOUL (4 PF) (Campazzo 2 FT),"[1629057, 1630267]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1204.0,,,,,,,,4.0,0.0,Campazzo,1630267.0,,,,,,,,
671,PT00M24.40S,2022-02-12T02:57:16.9Z,4,REGULAR,freethrow,1 of 2,[],1630267,,,1610612743,106,99,2022-02-12T02:57:16Z,6550000,,,0,,MISS F. Campazzo Free Throw 1 of 2,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,Missed,,,,,,,,,,,,,,,,
672,PT00M24.40S,2022-02-12T02:57:16.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,106,99,2022-02-12T02:57:16Z,6560000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,671.0,,,,,,,
673,PT00M24.40S,2022-02-12T02:57:19.0Z,4,REGULAR,substitution,out,[],203999,,,1610612743,106,99,2022-02-12T02:57:22Z,6570000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M24.40S,2022-02-12T02:57:19.0Z,4,REGULAR,substitution,in,[],1628432,,,1610612743,106,99,2022-02-12T02:57:22Z,6580000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M24.40S,2022-02-12T02:57:35.4Z,4,REGULAR,freethrow,2 of 2,[],1630267,,,1610612743,106,100,2022-02-12T02:57:35Z,6590000,,,0,,F. Campazzo Free Throw 2 of 2 (14 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
676,PT00M20.70S,2022-02-12T02:57:45.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203932,,,1610612738,106,100,2022-02-12T02:58:05Z,6600000,,,0,,A. Gordon take personal FOUL (3 PF) (Tatum 2 FT),"[203932, 1628369]",1610612743.0,DEN,take,,,Gordon,A. Gordon,,,,,2534.0,,,,,,,,3.0,0.0,Tatum,1628369.0,,,,,,,,
678,PT00M20.70S,2022-02-12T02:58:06.6Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,107,100,2022-02-12T03:01:32Z,6620000,,,0,,J. Tatum Free Throw 1 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
681,PT00M20.70S,2022-02-12T02:58:06.6Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,108,100,2022-02-12T03:01:32Z,6625000,,,0,,J. Tatum Free Throw 2 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,24.0,,,,,,,,,,,,,,,
679,PT00M20.70S,2022-02-12T02:58:08.7Z,4,REGULAR,substitution,out,[],1628432,,,1610612743,108,100,2022-02-12T03:01:32Z,6630000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M20.70S,2022-02-12T02:58:08.7Z,4,REGULAR,substitution,in,[],203999,,,1610612743,108,100,2022-02-12T03:01:32Z,6640000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M08.50S,2022-02-12T02:58:45.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203999,89.56964520367937,44.6078431372549,1610612743,108,100,2022-02-12T03:01:11Z,6645000,-27.0,46.0,1,right,MISS N. Jokic driving Layup,[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,,,5.29,Missed,,,,,,,,,,,,,,,,
683,PT00M07.70S,2022-02-12T02:58:46.4Z,4,REGULAR,rebound,offensive,[],203999,,,1610612743,108,100,2022-02-12T02:59:07Z,6647500,,,0,,N. Jokic REBOUND (Off:5 Def:11),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,682.0,16.0,11.0,5.0,,,,
684,PT00M07.00S,2022-02-12T02:58:47.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203999,94.40999984741211,50.0,1610612743,108,102,2022-02-12T02:59:37Z,6680000,0.0,0.0,1,right,N. Jokic putback Layup (23 PTS),[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,,,0.0,Made,23.0,,,,,,,,,,,,,,,
685,PT00M00.00S,2022-02-12T02:58:57.4Z,4,REGULAR,period,end,[],0,,,1610612738,108,102,2022-02-12T02:58:57Z,6690000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M00.00S,2022-02-12T03:00:14.0Z,4,REGULAR,game,end,[],0,,,0,108,102,2022-02-12T03:00:14Z,6700000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
