actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
528,PT07M09.00S,2022-01-11T02:36:09.2Z,4,REGULAR,rebound,defensive,[],202362,,,1610612754,75,72,2022-01-11T02:36:12Z,5220000,,,0,,L. Stephenson REBOUND (Off:0 Def:3),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,527.0,3.0,3.0,0.0,,,,,,,,,,,
529,PT07M05.00S,2022-01-11T02:36:14.6Z,4,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612754,75,72,2022-01-11T02:36:27Z,5230000,,,0,,J. Brown shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1627759, 1627734]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,202007.0,2.0,0.0,,,,,Sabonis,1627734.0,,,,,,,,,
531,PT07M05.00S,2022-01-11T02:36:49.3Z,4,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,75,73,2022-01-11T02:36:49Z,5250000,,,0,,D. Sabonis Free Throw 1 of 2 (6 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
532,PT07M05.00S,2022-01-11T02:37:07.5Z,4,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,75,74,2022-01-11T02:37:07Z,5260000,,,0,,D. Sabonis Free Throw 2 of 2 (7 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
533,PT06M47.00S,2022-01-11T02:37:28.3Z,4,REGULAR,3pt,Jump Shot,[],1628369,18.347568988173457,96.07843137254902,1610612738,75,74,2022-01-11T02:37:36Z,5270000,-230.0,120.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
534,PT06M44.00S,2022-01-11T02:37:31.3Z,4,REGULAR,rebound,defensive,[],1629052,,,1610612754,75,74,2022-01-11T02:37:36Z,5280000,,,0,,O. Brissett REBOUND (Off:0 Def:3),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,533.0,3.0,3.0,0.0,,,,,,,,,,,
535,PT06M31.00S,2022-01-11T02:37:46.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629052,87.59855453350855,53.431372549019606,1610612754,75,74,2022-01-11T02:38:04Z,5290000,17.0,64.0,1,right,MISS O. Brissett 6' driving Hook,[1629052],1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,6.64,Missed,,,,,,,,,,,,,,,,,,,
536,PT06M29.00S,2022-01-11T02:37:48.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,75,74,2022-01-11T02:38:04Z,5300000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,
537,PT06M29.00S,2022-01-11T02:37:53.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,75,74,2022-01-11T02:37:53Z,5310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT06M29.00S,2022-01-11T02:38:12.0Z,4,REGULAR,substitution,out,[],203087,,,1610612754,75,74,2022-01-11T02:38:14Z,5330000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT06M29.00S,2022-01-11T02:38:12.0Z,4,REGULAR,substitution,in,[],203200,,,1610612754,75,74,2022-01-11T02:38:14Z,5340000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT06M23.00S,2022-01-11T02:38:28.4Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628470,76.87253613666229,25.742953431372552,1610612754,75,74,2022-01-11T02:39:10Z,5350000,-121.0,165.0,1,right,MISS T. Craig 20' pullup Shot,[1628470],1610612754.0,IND,pullup,,,Craig,T. Craig,,,,,20.47,Missed,,,,,,,,,,,,,,,,,,,
542,PT06M21.00S,2022-01-11T02:38:30.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,75,74,2022-01-11T02:38:43Z,5360000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,541.0,,,,,,,,,,,,,,
544,PT06M21.00S,2022-01-11T02:38:40.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612754,75,74,2022-01-11T02:39:05Z,5380000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,202007.0,,,,,,,,,,,,,,,,,
545,PT06M03.00S,2022-01-11T02:39:03.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,5.206964520367937,55.63725490196079,1610612738,75,74,2022-01-11T02:39:10Z,5390000,-28.0,-4.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.84,Missed,,,,,,,,,,,,,,,,,,,
546,PT06M02.00S,2022-01-11T02:39:04.9Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612754,75,74,2022-01-11T02:39:10Z,5400000,,,0,,D. Sabonis REBOUND (Off:8 Def:11),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,545.0,19.0,11.0,8.0,,,,,,,,,,,
547,PT05M59.00S,2022-01-11T02:39:08.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202362,91.80354796320631,56.61764705882353,1610612754,75,74,2022-01-11T02:39:22Z,5410000,33.0,25.0,1,right,MISS L. Stephenson running Layup - blocked,"[202362, 1626196]",1610612754.0,IND,running,,,Stephenson,L. Stephenson,,,,,4.12,Missed,,,,,,,,,,,,,,,,,Richardson,1626196.0,
548,PT05M59.00S,2022-01-11T02:39:08.6Z,4,REGULAR,block,,[],1626196,,,1610612754,75,74,2022-01-11T02:39:11Z,5420000,,,0,,J. Richardson BLOCK (1 BLK),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT05M55.00S,2022-01-11T02:39:12.6Z,4,REGULAR,rebound,offensive,[],203200,,,1610612754,75,74,2022-01-11T02:39:22Z,5430000,,,0,,J. Holiday REBOUND (Off:1 Def:2),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,547.0,3.0,2.0,1.0,,,,,,,,,,,
550,PT05M54.00S,2022-01-11T02:39:13.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,91.01511169513797,44.36274509803921,1610612754,75,76,2022-01-11T02:39:33Z,5440000,-28.0,32.0,1,right,D. Sabonis Layup (9 PTS) (J. Holiday 1 AST),"[1627734, 203200]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,4.27,Made,9.0,,,,,,,,,,,J. Holiday,203200.0,1.0,,,,,
552,PT05M43.00S,2022-01-11T02:39:23.9Z,4,REGULAR,3pt,Jump Shot,[],1627759,22.946780551905388,11.27450980392157,1610612738,78,76,2022-01-11T02:39:36Z,5460000,194.0,163.0,1,left,J. Brown 25' 3PT  (18 PTS) (D. Schroder 4 AST),"[1627759, 203471]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.32,Made,18.0,,,,,,,,,,,D. Schroder,203471.0,4.0,,,,,
554,PT05M24.00S,2022-01-11T02:39:44.5Z,4,REGULAR,3pt,Jump Shot,[],1628470,91.01511169513797,94.6078431372549,1610612754,78,79,2022-01-11T02:39:55Z,5480000,223.0,32.0,1,right,T. Craig 3PT  (15 PTS) (D. Sabonis 8 AST),"[1628470, 1627734]",1610612754.0,IND,,,,Craig,T. Craig,,,,,22.53,Made,15.0,,,,,,,,,,,D. Sabonis,1627734.0,8.0,,,,,
556,PT05M01.00S,2022-01-11T02:40:05.4Z,4,REGULAR,3pt,Jump Shot,[],1628369,21.76412614980289,8.088235294117647,1610612738,78,79,2022-01-11T02:40:14Z,5500000,210.0,152.0,1,left,MISS J. Tatum 25' 3PT - blocked,"[1628369, 1629052]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.9,Missed,,,,,,,,,,,,,,,,,Brissett,1629052.0,
557,PT05M01.00S,2022-01-11T02:40:05.4Z,4,REGULAR,block,,[],1629052,,,1610612738,78,79,2022-01-11T02:40:08Z,5510000,,,0,,O. Brissett BLOCK (2 BLK),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT04M58.00S,2022-01-11T02:40:08.4Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612754,78,79,2022-01-11T02:40:14Z,5520000,,,0,,D. Sabonis REBOUND (Off:8 Def:12),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,556.0,20.0,12.0,8.0,,,,,,,,,,,
559,PT04M57.00S,2022-01-11T02:40:15.6Z,4,REGULAR,foul,personal,[],1627759,,,1610612754,78,79,2022-01-11T02:40:27Z,5530000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 202362]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,202007.0,3.0,0.0,,,,,Stephenson,202362.0,,,,,,,,,
561,PT04M41.00S,2022-01-11T02:40:54.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628470,89.17542706964521,45.83333333333333,1610612754,78,81,2022-01-11T02:41:22Z,5550000,-21.0,49.0,1,right,T. Craig cutting DUNK (17 PTS) (D. Sabonis 9 AST),"[1628470, 1627734]",1610612754.0,IND,cutting,,,Craig,T. Craig,,,,,5.35,Made,17.0,,,,,,,,,,,D. Sabonis,1627734.0,9.0,,,,,
563,PT04M25.00S,2022-01-11T02:41:10.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.521024967148489,55.63725490196079,1610612738,78,81,2022-01-11T02:41:18Z,5570000,-28.0,9.0,1,left,MISS D. Schroder Layup,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,2.95,Missed,,,,,,,,,,,,,,,,,,,
564,PT04M24.00S,2022-01-11T02:41:11.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,78,81,2022-01-11T02:41:18Z,5580000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,563.0,,,,,,,,,,,,,,
565,PT04M24.00S,2022-01-11T02:41:17.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,78,81,2022-01-11T02:41:17Z,5590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT04M24.00S,2022-01-11T02:41:31.3Z,4,REGULAR,substitution,out,[],1627734,,,1610612738,78,81,2022-01-11T02:41:34Z,5600000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT04M24.00S,2022-01-11T02:41:31.3Z,4,REGULAR,substitution,in,[],1626167,,,1610612738,78,81,2022-01-11T02:41:34Z,5610000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT04M22.00S,2022-01-11T02:41:44.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,11.695137976346912,97.57199754901961,1610612738,81,81,2022-01-11T02:43:26Z,5620000,-238.0,57.0,1,left,J. Brown 24' 3PT  (21 PTS) (D. Schroder 5 AST),"[1627759, 203471]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.47,Made,21.0,,,,,,,,,,,D. Schroder,203471.0,5.0,,,,,
570,PT04M20.00S,2022-01-11T02:41:51.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,81,81,2022-01-11T02:41:51Z,5640000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT04M20.00S,2022-01-11T02:44:15.4Z,4,REGULAR,substitution,out,[],203471,,,1610612754,81,81,2022-01-11T02:44:41Z,5650000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M20.00S,2022-01-11T02:44:15.4Z,4,REGULAR,substitution,out,[],1626167,,,1610612754,81,81,2022-01-11T02:44:41Z,5660000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M20.00S,2022-01-11T02:44:15.4Z,4,REGULAR,substitution,in,[],1629684,,,1610612754,81,81,2022-01-11T02:44:41Z,5670000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M20.00S,2022-01-11T02:44:15.4Z,4,REGULAR,substitution,in,[],1627734,,,1610612754,81,81,2022-01-11T02:44:41Z,5680000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT04M02.00S,2022-01-11T02:44:58.5Z,4,REGULAR,3pt,Jump Shot,[],203200,66.5735873850197,57.84313725490197,1610612754,81,81,2022-01-11T02:45:27Z,5690000,39.0,262.0,1,right,MISS J. Holiday 26' pullup 3PT,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,,
576,PT03M59.00S,2022-01-11T02:45:01.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,81,81,2022-01-11T02:45:04Z,5700000,,,0,,J. Brown REBOUND (Off:1 Def:9),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,575.0,10.0,9.0,1.0,,,,,,,,,,,
577,PT03M43.00S,2022-01-11T02:45:16.7Z,4,REGULAR,2pt,Jump Shot,[],1626196,22.158344283837057,24.754901960784316,1610612738,81,81,2022-01-11T02:45:23Z,5710000,126.0,156.0,1,left,MISS J. Richardson 20' Jump Shot,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,20.05,Missed,,,,,,,,,,,,,,,,,,,
578,PT03M41.00S,2022-01-11T02:45:18.7Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612754,81,81,2022-01-11T02:45:23Z,5720000,,,0,,D. Sabonis REBOUND (Off:8 Def:13),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,577.0,21.0,13.0,8.0,,,,,,,,,,,
579,PT03M35.00S,2022-01-11T02:45:26.1Z,4,REGULAR,3pt,Jump Shot,[],1629052,79.71419185282524,6.127450980392156,1610612754,81,81,2022-01-11T02:45:33Z,5730000,-219.0,138.0,1,right,MISS O. Brissett 25' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
580,PT03M32.00S,2022-01-11T02:45:29.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,81,81,2022-01-11T02:45:33Z,5740000,,,0,,J. Tatum REBOUND (Off:1 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,579.0,11.0,10.0,1.0,,,,,,,,,,,
581,PT03M27.00S,2022-01-11T02:45:34.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.754927726675426,49.26470588235294,1610612738,81,81,2022-01-11T02:46:13Z,5750000,4.0,30.0,1,left,MISS J. Brown driving reverse Layup - blocked,"[1627759, 1629052]",1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,3.0,Missed,,,,,,,,,,,,,,,,,Brissett,1629052.0,
582,PT03M27.00S,2022-01-11T02:45:34.7Z,4,REGULAR,block,,[],1629052,,,1610612738,81,81,2022-01-11T02:45:36Z,5760000,,,0,,O. Brissett BLOCK (3 BLK),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT03M25.00S,2022-01-11T02:45:36.7Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,81,81,2022-01-11T02:46:04Z,5770000,,,0,,J. Brown REBOUND (Off:2 Def:9),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,581.0,11.0,9.0,2.0,,,,,,,,,,,
584,PT03M25.00S,2022-01-11T02:45:37.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,8.360709592641262,48.529411764705884,1610612738,81,81,2022-01-11T02:45:52Z,5780000,7.0,26.0,1,left,MISS J. Brown putback Layup,[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,2.71,Missed,,,,,,,,,,,,,,,,,,,
585,PT03M24.00S,2022-01-11T02:45:38.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,81,81,2022-01-11T02:45:52Z,5790000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,584.0,,,,,,,,,,,,,,
586,PT03M24.00S,2022-01-11T02:45:41.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,81,81,2022-01-11T02:45:41Z,5800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT03M14.00S,2022-01-11T02:46:05.4Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629684,6.964520367936925,80.90533088235294,1610612738,81,81,2022-01-11T02:46:29Z,5810000,-155.0,13.0,1,left,MISS G. Williams 15' pullup Shot,[1629684],1610612738.0,BOS,pullup,,,Williams,G. Williams,,,,,15.5,Missed,,,,,,,,,,,,,,,,,,,
588,PT03M12.00S,2022-01-11T02:46:07.4Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612754,81,81,2022-01-11T02:46:34Z,5820000,,,0,,D. Sabonis REBOUND (Off:8 Def:14),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,587.0,22.0,14.0,8.0,,,,,,,,,,,
589,PT02M48.00S,2022-01-11T02:46:31.0Z,4,REGULAR,3pt,Jump Shot,[],1628470,72.22404730617609,17.647058823529413,1610612754,81,81,2022-01-11T02:46:39Z,5830000,-162.0,209.0,1,right,MISS T. Craig 26' 3PT,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,,
590,PT02M45.00S,2022-01-11T02:46:34.0Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,81,81,2022-01-11T02:46:39Z,5840000,,,0,,R. Williams III REBOUND (Off:5 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,589.0,10.0,5.0,5.0,,,,,,,,,,,
591,PT02M26.00S,2022-01-11T02:46:54.6Z,4,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,81,81,2022-01-11T02:47:03Z,5850000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (7 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,7.0,,,,,,,,
592,PT02M07.00S,2022-01-11T02:47:25.0Z,4,REGULAR,2pt,Layup,['fromturnover'],1628470,90.93298291721419,32.36060049019608,1610612754,81,81,2022-01-11T02:47:38Z,5860000,-88.0,33.0,1,right,MISS T. Craig 9' cutting Layup,[1628470],1610612754.0,IND,cutting,,,Craig,T. Craig,,,,,9.41,Missed,,,,,,,,,,,,,,,,,,,
593,PT02M04.00S,2022-01-11T02:47:28.0Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,81,81,2022-01-11T02:47:38Z,5870000,,,0,,J. Brown REBOUND (Off:2 Def:10),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,592.0,12.0,10.0,2.0,,,,,,,,,,,
594,PT01M54.00S,2022-01-11T02:47:39.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.258212877792378,41.911764705882355,1610612738,83,81,2022-01-11T02:47:45Z,5880000,40.0,6.0,1,left,J. Tatum driving finger roll Layup (18 PTS) (J. Brown 4 AST),"[1628369, 1627759]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,4.09,Made,18.0,,,,,,,,,,,J. Brown,1627759.0,4.0,,,,,
595,PT01M54.00S,2022-01-11T02:47:49.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,83,81,2022-01-11T02:47:49Z,5890000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT01M54.00S,2022-01-11T02:49:34.4Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612754,83,81,2022-01-11T02:49:34Z,5900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT01M34.00S,2022-01-11T02:50:03.0Z,4,REGULAR,3pt,Jump Shot,[],202362,65.91655716162943,24.509803921568626,1610612754,83,84,2022-01-11T02:50:29Z,5910000,-127.0,268.0,1,right,L. Stephenson 29' 3PT pullup (14 PTS),[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,29.67,Made,14.0,,,,,,,,,,,,,,,,,,
599,PT01M23.00S,2022-01-11T02:50:19.4Z,4,REGULAR,3pt,Jump Shot,[],1627759,27.283180026281208,17.15686274509804,1610612738,83,84,2022-01-11T02:50:28Z,5920000,164.0,204.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
600,PT01M20.00S,2022-01-11T02:50:22.4Z,4,REGULAR,rebound,defensive,[],202362,,,1610612754,83,84,2022-01-11T02:50:28Z,5930000,,,0,,L. Stephenson REBOUND (Off:0 Def:4),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,599.0,4.0,4.0,0.0,,,,,,,,,,,
601,PT01M17.00S,2022-01-11T02:50:26.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629052,91.5407358738502,47.549019607843135,1610612754,83,86,2022-01-11T02:50:36Z,5940000,-12.0,27.0,1,right,O. Brissett running DUNK (5 PTS) (L. Stephenson 1 AST),"[1629052, 202362]",1610612754.0,IND,running,,,Brissett,O. Brissett,,,,,2.97,Made,5.0,,,,,,,,,,,L. Stephenson,202362.0,1.0,,,,,
603,PT01M17.00S,2022-01-11T02:50:29.8Z,4,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612754,83,86,2022-01-11T02:50:40Z,5960000,,,0,,J. Tatum shooting personal FOUL (3 PF) (Brissett 1 FT),"[1628369, 1629052]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,202058.0,3.0,0.0,,,,,Brissett,1629052.0,,,,,,,,,
605,PT01M17.00S,2022-01-11T02:50:58.9Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1629052,,,1610612754,83,87,2022-01-11T02:50:58Z,5980000,,,0,,O. Brissett Free Throw 1 of 1 (6 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
606,PT00M59.20S,2022-01-11T02:51:19.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,19.92444152431012,49.26470588235294,1610612738,85,87,2022-01-11T02:51:25Z,5990000,4.0,135.0,1,left,J. Richardson 13' pullup Jump Shot (9 PTS),[1626196],1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,13.49,Made,9.0,,,,,,,,,,,,,,,,,,
607,PT00M45.60S,2022-01-11T02:51:45.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626196,,,1610612754,85,87,2022-01-11T02:52:11Z,6000000,,,0,,J. Richardson personal FOUL (1 PF) (Holiday 2 FT),"[1626196, 203200]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,202007.0,1.0,0.0,,,,,Holiday,203200.0,,,,,,,,,
609,PT00M45.60S,2022-01-11T02:52:21.8Z,4,REGULAR,freethrow,1 of 2,[],203200,,,1610612754,85,88,2022-01-11T02:52:51Z,6020000,,,0,,J. Holiday Free Throw 1 of 2 (5 PTS),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
610,PT00M45.60S,2022-01-11T02:52:21.8Z,4,REGULAR,freethrow,2 of 2,[],203200,,,1610612754,85,89,2022-01-11T02:52:51Z,6030000,,,0,,J. Holiday Free Throw 2 of 2 (6 PTS),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
611,PT00M34.60S,2022-01-11T02:53:05.4Z,4,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612738,85,89,2022-01-11T02:53:26Z,6040000,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Williams III 2 FT),"[1627734, 1629057]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,,,,202058.0,2.0,0.0,,,,,Williams III,1629057.0,,,,,,,,,
613,PT00M34.60S,2022-01-11T02:53:52.1Z,4,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,86,89,2022-01-11T02:53:52Z,6060000,,,0,,R. Williams III Free Throw 1 of 2 (13 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
614,PT00M34.60S,2022-01-11T02:53:56.9Z,4,REGULAR,substitution,out,[],1629052,,,1610612738,86,89,2022-01-11T02:54:03Z,6070000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT00M34.60S,2022-01-11T02:53:56.9Z,4,REGULAR,substitution,in,[],1626208,,,1610612738,86,89,2022-01-11T02:54:03Z,6080000,,,0,,SUB in: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT00M34.60S,2022-01-11T02:54:20.4Z,4,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,87,89,2022-01-11T02:54:20Z,6090000,,,0,,R. Williams III Free Throw 2 of 2 (14 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
617,PT00M15.70S,2022-01-11T02:54:47.7Z,4,REGULAR,2pt,Jump Shot,[],202362,72.7496714848883,61.51960784313726,1610612754,87,89,2022-01-11T02:54:57Z,6100000,58.0,204.0,1,right,MISS L. Stephenson 21' step back Shot,[202362],1610612754.0,IND,step back,,,Stephenson,L. Stephenson,,,,,21.17,Missed,,,,,,,,,,,,,,,,,,,
