actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
593,PT04M54.00S,2024-11-10T05:45:02.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,5.338370565045992,46.07843137254902,1610612761,93,87,2024-11-10T05:45:16Z,5840000,False,20.0,-2.0,1,left,I. Quickley cutting Layup (14 PTS) (B. Fernando 2 AST),"[1630193, 1628981]",1610612761.0,TOR,cutting,,,,,,Restricted Area,0-8 Center,1.97,Made,Quickley,I. Quickley,,,,,,,,,,14.0,,,B. Fernando,1628981.0,2.0,,,
595,PT04M36.00S,2024-11-10T05:45:21.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,91.93495400788436,43.13725490196079,1610612746,93,87,2024-11-10T05:45:49Z,5860000,False,-34.0,23.0,1,right,MISS J. Harden pullup bank Shot,[201935],1610612746.0,LAC,pullup bank,,,,,,Restricted Area,0-8 Center,4.15,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
596,PT04M34.00S,2024-11-10T05:45:23.6Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,93,87,2024-11-10T05:45:57Z,5870000,False,,,0,,C. Boucher REBOUND (Off:3 Def:3),[1628449],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Boucher,C. Boucher,595.0,6.0,3.0,3.0,,,,,,,,,,,,,,
597,PT04M30.00S,2024-11-10T05:45:28.8Z,4,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612761,93,87,2024-11-10T05:45:42Z,5880000,False,,,0,,T. Mann shooting personal FOUL (4 PF) (Quickley 2 FT),"[1629611, 1630193]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,,,Mann,T. Mann,,,,,2534.0,4.0,0.0,Quickley,1630193.0,,,,,,,,,
599,PT04M30.00S,2024-11-10T05:45:59.4Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630193,,,1610612761,93,88,2024-11-10T05:45:59Z,5900000,False,,,0,,I. Quickley Free Throw 1 of 2 (15 PTS),[1630193],1610612761.0,TOR,,,,,,,,,,Made,Quickley,I. Quickley,,,,,,,,,,15.0,,,,,,,,
600,PT04M30.00S,2024-11-10T05:46:16.9Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630193,,,1610612761,93,89,2024-11-10T05:46:16Z,5910000,False,,,0,,I. Quickley Free Throw 2 of 2 (16 PTS),[1630193],1610612761.0,TOR,,,,,,,,,,Made,Quickley,I. Quickley,,,,,,,,,,16.0,,,,,,,,
601,PT04M14.00S,2024-11-10T05:46:40.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627884,89.70105124835742,50.49019607843137,1610612746,93,89,2024-11-10T05:47:14Z,5920000,False,2.0,44.0,1,right,MISS D. Jones Jr. driving floating Shot - blocked,"[1627884, 1628981]",1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,4.44,Missed,Jones Jr.,D. Jones Jr.,,,,,,,,,,,Fernando,1628981.0,,,,,,
602,PT04M14.00S,2024-11-10T05:46:40.5Z,4,REGULAR,block,,[],1628981,,,1610612746,93,89,2024-11-10T05:46:42Z,5930000,False,,,0,,B. Fernando BLOCK (1 BLK),[1628981],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,
603,PT04M12.00S,2024-11-10T05:46:42.5Z,4,REGULAR,rebound,defensive,[],1628981,,,1610612761,93,89,2024-11-10T05:47:14Z,5940000,False,,,0,,B. Fernando REBOUND (Off:1 Def:1),[1628981],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,Fernando,B. Fernando,601.0,2.0,1.0,1.0,,,,,,,,,,,,,,
604,PT04M08.00S,2024-11-10T05:46:45.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630534,6.783837056504599,45.34313725490196,1610612761,93,91,2024-11-10T05:46:50Z,5950000,False,23.0,11.0,1,left,O. Agbaji running Layup (21 PTS) (B. Fernando 3 AST),"[1630534, 1628981]",1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,2.59,Made,Agbaji,O. Agbaji,,,,,,,,,,21.0,,,B. Fernando,1628981.0,3.0,,,
606,PT04M08.00S,2024-11-10T05:46:51.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,93,91,2024-11-10T05:46:51Z,5970000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT03M52.00S,2024-11-10T05:48:47.1Z,4,REGULAR,turnover,bad pass,[],1626181,,,1610612746,93,91,2024-11-10T05:49:11Z,5980000,False,,,0,,N. Powell bad pass TURNOVER (3 TO),"[1626181, 1630193]",1610612746.0,LAC,,,,,,,Mid-Range,16-24 Left,,,Powell,N. Powell,,,,,,,,,,,,,,,,3.0,Quickley,1630193.0
608,PT03M52.00S,2024-11-10T05:48:47.1Z,4,REGULAR,steal,,[],1630193,,,1610612761,93,91,2024-11-10T05:48:52Z,5990000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612761.0,TOR,,,,,,,Mid-Range,16-24 Left,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
609,PT03M50.00S,2024-11-10T05:48:56.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,93,91,2024-11-10T05:48:56Z,6000000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT03M30.00S,2024-11-10T05:50:40.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628981,5.995400788436268,50.98039215686274,1610612761,93,93,2024-11-10T05:50:45Z,6010000,False,-5.0,4.0,1,left,B. Fernando driving DUNK (4 PTS) (I. Quickley 3 AST),"[1628981, 1630193]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,0.63,Made,Fernando,B. Fernando,,,,,,,,,,4.0,,,I. Quickley,1630193.0,3.0,,,
612,PT03M04.00S,2024-11-10T05:51:06.5Z,4,REGULAR,2pt,Jump Shot,[],1629611,86.67871222076215,69.36274509803921,1610612746,93,93,2024-11-10T05:51:34Z,6030000,False,97.0,73.0,1,right,MISS T. Mann 12' step back Shot,[1629611],1610612746.0,LAC,step back,,,,,,Mid-Range,8-16 Right,12.11,Missed,Mann,T. Mann,,,,,,,,,,,,,,,,,,
613,PT03M02.00S,2024-11-10T05:51:08.5Z,4,REGULAR,rebound,offensive,[],201935,,,1610612746,93,93,2024-11-10T05:51:34Z,6040000,False,,,0,,J. Harden REBOUND (Off:1 Def:10),[201935],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Right,,,Harden,J. Harden,612.0,11.0,10.0,1.0,,,,,,,,,,,,,,
614,PT02M57.00S,2024-11-10T05:51:15.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612746,93,93,2024-11-10T05:51:25Z,6050000,False,,,0,,C. Boucher shooting personal FOUL (2 PF) (Powell 2 FT),"[1628449, 1626181]",1610612761.0,TOR,shooting,,,,,,Restricted Area,0-8 Center,,,Boucher,C. Boucher,,,,,2534.0,2.0,0.0,Powell,1626181.0,,,,,,,,,
616,PT02M57.00S,2024-11-10T05:51:48.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1626181,,,1610612746,94,93,2024-11-10T05:51:48Z,6070000,False,,,0,,N. Powell Free Throw 1 of 2 (18 PTS),[1626181],1610612746.0,LAC,,,,,,,,,,Made,Powell,N. Powell,,,,,,,,,,18.0,,,,,,,,
617,PT02M57.00S,2024-11-10T05:52:12.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1626181,,,1610612746,95,93,2024-11-10T05:52:12Z,6080000,False,,,0,,N. Powell Free Throw 2 of 2 (19 PTS),[1626181],1610612746.0,LAC,,,,,,,,,,Made,Powell,N. Powell,,,,,,,,,,19.0,,,,,,,,
618,PT02M44.00S,2024-11-10T05:52:32.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,5.469776609724048,45.588235294117645,1610612761,95,95,2024-11-10T05:52:36Z,6090000,False,22.0,-1.0,1,left,C. Boucher reverse Layup (12 PTS) (I. Quickley 4 AST),"[1628449, 1630193]",1610612761.0,TOR,reverse,,,,,,Restricted Area,0-8 Center,2.21,Made,Boucher,C. Boucher,,,,,,,,,,12.0,,,I. Quickley,1630193.0,4.0,,,
620,PT02M23.00S,2024-11-10T05:52:57.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628981,,,1610612746,95,95,2024-11-10T05:53:09Z,6110000,False,,,0,,B. Fernando shooting personal FOUL (4 PF) (Harden 2 FT),"[1628981, 201935]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Fernando,B. Fernando,,,,,1204.0,4.0,0.0,Harden,201935.0,,,,,,,,,
622,PT02M23.00S,2024-11-10T05:53:35.4Z,4,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,96,95,2024-11-10T05:53:35Z,6130000,False,,,0,,J. Harden Free Throw 1 of 2 (20 PTS),[201935],1610612746.0,LAC,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,,,20.0,,,,,,,,
623,PT02M23.00S,2024-11-10T05:53:57.7Z,4,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,97,95,2024-11-10T05:53:57Z,6140000,False,,,0,,J. Harden Free Throw 2 of 2 (21 PTS),[201935],1610612746.0,LAC,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,,,21.0,,,,,,,,
624,PT02M11.00S,2024-11-10T05:54:15.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,12.828515111695138,46.32352941176471,1610612761,97,95,2024-11-10T05:54:41Z,6150000,False,18.0,68.0,1,left,MISS I. Quickley 7' driving floating Shot - blocked,"[1630193, 1629611]",1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.05,Missed,Quickley,I. Quickley,,,,,,,,,,,Mann,1629611.0,,,,,,
625,PT02M11.00S,2024-11-10T05:54:15.9Z,4,REGULAR,block,,[],1629611,,,1610612761,97,95,2024-11-10T05:54:19Z,6160000,False,,,0,,T. Mann BLOCK (1 BLK),[1629611],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,
626,PT02M09.00S,2024-11-10T05:54:17.9Z,4,REGULAR,rebound,defensive,[],201935,,,1610612746,97,95,2024-11-10T05:54:41Z,6170000,False,,,0,,J. Harden REBOUND (Off:1 Def:11),[201935],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Harden,J. Harden,624.0,12.0,11.0,1.0,,,,,,,,,,,,,,
627,PT02M02.00S,2024-11-10T05:54:22.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,81.553876478318,4.6568627450980395,1610612746,100,95,2024-11-10T05:54:30Z,6180000,False,-227.0,121.0,1,right,N. Powell 25' 3PT running (22 PTS) (J. Harden 7 AST),"[1626181, 201935]",1610612746.0,LAC,running,,,,,,Above the Break 3,24+ Left Center,25.69,Made,Powell,N. Powell,,,,,,,,,,22.0,,,J. Harden,201935.0,7.0,,,
629,PT01M36.00S,2024-11-10T05:54:54.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,6.521024967148489,43.872549019607845,1610612761,100,97,2024-11-10T05:55:10Z,6200000,False,31.0,9.0,1,left,I. Quickley driving Layup (18 PTS) (G. Dick 2 AST),"[1630193, 1641711]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,3.18,Made,Quickley,I. Quickley,,,,,,,,,,18.0,,,G. Dick,1641711.0,2.0,,,
630,PT01M24.00S,2024-11-10T05:55:14.7Z,4,REGULAR,turnover,lost ball,[],1627826,,,1610612746,100,97,2024-11-10T05:55:32Z,6210000,False,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 1628449]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,1.0,Boucher,1628449.0
631,PT01M24.00S,2024-11-10T05:55:14.7Z,4,REGULAR,steal,,[],1628449,,,1610612761,100,97,2024-11-10T05:55:16Z,6220000,False,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
632,PT01M19.00S,2024-11-10T05:55:17.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628449,6.783837056504599,47.794117647058826,1610612761,100,99,2024-11-10T05:55:45Z,6230000,False,11.0,11.0,1,left,C. Boucher running finger roll Layup (14 PTS),[1628449],1610612761.0,TOR,running finger roll,,,,,,Restricted Area,0-8 Center,1.58,Made,Boucher,C. Boucher,,,,,,,,,,14.0,,,,,,,,
633,PT00M55.90S,2024-11-10T05:55:45.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,88.12417871222075,44.85294117647059,1610612746,102,99,2024-11-10T05:55:48Z,6240000,False,-26.0,59.0,1,right,J. Harden 6' driving floating Jump Shot (23 PTS),[201935],1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.44,Made,Harden,J. Harden,,,,,,,,,,23.0,,,,,,,,
634,PT00M46.30S,2024-11-10T05:56:01.0Z,4,REGULAR,violation,kicked ball,[],1627826,,,1610612761,102,99,2024-11-10T05:56:23Z,6250000,False,,,0,,I. Zubac kicked ball VIOLATION,[1627826],1610612746.0,LAC,,,,,,,,,,,Zubac,I. Zubac,,,,,202007.0,,,,,,,,,,,,,
635,PT00M46.30S,2024-11-10T05:56:11.6Z,4,REGULAR,substitution,out,[],1628449,,,1610612761,102,99,2024-11-10T05:56:18Z,6260000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
636,PT00M46.30S,2024-11-10T05:56:11.6Z,4,REGULAR,substitution,in,[],1629628,,,1610612761,102,99,2024-11-10T05:56:18Z,6270000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
637,PT00M39.00S,2024-11-10T05:56:45.1Z,4,REGULAR,3pt,Jump Shot,[],1630193,28.597240473061763,19.852941176470587,1610612761,102,102,2024-11-10T05:58:13Z,6280000,False,151.0,216.0,1,left,I. Quickley 26' 3PT  (21 PTS) (R. Barrett 3 AST),"[1630193, 1629628]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,26.36,Made,Quickley,I. Quickley,,,,,,,,,,21.0,,,R. Barrett,1629628.0,3.0,,,
639,PT00M38.10S,2024-11-10T05:56:54.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,102,102,2024-11-10T05:56:54Z,6300000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M38.10S,2024-11-10T05:57:50.5Z,4,REGULAR,substitution,out,[],1627884,,,1610612746,102,102,2024-11-10T05:58:24Z,6310000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
642,PT00M38.10S,2024-11-10T05:57:50.5Z,4,REGULAR,substitution,in,[],201587,,,1610612746,102,102,2024-11-10T05:58:24Z,6320000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,
643,PT00M35.50S,2024-11-10T05:58:39.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630534,,,1610612746,102,102,2024-11-10T05:58:46Z,6330000,False,,,0,,O. Agbaji shooting personal FOUL (3 PF) (Powell 2 FT),"[1630534, 1626181]",1610612761.0,TOR,shooting,,,,,,Mid-Range,16-24 Center,,,Agbaji,O. Agbaji,,,,,202007.0,3.0,0.0,Powell,1626181.0,,,,,,,,,
645,PT00M35.50S,2024-11-10T05:59:09.9Z,4,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,102,102,2024-11-10T06:00:55Z,6355000,False,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612746.0,LAC,,,,,,,,,,Missed,Powell,N. Powell,,,,,,,,,,,,,,,,,,
646,PT00M35.50S,2024-11-10T05:59:09.9Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,102,102,2024-11-10T06:00:55Z,6362500,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,645.0,,,,,,,,,,,,,,,,,
649,PT00M35.50S,2024-11-10T05:59:09.9Z,4,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,103,102,2024-11-10T06:00:55Z,6366250,False,,,0,,N. Powell Free Throw 2 of 2 (23 PTS),[1626181],1610612746.0,LAC,,,,,,,,,,Made,Powell,N. Powell,,,,,,,,,,23.0,,,,,,,,
647,PT00M35.50S,2024-11-10T05:59:10.8Z,4,REGULAR,substitution,out,[],1627826,,,1610612761,103,102,2024-11-10T06:00:55Z,6370000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
648,PT00M35.50S,2024-11-10T05:59:10.8Z,4,REGULAR,substitution,in,[],1627884,,,1610612761,103,102,2024-11-10T06:00:55Z,6380000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
650,PT00M29.80S,2024-11-10T05:59:44.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,5.863994743758213,46.81372549019608,1610612761,103,102,2024-11-10T06:00:28Z,6385000,False,16.0,3.0,1,left,MISS I. Quickley driving Layup,[1630193],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,1.61,Missed,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
651,PT00M28.70S,2024-11-10T05:59:45.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612746,103,102,2024-11-10T06:04:01Z,6387500,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,,650.0,,,,,,,,,,,,,,,,,
652,PT00M28.70S,2024-11-10T05:59:52.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628981,,,1610612746,103,102,2024-11-10T06:04:05Z,6420000,False,,,0,,B. Fernando loose ball personal FOUL (5 PF) (Harden 2 FT),"[1628981, 201935]",1610612761.0,TOR,loose ball,,,,,,Mid-Range,8-16 Right,,,Fernando,B. Fernando,,,,,202007.0,5.0,0.0,Harden,201935.0,,,,,,,,,
654,PT00M28.70S,2024-11-10T06:00:39.7Z,4,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,103,102,2024-11-10T06:00:39Z,6440000,False,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612746.0,LAC,,,,,,,,,,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
655,PT00M28.70S,2024-11-10T06:00:39.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,103,102,2024-11-10T06:00:39Z,6450000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,654.0,,,,,,,,,,,,,,,,,
656,PT00M28.70S,2024-11-10T06:00:57.6Z,4,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,104,102,2024-11-10T06:00:57Z,6460000,False,,,0,,J. Harden Free Throw 2 of 2 (24 PTS),[201935],1610612746.0,LAC,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,,,24.0,,,,,,,,
657,PT00M15.90S,2024-11-10T06:01:13.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,5.469776609724048,53.431372549019606,1610612761,104,102,2024-11-10T06:01:51Z,6470000,False,-17.0,-1.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,1.72,Missed,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
658,PT00M14.90S,2024-11-10T06:01:14.9Z,4,REGULAR,rebound,defensive,[],1626181,,,1610612746,104,102,2024-11-10T06:01:51Z,6480000,False,,,0,,N. Powell REBOUND (Off:0 Def:3),[1626181],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Powell,N. Powell,657.0,3.0,3.0,0.0,,,,,,,,,,,,,,
659,PT00M08.70S,2024-11-10T06:01:22.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630193,,,1610612746,104,102,2024-11-10T06:01:32Z,6490000,False,,,0,,I. Quickley take personal FOUL (2 PF) (Powell 2 FT),"[1630193, 1626181]",1610612761.0,TOR,take,,,,,,Above the Break 3,24+ Right Center,,,Quickley,I. Quickley,,,,,202007.0,2.0,0.0,Powell,1626181.0,,,,,,,,,
661,PT00M08.70S,2024-11-10T06:01:57.7Z,4,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,104,102,2024-11-10T06:01:57Z,6510000,False,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612746.0,LAC,,,,,,,,,,Missed,Powell,N. Powell,,,,,,,,,,,,,,,,,,
662,PT00M08.70S,2024-11-10T06:01:57.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,104,102,2024-11-10T06:01:57Z,6520000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,661.0,,,,,,,,,,,,,,,,,
663,PT00M08.70S,2024-11-10T06:02:11.0Z,4,REGULAR,substitution,out,[],1630534,,,1610612746,104,102,2024-11-10T06:02:16Z,6530000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
664,PT00M08.70S,2024-11-10T06:02:11.0Z,4,REGULAR,substitution,in,[],1627751,,,1610612746,104,102,2024-11-10T06:02:16Z,6540000,False,,,0,,SUB in: J. Pöltl,[1627751],1610612761.0,TOR,,,,,,,,,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
665,PT00M08.70S,2024-11-10T06:02:33.4Z,4,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,105,102,2024-11-10T06:02:33Z,6550000,False,,,0,,N. Powell Free Throw 2 of 2 (24 PTS),[1626181],1610612746.0,LAC,,,,,,,,,,Made,Powell,N. Powell,,,,,,,,,,24.0,,,,,,,,
666,PT00M08.70S,2024-11-10T06:02:39.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,105,102,2024-11-10T06:02:39Z,6560000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M08.70S,2024-11-10T06:03:05.6Z,4,REGULAR,substitution,out,[],1628981,,,1610612761,105,102,2024-11-10T06:04:03Z,6570000,False,,,0,,SUB out: B. Fernando,[1628981],1610612761.0,TOR,,,,,,,,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,
668,PT00M08.70S,2024-11-10T06:03:05.6Z,4,REGULAR,substitution,in,[],1642419,,,1610612761,105,102,2024-11-10T06:04:03Z,6580000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,
669,PT00M06.90S,2024-11-10T06:04:19.7Z,4,REGULAR,foul,personal,[],201935,,,1610612761,105,102,2024-11-10T06:04:27Z,6590000,False,,,0,,J. Harden take personal FOUL (2 PF),"[201935, 1627751]",1610612746.0,LAC,take,,,,,,Above the Break 3,24+ Left Center,,,Harden,J. Harden,,,,,2534.0,2.0,0.0,Pöltl,1627751.0,,,,,,,,,
671,PT00M06.20S,2024-11-10T06:04:39.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627884,,,1610612761,105,102,2024-11-10T06:04:51Z,6610000,False,,,0,,D. Jones Jr. take personal FOUL (5 PF) (Pöltl 2 FT),"[1627884, 1627751]",1610612746.0,LAC,take,,,,,,Above the Break 3,24+ Left Center,,,Jones Jr.,D. Jones Jr.,,,,,2534.0,5.0,0.0,Pöltl,1627751.0,,,,,,,,,
673,PT00M06.20S,2024-11-10T06:05:06.3Z,4,REGULAR,freethrow,1 of 2,[],1627751,,,1610612761,105,103,2024-11-10T06:05:06Z,6630000,False,,,0,,J. Pöltl Free Throw 1 of 2 (5 PTS),[1627751],1610612761.0,TOR,,,,,,,,,,Made,Pöltl,J. Pöltl,,,,,,,,,,5.0,,,,,,,,
674,PT00M06.20S,2024-11-10T06:05:07.3Z,4,REGULAR,substitution,out,[],1626181,,,1610612761,105,103,2024-11-10T06:05:15Z,6640000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,
675,PT00M06.20S,2024-11-10T06:05:07.3Z,4,REGULAR,substitution,in,[],1627826,,,1610612761,105,103,2024-11-10T06:05:15Z,6650000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
676,PT00M06.20S,2024-11-10T06:05:06.3Z,4,REGULAR,freethrow,2 of 2,[],1627751,,,1610612761,105,103,2024-11-10T06:05:39Z,6660000,False,,,0,,MISS J. Pöltl Free Throw 2 of 2,[1627751],1610612761.0,TOR,,,,,,,,,,Missed,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
677,PT00M06.00S,2024-11-10T06:05:06.5Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612761,105,103,2024-11-10T06:06:03Z,6670000,False,,,0,,J. Pöltl REBOUND (Off:2 Def:10),[1627751],1610612761.0,TOR,,,,,,,,,,,Pöltl,J. Pöltl,676.0,12.0,10.0,2.0,,,,,,,,,,,,,,
678,PT00M04.80S,2024-11-10T06:05:33.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,15.456636005256241,50.73529411764706,1610612761,105,103,2024-11-10T06:06:38Z,6680000,False,-4.0,93.0,1,left,MISS J. Pöltl 9' tip Layup,[1627751],1610612761.0,TOR,tip,,,,,,In The Paint (Non-RA),8-16 Center,9.29,Missed,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
679,PT00M02.50S,2024-11-10T06:05:35.3Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,105,103,2024-11-10T06:06:38Z,6690000,False,,,0,,I. Zubac REBOUND (Off:2 Def:10),[1627826],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Zubac,I. Zubac,678.0,12.0,10.0,2.0,,,,,,,,,,,,,,
