actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
351,PT10M21.00S,2023-12-14T01:57:14.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612761,67,68,2023-12-14T01:57:18Z,3400000,False,0.0,0.0,1,left,MISS J. Poeltl tip Layup - blocked,"[1627751, 1627749]",1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,Murray,1627749.0,,,,,,,
367,PT10M21.00S,2023-12-14T01:57:14.4Z,3,REGULAR,block,,[],1627749,,,1610612761,67,68,2023-12-14T01:58:59Z,3405000,False,,,0,,D. Murray BLOCK (1 BLK),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
352,PT10M21.00S,2023-12-14T01:57:14.4Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,67,68,2023-12-14T01:57:18Z,3410000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:5),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,351.0,9.0,5.0,4.0,,,,,,,,,,,,
353,PT10M18.00S,2023-12-14T01:57:16.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612761,69,68,2023-12-14T01:57:16Z,3420000,False,0.0,0.0,1,left,J. Poeltl putback Layup (4 PTS),[1627751],1610612761.0,TOR,putback,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
354,PT10M06.00S,2023-12-14T01:57:29.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,91.67214191852825,58.57843137254902,1610612737,69,70,2023-12-14T01:57:37Z,3430000,False,43.0,26.0,1,right,T. Young driving finger roll Layup (22 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.01,Made,22.0,,,,,,,,,,,,,,,,,
355,PT09M49.00S,2023-12-14T01:57:47.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,5.469776609724048,49.01960784313725,1610612761,71,70,2023-12-14T01:57:51Z,3440000,False,5.0,-1.0,1,left,J. Poeltl DUNK (6 PTS) (S. Barnes 4 AST),"[1627751, 1630567]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.5,Made,6.0,,,,,,,,,,,S. Barnes,1630567.0,4.0,,,,
357,PT09M39.00S,2023-12-14T01:57:56.0Z,3,REGULAR,3pt,Jump Shot,[],202083,68.41327201051249,20.34313725490196,1610612737,71,70,2023-12-14T01:58:01Z,3460000,False,-148.0,244.0,1,right,MISS W. Matthews 28' 3PT,[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Left Center,28.59,Missed,,,,,,,,,,,,,,,,,,
358,PT09M35.00S,2023-12-14T01:58:00.0Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,71,70,2023-12-14T01:58:01Z,3470000,False,,,0,,S. Barnes REBOUND (Off:1 Def:7),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,357.0,8.0,7.0,1.0,,,,,,,,,,,,
359,PT09M28.00S,2023-12-14T01:58:06.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,19.793035479632064,91.91176470588235,1610612761,74,70,2023-12-14T01:58:13Z,3480000,False,-210.0,134.0,1,left,O. Anunoby 24' 3PT running (14 PTS) (J. Poeltl 5 AST),"[1628384, 1627751]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,24.86,Made,14.0,,,,,,,,,,,J. Poeltl,1627751.0,5.0,,,,
361,PT09M07.00S,2023-12-14T01:58:28.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,94.03745072273325,52.69607843137255,1610612737,74,70,2023-12-14T01:58:32Z,3500000,False,13.0,4.0,1,right,MISS C. Capela cutting Layup - blocked,"[203991, 1630567]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,Barnes,1630567.0,,,,,,,
364,PT09M07.00S,2023-12-14T01:58:28.6Z,3,REGULAR,block,,[],1630567,,,1610612737,74,70,2023-12-14T01:58:40Z,3505000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
362,PT09M05.00S,2023-12-14T01:58:30.6Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,74,70,2023-12-14T01:58:40Z,3510000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,361.0,3.0,2.0,1.0,,,,,,,,,,,,
363,PT08M58.00S,2023-12-14T01:58:37.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630567,3.7614980289093296,1.9607843137254901,1610612761,77,70,2023-12-14T01:58:48Z,3520000,False,240.0,-17.0,1,left,S. Barnes 24' 3PT running (15 PTS) (P. Siakam 3 AST),"[1630567, 1627783]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,24.08,Made,15.0,,,,,,,,,,,P. Siakam,1627783.0,3.0,,,,
366,PT08M57.00S,2023-12-14T01:58:44.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,77,70,2023-12-14T01:58:44Z,3540000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT08M45.00S,2023-12-14T02:01:54.9Z,3,REGULAR,3pt,Jump Shot,[],202083,87.46714848883047,95.58823529411765,1610612737,77,70,2023-12-14T02:01:59Z,3550000,False,228.0,65.0,1,right,MISS W. Matthews step back 3PT,[202083],1610612737.0,ATL,step back,,,Matthews,W. Matthews,,,,,Right Corner 3,24+ Right,23.71,Missed,,,,,,,,,,,,,,,,,,
369,PT08M42.00S,2023-12-14T02:01:57.9Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,77,70,2023-12-14T02:01:59Z,3560000,False,,,0,,C. Capela REBOUND (Off:3 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Right Corner 3,24+ Right,,,,,368.0,7.0,4.0,3.0,,,,,,,,,,,,
370,PT08M40.00S,2023-12-14T02:01:59.9Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612737,77,70,2023-12-14T02:02:08Z,3570000,False,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Capela 2 FT),"[1627751, 203991]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,1162.0,,,,,,,,,,,,,2.0,0.0,Capela,203991.0
372,PT08M40.00S,2023-12-14T02:02:27.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203991,,,1610612737,77,71,2023-12-14T02:02:27Z,3590000,False,,,0,,C. Capela Free Throw 1 of 2 (14 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
373,PT08M40.00S,2023-12-14T02:02:41.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203991,,,1610612737,77,72,2023-12-14T02:02:41Z,3600000,False,,,0,,C. Capela Free Throw 2 of 2 (15 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
374,PT08M28.00S,2023-12-14T02:02:55.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,5.732588699080158,51.470588235294116,1610612761,77,72,2023-12-14T02:03:01Z,3610000,False,-7.0,1.0,1,left,MISS D. Schroder cutting Layup,[203471],1610612761.0,TOR,cutting,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,0.75,Missed,,,,,,,,,,,,,,,,,,
375,PT08M26.00S,2023-12-14T02:02:57.5Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612737,77,72,2023-12-14T02:03:01Z,3620000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,374.0,2.0,1.0,1.0,,,,,,,,,,,,
376,PT08M22.00S,2023-12-14T02:03:01.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,72.35545335085413,18.627450980392158,1610612737,77,72,2023-12-14T02:03:09Z,3630000,False,-157.0,207.0,1,right,MISS S. Bey 26' running 3PT,[1630180],1610612737.0,ATL,running,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
377,PT08M21.00S,2023-12-14T02:03:02.4Z,3,REGULAR,rebound,offensive,[],202083,,,1610612737,77,72,2023-12-14T02:03:09Z,3640000,False,,,0,,W. Matthews REBOUND (Off:1 Def:0),[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Left Center,,,,,376.0,1.0,0.0,1.0,,,,,,,,,,,,
378,PT08M21.00S,2023-12-14T02:03:08.0Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612737,77,72,2023-12-14T02:03:14Z,3650000,False,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Matthews 2 FT),"[1627751, 202083]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,202026.0,,,,,,,,,,,,,3.0,0.0,Matthews,202083.0
380,PT08M21.00S,2023-12-14T02:03:32.3Z,3,REGULAR,freethrow,1 of 2,"['2ndchance', 'fastbreak']",202083,,,1610612737,77,73,2023-12-14T02:03:32Z,3670000,False,,,0,,W. Matthews Free Throw 1 of 2 (4 PTS),[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
381,PT08M21.00S,2023-12-14T02:03:47.1Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', '2ndchance']",202083,,,1610612737,77,74,2023-12-14T02:03:47Z,3680000,False,,,0,,W. Matthews Free Throw 2 of 2 (5 PTS),[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
382,PT08M07.00S,2023-12-14T02:04:04.3Z,3,REGULAR,3pt,Jump Shot,[],203471,31.882391590013142,63.725490196078425,1610612761,80,74,2023-12-14T02:04:08Z,3690000,False,-69.0,247.0,1,left,D. Schroder 25' 3PT  (11 PTS) (P. Siakam 4 AST),"[203471, 1627783]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,25.65,Made,11.0,,,,,,,,,,,P. Siakam,1627783.0,4.0,,,,
384,PT07M50.00S,2023-12-14T02:04:20.7Z,3,REGULAR,3pt,Jump Shot,[],1630180,74.45795006570303,14.705882352941178,1610612737,80,74,2023-12-14T02:04:32Z,3710000,False,-176.0,188.0,1,right,MISS S. Bey 25' 3PT,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,25.76,Missed,,,,,,,,,,,,,,,,,,
385,PT07M48.00S,2023-12-14T02:04:22.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,80,74,2023-12-14T02:04:32Z,3720000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,384.0,,,,,,,,,,,,,,,
386,PT07M48.00S,2023-12-14T02:04:30.1Z,3,REGULAR,foul,personal,[],202083,,,1610612761,80,74,2023-12-14T02:04:49Z,3730000,False,,,0,,W. Matthews loose ball personal FOUL (2 PF),"[202083, 1627751]",1610612737.0,ATL,loose ball,,,Matthews,W. Matthews,,,,,Restricted Area,0-8 Center,,,,1204.0,,,,,,,,,,,,,2.0,0.0,Poeltl,1627751.0
388,PT07M39.00S,2023-12-14T02:04:50.0Z,3,REGULAR,turnover,bad pass,[],203471,,,1610612761,80,74,2023-12-14T02:04:54Z,3750000,False,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 1630180]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Bey,1630180.0,,,,,,,,,
389,PT07M39.00S,2023-12-14T02:04:50.0Z,3,REGULAR,steal,,[],1630180,,,1610612737,80,74,2023-12-14T02:04:51Z,3760000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
390,PT07M35.00S,2023-12-14T02:04:54.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629027,92.72339027595268,56.127450980392155,1610612737,80,76,2023-12-14T02:05:00Z,3770000,False,31.0,16.0,1,right,T. Young running Layup (24 PTS) (S. Bey 2 AST),"[1629027, 1630180]",1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.45,Made,24.0,,,,,,,,,,,S. Bey,1630180.0,2.0,,,,
392,PT07M24.00S,2023-12-14T02:05:04.1Z,3,REGULAR,3pt,Jump Shot,[],1627783,4.944152431011826,95.58823529411765,1610612761,83,76,2023-12-14T02:05:08Z,3790000,False,-228.0,-6.0,1,left,P. Siakam 3PT  (27 PTS) (S. Barnes 5 AST),"[1627783, 1630567]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,22.8,Made,27.0,,,,,,,,,,,S. Barnes,1630567.0,5.0,,,,
394,PT07M08.00S,2023-12-14T02:05:20.0Z,3,REGULAR,3pt,Jump Shot,[],1629027,62.5,15.441176470588236,1610612737,83,79,2023-12-14T02:05:24Z,3810000,False,-173.0,300.0,1,right,T. Young 34' 3PT  (27 PTS) (D. Murray 5 AST),"[1629027, 1627749]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,34.62,Made,27.0,,,,,,,,,,,D. Murray,1627749.0,5.0,,,,
396,PT06M57.00S,2023-12-14T02:05:32.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.652431011826544,43.627450980392155,1610612761,83,79,2023-12-14T02:05:51Z,3830000,False,32.0,10.0,1,left,MISS J. Poeltl cutting finger roll Layup - blocked,"[1627751, 203991]",1610612761.0,TOR,cutting finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,Capela,203991.0,,,,,,,
397,PT06M57.00S,2023-12-14T02:05:32.6Z,3,REGULAR,block,,[],203991,,,1610612761,83,79,2023-12-14T02:05:35Z,3840000,False,,,0,,C. Capela BLOCK (3 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
398,PT06M56.00S,2023-12-14T02:05:33.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,83,79,2023-12-14T02:05:51Z,3850000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,396.0,,,,,,,,,,,,,,,
400,PT06M42.00S,2023-12-14T02:05:51.5Z,3,REGULAR,2pt,Jump Shot,[],1629027,86.81011826544021,71.32352941176471,1610612737,83,81,2023-12-14T02:05:57Z,3870000,False,107.0,71.0,1,right,T. Young 12' driving floating Jump Shot (29 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,8-16 Right,12.84,Made,29.0,,,,,,,,,,,,,,,,,
401,PT06M22.00S,2023-12-14T02:06:11.9Z,3,REGULAR,3pt,Jump Shot,[],1630567,32.14520367936925,63.48039215686274,1610612761,86,81,2023-12-14T02:06:16Z,3880000,False,-67.0,250.0,1,left,S. Barnes 25' 3PT  (18 PTS) (P. Siakam 5 AST),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,25.86,Made,18.0,,,,,,,,,,,P. Siakam,1627783.0,5.0,,,,
403,PT06M07.00S,2023-12-14T02:06:27.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.32917214191852,53.67647058823529,1610612737,86,83,2023-12-14T02:06:32Z,3900000,False,18.0,20.0,1,right,D. Murray driving Layup (12 PTS) (T. Young 11 AST),"[1627749, 1629027]",1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.69,Made,12.0,,,,,,,,,,,T. Young,1629027.0,11.0,,,,
405,PT05M43.00S,2023-12-14T02:06:50.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,13.354139290407357,48.529411764705884,1610612761,86,83,2023-12-14T03:08:43Z,3920000,False,7.0,73.0,1,left,MISS P. Siakam 7' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.34,Missed,,,,,,,,,,,,,,,,,,
406,PT05M41.00S,2023-12-14T02:06:52.3Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,86,83,2023-12-14T02:06:55Z,3930000,False,,,0,,T. Young REBOUND (Off:0 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,405.0,3.0,3.0,0.0,,,,,,,,,,,,
407,PT05M34.00S,2023-12-14T02:06:59.5Z,3,REGULAR,3pt,Jump Shot,[],202083,71.30420499342969,17.401960784313726,1610612737,86,83,2023-12-14T02:07:03Z,3940000,False,-163.0,217.0,1,right,MISS W. Matthews 27' 3PT,[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Left Center,27.16,Missed,,,,,,,,,,,,,,,,,,
408,PT05M32.00S,2023-12-14T02:07:01.5Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,86,83,2023-12-14T02:07:03Z,3950000,False,,,0,,S. Barnes REBOUND (Off:1 Def:8),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,407.0,9.0,8.0,1.0,,,,,,,,,,,,
409,PT05M26.00S,2023-12-14T02:07:12.4Z,3,REGULAR,foul,personal,[],202083,,,1610612761,86,83,2023-12-14T02:07:19Z,3960000,False,,,0,,W. Matthews personal FOUL (3 PF),"[202083, 1627783]",1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,Mid-Range,8-16 Right,,,,1204.0,,,,,,,,,,,,,3.0,0.0,Siakam,1627783.0
411,PT05M26.00S,2023-12-14T02:07:18.3Z,3,REGULAR,substitution,out,[],203471,,,1610612761,86,83,2023-12-14T02:07:26Z,3980000,False,,,0,,SUB out: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M26.00S,2023-12-14T02:07:18.3Z,3,REGULAR,substitution,out,[],1629027,,,1610612761,86,83,2023-12-14T02:07:26Z,3990000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M26.00S,2023-12-14T02:07:18.3Z,3,REGULAR,substitution,out,[],1630180,,,1610612761,86,83,2023-12-14T02:07:26Z,4000000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M26.00S,2023-12-14T02:07:18.3Z,3,REGULAR,substitution,in,[],1630201,,,1610612761,86,83,2023-12-14T02:07:26Z,4010000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M26.00S,2023-12-14T02:07:18.3Z,3,REGULAR,substitution,in,[],203992,,,1610612761,86,83,2023-12-14T02:07:26Z,4020000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M26.00S,2023-12-14T02:07:18.3Z,3,REGULAR,substitution,in,[],1630168,,,1610612761,86,83,2023-12-14T02:07:26Z,4030000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M26.00S,2023-12-14T02:07:18.3Z,3,REGULAR,substitution,out,[],202083,,,1610612761,86,83,2023-12-14T02:07:39Z,4040000,False,,,0,,SUB out: W. Matthews,[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M26.00S,2023-12-14T02:07:18.3Z,3,REGULAR,substitution,in,[],1629726,,,1610612761,86,83,2023-12-14T02:07:39Z,4050000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M26.00S,2023-12-14T02:07:18.3Z,3,REGULAR,substitution,out,[],1628384,,,1610612761,86,83,2023-12-14T02:07:52Z,4060000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M26.00S,2023-12-14T02:07:18.3Z,3,REGULAR,substitution,in,[],1629018,,,1610612761,86,83,2023-12-14T02:07:52Z,4070000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M18.00S,2023-12-14T02:08:12.4Z,3,REGULAR,turnover,palming,[],1627783,,,1610612761,86,83,2023-12-14T02:08:18Z,4080000,False,,,0,,P. Siakam palming TURNOVER (2 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,,,,202026.0,,,,,2.0,,,,,,,,,,,
422,PT05M07.00S,2023-12-14T02:08:38.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627749,87.33574244415243,95.58823529411765,1610612737,86,83,2023-12-14T02:08:43Z,4090000,False,228.0,67.0,1,right,MISS D. Murray pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,23.74,Missed,,,,,,,,,,,,,,,,,,
423,PT05M05.00S,2023-12-14T02:08:40.4Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,86,83,2023-12-14T02:08:43Z,4100000,False,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,,,422.0,5.0,4.0,1.0,,,,,,,,,,,,
424,PT04M50.00S,2023-12-14T02:08:56.6Z,3,REGULAR,foul,personal,['2freethrow'],1627749,,,1610612761,86,83,2023-12-14T02:09:02Z,4110000,False,,,0,,D. Murray shooting personal FOUL (1 PF) (Barnes 2 FT),"[1627749, 1630567]",1610612737.0,ATL,shooting,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,202026.0,,,,,,,,,,,,,1.0,0.0,Barnes,1630567.0
426,PT04M50.00S,2023-12-14T02:09:16.7Z,3,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,87,83,2023-12-14T02:09:16Z,4130000,False,,,0,,S. Barnes Free Throw 1 of 2 (19 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
427,PT04M50.00S,2023-12-14T02:09:18.1Z,3,REGULAR,substitution,out,[],1627751,,,1610612761,87,83,2023-12-14T02:09:21Z,4140000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M50.00S,2023-12-14T02:09:18.1Z,3,REGULAR,substitution,in,[],1630173,,,1610612761,87,83,2023-12-14T02:09:21Z,4150000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M50.00S,2023-12-14T02:09:37.4Z,3,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,88,83,2023-12-14T02:09:37Z,4160000,False,,,0,,S. Barnes Free Throw 2 of 2 (20 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
430,PT04M37.00S,2023-12-14T02:09:53.1Z,3,REGULAR,3pt,Jump Shot,[],1630168,93.77463863337714,96.32352941176471,1610612737,88,86,2023-12-14T02:09:57Z,4170000,False,232.0,6.0,1,right,O. Okongwu 3PT  (9 PTS) (B. Bogdanovic 2 AST),"[1630168, 203992]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,23.17,Made,9.0,,,,,,,,,,,B. Bogdanovic,203992.0,2.0,,,,
432,PT04M16.00S,2023-12-14T02:10:14.2Z,3,REGULAR,3pt,Jump Shot,[],1629018,25.312089356110377,84.06862745098039,1610612761,91,86,2023-12-14T02:10:18Z,4190000,False,-170.0,185.0,1,left,G. Trent Jr. 25' 3PT  (6 PTS) (M. Flynn 4 AST),"[1629018, 1630201]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,25.17,Made,6.0,,,,,,,,,,,M. Flynn,1630201.0,4.0,,,,
434,PT03M58.00S,2023-12-14T02:10:31.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.9060446780552,55.392156862745104,1610612737,91,86,2023-12-14T02:10:36Z,4210000,False,27.0,5.0,1,right,MISS D. Murray Layup,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
436,PT03M55.00S,2023-12-14T02:10:34.7Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,91,86,2023-12-14T02:10:36Z,4230000,False,,,0,,C. Capela REBOUND (Off:4 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,434.0,8.0,4.0,4.0,,,,,,,,,,,,
437,PT03M54.00S,2023-12-14T02:10:36.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,92.32917214191852,53.18627450980392,1610612737,91,86,2023-12-14T02:10:41Z,4240000,False,16.0,20.0,1,right,MISS C. Capela Layup - blocked,"[203991, 1630173]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,Achiuwa,1630173.0,,,,,,,
