actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
256,PT04M30.00S,2025-03-30T00:54:26.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,9.149145860709593,52.20588235294118,1610612738,42,49,2025-03-30T01:01:20Z,2560000,False,-11.0,34.0,1,left,MISS K. Porziņģis driving floating bank Shot,[204001],1610612738.0,BOS,driving floating bank,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,3.53,Missed,,,,,,,,,,,,,,,,,,
257,PT04M28.00S,2025-03-30T00:54:28.1Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,42,49,2025-03-30T01:01:20Z,2570000,False,,,0,,J. Sochan REBOUND (Off:2 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,256.0,,,4.0,2.0,2.0,,,,,,,,,,,,
258,PT04M23.00S,2025-03-30T00:54:33.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,94.1688567674113,51.225490196078425,1610612759,44,49,2025-03-30T00:54:54Z,2580000,False,6.0,2.0,1,right,K. Johnson running Layup (11 PTS) (J. Sochan 2 AST),"[1629640, 1631110]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,,,,11.0,J. Sochan,1631110.0,2.0,,,,,,,
260,PT04M23.00S,2025-03-30T00:54:39.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",204001,,,1610612759,44,49,2025-03-30T00:55:01Z,2600000,False,,,0,,K. Porziņģis shooting personal FOUL (3 PF) (Johnson 1 FT),"[204001, 1629640]",1610612738.0,BOS,shooting,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,1627964.0,,,,,,,,3.0,0.0,Johnson,1629640.0
262,PT04M23.00S,2025-03-30T00:54:48.9Z,2,REGULAR,substitution,out,[],204001,,,1610612759,44,49,2025-03-30T00:54:59Z,2620000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M23.00S,2025-03-30T00:54:48.9Z,2,REGULAR,substitution,in,[],1628436,,,1610612759,44,49,2025-03-30T00:54:59Z,2630000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M23.00S,2025-03-30T00:55:11.8Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629640,,,1610612759,45,49,2025-03-30T00:55:11Z,2640000,False,,,0,,K. Johnson Free Throw 1 of 1 (12 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
266,PT04M07.00S,2025-03-30T00:55:30.2Z,2,REGULAR,3pt,Jump Shot,[],201950,18.478975032851512,93.38235294117648,1610612738,45,52,2025-03-30T00:56:08Z,2650000,False,-217.0,121.0,1,left,J. Holiday 24' 3PT  (14 PTS) (J. Tatum 4 AST),"[201950, 1628369]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,24.85,Made,,,,,,,,14.0,J. Tatum,1628369.0,4.0,,,,,,,
268,PT03M53.00S,2025-03-30T00:55:49.9Z,2,REGULAR,3pt,Jump Shot,[],1630170,75.77201051248358,16.176470588235293,1610612759,45,52,2025-03-30T01:03:44Z,2670000,False,-169.0,175.0,1,right,MISS D. Vassell 24' pullup 3PT,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,24.35,Missed,,,,,,,,,,,,,,,,,,
269,PT03M51.00S,2025-03-30T00:55:51.9Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,45,52,2025-03-30T01:03:44Z,2680000,False,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,268.0,,,4.0,4.0,0.0,,,,,,,,,,,,
270,PT03M42.00S,2025-03-30T00:55:57.0Z,2,REGULAR,3pt,Jump Shot,[],1628401,18.084756898817346,93.13725490196079,1610612738,45,52,2025-03-30T00:56:33Z,2690000,False,-216.0,117.0,1,left,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,24.56,Missed,,,,,,,,,,,,,,,,,,
271,PT03M42.00S,2025-03-30T00:55:57.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,45,52,2025-03-30T00:56:33Z,2700000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,270.0,,,,,,,,,,,,,,,,,
273,PT03M31.00S,2025-03-30T00:56:19.0Z,2,REGULAR,3pt,Jump Shot,[],1631110,67.7562417871222,60.5392156862745,1610612759,45,52,2025-03-30T00:56:37Z,2720000,False,53.0,251.0,1,right,MISS J. Sochan 25' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,25.61,Missed,,,,,,,,,,,,,,,,,,
274,PT03M31.00S,2025-03-30T00:56:21.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,45,52,2025-03-30T00:56:21Z,2730000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,273.0,,,,,,,,,,,,,,,,,
276,PT03M31.00S,2025-03-30T00:56:25.2Z,2,REGULAR,substitution,out,[],1629640,,,1610612738,45,52,2025-03-30T00:56:29Z,2750000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M31.00S,2025-03-30T00:56:25.2Z,2,REGULAR,substitution,in,[],1642264,,,1610612738,45,52,2025-03-30T00:56:29Z,2760000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M19.00S,2025-03-30T00:56:46.6Z,2,REGULAR,2pt,Jump Shot,[],1628369,18.2161629434954,24.019607843137255,1610612738,45,54,2025-03-30T01:04:50Z,2770000,False,130.0,119.0,1,left,J. Tatum 17' step back Jump Shot (10 PTS) (D. White 4 AST),"[1628369, 1628401]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,17.6,Made,,,,,,,,10.0,D. White,1628401.0,4.0,,,,,,,
280,PT02M59.00S,2025-03-30T00:57:06.5Z,2,REGULAR,3pt,Jump Shot,[],1631110,91.93495400788436,95.58823529411765,1610612759,45,54,2025-03-30T00:57:22Z,2790000,False,228.0,23.0,1,right,MISS J. Sochan 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Right Corner 3,24+ Right,22.91,Missed,,,,,,,,,,,,,,,,,,
281,PT02M54.00S,2025-03-30T00:57:11.1Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,45,54,2025-03-30T00:57:11Z,2800000,False,,,0,,D. White REBOUND (Off:0 Def:5),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,280.0,,,5.0,5.0,0.0,,,,,,,,,,,,
282,PT02M51.00S,2025-03-30T00:57:18.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,5.206964520367937,47.05882352941176,1610612738,45,54,2025-03-30T01:06:39Z,2810000,False,15.0,-4.0,1,left,MISS J. Tatum running Layup,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.51,Missed,,,,,,,,,,,,,,,,,,
283,PT02M50.00S,2025-03-30T00:57:19.4Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,45,54,2025-03-30T01:06:39Z,2820000,False,,,0,,L. Kornet REBOUND (Off:4 Def:4),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,282.0,,,8.0,4.0,4.0,,,,,,,,,,,,
284,PT02M50.00S,2025-03-30T00:57:21.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1628436,5.590000152587891,50.0,1610612738,45,54,2025-03-30T01:10:32Z,2830000,False,0.0,0.0,1,left,MISS L. Kornet tip Layup,[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
285,PT02M48.00S,2025-03-30T00:57:23.9Z,2,REGULAR,rebound,defensive,[],203084,,,1610612759,45,54,2025-03-30T01:06:47Z,2840000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,284.0,,,1.0,1.0,0.0,,,,,,,,,,,,
286,PT02M39.00S,2025-03-30T00:57:26.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642264,96.00854139290408,94.11764705882352,1610612759,48,54,2025-03-30T00:57:32Z,2850000,False,221.0,-15.0,1,right,S. Castle 3PT running (11 PTS) (J. Sochan 3 AST),"[1642264, 1631110]",1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Right Corner 3,24+ Right,22.11,Made,,,,,,,,11.0,J. Sochan,1631110.0,3.0,,,,,,,
288,PT02M26.00S,2025-03-30T00:57:39.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,10.726018396846255,4.411764705882353,1610612738,48,57,2025-03-30T00:57:43Z,2870000,False,228.0,48.0,1,left,J. Brown 3PT pullup (6 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.3,Made,,,,,,,,6.0,,,,,,,,,,
289,PT02M11.00S,2025-03-30T00:57:54.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,91.01511169513797,43.13725490196079,1610612759,50,57,2025-03-30T01:27:14Z,2880000,False,-34.0,32.0,1,right,S. Castle driving floating Jump Shot (13 PTS),[1642264],1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,4.69,Made,,,,,,,,13.0,,,,,,,,,,
290,PT01M51.00S,2025-03-30T00:58:14.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,25.57490144546649,82.59803921568627,1610612738,50,57,2025-03-30T01:08:31Z,2890000,False,-163.0,188.0,1,left,MISS J. Tatum 24' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,,
291,PT01M49.00S,2025-03-30T00:58:16.2Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,50,57,2025-03-30T00:58:20Z,2900000,False,,,0,,D. Vassell REBOUND (Off:0 Def:4),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,290.0,,,4.0,4.0,0.0,,,,,,,,,,,,
292,PT01M32.00S,2025-03-30T00:58:32.9Z,2,REGULAR,3pt,Jump Shot,[],1642264,77.7431011826544,89.4607843137255,1610612759,50,57,2025-03-30T01:09:06Z,2910000,False,197.0,157.0,1,right,MISS S. Castle 25' step back 3PT,[1642264],1610612759.0,SAS,step back,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
293,PT01M29.00S,2025-03-30T00:58:35.9Z,2,REGULAR,rebound,defensive,[],201950,,,1610612738,50,57,2025-03-30T00:58:38Z,2920000,False,,,0,,J. Holiday REBOUND (Off:0 Def:4),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,292.0,,,4.0,4.0,0.0,,,,,,,,,,,,
294,PT01M24.00S,2025-03-30T00:58:41.5Z,2,REGULAR,3pt,Jump Shot,[],1628401,4.155716162943495,96.07843137254902,1610612738,50,60,2025-03-30T01:09:48Z,2930000,False,-230.0,-13.0,1,left,D. White 3PT  (6 PTS) (J. Tatum 5 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,23.08,Made,,,,,,,,6.0,J. Tatum,1628369.0,5.0,,,,,,,
296,PT01M04.00S,2025-03-30T00:59:05.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612759,50,60,2025-03-30T00:59:25Z,2950000,False,,,0,,J. Tatum personal FOUL (1 PF) (Sochan 2 FT),"[1628369, 1631110]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,,,,,,2534.0,,,,,,,,1.0,0.0,Sochan,1631110.0
298,PT01M04.00S,2025-03-30T00:59:28.2Z,2,REGULAR,freethrow,1 of 2,[],1631110,,,1610612759,51,60,2025-03-30T00:59:28Z,2970000,False,,,0,,J. Sochan Free Throw 1 of 2 (10 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
299,PT01M04.00S,2025-03-30T00:59:30.0Z,2,REGULAR,substitution,out,[],203084,,,1610612759,51,60,2025-03-30T00:59:39Z,2980000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M04.00S,2025-03-30T00:59:30.0Z,2,REGULAR,substitution,in,[],1630577,,,1610612759,51,60,2025-03-30T00:59:39Z,2990000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M04.00S,2025-03-30T00:59:45.4Z,2,REGULAR,freethrow,2 of 2,[],1631110,,,1610612759,52,60,2025-03-30T00:59:45Z,3000000,False,,,0,,J. Sochan Free Throw 2 of 2 (11 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
302,PT00M46.20S,2025-03-30T01:00:06.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,6.389618922470433,55.392156862745104,1610612738,52,62,2025-03-30T01:10:50Z,3010000,False,-27.0,8.0,1,left,J. Holiday driving Layup (16 PTS),[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,,,,16.0,,,,,,,,,,
303,PT00M30.50S,2025-03-30T01:00:28.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,93.38042049934296,47.549019607843135,1610612759,52,62,2025-03-30T01:00:34Z,3020000,False,-12.0,10.0,1,right,MISS J. Sochan driving DUNK,[1631110],1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.57,Missed,,,,,,,,,,,,,,,,,,
304,PT00M28.20S,2025-03-30T01:00:30.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,52,62,2025-03-30T01:00:34Z,3030000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,303.0,,,6.0,6.0,0.0,,,,,,,,,,,,
305,PT00M24.70S,2025-03-30T01:00:35.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,5.995400788436268,52.69607843137255,1610612738,52,64,2025-03-30T01:11:46Z,3040000,False,-13.0,4.0,1,left,J. Tatum running reverse Layup (12 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,running reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.41,Made,,,,,,,,12.0,J. Brown,1627759.0,2.0,,,,,,,
307,PT00M04.70S,2025-03-30T01:01:00.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,93.11760840998686,45.588235294117645,1610612759,52,64,2025-03-30T01:12:50Z,3060000,False,-22.0,12.0,1,right,MISS S. Castle driving Layup - blocked,"[1642264, 1628401]",1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,2.52,Missed,,White,1628401.0,,,,,,,,,,,,,,,
308,PT00M04.70S,2025-03-30T01:01:00.4Z,2,REGULAR,block,,[],1628401,,,1610612759,52,64,2025-03-30T01:01:02Z,3070000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
309,PT00M02.70S,2025-03-30T01:01:02.4Z,2,REGULAR,rebound,offensive,[],1631110,,,1610612759,52,64,2025-03-30T01:12:50Z,3080000,False,,,0,,J. Sochan REBOUND (Off:3 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,307.0,,,5.0,2.0,3.0,,,,,,,,,,,,
310,PT00M00.00S,2025-03-30T01:01:05.6Z,2,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",1631110,94.40999984741211,50.0,1610612759,52,64,2025-03-30T01:13:08Z,3090000,False,0.0,0.0,1,right,MISS J. Sochan turnaround fadeaway Shot,[1631110],1610612759.0,SAS,turnaround fadeaway,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
311,PT00M00.00S,2025-03-30T01:01:05.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,52,64,2025-03-30T01:01:08Z,3100000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,310.0,,,,,,,,,,,,,,,,,
312,PT00M00.00S,2025-03-30T01:01:11.4Z,2,REGULAR,period,end,[],0,,,1610612759,52,64,2025-03-30T01:01:11Z,3110000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2025-03-30T01:16:12.8Z,3,REGULAR,substitution,out,['startperiod'],1630577,,,1610612759,52,64,2025-03-30T01:16:28Z,3120000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2025-03-30T01:16:12.8Z,3,REGULAR,substitution,out,['startperiod'],1628436,,,1610612759,52,64,2025-03-30T01:16:28Z,3130000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2025-03-30T01:16:12.8Z,3,REGULAR,substitution,in,['startperiod'],203084,,,1610612759,52,64,2025-03-30T01:16:28Z,3140000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2025-03-30T01:16:12.8Z,3,REGULAR,substitution,in,['startperiod'],204001,,,1610612759,52,64,2025-03-30T01:16:28Z,3150000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2025-03-30T01:16:36.7Z,3,REGULAR,period,start,[],0,,,1610612759,52,64,2025-03-30T01:16:36Z,3160000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M42.00S,2025-03-30T01:16:52.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,10.726018396846255,51.225490196078425,1610612759,54,64,2025-03-30T01:17:11Z,3170000,False,-6.0,48.0,1,left,H. Barnes driving floating Jump Shot (10 PTS) (C. Paul 4 AST),"[203084, 101108]",1610612759.0,SAS,driving floating,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,4.87,Made,,,,,,,,10.0,C. Paul,101108.0,4.0,,,,,,,
321,PT11M17.00S,2025-03-30T01:17:18.8Z,3,REGULAR,2pt,Jump Shot,[],1628369,86.94152431011827,74.50980392156863,1610612738,54,64,2025-03-30T01:17:52Z,3190000,False,123.0,70.0,1,right,MISS J. Tatum 14' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,14.12,Missed,,,,,,,,,,,,,,,,,,
322,PT11M14.00S,2025-03-30T01:17:21.8Z,3,REGULAR,rebound,defensive,[],101108,,,1610612759,54,64,2025-03-30T01:17:22Z,3200000,False,,,0,,C. Paul REBOUND (Off:0 Def:4),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,8-16 Right,,,321.0,,,4.0,4.0,0.0,,,,,,,,,,,,
323,PT11M08.00S,2025-03-30T01:17:27.7Z,3,REGULAR,3pt,Jump Shot,[],1630170,24.52365308804205,14.705882352941178,1610612759,57,64,2025-03-30T01:17:32Z,3210000,False,176.0,178.0,1,left,D. Vassell 25' 3PT  (11 PTS) (H. Barnes 1 AST),"[1630170, 203084]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,25.07,Made,,,,,,,,11.0,H. Barnes,203084.0,1.0,,,,,,,
325,PT10M50.00S,2025-03-30T01:17:45.1Z,3,REGULAR,3pt,Jump Shot,[],201950,67.7562417871222,61.029411764705884,1610612738,57,64,2025-03-30T01:17:50Z,3230000,False,55.0,251.0,1,right,MISS J. Holiday 25' step back 3PT,[201950],1610612738.0,BOS,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,25.66,Missed,,,,,,,,,,,,,,,,,,
326,PT10M48.00S,2025-03-30T01:17:47.1Z,3,REGULAR,rebound,defensive,[],1642264,,,1610612759,57,64,2025-03-30T01:17:50Z,3240000,False,,,0,,S. Castle REBOUND (Off:0 Def:2),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,325.0,,,2.0,2.0,0.0,,,,,,,,,,,,
327,PT10M40.00S,2025-03-30T01:17:59.1Z,3,REGULAR,foul,offensive,[],1631110,,,1610612759,57,64,2025-03-30T01:18:39Z,3250000,False,,,0,,J. Sochan offensive FOUL (2 PF),"[1631110, 204001]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,1627964.0,,,,,,,,2.0,0.0,Porziņģis,204001.0
329,PT10M40.00S,2025-03-30T01:17:59.1Z,3,REGULAR,turnover,offensive foul,[],1631110,,,1610612759,57,64,2025-03-30T01:17:59Z,3270000,False,,,0,,J. Sochan offensive foul TURNOVER (1 TO),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,1627964.0,,,,,1.0,,,,,,
330,PT10M30.00S,2025-03-30T01:18:38.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],204001,65.25952693823915,34.068627450980394,1610612738,57,64,2025-03-30T01:18:43Z,3280000,False,-80.0,274.0,1,right,MISS K. Porziņģis 28' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,28.55,Missed,,,,,,,,,,,,,,,,,,
331,PT10M27.00S,2025-03-30T01:18:41.2Z,3,REGULAR,rebound,defensive,[],1631110,,,1610612759,57,64,2025-03-30T01:18:43Z,3290000,False,,,0,,J. Sochan REBOUND (Off:3 Def:3),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,330.0,,,6.0,3.0,3.0,,,,,,,,,,,,
332,PT10M05.00S,2025-03-30T01:19:03.3Z,3,REGULAR,3pt,Jump Shot,[],1631110,4.812746386333772,95.58823529411765,1610612759,57,64,2025-03-30T01:19:07Z,3300000,False,-228.0,-7.0,1,left,MISS J. Sochan pullup 3PT,[1631110],1610612759.0,SAS,pullup,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
333,PT10M03.00S,2025-03-30T01:19:05.3Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,57,64,2025-03-30T01:19:07Z,3310000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:4),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Left Corner 3,24+ Left,,,332.0,,,5.0,4.0,1.0,,,,,,,,,,,,
334,PT09M55.00S,2025-03-30T01:19:15.5Z,3,REGULAR,foul,personal,[],1642264,,,1610612738,57,64,2025-03-30T01:19:32Z,3320000,False,,,0,,S. Castle personal FOUL (1 PF),"[1642264, 204001]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1627534.0,,,,,,,,1.0,0.0,Porziņģis,204001.0
337,PT09M46.00S,2025-03-30T01:20:35.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],204001,88.38699080157687,56.61764705882353,1610612738,57,64,2025-03-30T01:21:57Z,3350000,False,33.0,57.0,1,right,MISS K. Porziņģis 6' driving Hook,[204001],1610612738.0,BOS,driving,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,6.57,Missed,,,,,,,,,,,,,,,,,,
338,PT09M45.00S,2025-03-30T01:20:36.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,57,64,2025-03-30T01:21:57Z,3360000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,337.0,,,,,,,,,,,,,,,,,
339,PT09M35.00S,2025-03-30T01:20:53.2Z,3,REGULAR,3pt,Jump Shot,[],203084,6.521024967148489,4.411764705882353,1610612759,57,64,2025-03-30T01:23:12Z,3370000,False,228.0,9.0,1,left,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
340,PT09M33.00S,2025-03-30T01:20:55.2Z,3,REGULAR,rebound,offensive,[],1631110,,,1610612759,57,64,2025-03-30T01:23:12Z,3380000,False,,,0,,J. Sochan REBOUND (Off:4 Def:3),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Right Corner 3,24+ Right,,,339.0,,,7.0,3.0,4.0,,,,,,,,,,,,
341,PT09M24.00S,2025-03-30T01:20:58.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],101108,32.670827858081466,57.107843137254896,1610612759,57,64,2025-03-30T01:21:02Z,3390000,False,-36.0,255.0,1,left,MISS C. Paul 25' 3PT,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
