actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
263,PT04M21.00S,2025-03-27T01:53:05.0Z,2,REGULAR,rebound,defensive,[],1629018,,,1610612749,57,52,2025-03-27T01:53:29Z,2620000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Trent Jr.,G. Trent Jr.,,,,,,,,262.0,1.0,1.0,0.0,,,,,,
264,PT04M13.00S,2025-03-27T01:53:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,9.59264126149803,55.43428308823529,1610612749,57,52,2025-03-27T01:53:45Z,2630000,False,-27.0,38.0,1,left,MISS G. Trent Jr. cutting Layup,[1629018],1610612749.0,MIL,cutting,,,,,,In The Paint (Non-RA),0-8 Center,4.65,Missed,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,
265,PT04M12.00S,2025-03-27T01:53:14.2Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,57,52,2025-03-27T01:53:45Z,2640000,False,,,0,,C. Braun REBOUND (Off:0 Def:4),[1631128],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Braun,C. Braun,,,,,,,,264.0,4.0,4.0,0.0,,,,,,
266,PT04M07.00S,2025-03-27T01:53:19.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631128,91.80354796320631,45.34313725490196,1610612743,57,52,2025-03-27T01:54:08Z,2650000,False,-23.0,25.0,1,right,MISS C. Braun running Layup,[1631128],1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,3.38,Missed,,Braun,C. Braun,,,,,,,,,,,,,,,,,
267,PT04M06.00S,2025-03-27T01:53:20.7Z,2,REGULAR,rebound,defensive,[],1631260,,,1610612749,57,52,2025-03-27T01:54:08Z,2660000,False,,,0,,A. Green REBOUND (Off:1 Def:3),[1631260],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Green,A. Green,,,,,,,,266.0,4.0,3.0,1.0,,,,,,
268,PT03M59.00S,2025-03-27T01:53:32.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,57,52,2025-03-27T01:53:32Z,2670000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M59.00S,2025-03-27T01:55:53.8Z,2,REGULAR,substitution,out,[],1629008,,,1610612749,57,52,2025-03-27T01:56:08Z,2680000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,
270,PT03M59.00S,2025-03-27T01:55:53.8Z,2,REGULAR,substitution,out,[],201566,,,1610612749,57,52,2025-03-27T01:56:08Z,2690000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
271,PT03M59.00S,2025-03-27T01:55:53.8Z,2,REGULAR,substitution,in,[],1627750,,,1610612749,57,52,2025-03-27T01:56:08Z,2700000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,
272,PT03M59.00S,2025-03-27T01:55:53.8Z,2,REGULAR,substitution,in,[],1631212,,,1610612749,57,52,2025-03-27T01:56:08Z,2710000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,
273,PT03M51.00S,2025-03-27T01:56:34.3Z,2,REGULAR,3pt,Jump Shot,[],1631260,9.72404730617609,3.4083946078431353,1610612749,57,52,2025-03-27T01:56:56Z,2720000,False,233.0,39.0,1,left,MISS A. Green step back 3PT,[1631260],1610612749.0,MIL,step back,,,,,,Right Corner 3,24+ Right,23.62,Missed,,Green,A. Green,,,,,,,,,,,,,,,,,
274,PT03M49.00S,2025-03-27T01:56:36.3Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,57,52,2025-03-27T01:56:56Z,2730000,False,,,0,,N. Jokić REBOUND (Off:2 Def:3),[203999],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,,Jokić,N. Jokić,,,,,,,,273.0,5.0,3.0,2.0,,,,,,
275,PT03M42.00S,2025-03-27T01:56:43.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,85.67674113009198,40.66329656862745,1610612743,57,52,2025-03-27T01:57:26Z,2740000,False,-47.0,82.0,1,right,MISS J. Murray 9' driving finger roll Layup - blocked,"[1627750, 201572]",1610612743.0,DEN,driving finger roll,,,,,,In The Paint (Non-RA),8-16 Center,9.45,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,Lopez,201572.0
276,PT03M42.00S,2025-03-27T01:56:43.1Z,2,REGULAR,block,,[],201572,,,1610612743,57,52,2025-03-27T01:56:45Z,2750000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,
277,PT03M40.00S,2025-03-27T01:56:45.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,57,52,2025-03-27T01:57:26Z,2760000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,275.0,,,,,,,,,
279,PT03M36.00S,2025-03-27T01:57:08.2Z,2,REGULAR,foul,personal,[],1631260,,,1610612743,57,52,2025-03-27T01:57:48Z,2780000,False,,,0,,A. Green personal FOUL (1 PF),"[1631260, 1627750]",1610612749.0,MIL,,,,,,,Mid-Range,16-24 Left Center,,,,Green,A. Green,,,,2004.0,,,,,,,,1.0,0.0,Murray,1627750.0,,
281,PT03M30.00S,2025-03-27T01:57:29.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631260,,,1610612743,57,52,2025-03-27T01:58:01Z,2800000,False,,,0,,A. Green shooting personal FOUL (2 PF) (Murray 2 FT),"[1631260, 1627750]",1610612749.0,MIL,shooting,,,,,,Mid-Range,16-24 Center,,,,Green,A. Green,,,,2004.0,,,,,,,,2.0,0.0,Murray,1627750.0,,
283,PT03M30.00S,2025-03-27T01:57:59.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627750,,,1610612743,57,52,2025-03-27T01:57:59Z,2820000,False,,,0,,MISS J. Murray Free Throw 1 of 2,[1627750],1610612743.0,DEN,,,,,,,,,,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,
284,PT03M30.00S,2025-03-27T01:57:59.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,57,52,2025-03-27T01:57:59Z,2830000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,283.0,,,,,,,,,
285,PT03M30.00S,2025-03-27T01:58:17.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627750,,,1610612743,58,52,2025-03-27T01:58:17Z,2840000,False,,,0,,J. Murray Free Throw 2 of 2 (3 PTS),[1627750],1610612743.0,DEN,,,,,,,,,,Made,3.0,Murray,J. Murray,,,,,,,,,,,,,,,,,
286,PT03M20.00S,2025-03-27T01:58:30.0Z,2,REGULAR,3pt,Jump Shot,[],1627752,26.67542706964521,14.192708333333343,1610612749,58,55,2025-03-27T01:58:52Z,2850000,False,179.0,198.0,1,left,T. Prince 26' 3PT  (8 PTS) (B. Lopez 1 AST),"[1627752, 201572]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,26.71,Made,8.0,Prince,T. Prince,B. Lopez,201572.0,1.0,,,,,,,,,,,,,,
288,PT02M58.00S,2025-03-27T01:58:52.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,87.25361366622865,52.34757965686275,1610612743,60,55,2025-03-27T01:59:11Z,2870000,False,12.0,67.0,1,right,N. Jokić 6' turnaround Jump Shot (16 PTS) (P. Watson 1 AST),"[203999, 1631212]",1610612743.0,DEN,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.83,Made,16.0,Jokić,N. Jokić,P. Watson,1631212.0,1.0,,,,,,,,,,,,,,
290,PT02M40.00S,2025-03-27T01:59:13.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629645,9.461235216819972,44.27849264705882,1610612749,60,57,2025-03-27T01:59:30Z,2890000,False,29.0,36.0,1,left,K. Porter Jr. driving DUNK (8 PTS),[1629645],1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.63,Made,8.0,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,
291,PT02M30.00S,2025-03-27T01:59:20.9Z,2,REGULAR,3pt,Jump Shot,[],1631128,70.85454993429698,22.28094362745098,1610612743,60,57,2025-03-27T01:59:44Z,2900000,False,-139.0,221.0,1,right,MISS C. Braun 26' 3PT,[1631128],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,Braun,C. Braun,,,,,,,,,,,,,,,,,
292,PT02M28.00S,2025-03-27T01:59:22.9Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612749,60,57,2025-03-27T01:59:44Z,2910000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:4),[1629645],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Porter Jr.,K. Porter Jr.,,,,,,,,291.0,4.0,4.0,0.0,,,,,,
293,PT02M13.00S,2025-03-27T01:59:39.1Z,2,REGULAR,3pt,Jump Shot,[],1629018,33.51264783180025,65.59053308823529,1610612749,60,57,2025-03-27T02:00:07Z,2920000,False,-78.0,263.0,1,left,MISS G. Trent Jr. 27' 3PT,[1629018],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,27.38,Missed,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,
294,PT02M10.00S,2025-03-27T01:59:42.1Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,60,57,2025-03-27T02:00:07Z,2930000,False,,,0,,B. Lopez REBOUND (Off:3 Def:0),[201572],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Lopez,B. Lopez,,,,,,,,293.0,3.0,0.0,3.0,,,,,,
295,PT02M05.00S,2025-03-27T01:59:46.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201572,25.36136662286465,10.516237745098039,1610612749,60,60,2025-03-27T02:00:19Z,2940000,False,197.0,186.0,1,left,B. Lopez 27' 3PT  (18 PTS) (K. Porter Jr. 6 AST),"[201572, 1629645]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,27.12,Made,18.0,Lopez,B. Lopez,K. Porter Jr.,1629645.0,6.0,,,,,,,,,,,,,,
297,PT01M47.00S,2025-03-27T02:00:03.1Z,2,REGULAR,3pt,Jump Shot,[],1631128,68.11760840998686,24.241727941176478,1610612743,63,60,2025-03-27T02:00:31Z,2960000,False,-129.0,247.0,1,right,C. Braun 27' 3PT  (10 PTS) (N. Jokić 4 AST),"[1631128, 203999]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,27.87,Made,10.0,Braun,C. Braun,N. Jokić,203999.0,4.0,,,,,,,,,,,,,,
299,PT01M32.00S,2025-03-27T02:00:18.9Z,2,REGULAR,2pt,Jump Shot,[],1629645,23.390275952693827,46.66819852941176,1610612749,63,60,2025-03-27T02:00:44Z,2980000,False,17.0,167.0,1,left,MISS K. Porter Jr. 16' pullup Shot,[1629645],1610612749.0,MIL,pullup,,,,,,Mid-Range,16-24 Center,16.82,Missed,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,
300,PT01M30.00S,2025-03-27T02:00:20.9Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,63,60,2025-03-27T02:00:44Z,2990000,False,,,0,,C. Braun REBOUND (Off:0 Def:5),[1631128],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Center,,,,Braun,C. Braun,,,,,,,,299.0,5.0,5.0,0.0,,,,,,
301,PT01M22.00S,2025-03-27T02:00:30.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629018,,,1610612743,63,60,2025-03-27T02:00:59Z,3000000,False,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (Pickett 2 FT),"[1629018, 1629618]",1610612749.0,MIL,shooting,,,,,,Restricted Area,0-8 Center,,,,Trent Jr.,G. Trent Jr.,,,,1628951.0,,,,,,,,1.0,0.0,Pickett,1629618.0,,
303,PT01M22.00S,2025-03-27T02:00:55.8Z,2,REGULAR,freethrow,1 of 2,[],1629618,,,1610612743,63,60,2025-03-27T02:00:55Z,3020000,False,,,0,,MISS J. Pickett Free Throw 1 of 2,[1629618],1610612743.0,DEN,,,,,,,,,,Missed,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,
304,PT01M22.00S,2025-03-27T02:00:55.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,63,60,2025-03-27T02:00:55Z,3030000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,303.0,,,,,,,,,
305,PT01M22.00S,2025-03-27T02:00:56.5Z,2,REGULAR,substitution,out,[],1631260,,,1610612743,63,60,2025-03-27T02:01:13Z,3040000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,,,,,,,,,Green,A. Green,,,,,,,,,,,,,,,,,
306,PT01M22.00S,2025-03-27T02:00:56.5Z,2,REGULAR,substitution,in,[],1628398,,,1610612743,63,60,2025-03-27T02:01:13Z,3050000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
307,PT01M22.00S,2025-03-27T02:01:21.0Z,2,REGULAR,freethrow,2 of 2,[],1629618,,,1610612743,64,60,2025-03-27T02:01:21Z,3060000,False,,,0,,J. Pickett Free Throw 2 of 2 (1 PTS),[1629618],1610612743.0,DEN,,,,,,,,,,Made,1.0,Pickett,J. Pickett,,,,,,,,,,,,,,,,,
308,PT01M09.00S,2025-03-27T02:01:36.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,15.505913272010503,47.30775122549019,1610612749,64,62,2025-03-27T02:01:59Z,3070000,False,13.0,93.0,1,left,T. Prince 9' pullup Jump Shot (10 PTS) (K. Porter Jr. 7 AST),"[1627752, 1629645]",1610612749.0,MIL,pullup,,,,,,In The Paint (Non-RA),8-16 Center,9.43,Made,10.0,Prince,T. Prince,K. Porter Jr.,1629645.0,7.0,,,,,,,,,,,,,,
310,PT00M56.70S,2025-03-27T02:01:49.6Z,2,REGULAR,3pt,Jump Shot,[],203999,67.09921156373193,46.568627450980394,1610612743,64,62,2025-03-27T02:02:36Z,3090000,False,-17.0,257.0,1,right,MISS N. Jokić 25' 3PT,[203999],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,25.74,Missed,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
311,PT00M54.30S,2025-03-27T02:01:52.0Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,64,62,2025-03-27T02:02:36Z,3100000,False,,,0,,K. Kuzma REBOUND (Off:2 Def:3),[1628398],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Kuzma,K. Kuzma,,,,,,,,310.0,5.0,3.0,2.0,,,,,,
312,PT00M32.50S,2025-03-27T02:02:14.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,16.271764126149804,52.856924019607845,1610612749,64,62,2025-03-27T02:03:09Z,3110000,False,-14.0,100.0,1,left,MISS B. Lopez 10' driving floating Shot,[201572],1610612749.0,MIL,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,10.15,Missed,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,
313,PT00M31.20S,2025-03-27T02:02:16.0Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,64,62,2025-03-27T02:03:09Z,3120000,False,,,0,,B. Lopez REBOUND (Off:4 Def:0),[201572],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Lopez,B. Lopez,,,,,,,,312.0,4.0,0.0,4.0,,,,,,
314,PT00M30.00S,2025-03-27T02:02:17.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201572,9.307243758212877,53.77604166666667,1610612749,64,64,2025-03-27T02:03:23Z,3130000,False,-19.0,35.0,1,left,B. Lopez tip Layup (20 PTS),[201572],1610612749.0,MIL,tip,,,,,,Restricted Area,0-8 Center,3.98,Made,20.0,Lopez,B. Lopez,,,,,,,,,,,,,,,,,
316,PT00M20.70S,2025-03-27T02:02:47.2Z,2,REGULAR,3pt,Jump Shot,[],203999,74.50722733245729,82.5750612745098,1610612743,67,64,2025-03-27T02:03:56Z,3150000,False,163.0,187.0,1,right,N. Jokić 24' 3PT step back (19 PTS),[203999],1610612743.0,DEN,step back,,,,,,Above the Break 3,24+ Right Center,24.81,Made,19.0,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
317,PT00M06.30S,2025-03-27T02:03:07.0Z,2,REGULAR,foul,personal,[],1631128,,,1610612749,67,64,2025-03-27T02:04:09Z,3160000,False,,,0,,C. Braun take personal FOUL (2 PF),"[1631128, 1629645]",1610612743.0,DEN,take,,,,,,Above the Break 3,24+ Center,,,,Braun,C. Braun,,,,1628159.0,,,,,,,,2.0,0.0,Porter Jr.,1629645.0,,
319,PT00M06.30S,2025-03-27T02:03:19.1Z,2,REGULAR,substitution,out,[],1631128,,,1610612749,67,64,2025-03-27T02:03:26Z,3180000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,,,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,
320,PT00M06.30S,2025-03-27T02:03:19.1Z,2,REGULAR,substitution,in,[],201566,,,1610612749,67,64,2025-03-27T02:03:26Z,3190000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
321,PT00M06.30S,2025-03-27T02:03:34.4Z,2,REGULAR,substitution,out,[],1629618,,,1610612749,67,64,2025-03-27T02:03:40Z,3200000,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,,,,,,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,
322,PT00M06.30S,2025-03-27T02:03:34.4Z,2,REGULAR,substitution,in,[],1642461,,,1610612749,67,64,2025-03-27T02:03:40Z,3210000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,
323,PT00M04.10S,2025-03-27T02:03:51.4Z,2,REGULAR,3pt,Jump Shot,[],1629645,33.38124178712221,54.1015625,1610612749,67,64,2025-03-27T02:04:58Z,3220000,False,-21.0,261.0,1,left,MISS K. Porter Jr. 26' pullup 3PT,[1629645],1610612749.0,MIL,pullup,,,,,,Above the Break 3,24+ Center,26.21,Missed,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,
324,PT00M01.80S,2025-03-27T02:03:53.7Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,67,64,2025-03-27T02:04:58Z,3230000,False,,,0,,P. Watson REBOUND (Off:1 Def:2),[1631212],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Watson,P. Watson,,,,,,,,323.0,3.0,2.0,1.0,,,,,,
325,PT00M00.00S,2025-03-27T02:04:00.8Z,2,REGULAR,period,end,[],0,,,1610612743,67,64,2025-03-27T02:04:00Z,3240000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2025-03-27T02:18:52.3Z,3,REGULAR,substitution,out,['startperiod'],201566,,,1610612743,67,64,2025-03-27T02:19:12Z,3250000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2025-03-27T02:18:52.3Z,3,REGULAR,substitution,out,['startperiod'],1631212,,,1610612743,67,64,2025-03-27T02:19:12Z,3260000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2025-03-27T02:18:52.3Z,3,REGULAR,substitution,out,['startperiod'],1642461,,,1610612743,67,64,2025-03-27T02:19:12Z,3270000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2025-03-27T02:18:52.3Z,3,REGULAR,substitution,in,['startperiod'],1631128,,,1610612743,67,64,2025-03-27T02:19:12Z,3280000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,,,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2025-03-27T02:18:52.3Z,3,REGULAR,substitution,in,['startperiod'],1629008,,,1610612743,67,64,2025-03-27T02:19:12Z,3290000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2025-03-27T02:18:52.3Z,3,REGULAR,substitution,in,['startperiod'],203932,,,1610612743,67,64,2025-03-27T02:19:12Z,3300000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2025-03-27T02:19:13.3Z,3,REGULAR,period,start,[],0,,,1610612749,67,64,2025-03-27T02:19:13Z,3310000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT11M42.00S,2025-03-27T02:19:31.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,86.59658344283837,41.888786764705884,1610612749,67,66,2025-03-27T02:19:52Z,3320000,False,-41.0,73.0,1,right,K. Porter Jr. 8' pullup Jump Shot (10 PTS) (B. Lopez 2 AST),"[1629645, 201572]",1610612749.0,MIL,pullup,,,,,,In The Paint (Non-RA),8-16 Center,8.4,Made,10.0,Porter Jr.,K. Porter Jr.,B. Lopez,201572.0,2.0,,,,,,,,,,,,,,
337,PT11M22.00S,2025-03-27T02:19:50.9Z,3,REGULAR,3pt,Jump Shot,[],1627750,25.36136662286465,87.47702205882354,1610612743,70,66,2025-03-27T02:20:14Z,3340000,False,-187.0,186.0,1,left,J. Murray 26' 3PT step back (6 PTS),[1627750],1610612743.0,DEN,step back,,,,,,Above the Break 3,24+ Left Center,26.4,Made,6.0,Murray,J. Murray,,,,,,,,,,,,,,,,,
338,PT10M55.00S,2025-03-27T02:20:23.5Z,3,REGULAR,turnover,3-second-violation,[],201572,,,1610612749,70,66,2025-03-27T02:20:54Z,3350000,False,,,0,,B. Lopez 3-second-violation TURNOVER (1 TO),[201572],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Lopez,B. Lopez,,,,2004.0,1.0,,,,,,,,,,,,
339,PT10M40.00S,2025-03-27T02:20:45.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627750,9.461235216819972,59.325214460784316,1610612743,72,66,2025-03-27T02:21:21Z,3360000,False,-47.0,36.0,1,left,J. Murray driving reverse Layup (8 PTS) (N. Jokić 5 AST),"[1627750, 203999]",1610612743.0,DEN,driving reverse,,,,,,In The Paint (Non-RA),0-8 Center,5.91,Made,8.0,Murray,J. Murray,N. Jokić,203999.0,5.0,,,,,,,,,,,,,,
341,PT10M24.00S,2025-03-27T02:21:03.1Z,3,REGULAR,3pt,Jump Shot,[],1629018,70.62048291721419,72.77113970588235,1610612749,72,66,2025-03-27T02:26:32Z,3380000,False,114.0,224.0,1,right,MISS G. Trent Jr. 25' step back 3PT,[1629018],1610612749.0,MIL,step back,,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,
342,PT10M21.00S,2025-03-27T02:21:06.1Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,72,66,2025-03-27T02:21:35Z,3390000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:5),[1629008],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Porter Jr.,M. Porter Jr.,,,,,,,,341.0,5.0,5.0,0.0,,,,,,
343,PT10M13.00S,2025-03-27T02:21:13.7Z,3,REGULAR,2pt,Jump Shot,[],1627750,6.176084099868589,72.88602941176471,1610612743,72,66,2025-03-27T02:27:22Z,3400000,False,-114.0,6.0,1,left,MISS J. Murray 11' driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,,,,Mid-Range,8-16 Left,11.45,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,
344,PT10M11.00S,2025-03-27T02:21:15.7Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612749,72,66,2025-03-27T02:22:05Z,3410000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:5),[1629645],1610612749.0,MIL,,,,,,,Mid-Range,8-16 Left,,,,Porter Jr.,K. Porter Jr.,,,,,,,,343.0,5.0,5.0,0.0,,,,,,
345,PT09M54.00S,2025-03-27T02:21:31.2Z,3,REGULAR,2pt,Jump Shot,[],1629018,79.63206307490145,70.24739583333333,1610612749,72,66,2025-03-27T02:22:46Z,3420000,False,101.0,139.0,1,right,MISS G. Trent Jr. 17' step back Shot,[1629018],1610612749.0,MIL,step back,,,,,,Mid-Range,16-24 Right Center,17.19,Missed,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,
346,PT09M52.00S,2025-03-27T02:21:33.2Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,72,66,2025-03-27T02:22:46Z,3430000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:6),[1629008],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Right Center,,,,Porter Jr.,M. Porter Jr.,,,,,,,,345.0,6.0,6.0,0.0,,,,,,
347,PT09M36.00S,2025-03-27T02:21:50.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,5.913272010512486,56.28829656862745,1610612743,74,66,2025-03-27T02:22:59Z,3440000,False,-31.0,3.0,1,left,A. Gordon cutting DUNK (5 PTS) (N. Jokić 6 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,3.16,Made,5.0,Gordon,A. Gordon,N. Jokić,203999.0,6.0,,,,,,,,,,,,,,
