actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
256,PT06M39.00S,2025-02-07T02:51:13.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629008,93.64323258869908,49.50980392156863,1610612743,36,33,2025-02-07T02:51:18Z,2500000,False,-2.0,7.0,1,right,M. Porter Jr. cutting DUNK (9 PTS) (A. Gordon 3 AST),"[1629008, 203932]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,,9.0,A. Gordon,203932.0,3.0,,,,,,
258,PT06M17.00S,2025-02-07T02:51:34.7Z,2,REGULAR,2pt,Jump Shot,[],1630175,8.409986859395532,29.67984068627451,1610612753,36,33,2025-02-07T02:51:44Z,2520000,False,102.0,27.0,1,left,MISS C. Anthony 10' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,10.5,Missed,,,,,,,,,,,,,,,,,,
259,PT06M15.00S,2025-02-07T02:51:36.7Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,36,33,2025-02-07T02:51:44Z,2530000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,,258.0,,,,,,,,,,2.0,1.0,1.0,,,
260,PT06M05.00S,2025-02-07T02:51:47.3Z,2,REGULAR,3pt,Jump Shot,[],1629008,70.38436268068331,23.52941176470588,1610612743,39,33,2025-02-07T02:51:53Z,2540000,False,-132.0,226.0,1,right,M. Porter Jr. 26' 3PT step back (12 PTS) (N. Jokić 3 AST),"[1629008, 203999]",1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.18,Made,,,,,,,,,12.0,N. Jokić,203999.0,3.0,,,,,,
262,PT05M49.00S,2025-02-07T02:52:05.1Z,2,REGULAR,foul,personal,['2freethrow'],203932,,,1610612753,39,33,2025-02-07T02:52:11Z,2560000,False,,,0,,A. Gordon shooting personal FOUL (2 PF) (Carter Jr. 2 FT),"[203932, 1628976]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,1628954.0,2.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,
264,PT05M49.00S,2025-02-07T02:52:39.3Z,2,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,39,33,2025-02-07T02:52:39Z,2580000,False,,,0,,MISS W. Carter Jr. Free Throw 1 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
265,PT05M49.00S,2025-02-07T02:52:39.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,39,33,2025-02-07T02:52:39Z,2590000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,264.0,,,,,,,,,,,,,,,
266,PT05M49.00S,2025-02-07T02:52:39.9Z,2,REGULAR,substitution,out,[],1629008,,,1610612753,39,33,2025-02-07T02:52:47Z,2600000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M49.00S,2025-02-07T02:52:39.9Z,2,REGULAR,substitution,in,[],1631124,,,1610612753,39,33,2025-02-07T02:52:47Z,2610000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M49.00S,2025-02-07T02:53:04.3Z,2,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,39,34,2025-02-07T02:53:04Z,2620000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (8 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
269,PT05M26.00S,2025-02-07T02:53:28.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,79.71419185282524,50.98039215686274,1610612743,39,34,2025-02-07T02:53:33Z,2630000,False,5.0,138.0,1,right,MISS N. Jokić 13' turnaround fadeaway Shot,[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,13.83,Missed,,,,,,,,,,,,,,,,,,
270,PT05M23.00S,2025-02-07T02:53:31.3Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,39,34,2025-02-07T02:53:33Z,2640000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,,,,,269.0,,,,,,,,,,1.0,1.0,0.0,,,
271,PT05M18.00S,2025-02-07T02:53:36.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628976,5.075558475689881,95.83333333333334,1610612753,39,34,2025-02-07T02:53:43Z,2650000,False,-229.0,-5.0,1,left,MISS W. Carter Jr. running 3PT,[1628976],1610612753.0,ORL,running,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
272,PT05M16.00S,2025-02-07T02:53:38.0Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,39,34,2025-02-07T02:53:43Z,2660000,False,,,0,,C. Braun REBOUND (Off:0 Def:4),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,,,,,271.0,,,,,,,,,,4.0,4.0,0.0,,,
273,PT05M08.00S,2025-02-07T02:53:45.9Z,2,REGULAR,3pt,Jump Shot,[],1629618,90.75229960578186,2.450980392156863,1610612743,39,34,2025-02-07T02:53:50Z,2670000,False,-238.0,34.0,1,right,MISS J. Pickett 24' 3PT,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
274,PT05M05.00S,2025-02-07T02:53:48.9Z,2,REGULAR,rebound,defensive,[],1641724,,,1610612753,39,34,2025-02-07T02:53:50Z,2680000,False,,,0,,J. Howard REBOUND (Off:0 Def:2),[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Left Corner 3,24+ Left,,,,,273.0,,,,,,,,,,2.0,2.0,0.0,,,
275,PT04M57.00S,2025-02-07T02:53:57.6Z,2,REGULAR,2pt,Jump Shot,[],1630532,10.5946123521682,75.98039215686273,1610612753,39,34,2025-02-07T02:54:02Z,2690000,False,-130.0,47.0,1,left,MISS F. Wagner 13' turnaround fadeaway Shot,[1630532],1610612753.0,ORL,turnaround fadeaway,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,13.82,Missed,,,,,,,,,,,,,,,,,,
276,PT04M54.00S,2025-02-07T02:54:00.6Z,2,REGULAR,rebound,defensive,[],1631124,,,1610612743,39,34,2025-02-07T02:54:02Z,2700000,False,,,0,,J. Strawther REBOUND (Off:0 Def:2),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Mid-Range,8-16 Left,,,,,275.0,,,,,,,,,,2.0,2.0,0.0,,,
277,PT04M49.00S,2025-02-07T02:54:05.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203932,81.42247043363994,2.2058823529411766,1610612743,42,34,2025-02-07T02:54:11Z,2710000,False,-239.0,122.0,1,right,A. Gordon 26' 3PT running (4 PTS) (J. Strawther 2 AST),"[203932, 1631124]",1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,26.84,Made,,,,,,,,,4.0,J. Strawther,1631124.0,2.0,,,,,,
279,PT04M20.00S,2025-02-07T02:54:35.6Z,2,REGULAR,2pt,Jump Shot,[],1630175,5.124835742444152,21.809895833333336,1610612753,42,36,2025-02-07T03:02:00Z,2730000,False,141.0,-4.0,1,left,C. Anthony 14' turnaround fadeaway Jump Shot (5 PTS),[1630175],1610612753.0,ORL,turnaround fadeaway,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,14.11,Made,,,,,,,,,5.0,,,,,,,,,
280,PT04M02.00S,2025-02-07T02:54:53.9Z,2,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612743,42,36,2025-02-07T02:55:02Z,2740000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Jokić 2 FT),"[1628976, 203999]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1628954.0,1.0,0.0,Jokić,203999.0,,,,,,,,,,
282,PT04M02.00S,2025-02-07T02:55:20.4Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,43,36,2025-02-07T02:55:20Z,2760000,False,,,0,,N. Jokić Free Throw 1 of 2 (14 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,,,14.0,,,,,,,,,
283,PT04M02.00S,2025-02-07T02:55:21.0Z,2,REGULAR,substitution,out,[],1629618,,,1610612743,43,36,2025-02-07T02:55:27Z,2770000,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M02.00S,2025-02-07T02:55:21.0Z,2,REGULAR,substitution,out,[],1641724,,,1610612743,43,36,2025-02-07T02:55:27Z,2780000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M02.00S,2025-02-07T02:55:21.0Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,43,36,2025-02-07T02:55:27Z,2790000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M02.00S,2025-02-07T02:55:21.0Z,2,REGULAR,substitution,in,[],1631094,,,1610612743,43,36,2025-02-07T02:55:27Z,2800000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M02.00S,2025-02-07T02:55:42.4Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,44,36,2025-02-07T02:55:42Z,2810000,False,,,0,,N. Jokić Free Throw 2 of 2 (15 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,,,15.0,,,,,,,,,
288,PT03M39.00S,2025-02-07T02:56:06.9Z,2,REGULAR,2pt,Jump Shot,[],1631094,16.245072273324574,71.32352941176471,1610612753,44,36,2025-02-07T02:56:11Z,2820000,False,-107.0,100.0,1,left,MISS P. Banchero 14' turnaround fadeaway Shot,[1631094],1610612753.0,ORL,turnaround fadeaway,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,14.63,Missed,,,,,,,,,,,,,,,,,,
289,PT03M36.00S,2025-02-07T02:56:09.9Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,44,36,2025-02-07T02:56:11Z,2830000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,,,288.0,,,,,,,,,,2.0,1.0,1.0,,,
290,PT03M32.00S,2025-02-07T02:56:16.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628976,12.171484888304862,49.50980392156863,1610612753,44,38,2025-02-07T02:56:24Z,2840000,False,2.0,62.0,1,left,W. Carter Jr. 6' driving floating Jump Shot (10 PTS) (C. Anthony 1 AST),"[1628976, 1630175]",1610612753.0,ORL,driving floating,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.2,Made,,,,,,,,,10.0,C. Anthony,1630175.0,1.0,,,,,,
292,PT03M32.00S,2025-02-07T02:56:18.9Z,2,REGULAR,foul,personal,['1freethrow'],203999,,,1610612753,44,38,2025-02-07T02:56:31Z,2860000,False,,,0,,N. Jokić shooting personal FOUL (2 PF) (Carter Jr. 1 FT),"[203999, 1628976]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1626300.0,2.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,
294,PT03M32.00S,2025-02-07T02:56:47.8Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628976,,,1610612753,44,39,2025-02-07T02:56:47Z,2880000,False,,,0,,W. Carter Jr. Free Throw 1 of 1 (11 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
295,PT03M19.00S,2025-02-07T02:57:01.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629008,92.85479632063075,49.26470588235294,1610612743,46,39,2025-02-07T02:57:05Z,2890000,False,-4.0,15.0,1,right,M. Porter Jr. cutting DUNK (14 PTS) (A. Gordon 4 AST),"[1629008, 203932]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,,,14.0,A. Gordon,203932.0,4.0,,,,,,
298,PT03M00.00S,2025-02-07T02:57:24.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631124,,,1610612753,46,39,2025-02-07T02:57:34Z,2920000,False,,,0,,J. Strawther shooting personal FOUL (2 PF) (Caldwell-Pope 2 FT),"[1631124, 203484]",1610612743.0,DEN,shooting,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1626300.0,2.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,,
300,PT03M00.00S,2025-02-07T02:57:51.9Z,2,REGULAR,freethrow,1 of 2,[],203484,,,1610612753,46,40,2025-02-07T02:57:51Z,2940000,False,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (3 PTS),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
301,PT03M00.00S,2025-02-07T02:58:11.6Z,2,REGULAR,freethrow,2 of 2,[],203484,,,1610612753,46,41,2025-02-07T02:58:11Z,2950000,False,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (4 PTS),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
302,PT02M43.00S,2025-02-07T02:58:30.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.9862023653088,56.127450980392155,1610612743,48,41,2025-02-07T02:58:35Z,2960000,False,31.0,13.0,1,right,N. Jokić driving Layup (17 PTS) (A. Gordon 5 AST),"[203999, 203932]",1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,,,,,17.0,A. Gordon,203932.0,5.0,,,,,,
304,PT02M28.00S,2025-02-07T02:58:45.5Z,2,REGULAR,2pt,Jump Shot,[],1628976,21.632720105124836,54.41176470588235,1610612753,48,43,2025-02-07T02:58:49Z,2980000,False,-22.0,151.0,1,left,W. Carter Jr. 15' Jump Shot (13 PTS) (F. Wagner 3 AST),"[1628976, 1630532]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Center,15.24,Made,,,,,,,,,13.0,F. Wagner,1630532.0,3.0,,,,,,
306,PT02M14.00S,2025-02-07T02:58:59.5Z,2,REGULAR,2pt,Jump Shot,[],1629008,75.64060446780552,51.9607843137255,1610612743,48,43,2025-02-07T02:59:07Z,3000000,False,10.0,176.0,1,right,MISS M. Porter Jr. 17' step back Shot,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,17.68,Missed,,,,,,,,,,,,,,,,,,
307,PT02M12.00S,2025-02-07T02:59:01.5Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,48,43,2025-02-07T02:59:07Z,3010000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Center,,,,,306.0,,,,,,,,,,2.0,1.0,1.0,,,
308,PT02M08.00S,2025-02-07T02:59:05.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203932,91.5407358738502,1.9607843137254901,1610612743,48,43,2025-02-07T02:59:10Z,3020000,False,-240.0,27.0,1,right,MISS A. Gordon 24' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,24.17,Missed,,,,,,,,,,,,,,,,,,
309,PT02M08.00S,2025-02-07T02:59:05.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,48,43,2025-02-07T02:59:10Z,3030000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Left Corner 3,24+ Left,,,,,308.0,,,,,,,,,,,,,,,
311,PT02M08.00S,2025-02-07T02:59:12.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,48,43,2025-02-07T02:59:45Z,3050000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M01.00S,2025-02-07T03:02:20.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203999,88.12417871222075,1.4705882352941175,1610612743,51,43,2025-02-07T03:02:25Z,3060000,False,-243.0,59.0,1,right,N. Jokić 24' 3PT  (20 PTS) (A. Gordon 6 AST),"[203999, 203932]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Left Corner 3,24+ Left,24.97,Made,,,,,,,,,20.0,A. Gordon,203932.0,6.0,,,,,,
314,PT01M39.00S,2025-02-07T03:02:42.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.258212877792378,43.872549019607845,1610612753,51,45,2025-02-07T03:02:47Z,3080000,False,31.0,6.0,1,left,F. Wagner driving Layup (8 PTS) (P. Banchero 2 AST),"[1630532, 1631094]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,,,,,8.0,P. Banchero,1631094.0,2.0,,,,,,
316,PT01M33.00S,2025-02-07T03:02:48.2Z,2,REGULAR,3pt,Jump Shot,[],1629008,72.88107752956637,16.666666666666664,1610612743,54,45,2025-02-07T03:02:52Z,3100000,False,-167.0,202.0,1,right,M. Porter Jr. 26' 3PT  (17 PTS) (C. Braun 1 AST),"[1629008, 1631128]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.22,Made,,,,,,,,,17.0,C. Braun,1631128.0,1.0,,,,,,
318,PT01M19.00S,2025-02-07T03:03:01.6Z,2,REGULAR,3pt,Jump Shot,[],203484,4.944152431011826,95.83333333333334,1610612753,54,48,2025-02-07T03:03:06Z,3120000,False,-229.0,-6.0,1,left,K. Caldwell-Pope 3PT  (7 PTS) (C. Anthony 2 AST),"[203484, 1630175]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,22.93,Made,,,,,,,,,7.0,C. Anthony,1630175.0,2.0,,,,,,
320,PT01M09.00S,2025-02-07T03:03:17.2Z,2,REGULAR,foul,personal,[],1630532,,,1610612743,54,48,2025-02-07T03:03:22Z,3140000,False,,,0,,F. Wagner personal FOUL (2 PF),"[1630532, 1631128]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,1626300.0,2.0,0.0,Braun,1631128.0,,,,,,,,,,
322,PT01M03.00S,2025-02-07T03:03:39.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,92.59198423127464,53.431372549019606,1610612743,56,48,2025-02-07T03:03:43Z,3160000,False,17.0,17.0,1,right,M. Porter Jr. cutting Layup (19 PTS) (A. Gordon 7 AST),"[1629008, 203932]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,,,19.0,A. Gordon,203932.0,7.0,,,,,,
324,PT00M53.30S,2025-02-07T03:03:49.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,12.697109067017081,59.80392156862745,1610612753,56,48,2025-02-07T03:03:55Z,3180000,False,-49.0,67.0,1,left,MISS C. Anthony 8' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Left,8.29,Missed,,,,,,,,,,,,,,,,,,
325,PT00M50.30S,2025-02-07T03:03:52.7Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,56,48,2025-02-07T03:03:52Z,3190000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,324.0,,,,,,,,,,3.0,1.0,2.0,,,
326,PT00M36.50S,2025-02-07T03:04:06.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630532,9.543363994743759,33.33333333333333,1610612753,56,48,2025-02-07T03:04:10Z,3200000,False,83.0,37.0,1,left,MISS F. Wagner 9' driving floating bank Shot,[1630532],1610612753.0,ORL,driving floating bank,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,9.12,Missed,,,,,,,,,,,,,,,,,,
327,PT00M35.10S,2025-02-07T03:04:07.7Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,56,48,2025-02-07T03:04:10Z,3210000,False,,,0,,C. Braun REBOUND (Off:0 Def:5),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,8-16 Right,,,,,326.0,,,,,,,,,,5.0,5.0,0.0,,,
328,PT00M29.20S,2025-02-07T03:04:13.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203999,71.56701708278581,80.88235294117648,1610612743,59,48,2025-02-07T03:04:39Z,3220000,False,154.0,215.0,1,right,N. Jokić 26' 3PT running (23 PTS) (C. Braun 2 AST),"[203999, 1631128]",1610612743.0,DEN,running,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,26.45,Made,,,,,,,,,23.0,C. Braun,1631128.0,2.0,,,,,,
330,PT00M07.10S,2025-02-07T03:04:44.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631128,,,1610612753,59,48,2025-02-07T03:04:51Z,3240000,False,,,0,,C. Braun shooting personal FOUL (2 PF) (Banchero 2 FT),"[1631128, 1631094]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1626300.0,2.0,0.0,Banchero,1631094.0,,,,,,,,,,
332,PT00M07.10S,2025-02-07T03:05:15.6Z,2,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,59,49,2025-02-07T03:05:15Z,3260000,False,,,0,,P. Banchero Free Throw 1 of 2 (10 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
333,PT00M07.10S,2025-02-07T03:05:16.3Z,2,REGULAR,substitution,out,[],1630532,,,1610612753,59,49,2025-02-07T03:05:26Z,3270000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M07.10S,2025-02-07T03:05:16.3Z,2,REGULAR,substitution,out,[],1630175,,,1610612753,59,49,2025-02-07T03:05:26Z,3280000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M07.10S,2025-02-07T03:05:16.3Z,2,REGULAR,substitution,in,[],1641710,,,1610612753,59,49,2025-02-07T03:05:26Z,3290000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M07.10S,2025-02-07T03:05:16.3Z,2,REGULAR,substitution,in,[],1641783,,,1610612753,59,49,2025-02-07T03:05:26Z,3300000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M07.10S,2025-02-07T03:05:45.7Z,2,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,59,50,2025-02-07T03:05:45Z,3310000,False,,,0,,P. Banchero Free Throw 2 of 2 (11 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
338,PT00M00.30S,2025-02-07T03:05:58.8Z,2,REGULAR,2pt,Jump Shot,[],203999,94.10726018396846,89.72886029411765,1610612743,59,50,2025-02-07T03:06:55Z,3320000,False,199.0,3.0,1,right,MISS N. Jokić 19' turnaround fadeaway Shot,[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Right,19.86,Missed,,,,,,,,,,,,,,,,,,
339,PT00M00.10S,2025-02-07T03:05:59.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,59,50,2025-02-07T03:06:55Z,3330000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,16-24 Right,,,,,338.0,,,,,,,,,,,,,,,
340,PT00M00.00S,2025-02-07T03:06:56.9Z,2,REGULAR,period,end,[],0,,,1610612743,59,50,2025-02-07T03:06:56Z,3340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2025-02-07T03:20:32.5Z,3,REGULAR,substitution,out,['startperiod'],1641710,,,1610612743,59,50,2025-02-07T03:21:05Z,3350000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2025-02-07T03:20:32.5Z,3,REGULAR,substitution,out,['startperiod'],1641783,,,1610612743,59,50,2025-02-07T03:21:05Z,3360000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2025-02-07T03:20:32.5Z,3,REGULAR,substitution,in,['startperiod'],1630175,,,1610612743,59,50,2025-02-07T03:21:05Z,3370000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2025-02-07T03:20:32.5Z,3,REGULAR,substitution,in,['startperiod'],1630532,,,1610612743,59,50,2025-02-07T03:21:05Z,3380000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
