actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId
341,PT11M42.00S,2025-02-12T01:25:46.9Z,3,REGULAR,steal,,[],1629656,,,1610612755,52,50,2025-02-12T01:25:49Z,3310000,False,,,0,,Q. Grimes STEAL (2 STL),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
342,PT11M36.00S,2025-02-12T01:25:52.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,93.08475689881735,50.98039215686275,1610612755,54,50,2025-02-12T01:26:05Z,3320000,False,5.0,13.0,1,right,K. Oubre Jr. running finger roll Layup (6 PTS) (J. Embiid 4 AST),"[1626162, 203954]",1610612755.0,PHI,running finger roll,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,1.34,Made,6.0,J. Embiid,203954.0,4.0,,,,,,,,,,,,
343,PT11M25.00S,2025-02-12T01:26:03.3Z,3,REGULAR,3pt,Jump Shot,[],1641711,28.170170827858072,23.039215686274503,1610612761,54,50,2025-02-12T01:26:07Z,3330000,False,135.0,212.0,1,left,MISS G. Dick 25' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,25.15,Missed,,,,,,,,,,,,,,,,
344,PT11M25.00S,2025-02-12T01:26:03.3Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,54,50,2025-02-12T01:26:07Z,3340000,False,,,0,,T. Maxey REBOUND (Off:0 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,343.0,3.0,3.0,0.0,,
345,PT11M11.00S,2025-02-12T01:26:18.0Z,3,REGULAR,3pt,Jump Shot,[],203954,69.1688567674113,29.65686274509804,1610612755,54,50,2025-02-12T01:26:22Z,3350000,False,-102.0,237.0,1,right,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,25.82,Missed,,,,,,,,,,,,,,,,
346,PT11M09.00S,2025-02-12T01:26:20.0Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,54,50,2025-02-12T01:26:22Z,3360000,False,,,0,,S. Barnes REBOUND (Off:1 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,345.0,6.0,5.0,1.0,,
348,PT10M53.00S,2025-02-12T01:26:35.2Z,3,REGULAR,3pt,Jump Shot,[],1641711,15.029566360052556,97.05882352941177,1610612761,54,50,2025-02-12T01:26:40Z,3370000,False,-235.0,89.0,1,left,MISS G. Dick 25' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,,,25.15,Missed,,,,,,,,,,,,,,,,
349,PT10M51.00S,2025-02-12T01:26:37.2Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,54,50,2025-02-12T01:26:40Z,3380000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,348.0,3.0,3.0,0.0,,
350,PT10M40.00S,2025-02-12T01:26:49.1Z,3,REGULAR,3pt,Jump Shot,[],1630178,67.85479632063075,49.754901960784316,1610612755,54,50,2025-02-12T01:26:57Z,3390000,False,-1.0,250.0,1,right,MISS T. Maxey 24' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,24.97,Missed,,,,,,,,,,,,,,,,
351,PT10M36.00S,2025-02-12T01:26:53.1Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,54,50,2025-02-12T01:26:57Z,3400000,False,,,0,,J. Embiid REBOUND (Off:1 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,350.0,4.0,3.0,1.0,,
352,PT10M33.00S,2025-02-12T01:26:55.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,93.34756898817345,5.637254901960787,1610612755,54,50,2025-02-12T01:27:00Z,3410000,False,-222.0,10.0,1,right,MISS Q. Grimes 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,22.2,Missed,,,,,,,,,,,,,,,,
353,PT10M33.00S,2025-02-12T01:26:55.2Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,54,50,2025-02-12T01:27:00Z,3420000,False,,,0,,S. Barnes REBOUND (Off:1 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,352.0,7.0,6.0,1.0,,
354,PT10M22.00S,2025-02-12T01:27:06.1Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1630567,22.651116951379763,23.039215686274503,1610612761,54,52,2025-02-12T01:29:58Z,3430000,False,135.0,160.0,1,left,S. Barnes 20' running pullup Jump Shot (18 PTS),[1630567],1610612761.0,TOR,running pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,20.95,Made,18.0,,,,,,,,,,,,,,,
355,PT10M13.00S,2025-02-12T01:27:21.4Z,3,REGULAR,turnover,backcourt,[],1630178,,,1610612755,54,52,2025-02-12T01:27:27Z,3440000,False,,,0,,T. Maxey backcourt TURNOVER (1 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,1627963.0,1.0,,,,,,,,,,,,,,,,,,
356,PT10M03.00S,2025-02-12T01:27:43.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630534,18.84034165571616,25.0,1610612761,54,52,2025-02-12T01:31:54Z,3450000,False,125.0,125.0,1,left,MISS O. Agbaji 17' driving floating bank Shot,[1630534],1610612761.0,TOR,driving floating bank,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Right Center,,,17.65,Missed,,,,,,,,,,,,,,,,
357,PT10M00.00S,2025-02-12T01:27:46.6Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,54,52,2025-02-12T01:31:54Z,3460000,False,,,0,,T. Maxey REBOUND (Off:0 Def:4),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,356.0,4.0,4.0,0.0,,
358,PT09M58.00S,2025-02-12T01:27:48.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629656,94.13600525624179,52.94117647058824,1610612755,56,52,2025-02-12T01:27:53Z,3470000,False,15.0,3.0,1,right,Q. Grimes running Layup (9 PTS) (T. Maxey 2 AST),"[1629656, 1630178]",1610612755.0,PHI,running,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,1.49,Made,9.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,
360,PT09M40.00S,2025-02-12T01:28:06.0Z,3,REGULAR,3pt,Jump Shot,[],1630193,33.03219448094612,30.392156862745097,1610612761,56,55,2025-02-12T01:28:11Z,3490000,False,98.0,258.0,1,left,I. Quickley 27' 3PT step back (15 PTS) (J. Mogbo 2 AST),"[1630193, 1642367]",1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,27.6,Made,15.0,J. Mogbo,1642367.0,2.0,,,,,,,,,,,,
362,PT09M23.00S,2025-02-12T01:28:23.6Z,3,REGULAR,2pt,Jump Shot,[],203954,79.15571616294349,46.81372549019608,1610612755,56,55,2025-02-12T01:28:32Z,3510000,False,-16.0,143.0,1,right,MISS J. Embiid 14' driving floating Shot,[203954],1610612755.0,PHI,driving floating,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,14.43,Missed,,,,,,,,,,,,,,,,
363,PT09M22.00S,2025-02-12T01:28:24.6Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,56,55,2025-02-12T01:31:16Z,3520000,False,,,0,,J. Embiid REBOUND (Off:2 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,362.0,5.0,3.0,2.0,,
377,PT09M21.00S,2025-02-12T01:28:25.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,92.95335085413929,51.71568627450981,1610612755,56,55,2025-02-12T01:31:25Z,3525000,False,9.0,14.0,1,right,MISS J. Embiid tip Layup,[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,1.62,Missed,,,,,,,,,,,,,,,,
378,PT09M21.00S,2025-02-12T01:28:25.5Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,56,55,2025-02-12T01:31:25Z,3527500,False,,,0,,J. Embiid REBOUND (Off:3 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,377.0,6.0,3.0,3.0,,
364,PT09M19.00S,2025-02-12T01:28:27.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,94.40999984741211,50.0,1610612755,56,55,2025-02-12T01:30:00Z,3530000,False,0.0,0.0,1,right,MISS J. Embiid tip Layup,[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,0.0,Missed,,,,,,,,,,,,,,,,
365,PT09M18.00S,2025-02-12T01:28:28.0Z,3,REGULAR,rebound,defensive,[],1641711,,,1610612761,56,55,2025-02-12T01:28:28Z,3540000,False,,,0,,G. Dick REBOUND (Off:0 Def:2),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,364.0,2.0,2.0,0.0,,
369,PT09M05.00S,2025-02-12T01:29:20.8Z,3,REGULAR,3pt,Jump Shot,[],1630193,34.477660972404735,32.35294117647058,1610612761,56,58,2025-02-12T01:29:25Z,3570000,False,88.0,272.0,1,left,I. Quickley 28' 3PT  (18 PTS) (J. Mogbo 3 AST),"[1630193, 1642367]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,28.56,Made,18.0,J. Mogbo,1642367.0,3.0,,,,,,,,,,,,
371,PT08M44.00S,2025-02-12T01:29:40.6Z,3,REGULAR,turnover,lost ball,[],1630178,,,1610612755,56,58,2025-02-12T01:36:18Z,3590000,False,,,0,,T. Maxey lost ball TURNOVER (2 TO),"[1630178, 1641711]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,,,,,,,,,,,Dick,1641711.0
372,PT08M44.00S,2025-02-12T01:29:40.6Z,3,REGULAR,steal,,[],1641711,,,1610612761,56,58,2025-02-12T01:29:42Z,3600000,False,,,0,,G. Dick STEAL (1 STL),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
373,PT08M35.00S,2025-02-12T01:29:50.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630534,10.036136662286467,33.08823529411765,1610612761,56,60,2025-02-12T01:29:58Z,3610000,False,85.0,42.0,1,left,O. Agbaji 9' step back Jump Shot (7 PTS) (S. Barnes 1 AST),"[1630534, 1630567]",1610612761.0,TOR,step back,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Right,,,9.44,Made,7.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,
375,PT08M26.00S,2025-02-12T01:29:58.7Z,3,REGULAR,turnover,bad pass,[],1630178,,,1610612755,56,60,2025-02-12T01:30:15Z,3630000,False,,,0,,T. Maxey bad pass TURNOVER (3 TO),"[1630178, 1641711]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,,3.0,,,,,,,,,,,,,,,,,Dick,1641711.0
376,PT08M26.00S,2025-02-12T01:29:58.7Z,3,REGULAR,steal,,[],1641711,,,1610612761,56,60,2025-02-12T01:30:00Z,3640000,False,,,0,,G. Dick STEAL (2 STL),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
379,PT08M23.00S,2025-02-12T01:30:01.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630567,21.468462549277262,34.06862745098039,1610612761,56,60,2025-02-12T01:37:49Z,3650000,False,80.0,149.0,1,left,MISS S. Barnes 16' driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,16.92,Missed,,,,,,,,,,,,,,,,
380,PT08M21.00S,2025-02-12T01:30:03.9Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,56,60,2025-02-12T01:37:49Z,3660000,False,,,0,,J. Embiid REBOUND (Off:3 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,379.0,7.0,4.0,3.0,,
381,PT08M19.00S,2025-02-12T01:30:05.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626162,91.11366622864652,49.50980392156863,1610612755,58,60,2025-02-12T01:38:15Z,3670000,False,-2.0,31.0,1,right,K. Oubre Jr. running Layup (8 PTS) (T. Maxey 3 AST),"[1626162, 1630178]",1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,3.11,Made,8.0,T. Maxey,1630178.0,3.0,,,,,,,,,,,,
383,PT08M09.00S,2025-02-12T01:30:16.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642367,13.715505913272011,52.205882352941174,1610612761,58,60,2025-02-12T01:33:58Z,3690000,False,-11.0,76.0,1,left,MISS J. Mogbo 7' floating Shot,[1642367],1610612761.0,TOR,floating,,,Mogbo,J. Mogbo,,,,,In The Paint (Non-RA),0-8 Center,,,7.72,Missed,,,,,,,,,,,,,,,,
384,PT08M09.00S,2025-02-12T01:30:16.6Z,3,REGULAR,rebound,offensive,[],1642367,,,1610612761,58,60,2025-02-12T01:33:58Z,3700000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:2),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,383.0,3.0,2.0,1.0,,
385,PT08M03.00S,2025-02-12T01:30:21.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630567,8.459264126149804,46.81372549019608,1610612761,58,62,2025-02-12T01:39:25Z,3710000,False,16.0,27.0,1,left,S. Barnes turnaround fadeaway Jump Shot (20 PTS) (J. Mogbo 4 AST),"[1630567, 1642367]",1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,3.13,Made,20.0,J. Mogbo,1642367.0,4.0,,,,,,,,,,,,
387,PT07M51.00S,2025-02-12T01:30:34.5Z,3,REGULAR,3pt,Jump Shot,[],1629656,72.05978975032852,20.833333333333343,1610612755,58,62,2025-02-12T01:30:40Z,3730000,False,-146.0,210.0,1,right,MISS Q. Grimes 25' 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,25.57,Missed,,,,,,,,,,,,,,,,
388,PT07M51.00S,2025-02-12T01:30:34.5Z,3,REGULAR,rebound,defensive,[],1642367,,,1610612761,58,62,2025-02-12T01:30:40Z,3740000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:3),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,387.0,4.0,3.0,1.0,,
389,PT07M40.00S,2025-02-12T01:30:45.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,6.093955321944804,55.3921568627451,1610612761,58,64,2025-02-12T01:30:51Z,3750000,False,-27.0,5.0,1,left,O. Agbaji cutting Layup (9 PTS) (I. Quickley 4 AST),"[1630534, 1630193]",1610612761.0,TOR,cutting,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,2.74,Made,9.0,I. Quickley,1630193.0,4.0,,,,,,,,,,,,
391,PT07M29.00S,2025-02-12T01:31:00.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,58,64,2025-02-12T01:31:00Z,3770000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M18.00S,2025-02-12T01:34:11.0Z,3,REGULAR,3pt,Jump Shot,[],202331,67.32917214191853,55.63725490196079,1610612755,58,64,2025-02-12T01:34:21Z,3780000,False,28.0,255.0,1,right,MISS P. George 25' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,25.62,Missed,,,,,,,,,,,,,,,,
393,PT07M16.00S,2025-02-12T01:34:13.0Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,58,64,2025-02-12T01:34:21Z,3790000,False,,,0,,J. Embiid REBOUND (Off:4 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,392.0,8.0,4.0,4.0,,
394,PT07M16.00S,2025-02-12T01:34:17.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,94.40999984741211,50.0,1610612755,60,64,2025-02-12T01:34:17Z,3800000,False,0.0,0.0,1,right,J. Embiid putback Layup (19 PTS),[203954],1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,0.0,Made,19.0,,,,,,,,,,,,,,,
395,PT07M16.00S,2025-02-12T01:34:18.8Z,3,REGULAR,foul,personal,['1freethrow'],1642367,,,1610612755,60,64,2025-02-12T01:34:23Z,3810000,False,,,0,,J. Mogbo shooting personal FOUL (4 PF) (Embiid 1 FT),"[1642367, 203954]",1610612761.0,TOR,shooting,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,2530.0,,,,,,,,4.0,0.0,Embiid,203954.0,,,,,,,,
397,PT07M16.00S,2025-02-12T01:34:43.2Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],203954,,,1610612755,61,64,2025-02-12T01:34:43Z,3830000,False,,,0,,J. Embiid Free Throw 1 of 1 (20 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
398,PT06M56.00S,2025-02-12T01:35:13.6Z,3,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,61,64,2025-02-12T01:35:19Z,3840000,False,,,0,,S. Barnes lost ball out-of-bounds TURNOVER (2 TO),[1630567],1610612761.0,TOR,lost ball,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,1626300.0,2.0,,,,,,,,,,,,,,,,,,
399,PT06M56.00S,2025-02-12T01:35:17.0Z,3,REGULAR,substitution,out,[],202331,,,1610612755,61,64,2025-02-12T01:35:27Z,3850000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M56.00S,2025-02-12T01:35:17.0Z,3,REGULAR,substitution,out,[],1642367,,,1610612755,61,64,2025-02-12T01:35:27Z,3860000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M56.00S,2025-02-12T01:35:17.0Z,3,REGULAR,substitution,in,[],1642348,,,1610612755,61,64,2025-02-12T01:35:27Z,3870000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M56.00S,2025-02-12T01:35:17.0Z,3,REGULAR,substitution,in,[],1631115,,,1610612755,61,64,2025-02-12T01:35:27Z,3880000,False,,,0,,SUB in: O. Robinson,[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M44.00S,2025-02-12T01:35:41.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,70.48291721419186,22.794117647058826,1610612755,61,64,2025-02-12T01:41:49Z,3890000,False,-136.0,225.0,1,right,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,26.29,Missed,,,,,,,,,,,,,,,,
404,PT06M41.00S,2025-02-12T01:35:44.5Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,61,64,2025-02-12T01:35:48Z,3900000,False,,,0,,J. Embiid REBOUND (Off:5 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,403.0,9.0,4.0,5.0,,
405,PT06M37.00S,2025-02-12T01:35:48.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203954,93.47897503285151,53.431372549019606,1610612755,61,64,2025-02-12T01:35:52Z,3910000,False,17.0,9.0,1,right,MISS J. Embiid Layup,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,1.93,Missed,,,,,,,,,,,,,,,,
406,PT06M35.00S,2025-02-12T01:35:50.3Z,3,REGULAR,rebound,offensive,[],1629656,,,1610612755,61,64,2025-02-12T01:35:50Z,3920000,False,,,0,,Q. Grimes REBOUND (Off:2 Def:0),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,405.0,2.0,0.0,2.0,,
407,PT06M33.00S,2025-02-12T01:35:51.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642348,91.77069645203679,4.656862745098039,1610612755,61,64,2025-02-12T01:35:55Z,3930000,False,-227.0,25.0,1,right,MISS J. Edwards 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Left Corner 3,24+ Left,,,22.81,Missed,,,,,,,,,,,,,,,,
408,PT06M31.00S,2025-02-12T01:35:53.9Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,61,64,2025-02-12T01:35:55Z,3940000,False,,,0,,S. Barnes REBOUND (Off:1 Def:7),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,407.0,8.0,7.0,1.0,,
409,PT06M27.00S,2025-02-12T01:35:57.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,7.670827858081481,49.50980392156863,1610612761,61,66,2025-02-12T01:36:03Z,3950000,False,2.0,20.0,1,left,S. Barnes running finger roll Layup (22 PTS),[1630567],1610612761.0,TOR,running finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,1.98,Made,22.0,,,,,,,,,,,,,,,
410,PT06M14.00S,2025-02-12T01:36:11.0Z,3,REGULAR,3pt,Jump Shot,[],1626162,70.3515111695138,26.960784313725497,1610612755,61,66,2025-02-12T01:36:16Z,3960000,False,-115.0,226.0,1,right,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,25.38,Missed,,,,,,,,,,,,,,,,
411,PT06M10.00S,2025-02-12T01:36:15.0Z,3,REGULAR,rebound,defensive,[],1631115,,,1610612761,61,66,2025-02-12T01:36:16Z,3970000,False,,,0,,O. Robinson REBOUND (Off:0 Def:2),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,410.0,2.0,2.0,0.0,,
412,PT05M54.00S,2025-02-12T01:36:30.3Z,3,REGULAR,3pt,Jump Shot,[],1630534,12.270039421813408,95.83333333333333,1610612761,61,66,2025-02-12T01:36:34Z,3980000,False,-229.0,63.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,,,23.76,Missed,,,,,,,,,,,,,,,,
413,PT05M52.00S,2025-02-12T01:36:32.3Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,61,66,2025-02-12T01:36:34Z,3990000,False,,,0,,T. Maxey REBOUND (Off:0 Def:5),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,412.0,5.0,5.0,0.0,,
414,PT05M47.00S,2025-02-12T01:36:38.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626162,94.53022339027595,53.67647058823529,1610612755,61,66,2025-02-12T01:36:45Z,4000000,False,18.0,-1.0,1,right,MISS K. Oubre Jr. running Layup,[1626162],1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,1.84,Missed,,,,,,,,,,,,,,,,
415,PT05M42.00S,2025-02-12T01:36:42.7Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612755,61,66,2025-02-12T01:36:42Z,4010000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:6),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,414.0,7.0,6.0,1.0,,
416,PT05M42.00S,2025-02-12T01:36:42.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626162,94.40999984741211,50.0,1610612755,63,66,2025-02-12T01:36:56Z,4020000,False,0.0,0.0,1,right,K. Oubre Jr. putback Layup (10 PTS),[1626162],1610612755.0,PHI,putback,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,0.0,Made,10.0,,,,,,,,,,,,,,,
417,PT05M25.00S,2025-02-12T01:36:59.7Z,3,REGULAR,turnover,bad pass,[],1630534,,,1610612761,63,66,2025-02-12T01:37:03Z,4030000,False,,,0,,O. Agbaji bad pass TURNOVER (2 TO),"[1630534, 203954]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,,,,,,,,,,,Embiid,203954.0
418,PT05M25.00S,2025-02-12T01:36:59.7Z,3,REGULAR,steal,,[],203954,,,1610612755,63,66,2025-02-12T01:37:01Z,4040000,False,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
