actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
351,PT00M12.40S,2025-02-05T01:07:05.0Z,2,REGULAR,rebound,offensive,[],1630178,,,1610612755,58,63,2025-02-05T01:09:47Z,3385000,False,,,0,,T. Maxey REBOUND (Off:1 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,342.0,3.0,2.0,1.0,,,,,,,,,,,,,
348,PT00M02.80S,2025-02-05T01:09:22.4Z,2,REGULAR,turnover,lost ball,[],1630178,,,1610612755,58,63,2025-02-05T01:10:05Z,3390000,False,,,0,,T. Maxey lost ball TURNOVER (1 TO),"[1630178, 1630230]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,Marshall,1630230.0,,,,,,
349,PT00M02.80S,2025-02-05T01:09:22.4Z,2,REGULAR,steal,,[],1630230,,,1610612742,58,63,2025-02-05T01:09:24Z,3400000,False,,,0,,N. Marshall STEAL (2 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
350,PT00M00.00S,2025-02-05T01:09:26.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630230,92.32917214191852,48.03921568627451,1610612742,58,65,2025-02-05T01:10:12Z,3410000,False,-10.0,20.0,1,right,N. Marshall running finger roll Layup (11 PTS),[1630230],1610612742.0,DAL,running finger roll,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,2.19,Made,11.0,,,,,,,,,,,,,,,,,
352,PT00M00.00S,2025-02-05T01:10:38.4Z,2,REGULAR,period,end,[],0,,,1610612755,58,65,2025-02-05T01:10:38Z,3420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2025-02-05T01:13:54.7Z,3,REGULAR,substitution,out,['startperiod'],1641741,,,1610612755,58,65,2025-02-05T01:24:07Z,3430000,False,,,0,,SUB out: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2025-02-05T01:13:54.7Z,3,REGULAR,substitution,out,['startperiod'],1630288,,,1610612755,58,65,2025-02-05T01:24:07Z,3440000,False,,,0,,SUB out: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2025-02-05T01:13:54.7Z,3,REGULAR,substitution,out,['startperiod'],1631108,,,1610612755,58,65,2025-02-05T01:24:07Z,3450000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2025-02-05T01:13:54.7Z,3,REGULAR,substitution,out,['startperiod'],1630230,,,1610612755,58,65,2025-02-05T01:24:07Z,3460000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2025-02-05T01:13:54.7Z,3,REGULAR,substitution,out,['startperiod'],203915,,,1610612755,58,65,2025-02-05T01:24:07Z,3470000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2025-02-05T01:13:54.7Z,3,REGULAR,substitution,in,['startperiod'],1642348,,,1610612755,58,65,2025-02-05T01:24:07Z,3480000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2025-02-05T01:13:54.7Z,3,REGULAR,substitution,in,['startperiod'],1626162,,,1610612755,58,65,2025-02-05T01:24:07Z,3490000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2025-02-05T01:13:54.7Z,3,REGULAR,substitution,in,['startperiod'],1630556,,,1610612755,58,65,2025-02-05T01:24:07Z,3500000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2025-02-05T01:13:54.7Z,3,REGULAR,substitution,in,['startperiod'],1629655,,,1610612755,58,65,2025-02-05T01:24:07Z,3510000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2025-02-05T01:13:54.7Z,3,REGULAR,substitution,in,['startperiod'],203957,,,1610612755,58,65,2025-02-05T01:24:07Z,3520000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2025-02-05T01:24:50.6Z,3,REGULAR,period,start,[],0,,,1610612755,58,65,2025-02-05T01:24:50Z,3530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT11M46.00S,2025-02-05T01:25:03.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,92.72339027595268,52.20588235294118,1610612755,60,65,2025-02-05T01:25:10Z,3540000,False,11.0,16.0,1,right,G. Yabusele Layup (9 PTS) (J. Embiid 4 AST),"[1627824, 203954]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,1.93,Made,9.0,,,,,,J. Embiid,203954.0,4.0,,,,,,,,,
368,PT11M22.00S,2025-02-05T01:25:27.2Z,3,REGULAR,3pt,Jump Shot,[],202681,29.517082785808146,70.58823529411765,1610612742,60,65,2025-02-05T01:25:32Z,3560000,False,-103.0,225.0,1,left,MISS K. Irving 24' step back 3PT,[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,24.74,Missed,,,,,,,,,,,,,,,,,,
369,PT11M18.00S,2025-02-05T01:25:31.2Z,3,REGULAR,rebound,defensive,[],1627824,,,1610612755,60,65,2025-02-05T01:25:32Z,3570000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:4),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,,368.0,5.0,4.0,1.0,,,,,,,,,,,,,
370,PT11M10.00S,2025-02-05T01:25:39.3Z,3,REGULAR,turnover,lost ball,[],1630178,,,1610612755,60,65,2025-02-05T01:25:42Z,3580000,False,,,0,,T. Maxey lost ball TURNOVER (2 TO),"[1630178, 203957]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,2.0,Exum,203957.0,,,,,,
371,PT11M10.00S,2025-02-05T01:25:39.3Z,3,REGULAR,steal,,[],203957,,,1610612742,60,65,2025-02-05T01:25:41Z,3590000,False,,,0,,D. Exum STEAL (1 STL),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
372,PT11M05.00S,2025-02-05T01:25:47.5Z,3,REGULAR,foul,personal,['2freethrow'],1642348,,,1610612742,60,65,2025-02-05T01:25:56Z,3600000,False,,,0,,J. Edwards shooting personal FOUL (4 PF) (Irving 2 FT),"[1642348, 202681]",1610612755.0,PHI,shooting,,,Edwards,J. Edwards,,,,,Mid-Range,8-16 Center,,,,,,,,202007.0,,,,,,,,,4.0,0.0,Irving,202681.0
374,PT11M05.00S,2025-02-05T01:26:14.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202681,,,1610612742,60,66,2025-02-05T01:27:00Z,3620000,False,,,0,,K. Irving Free Throw 1 of 2 (18 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
375,PT11M05.00S,2025-02-05T01:26:14.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202681,,,1610612742,60,67,2025-02-05T01:27:00Z,3630000,False,,,0,,K. Irving Free Throw 2 of 2 (19 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
376,PT10M49.00S,2025-02-05T01:26:55.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,81.94809461235218,50.98039215686274,1610612755,62,67,2025-02-05T01:26:59Z,3640000,False,5.0,117.0,1,right,J. Embiid 11' fadeaway Jump Shot (20 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.73,Made,20.0,,,,,,,,,,,,,,,,,
377,PT10M35.00S,2025-02-05T01:27:11.3Z,3,REGULAR,foul,offensive,[],202691,,,1610612742,62,67,2025-02-05T01:28:04Z,3650000,False,,,0,,K. Thompson offensive FOUL (1 PF),"[202691, 1642348]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,2005.0,,,,,,,,,1.0,0.0,Edwards,1642348.0
379,PT10M35.00S,2025-02-05T01:27:11.3Z,3,REGULAR,turnover,offensive foul,[],202691,,,1610612742,62,67,2025-02-05T01:27:11Z,3670000,False,,,0,,K. Thompson offensive foul TURNOVER (2 TO),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,2005.0,,,,2.0,,,,,,,,
380,PT10M23.00S,2025-02-05T01:27:35.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627824,92.59198423127464,51.470588235294116,1610612755,64,67,2025-02-05T01:27:44Z,3680000,False,7.0,17.0,1,right,G. Yabusele Layup (11 PTS) (J. Embiid 5 AST),"[1627824, 203954]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,1.86,Made,11.0,,,,,,J. Embiid,203954.0,5.0,,,,,,,,,
382,PT10M09.00S,2025-02-05T01:27:49.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,9.411957950065702,50.245098039215684,1610612742,64,69,2025-02-05T01:27:53Z,3700000,False,-1.0,36.0,1,left,K. Irving pullup Jump Shot (21 PTS),[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,3.6,Made,21.0,,,,,,,,,,,,,,,,,
383,PT09M56.00S,2025-02-05T01:28:02.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.06636005256242,55.392156862745104,1610612755,64,69,2025-02-05T01:28:07Z,3710000,False,27.0,22.0,1,right,MISS J. Embiid driving Layup - blocked,"[203954, 1629655]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,Gafford,1629655.0,,,,
384,PT09M56.00S,2025-02-05T01:28:02.9Z,3,REGULAR,block,,[],1629655,,,1610612755,64,69,2025-02-05T01:28:05Z,3720000,False,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
385,PT09M53.00S,2025-02-05T01:28:05.9Z,3,REGULAR,rebound,defensive,[],202681,,,1610612742,64,69,2025-02-05T01:28:07Z,3730000,False,,,0,,K. Irving REBOUND (Off:3 Def:4),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,383.0,7.0,4.0,3.0,,,,,,,,,,,,,
386,PT09M51.00S,2025-02-05T01:28:07.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203957,6.521024967148489,50.245098039215684,1610612742,64,71,2025-02-05T01:28:12Z,3740000,False,-1.0,9.0,1,left,D. Exum running Layup (12 PTS) (K. Irving 2 AST),"[203957, 202681]",1610612742.0,DAL,running,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,0.89,Made,12.0,,,,,,K. Irving,202681.0,2.0,,,,,,,,,
388,PT09M40.00S,2025-02-05T01:28:18.9Z,3,REGULAR,3pt,Jump Shot,[],1627824,89.04402102496715,3.1862745098039214,1610612755,64,71,2025-02-05T01:28:23Z,3760000,False,-234.0,50.0,1,right,MISS G. Yabusele 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Left Corner 3,24+ Left,23.95,Missed,,,,,,,,,,,,,,,,,,
389,PT09M37.00S,2025-02-05T01:28:21.9Z,3,REGULAR,rebound,defensive,[],1630556,,,1610612742,64,71,2025-02-05T01:28:23Z,3770000,False,,,0,,K. Edwards REBOUND (Off:0 Def:3),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Left Corner 3,24+ Left,,,,388.0,3.0,3.0,0.0,,,,,,,,,,,,,
390,PT09M27.00S,2025-02-05T01:28:31.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630556,7.178055190538765,46.32352941176471,1610612742,64,71,2025-02-05T01:28:35Z,3780000,False,18.0,15.0,1,left,MISS K. Edwards driving Layup,[1630556],1610612742.0,DAL,driving,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,,
391,PT09M25.00S,2025-02-05T01:28:33.1Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,64,71,2025-02-05T01:28:35Z,3790000,False,,,0,,J. Embiid REBOUND (Off:2 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,390.0,6.0,4.0,2.0,,,,,,,,,,,,,
392,PT09M22.00S,2025-02-05T01:28:39.5Z,3,REGULAR,foul,personal,['2freethrow'],203957,,,1610612755,64,71,2025-02-05T01:28:48Z,3800000,False,,,0,,D. Exum shooting personal FOUL (2 PF) (Maxey 2 FT),"[203957, 1630178]",1610612742.0,DAL,shooting,,,Exum,D. Exum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2005.0,,,,,,,,,2.0,0.0,Maxey,1630178.0
394,PT09M22.00S,2025-02-05T01:29:06.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630178,,,1610612755,65,71,2025-02-05T01:29:06Z,3820000,False,,,0,,T. Maxey Free Throw 1 of 2 (17 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
395,PT09M22.00S,2025-02-05T01:29:06.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630178,,,1610612755,66,71,2025-02-05T01:29:51Z,3830000,False,,,0,,T. Maxey Free Throw 2 of 2 (18 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
396,PT09M03.00S,2025-02-05T01:29:46.0Z,3,REGULAR,2pt,Jump Shot,[],202681,4.155716162943495,68.87254901960785,1610612742,66,73,2025-02-05T01:29:52Z,3840000,False,-94.0,-13.0,1,left,K. Irving 9' fadeaway Jump Shot (23 PTS),[202681],1610612742.0,DAL,fadeaway,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,9.53,Made,23.0,,,,,,,,,,,,,,,,,
397,PT08M42.00S,2025-02-05T01:30:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,91.5407358738502,50.98039215686274,1610612755,68,73,2025-02-05T01:30:11Z,3850000,False,5.0,27.0,1,right,J. Embiid driving finger roll Layup (22 PTS) (T. Maxey 7 AST),"[203954, 1630178]",1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.74,Made,22.0,,,,,,T. Maxey,1630178.0,7.0,,,,,,,,,
399,PT08M27.00S,2025-02-05T01:30:23.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,7.046649145860711,47.05882352941176,1610612742,68,73,2025-02-05T01:31:12Z,3870000,False,15.0,14.0,1,left,MISS D. Gafford cutting Layup,[1629655],1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,,
400,PT08M24.00S,2025-02-05T01:30:26.0Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,68,73,2025-02-05T01:30:28Z,3880000,False,,,0,,T. Maxey REBOUND (Off:1 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,399.0,4.0,3.0,1.0,,,,,,,,,,,,,
401,PT08M18.00S,2025-02-05T01:30:37.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,68,73,2025-02-05T01:30:37Z,3890000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT08M07.00S,2025-02-05T01:33:54.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,92.59198423127464,52.450980392156865,1610612755,70,73,2025-02-05T01:33:58Z,3900000,False,12.0,17.0,1,right,G. Yabusele Layup (13 PTS) (J. Embiid 6 AST),"[1627824, 203954]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,2.11,Made,13.0,,,,,,J. Embiid,203954.0,6.0,,,,,,,,,
404,PT07M49.00S,2025-02-05T01:34:11.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203957,6.783837056504599,54.166666666666664,1610612742,70,75,2025-02-05T01:34:37Z,3920000,False,-21.0,11.0,1,left,D. Exum driving Layup (14 PTS),[203957],1610612742.0,DAL,driving,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,2.37,Made,14.0,,,,,,,,,,,,,,,,,
405,PT07M33.00S,2025-02-05T01:34:27.5Z,3,REGULAR,3pt,Jump Shot,[],1630178,63.55124835742444,47.05882352941176,1610612755,70,75,2025-02-05T01:34:32Z,3930000,False,-15.0,290.0,1,right,MISS T. Maxey 29' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,29.05,Missed,,,,,,,,,,,,,,,,,,
406,PT07M29.00S,2025-02-05T01:34:31.5Z,3,REGULAR,rebound,defensive,[],202681,,,1610612742,70,75,2025-02-05T01:34:32Z,3940000,False,,,0,,K. Irving REBOUND (Off:3 Def:5),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,405.0,8.0,5.0,3.0,,,,,,,,,,,,,
407,PT07M21.00S,2025-02-05T01:34:39.2Z,3,REGULAR,3pt,Jump Shot,[],202691,12.040078843626807,3.1862745098039214,1610612742,70,75,2025-02-05T01:34:44Z,3950000,False,234.0,61.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,24.18,Missed,,,,,,,,,,,,,,,,,,
408,PT07M17.00S,2025-02-05T01:34:43.2Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,70,75,2025-02-05T01:34:44Z,3960000,False,,,0,,J. Embiid REBOUND (Off:2 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Right Corner 3,24+ Right,,,,407.0,7.0,5.0,2.0,,,,,,,,,,,,,
409,PT07M14.00S,2025-02-05T01:34:46.3Z,3,REGULAR,turnover,bad pass,[],203954,,,1610612755,70,75,2025-02-05T01:34:50Z,3970000,False,,,0,,J. Embiid bad pass TURNOVER (4 TO),"[203954, 1630556]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,4.0,Edwards,1630556.0,,,,,,
410,PT07M14.00S,2025-02-05T01:34:46.3Z,3,REGULAR,steal,,[],1630556,,,1610612742,70,75,2025-02-05T01:34:48Z,3980000,False,,,0,,K. Edwards STEAL (1 STL),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
411,PT07M12.00S,2025-02-05T01:34:49.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202691,7.046649145860711,47.549019607843135,1610612742,70,77,2025-02-05T03:51:54Z,3990000,False,12.0,14.0,1,left,K. Thompson running finger roll Layup (5 PTS) (D. Exum 4 AST),"[202691, 203957]",1610612742.0,DAL,running finger roll,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,1.84,Made,5.0,,,,,,D. Exum,203957.0,4.0,,,,,,,,,
413,PT07M12.00S,2025-02-05T01:34:54.4Z,3,REGULAR,foul,personal,['1freethrow'],1627824,,,1610612742,70,77,2025-02-05T01:35:20Z,4010000,False,,,0,,G. Yabusele shooting personal FOUL (2 PF) (Thompson 1 FT),"[1627824, 202691]",1610612755.0,PHI,shooting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,,,,,,,,,2.0,0.0,Thompson,202691.0
415,PT07M12.00S,2025-02-05T01:35:09.7Z,3,REGULAR,substitution,out,[],1630556,,,1610612742,70,77,2025-02-05T01:35:18Z,4030000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT07M12.00S,2025-02-05T01:35:09.7Z,3,REGULAR,substitution,out,[],203957,,,1610612742,70,77,2025-02-05T01:35:18Z,4040000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT07M12.00S,2025-02-05T01:35:09.7Z,3,REGULAR,substitution,in,[],1631108,,,1610612742,70,77,2025-02-05T01:35:18Z,4050000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M12.00S,2025-02-05T01:35:09.7Z,3,REGULAR,substitution,in,[],203915,,,1610612742,70,77,2025-02-05T01:35:18Z,4060000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT07M12.00S,2025-02-05T01:35:22.1Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",202691,,,1610612742,70,78,2025-02-05T01:35:22Z,4070000,False,,,0,,K. Thompson Free Throw 1 of 1 (6 PTS),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
420,PT06M55.00S,2025-02-05T01:35:41.3Z,3,REGULAR,3pt,Jump Shot,[],1642348,71.96123521681997,18.872549019607842,1610612755,73,78,2025-02-05T01:35:47Z,4080000,False,-156.0,211.0,1,right,J. Edwards 26' 3PT  (9 PTS) (J. Embiid 7 AST),"[1642348, 203954]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,26.22,Made,9.0,,,,,,J. Embiid,203954.0,7.0,,,,,,,,,
422,PT06M34.00S,2025-02-05T01:36:01.3Z,3,REGULAR,3pt,Jump Shot,[],1631108,33.42641261498029,50.245098039215684,1610612742,73,81,2025-02-05T01:38:29Z,4100000,False,-1.0,262.0,1,left,M. Christie 26' 3PT  (13 PTS) (K. Thompson 1 AST),"[1631108, 202691]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,26.17,Made,13.0,,,,,,K. Thompson,202691.0,1.0,,,,,,,,,
424,PT06M20.00S,2025-02-05T01:36:16.0Z,3,REGULAR,3pt,Jump Shot,[],203954,66.44218134034165,45.09803921568628,1610612755,73,81,2025-02-05T01:36:19Z,4120000,False,-25.0,263.0,1,right,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,26.4,Missed,,,,,,,,,,,,,,,,,,
425,PT06M17.00S,2025-02-05T01:36:19.0Z,3,REGULAR,rebound,defensive,[],202691,,,1610612742,73,81,2025-02-05T01:36:19Z,4130000,False,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,424.0,3.0,3.0,0.0,,,,,,,,,,,,,
426,PT06M11.00S,2025-02-05T01:36:25.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202681,10.726018396846255,48.77450980392157,1610612742,73,81,2025-02-05T01:36:31Z,4140000,False,6.0,48.0,1,left,MISS K. Irving running finger roll Layup,[202681],1610612742.0,DAL,running finger roll,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,4.87,Missed,,,,,,,,,,,,,,,,,,
427,PT06M09.00S,2025-02-05T01:36:27.1Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612755,73,81,2025-02-05T01:36:31Z,4150000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:3),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,426.0,4.0,3.0,1.0,,,,,,,,,,,,,
428,PT06M00.00S,2025-02-05T01:36:36.0Z,3,REGULAR,3pt,Jump Shot,[],1630178,68.80749014454665,24.264705882352942,1610612755,73,81,2025-02-05T01:36:41Z,4160000,False,-129.0,241.0,1,right,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,27.29,Missed,,,,,,,,,,,,,,,,,,
429,PT05M56.00S,2025-02-05T01:36:39.7Z,3,REGULAR,rebound,offensive,[],1627824,,,1610612755,73,81,2025-02-05T01:36:39Z,4170000,False,,,0,,G. Yabusele REBOUND (Off:2 Def:4),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,,428.0,6.0,4.0,2.0,,,,,,,,,,,,,
432,PT05M56.00S,2025-02-05T01:37:10.3Z,3,REGULAR,foul,personal,[],202681,,,1610612755,73,81,2025-02-05T01:37:16Z,4200000,False,,,0,,K. Irving personal FOUL (2 PF),"[202681, 203954]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202007.0,,,,,,,,,2.0,0.0,Embiid,203954.0
434,PT05M44.00S,2025-02-05T01:37:40.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642348,68.80749014454665,69.36274509803921,1610612755,73,81,2025-02-05T01:37:49Z,4220000,False,97.0,241.0,1,right,MISS J. Edwards 25' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
