actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
252,PT05M40.00S,2022-10-22T00:21:33.2Z,2,REGULAR,turnover,lost ball,[],1627749,,,1610612737,37,42,2022-10-22T00:21:38Z,2500000,,,0,,D. Murray lost ball TURNOVER (4 TO),"[1627749, 1630532]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,4.0,,,,,,,,,Wagner,1630532.0
253,PT05M40.00S,2022-10-22T00:21:33.2Z,2,REGULAR,steal,,[],1630532,,,1610612753,37,42,2022-10-22T00:21:35Z,2510000,,,0,,F. Wagner STEAL (3 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
254,PT05M38.00S,2022-10-22T00:21:37.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628976,7.5722733245729295,44.36274509803921,1610612753,37,44,2022-10-22T00:21:43Z,2520000,28.0,19.0,1,left,W. Carter Jr. Layup (8 PTS) (F. Wagner 1 AST),"[1628976, 1630532]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,,,,,8.0,F. Wagner,1630532.0,1.0,,,,,,
256,PT05M38.00S,2022-10-22T00:21:46.2Z,2,REGULAR,foul,personal,['1freethrow'],1630168,,,1610612753,37,44,2022-10-22T00:22:14Z,2540000,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Carter Jr. 1 FT),"[1630168, 1628976]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,203592.0,,,,,,3.0,0.0,Carter Jr.,1628976.0,,
258,PT05M38.00S,2022-10-22T00:21:53.4Z,2,REGULAR,substitution,out,[],1630168,,,1610612753,37,44,2022-10-22T00:22:02Z,2560000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M38.00S,2022-10-22T00:21:53.4Z,2,REGULAR,substitution,out,[],1630181,,,1610612753,37,44,2022-10-22T00:22:02Z,2570000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M38.00S,2022-10-22T00:21:53.4Z,2,REGULAR,substitution,in,[],203991,,,1610612753,37,44,2022-10-22T00:22:02Z,2580000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M38.00S,2022-10-22T00:21:53.4Z,2,REGULAR,substitution,in,[],203082,,,1610612753,37,44,2022-10-22T00:22:02Z,2590000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M38.00S,2022-10-22T00:22:15.5Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628976,,,1610612753,37,44,2022-10-22T00:22:17Z,2600000,,,0,,MISS W. Carter Jr. Free Throw 1 of 1,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
263,PT05M35.00S,2022-10-22T00:22:18.5Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,37,44,2022-10-22T00:22:17Z,2610000,,,0,,C. Capela REBOUND (Off:0 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,262.0,3.0,3.0,0.0,,,,,,,,,,,,,,
264,PT05M31.00S,2022-10-22T00:22:21.5Z,2,REGULAR,foul,personal,['2freethrow'],203082,,,1610612737,37,44,2022-10-22T00:22:50Z,2620000,,,0,,T. Ross shooting personal FOUL (2 PF) (Collins 2 FT),"[203082, 1628381]",1610612753.0,ORL,shooting,,,Ross,T. Ross,,,,,Restricted Area,0-8 Center,,,,,,,,,203592.0,,,,,,2.0,0.0,Collins,1628381.0,,
266,PT05M31.00S,2022-10-22T00:22:51.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628381,,,1610612737,38,44,2022-10-22T00:22:51Z,2640000,,,0,,J. Collins Free Throw 1 of 2 (8 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
267,PT05M31.00S,2022-10-22T00:23:06.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628381,,,1610612737,39,44,2022-10-22T00:23:06Z,2650000,,,0,,J. Collins Free Throw 2 of 2 (9 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
268,PT05M14.00S,2022-10-22T00:23:25.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,17.427726675427067,57.35294117647059,1610612753,39,44,2022-10-22T00:23:35Z,2660000,-37.0,111.0,1,left,MISS J. Suggs 11' driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,11.72,Missed,,,,,,,,,,,,,,,,,,
269,PT05M10.00S,2022-10-22T00:23:29.6Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,39,44,2022-10-22T00:23:29Z,2670000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,268.0,3.0,2.0,1.0,,,,,,,,,,,,,,
270,PT05M07.00S,2022-10-22T00:23:34.0Z,2,REGULAR,foul,offensive,[],1630591,,,1610612753,39,44,2022-10-22T00:23:41Z,2680000,,,0,,J. Suggs charge offensive FOUL (2 PF),"[1630591, 1629027]",1610612753.0,ORL,charge,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628171.0,,,,,,2.0,0.0,Young,1629027.0,,
272,PT05M07.00S,2022-10-22T00:23:34.0Z,2,REGULAR,turnover,offensive foul,[],1630591,,,1610612753,39,44,2022-10-22T00:23:34Z,2700000,,,0,,J. Suggs offensive foul TURNOVER (2 TO),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628171.0,2.0,,,,,,,,,,
273,PT04M56.00S,2022-10-22T00:24:01.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,62.36859395532195,46.07843137254902,1610612737,39,44,2022-10-22T00:24:09Z,2710000,-20.0,301.0,1,right,MISS T. Young 30' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,30.18,Missed,,,,,,,,,,,,,,,,,,
274,PT04M55.00S,2022-10-22T00:24:02.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,39,44,2022-10-22T00:24:09Z,2720000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,273.0,,,,,,,,,,,,,,,,,
276,PT04M43.00S,2022-10-22T00:24:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,5.732588699080158,51.225490196078425,1610612753,39,46,2022-10-22T00:24:31Z,2740000,-6.0,1.0,1,left,P. Banchero driving Layup (4 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,,,4.0,,,,,,,,,
277,PT04M35.00S,2022-10-22T00:24:32.9Z,2,REGULAR,foul,personal,[],1630532,,,1610612737,39,46,2022-10-22T00:24:42Z,2750000,,,0,,F. Wagner personal FOUL (2 PF),"[1630532, 1628381]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,,2534.0,,,,,,2.0,0.0,Collins,1628381.0,,
279,PT04M22.00S,2022-10-22T00:25:05.3Z,2,REGULAR,3pt,Jump Shot,[],1627749,93.24901445466492,4.6568627450980395,1610612737,42,46,2022-10-22T00:25:11Z,2770000,-227.0,11.0,1,right,D. Murray 3PT  (7 PTS) (T. Young 6 AST),"[1627749, 1629027]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,22.7,Made,,,,,,,,,7.0,T. Young,1629027.0,6.0,,,,,,
281,PT04M04.00S,2022-10-22T00:25:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.783837056504599,46.32352941176471,1610612753,42,48,2022-10-22T00:25:31Z,2790000,18.0,11.0,1,left,P. Banchero driving Layup (6 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.16,Made,,,,,,,,,6.0,,,,,,,,,
282,PT03M52.00S,2022-10-22T00:25:35.2Z,2,REGULAR,2pt,Jump Shot,[],1628381,91.93495400788436,66.66666666666666,1610612737,44,48,2022-10-22T00:25:41Z,2800000,83.0,23.0,1,right,J. Collins 8' turnaround Jump Shot (11 PTS) (D. Murray 4 AST),"[1628381, 1627749]",1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,8.65,Made,,,,,,,,,11.0,D. Murray,1627749.0,4.0,,,,,,
284,PT03M35.00S,2022-10-22T00:25:52.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.521024967148489,53.92156862745098,1610612753,44,48,2022-10-22T00:25:59Z,2820000,-20.0,9.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.15,Missed,,,,,,,,,,,,,,,,,,
285,PT03M31.00S,2022-10-22T00:25:56.9Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,44,48,2022-10-22T00:41:58Z,2830000,,,0,,J. Collins REBOUND (Off:2 Def:6),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,284.0,8.0,6.0,2.0,,,,,,,,,,,,,,
286,PT03M31.00S,2022-10-22T00:25:57.3Z,2,REGULAR,turnover,bad pass,[],1627749,,,1610612737,44,48,2022-10-22T00:26:03Z,2840000,,,0,,D. Murray bad pass TURNOVER (5 TO),"[1627749, 1630591]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,5.0,,,,,,,,,Suggs,1630591.0
287,PT03M31.00S,2022-10-22T00:25:57.3Z,2,REGULAR,steal,,[],1630591,,,1610612753,44,48,2022-10-22T00:25:59Z,2850000,,,0,,J. Suggs STEAL (2 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
288,PT03M27.00S,2022-10-22T00:26:01.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630591,28.07161629434954,21.07843137254902,1610612753,44,48,2022-10-22T00:26:16Z,2860000,145.0,211.0,1,left,MISS J. Suggs 25' running pullup 3PT,[1630591],1610612753.0,ORL,running pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
289,PT03M23.00S,2022-10-22T00:26:05.3Z,2,REGULAR,rebound,offensive,[],1630591,,,1610612753,44,48,2022-10-22T00:26:05Z,2870000,,,0,,J. Suggs REBOUND (Off:1 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,288.0,1.0,0.0,1.0,,,,,,,,,,,,,,
290,PT03M22.00S,2022-10-22T00:26:08.3Z,2,REGULAR,turnover,traveling,[],1630532,,,1610612753,44,48,2022-10-22T00:26:33Z,2880000,,,0,,F. Wagner traveling TURNOVER (1 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,,203592.0,1.0,,,,,,,,,,
291,PT03M13.00S,2022-10-22T00:26:36.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629027,89.56964520367937,58.82352941176471,1610612737,44,48,2022-10-22T00:26:46Z,2890000,44.0,46.0,1,right,MISS T. Young 6' driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,,,,,,,,,,,,,,,,,,
292,PT03M09.00S,2022-10-22T00:26:40.4Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,44,48,2022-10-22T00:26:46Z,2900000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,291.0,4.0,3.0,1.0,,,,,,,,,,,,,,
300,PT03M07.00S,2022-10-22T00:28:19.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,44,48,2022-10-22T00:28:19Z,2980000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M50.00S,2022-10-22T00:30:32.7Z,2,REGULAR,foul,offensive,[],1630591,,,1610612753,44,48,2022-10-22T00:30:47Z,2990000,,,0,,J. Suggs offensive FOUL (3 PF),"[1630591, 1628381]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,203592.0,,,,,,3.0,0.0,Collins,1628381.0,,
303,PT02M50.00S,2022-10-22T00:30:32.7Z,2,REGULAR,turnover,offensive foul,[],1630591,,,1610612753,44,48,2022-10-22T00:30:32Z,3010000,,,0,,J. Suggs offensive foul TURNOVER (3 TO),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,203592.0,3.0,,,,,,,,,,
304,PT02M50.00S,2022-10-22T00:30:46.5Z,2,REGULAR,substitution,out,[],1630591,,,1610612737,44,48,2022-10-22T00:30:49Z,3020000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M50.00S,2022-10-22T00:30:46.5Z,2,REGULAR,substitution,in,[],1630175,,,1610612737,44,48,2022-10-22T00:30:49Z,3030000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M30.00S,2022-10-22T00:31:10.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203991,92.59198423127464,49.26470588235294,1610612737,46,48,2022-10-22T00:31:16Z,3040000,-4.0,17.0,1,right,C. Capela alley-oop DUNK (6 PTS) (T. Young 7 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,,,,,6.0,T. Young,1629027.0,7.0,,,,,,
308,PT02M08.00S,2022-10-22T00:31:31.9Z,2,REGULAR,3pt,Jump Shot,[],203082,28.597240473061763,23.284313725490197,1610612753,46,51,2022-10-22T00:31:40Z,3060000,134.0,216.0,1,left,T. Ross 25' 3PT  (7 PTS) (F. Wagner 2 AST),"[203082, 1630532]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Right Center,25.42,Made,,,,,,,,,7.0,F. Wagner,1630532.0,2.0,,,,,,
310,PT01M53.00S,2022-10-22T00:31:47.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,83.39356110381078,63.48039215686274,1610612737,46,51,2022-10-22T00:31:54Z,3080000,67.0,104.0,1,right,MISS T. Young 12' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,12.36,Missed,,,,,,,,,,,,,,,,,,
311,PT01M50.00S,2022-10-22T00:31:51.5Z,2,REGULAR,rebound,offensive,[],1629027,,,1610612737,46,51,2022-10-22T00:31:51Z,3090000,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,,,310.0,1.0,0.0,1.0,,,,,,,,,,,,,,
312,PT01M46.00S,2022-10-22T00:31:54.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628381,90.48948751642575,95.09803921568627,1610612737,46,51,2022-10-22T00:31:59Z,3100000,225.0,37.0,1,right,MISS J. Collins 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,22.85,Missed,,,,,,,,,,,,,,,,,,
313,PT01M43.00S,2022-10-22T00:31:57.4Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,46,51,2022-10-22T00:31:59Z,3110000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,,,312.0,5.0,4.0,1.0,,,,,,,,,,,,,,
314,PT01M32.00S,2022-10-22T00:32:09.3Z,2,REGULAR,3pt,Jump Shot,[],1630175,27.020367936925098,79.41176470588235,1610612753,46,54,2022-10-22T00:32:15Z,3120000,-147.0,201.0,1,left,C. Anthony 24' 3PT  (17 PTS) (T. Ross 1 AST),"[1630175, 203082]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,24.95,Made,,,,,,,,,17.0,T. Ross,203082.0,1.0,,,,,,
316,PT01M16.00S,2022-10-22T00:32:24.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,92.19776609724047,50.245098039215684,1610612737,48,54,2022-10-22T00:32:32Z,3140000,1.0,21.0,1,right,J. Collins driving Layup (13 PTS) (T. Young 8 AST),"[1628381, 1629027]",1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,,,13.0,T. Young,1629027.0,8.0,,,,,,
318,PT01M08.00S,2022-10-22T00:32:32.4Z,2,REGULAR,3pt,Jump Shot,[],1628976,32.14520367936925,49.50980392156863,1610612753,48,54,2022-10-22T00:32:38Z,3160000,2.0,250.0,1,left,MISS W. Carter Jr. 24' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,24.97,Missed,,,,,,,,,,,,,,,,,,
319,PT01M03.00S,2022-10-22T00:32:37.4Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,48,54,2022-10-22T00:32:38Z,3170000,,,0,,C. Capela REBOUND (Off:0 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,318.0,4.0,4.0,0.0,,,,,,,,,,,,,,
320,PT01M00.00S,2022-10-22T00:32:40.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627749,92.46057818659659,48.28431372549019,1610612737,50,54,2022-10-22T00:32:49Z,3180000,-9.0,18.0,1,right,D. Murray running Layup (9 PTS),[1627749],1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,,,,,9.0,,,,,,,,,
321,PT00M41.00S,2022-10-22T00:33:01.8Z,2,REGULAR,3pt,Jump Shot,[],1630175,25.312089356110377,81.37254901960785,1610612753,50,54,2022-10-22T00:37:37Z,3190000,-157.0,185.0,1,left,MISS C. Anthony 24' step back 3PT,[1630175],1610612753.0,ORL,step back,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,24.29,Missed,,,,,,,,,,,,,,,,,,
322,PT00M38.60S,2022-10-22T00:33:04.2Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,50,54,2022-10-22T00:37:37Z,3200000,,,0,,D. Murray REBOUND (Off:1 Def:4),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,321.0,5.0,4.0,1.0,,,,,,,,,,,,,,
323,PT00M34.50S,2022-10-22T00:33:08.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627749,72.22404730617609,17.647058823529413,1610612737,50,54,2022-10-22T00:33:26Z,3210000,-162.0,209.0,1,right,MISS D. Murray 26' running 3PT,[1627749],1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,26.4,Missed,,,,,,,,,,,,,,,,,,
324,PT00M29.60S,2022-10-22T00:33:13.3Z,2,REGULAR,rebound,offensive,[],1628381,,,1610612737,50,54,2022-10-22T00:33:13Z,3220000,,,0,,J. Collins REBOUND (Off:3 Def:6),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,323.0,9.0,6.0,3.0,,,,,,,,,,,,,,
325,PT00M28.70S,2022-10-22T00:33:14.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,66.83639947437582,61.274509803921575,1610612737,50,54,2022-10-22T00:33:29Z,3230000,56.0,259.0,1,right,MISS D. Hunter 26' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,26.53,Missed,,,,,,,,,,,,,,,,,,
326,PT00M25.30S,2022-10-22T00:33:17.5Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,50,54,2022-10-22T00:33:29Z,3240000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,325.0,6.0,5.0,1.0,,,,,,,,,,,,,,
327,PT00M03.20S,2022-10-22T00:33:39.5Z,2,REGULAR,3pt,Jump Shot,[],1628976,28.33442838370565,73.2843137254902,1610612753,50,54,2022-10-22T00:33:47Z,3250000,-116.0,214.0,1,left,MISS W. Carter Jr. 24' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,24.34,Missed,,,,,,,,,,,,,,,,,,
328,PT00M03.20S,2022-10-22T00:33:39.5Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,50,54,2022-10-22T00:33:47Z,3260000,,,0,,T. Young REBOUND (Off:1 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,327.0,2.0,1.0,1.0,,,,,,,,,,,,,,
329,PT00M00.00S,2022-10-22T00:33:45.1Z,2,REGULAR,period,end,[],0,,,1610612737,50,54,2022-10-22T00:33:45Z,3270000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-10-22T00:47:52.3Z,3,REGULAR,substitution,out,['startperiod'],1630175,,,1610612737,50,54,2022-10-22T00:49:06Z,3280000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-10-22T00:47:52.3Z,3,REGULAR,substitution,in,['startperiod'],1630591,,,1610612737,50,54,2022-10-22T00:49:06Z,3290000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-10-22T00:49:12.1Z,3,REGULAR,period,start,[],0,,,1610612737,50,54,2022-10-22T00:49:12Z,3300000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT11M45.00S,2022-10-22T00:49:26.0Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,50,54,2022-10-22T00:49:31Z,3310000,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 1630591]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,4.0,,,,,,,,,Suggs,1630591.0
336,PT11M45.00S,2022-10-22T00:49:26.0Z,3,REGULAR,steal,,[],1630591,,,1610612753,50,54,2022-10-22T00:49:28Z,3320000,,,0,,J. Suggs STEAL (3 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
337,PT11M41.00S,2022-10-22T00:49:31.5Z,3,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612753,50,54,2022-10-22T00:49:58Z,3330000,,,0,,J. Collins shooting personal FOUL (2 PF) (Banchero 2 FT),"[1628381, 1631094]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,203592.0,,,,,,2.0,0.0,Banchero,1631094.0,,
339,PT11M41.00S,2022-10-22T00:49:59.5Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631094,,,1610612753,50,54,2022-10-22T00:49:59Z,3350000,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
340,PT11M41.00S,2022-10-22T00:49:59.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,50,54,2022-10-22T00:49:59Z,3360000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,339.0,,,,,,,,,,,,,,,,,
341,PT11M41.00S,2022-10-22T00:50:13.2Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631094,,,1610612753,50,55,2022-10-22T00:50:13Z,3370000,,,0,,P. Banchero Free Throw 2 of 2 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
342,PT11M22.00S,2022-10-22T00:50:33.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,8.492115637319317,48.77450980392157,1610612737,50,55,2022-10-22T00:50:40Z,3380000,6.0,27.0,1,left,MISS D. Hunter driving Layup,[1629631],1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
344,PT11M16.00S,2022-10-22T00:50:39.7Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,50,55,2022-10-22T01:07:10Z,3400000,,,0,,J. Suggs REBOUND (Off:1 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,342.0,2.0,1.0,1.0,,,,,,,,,,,,,,
345,PT11M14.00S,2022-10-22T00:50:41.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,92.9862023653088,3.6764705882352944,1610612753,50,55,2022-10-22T00:50:50Z,3410000,-232.0,13.0,1,right,MISS F. Wagner running 3PT,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
