actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
344,PT08M47.00S,2022-10-20T00:54:01.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,66,61,2022-10-20T00:54:01Z,3440000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT08M38.00S,2022-10-20T00:57:05.9Z,3,REGULAR,violation,kicked ball,[],1631095,,,1610612737,66,61,2022-10-20T00:57:14Z,3450000,,,0,,J. Smith Jr. kicked ball VIOLATION,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,2530.0,,,,,,,
347,PT08M31.00S,2022-10-20T00:57:30.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,7.178055190538765,51.71568627450981,1610612737,66,61,2022-10-20T00:57:54Z,3460000,-9.0,15.0,1,left,MISS J. Collins driving Layup,[1628381],1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
348,PT08M30.00S,2022-10-20T00:57:31.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,66,61,2022-10-20T00:57:54Z,3470000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,347.0,,,,,,,,,,,,,,,,
349,PT08M30.00S,2022-10-20T00:57:41.8Z,3,REGULAR,turnover,traveling,[],1628381,,,1610612737,66,61,2022-10-20T00:57:52Z,3480000,,,0,,J. Collins traveling TURNOVER (1 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202049.0,,,,,1.0,,
350,PT08M21.00S,2022-10-20T00:57:58.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631095,94.69448094612353,2.941176470588235,1610612745,66,61,2022-10-20T00:58:03Z,3490000,-235.0,-3.0,1,right,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
351,PT08M17.00S,2022-10-20T00:58:02.3Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612737,66,61,2022-10-20T00:58:03Z,3500000,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,350.0,2.0,2.0,0.0,,,,,,,,,,,,,
352,PT08M07.00S,2022-10-20T00:58:12.1Z,3,REGULAR,2pt,Jump Shot,[],1629631,17.69053876478318,29.166666666666668,1610612737,68,61,2022-10-20T00:58:18Z,3510000,104.0,114.0,1,left,D. Hunter 15' pullup Jump Shot (12 PTS),[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,15.43,Made,12.0,,,,,,,,,,,,,,,,,
353,PT07M47.00S,2022-10-20T00:58:31.1Z,3,REGULAR,3pt,Jump Shot,[],1631095,94.30026281208936,4.6568627450980395,1610612745,68,61,2022-10-20T00:58:36Z,3520000,-227.0,1.0,1,right,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
354,PT07M44.00S,2022-10-20T00:58:34.1Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,68,61,2022-10-20T00:58:36Z,3530000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,,,,353.0,3.0,3.0,0.0,,,,,,,,,,,,,
355,PT07M36.00S,2022-10-20T00:58:42.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,18.2161629434954,41.42156862745098,1610612737,68,61,2022-10-20T00:58:49Z,3540000,43.0,119.0,1,left,MISS D. Murray 12' driving floating Shot,[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,12.62,Missed,,,,,,,,,,,,,,,,,,
356,PT07M33.00S,2022-10-20T00:58:45.9Z,3,REGULAR,rebound,defensive,[],1628981,,,1610612745,68,61,2022-10-20T00:58:49Z,3550000,,,0,,B. Fernando REBOUND (Off:1 Def:5),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,In The Paint (Non-RA),8-16 Center,,,,355.0,6.0,5.0,1.0,,,,,,,,,,,,,
357,PT07M26.00S,2022-10-20T00:58:54.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630224,92.85479632063075,49.26470588235294,1610612745,68,63,2022-10-20T00:59:08Z,3560000,-4.0,15.0,1,right,J. Green driving Layup (14 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.52,Made,14.0,,,,,,,,,,,,,,,,,
358,PT07M26.00S,2022-10-20T00:58:58.7Z,3,REGULAR,violation,defensive goaltending,[],203991,,,1610612745,68,63,2022-10-20T00:59:08Z,3570000,,,0,,C. Capela defensive goaltending VIOLATION,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,202049.0,,,,,,,
359,PT07M13.00S,2022-10-20T00:59:20.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,9.937582128777924,47.30392156862745,1610612737,70,63,2022-10-20T00:59:29Z,3580000,13.0,41.0,1,left,T. Young driving Layup (13 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,4.31,Made,13.0,,,,,,,,,,,,,,,,,
360,PT06M54.00S,2022-10-20T00:59:39.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,84.57621550591328,50.49019607843137,1610612745,70,63,2022-10-20T01:00:18Z,3590000,2.0,92.0,1,right,MISS J. Smith Jr. 9' driving Layup,[1631095],1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.25,Missed,,,,,,,,,,,,,,,,,,
361,PT06M51.00S,2022-10-20T00:59:42.6Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,70,63,2022-10-20T00:59:49Z,3600000,,,0,,C. Capela REBOUND (Off:2 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,360.0,6.0,4.0,2.0,,,,,,,,,,,,,
362,PT06M45.00S,2022-10-20T00:59:49.5Z,3,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612737,70,63,2022-10-20T01:00:23Z,3610000,,,0,,J. Smith Jr. shooting personal FOUL (3 PF) (Collins 2 FT),"[1631095, 1628381]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628168.0,3.0,0.0,Collins,1628381.0,,,
364,PT06M45.00S,2022-10-20T01:00:24.2Z,3,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,71,63,2022-10-20T01:00:24Z,3630000,,,0,,J. Collins Free Throw 1 of 2 (21 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
365,PT06M45.00S,2022-10-20T01:00:25.0Z,3,REGULAR,substitution,out,[],201569,,,1610612737,71,63,2022-10-20T01:00:30Z,3640000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT06M45.00S,2022-10-20T01:00:25.0Z,3,REGULAR,substitution,in,[],1630231,,,1610612737,71,63,2022-10-20T01:00:30Z,3650000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT06M45.00S,2022-10-20T01:00:44.7Z,3,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,72,63,2022-10-20T01:00:44Z,3660000,,,0,,J. Collins Free Throw 2 of 2 (22 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
368,PT06M33.00S,2022-10-20T01:00:57.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,82.47371879106439,52.450980392156865,1610612745,72,65,2022-10-20T01:01:06Z,3670000,12.0,112.0,1,right,K. Porter Jr. 11' driving floating Jump Shot (13 PTS),[1629645],1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.29,Made,13.0,,,,,,,,,,,,,,,,,
369,PT06M19.00S,2022-10-20T01:01:12.5Z,3,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612737,72,65,2022-10-20T01:01:39Z,3680000,,,0,,K. Martin Jr. shooting personal FOUL (2 PF) (Hunter 2 FT),"[1630231, 1629631]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202049.0,2.0,0.0,Hunter,1629631.0,,,
371,PT06M19.00S,2022-10-20T01:01:45.6Z,3,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,73,65,2022-10-20T01:01:45Z,3700000,,,0,,D. Hunter Free Throw 1 of 2 (13 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
372,PT06M19.00S,2022-10-20T01:01:45.6Z,3,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,73,65,2022-10-20T01:02:02Z,3710000,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
373,PT06M16.00S,2022-10-20T01:01:48.6Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,73,65,2022-10-20T01:02:02Z,3720000,,,0,,J. Smith Jr. REBOUND (Off:1 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,372.0,3.0,2.0,1.0,,,,,,,,,,,,,
374,PT06M02.00S,2022-10-20T01:02:16.1Z,3,REGULAR,3pt,Jump Shot,[],1629645,86.02168199737189,96.07843137254902,1610612745,73,65,2022-10-20T01:10:07Z,3730000,230.0,79.0,1,right,MISS K. Porter Jr. 24' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Right Corner 3,24+ Right,24.35,Missed,,,,,,,,,,,,,,,,,,
375,PT05M58.00S,2022-10-20T01:02:20.1Z,3,REGULAR,rebound,offensive,[],1628981,,,1610612745,73,65,2022-10-20T01:02:22Z,3740000,,,0,,B. Fernando REBOUND (Off:2 Def:5),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,Right Corner 3,24+ Right,,,,374.0,7.0,5.0,2.0,,,,,,,,,,,,,
376,PT05M53.00S,2022-10-20T01:02:24.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630231,75.1149802890933,13.480392156862745,1610612745,73,65,2022-10-20T01:02:30Z,3750000,-183.0,181.0,1,right,MISS K. Martin Jr. 25' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
377,PT05M50.00S,2022-10-20T01:02:27.9Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,73,65,2022-10-20T01:02:30Z,3760000,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,376.0,4.0,4.0,0.0,,,,,,,,,,,,,
378,PT05M44.00S,2022-10-20T01:02:34.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,18.2161629434954,44.6078431372549,1610612737,73,65,2022-10-20T01:02:40Z,3770000,27.0,119.0,1,left,MISS D. Murray 12' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,12.17,Missed,,,,,,,,,,,,,,,,,,
379,PT05M40.00S,2022-10-20T01:02:38.5Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612745,73,65,2022-10-20T01:02:40Z,3780000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,378.0,2.0,2.0,0.0,,,,,,,,,,,,,
381,PT05M29.00S,2022-10-20T01:03:03.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.40932982917214,51.9607843137255,1610612745,73,65,2022-10-20T01:03:10Z,3800000,10.0,28.0,1,right,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
382,PT05M26.00S,2022-10-20T01:03:06.3Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,73,65,2022-10-20T01:03:10Z,3810000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,381.0,2.0,2.0,0.0,,,,,,,,,,,,,
383,PT05M24.00S,2022-10-20T01:03:10.6Z,3,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612737,73,65,2022-10-20T01:03:40Z,3820000,,,0,,K. Porter Jr. shooting personal FOUL (1 PF) (Young 2 FT),"[1629645, 1629027]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202049.0,1.0,0.0,Young,1629027.0,,,
385,PT05M24.00S,2022-10-20T01:03:40.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629027,,,1610612737,74,65,2022-10-20T01:03:40Z,3840000,,,0,,T. Young Free Throw 1 of 2 (14 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
386,PT05M24.00S,2022-10-20T01:03:54.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629027,,,1610612737,75,65,2022-10-20T01:03:54Z,3850000,,,0,,T. Young Free Throw 2 of 2 (15 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
387,PT05M14.00S,2022-10-20T01:04:05.6Z,3,REGULAR,3pt,Jump Shot,[],1630224,66.5735873850197,54.41176470588235,1610612745,75,65,2022-10-20T01:04:13Z,3860000,22.0,262.0,1,right,MISS J. Green 26' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Center,26.26,Missed,,,,,,,,,,,,,,,,,,
388,PT05M11.00S,2022-10-20T01:04:08.6Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,75,65,2022-10-20T01:04:13Z,3870000,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,387.0,3.0,3.0,0.0,,,,,,,,,,,,,
389,PT05M11.00S,2022-10-20T01:04:34.4Z,3,REGULAR,substitution,out,[],1628981,,,1610612737,75,65,2022-10-20T01:04:38Z,3880000,,,0,,SUB out: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M11.00S,2022-10-20T01:04:34.4Z,3,REGULAR,substitution,in,[],1630578,,,1610612737,75,65,2022-10-20T01:04:38Z,3890000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M09.00S,2022-10-20T01:04:58.9Z,3,REGULAR,jumpball,recovered,[],1629027,,,1610612737,75,65,2022-10-20T01:04:58Z,3900000,,,0,,Jump Ball J. Collins vs. K. Porter Jr.: Tip to T. Young,"[1629027, 1628381, 1629645]",1610612737.0,ATL,heldball,T. Young,1629027.0,Young,T. Young,Collins,1628381.0,Porter Jr.,1629645.0,,,,,,,,,,,,,,,,,,,,,,
394,PT05M07.00S,2022-10-20T01:05:04.4Z,3,REGULAR,foul,personal,[],1630578,,,1610612737,75,65,2022-10-20T01:05:10Z,3930000,,,0,,A. Sengun personal FOUL (1 PF),"[1630578, 1629027]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1628168.0,1.0,0.0,Young,1629027.0,,,
396,PT05M07.00S,2022-10-20T01:05:12.7Z,3,REGULAR,substitution,out,[],1627749,,,1610612737,75,65,2022-10-20T01:05:16Z,3950000,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M07.00S,2022-10-20T01:05:12.7Z,3,REGULAR,substitution,in,[],1628988,,,1610612737,75,65,2022-10-20T01:05:16Z,3960000,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M01.00S,2022-10-20T01:05:36.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630224,,,1610612737,75,65,2022-10-20T01:05:52Z,3970000,,,0,,J. Green personal FOUL (3 PF) (Young 2 FT),"[1630224, 1629027]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2530.0,3.0,0.0,Young,1629027.0,,,
400,PT05M01.00S,2022-10-20T01:05:57.3Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,76,65,2022-10-20T01:05:57Z,3990000,,,0,,T. Young Free Throw 1 of 2 (16 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
401,PT05M01.00S,2022-10-20T01:06:05.8Z,3,REGULAR,substitution,out,[],1628381,,,1610612737,76,65,2022-10-20T01:06:12Z,4000000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M01.00S,2022-10-20T01:06:05.8Z,3,REGULAR,substitution,out,[],1631095,,,1610612737,76,65,2022-10-20T01:06:12Z,4010000,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M01.00S,2022-10-20T01:06:05.8Z,3,REGULAR,substitution,in,[],1630552,,,1610612737,76,65,2022-10-20T01:06:12Z,4020000,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M01.00S,2022-10-20T01:06:05.8Z,3,REGULAR,substitution,in,[],1631106,,,1610612737,76,65,2022-10-20T01:06:12Z,4030000,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M01.00S,2022-10-20T01:06:22.6Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,77,65,2022-10-20T01:06:22Z,4040000,,,0,,T. Young Free Throw 2 of 2 (17 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
406,PT04M49.00S,2022-10-20T01:06:36.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,92.9862023653088,50.0,1610612745,77,65,2022-10-20T01:06:44Z,4050000,0.0,13.0,1,right,MISS K. Martin Jr. alley-oop DUNK,[1630231],1610612745.0,HOU,alley-oop,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,1.34,Missed,,,,,,,,,,,,,,,,,,
407,PT04M47.00S,2022-10-20T01:06:38.4Z,3,REGULAR,rebound,offensive,[],1629645,,,1610612745,77,65,2022-10-20T01:06:38Z,4060000,,,0,,K. Porter Jr. REBOUND (Off:2 Def:3),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,406.0,5.0,3.0,2.0,,,,,,,,,,,,,
408,PT04M46.00S,2022-10-20T01:06:39.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629645,91.67214191852825,47.549019607843135,1610612745,77,65,2022-10-20T01:06:51Z,4070000,-12.0,26.0,1,right,MISS K. Porter Jr. putback Layup,[1629645],1610612745.0,HOU,putback,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
409,PT04M43.00S,2022-10-20T01:06:42.7Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,77,65,2022-10-20T01:06:51Z,4080000,,,0,,C. Capela REBOUND (Off:2 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,408.0,7.0,5.0,2.0,,,,,,,,,,,,,
410,PT04M39.00S,2022-10-20T01:06:46.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629027,11.12023653088042,93.87254901960785,1610612737,77,65,2022-10-20T01:06:58Z,4090000,-219.0,52.0,1,left,MISS T. Young running pullup 3PT,[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
411,PT04M34.00S,2022-10-20T01:06:51.0Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,77,65,2022-10-20T01:06:58Z,4100000,,,0,,A. Sengun REBOUND (Off:3 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Left Corner 3,24+ Left,,,,410.0,6.0,3.0,3.0,,,,,,,,,,,,,
412,PT04M27.00S,2022-10-20T01:07:00.3Z,3,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612745,77,65,2022-10-20T01:07:25Z,4110000,,,0,,J. Johnson shooting personal FOUL (2 PF) (Sengun 2 FT),"[1630552, 1630578]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2530.0,2.0,0.0,Sengun,1630578.0,,,
414,PT04M27.00S,2022-10-20T01:07:26.1Z,3,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,77,66,2022-10-20T01:07:26Z,4130000,,,0,,A. Sengun Free Throw 1 of 2 (7 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
415,PT04M27.00S,2022-10-20T01:07:43.0Z,3,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,77,67,2022-10-20T01:07:43Z,4140000,,,0,,A. Sengun Free Throw 2 of 2 (8 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
416,PT04M15.00S,2022-10-20T01:07:56.0Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,77,67,2022-10-20T01:08:02Z,4150000,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1629645]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,2.0,Porter Jr.,1629645.0
417,PT04M15.00S,2022-10-20T01:07:56.0Z,3,REGULAR,steal,,[],1629645,,,1610612745,77,67,2022-10-20T01:07:58Z,4160000,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
418,PT04M11.00S,2022-10-20T01:07:59.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631106,92.19776609724047,50.73529411764706,1610612745,77,69,2022-10-20T01:08:14Z,4170000,4.0,21.0,1,right,T. Eason running Layup (6 PTS) (K. Porter Jr. 4 AST),"[1631106, 1629645]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.11,Made,6.0,,,,,,,K. Porter Jr.,1629645.0,4.0,,,,,,,,
420,PT03M58.00S,2022-10-20T01:08:12.4Z,3,REGULAR,3pt,Jump Shot,[],1629631,8.229303547963205,94.85294117647058,1610612737,77,69,2022-10-20T01:08:17Z,4190000,-224.0,25.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,22.57,Missed,,,,,,,,,,,,,,,,,,
421,PT03M56.00S,2022-10-20T01:08:14.4Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612745,77,69,2022-10-20T01:08:17Z,4200000,,,0,,K. Porter Jr. REBOUND (Off:2 Def:4),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,420.0,6.0,4.0,2.0,,,,,,,,,,,,,
422,PT03M43.00S,2022-10-20T01:08:28.1Z,3,REGULAR,turnover,lost ball,[],1630578,,,1610612745,77,69,2022-10-20T01:08:34Z,4210000,,,0,,A. Sengun lost ball TURNOVER (3 TO),"[1630578, 1628988]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,3.0,Holiday,1628988.0
423,PT03M43.00S,2022-10-20T01:08:28.1Z,3,REGULAR,steal,,[],1628988,,,1610612737,77,69,2022-10-20T01:08:30Z,4220000,,,0,,A. Holiday STEAL (3 STL),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
424,PT03M38.00S,2022-10-20T01:08:33.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628988,30.305519053876477,64.70588235294117,1610612737,77,69,2022-10-20T01:08:40Z,4230000,-74.0,232.0,1,left,MISS A. Holiday 24' running pullup 3PT,[1628988],1610612737.0,ATL,running pullup,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,24.37,Missed,,,,,,,,,,,,,,,,,,
425,PT03M34.00S,2022-10-20T01:08:37.2Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612745,77,69,2022-10-20T01:08:40Z,4240000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:3),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Center,,,,424.0,3.0,3.0,0.0,,,,,,,,,,,,,
