actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
260,PT05M14.00S,2023-01-09T00:55:50.0Z,2,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,56,49,2023-01-09T00:55:50Z,2600000,False,,,0,,D. Powell Free Throw 2 of 2 (1 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
261,PT05M03.00S,2023-01-09T00:56:01.9Z,2,REGULAR,3pt,Jump Shot,[],1630322,25.312089356110377,12.990196078431374,1610612760,56,49,2023-01-09T00:56:07Z,2610000,False,185.0,185.0,1,left,MISS L. Waters III 26' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
262,PT05M01.00S,2023-01-09T00:56:03.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,56,49,2023-01-09T00:56:07Z,2620000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,261.0,,,,,,,,,,,,
264,PT04M42.00S,2023-01-09T00:56:31.9Z,2,REGULAR,3pt,Jump Shot,[],203501,85.62746386333771,4.6568627450980395,1610612742,56,49,2023-01-09T00:56:37Z,2640000,False,-227.0,83.0,1,right,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,24.13,Missed,,,,,,,,,,,,,,,,,,
265,PT04M38.00S,2023-01-09T00:56:35.9Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,56,49,2023-01-09T00:56:37Z,2650000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,264.0,2.0,2.0,0.0,,,,,,,,,
266,PT04M28.00S,2023-01-09T00:56:46.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630647,9.149145860709593,49.754901960784316,1610612760,58,49,2023-01-09T00:58:01Z,2660000,False,1.0,34.0,1,left,E. Omoruyi floating Jump Shot (4 PTS) (A. Wiggins 4 AST),"[1630647, 1630598]",1610612760.0,OKC,floating,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,3.35,Made,4.0,A. Wiggins,1630598.0,4.0,,,,,,,,,,,,,,
268,PT04M25.00S,2023-01-09T00:56:53.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612742,58,49,2023-01-09T00:57:01Z,2680000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M25.00S,2023-01-09T00:58:03.9Z,2,REGULAR,substitution,out,[],1631114,,,1610612742,58,49,2023-01-09T00:58:17Z,2690000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M25.00S,2023-01-09T00:58:03.9Z,2,REGULAR,substitution,out,[],1630322,,,1610612742,58,49,2023-01-09T00:58:17Z,2700000,False,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M25.00S,2023-01-09T00:58:03.9Z,2,REGULAR,substitution,out,[],203915,,,1610612742,58,49,2023-01-09T00:58:17Z,2710000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M25.00S,2023-01-09T00:58:03.9Z,2,REGULAR,substitution,in,[],1628983,,,1610612742,58,49,2023-01-09T00:58:17Z,2720000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M25.00S,2023-01-09T00:58:03.9Z,2,REGULAR,substitution,in,[],1630581,,,1610612742,58,49,2023-01-09T00:58:17Z,2730000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M25.00S,2023-01-09T00:58:03.9Z,2,REGULAR,substitution,in,[],1629033,,,1610612742,58,49,2023-01-09T00:58:17Z,2740000,False,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M01.00S,2023-01-09T00:58:59.5Z,2,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612742,58,49,2023-01-09T00:59:18Z,2750000,False,,,0,,A. Wiggins shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1630598, 203501]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202035.0,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,,,
277,PT04M01.00S,2023-01-09T00:59:22.1Z,2,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,58,49,2023-01-09T00:59:22Z,2770000,False,,,0,,MISS T. Hardaway Jr. Free Throw 1 of 2,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
278,PT04M01.00S,2023-01-09T00:59:22.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,58,49,2023-01-09T00:59:22Z,2780000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,277.0,,,,,,,,,,,,
279,PT04M01.00S,2023-01-09T00:59:36.7Z,2,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,58,50,2023-01-09T00:59:36Z,2790000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (4 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
280,PT03M46.00S,2023-01-09T00:59:53.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,15.588042049934298,37.5,1610612760,58,50,2023-01-09T01:00:16Z,2800000,False,62.0,94.0,1,left,MISS L. Dort 11' pullup Shot,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Right,11.29,Missed,,,,,,,,,,,,,,,,,,
281,PT03M42.00S,2023-01-09T00:59:57.1Z,2,REGULAR,rebound,offensive,[],1630647,,,1610612760,58,50,2023-01-09T00:59:59Z,2810000,False,,,0,,E. Omoruyi REBOUND (Off:1 Def:1),[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,280.0,2.0,1.0,1.0,,,,,,,,,
282,PT03M41.00S,2023-01-09T00:59:57.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630647,5.863994743758213,48.77450980392157,1610612760,60,50,2023-01-09T01:00:20Z,2820000,False,6.0,3.0,1,left,E. Omoruyi tip Layup (6 PTS),[1630647],1610612760.0,OKC,tip,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,0.66,Made,6.0,,,,,,,,,,,,,,,,,
283,PT03M20.00S,2023-01-09T01:00:18.0Z,2,REGULAR,2pt,Jump Shot,[],203501,97.58541392904073,18.872549019607842,1610612742,60,50,2023-01-09T01:00:23Z,2830000,False,-156.0,-30.0,1,right,MISS T. Hardaway Jr. 15' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,15.84,Missed,,,,,,,,,,,,,,,,,,
284,PT03M18.00S,2023-01-09T01:00:20.0Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,60,50,2023-01-09T01:00:23Z,2840000,False,,,0,,L. Dort REBOUND (Off:0 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Left,,,,,,,,283.0,3.0,3.0,0.0,,,,,,,,,
285,PT03M01.00S,2023-01-09T01:00:38.4Z,2,REGULAR,3pt,Jump Shot,[],1629652,19.136005256241788,91.66666666666666,1610612760,60,50,2023-01-09T01:00:43Z,2850000,False,-208.0,127.0,1,left,MISS L. Dort 24' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,24.42,Missed,,,,,,,,,,,,,,,,,,
286,PT02M57.00S,2023-01-09T01:00:42.4Z,2,REGULAR,rebound,offensive,[],1630598,,,1610612760,60,50,2023-01-09T01:00:43Z,2860000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,285.0,1.0,0.0,1.0,,,,,,,,,
287,PT02M57.00S,2023-01-09T01:00:42.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630598,5.590000152587891,50.0,1610612760,60,50,2023-01-09T01:00:42Z,2870000,False,0.0,0.0,1,left,MISS A. Wiggins tip Layup,[1630598],1610612760.0,OKC,tip,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
288,PT02M56.00S,2023-01-09T01:00:43.1Z,2,REGULAR,rebound,offensive,[],1630598,,,1610612760,60,50,2023-01-09T01:00:43Z,2880000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,287.0,2.0,0.0,2.0,,,,,,,,,
289,PT02M55.00S,2023-01-09T01:00:44.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,2.447437582128778,95.58823529411765,1610612760,63,50,2023-01-09T01:00:49Z,2890000,False,-228.0,-29.0,1,left,L. Dort 3PT  (6 PTS) (A. Wiggins 5 AST),"[1629652, 1630598]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,22.98,Made,6.0,A. Wiggins,1630598.0,5.0,,,,,,,,,,,,,,
291,PT02M36.00S,2023-01-09T01:01:06.1Z,2,REGULAR,turnover,out-of-bounds,[],1630593,,,1610612742,63,50,2023-01-09T01:01:13Z,2910000,False,,,0,,M. Wright IV bad pass out-of-bounds TURNOVER (1 TO),[1630593],1610612742.0,DAL,bad pass,,,Wright IV,M. Wright IV,,,,,Above the Break 3,24+ Left Center,,,,,,,2530.0,,,,,1.0,,,,,,,,
292,PT02M27.00S,2023-01-09T01:01:24.5Z,2,REGULAR,foul,personal,['2freethrow'],203501,,,1610612760,63,50,2023-01-09T01:01:40Z,2920000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (2 PF) (Dort 2 FT),"[203501, 1629652]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627963.0,,,,,,2.0,0.0,Dort,1629652.0,,,,
294,PT02M27.00S,2023-01-09T01:01:53.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629652,,,1610612760,64,50,2023-01-09T01:02:20Z,2940000,False,,,0,,L. Dort Free Throw 1 of 2 (7 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
295,PT02M27.00S,2023-01-09T01:01:54.6Z,2,REGULAR,substitution,out,[],1630647,,,1610612760,64,50,2023-01-09T01:02:06Z,2950000,False,,,0,,SUB out: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M27.00S,2023-01-09T01:01:54.6Z,2,REGULAR,substitution,out,[],203501,,,1610612760,64,50,2023-01-09T01:02:06Z,2960000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M27.00S,2023-01-09T01:01:54.6Z,2,REGULAR,substitution,out,[],1630593,,,1610612760,64,50,2023-01-09T01:02:06Z,2970000,False,,,0,,SUB out: M. Wright IV,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M27.00S,2023-01-09T01:01:54.6Z,2,REGULAR,substitution,in,[],1629026,,,1610612760,64,50,2023-01-09T01:02:06Z,2980000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M27.00S,2023-01-09T01:01:54.6Z,2,REGULAR,substitution,in,[],203915,,,1610612760,64,50,2023-01-09T01:02:06Z,2990000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M27.00S,2023-01-09T01:01:54.6Z,2,REGULAR,substitution,in,[],203493,,,1610612760,64,50,2023-01-09T01:02:06Z,3000000,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M27.00S,2023-01-09T01:01:53.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629652,,,1610612760,64,50,2023-01-09T01:02:20Z,3010000,False,,,0,,MISS L. Dort Free Throw 2 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
302,PT02M25.00S,2023-01-09T01:01:55.3Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,64,50,2023-01-09T01:02:20Z,3020000,False,,,0,,C. Wood REBOUND (Off:1 Def:5),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,301.0,6.0,5.0,1.0,,,,,,,,,
303,PT02M07.00S,2023-01-09T01:02:37.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203493,86.28449408672799,43.13725490196079,1610612742,64,50,2023-01-09T01:02:44Z,3030000,False,-34.0,76.0,1,right,MISS R. Bullock 8' driving bank Shot,[203493],1610612742.0,DAL,driving bank,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),8-16 Center,8.37,Missed,,,,,,,,,,,,,,,,,,
304,PT02M05.00S,2023-01-09T01:02:39.1Z,2,REGULAR,rebound,offensive,[],203493,,,1610612742,64,50,2023-01-09T01:02:44Z,3040000,False,,,0,,R. Bullock REBOUND (Off:1 Def:0),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,303.0,1.0,0.0,1.0,,,,,,,,,
305,PT01M57.00S,2023-01-09T01:02:47.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203493,94.30026281208936,95.34313725490196,1610612742,64,50,2023-01-09T01:02:53Z,3050000,False,227.0,1.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
306,PT01M54.00S,2023-01-09T01:02:50.2Z,2,REGULAR,rebound,offensive,[],1629033,,,1610612742,64,50,2023-01-09T01:02:50Z,3060000,False,,,0,,T. Pinson REBOUND (Off:1 Def:0),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,Right Corner 3,24+ Right,,,,,,,,305.0,1.0,0.0,1.0,,,,,,,,,
307,PT01M52.00S,2023-01-09T01:02:52.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203915,61.18593955321945,48.03921568627451,1610612742,64,50,2023-01-09T01:02:57Z,3070000,False,-10.0,312.0,1,right,MISS S. Dinwiddie 31' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,31.26,Missed,,,,,,,,,,,,,,,,,,
308,PT01M49.00S,2023-01-09T01:02:55.7Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,64,50,2023-01-09T01:02:57Z,3080000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,,307.0,2.0,2.0,0.0,,,,,,,,,
309,PT01M42.00S,2023-01-09T01:03:02.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,5.075558475689881,51.71568627450981,1610612760,66,50,2023-01-09T01:03:06Z,3090000,False,-9.0,-5.0,1,left,K. Williams cutting Layup (10 PTS) (J. Giddey 4 AST),"[1629026, 1630581]",1610612760.0,OKC,cutting,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,0.98,Made,10.0,J. Giddey,1630581.0,4.0,,,,,,,,,,,,,,
311,PT01M30.00S,2023-01-09T01:03:20.0Z,2,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612742,66,50,2023-01-09T01:03:24Z,3110000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1628983, 203915]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202035.0,,,,,,1.0,0.0,Dinwiddie,203915.0,,,,
313,PT01M30.00S,2023-01-09T01:03:39.5Z,2,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,66,51,2023-01-09T01:03:39Z,3130000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (9 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
314,PT01M30.00S,2023-01-09T01:03:53.5Z,2,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,66,52,2023-01-09T01:03:53Z,3140000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (10 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
315,PT01M14.00S,2023-01-09T01:04:11.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,11.514454664914586,36.27450980392157,1610612760,66,52,2023-01-09T01:04:18Z,3150000,False,69.0,56.0,1,left,MISS J. Giddey 8' driving bank Shot,[1630581],1610612760.0,OKC,driving bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,8.84,Missed,,,,,,,,,,,,,,,,,,
316,PT01M11.00S,2023-01-09T01:04:14.1Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,66,52,2023-01-09T01:04:18Z,3160000,False,,,0,,C. Wood REBOUND (Off:1 Def:6),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,315.0,7.0,6.0,1.0,,,,,,,,,
317,PT00M52.90S,2023-01-09T01:04:32.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,92.06636005256242,51.225490196078425,1610612742,66,54,2023-01-09T01:04:36Z,3170000,False,6.0,22.0,1,right,C. Wood driving Layup (15 PTS) (S. Dinwiddie 5 AST),"[1626174, 203915]",1610612742.0,DAL,driving,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,2.29,Made,15.0,S. Dinwiddie,203915.0,5.0,,,,,,,,,,,,,,
319,PT00M34.00S,2023-01-09T01:05:04.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.469776609724048,39.950980392156865,1610612760,66,54,2023-01-09T01:05:09Z,3190000,False,50.0,-1.0,1,left,MISS J. Giddey Layup,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,5.02,Missed,,,,,,,,,,,,,,,,,,
320,PT00M32.00S,2023-01-09T01:05:06.3Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,66,54,2023-01-09T01:05:06Z,3200000,False,,,0,,K. Williams REBOUND (Off:2 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,319.0,2.0,0.0,2.0,,,,,,,,,
321,PT00M30.80S,2023-01-09T01:05:07.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630598,3.235873850197109,95.58823529411765,1610612760,66,54,2023-01-09T01:05:14Z,3210000,False,-228.0,-22.0,1,left,MISS A. Wiggins 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,22.9,Missed,,,,,,,,,,,,,,,,,,
322,PT00M29.20S,2023-01-09T01:05:09.0Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,66,54,2023-01-09T01:05:14Z,3220000,False,,,0,,D. Powell REBOUND (Off:1 Def:3),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Left Corner 3,24+ Left,,,,,,,,321.0,4.0,3.0,1.0,,,,,,,,,
323,PT00M29.20S,2023-01-09T01:05:12.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630581,,,1610612742,66,54,2023-01-09T01:05:37Z,3230000,False,,,0,,J. Giddey personal FOUL (2 PF) (Powell 2 FT),"[1630581, 203939]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,1627963.0,,,,,,2.0,0.0,Powell,203939.0,,,,
325,PT00M29.20S,2023-01-09T01:06:34.4Z,2,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,66,55,2023-01-09T01:07:02Z,3250000,False,,,0,,D. Powell Free Throw 1 of 2 (2 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
326,PT00M29.20S,2023-01-09T01:06:35.0Z,2,REGULAR,substitution,out,[],1630598,,,1610612742,66,55,2023-01-09T01:06:44Z,3260000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M29.20S,2023-01-09T01:06:35.0Z,2,REGULAR,substitution,out,[],1629026,,,1610612742,66,55,2023-01-09T01:06:44Z,3270000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M29.20S,2023-01-09T01:06:35.0Z,2,REGULAR,substitution,in,[],203488,,,1610612742,66,55,2023-01-09T01:06:44Z,3280000,False,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M29.20S,2023-01-09T01:06:35.0Z,2,REGULAR,substitution,in,[],1630198,,,1610612742,66,55,2023-01-09T01:06:44Z,3290000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M29.20S,2023-01-09T01:06:34.4Z,2,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,66,55,2023-01-09T01:07:02Z,3300000,False,,,0,,MISS D. Powell Free Throw 2 of 2,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
331,PT00M27.80S,2023-01-09T01:06:35.8Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,66,55,2023-01-09T01:07:02Z,3310000,False,,,0,,M. Muscala REBOUND (Off:0 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,330.0,2.0,2.0,0.0,,,,,,,,,
333,PT00M10.50S,2023-01-09T01:07:17.5Z,2,REGULAR,foul,personal,['3freethrow'],203939,,,1610612760,66,55,2023-01-09T01:10:08Z,3441250,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Joe 3 FT),"[203939, 1630198]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,202035.0,,,,,,1.0,0.0,Joe,1630198.0,,,,
335,PT00M10.50S,2023-01-09T01:07:48.3Z,2,REGULAR,freethrow,1 of 3,[],1630198,,,1610612760,67,55,2023-01-09T01:09:55Z,3442500,False,,,0,,I. Joe Free Throw 1 of 3 (1 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
336,PT00M10.50S,2023-01-09T01:07:48.3Z,2,REGULAR,freethrow,2 of 3,[],1630198,,,1610612760,68,55,2023-01-09T01:09:55Z,3443750,False,,,0,,I. Joe Free Throw 2 of 3 (2 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
345,PT00M10.50S,2023-01-09T01:07:48.3Z,2,REGULAR,freethrow,3 of 3,[],1630198,,,1610612760,69,55,2023-01-09T01:09:55Z,3444375,False,,,0,,I. Joe Free Throw 3 of 3 (3 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
343,PT00M10.50S,2023-01-09T01:07:49.6Z,2,REGULAR,substitution,out,[],1629033,,,1610612742,69,55,2023-01-09T01:10:27Z,3444531,False,,,0,,SUB out: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M10.50S,2023-01-09T01:07:49.6Z,2,REGULAR,substitution,in,[],202722,,,1610612742,69,55,2023-01-09T01:10:27Z,3444609,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M10.50S,2023-01-09T01:08:04.2Z,2,REGULAR,substitution,out,[],1630581,,,1610612742,69,55,2023-01-09T01:10:16Z,3444687,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M10.50S,2023-01-09T01:08:04.2Z,2,REGULAR,substitution,out,[],203488,,,1610612742,69,55,2023-01-09T01:10:16Z,3444843,False,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M10.50S,2023-01-09T01:08:04.2Z,2,REGULAR,substitution,out,[],203939,,,1610612742,69,55,2023-01-09T01:10:16Z,3444921,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
