actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
255,PT04M48.00S,2022-10-28T00:52:41.4Z,2,REGULAR,2pt,Jump Shot,[],202331,21.23850197109067,28.186274509803923,1610612746,48,39,2022-10-28T00:52:47Z,2530000,109.0,147.0,1,left,MISS P. George 18' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,18.31,Missed,,,,,,,,,,,,,,,,,,
256,PT04M45.00S,2022-10-28T00:52:44.4Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,48,39,2022-10-28T00:52:47Z,2540000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,255.0,3.0,2.0,1.0,,
257,PT04M36.00S,2022-10-28T00:52:55.7Z,2,REGULAR,foul,offensive,[],1628983,,,1610612760,48,39,2022-10-28T00:53:04Z,2550000,,,0,,S. Gilgeous-Alexander offensive FOUL (2 PF),"[1628983, 1629611]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,,,,1627539.0,2.0,0.0,Mann,1629611.0,,,,,,,,,,,,
259,PT04M36.00S,2022-10-28T00:52:55.7Z,2,REGULAR,turnover,offensive foul,[],1628983,,,1610612760,48,39,2022-10-28T00:52:55Z,2570000,,,0,,S. Gilgeous-Alexander offensive foul TURNOVER (1 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,,,,1627539.0,,,,,,,,1.0,,,,,,,,
260,PT04M26.00S,2022-10-28T00:53:18.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202322,26.888961892247043,13.970588235294118,1610612746,48,39,2022-10-28T00:53:25Z,2580000,180.0,200.0,1,left,MISS J. Wall 26' step back 3PT,[202322],1610612746.0,LAC,step back,,,Wall,J. Wall,,,,,Above the Break 3,24+ Right Center,26.94,Missed,,,,,,,,,,,,,,,,,,
261,PT04M23.00S,2022-10-28T00:53:21.5Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,48,39,2022-10-28T00:53:25Z,2590000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,260.0,4.0,3.0,1.0,,
262,PT04M20.00S,2022-10-28T00:53:27.0Z,2,REGULAR,foul,offensive,[],1628983,,,1610612760,48,39,2022-10-28T01:23:26Z,2600000,,,0,,S. Gilgeous-Alexander charge offensive FOUL (3 PF),"[1628983, 202704]",1610612760.0,OKC,charge,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,,,,1162.0,3.0,0.0,Jackson,202704.0,,,,,,,,,,,,
264,PT04M20.00S,2022-10-28T00:53:27.0Z,2,REGULAR,turnover,offensive foul,[],1628983,,,1610612760,48,39,2022-10-28T00:53:27Z,2620000,,,0,,S. Gilgeous-Alexander offensive foul TURNOVER (2 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,,,,1162.0,,,,,,,,2.0,,,,,,,,
265,PT04M11.00S,2022-10-28T00:53:48.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202331,8.886333771353483,48.529411764705884,1610612746,48,41,2022-10-28T00:53:55Z,2630000,7.0,31.0,1,left,P. George cutting DUNK (4 PTS) (J. Wall 3 AST),"[202331, 202322]",1610612746.0,LAC,cutting,,,George,P. George,,,,,Restricted Area,0-8 Center,3.19,Made,4.0,,,,,,J. Wall,202322.0,3.0,,,,,,,,,
267,PT04M02.00S,2022-10-28T00:53:58.3Z,2,REGULAR,3pt,Jump Shot,[],1629652,65.52233902759527,60.049019607843135,1610612760,48,41,2022-10-28T00:54:15Z,2650000,50.0,272.0,1,right,MISS L. Dort 27' pullup 3PT,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,27.62,Missed,,,,,,,,,,,,,,,,,,
268,PT03M58.00S,2022-10-28T00:54:02.3Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,48,41,2022-10-28T00:54:15Z,2660000,,,0,,I. Zubac REBOUND (Off:0 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,267.0,6.0,6.0,0.0,,
269,PT03M52.00S,2022-10-28T00:54:07.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202322,8.360709592641262,44.11764705882353,1610612746,48,43,2022-10-28T01:24:30Z,2670000,29.0,26.0,1,left,J. Wall running Layup (8 PTS) (R. Jackson 2 AST),"[202322, 202704]",1610612746.0,LAC,running,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,3.93,Made,8.0,,,,,,R. Jackson,202704.0,2.0,,,,,,,,,
271,PT03M42.00S,2022-10-28T00:54:17.0Z,2,REGULAR,turnover,bad pass,[],1629652,,,1610612760,48,43,2022-10-28T00:54:25Z,2690000,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 1629611]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,Mann,1629611.0,,,,,,
272,PT03M42.00S,2022-10-28T00:54:17.0Z,2,REGULAR,steal,,[],1629611,,,1610612746,48,43,2022-10-28T00:54:19Z,2700000,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
273,PT03M39.00S,2022-10-28T00:54:21.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629611,8.360709592641262,46.568627450980394,1610612746,48,45,2022-10-28T00:54:30Z,2710000,17.0,26.0,1,left,T. Mann running DUNK (4 PTS),[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,3.13,Made,4.0,,,,,,,,,,,,,,,,,
274,PT03M25.00S,2022-10-28T00:54:34.6Z,2,REGULAR,3pt,Jump Shot,[],1629026,92.59198423127464,3.431372549019608,1610612760,48,45,2022-10-28T00:54:40Z,2720000,-233.0,17.0,1,right,MISS K. Williams 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
275,PT03M22.00S,2022-10-28T00:54:37.6Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,48,45,2022-10-28T00:54:40Z,2730000,,,0,,P. George REBOUND (Off:0 Def:5),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,274.0,5.0,5.0,0.0,,
276,PT03M18.00S,2022-10-28T00:54:42.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202704,32.14520367936925,26.47058823529412,1610612746,48,48,2022-10-28T01:25:19Z,2740000,118.0,250.0,1,left,R. Jackson 27' 3PT running (8 PTS) (J. Wall 4 AST),"[202704, 202322]",1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,27.6,Made,8.0,,,,,,J. Wall,202322.0,4.0,,,,,,,,,
278,PT02M58.00S,2022-10-28T00:55:01.0Z,2,REGULAR,3pt,Jump Shot,[],1630526,70.90998685939553,80.63725490196079,1610612760,51,48,2022-10-28T00:55:07Z,2760000,153.0,221.0,1,right,J. Robinson-Earl 26' 3PT  (3 PTS) (K. Williams 2 AST),"[1630526, 1629026]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,26.88,Made,3.0,,,,,,K. Williams,1629026.0,2.0,,,,,,,,,
280,PT02M36.00S,2022-10-28T00:55:25.3Z,2,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612746,51,48,2022-10-28T00:55:37Z,2780000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Wall 2 FT),"[1630598, 202322]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,1162.0,1.0,0.0,Wall,202322.0,,,,,,,,,,,,
282,PT02M36.00S,2022-10-28T00:55:35.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,51,48,2022-10-28T00:55:35Z,2800000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M36.00S,2022-10-28T00:58:00.2Z,2,REGULAR,substitution,out,[],1630526,,,1610612746,51,48,2022-10-28T00:58:28Z,2810000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M36.00S,2022-10-28T00:58:00.2Z,2,REGULAR,substitution,out,[],1629026,,,1610612746,51,48,2022-10-28T00:58:28Z,2820000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M36.00S,2022-10-28T00:58:00.2Z,2,REGULAR,substitution,in,[],1630197,,,1610612746,51,48,2022-10-28T00:58:28Z,2830000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M36.00S,2022-10-28T00:58:00.2Z,2,REGULAR,substitution,in,[],203488,,,1610612746,51,48,2022-10-28T00:58:28Z,2840000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M36.00S,2022-10-28T00:58:41.1Z,2,REGULAR,freethrow,1 of 2,[],202322,,,1610612746,51,49,2022-10-28T00:58:41Z,2850000,,,0,,J. Wall Free Throw 1 of 2 (9 PTS),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
288,PT02M36.00S,2022-10-28T00:58:58.6Z,2,REGULAR,freethrow,2 of 2,[],202322,,,1610612746,51,50,2022-10-28T00:58:58Z,2860000,,,0,,J. Wall Free Throw 2 of 2 (10 PTS),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
289,PT02M19.00S,2022-10-28T00:59:17.0Z,2,REGULAR,turnover,bad pass,[],1628983,,,1610612760,51,50,2022-10-28T00:59:29Z,2870000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (3 TO),"[1628983, 202704]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,3.0,Jackson,202704.0,,,,,,
290,PT02M19.00S,2022-10-28T00:59:17.0Z,2,REGULAR,steal,,[],202704,,,1610612746,51,50,2022-10-28T00:59:18Z,2880000,,,0,,R. Jackson STEAL (1 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
291,PT02M17.00S,2022-10-28T00:59:19.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202704,7.835085413929041,45.34313725490196,1610612746,51,52,2022-10-28T00:59:33Z,2890000,23.0,21.0,1,left,R. Jackson running DUNK (10 PTS),[202704],1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,3.14,Made,10.0,,,,,,,,,,,,,,,,,
293,PT01M57.00S,2022-10-28T00:59:59.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,94.03745072273325,45.09803921568628,1610612760,53,52,2022-10-28T01:00:07Z,2910000,-25.0,4.0,1,right,L. Dort driving Layup (11 PTS) (M. Muscala 1 AST),"[1629652, 203488]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.47,Made,11.0,,,,,,M. Muscala,203488.0,1.0,,,,,,,,,
294,PT01M40.00S,2022-10-28T01:00:16.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,7.046649145860711,51.470588235294116,1610612746,53,54,2022-10-28T01:00:20Z,2920000,-7.0,14.0,1,left,I. Zubac DUNK (5 PTS) (R. Jackson 3 AST),"[1627826, 202704]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.56,Made,5.0,,,,,,R. Jackson,202704.0,3.0,,,,,,,,,
296,PT01M26.00S,2022-10-28T01:00:30.5Z,2,REGULAR,2pt,Jump Shot,[],1628983,78.40013140604468,34.55882352941176,1610612760,53,54,2022-10-28T01:00:39Z,2940000,-77.0,151.0,1,right,MISS S. Gilgeous-Alexander 16' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,16.91,Missed,,,,,,,,,,,,,,,,,,
298,PT01M22.00S,2022-10-28T01:00:34.0Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,53,54,2022-10-28T01:00:34Z,2950000,,,0,,I. Zubac REBOUND (Off:0 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,296.0,7.0,7.0,0.0,,
299,PT01M18.00S,2022-10-28T01:00:39.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202322,7.5722733245729295,47.05882352941176,1610612746,53,56,2022-10-28T01:00:44Z,2960000,15.0,19.0,1,left,J. Wall running Layup (12 PTS),[202322],1610612746.0,LAC,running,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,2.38,Made,12.0,,,,,,,,,,,,,,,,,
300,PT00M59.00S,2022-10-28T01:00:58.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629652,89.30683311432325,54.166666666666664,1610612760,53,56,2022-10-28T01:01:02Z,2970000,21.0,48.0,1,right,MISS L. Dort driving Hook,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,5.23,Missed,,,,,,,,,,,,,,,,,,
301,PT00M56.80S,2022-10-28T01:01:00.4Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,53,56,2022-10-28T01:01:02Z,2980000,,,0,,I. Zubac REBOUND (Off:0 Def:8),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,300.0,8.0,8.0,0.0,,
302,PT00M49.50S,2022-10-28T01:01:08.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,10.726018396846255,44.36274509803921,1610612746,53,58,2022-10-28T01:01:15Z,2990000,28.0,48.0,1,left,R. Jackson driving floating Jump Shot (12 PTS),[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,5.59,Made,12.0,,,,,,,,,,,,,,,,,
303,PT00M23.50S,2022-10-28T01:01:36.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,87.86136662286465,58.57843137254902,1610612760,53,58,2022-10-28T01:01:42Z,3000000,43.0,62.0,1,right,MISS S. Gilgeous-Alexander 7' driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,7.51,Missed,,,,,,,,,,,,,,,,,,
304,PT00M21.40S,2022-10-28T01:01:38.1Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,53,58,2022-10-28T01:01:38Z,3010000,,,0,,I. Zubac REBOUND (Off:0 Def:9),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,303.0,9.0,9.0,0.0,,
305,PT00M04.60S,2022-10-28T01:01:57.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612746,53,58,2022-10-28T01:02:22Z,3020000,,,0,,S. Gilgeous-Alexander personal FOUL (4 PF) (George 2 FT),"[1628983, 202331]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,101283.0,4.0,0.0,George,202331.0,,,,,,,,,,,,
307,PT00M04.60S,2022-10-28T01:02:23.8Z,2,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,53,59,2022-10-28T01:02:23Z,3040000,,,0,,P. George Free Throw 1 of 2 (5 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
308,PT00M04.60S,2022-10-28T01:02:26.3Z,2,REGULAR,substitution,out,[],1628983,,,1610612746,53,59,2022-10-28T01:02:32Z,3050000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M04.60S,2022-10-28T01:02:26.3Z,2,REGULAR,substitution,out,[],1629611,,,1610612746,53,59,2022-10-28T01:02:32Z,3060000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M04.60S,2022-10-28T01:02:26.3Z,2,REGULAR,substitution,in,[],1630544,,,1610612746,53,59,2022-10-28T01:02:32Z,3070000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M04.60S,2022-10-28T01:02:26.3Z,2,REGULAR,substitution,in,[],1629599,,,1610612746,53,59,2022-10-28T01:02:32Z,3080000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M04.60S,2022-10-28T01:02:46.7Z,2,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,53,60,2022-10-28T01:02:46Z,3090000,,,0,,P. George Free Throw 2 of 2 (6 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
314,PT00M00.00S,2022-10-28T01:02:57.7Z,2,REGULAR,period,end,[],0,,,1610612760,53,60,2022-10-28T01:02:57Z,3100000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2022-10-28T01:17:09.3Z,3,REGULAR,substitution,out,['startperiod'],1630197,,,1610612760,53,60,2022-10-28T01:17:55Z,3110000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2022-10-28T01:17:09.3Z,3,REGULAR,substitution,out,['startperiod'],203488,,,1610612760,53,60,2022-10-28T01:17:55Z,3120000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2022-10-28T01:17:09.3Z,3,REGULAR,substitution,out,['startperiod'],202322,,,1610612760,53,60,2022-10-28T01:17:55Z,3130000,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2022-10-28T01:17:09.3Z,3,REGULAR,substitution,out,['startperiod'],1629599,,,1610612760,53,60,2022-10-28T01:17:55Z,3140000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2022-10-28T01:17:09.3Z,3,REGULAR,substitution,in,['startperiod'],1630526,,,1610612760,53,60,2022-10-28T01:17:55Z,3150000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2022-10-28T01:17:09.3Z,3,REGULAR,substitution,in,['startperiod'],1629026,,,1610612760,53,60,2022-10-28T01:17:55Z,3160000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2022-10-28T01:17:09.3Z,3,REGULAR,substitution,in,['startperiod'],1626181,,,1610612760,53,60,2022-10-28T01:17:55Z,3170000,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2022-10-28T01:17:09.3Z,3,REGULAR,substitution,in,['startperiod'],1629611,,,1610612760,53,60,2022-10-28T01:17:55Z,3180000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2022-10-28T01:18:02.6Z,3,REGULAR,period,start,[],0,,,1610612746,53,60,2022-10-28T01:18:02Z,3190000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M41.00S,2022-10-28T01:18:22.5Z,3,REGULAR,foul,offensive,[],1629611,,,1610612746,53,60,2022-10-28T01:18:31Z,3200000,,,0,,T. Mann offensive FOUL (3 PF),"[1629611, 1629652]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Center,,,,101283.0,3.0,0.0,Dort,1629652.0,,,,,,,,,,,,
328,PT11M41.00S,2022-10-28T01:18:22.5Z,3,REGULAR,turnover,offensive foul,[],1629611,,,1610612746,53,60,2022-10-28T01:18:22Z,3220000,,,0,,T. Mann offensive foul TURNOVER (2 TO),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Center,,,,101283.0,,,,,,,,2.0,,,,,,,,
331,PT11M17.00S,2022-10-28T01:19:41.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630544,10.988830486202366,40.44117647058824,1610612760,53,60,2022-10-28T01:28:12Z,3250000,48.0,51.0,1,left,MISS T. Mann 6' driving floating bank Shot,[1630544],1610612760.0,OKC,driving floating bank,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,6.98,Missed,,,,,,,,,,,,,,,,,,
332,PT11M12.00S,2022-10-28T01:19:46.8Z,3,REGULAR,rebound,offensive,[],1629652,,,1610612760,53,60,2022-10-28T01:28:12Z,3260000,,,0,,L. Dort REBOUND (Off:1 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,331.0,1.0,0.0,1.0,,
333,PT11M12.00S,2022-10-28T01:19:45.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629652,5.590000152587891,50.0,1610612760,55,60,2022-10-28T01:19:58Z,3270000,0.0,0.0,1,left,L. Dort tip Layup (13 PTS),[1629652],1610612760.0,OKC,tip,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,0.0,Made,13.0,,,,,,,,,,,,,,,,,
334,PT10M57.00S,2022-10-28T01:20:04.7Z,3,REGULAR,foul,offensive,[],1629611,,,1610612746,55,60,2022-10-28T02:45:17Z,3280000,,,0,,T. Mann charge offensive FOUL (4 PF),"[1629611, 1629026]",1610612746.0,LAC,charge,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,1627539.0,4.0,0.0,Williams,1629026.0,,,,,,,,,,,,
336,PT10M57.00S,2022-10-28T01:20:04.7Z,3,REGULAR,turnover,offensive foul,[],1629611,,,1610612746,55,60,2022-10-28T01:20:12Z,3300000,,,0,,T. Mann offensive foul TURNOVER (3 TO),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,1162.0,,,,,,,,3.0,,,,,,,,
337,PT10M57.00S,2022-10-28T01:20:15.9Z,3,REGULAR,substitution,out,[],1629611,,,1610612760,55,60,2022-10-28T01:20:21Z,3310000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT10M57.00S,2022-10-28T01:20:15.9Z,3,REGULAR,substitution,in,[],201587,,,1610612760,55,60,2022-10-28T01:20:21Z,3320000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT10M42.00S,2022-10-28T01:20:44.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630544,9.280551905387648,37.254901960784316,1610612760,55,60,2022-10-28T01:20:52Z,3330000,64.0,35.0,1,left,MISS T. Mann 7' driving floating Shot,[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,7.25,Missed,,,,,,,,,,,,,,,,,,
340,PT10M38.00S,2022-10-28T01:20:48.3Z,3,REGULAR,rebound,offensive,[],1630544,,,1610612760,55,60,2022-10-28T01:20:52Z,3340000,,,0,,T. Mann REBOUND (Off:1 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,339.0,2.0,1.0,1.0,,
341,PT10M36.00S,2022-10-28T01:20:49.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629026,7.046649145860711,95.58823529411765,1610612760,58,60,2022-10-28T01:20:55Z,3350000,-228.0,14.0,1,left,K. Williams 3PT  (5 PTS) (A. Wiggins 1 AST),"[1629026, 1630598]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,22.83,Made,5.0,,,,,,A. Wiggins,1630598.0,1.0,,,,,,,,,
343,PT10M25.00S,2022-10-28T01:21:03.5Z,3,REGULAR,foul,personal,[],1629652,,,1610612746,58,60,2022-10-28T01:21:10Z,3370000,,,0,,L. Dort personal FOUL (3 PF),"[1629652, 202331]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Left,,,,1162.0,3.0,0.0,George,202331.0,,,,,,,,,,,,
345,PT10M22.00S,2022-10-28T01:21:29.5Z,3,REGULAR,foul,offensive,[],1626181,,,1610612746,58,60,2022-10-28T01:32:01Z,3390000,,,0,,N. Powell offensive FOUL (2 PF),"[1626181, 1629652]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left Center,,,,101283.0,2.0,0.0,Dort,1629652.0,,,,,,,,,,,,
