actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
353,PT00M01.60S,2023-01-19T02:08:00.9Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,58,44,2023-01-19T02:08:04Z,3510000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:3),[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,,Left Corner 3,24+ Left,,,,,,,352.0,3.0,3.0,0.0,,,,,,,,,
354,PT00M00.00S,2023-01-19T02:08:04.0Z,2,REGULAR,3pt,Jump Shot,[],1631097,62.63140604467805,44.85294117647059,1610612754,58,44,2023-01-19T02:08:34Z,3520000,False,26.0,536.0,1,left,MISS B. Mathurin 53' pullup 3PT,[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,pullup,Above the Break 3,24+ Center,53.68,Missed,,,,,,,,,,,,,,,,,
355,PT00M00.00S,2023-01-19T02:08:04.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,58,44,2023-01-19T02:08:34Z,3530000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,Above the Break 3,24+ Center,,,,,,,354.0,,,,,,,,,,,,
356,PT00M00.00S,2023-01-19T02:08:37.7Z,2,REGULAR,period,end,[],0,,,1610612754,58,44,2023-01-19T02:08:37Z,3540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2023-01-19T02:08:40.4Z,3,REGULAR,substitution,out,['startperiod'],1630198,,,1610612754,58,44,2023-01-19T02:23:10Z,3550000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2023-01-19T02:08:40.4Z,3,REGULAR,substitution,out,['startperiod'],204456,,,1610612754,58,44,2023-01-19T02:23:10Z,3560000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2023-01-19T02:08:40.4Z,3,REGULAR,substitution,out,['startperiod'],1629052,,,1610612754,58,44,2023-01-19T02:23:10Z,3570000,False,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2023-01-19T02:08:40.4Z,3,REGULAR,substitution,in,['startperiod'],1630581,,,1610612754,58,44,2023-01-19T02:23:10Z,3580000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2023-01-19T02:08:40.4Z,3,REGULAR,substitution,in,['startperiod'],1629614,,,1610612754,58,44,2023-01-19T02:23:10Z,3590000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2023-01-19T02:08:40.4Z,3,REGULAR,substitution,in,['startperiod'],1630174,,,1610612754,58,44,2023-01-19T02:23:10Z,3600000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2023-01-19T02:23:17.1Z,3,REGULAR,period,start,[],0,,,1610612754,58,44,2023-01-19T02:23:17Z,3610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT11M40.00S,2023-01-19T02:23:36.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,92.9862023653088,48.28431372549019,1610612754,58,46,2023-01-19T02:23:39Z,3620000,False,-9.0,13.0,1,right,M. Turner Layup (5 PTS) (A. Nembhard 2 AST),"[1626167, 1629614]",1610612754.0,IND,,Turner,M. Turner,,Restricted Area,0-8 Center,1.59,Made,5.0,A. Nembhard,1629614.0,2.0,,,,,,,,,,,,,
366,PT11M28.00S,2023-01-19T02:23:48.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,7.5722733245729295,42.64705882352941,1610612760,58,46,2023-01-19T02:23:54Z,3640000,False,37.0,19.0,1,left,MISS J. Williams Layup - blocked,"[1631114, 1626167]",1610612760.0,OKC,,Williams,J. Williams,,Restricted Area,0-8 Center,4.13,Missed,,,,,,,,,,,,,,,,Turner,1626167.0
367,PT11M28.00S,2023-01-19T02:23:48.7Z,3,REGULAR,block,,[],1626167,,,1610612760,58,46,2023-01-19T02:23:51Z,3650000,False,,,0,,M. Turner BLOCK (4 BLK),[1626167],1610612754.0,IND,,Turner,M. Turner,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
368,PT11M28.00S,2023-01-19T02:23:48.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,58,46,2023-01-19T02:23:54Z,3660000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,Restricted Area,0-8 Center,,,,,,,366.0,,,,,,,,,,,,
370,PT11M25.00S,2023-01-19T02:24:04.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628983,19.398817345597898,64.2156862745098,1610612760,60,46,2023-01-19T02:24:09Z,3680000,False,-71.0,130.0,1,left,S. Gilgeous-Alexander 14' step back Jump Shot (14 PTS) (J. Giddey 5 AST),"[1628983, 1630581]",1610612760.0,OKC,,Gilgeous-Alexander,S. Gilgeous-Alexander,step back,In The Paint (Non-RA),8-16 Center,14.8,Made,14.0,J. Giddey,1630581.0,5.0,,,,,,,,,,,,,
372,PT11M10.00S,2023-01-19T02:24:19.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,89.17542706964521,60.049019607843135,1610612754,60,46,2023-01-19T02:24:23Z,3700000,False,50.0,49.0,1,right,MISS A. Nembhard 7' driving Layup,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,driving,In The Paint (Non-RA),0-8 Center,7.04,Missed,,,,,,,,,,,,,,,,,
373,PT11M09.00S,2023-01-19T02:24:20.9Z,3,REGULAR,rebound,defensive,[],1629026,,,1610612760,60,46,2023-01-19T02:24:23Z,3710000,False,,,0,,K. Williams REBOUND (Off:2 Def:2),[1629026],1610612760.0,OKC,,Williams,K. Williams,,In The Paint (Non-RA),0-8 Center,,,,,,,372.0,4.0,2.0,2.0,,,,,,,,,
374,PT11M06.00S,2023-01-19T02:24:22.6Z,3,REGULAR,turnover,lost ball,[],1629026,,,1610612760,60,46,2023-01-19T02:24:25Z,3720000,False,,,0,,K. Williams lost ball TURNOVER (1 TO),"[1629026, 1629614]",1610612760.0,OKC,,Williams,K. Williams,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Nembhard,1629614.0,,
375,PT11M06.00S,2023-01-19T02:24:22.6Z,3,REGULAR,steal,,[],1629614,,,1610612754,60,46,2023-01-19T02:24:24Z,3730000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
376,PT11M03.00S,2023-01-19T02:24:25.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629614,89.70105124835742,48.28431372549019,1610612754,60,46,2023-01-19T02:24:29Z,3740000,False,-9.0,44.0,1,right,MISS A. Nembhard Layup,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,In The Paint (Non-RA),0-8 Center,4.51,Missed,,,,,,,,,,,,,,,,,
377,PT11M01.00S,2023-01-19T02:24:27.9Z,3,REGULAR,rebound,offensive,[],1629614,,,1610612754,60,46,2023-01-19T02:24:27Z,3750000,False,,,0,,A. Nembhard REBOUND (Off:2 Def:0),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,In The Paint (Non-RA),0-8 Center,,,,,,,376.0,2.0,0.0,2.0,,,,,,,,,
378,PT10M56.00S,2023-01-19T02:24:33.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631097,91.67214191852825,35.294117647058826,1610612754,60,46,2023-01-19T02:24:37Z,3760000,False,-74.0,26.0,1,right,MISS B. Mathurin 7' pullup bank Shot,[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,pullup bank,In The Paint (Non-RA),0-8 Center,7.79,Missed,,,,,,,,,,,,,,,,,
379,PT10M55.00S,2023-01-19T02:24:34.0Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,60,46,2023-01-19T02:24:37Z,3770000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631114],1610612760.0,OKC,,Williams,J. Williams,,In The Paint (Non-RA),0-8 Center,,,,,,,378.0,3.0,3.0,0.0,,,,,,,,,
380,PT10M45.00S,2023-01-19T02:24:44.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,5.206964520367937,53.18627450980392,1610612760,62,46,2023-01-19T02:24:49Z,3780000,False,-16.0,-4.0,1,left,J. Williams cutting Layup (4 PTS) (J. Giddey 6 AST),"[1631114, 1630581]",1610612760.0,OKC,,Williams,J. Williams,cutting,Restricted Area,0-8 Center,1.63,Made,4.0,J. Giddey,1630581.0,6.0,,,,,,,,,,,,,
382,PT10M39.00S,2023-01-19T02:24:50.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,92.59198423127464,51.225490196078425,1610612754,62,48,2023-01-19T02:24:58Z,3800000,False,6.0,17.0,1,right,B. Mathurin Layup (10 PTS) (A. Nembhard 3 AST),"[1631097, 1629614]",1610612754.0,IND,,Mathurin,B. Mathurin,,Restricted Area,0-8 Center,1.82,Made,10.0,A. Nembhard,1629614.0,3.0,,,,,,,,,,,,,
384,PT10M28.00S,2023-01-19T02:25:00.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,7.30946123521682,44.36274509803921,1610612760,62,48,2023-01-19T02:25:07Z,3820000,False,28.0,16.0,1,left,MISS K. Williams cutting Layup - blocked,"[1629026, 1626167]",1610612760.0,OKC,,Williams,K. Williams,cutting,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,,,Turner,1626167.0
385,PT10M28.00S,2023-01-19T02:25:00.5Z,3,REGULAR,block,,[],1626167,,,1610612760,62,48,2023-01-19T02:25:02Z,3830000,False,,,0,,M. Turner BLOCK (5 BLK),[1626167],1610612754.0,IND,,Turner,M. Turner,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
386,PT10M25.00S,2023-01-19T02:25:03.5Z,3,REGULAR,rebound,offensive,[],1630581,,,1610612760,62,48,2023-01-19T02:25:07Z,3840000,False,,,0,,J. Giddey REBOUND (Off:2 Def:2),[1630581],1610612760.0,OKC,,Giddey,J. Giddey,,Restricted Area,0-8 Center,,,,,,,384.0,4.0,2.0,2.0,,,,,,,,,
387,PT10M25.00S,2023-01-19T02:25:04.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,5.469776609724048,48.77450980392157,1610612760,64,48,2023-01-19T02:25:10Z,3850000,False,6.0,-1.0,1,left,J. Giddey putback Layup (8 PTS),[1630581],1610612760.0,OKC,,Giddey,J. Giddey,putback,Restricted Area,0-8 Center,0.62,Made,8.0,,,,,,,,,,,,,,,,
388,PT10M16.00S,2023-01-19T02:25:12.5Z,3,REGULAR,3pt,Jump Shot,[],1629614,72.61826544021025,78.43137254901961,1610612754,64,48,2023-01-19T02:25:19Z,3860000,False,142.0,205.0,1,right,MISS A. Nembhard 24' running pullup 3PT,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,running pullup,Above the Break 3,24+ Right Center,24.94,Missed,,,,,,,,,,,,,,,,,
389,PT10M14.00S,2023-01-19T02:25:14.5Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,64,48,2023-01-19T02:25:19Z,3870000,False,,,0,,L. Dort REBOUND (Off:1 Def:4),[1629652],1610612760.0,OKC,,Dort,L. Dort,,Above the Break 3,24+ Right Center,,,,,,,388.0,5.0,4.0,1.0,,,,,,,,,
390,PT10M07.00S,2023-01-19T02:25:21.7Z,3,REGULAR,3pt,Jump Shot,[],1628983,2.9730617608409986,96.07843137254902,1610612760,64,48,2023-01-19T02:25:29Z,3880000,False,-230.0,-25.0,1,left,MISS S. Gilgeous-Alexander 3PT,[1628983],1610612760.0,OKC,,Gilgeous-Alexander,S. Gilgeous-Alexander,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,
391,PT10M06.00S,2023-01-19T02:25:22.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,64,48,2023-01-19T02:25:29Z,3890000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,Left Corner 3,24+ Left,,,,,,,390.0,,,,,,,,,,,,
392,PT10M06.00S,2023-01-19T02:25:28.2Z,3,REGULAR,foul,personal,[],1630581,,,1610612754,64,48,2023-01-19T02:25:36Z,3900000,False,,,0,,J. Giddey loose ball personal FOUL (1 PF),"[1630581, 1626167]",1610612760.0,OKC,203591.0,Giddey,J. Giddey,loose ball,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Turner,1626167.0,,,,,
394,PT09M54.00S,2023-01-19T02:25:46.0Z,3,REGULAR,3pt,Jump Shot,[],1631097,67.36202365308804,50.0,1610612754,64,51,2023-01-19T02:25:51Z,3920000,False,0.0,254.0,1,right,B. Mathurin 25' 3PT step back (13 PTS),[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,step back,Above the Break 3,24+ Center,25.43,Made,13.0,,,,,,,,,,,,,,,,
395,PT09M32.00S,2023-01-19T02:26:06.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,14.4053876478318,64.2156862745098,1610612760,64,51,2023-01-19T02:26:11Z,3930000,False,-71.0,83.0,1,left,MISS S. Gilgeous-Alexander 10' pullup Shot,[1628983],1610612760.0,OKC,,Gilgeous-Alexander,S. Gilgeous-Alexander,pullup,In The Paint (Non-RA),8-16 Left,10.92,Missed,,,,,,,,,,,,,,,,,
396,PT09M30.00S,2023-01-19T02:26:08.9Z,3,REGULAR,rebound,offensive,[],1630581,,,1610612760,64,51,2023-01-19T02:26:11Z,3940000,False,,,0,,J. Giddey REBOUND (Off:3 Def:2),[1630581],1610612760.0,OKC,,Giddey,J. Giddey,,In The Paint (Non-RA),8-16 Left,,,,,,,395.0,5.0,2.0,3.0,,,,,,,,,
397,PT09M25.00S,2023-01-19T02:26:14.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628983,5.338370565045992,50.73529411764706,1610612760,66,51,2023-01-19T02:26:17Z,3950000,False,-4.0,-2.0,1,left,S. Gilgeous-Alexander cutting DUNK (16 PTS) (J. Giddey 7 AST),"[1628983, 1630581]",1610612760.0,OKC,,Gilgeous-Alexander,S. Gilgeous-Alexander,cutting,Restricted Area,0-8 Center,0.44,Made,16.0,J. Giddey,1630581.0,7.0,,,,,,,,,,,,,
399,PT09M19.00S,2023-01-19T02:26:23.0Z,3,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612754,66,51,2023-01-19T02:26:28Z,3970000,False,,,0,,L. Dort shooting personal FOUL (3 PF) (Nembhard 2 FT),"[1629652, 1629614]",1610612760.0,OKC,1627519.0,Dort,L. Dort,shooting,Restricted Area,0-8 Center,,,,,,,,,,,3.0,0.0,Nembhard,1629614.0,,,,,
401,PT09M19.00S,2023-01-19T02:26:41.9Z,3,REGULAR,freethrow,1 of 2,[],1629614,,,1610612754,66,52,2023-01-19T02:26:41Z,3990000,False,,,0,,A. Nembhard Free Throw 1 of 2 (9 PTS),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,Made,9.0,,,,,,,,,,,,,,,,
402,PT09M19.00S,2023-01-19T02:26:52.5Z,3,REGULAR,freethrow,2 of 2,[],1629614,,,1610612754,66,53,2023-01-19T02:26:52Z,4000000,False,,,0,,A. Nembhard Free Throw 2 of 2 (10 PTS),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,Made,10.0,,,,,,,,,,,,,,,,
403,PT09M06.00S,2023-01-19T02:27:05.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629652,7.5722733245729295,49.50980392156863,1610612760,66,53,2023-01-19T02:27:21Z,4010000,False,2.0,19.0,1,left,MISS L. Dort cutting DUNK - blocked,"[1629652, 1626167]",1610612760.0,OKC,,Dort,L. Dort,cutting,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,,,,,Turner,1626167.0
404,PT09M06.00S,2023-01-19T02:27:05.5Z,3,REGULAR,block,,[],1626167,,,1610612760,66,53,2023-01-19T02:27:07Z,4020000,False,,,0,,M. Turner BLOCK (6 BLK),[1626167],1610612754.0,IND,,Turner,M. Turner,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
405,PT09M05.00S,2023-01-19T02:27:06.5Z,3,REGULAR,rebound,offensive,[],1629652,,,1610612760,66,53,2023-01-19T02:27:08Z,4030000,False,,,0,,L. Dort REBOUND (Off:2 Def:4),[1629652],1610612760.0,OKC,,Dort,L. Dort,,Restricted Area,0-8 Center,,,,,,,403.0,6.0,4.0,2.0,,,,,,,,,
406,PT09M05.00S,2023-01-19T02:27:09.1Z,3,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612760,66,53,2023-01-19T02:27:17Z,4040000,False,,,0,,B. Mathurin shooting personal FOUL (2 PF) (Dort 2 FT),"[1631097, 1629652]",1610612754.0,IND,1627519.0,Mathurin,B. Mathurin,shooting,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Dort,1629652.0,,,,,
408,PT09M05.00S,2023-01-19T02:27:40.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629652,,,1610612760,67,53,2023-01-19T02:28:02Z,4060000,False,,,0,,L. Dort Free Throw 1 of 2 (18 PTS),[1629652],1610612760.0,OKC,,Dort,L. Dort,,,,,Made,18.0,,,,,,,,,,,,,,,,
409,PT09M05.00S,2023-01-19T02:27:40.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629652,,,1610612760,67,53,2023-01-19T02:28:02Z,4070000,False,,,0,,MISS L. Dort Free Throw 2 of 2,[1629652],1610612760.0,OKC,,Dort,L. Dort,,,,,Missed,,,,,,,,,,,,,,,,,
410,PT09M03.00S,2023-01-19T02:27:42.2Z,3,REGULAR,rebound,defensive,[],1631097,,,1610612754,67,53,2023-01-19T02:28:02Z,4080000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:4),[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,,,,,,,,,,409.0,4.0,4.0,0.0,,,,,,,,,
411,PT08M55.00S,2023-01-19T02:28:09.5Z,3,REGULAR,3pt,Jump Shot,[],1629614,65.52233902759527,22.30392156862745,1610612754,67,56,2023-01-19T02:28:13Z,4090000,False,-138.0,272.0,1,right,A. Nembhard 30' 3PT  (13 PTS) (B. Hield 2 AST),"[1629614, 1627741]",1610612754.0,IND,,Nembhard,A. Nembhard,,Above the Break 3,24+ Left Center,30.49,Made,13.0,B. Hield,1627741.0,2.0,,,,,,,,,,,,,
413,PT08M44.00S,2023-01-19T02:28:19.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,14.011169513797633,34.80392156862745,1610612760,69,56,2023-01-19T02:28:23Z,4110000,False,76.0,79.0,1,left,J. Giddey 10' floating Jump Shot (10 PTS) (J. Williams 3 AST),"[1630581, 1631114]",1610612760.0,OKC,,Giddey,J. Giddey,floating,In The Paint (Non-RA),8-16 Right,10.98,Made,10.0,J. Williams,1631114.0,3.0,,,,,,,,,,,,,
415,PT08M25.00S,2023-01-19T02:28:38.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630174,92.06636005256242,49.50980392156863,1610612754,69,58,2023-01-19T02:28:43Z,4130000,False,-2.0,22.0,1,right,A. Nesmith driving DUNK (6 PTS) (B. Hield 3 AST),"[1630174, 1627741]",1610612754.0,IND,,Nesmith,A. Nesmith,driving,Restricted Area,0-8 Center,2.22,Made,6.0,B. Hield,1627741.0,3.0,,,,,,,,,,,,,
417,PT08M11.00S,2023-01-19T02:28:53.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,10.726018396846255,53.92156862745098,1610612760,69,58,2023-01-19T02:30:24Z,4150000,False,-20.0,48.0,1,left,MISS S. Gilgeous-Alexander floating Shot,[1628983],1610612760.0,OKC,,Gilgeous-Alexander,S. Gilgeous-Alexander,floating,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,
418,PT08M07.00S,2023-01-19T02:28:57.6Z,3,REGULAR,rebound,defensive,[],1631097,,,1610612754,69,58,2023-01-19T02:29:00Z,4160000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:5),[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,,In The Paint (Non-RA),0-8 Center,,,,,,,417.0,5.0,5.0,0.0,,,,,,,,,
419,PT07M56.00S,2023-01-19T02:29:08.2Z,3,REGULAR,turnover,lost ball,[],1631097,,,1610612754,69,58,2023-01-19T02:29:11Z,4170000,False,,,0,,B. Mathurin lost ball TURNOVER (2 TO),"[1631097, 1630581]",1610612754.0,IND,,Mathurin,B. Mathurin,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,2.0,Giddey,1630581.0,,
420,PT07M56.00S,2023-01-19T02:29:08.2Z,3,REGULAR,steal,,[],1630581,,,1610612760,69,58,2023-01-19T02:29:10Z,4180000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,Giddey,J. Giddey,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
421,PT07M53.00S,2023-01-19T02:29:13.5Z,3,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612760,69,58,2023-01-19T02:29:37Z,4190000,False,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Williams 2 FT),"[1630174, 1631114]",1610612754.0,IND,201639.0,Nesmith,A. Nesmith,shooting,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Williams,1631114.0,,,,,
423,PT07M53.00S,2023-01-19T02:29:45.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1631114,,,1610612760,70,58,2023-01-19T02:29:45Z,4210000,False,,,0,,J. Williams Free Throw 1 of 2 (5 PTS),[1631114],1610612760.0,OKC,,Williams,J. Williams,,,,,Made,5.0,,,,,,,,,,,,,,,,
424,PT07M53.00S,2023-01-19T02:30:00.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1631114,,,1610612760,71,58,2023-01-19T02:30:00Z,4220000,False,,,0,,J. Williams Free Throw 2 of 2 (6 PTS),[1631114],1610612760.0,OKC,,Williams,J. Williams,,,,,Made,6.0,,,,,,,,,,,,,,,,
425,PT07M38.00S,2023-01-19T02:30:17.5Z,3,REGULAR,3pt,Jump Shot,[],1630174,88.78120893561103,96.07843137254902,1610612754,71,61,2023-01-19T02:30:24Z,4230000,False,230.0,53.0,1,right,A. Nesmith 3PT  (9 PTS) (A. Nembhard 4 AST),"[1630174, 1629614]",1610612754.0,IND,,Nesmith,A. Nesmith,,Right Corner 3,24+ Right,23.64,Made,9.0,A. Nembhard,1629614.0,4.0,,,,,,,,,,,,,
427,PT07M21.00S,2023-01-19T02:30:33.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629026,19.530223390275953,39.950980392156865,1610612760,73,61,2023-01-19T02:30:38Z,4250000,False,50.0,131.0,1,left,K. Williams 14' Jump Shot (5 PTS) (S. Gilgeous-Alexander 3 AST),"[1629026, 1628983]",1610612760.0,OKC,,Williams,K. Williams,,In The Paint (Non-RA),8-16 Center,14.04,Made,5.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,,,
429,PT07M01.00S,2023-01-19T02:30:53.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,92.46057818659659,58.57843137254902,1610612754,73,63,2023-01-19T02:30:57Z,4270000,False,43.0,18.0,1,right,M. Turner Layup (7 PTS) (A. Nembhard 5 AST),"[1626167, 1629614]",1610612754.0,IND,,Turner,M. Turner,,In The Paint (Non-RA),0-8 Center,4.67,Made,7.0,A. Nembhard,1629614.0,5.0,,,,,,,,,,,,,
431,PT06M47.00S,2023-01-19T02:31:07.5Z,3,REGULAR,2pt,Jump Shot,[],1630581,20.97568988173456,57.35294117647059,1610612760,75,63,2023-01-19T02:31:12Z,4290000,False,-37.0,145.0,1,left,J. Giddey 14' Jump Shot (12 PTS) (K. Williams 9 AST),"[1630581, 1629026]",1610612760.0,OKC,,Giddey,J. Giddey,,Mid-Range,8-16 Center,14.93,Made,12.0,K. Williams,1629026.0,9.0,,,,,,,,,,,,,
433,PT06M26.00S,2023-01-19T02:31:28.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,94.82588699080158,40.19607843137255,1610612754,75,63,2023-01-19T02:31:35Z,4310000,False,-49.0,-4.0,1,right,MISS A. Nesmith driving Layup - blocked,"[1630174, 1631114]",1610612754.0,IND,,Nesmith,A. Nesmith,driving,In The Paint (Non-RA),0-8 Center,4.92,Missed,,,,,,,,,,,,,,,,Williams,1631114.0
434,PT06M26.00S,2023-01-19T02:31:28.4Z,3,REGULAR,block,,[],1631114,,,1610612754,75,63,2023-01-19T02:31:54Z,4320000,False,,,0,,J. Williams BLOCK (1 BLK),[1631114],1610612760.0,OKC,,Williams,J. Williams,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
435,PT06M23.00S,2023-01-19T02:31:31.4Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,75,63,2023-01-19T02:31:35Z,4330000,False,,,0,,L. Dort REBOUND (Off:2 Def:5),[1629652],1610612760.0,OKC,,Dort,L. Dort,,In The Paint (Non-RA),0-8 Center,,,,,,,433.0,7.0,5.0,2.0,,,,,,,,,
436,PT06M21.00S,2023-01-19T02:31:34.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629026,24.655059132720105,84.31372549019608,1610612760,75,63,2023-01-19T02:31:42Z,4340000,False,-172.0,179.0,1,left,MISS K. Williams 24' 3PT,[1629026],1610612760.0,OKC,,Williams,K. Williams,,Above the Break 3,24+ Left Center,24.82,Missed,,,,,,,,,,,,,,,,,
437,PT06M17.00S,2023-01-19T02:31:37.7Z,3,REGULAR,rebound,offensive,[],1629026,,,1610612760,75,63,2023-01-19T02:31:37Z,4350000,False,,,0,,K. Williams REBOUND (Off:3 Def:2),[1629026],1610612760.0,OKC,,Williams,K. Williams,,Above the Break 3,24+ Left Center,,,,,,,436.0,5.0,2.0,3.0,,,,,,,,,
438,PT06M16.00S,2023-01-19T02:31:39.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,10.85742444152431,50.0,1610612760,77,63,2023-01-19T02:31:45Z,4360000,False,0.0,50.0,1,left,K. Williams putback Layup (7 PTS),[1629026],1610612760.0,OKC,,Williams,K. Williams,putback,In The Paint (Non-RA),0-8 Center,4.96,Made,7.0,,,,,,,,,,,,,,,,
