actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
338,PT10M54.00S,2024-03-21T01:21:48.6Z,3,REGULAR,rebound,offensive,[],1631096,,,1610612760,55,56,2024-03-21T01:21:51Z,3330000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:7),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,337.0,9.0,7.0,2.0,,,
339,PT10M53.00S,2024-03-21T01:21:49.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631096,5.601182654402102,48.77450980392157,1610612760,57,56,2024-03-21T01:21:54Z,3340000,False,6.0,0.0,1,left,C. Holmgren DUNK (13 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,0.61,,,,,,,,,,,,
340,PT10M38.00S,2024-03-21T01:22:04.4Z,3,REGULAR,3pt,Jump Shot,[],1628381,65.91655716162943,46.07843137254902,1610612762,57,59,2024-03-21T01:22:08Z,3350000,False,-20.0,268.0,1,right,J. Collins 26' 3PT  (12 PTS) (K. Dunn 3 AST),"[1628381, 1627739]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,,,Made,12.0,26.86,K. Dunn,1627739.0,3.0,,,,,,,,,
342,PT10M18.00S,2024-03-21T01:22:24.1Z,3,REGULAR,3pt,Jump Shot,[],1630581,2.0532194480946124,95.58823529411765,1610612760,57,59,2024-03-21T01:22:28Z,3370000,False,-228.0,-33.0,1,left,MISS J. Giddey 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.03,,,,,,,,,,,,
343,PT10M15.00S,2024-03-21T01:22:27.1Z,3,REGULAR,rebound,defensive,[],1641729,,,1610612762,57,59,2024-03-21T01:22:28Z,3380000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:4),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,342.0,4.0,4.0,0.0,,,
344,PT10M01.00S,2024-03-21T01:22:40.8Z,3,REGULAR,3pt,Jump Shot,[],1641729,96.92838370565046,4.6568627450980395,1610612762,57,59,2024-03-21T01:22:46Z,3390000,False,-227.0,-24.0,1,right,MISS B. Sensabaugh 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.79,,,,,,,,,,,,
345,PT09M59.00S,2024-03-21T01:22:42.8Z,3,REGULAR,rebound,offensive,[],1641707,,,1610612762,57,59,2024-03-21T01:22:46Z,3400000,False,,,0,,T. Hendricks REBOUND (Off:3 Def:0),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,344.0,3.0,0.0,3.0,,,
346,PT09M58.00S,2024-03-21T01:22:46.0Z,3,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612762,57,59,2024-03-21T01:23:04Z,3410000,False,,,0,,C. Holmgren shooting personal FOUL (1 PF) (Hendricks 2 FT),"[1631096, 1641707]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,202056.0,1.0,0.0,Hendricks,1641707.0,,,,,,,,,,,,,,,
348,PT09M58.00S,2024-03-21T01:23:18.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1641707,,,1610612762,57,60,2024-03-21T01:23:18Z,3430000,False,,,0,,T. Hendricks Free Throw 1 of 2 (6 PTS),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
349,PT09M58.00S,2024-03-21T01:23:33.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1641707,,,1610612762,57,61,2024-03-21T01:23:33Z,3440000,False,,,0,,T. Hendricks Free Throw 2 of 2 (7 PTS),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
350,PT09M48.00S,2024-03-21T01:23:46.5Z,3,REGULAR,turnover,lost ball,[],1631114,,,1610612760,57,61,2024-03-21T01:23:51Z,3450000,False,,,0,,J. Williams lost ball TURNOVER (2 TO),"[1631114, 1641729]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,2.0,Sensabaugh,1641729.0
351,PT09M48.00S,2024-03-21T01:23:46.5Z,3,REGULAR,steal,,[],1641729,,,1610612762,57,61,2024-03-21T01:24:43Z,3460000,False,,,0,,B. Sensabaugh STEAL (1 STL),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
352,PT09M45.00S,2024-03-21T01:23:51.6Z,3,REGULAR,turnover,out-of-bounds,[],1641729,,,1610612762,57,61,2024-03-21T01:23:58Z,3470000,False,,,0,,B. Sensabaugh bad pass out-of-bounds TURNOVER (3 TO),[1641729],1610612762.0,UTA,bad pass,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Left,202026.0,,,,,,,,,,,,,,,,,3.0,,
353,PT09M31.00S,2024-03-21T01:24:13.9Z,3,REGULAR,foul,personal,['2freethrow'],1641729,,,1610612760,57,61,2024-03-21T01:24:34Z,3480000,False,,,0,,B. Sensabaugh shooting personal FOUL (1 PF) (Wallace 2 FT),"[1641729, 1641717]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,202056.0,1.0,0.0,Wallace,1641717.0,,,,,,,,,,,,,,,
355,PT09M31.00S,2024-03-21T01:24:39.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1641717,,,1610612760,57,61,2024-03-21T01:24:39Z,3500000,False,,,0,,MISS C. Wallace Free Throw 1 of 2,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
356,PT09M31.00S,2024-03-21T01:24:39.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,57,61,2024-03-21T01:24:39Z,3510000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,355.0,,,,,,
357,PT09M31.00S,2024-03-21T01:24:55.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1641717,,,1610612760,58,61,2024-03-21T01:24:55Z,3520000,False,,,0,,C. Wallace Free Throw 2 of 2 (1 PTS),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
358,PT09M06.00S,2024-03-21T01:25:22.3Z,3,REGULAR,turnover,lost ball,[],1641729,,,1610612762,58,61,2024-03-21T01:25:27Z,3530000,False,,,0,,B. Sensabaugh lost ball TURNOVER (4 TO),"[1641729, 1641717]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,4.0,Wallace,1641717.0
359,PT09M06.00S,2024-03-21T01:25:22.3Z,3,REGULAR,steal,,[],1641717,,,1610612760,58,61,2024-03-21T01:25:24Z,3540000,False,,,0,,C. Wallace STEAL (2 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
360,PT08M59.00S,2024-03-21T01:25:28.4Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631096,5.863994743758213,49.50980392156863,1610612760,60,61,2024-03-21T01:26:55Z,3550000,False,2.0,3.0,1,left,C. Holmgren running DUNK (15 PTS) (S. Gilgeous-Alexander 6 AST),"[1631096, 1628983]",1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,Made,15.0,0.36,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,,,
362,PT08M42.00S,2024-03-21T01:25:44.8Z,3,REGULAR,3pt,Jump Shot,[],1641718,81.2910643889619,93.13725490196079,1610612762,60,61,2024-03-21T01:25:49Z,3570000,False,216.0,123.0,1,right,MISS K. George 24' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.85,,,,,,,,,,,,
363,PT08M39.00S,2024-03-21T01:25:47.8Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,60,61,2024-03-21T01:25:49Z,3580000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:8),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,362.0,10.0,8.0,2.0,,,
364,PT08M37.00S,2024-03-21T01:25:54.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631114,9.674770039421814,35.53921568627451,1610612760,62,61,2024-03-21T01:27:30Z,3590000,False,72.0,38.0,1,left,J. Williams 8' running Layup (15 PTS) (C. Holmgren 1 AST),"[1631114, 1631096]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,15.0,8.19,C. Holmgren,1631096.0,1.0,,,,,,,,,
365,PT08M37.00S,2024-03-21T01:26:01.4Z,3,REGULAR,foul,personal,['1freethrow'],1641707,,,1610612760,62,61,2024-03-21T01:26:16Z,3600000,False,,,0,,T. Hendricks shooting personal FOUL (2 PF) (Williams 1 FT),"[1641707, 1631114]",1610612762.0,UTA,shooting,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),8-16 Right,1627541.0,2.0,0.0,Williams,1631114.0,,,,,,,,,,,,,,,
367,PT08M37.00S,2024-03-21T01:26:23.8Z,3,REGULAR,freethrow,1 of 1,[],1631114,,,1610612760,63,61,2024-03-21T01:26:23Z,3620000,False,,,0,,J. Williams Free Throw 1 of 1 (16 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
369,PT08M21.00S,2024-03-21T01:26:40.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,91.93495400788436,61.274509803921575,1610612762,63,61,2024-03-21T01:26:44Z,3630000,False,56.0,23.0,1,right,MISS K. Dunn 6' driving Layup,[1627739],1610612762.0,UTA,driving,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.1,,,,,,,,,,,,
370,PT08M19.00S,2024-03-21T01:26:42.0Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,63,61,2024-03-21T01:26:44Z,3640000,False,,,0,,J. Giddey REBOUND (Off:1 Def:7),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,369.0,8.0,7.0,1.0,,,
371,PT08M15.00S,2024-03-21T01:26:45.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641717,5.732588699080158,51.71568627450981,1610612760,65,61,2024-03-21T01:28:50Z,3650000,False,-9.0,1.0,1,left,C. Wallace running Layup (3 PTS) (J. Giddey 6 AST),"[1641717, 1630581]",1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,0.87,J. Giddey,1630581.0,6.0,,,,,,,,,
373,PT08M02.00S,2024-03-21T01:26:59.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,92.59198423127464,57.59803921568627,1610612762,65,61,2024-03-21T01:29:37Z,3670000,False,38.0,17.0,1,right,MISS J. Collins cutting Layup,[1628381],1610612762.0,UTA,cutting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,Missed,,4.17,,,,,,,,,,,,
374,PT08M02.00S,2024-03-21T01:26:59.0Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,65,61,2024-03-21T01:27:03Z,3680000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:9),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,373.0,11.0,9.0,2.0,,,
375,PT08M02.00S,2024-03-21T01:27:04.2Z,3,REGULAR,foul,personal,[],1628381,,,1610612760,65,61,2024-03-21T01:27:12Z,3690000,False,,,0,,J. Collins personal FOUL (3 PF),"[1628381, 1631096]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,1627541.0,3.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,,,,
377,PT08M02.00S,2024-03-21T01:27:14.4Z,3,REGULAR,substitution,out,[],1631096,,,1610612760,65,61,2024-03-21T01:27:17Z,3710000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT08M02.00S,2024-03-21T01:27:14.4Z,3,REGULAR,substitution,in,[],202330,,,1610612760,65,61,2024-03-21T01:27:17Z,3720000,False,,,0,,SUB in: G. Hayward,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT07M51.00S,2024-03-21T01:27:32.8Z,3,REGULAR,3pt,Jump Shot,[],202330,30.831143232588698,68.13725490196079,1610612760,65,61,2024-03-21T01:27:38Z,3730000,False,-91.0,237.0,1,left,MISS G. Hayward 25' 3PT,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.4,,,,,,,,,,,,
380,PT07M48.00S,2024-03-21T01:27:35.8Z,3,REGULAR,rebound,offensive,[],1628983,,,1610612760,65,61,2024-03-21T01:27:38Z,3740000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:0),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,379.0,1.0,0.0,1.0,,,
381,PT07M47.00S,2024-03-21T01:27:36.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628983,32.670827858081466,49.754901960784316,1610612760,68,61,2024-03-21T01:27:40Z,3750000,False,1.0,255.0,1,left,S. Gilgeous-Alexander 25' 3PT  (14 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,Made,14.0,25.46,,,,,,,,,,,,
382,PT07M46.00S,2024-03-21T01:27:41.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,68,61,2024-03-21T01:27:41Z,3760000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT07M46.00S,2024-03-21T01:30:04.1Z,3,REGULAR,substitution,out,[],1641729,,,1610612762,68,61,2024-03-21T01:30:14Z,3770000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M46.00S,2024-03-21T01:30:04.1Z,3,REGULAR,substitution,in,[],1629012,,,1610612762,68,61,2024-03-21T01:30:14Z,3780000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M30.00S,2024-03-21T01:30:53.6Z,3,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612762,68,61,2024-03-21T01:31:30Z,3790000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (2 PF) (Collins 2 FT),"[1628983, 1628381]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,202026.0,2.0,0.0,Collins,1628381.0,,,,,,,,,,,,,,,
387,PT07M30.00S,2024-03-21T01:31:33.0Z,3,REGULAR,freethrow,1 of 2,[],1628381,,,1610612762,68,62,2024-03-21T01:31:33Z,3810000,False,,,0,,J. Collins Free Throw 1 of 2 (13 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
388,PT07M30.00S,2024-03-21T01:31:43.2Z,3,REGULAR,freethrow,2 of 2,[],1628381,,,1610612762,68,63,2024-03-21T01:31:43Z,3820000,False,,,0,,J. Collins Free Throw 2 of 2 (14 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
389,PT07M12.00S,2024-03-21T01:32:03.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,6.258212877792378,46.568627450980394,1610612760,68,63,2024-03-21T01:32:08Z,3830000,False,17.0,6.0,1,left,MISS J. Williams cutting Layup,[1631114],1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.83,,,,,,,,,,,,
390,PT07M08.00S,2024-03-21T01:32:07.5Z,3,REGULAR,rebound,defensive,[],1627739,,,1610612762,68,63,2024-03-21T01:32:08Z,3840000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,389.0,1.0,1.0,0.0,,,
391,PT07M01.00S,2024-03-21T01:32:13.1Z,3,REGULAR,2pt,Jump Shot,[],1629012,87.07293035479631,33.82352941176471,1610612762,68,63,2024-03-21T01:32:18Z,3850000,False,-81.0,69.0,1,right,MISS C. Sexton 10' turnaround Shot,[1629012],1610612762.0,UTA,turnaround,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Left,,,,,,Missed,,10.63,,,,,,,,,,,,
392,PT06M59.00S,2024-03-21T01:32:15.1Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,68,63,2024-03-21T01:32:18Z,3860000,False,,,0,,J. Giddey REBOUND (Off:1 Def:8),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,391.0,9.0,8.0,1.0,,,
393,PT06M50.00S,2024-03-21T01:32:24.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.1268068331143235,52.450980392156865,1610612760,70,63,2024-03-21T01:32:29Z,3870000,False,-12.0,5.0,1,left,S. Gilgeous-Alexander driving Layup (16 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,Made,16.0,1.33,,,,,,,,,,,,
394,PT06M33.00S,2024-03-21T01:32:41.2Z,3,REGULAR,3pt,Jump Shot,[],1641718,65.52233902759527,54.166666666666664,1610612762,70,63,2024-03-21T01:34:10Z,3880000,False,21.0,272.0,1,right,MISS K. George 27' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,Missed,,27.24,,,,,,,,,,,,
395,PT06M30.00S,2024-03-21T01:32:44.2Z,3,REGULAR,rebound,offensive,[],1628381,,,1610612762,70,63,2024-03-21T01:32:52Z,3890000,False,,,0,,J. Collins REBOUND (Off:3 Def:3),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,394.0,6.0,3.0,3.0,,,
396,PT06M30.00S,2024-03-21T01:32:50.1Z,3,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612762,70,63,2024-03-21T01:32:56Z,3900000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (3 PF) (Collins 2 FT),"[1628983, 1628381]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,202056.0,3.0,0.0,Collins,1628381.0,,,,,,,,,,,,,,,
398,PT06M30.00S,2024-03-21T01:33:23.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628381,,,1610612762,70,64,2024-03-21T01:33:22Z,3920000,False,,,0,,J. Collins Free Throw 1 of 2 (15 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
399,PT06M30.00S,2024-03-21T01:33:24.9Z,3,REGULAR,substitution,out,[],1630581,,,1610612762,70,64,2024-03-21T01:33:32Z,3930000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M30.00S,2024-03-21T01:33:24.9Z,3,REGULAR,substitution,out,[],1641717,,,1610612762,70,64,2024-03-21T01:33:32Z,3940000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M30.00S,2024-03-21T01:33:24.9Z,3,REGULAR,substitution,in,[],1629652,,,1610612762,70,64,2024-03-21T01:33:32Z,3950000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M30.00S,2024-03-21T01:33:24.9Z,3,REGULAR,substitution,in,[],1631119,,,1610612762,70,64,2024-03-21T01:33:32Z,3960000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M30.00S,2024-03-21T01:33:50.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628381,,,1610612762,70,65,2024-03-21T01:33:50Z,3970000,False,,,0,,J. Collins Free Throw 2 of 2 (16 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
404,PT06M18.00S,2024-03-21T01:34:02.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,4.155716162943495,54.166666666666664,1610612760,70,65,2024-03-21T01:34:48Z,3980000,False,-21.0,-13.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.47,,,,,,,,,,,,
405,PT06M16.00S,2024-03-21T01:34:04.9Z,3,REGULAR,rebound,defensive,[],1641707,,,1610612762,70,65,2024-03-21T01:34:07Z,3990000,False,,,0,,T. Hendricks REBOUND (Off:3 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,404.0,4.0,1.0,3.0,,,
406,PT06M12.00S,2024-03-21T01:34:08.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629012,93.38042049934296,46.07843137254902,1610612762,70,67,2024-03-21T01:34:13Z,4000000,False,-20.0,10.0,1,right,C. Sexton running Layup (15 PTS) (T. Hendricks 1 AST),"[1629012, 1641707]",1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,Made,15.0,2.19,T. Hendricks,1641707.0,1.0,,,,,,,,,
407,PT06M00.00S,2024-03-21T01:34:22.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641718,,,1610612760,70,67,2024-03-21T01:34:39Z,4010000,False,,,0,,K. George personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1641718, 1628983]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,202026.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
409,PT06M00.00S,2024-03-21T01:34:49.3Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,71,67,2024-03-21T01:34:49Z,4030000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (17 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,
410,PT06M00.00S,2024-03-21T01:34:50.0Z,3,REGULAR,substitution,out,[],1631114,,,1610612760,71,67,2024-03-21T01:35:02Z,4040000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M00.00S,2024-03-21T01:34:50.0Z,3,REGULAR,substitution,out,[],1628381,,,1610612760,71,67,2024-03-21T01:35:02Z,4050000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M00.00S,2024-03-21T01:34:50.0Z,3,REGULAR,substitution,in,[],1630198,,,1610612760,71,67,2024-03-21T01:35:02Z,4060000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M00.00S,2024-03-21T01:34:50.0Z,3,REGULAR,substitution,in,[],1631117,,,1610612760,71,67,2024-03-21T01:35:02Z,4070000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M00.00S,2024-03-21T01:35:13.2Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,72,67,2024-03-21T01:35:13Z,4080000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (18 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,
415,PT05M49.00S,2024-03-21T01:35:26.4Z,3,REGULAR,turnover,lost ball,[],1641718,,,1610612762,72,67,2024-03-21T01:35:29Z,4090000,False,,,0,,K. George lost ball TURNOVER (1 TO),"[1641718, 1628983]",1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0
416,PT05M49.00S,2024-03-21T01:35:26.4Z,3,REGULAR,steal,,[],1628983,,,1610612760,72,67,2024-03-21T01:35:28Z,4100000,False,,,0,,S. Gilgeous-Alexander STEAL (3 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
417,PT05M34.00S,2024-03-21T01:35:41.3Z,3,REGULAR,turnover,lost ball,[],1629652,,,1610612760,72,67,2024-03-21T01:35:44Z,4110000,False,,,0,,L. Dort lost ball TURNOVER (2 TO),"[1629652, 1627739]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,2.0,Dunn,1627739.0
