actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
251,PT05M09.00S,2024-02-23T01:50:02.5Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,48,45,2024-02-23T01:50:05Z,2470000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:4),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,,,,,,,250.0,4.0,4.0,0.0,,,,,,,,,,
252,PT05M01.00S,2024-02-23T01:50:11.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.11760840998686,54.166666666666664,1610612760,50,45,2024-02-23T01:50:16Z,2480000,False,21.0,12.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (15 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.41,Made,15.0,,,,,,,,,,,,,,,,,
253,PT04M48.00S,2024-02-23T01:50:23.3Z,2,REGULAR,3pt,Jump Shot,[],1626181,10.200394218134035,96.32352941176471,1610612746,50,48,2024-02-23T01:50:27Z,2490000,False,-232.0,43.0,1,left,N. Powell 3PT  (12 PTS) (K. Leonard 1 AST),"[1626181, 202695]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.56,Made,12.0,,,,,,,,,,K. Leonard,202695.0,1.0,,,,,
255,PT04M33.00S,2024-02-23T01:50:40.9Z,2,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612760,50,48,2024-02-23T01:50:53Z,2510000,False,,,0,,I. Zubac shooting personal FOUL (2 PF) (Giddey 2 FT),"[1627826, 1630581]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Giddey,1630581.0
257,PT04M33.00S,2024-02-23T01:51:13.3Z,2,REGULAR,freethrow,1 of 2,[],1630581,,,1610612760,51,48,2024-02-23T01:51:13Z,2530000,False,,,0,,J. Giddey Free Throw 1 of 2 (3 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
258,PT04M33.00S,2024-02-23T01:51:13.9Z,2,REGULAR,substitution,out,[],1631096,,,1610612760,51,48,2024-02-23T01:51:20Z,2540000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M33.00S,2024-02-23T01:51:13.9Z,2,REGULAR,substitution,out,[],1627826,,,1610612760,51,48,2024-02-23T01:51:20Z,2550000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M33.00S,2024-02-23T01:51:13.9Z,2,REGULAR,substitution,in,[],1629026,,,1610612760,51,48,2024-02-23T01:51:20Z,2560000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M33.00S,2024-02-23T01:51:13.9Z,2,REGULAR,substitution,in,[],1629611,,,1610612760,51,48,2024-02-23T01:51:20Z,2570000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M33.00S,2024-02-23T01:51:33.3Z,2,REGULAR,freethrow,2 of 2,[],1630581,,,1610612760,52,48,2024-02-23T01:51:33Z,2580000,False,,,0,,J. Giddey Free Throw 2 of 2 (4 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
263,PT04M17.00S,2024-02-23T01:51:53.5Z,2,REGULAR,2pt,Jump Shot,[],1626181,7.835085413929041,77.20588235294117,1610612746,52,50,2024-02-23T01:51:58Z,2590000,False,-136.0,21.0,1,left,N. Powell 13' pullup Jump Shot (14 PTS) (K. Leonard 2 AST),"[1626181, 202695]",1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,13.76,Made,14.0,,,,,,,,,,K. Leonard,202695.0,2.0,,,,,
265,PT04M01.00S,2024-02-23T01:52:09.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,93.24901445466492,47.549019607843135,1610612760,52,50,2024-02-23T01:52:17Z,2610000,False,-12.0,11.0,1,right,MISS K. Williams cutting Layup,[1629026],1610612760.0,OKC,cutting,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,1.65,Missed,,,,,,,,,,,,,,,,,,
266,PT04M00.00S,2024-02-23T01:52:10.7Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,52,50,2024-02-23T01:52:17Z,2620000,False,,,0,,K. Williams REBOUND (Off:1 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,265.0,4.0,3.0,1.0,,,,,,,,,,
267,PT03M59.00S,2024-02-23T01:52:12.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,93.11760840998686,49.26470588235294,1610612760,52,50,2024-02-23T01:52:20Z,2630000,False,-4.0,12.0,1,right,MISS K. Williams putback Layup,[1629026],1610612760.0,OKC,putback,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,1.27,Missed,,,,,,,,,,,,,,,,,,
268,PT03M57.00S,2024-02-23T01:52:14.1Z,2,REGULAR,rebound,defensive,[],201935,,,1610612746,52,50,2024-02-23T01:52:14Z,2640000,False,,,0,,J. Harden REBOUND (Off:2 Def:4),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,267.0,6.0,4.0,2.0,,,,,,,,,,
269,PT03M49.00S,2024-02-23T01:52:22.3Z,2,REGULAR,3pt,Jump Shot,[],202331,4.28712220762155,95.09803921568627,1610612746,52,53,2024-02-23T01:52:26Z,2650000,False,-225.0,-12.0,1,left,P. George 3PT  (7 PTS) (T. Mann 3 AST),"[202331, 1629611]",1610612746.0,LAC,,,,George,P. George,,,,,Left Corner 3,24+ Left,22.58,Made,7.0,,,,,,,,,,T. Mann,1629611.0,3.0,,,,,
271,PT03M25.00S,2024-02-23T01:52:45.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629026,81.94809461235218,48.03921568627451,1610612760,54,53,2024-02-23T02:04:02Z,2670000,False,-10.0,117.0,1,right,K. Williams 11' fadeaway Jump Shot (4 PTS) (S. Gilgeous-Alexander 4 AST),"[1629026, 1628983]",1610612760.0,OKC,fadeaway,,,Williams,K. Williams,,,,,In The Paint (Non-RA),8-16 Center,11.76,Made,4.0,,,,,,,,,,S. Gilgeous-Alexander,1628983.0,4.0,,,,,
273,PT03M06.00S,2024-02-23T01:53:08.1Z,2,REGULAR,foul,personal,['2freethrow'],1630198,,,1610612746,54,53,2024-02-23T01:53:25Z,2690000,False,,,0,,I. Joe shooting personal FOUL (2 PF) (Harden 2 FT),"[1630198, 201935]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Harden,201935.0
275,PT03M06.00S,2024-02-23T01:53:40.0Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,54,54,2024-02-23T01:53:40Z,2710000,False,,,0,,J. Harden Free Throw 1 of 2 (8 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
276,PT03M06.00S,2024-02-23T01:53:40.6Z,2,REGULAR,substitution,out,[],1630198,,,1610612746,54,54,2024-02-23T01:53:48Z,2720000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M06.00S,2024-02-23T01:53:40.6Z,2,REGULAR,substitution,out,[],1626181,,,1610612746,54,54,2024-02-23T01:53:48Z,2730000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M06.00S,2024-02-23T01:53:40.6Z,2,REGULAR,substitution,in,[],1631114,,,1610612746,54,54,2024-02-23T01:53:48Z,2740000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M06.00S,2024-02-23T01:53:40.6Z,2,REGULAR,substitution,in,[],1629599,,,1610612746,54,54,2024-02-23T01:53:48Z,2750000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M06.00S,2024-02-23T01:54:02.5Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,54,55,2024-02-23T01:54:02Z,2760000,False,,,0,,J. Harden Free Throw 2 of 2 (9 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
281,PT02M56.00S,2024-02-23T01:54:12.3Z,2,REGULAR,3pt,Jump Shot,[],1629652,74.72076215505913,85.04901960784314,1610612760,57,55,2024-02-23T01:54:16Z,2770000,False,175.0,185.0,1,right,L. Dort 25' 3PT  (8 PTS) (S. Gilgeous-Alexander 5 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.49,Made,8.0,,,,,,,,,,S. Gilgeous-Alexander,1628983.0,5.0,,,,,
283,PT02M35.00S,2024-02-23T01:54:32.7Z,2,REGULAR,3pt,Jump Shot,[],201935,18.478975032851512,5.637254901960785,1610612746,57,55,2024-02-23T02:04:37Z,2790000,False,222.0,121.0,1,left,MISS J. Harden 25' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
284,PT02M32.00S,2024-02-23T01:54:35.7Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,57,55,2024-02-23T01:54:38Z,2800000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,283.0,1.0,1.0,0.0,,,,,,,,,,
285,PT02M27.00S,2024-02-23T01:54:41.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,92.85479632063075,49.26470588235294,1610612760,59,55,2024-02-23T01:54:47Z,2810000,False,-4.0,15.0,1,right,S. Gilgeous-Alexander running finger roll Layup (17 PTS),[1628983],1610612760.0,OKC,running finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.52,Made,17.0,,,,,,,,,,,,,,,,,
286,PT02M13.00S,2024-02-23T01:54:54.7Z,2,REGULAR,3pt,Jump Shot,[],202695,24.26084099868594,12.990196078431374,1610612746,59,55,2024-02-23T01:55:00Z,2820000,False,185.0,176.0,1,left,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
287,PT02M10.00S,2024-02-23T01:54:57.7Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612746,59,55,2024-02-23T01:55:00Z,2830000,False,,,0,,T. Mann REBOUND (Off:1 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,286.0,4.0,3.0,1.0,,,,,,,,,,
288,PT01M59.00S,2024-02-23T01:55:09.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202695,25.04927726675427,54.65686274509803,1610612746,59,57,2024-02-23T01:55:13Z,2840000,False,-23.0,183.0,1,left,K. Leonard 18' pullup Jump Shot (10 PTS) (T. Mann 4 AST),"[202695, 1629611]",1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,18.45,Made,10.0,,,,,,,,,,T. Mann,1629611.0,4.0,,,,,
290,PT01M40.00S,2024-02-23T01:55:27.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,80.6340341655716,35.53921568627451,1610612760,61,57,2024-02-23T01:55:31Z,2860000,False,-72.0,130.0,1,right,S. Gilgeous-Alexander 14' step back Jump Shot (19 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,14.83,Made,19.0,,,,,,,,,,,,,,,,,
291,PT01M25.00S,2024-02-23T01:55:42.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,10.068988173455978,39.46078431372549,1610612746,61,59,2024-02-23T01:55:52Z,2870000,False,53.0,42.0,1,left,K. Leonard 6' driving floating Jump Shot (12 PTS),[202695],1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,6.75,Made,12.0,,,,,,,,,,,,,,,,,
292,PT01M15.00S,2024-02-23T01:55:52.3Z,2,REGULAR,3pt,Jump Shot,[],1629652,96.27135348226018,3.9215686274509802,1610612760,61,59,2024-02-23T01:55:56Z,2880000,False,-230.0,-17.0,1,right,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,,
293,PT01M12.00S,2024-02-23T01:55:55.3Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,61,59,2024-02-23T01:55:56Z,2890000,False,,,0,,T. Mann REBOUND (Off:1 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,,,,,292.0,5.0,4.0,1.0,,,,,,,,,,
294,PT01M03.00S,2024-02-23T01:56:08.8Z,2,REGULAR,foul,offensive,[],202695,,,1610612746,61,59,2024-02-23T01:56:28Z,2900000,False,,,0,,K. Leonard charge offensive FOUL (1 PF),"[202695, 1629026]",1610612746.0,LAC,charge,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Williams,1629026.0
296,PT01M03.00S,2024-02-23T01:56:08.8Z,2,REGULAR,turnover,offensive foul,[],202695,,,1610612746,61,59,2024-02-23T01:56:08Z,2920000,False,,,0,,K. Leonard offensive foul TURNOVER (2 TO),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,2.0,,,,,,,,,,,,1627962.0,,,,
297,PT01M03.00S,2024-02-23T01:56:27.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,61,59,2024-02-23T01:56:27Z,2930000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M03.00S,2024-02-23T01:58:35.3Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,61,59,2024-02-23T01:58:57Z,2940000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M03.00S,2024-02-23T01:58:35.3Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,61,59,2024-02-23T01:58:57Z,2950000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M03.00S,2024-02-23T01:58:35.3Z,2,REGULAR,substitution,in,[],1630198,,,1610612760,61,59,2024-02-23T01:58:57Z,2960000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M03.00S,2024-02-23T01:58:35.3Z,2,REGULAR,substitution,in,[],1631096,,,1610612760,61,59,2024-02-23T01:58:57Z,2970000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M54.60S,2024-02-23T01:59:17.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631114,68.54467805519053,71.81372549019608,1610612760,61,59,2024-02-23T01:59:22Z,2980000,False,109.0,243.0,1,right,MISS J. Williams 26' step back 3PT,[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,26.66,Missed,,,,,,,,,,,,,,,,,,
303,PT00M51.00S,2024-02-23T01:59:21.1Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,61,59,2024-02-23T01:59:22Z,2990000,False,,,0,,P. George REBOUND (Off:1 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,,,,302.0,5.0,4.0,1.0,,,,,,,,,,
304,PT00M35.30S,2024-02-23T01:59:36.8Z,2,REGULAR,3pt,Jump Shot,[],201935,35.56176084099869,37.5,1610612746,61,59,2024-02-23T01:59:41Z,3000000,False,62.0,282.0,1,left,MISS J. Harden 28' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,28.86,Missed,,,,,,,,,,,,,,,,,,
305,PT00M32.60S,2024-02-23T01:59:39.5Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,61,59,2024-02-23T01:59:41Z,3010000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,304.0,2.0,2.0,0.0,,,,,,,,,,
306,PT00M11.80S,2024-02-23T02:00:02.7Z,2,REGULAR,turnover,traveling,[],1628983,,,1610612760,61,59,2024-02-23T02:00:06Z,3020000,False,,,0,,S. Gilgeous-Alexander traveling TURNOVER (1 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,1.0,,,,,,,,,,,,1627962.0,,,,
307,PT00M11.80S,2024-02-23T02:00:14.9Z,2,REGULAR,substitution,out,[],1630198,,,1610612746,61,59,2024-02-23T02:00:20Z,3030000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M11.80S,2024-02-23T02:00:14.9Z,2,REGULAR,substitution,in,[],1630598,,,1610612746,61,59,2024-02-23T02:00:20Z,3040000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M00.20S,2024-02-23T02:00:38.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202331,29.6484888304862,18.872549019607842,1610612746,61,59,2024-02-23T02:00:44Z,3050000,False,156.0,226.0,1,left,MISS P. George 27' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,27.46,Missed,,,,,,,,,,,,,,,,,,
310,PT00M00.20S,2024-02-23T02:00:38.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,61,59,2024-02-23T02:00:44Z,3060000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,309.0,,,,,,,,,,,,,
311,PT00M00.00S,2024-02-23T02:00:45.0Z,2,REGULAR,period,end,[],0,,,1610612746,61,59,2024-02-23T02:00:45Z,3070000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2024-02-23T02:00:48.2Z,3,REGULAR,substitution,out,['startperiod'],1630598,,,1610612746,61,59,2024-02-23T02:15:49Z,3080000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2024-02-23T02:00:48.2Z,3,REGULAR,substitution,out,['startperiod'],1629599,,,1610612746,61,59,2024-02-23T02:15:49Z,3090000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2024-02-23T02:00:48.2Z,3,REGULAR,substitution,in,['startperiod'],1630198,,,1610612746,61,59,2024-02-23T02:15:49Z,3100000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2024-02-23T02:00:48.2Z,3,REGULAR,substitution,in,['startperiod'],1627826,,,1610612746,61,59,2024-02-23T02:15:49Z,3110000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2024-02-23T02:15:54.3Z,3,REGULAR,period,start,[],0,,,1610612746,61,59,2024-02-23T02:15:54Z,3120000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT11M39.00S,2024-02-23T02:16:14.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,87.46714848883047,34.31372549019608,1610612746,61,59,2024-02-23T02:17:06Z,3130000,False,-78.0,65.0,1,right,MISS T. Mann 10' turnaround fadeaway Shot,[1629611],1610612746.0,LAC,turnaround fadeaway,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Left,10.2,Missed,,,,,,,,,,,,,,,,,,
321,PT11M37.00S,2024-02-23T02:16:16.5Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,61,59,2024-02-23T02:17:06Z,3140000,False,,,0,,I. Zubac REBOUND (Off:2 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,320.0,4.0,2.0,2.0,,,,,,,,,,
323,PT11M36.00S,2024-02-23T02:16:17.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627826,94.82588699080158,48.28431372549019,1610612746,61,61,2024-02-23T02:16:27Z,3160000,False,-9.0,-4.0,1,right,I. Zubac putback DUNK (8 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.94,Made,8.0,,,,,,,,,,,,,,,,,
324,PT11M20.00S,2024-02-23T02:16:32.9Z,3,REGULAR,2pt,Jump Shot,[],1629652,23.603810775295663,49.754901960784316,1610612760,63,61,2024-02-23T02:16:38Z,3170000,False,1.0,169.0,1,left,L. Dort 16' pullup Jump Shot (10 PTS),[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,16.94,Made,10.0,,,,,,,,,,,,,,,,,
360,PT11M01.00S,2024-02-23T02:16:44.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,90.62089356110381,41.911764705882355,1610612746,63,61,2024-02-23T03:12:58Z,3180000,False,-40.0,36.0,1,right,MISS K. Leonard fadeaway Shot - blocked,"[202695, 1631114]",1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,Williams,1631114.0,,,,,,,,
361,PT11M01.00S,2024-02-23T02:16:44.6Z,3,REGULAR,block,,[],1631114,,,1610612746,63,61,2024-02-23T02:23:07Z,3185000,False,,,0,,J. Williams BLOCK (1 BLK),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
362,PT11M01.00S,2024-02-23T02:16:44.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,63,61,2024-02-23T02:23:07Z,3187500,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,360.0,,,,,,,,,,,,,
327,PT10M57.00S,2024-02-23T02:17:10.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],202695,82.9993429697766,76.9607843137255,1610612746,63,63,2024-02-23T02:23:07Z,3200000,False,135.0,107.0,1,right,K. Leonard 17' Jump Shot (14 PTS) (P. George 3 AST),"[202695, 202331]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,17.23,Made,14.0,,,,,,,,,,P. George,202331.0,3.0,,,,,
329,PT10M46.00S,2024-02-23T02:17:20.1Z,3,REGULAR,3pt,Jump Shot,[],1631096,28.86005256241787,77.69607843137256,1610612760,63,63,2024-02-23T02:17:25Z,3220000,False,-138.0,219.0,1,left,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
330,PT10M43.00S,2024-02-23T02:17:23.1Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,63,63,2024-02-23T02:17:25Z,3230000,False,,,0,,I. Zubac REBOUND (Off:2 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,329.0,5.0,3.0,2.0,,,,,,,,,,
331,PT10M35.00S,2024-02-23T02:17:34.5Z,3,REGULAR,foul,offensive,[],201935,,,1610612746,63,63,2024-02-23T02:17:54Z,3240000,False,,,0,,J. Harden offensive FOUL (2 PF),"[201935, 1630198]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Joe,1630198.0
333,PT10M35.00S,2024-02-23T02:17:34.5Z,3,REGULAR,turnover,offensive foul,[],201935,,,1610612746,63,63,2024-02-23T02:17:34Z,3260000,False,,,0,,J. Harden offensive foul TURNOVER (3 TO),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,3.0,,,,,,,,,,,,1627962.0,,,,
334,PT10M13.00S,2024-02-23T02:18:07.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,28.203022339027594,22.794117647058822,1610612760,66,63,2024-02-23T02:18:11Z,3270000,False,136.0,213.0,1,left,L. Dort 25' 3PT  (13 PTS) (I. Joe 1 AST),"[1629652, 1630198]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.24,Made,13.0,,,,,,,,,,I. Joe,1630198.0,1.0,,,,,
